bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,1.32,,,,,,,,,,,,,,bacaafcf-7a0a-4d6d-99dc-a22a08f46b83,20,,,"[119.0, 2.0]",7547,1,,,2.819842,,,Right Foot,,,"[110.0, 5.0]",,Ground Pass,9.486833,,Pione Sisto Ifolo Emirmija,5516.0,,,Corner,1,From Corner,Christian Dannemann Eriksen,3043.0,Center Attacking Midfield,4,Denmark,776,['a1b687ae-6a1e-4b81-bd64-77e12a87e2cc'],37,,,,,,,,,,,,,,,,,Denmark,776,00:01:37.200,Pass,
,,,,,,,,,,,,1.28,,,,,,,,,,,,,,895559a2-d446-40a9-8f3a-0b11c1aaa4b0,24,,,"[108.0, 9.0]",7547,1,,,1.4108832,9967af7a-c9c9-4358-a8ab-52a3c7db3608,,Right Foot,True,,"[113.0, 40.0]",,High Pass,31.400637,,Thomas Delaney,5527.0,True,,,1,From Corner,Pione Sisto Ifolo Emirmija,5516.0,Left Wing,4,Denmark,776,"['490aa16d-b620-4a7b-97f6-052aed623339', 'a9c005e5-c6db-4e0e-b01e-e1ba900af14f']",39,,,,,,,,,,,,,,,,,Denmark,776,00:01:39.840,Pass,True
,,,,,,,,,,,,2.0,,,,,,,,,,,,,,b9917203-e6e9-47f2-8923-a5b059eecdc7,30,,,"[8.0, 9.0]",7547,2,,,-0.07982998,,,Left Foot,,,"[58.0, 5.0]",,High Pass,50.159744,Incomplete,Robbie Kruse,5494.0,,,,1,Regular Play,Mark Milligan,5488.0,Left Center Back,5,Australia,792,"['a47bbe27-4d52-4555-8d31-cb6cfb4989dc', 'f78f1142-ef47-4f06-99a2-8c7d84b56336']",10,,,,,,,,,,,,,,,,,Australia,792,00:02:10.840,Pass,
,,,,,,,,,,,,0.2,,,,,,,,,,,,,,a47bbe27-4d52-4555-8d31-cb6cfb4989dc,33,,,"[64.0, 76.0]",7547,2,,True,1.5707964,,,,,,"[64.0, 78.0]",,High Pass,2.0,Incomplete,,,,,Recovery,1,Regular Play,Henrik Dalsgaard,4763.0,Right Back,5,Australia,792,"['17d0a7de-ad81-4256-b25e-f90164bbfb93', '673e479a-fabd-4332-9fcf-0eca82007d21', 'b9917203-e6e9-47f2-8923-a5b059eecdc7']",12,,,,,,,,,,,,,,,,,Denmark,776,00:02:12.840,Pass,True
,,,,,,,,,,,,1.88,,,,,,,,,,,,,,2bea4094-efa2-479c-8723-12c24946902b,35,,,"[49.0, 79.0]",7547,2,,,-2.3561945,,,,,,"[32.0, 62.0]",,Low Pass,24.04163,,Simon Thorup Kjær,5534.0,,,Throw-in,1,From Throw In,Henrik Dalsgaard,4763.0,Right Back,6,Denmark,776,['0fc9e400-b8f9-41f7-884c-278a6612dba5'],17,,,,,,,,,,,,,,,,,Denmark,776,00:02:17.760,Pass,
,,,,,,,,,,,,0.12,,,,,,,,,,,,,,4148b22d-8855-40a7-82d7-c5a039853fbd,38,,,"[32.0, 56.0]",7547,2,,,-1.5232133,,,Right Foot,,,"[33.0, 35.0]",,Ground Pass,21.023796,,Andreas Christensen,3959.0,,,,1,From Throw In,Simon Thorup Kjær,5534.0,Right Center Back,6,Denmark,776,['adf829a3-0825-4420-baaa-c9b9150b2840'],20,,,,,,,,,,,,,,,,,Denmark,776,00:02:20.840,Pass,
,,,,,,,,,,,,1.72,,,,,,,,,,,,,,d5060a7f-3bae-49cd-a31d-d6b621b6d3bc,42,,,"[41.0, 30.0]",7547,2,,,1.487655,,,Right Foot,,,"[43.0, 54.0]",,Ground Pass,24.083189,,Simon Thorup Kjær,5534.0,,,,1,From Throw In,Andreas Christensen,3959.0,Left Center Back,6,Denmark,776,['01557786-a11e-400b-a16d-5633b32b07db'],25,,,,,,,,,,,,,,,,,Denmark,776,00:02:25.760,Pass,
,,,,,,,,,,,,1.28,,,,,,,,,,,,,,b34dd438-af8e-4a06-9c1d-1be808c40e9c,45,,,"[41.0, 53.0]",7547,2,,,0.4266275,,,Right Foot,,,"[52.0, 58.0]",,Ground Pass,12.083046,,Lasse Schöne,5520.0,,,,1,From Throw In,Simon Thorup Kjær,5534.0,Right Center Back,6,Denmark,776,['f0fb1939-d5a7-4f6a-a2da-1dac2a2090d0'],28,,,,,,,,,,,,,,,,,Denmark,776,00:02:28.760,Pass,
,,,,,,,,,,,,1.44,,,,,,,,,,,,,,a8137d6e-2b47-4dff-8fd5-36cb719a7cdb,49,,,"[57.0, 66.0]",7547,2,,,0.4636476,,,Right Foot,,,"[83.0, 79.0]",,Ground Pass,29.068884,,Henrik Dalsgaard,4763.0,,,,1,From Throw In,Lasse Schöne,5520.0,Right Defensive Midfield,6,Denmark,776,"['227a7f6f-2b3c-4ef0-8c9d-1903f89e78d0', '9fb6c37f-e640-45d1-a150-6a9ad121369d']",31,,,,,,,,,,,,,,,,,Denmark,776,00:02:31.360,Pass,True
,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1b2eebd2-a7ba-4e42-be05-20fad9095943,53,,,"[79.0, 78.0]",7547,2,,,-0.7086263,,,Right Foot,,,"[100.0, 60.0]",,Ground Pass,27.658634,,Yussuf Yurary Poulsen,5536.0,,,,1,From Throw In,Henrik Dalsgaard,4763.0,Right Back,6,Denmark,776,"['41eb16dc-681a-41cc-a910-f46acfbbec95', '5198825d-196e-4665-8165-0680610cc646']",33,,,,,,,,,,,,,,,,,Denmark,776,00:02:33.440,Pass,True
,,,,,,,,,,,,0.96,,,,,,,,,,,,,,9f417f2a-63a7-4198-ba2c-51d6277a3ff5,57,,,"[102.0, 61.0]",7547,2,,,-2.714965,,,Right Foot,,,"[91.0, 56.0]",,Ground Pass,12.083046,,Christian Dannemann Eriksen,3043.0,,,,1,From Throw In,Yussuf Yurary Poulsen,5536.0,Right Wing,6,Denmark,776,"['503ac4a2-314d-4f34-a323-0ac23869bad2', '57f64733-f4dd-4f36-8d61-0d17c04c822f']",34,,,,,,,,,,,,,,,,,Denmark,776,00:02:34.560,Pass,True
,,,,,,,,,,,,1.56,,,,,,,,,,,,,,fc836755-315c-4661-be71-18a1cdeab113,62,,,"[18.0, 22.0]",7547,2,,,-0.22679885,,,Right Foot,,,"[31.0, 19.0]",,Ground Pass,13.341664,Incomplete,Aaron Mooy,3281.0,,,Recovery,1,Regular Play,Mark Milligan,5488.0,Left Center Back,7,Australia,792,"['5fd6cc15-a310-4116-9b0f-d9162911a3ab', '9c01a556-0f55-467c-b229-580539bccb80']",37,,,,,,,,,,,,,,,,,Australia,792,00:02:37.200,Pass,
,,,,,,,,,,,,1.6,,,,,,,,,,,,,,c7fc89aa-33a1-4d4c-9072-b02e46f8aa1b,67,,,"[32.0, 24.0]",7547,2,,,-1.0516502,,,Left Foot,,,"[40.0, 10.0]",,Ground Pass,16.124516,,Aaron Mooy,3281.0,,,,1,Regular Play,Tom Rogić,5491.0,Secondary Striker,7,Australia,792,['6c2fcb18-ded4-49ba-b046-a9c206f7e8f7'],40,,,,,,,,,,,,,,,,,Australia,792,00:02:40.160,Pass,
,,,,,,,,,,,,2.0,,,,,,,,,,,,,,d1636d7d-f8c6-4c22-bfcc-ad95c11647f8,71,,,"[53.0, 6.0]",7547,2,,,2.6183143,,,Right Foot,,,"[27.0, 21.0]",,Ground Pass,30.016663,,Mark Milligan,5488.0,,,,1,Regular Play,Aaron Mooy,3281.0,Right Center Midfield,7,Australia,792,['29e26dcc-aecd-4e43-ba19-4f413e2c5021'],45,,,,,,,,,,,,,,,,,Australia,792,00:02:45.720,Pass,
,,,,,,,,,,,,1.2,,,,,,,,,,,,,,ce4b2319-682c-4b90-9aa2-3944bc05f386,74,,,"[28.0, 26.0]",7547,2,,,1.4994888,,,Right Foot,,,"[30.0, 54.0]",,Ground Pass,28.071337,,Trent Sainsbury,5478.0,,,,1,Regular Play,Mark Milligan,5488.0,Left Center Back,7,Australia,792,['8dd06a27-2f3a-48be-977a-209aa5ed8ba8'],49,,,,,,,,,,,,,,,,,Australia,792,00:02:49.120,Pass,
,,,,,,,,,,,,1.92,,,,,,,,,,,,,,7572ba28-48cb-481e-98b0-37d636785caa,78,,,"[30.0, 61.0]",7547,2,,,0.65107673,,,Right Foot,,,"[51.0, 77.0]",,Ground Pass,26.400757,,Josh Risdon,5482.0,,,,1,Regular Play,Trent Sainsbury,5478.0,Right Center Back,7,Australia,792,"['3f97d3da-7f06-4f96-870d-db443fb5f146', '4c3117b2-4687-41ec-b07e-8bc74927fa60']",51,,,,,,,,,,,,,,,,,Australia,792,00:02:51.280,Pass,True
,,,,,,,,,,,,2.0,,,,,,,,,,,,,,44092bdb-4b51-4051-b4a0-5b1f17634ec3,86,,,"[49.0, 66.0]",7547,2,,,-2.0899425,,,Left Foot,,,"[37.0, 45.0]",,Ground Pass,24.186773,,Mark Milligan,5488.0,,,,1,Regular Play,Josh Risdon,5482.0,Right Back,7,Australia,792,"['0873837e-7fcf-4f98-a929-20c6eb181650', '52e29661-1373-48bd-bb05-3bb1a4987d01']",57,,,,,,,,,,,,,,,,,Australia,792,00:02:57.480,Pass,True
,,,,,,,,,,,,1.2,,,,,,,,,,,,,,0ab7328d-6d93-41c9-839c-9c27ea740233,89,,,"[33.0, 40.0]",7547,2,,,-0.14189705,,,Right Foot,,,"[47.0, 38.0]",,Ground Pass,14.142136,,Aaron Mooy,3281.0,,,,1,Regular Play,Mark Milligan,5488.0,Left Center Back,7,Australia,792,['be7c654f-c6c7-446b-9c9b-818076bb7e30'],59,,,,,,,,,,,,,,,,,Australia,792,00:02:59.480,Pass,
,,,,,,,,,,,,1.6,,,,,,,,,,,,,,5d0b5ead-676a-4a18-9239-8d586444fa56,92,,,"[41.0, 33.0]",7547,3,,,-1.5253731,,,Left Foot,,,"[42.0, 11.0]",,Ground Pass,22.022715,,Aziz Eraltay Behich,5479.0,,,,1,Regular Play,Aaron Mooy,3281.0,Right Center Midfield,7,Australia,792,['adb493f1-61f3-4ae2-98c6-498cdf18716f'],2,,,,,,,,,,,,,,,,,Australia,792,00:03:02.080,Pass,
,,,,,,,,,,,,1.6,,,,,,,,,,,,,,a3dd9559-1a50-4720-86a9-6606295110ba,95,,,"[51.0, 6.0]",7547,3,,,2.1854594,,,Left Foot,,,"[39.0, 23.0]",,Ground Pass,20.808653,,Mark Milligan,5488.0,,,,1,Regular Play,Aziz Eraltay Behich,5479.0,Left Back,7,Australia,792,['b301087c-6c8f-48f7-952a-8e35a836ceab'],4,,,,,,,,,,,,,,,,,Australia,792,00:03:04.880,Pass,
,,,,,,,,,,,,1.2,,,,,,,,,,,,,,6ac99fad-aeee-4cf9-885b-797a1011e8c9,98,,,"[36.0, 22.0]",7547,3,,,-0.75092906,,,Right Foot,,,"[51.0, 8.0]",,Ground Pass,20.518284,,Aziz Eraltay Behich,5479.0,,,,1,Regular Play,Mark Milligan,5488.0,Left Center Back,7,Australia,792,['78e58e33-82b4-438c-a06d-23a95b742a69'],9,,,,,,,,,,,,,,,,,Australia,792,00:03:09.280,Pass,
,,,,,,,,,,,,1.2,,,,,,,,,,,,,,18f5f191-fdec-4cd4-9e65-354637819b98,101,,,"[44.0, 6.0]",7547,3,,,2.3561945,,,Left Foot,,,"[32.0, 18.0]",,Ground Pass,16.970562,,Mark Milligan,5488.0,,,,1,Regular Play,Aziz Eraltay Behich,5479.0,Left Back,7,Australia,792,['224f2712-1972-4676-b3e1-767bd8ca5bf0'],11,,,,,,,,,,,,,,,,,Australia,792,00:03:11.440,Pass,
,,,,,,,,,,,,1.6,,,,,,,,,,,,,,1b6333d7-87ca-4c7e-bf25-595bc8fefa88,104,,,"[30.0, 21.0]",7547,3,,,2.223643,,,Right Foot,,,"[17.0, 38.0]",,Ground Pass,21.400934,,Mathew Ryan,3240.0,,,,1,Regular Play,Mark Milligan,5488.0,Left Center Back,7,Australia,792,['2eb45302-ed3f-40f0-8176-542b4437617c'],14,,,,,,,,,,,,,,,,,Australia,792,00:03:14.080,Pass,
,,,,,,,,,,,,1.2,,,,,,,,,,,,,,7744d22f-b3e6-4f3a-bf68-8fe6073a17ed,107,,,"[20.0, 36.0]",7547,3,,,0.36717382,,,Right Foot,,,"[33.0, 41.0]",,Ground Pass,13.928389,,Mile Jedinak,5489.0,,,,1,Regular Play,Mathew Ryan,3240.0,Goalkeeper,7,Australia,792,['f2e9d9e7-071d-4c0d-a5c1-67e382f7c7d7'],16,,,,,,,,,,,,,,,,,Australia,792,00:03:16.400,Pass,
,,,,,,,,,,,,1.6,,,,,,,,,,,,,,f06691fc-15cc-42d4-a000-f94002761058,109,,,"[32.0, 39.0]",7547,3,,,3.1415927,,,Right Foot,,,"[16.0, 39.0]",,Ground Pass,16.0,,Mathew Ryan,3240.0,,,,1,Regular Play,Mile Jedinak,5489.0,Left Center Midfield,7,Australia,792,['87b7f4ef-da90-4526-b46c-9274fcbca1ff'],17,,,,,,,,,,,,,,,,,Australia,792,00:03:17.600,Pass,
,,,,,,,,,,,,2.0,,,,,,,,,,,,,,a677ecf5-d939-4465-be85-124cec6dfdec,113,,,"[17.0, 40.0]",7547,3,,,0.47835243,,,Right Foot,,,"[44.0, 54.0]",,High Pass,30.413813,,Tom Rogić,5491.0,,,,1,Regular Play,Mathew Ryan,3240.0,Goalkeeper,7,Australia,792,"['6ee0b584-7cd1-4673-bb94-3a6215d1a029', '8a96bacb-7eaf-402c-9c85-4adccfbcabff']",20,,,,,,,,,,,,,,,,,Australia,792,00:03:20.240,Pass,True
,,,,,,,,,,,,2.16,,,,,,,,,,,,,,42d92982-7e46-4679-96bb-338554e5ea0c,115,,,"[49.0, 59.0]",7547,3,,,-0.14189705,,,Head,,,"[63.0, 57.0]",,High Pass,14.142136,Incomplete,Mathew Leckie,5481.0,,,,1,Regular Play,Tom Rogić,5491.0,Secondary Striker,7,Australia,792,"['133d37e6-2ed9-409c-8ffe-b950309cdd55', '7e53d70d-ce72-48e2-8efb-6d6100f26df2']",22,,,,,,,,,,,,,,,,,Australia,792,00:03:22.240,Pass,
,,,,,,,,,,,,1.36,,,,,,,,,,,,,,133d37e6-2ed9-409c-8ffe-b950309cdd55,117,,,"[58.0, 24.0]",7547,3,,,-0.36717382,,,Head,,,"[71.0, 19.0]",,High Pass,13.928389,,Pione Sisto Ifolo Emirmija,5516.0,,,Recovery,1,Regular Play,Andreas Christensen,3959.0,Left Center Back,8,Denmark,776,"['42d92982-7e46-4679-96bb-338554e5ea0c', '48c6a257-13f9-483e-9e91-408c100c6fc7']",24,,,,,,,,,,,,,,,,,Denmark,776,00:03:24.400,Pass,
,,,,,,,,,,,,0.64,,,,,,,,,,,,,,a3f8a2cc-f070-4144-aabe-a9acc2e7cc36,121,,,"[70.0, 24.0]",7547,3,,,2.2142975,,,Right Foot,,,"[67.0, 28.0]",,Ground Pass,5.0,,Thomas Delaney,5527.0,,,,1,Regular Play,Pione Sisto Ifolo Emirmija,5516.0,Left Wing,8,Denmark,776,"['5369100a-89dd-45ef-841a-08ea0534c7fb', 'b9e96b76-1bbc-42b3-998a-6311bd26df4d']",25,,,,,,,,,,,,,,,,,Denmark,776,00:03:25.800,Pass,True
,,,,,,,,,,,,3.28,,,,,,,,,,,,,,3a14f543-cec5-4f54-8405-dcaed280acab,125,,,"[66.0, 29.0]",7547,3,,,-0.31290123,,,Left Foot,,,"[100.0, 18.0]",,High Pass,35.735138,Incomplete,Nicolai Jørgensen,5522.0,,,,1,Regular Play,Thomas Delaney,5527.0,Left Defensive Midfield,8,Denmark,776,"['5369100a-89dd-45ef-841a-08ea0534c7fb', '93ea8050-ea73-4d05-95bf-978c319e6343', '93eb0043-5c4a-47b7-b1ce-1a653e18718a', 'c4140475-6068-42a1-8435-ccd1a41baf85']",26,,,,,,,,,,,,,,,,,Denmark,776,00:03:26.720,Pass,True
,,,,,,,,,,,,0.96,,,,,,,,,,,,,,0c16196c-a2dd-4d60-91a1-f806a0d91ec2,131,,,"[105.0, 7.0]",7547,3,,,3.0309355,,,Right Foot,,,"[96.0, 8.0]",,Ground Pass,9.055386,,Pione Sisto Ifolo Emirmija,5516.0,,,,1,Regular Play,Nicolai Jørgensen,5522.0,Center Forward,8,Denmark,776,['a55b5ed8-72d9-4bdf-ab92-959e594aec11'],32,,,,,,,,,,,,,,,,,Denmark,776,00:03:32.360,Pass,
,,,,,,,,,,,,1.12,,,,,,,,,,,,,,0707a678-7071-4530-b0b7-0a02f32cb53f,135,,,"[102.0, 6.0]",7547,3,,,-2.896614,,,Right Foot,,,"[90.0, 3.0]",,Ground Pass,12.369317,,Jens Stryger Larsen,5524.0,,,,1,Regular Play,Pione Sisto Ifolo Emirmija,5516.0,Left Wing,8,Denmark,776,['23657c50-dd05-4814-a2df-cf2f449abbd2'],40,,,,,,,,,,,,,,,,,Denmark,776,00:03:40.720,Pass,
,,,,,,,,,,,,1.76,,,,,,,,,,,,,,5b1a11ce-1c47-430c-a032-898bf9b9a399,139,,,"[90.0, 3.0]",7547,3,,,2.3276308,,,Right Foot,,,"[73.0, 21.0]",,Ground Pass,24.758837,,Andreas Christensen,3959.0,,,,1,Regular Play,Jens Stryger Larsen,5524.0,Left Back,8,Denmark,776,"['342ae280-4dc5-410a-8f6f-df61a9a77ddc', '40dc5d0d-c7b4-41af-a7b7-c7a6319d69d9']",42,,,,,,,,,,,,,,,,,Denmark,776,00:03:42.840,Pass,True
,,,,,,,,,,,,1.36,,,,,,,,,,,,,,3ea8796e-966e-4154-a022-02616fe5830f,142,,,"[73.0, 27.0]",7547,3,,,1.7681919,,,Right Foot,,,"[69.0, 47.0]",,Ground Pass,20.396078,,Simon Thorup Kjær,5534.0,,,,1,Regular Play,Andreas Christensen,3959.0,Left Center Back,8,Denmark,776,['38e4478e-5d51-4ebb-94fe-6d91c0363b80'],45,,,,,,,,,,,,,,,,,Denmark,776,00:03:45.440,Pass,
,,,,,,,,,,,,1.72,,,,,,,,,,,,,,71c4fdf3-10ab-425a-809a-059c07cd1219,146,,,"[72.0, 51.0]",7547,3,,,1.1071488,,,Right Foot,,,"[84.0, 75.0]",,Ground Pass,26.832815,,Henrik Dalsgaard,4763.0,,,,1,Regular Play,Simon Thorup Kjær,5534.0,Right Center Back,8,Denmark,776,"['0fc3dfde-3834-420d-8236-798c5febdaf6', 'dd62628b-9065-4d17-aac4-8b31f7c6a5b6']",48,,,,,,,,,,,,,,,,,Denmark,776,00:03:48.120,Pass,True
