50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,0.0,,,,,,,,,,1b56e9c6-6218-41eb-85e3-11190aefeb56,1,,,,8652,0,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Russia,796,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 5172, 'name': 'Igor Akinfeev'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 5170, 'name': 'Mário Figueira Fernandes'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 5175, 'name': 'Ilya Kutepov'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 5174, 'name': 'Sergei Ignashevich'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 5677, 'name': 'Fedor Kudryashov'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 13}, {'player': {'id': 5179, 'name': 'Daler Kuzyaev'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 7}, {'player': {'id': 5171, 'name': 'Roman Zobnin'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 11}, {'player': {'id': 5182, 'name': 'Aleksandr Samedov'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 19}, {'player': {'id': 5177, 'name': 'Aleksandr Golovin'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 17}, {'player': {'id': 5186, 'name': 'Denis Cheryshev'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 6}, {'player': {'id': 5195, 'name': 'Artem Dzyuba'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 22}]}",Russia,796,00:00:00.000,Starting XI,
,,,,,,,,,,,,,0.0,,,,,,,,,,0af11bf0-74a2-474b-ab56-9663bf2e4b31,2,,,,8652,0,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Russia,796,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3444, 'name': 'Danijel Subašić'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 23}, {'player': {'id': 5461, 'name': 'Šime Vrsaljko'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 3471, 'name': 'Dejan Lovren'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 5468, 'name': 'Domagoj Vida'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 21}, {'player': {'id': 5457, 'name': 'Ivan Strinić'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 5463, 'name': 'Luka Modrić'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 10}, {'player': {'id': 5470, 'name': 'Ivan Rakitić'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 7}, {'player': {'id': 5465, 'name': 'Ante Rebić'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 18}, {'player': {'id': 5460, 'name': 'Andrej Kramarić'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 9}, {'player': {'id': 5474, 'name': 'Ivan Perišić'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 4}, {'player': {'id': 5472, 'name': 'Mario Mandžukić'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 17}]}",Croatia,785,00:00:00.000,Starting XI,
,,,,,,,,,,,,,8.573,,,,,,,,,,579f770f-ee47-4603-b15f-e11a266963c6,3,,,,8652,0,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Russia,796,['1b72b918-b079-49f3-a971-2425b50056ec'],0,,,,,,,,,,,,,,,,,Russia,796,00:00:00.000,Half Start,
,,,,,,,,,,,,,7.76,,,,,,,,,,1b72b918-b079-49f3-a971-2425b50056ec,4,,,,8652,0,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Russia,796,['579f770f-ee47-4603-b15f-e11a266963c6'],0,,,,,,,,,,,,,,,,,Croatia,785,00:00:00.000,Half Start,
,,,,,,,,,,,,,9.68,,,,,,,,,,e24126db-3cda-44f0-9f13-396c763d41a7,1486,,,,8652,45,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,84,Croatia,785,['c81bd2ed-91c3-418e-8cbd-1515ccbeb1ea'],0,,,,,,,,,,,,,,,,,Russia,796,00:00:00.000,Half Start,
,,,,,,,,,,,,,9.44,,,,,,,,,,c81bd2ed-91c3-418e-8cbd-1515ccbeb1ea,1487,,,,8652,45,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,84,Croatia,785,['e24126db-3cda-44f0-9f13-396c763d41a7'],0,,,,,,,,,,,,,,,,,Croatia,785,00:00:00.000,Half Start,
,,,,,,,,,,,,,6.8,,,,,,,,,,34056ff2-3764-45cb-99b0-6c529eb5a155,3087,,,,8652,90,,,,,,,,,,,,,,,,,,,3,From Free Kick,,,,162,Croatia,785,['1eca8cf8-75d9-4e7e-8666-f314ddf6a285'],0,,,,,,,,,,,,,,,,,Russia,796,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,,,,,1eca8cf8-75d9-4e7e-8666-f314ddf6a285,3088,,,,8652,90,,,,,,,,,,,,,,,,,,,3,From Free Kick,,,,162,Croatia,785,['34056ff2-3764-45cb-99b0-6c529eb5a155'],0,,,,,,,,,,,,,,,,,Croatia,785,00:00:00.000,Half Start,
,,,,,,,,,,,,,7.973,,,,,,,,,,f705e16a-4ad0-4505-8ca6-4d2f630beb66,3575,,,,8652,105,,,,,,,,,,,,,,,,,,,4,From Free Kick,,,,196,Russia,796,['c690ffb7-393a-492c-a5f6-c930f034b1cc'],0,,,,,,,,,,,,,,,,,Russia,796,00:00:00.000,Half Start,
,,,,,,,,,,,,,8.813,,,,,,,,,,c690ffb7-393a-492c-a5f6-c930f034b1cc,3576,,,,8652,105,,,,,,,,,,,,,,,,,,,4,From Free Kick,,,,196,Russia,796,['f705e16a-4ad0-4505-8ca6-4d2f630beb66'],0,,,,,,,,,,,,,,,,,Croatia,785,00:00:00.000,Half Start,
