50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,0.0,,,,,,,,,,,,,03b78c35-9a98-49c4-92cb-bede4f3a7bb5,1,,,8657,0,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Belgium,782,,0,,,,,,,,,,,,,,,,,,"{'formation': 343, 'lineup': [{'player': {'id': 3509, 'name': 'Thibaut Courtois'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 20005, 'name': 'Toby Alderweireld'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 3101, 'name': 'Vincent Kompany'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 4}, {'player': {'id': 3077, 'name': 'Jan Vertonghen'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 3176, 'name': 'Thomas Meunier'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 15}, {'player': {'id': 4831, 'name': 'Nacer Chadli'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 22}, {'player': {'id': 2954, 'name': 'Youri Tielemans'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 17}, {'player': {'id': 5642, 'name': 'Axel Witsel'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 3089, 'name': 'Kevin De Bruyne'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 7}, {'player': {'id': 3621, 'name': 'Eden Hazard'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 3289, 'name': 'Romelu Lukaku Menama'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Belgium,782,00:00:00.000,Starting XI,
,,,,,,,,,,,,,0.0,,,,,,,,,,,,,f0624020-dd77-46e0-811e-a3d393ec7550,2,,,8657,0,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Belgium,782,,0,,,,,,,,,,,,,,,,,,"{'formation': 352, 'lineup': [{'player': {'id': 3468, 'name': 'Jordan Pickford'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3314, 'name': 'Phil Jones'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 16}, {'player': {'id': 3244, 'name': 'John Stones'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 5}, {'player': {'id': 3336, 'name': 'Harry Maguire'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 3308, 'name': 'Kieran Trippier'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 12}, {'player': {'id': 3594, 'name': 'Danny Rose'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 3}, {'player': {'id': 10956, 'name': 'Eric Dier'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 3504, 'name': 'Ruben Loftus-Cheek'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 21}, {'player': {'id': 4597, 'name': 'Fabian Delph'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 17}, {'player': {'id': 10955, 'name': 'Harry Kane'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 9}, {'player': {'id': 3233, 'name': 'Raheem Sterling'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 10}]}",England,768,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,,,,,,,,f41f2385-6a07-4b16-9915-d8f527450a3f,3,,,8657,0,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Belgium,782,['70821851-37bd-4f3a-9bfb-7d8bb89f48a6'],0,,,,,,,,,,,,,,,,,,,England,768,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,,,,,,,,70821851-37bd-4f3a-9bfb-7d8bb89f48a6,4,,,8657,0,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Belgium,782,['f41f2385-6a07-4b16-9915-d8f527450a3f'],0,,,,,,,,,,,,,,,,,,,Belgium,782,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,,,,,,,,6169d995-3065-49d0-a4ad-fac522b7f63a,2414,,,8657,45,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,73,Belgium,782,['da0d473f-a648-4b9c-af03-0a30261acd19'],0,,,,,,,,,,,,,,,,,,,England,768,00:00:00.000,Half Start,
,,,,,,,,,,,,,0.0,,,,,,,,,,,,,da0d473f-a648-4b9c-af03-0a30261acd19,2415,,,8657,45,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,73,Belgium,782,['6169d995-3065-49d0-a4ad-fac522b7f63a'],0,,,,,,,,,,,,,,,,,,,Belgium,782,00:00:00.000,Half Start,
,,,,,,,,,,,,,0.719,,,,,,,,,,,,,84438495-6341-4eba-bf90-82db1f6703fb,5,,"[61.0, 41.0]",8657,0,,3.1415927,,,Right Foot,,,,"[51.0, 41.0]",,Ground Pass,10.0,,Axel Witsel,5642.0,,,Kick Off,1,From Kick Off,Romelu Lukaku Menama,3289.0,Center Forward,2,Belgium,782,['f896648d-9192-4d7e-baaf-08ce534c0911'],0,,,,,,,,,,,,,,,,,,,Belgium,782,00:00:00.533,Pass,
,,,,,,,,,,,,,1.599,,,,,,,,,,,,,34b355a6-8b5f-4954-8dfd-fcc77df5c40c,9,,"[51.0, 40.0]",8657,0,,-2.1375256,,,Right Foot,,,,"[37.0, 18.0]",,Ground Pass,26.076809,,Jan Vertonghen,3077.0,,,,1,From Kick Off,Axel Witsel,5642.0,Left Defensive Midfield,2,Belgium,782,"['52cb7b6b-bf17-44dc-b001-00a15cb8addd', '9b71c105-60cb-436b-afd9-e9c57d2645f6']",2,,,,,,,,,,,,,,,,,,,Belgium,782,00:00:02.133,Pass,True
,,,,,,,,,,,,,1.516,,,,,,,,,,,,,8fd1ffd0-b984-4823-ab2c-f249c04adc12,12,,"[33.0, 18.0]",8657,0,,1.8568478,,,Left Foot,,,,"[28.0, 35.0]",,Ground Pass,17.720045,,Vincent Kompany,3101.0,,,,1,From Kick Off,Jan Vertonghen,3077.0,Left Center Back,2,Belgium,782,['38f271ed-ee2d-4bc1-b580-21928fb371a9'],4,,,,,,,,,,,,,,,,,,,Belgium,782,00:00:04.933,Pass,
,,,,,,,,,,,,,1.477,,,,,,,,,,,,,8541645f-3435-42ba-ab31-d4d95291824c,16,,"[21.0, 44.0]",8657,0,,1.5363272,,,Right Foot,,,,"[22.0, 73.0]",,Ground Pass,29.017237,,Toby Alderweireld,20005.0,,,,1,From Kick Off,Vincent Kompany,3101.0,Center Back,2,Belgium,782,"['60100367-0729-4252-9dac-66c85358f27a', 'b1e62eba-2e19-4304-8098-f9c7f83c4288']",7,,,,,,,,,,,,,,,,,,,Belgium,782,00:00:07.732,Pass,True
,,,,,,,,,,,,,0.52,,,,,,,,,,,,,903aab26-ead8-4d08-8702-865c12b1a621,21,,"[50.0, 76.0]",8657,0,,0.32175055,,,Right Foot,,,,"[56.0, 78.0]",,Ground Pass,6.3245554,,Thomas Meunier,3176.0,,,,1,From Kick Off,Toby Alderweireld,20005.0,Right Center Back,2,Belgium,782,['c2ea9ad2-a525-4b19-bfa8-af6008e05248'],15,,,,,,,,,,,,,,,,,,,Belgium,782,00:00:15.493,Pass,
,,,,,,,,,,,,,0.88,,,,,,,,,,,,,4962530a-c95c-419a-b6e0-53cb5dc84391,25,,"[55.0, 78.0]",8657,0,,-1.4382448,,,Right Foot,,,,"[57.0, 63.0]",,Low Pass,15.132746,,Youri Tielemans,2954.0,,,,1,From Kick Off,Thomas Meunier,3176.0,Right Wing Back,2,Belgium,782,"['b053da29-1a0b-4873-ae04-668b8b73137f', 'ce6377d0-c710-48f0-8ed4-525ab9a915e3']",16,,,,,,,,,,,,,,,,,,,Belgium,782,00:00:16.373,Pass,True
,,,,,,,,,,,,,1.026,,,,,,,,,,,,,f5e40e97-7c50-496d-8cc3-f01c457f9fa2,29,,"[55.0, 61.0]",8657,0,,2.070143,,,Right Foot,,,,"[49.0, 72.0]",,Ground Pass,12.529964,,Toby Alderweireld,20005.0,,,,1,From Kick Off,Youri Tielemans,2954.0,Right Defensive Midfield,2,Belgium,782,"['7d4a9fa2-2855-4354-9148-5c581861f98b', '88f72e82-0af2-4d31-8c68-077580b929b9']",18,,,,,,,,,,,,,,,,,,,Belgium,782,00:00:18.773,Pass,True
,,,,,,,,,,,,,1.986,,,,,,,,,,,,,f4bc883f-c9f7-4c73-a1ff-fe0d4914a1a8,32,,"[46.0, 71.0]",8657,0,,-2.2565258,,,Right Foot,,,,"[28.0, 49.0]",,Ground Pass,28.42534,,Vincent Kompany,3101.0,,,,1,From Kick Off,Toby Alderweireld,20005.0,Right Center Back,2,Belgium,782,['4bc9e9b1-9573-428c-97e7-244c6a28cdd2'],20,,,,,,,,,,,,,,,,,,,Belgium,782,00:00:20.733,Pass,
,,,,,,,,,,,,,1.586,,,,,,,,,,,,,174c3c02-15d4-4150-9f38-48a10f3f149a,35,,"[28.0, 42.0]",8657,0,,-1.5208379,,,Right Foot,,,,"[29.0, 22.0]",,Ground Pass,20.024984,,Jan Vertonghen,3077.0,,,,1,From Kick Off,Vincent Kompany,3101.0,Center Back,2,Belgium,782,['8c1a11a0-ef8d-4299-ac52-3b80dbbd0e9a'],24,,,,,,,,,,,,,,,,,,,Belgium,782,00:00:24.133,Pass,
,,,,,,,,,,,,,2.186,,,,,,,,,,,,,8127dfa1-b727-4ebc-9a63-c0ba97566676,39,,"[32.0, 19.0]",8657,0,,2.3561945,,,Left Foot,,,,"[8.0, 43.0]",,Ground Pass,33.941124,,Thibaut Courtois,3509.0,,,,1,From Kick Off,Jan Vertonghen,3077.0,Left Center Back,2,Belgium,782,['6371980c-2665-4bd0-a0e9-0b8859ec6827'],27,,,,,,,,,,,,,,,,,,,Belgium,782,00:00:27.093,Pass,
,,,,,,,,,,,,,2.23,,,,,,,,,,,,,4f2ff48b-4d5f-40df-b7fd-ec4b1e2f02de,43,,"[9.0, 43.0]",8657,0,,1.1232764,,,Left Foot,,,,"[21.0, 68.0]",,Ground Pass,27.730848,,Toby Alderweireld,20005.0,,,,1,From Kick Off,Thibaut Courtois,3509.0,Goalkeeper,2,Belgium,782,"['53d9b89f-f67e-4156-95e9-6af81063967c', 'f7228cab-8aec-4345-a6b5-6018c905cf61']",29,,,,,,,,,,,,,,,,,,,Belgium,782,00:00:29.370,Pass,True
,,,,,,,,,,,,,1.4,,,,,,,,,,,,,5e9581f6-046c-42c7-9c80-da68c8193c67,47,,"[21.0, 72.0]",8657,0,,-0.21866895,,,Right Foot,,,,"[48.0, 66.0]",,Low Pass,27.658634,Incomplete,Kevin De Bruyne,3089.0,,,,1,From Kick Off,Toby Alderweireld,20005.0,Right Center Back,2,Belgium,782,"['1097e312-6aa3-4e99-b6e3-b5159d2ce119', '3a38ca85-bef2-4936-8419-f1c9992de9eb', '88d3dad4-931a-4cce-8d4f-ed7912fc1308']",32,,,,,,,,,,,,,,,,,,,Belgium,782,00:00:32.493,Pass,True
,,,,,,,,,,,,,3.8,,,,,,,,,,,,,9c7b0332-f022-4080-a34e-388409a3f55e,59,,"[45.0, 76.0]",8657,0,,-1.6495802,,,Right Foot,,,,"[42.0, 38.0]",,High Pass,38.118237,Incomplete,,,,,Recovery,1,From Kick Off,Thomas Meunier,3176.0,Right Wing Back,2,Belgium,782,['5b00de70-19bf-4ec0-9a4f-acdbb3eb0236'],39,,,,,,,,,,,,,,,,,,,Belgium,782,00:00:39.613,Pass,
,,,,,,,,,,,,,4.359,,,,,,,,,,,,,5b00de70-19bf-4ec0-9a4f-acdbb3eb0236,60,,"[79.0, 43.0]",8657,0,,-1.6495802,,,Head,,,,"[76.0, 5.0]",,High Pass,38.118237,,Raheem Sterling,3233.0,,,Recovery,1,Regular Play,Ruben Loftus-Cheek,3504.0,Right Center Midfield,3,England,768,"['49c10416-8944-4816-9ff3-4cb300bdeece', '9c7b0332-f022-4080-a34e-388409a3f55e']",43,,,,,,,,,,,,,,,,,,,England,768,00:00:43.413,Pass,
,,,,,,,,,,,,,1.16,,,,,,,,,,,,,c09156c7-3aba-4ce9-ab1c-0e131babdfd0,73,,"[56.0, 3.0]",8657,0,,1.5707964,,,Left Foot,,,,"[56.0, 13.0]",,Ground Pass,10.0,,Fabian Delph,4597.0,,,,1,Regular Play,Danny Rose,3594.0,Left Wing Back,3,England,768,['d2f5446f-05ae-4f17-a964-d73969bfa0a3'],56,,,,,,,,,,,,,,,,,,,England,768,00:00:56.493,Pass,
,,,,,,,,,,,,,0.64,,,,,,,,,,,,,28d2348e-5349-40b0-bc47-f5721bbc60a2,75,,"[54.0, 9.0]",8657,0,,-0.98279375,,,Right Foot,,,,"[56.0, 6.0]",,Ground Pass,3.6055512,,Danny Rose,3594.0,,,,1,Regular Play,Fabian Delph,4597.0,Left Center Midfield,3,England,768,['87e0b052-19b4-4cf9-b77f-38e6ee1df100'],57,,,,,,,,,,,,,,,,,,,England,768,00:00:57.653,Pass,
,,,,,,,,,,,,,0.48,,,,,,,,,,,,,f744f478-8f0d-43f3-9277-84797f508619,78,,"[53.0, 3.0]",8657,0,,2.0344439,,,Left Foot,,,,"[50.0, 9.0]",,Ground Pass,6.708204,,Fabian Delph,4597.0,,,,1,Regular Play,Danny Rose,3594.0,Left Wing Back,3,England,768,['6b0faf6c-be19-4e3f-9ee7-9a2c4e430168'],58,,,,,,,,,,,,,,,,,,,England,768,00:00:58.493,Pass,
,,,,,,,,,,,,,1.0,,,,,,,,,,,,,60c69389-52c5-473e-a2e4-ca6808b88412,81,,"[50.0, 9.0]",8657,0,,1.6421038,,,Left Foot,,,,"[49.0, 23.0]",,Ground Pass,14.035668,,Eric Dier,10956.0,,,,1,Regular Play,Fabian Delph,4597.0,Left Center Midfield,3,England,768,['e6f9e84a-1b90-4ae8-b851-a5ace6dbe160'],59,,,,,,,,,,,,,,,,,,,England,768,00:00:59.573,Pass,
,,,,,,,,,,,,,1.987,,,,,,,,,,,,,120908d3-acb6-444d-a5b3-6bff40bb7ecb,84,,"[51.0, 38.0]",8657,1,,1.6447353,,,Left Foot,,,,"[49.0, 65.0]",,Ground Pass,27.073973,,Phil Jones,3314.0,,,,1,Regular Play,Eric Dier,10956.0,Center Defensive Midfield,3,England,768,['dab6cdde-33d9-41be-a994-df37b63135e0'],3,,,,,,,,,,,,,,,,,,,England,768,00:01:03.052,Pass,
,,,,,,,,,,,,,0.88,,,,,,,,,,,,,6dc17750-6e7f-4be6-9a95-3d83949da506,87,,"[50.0, 66.0]",8657,1,,-2.2794225,,,Right Foot,,,,"[44.0, 59.0]",,Ground Pass,9.219544,,John Stones,3244.0,,,,1,Regular Play,Phil Jones,3314.0,Right Center Back,3,England,768,['ef6206ab-d8f2-4f57-be64-04b187f60f3b'],5,,,,,,,,,,,,,,,,,,,England,768,00:01:05.453,Pass,
,,,,,,,,,,,,,0.8,,,,,,,,,,,,,e2b5b79d-6a84-4901-bb54-ab0b3844d3d8,90,,"[45.0, 56.0]",8657,1,,0.5191461,,,Right Foot,,,,"[52.0, 60.0]",,Ground Pass,8.062258,,Eric Dier,10956.0,,,,1,Regular Play,John Stones,3244.0,Center Back,3,England,768,['948e99fe-054e-40bd-9a26-01a88f2325c5'],7,,,,,,,,,,,,,,,,,,,England,768,00:01:07.533,Pass,
,,,,,,,,,,,,,0.76,,,,,,,,,,,,,fe70e619-2305-497c-9097-36b8ff14a665,93,,"[51.0, 58.0]",8657,1,,-2.3561945,,,Right Foot,,,,"[44.0, 51.0]",,Ground Pass,9.899495,,John Stones,3244.0,,,,1,Regular Play,Eric Dier,10956.0,Center Defensive Midfield,3,England,768,['f58610f4-66ca-4bd4-8468-91543c750571'],8,,,,,,,,,,,,,,,,,,,England,768,00:01:08.693,Pass,
,,,,,,,,,,,,,2.625,,,,,,,,,,,,,47ae5a7e-ec1b-41f9-a6a3-ee24d4326a52,96,,"[52.0, 41.0]",8657,1,,-1.3796118,,,Right Foot,,,,"[58.0, 10.0]",,Ground Pass,31.575306,,Harry Maguire,3336.0,,,,1,Regular Play,John Stones,3244.0,Center Back,3,England,768,['5ecb2c1f-50b1-4d20-92f9-a48e74419a85'],11,,,,,,,,,,,,,,,,,,,England,768,00:01:11.335,Pass,
,,,,,,,,,,,,,1.04,,,,,,,,,,,,,fd0a355a-5413-4da9-83f4-583f36f5c95b,99,,"[54.0, 12.0]",8657,1,,0.98279375,,,Right Foot,,,,"[60.0, 21.0]",,Ground Pass,10.816654,,Fabian Delph,4597.0,,,,1,Regular Play,Harry Maguire,3336.0,Left Center Back,3,England,768,['49734213-534d-4b5c-9f6f-e955add15b51'],15,,,,,,,,,,,,,,,,,,,England,768,00:01:15.772,Pass,
,,,,,,,,,,,,,0.96,,,,,,,,,,,,,148c75bc-213b-41e0-aa8c-d413c0b8dc53,103,,"[57.0, 20.0]",8657,1,,2.8430936,,,Right Foot,,,,"[44.0, 24.0]",,Ground Pass,13.601471,,John Stones,3244.0,,,,1,Regular Play,Fabian Delph,4597.0,Left Center Midfield,3,England,768,['fa025776-2181-4997-aa61-5090a9f59c1a'],17,,,,,,,,,,,,,,,,,,,England,768,00:01:17.973,Pass,
,,,,,,,,,,,,,1.47,,,,,,,,,,,,,0ff04852-3c52-4562-a1f7-04d8e69a5fc2,106,,"[42.0, 29.0]",8657,1,,-1.2277724,,,Right Foot,,,,"[47.0, 15.0]",,Ground Pass,14.866069,,Harry Maguire,3336.0,,,,1,Regular Play,John Stones,3244.0,Center Back,3,England,768,['dbb4dd20-7c05-45d3-914e-be92421add0a'],21,,,,,,,,,,,,,,,,,,,England,768,00:01:21.890,Pass,
,,,,,,,,,,,,,0.919,,,,,,,,,,,,,95a6b717-bdac-4184-8431-822fc008bfd8,109,,"[46.0, 17.0]",8657,1,,-0.22679885,,,Right Foot,,,,"[59.0, 14.0]",,Ground Pass,13.341664,,Raheem Sterling,3233.0,,,,1,Regular Play,Harry Maguire,3336.0,Left Center Back,3,England,768,['387c5365-570a-496b-836d-7dd992a18806'],24,,,,,,,,,,,,,,,,,,,England,768,00:01:24.973,Pass,
,,,,,,,,,,,,,1.106,,,,,,,,,,,,,29520b30-4154-42b6-8c07-9e922d005a08,113,,"[64.0, 20.0]",8657,1,,2.427502,,,Right Foot,,,,"[49.0, 33.0]",,Ground Pass,19.849434,,John Stones,3244.0,,,,1,Regular Play,Raheem Sterling,3233.0,Left Center Forward,3,England,768,['8cd9bca1-a767-4ae7-9104-9fcd18c2d1ca'],29,,,,,,,,,,,,,,,,,,,England,768,00:01:29.973,Pass,
,,,,,,,,,,,,,0.76,,,,,,,,,,,,,d6f1d20f-445e-4ba6-bce9-0a2c672277ba,116,,"[50.0, 33.0]",8657,1,,0.94200003,,,Left Foot,,,,"[58.0, 44.0]",,Ground Pass,13.601471,,Eric Dier,10956.0,,,,1,Regular Play,John Stones,3244.0,Center Back,3,England,768,['2d27b652-664c-4a11-a8f9-52a3cca983c0'],31,,,,,,,,,,,,,,,,,,,England,768,00:01:31.933,Pass,
,,,,,,,,,,,,,1.158,,,,,,,,,,,,,eaac65bf-0648-4a57-b8e2-8c71aa846742,119,,"[58.0, 49.0]",8657,1,,1.1784562,,,Right Foot,,,,"[70.0, 78.0]",,Ground Pass,31.38471,,Kieran Trippier,3308.0,,,,1,Regular Play,Eric Dier,10956.0,Center Defensive Midfield,3,England,768,['a2e65ad9-d842-4efe-8bcb-f97059af6600'],34,,,,,,,,,,,,,,,,,,,England,768,00:01:34.535,Pass,
,,,,,,,,,,,,,0.84,,,,,,,,,,,,,48358ac9-3be2-4a7a-9e24-5a9317474a3c,123,,"[70.0, 78.0]",8657,1,,-2.9996955,,,Right Foot,,,,"[56.0, 76.0]",,Ground Pass,14.142136,,Phil Jones,3314.0,,,,1,Regular Play,Kieran Trippier,3308.0,Right Wing Back,3,England,768,['e2cf5ea0-d430-46b2-b44f-ec2714148d62'],37,,,,,,,,,,,,,,,,,,,England,768,00:01:37.173,Pass,
,,,,,,,,,,,,,1.4,,,,,,,,,,,,,04d38b6f-4941-465b-a6e5-f87690788daf,127,,"[51.0, 75.0]",8657,1,,-1.929567,,,Right Foot,,,,"[45.0, 59.0]",,Ground Pass,17.088007,,John Stones,3244.0,,,,1,Regular Play,Phil Jones,3314.0,Right Center Back,3,England,768,"['0a022585-ad3b-4f8e-8612-4a3c60c43fce', 'e51bfb77-93cf-4ef0-bafc-f4ad833ce5a1']",39,,,,,,,,,,,,,,,,,,,England,768,00:01:39.253,Pass,True
,,,,,,,,,,,,,1.146,,,,,,,,,,,,,c55956f3-5756-4964-8129-5ae8708afadc,131,,"[39.0, 52.0]",8657,1,,-1.1583859,,,Right Foot,,,,"[46.0, 36.0]",,Ground Pass,17.464249,,Fabian Delph,4597.0,,,,1,Regular Play,John Stones,3244.0,Center Back,3,England,768,"['8d3cfe94-2980-4683-b6d1-28c3304071d2', 'a495d7bd-6f4c-467c-a656-d3a0ae90b49e']",42,,,,,,,,,,,,,,,,,,,England,768,00:01:42.253,Pass,True
,,,,,,,,,,,,,0.56,,,,,,,,,,,,,a83a1848-57ba-4df8-93b5-674dad1b4498,135,,"[45.0, 33.0]",8657,1,,1.735945,,,Left Foot,,,,"[43.0, 45.0]",,Ground Pass,12.165525,,Eric Dier,10956.0,,,,1,Regular Play,Fabian Delph,4597.0,Left Center Midfield,3,England,768,"['17a1b9b3-5457-48ec-a6f1-c0c9aa954ca0', 'a5aac698-5835-421d-a9e8-0614cd120dfd']",44,,,,,,,,,,,,,,,,,,,England,768,00:01:44.213,Pass,True
,,,,,,,,,,,,,1.28,,,,,,,,,,,,,e1d4c16f-e446-4e33-8861-7e37f9c2fda1,139,,"[43.0, 45.0]",8657,1,,3.024484,,,Right Foot,,,,"[26.0, 47.0]",,Ground Pass,17.117243,,John Stones,3244.0,,,,1,Regular Play,Eric Dier,10956.0,Center Defensive Midfield,3,England,768,"['c5a59aef-8c63-4f98-aed2-fbc2a85c7ae5', 'd53caca8-c746-4077-9d6f-d324f4fdee7f']",44,,,,,,,,,,,,,,,,,,,England,768,00:01:44.933,Pass,True
,,,,,,,,,,,,,1.48,,,,,,,,,,,,,e322465f-2381-40d6-9f21-663067fde7fa,143,,"[20.0, 46.0]",8657,1,,-2.55359,,,Left Foot,,,,"[8.0, 38.0]",,Ground Pass,14.422205,,Jordan Pickford,3468.0,,,,1,Regular Play,John Stones,3244.0,Center Back,3,England,768,['117c615a-2c24-4a6b-b97b-d700d81551c4'],47,,,,,,,,,,,,,,,,,,,England,768,00:01:47.573,Pass,
,,,,,,,,,,,,,3.28,,,,,,,,,,,,,f23de23d-32ae-42c1-9bb9-dcb05c944545,147,,"[10.0, 35.0]",8657,1,,-0.4444192,,,Left Foot,,,,"[73.0, 5.0]",,High Pass,69.77822,Incomplete,Danny Rose,3594.0,,,,1,Regular Play,Jordan Pickford,3468.0,Goalkeeper,3,England,768,"['8ea67366-4d01-4eb6-acfc-13d88ba9f1c7', '914977aa-821b-4fba-b63d-5da23cdc68e9', 'a5aabf74-de7f-48aa-8b59-e84c11a66952']",50,,,,,,,,,,,,,,,,,,,England,768,00:01:50.413,Pass,True
,,,,,,,,,,,,,0.599,,,,,,,,,,,,,914977aa-821b-4fba-b63d-5da23cdc68e9,149,,"[48.0, 76.0]",8657,1,,2.7367008,,,Head,,,,"[41.0, 79.0]",,High Pass,7.615773,Out,,,,,Recovery,1,Regular Play,Thomas Meunier,3176.0,Right Wing Back,3,England,768,['f23de23d-32ae-42c1-9bb9-dcb05c944545'],53,,,,,,,,,,,,,,,,,,,Belgium,782,00:01:53.693,Pass,
,,,,,,,,,,,,,2.52,,,,,,,,,,,,,440a0ace-29ad-44cb-9a41-b6685944c730,151,,"[74.0, 32.0]",8657,2,,0.6979028,,,Right Foot,,,,"[105.0, 58.0]",,High Pass,40.459858,Incomplete,Kieran Trippier,3308.0,,,,1,Regular Play,Eric Dier,10956.0,Center Defensive Midfield,4,England,768,"['42a107fa-9433-4a78-8b3e-560248eadb6e', 'b50b1a88-38e1-44d7-b17f-c854b8b69c0c']",3,,,,,,,,,,,,,,,,,,,England,768,00:02:03.693,Pass,
,,,,,,,,,,,,,1.4,,,,,,,,,,,,,719403eb-87ca-4c9b-9ea2-676fbd4c2ba7,155,,"[27.0, 21.0]",8657,2,,2.9669204,,,Head,,,,"[10.0, 24.0]",,Low Pass,17.262676,,Jan Vertonghen,3077.0,,,Recovery,1,Regular Play,Eden Hazard,3621.0,Left Wing,4,England,768,"['227f5a05-a1c2-4ef0-8276-aa98f02ec496', '2d4efa23-6c03-4c09-98c6-22bc50e6a91d']",8,,,,,,,,,,,,,,,,,,,Belgium,782,00:02:08.213,Pass,True
,,,,,,,,,,,,,0.6,,,,,,,,,,,,,dd9a95dc-024c-420d-af10-93a7741ae418,159,,"[4.0, 16.0]",8657,2,,-1.5707964,,,Left Foot,,,,"[4.0, 15.0]",,High Pass,1.0,Incomplete,,,,,,1,Regular Play,Jan Vertonghen,3077.0,Left Center Back,4,England,768,"['25d39a05-34cd-4575-afda-f8facc3c9193', '9f8ad5db-5e70-4caf-af1c-8f8eceb51960']",11,,,,,,,,,,,,,,,,,,,Belgium,782,00:02:11.373,Pass,True
,,,,,,,,,,,,,6.173,,,,,,,,,,,,,0eab304c-9f4e-4f01-b74a-b8f2c50aaaae,161,,"[6.0, 42.0]",8657,2,,0.15410812,,,Left Foot,,,,"[109.0, 58.0]",,High Pass,104.23531,Incomplete,Romelu Lukaku Menama,3289.0,,,Goal Kick,1,From Goal Kick,Thibaut Courtois,3509.0,Goalkeeper,5,Belgium,782,"['54f19ff2-7c06-4950-aa38-166c26181a6f', 'c76361da-9a5c-4748-8932-1873ab362f8e']",34,,,,,,,,,,,,,,,,,,,Belgium,782,00:02:34.880,Pass,
,,,,,,,,,,,,,1.625,,,,,,,,,,,,,df0e6fb2-cfb6-449c-9f8d-48b0643ea577,165,,"[14.0, 28.0]",8657,2,,1.3521274,,,Keeper Arm,,,,"[16.0, 37.0]",,Ground Pass,9.219544,,John Stones,3244.0,,,,1,Regular Play,Jordan Pickford,3468.0,Goalkeeper,6,England,768,['bbf4bac0-131b-41d5-8057-55ff313a9a69'],43,,,,,,,,,,,,,,,,,,,England,768,00:02:43.455,Pass,
