bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,0.8,,,,,,,,,,,,,b712dbb6-c2ef-4b46-be1b-764aca979e60,19,,,"[33.0, 72.0]",8649,0,,,0.71883,,,Right Foot,,,,"[41.0, 79.0]",,Ground Pass,10.630146,,Benjamin Pavard,5476.0,,,,1,From Throw In,Raphaël Varane,5485.0,Right Center Back,3,France,771,['4fba9c71-6e2d-4704-a8da-7ed93b99a703'],21,,,,,,,,,,,,,,,,,France,771,00:00:21.333,Pass,
,,,,,,,,,,,,,0.68,,,,,,,,,,,,,719613a8-5ee7-4aa1-87dc-497d3809d75c,23,,,"[43.0, 79.0]",8649,0,,,0.0,,,Right Foot,,,,"[55.0, 79.0]",,Ground Pass,12.0,,Kylian Mbappé Lottin,3009.0,,,,1,From Throw In,Benjamin Pavard,5476.0,Right Back,3,France,771,"['f187d018-8605-4cb1-a836-c8a7020ab1a3', 'f33495f9-a092-44ff-8e01-1d3b004f976d']",23,,,,,,,,,,,,,,,,,France,771,00:00:23.253,Pass,True
,,,,,,,,,,,,,0.4,,,,,,,,,,,,,bbb03944-4286-4ca9-987f-0bc03752802c,29,,,"[66.0, 63.0]",8649,0,,,-1.4056476,,,Right Foot,,,,"[68.0, 51.0]",,Ground Pass,12.165525,,Antoine Griezmann,5487.0,,,,1,From Throw In,Kylian Mbappé Lottin,3009.0,Right Wing,3,France,771,['4ba3f7f1-0e92-455a-9f97-5849073a2842'],27,,,,,,,,,,,,,,,,,France,771,00:00:27.333,Pass,
,,,,,,,,,,,,,0.64,,,,,,,,,,,,,375e4382-4657-4d45-8467-04218bb03d43,31,,,"[67.0, 51.0]",8649,0,,,1.1071488,,,Left Foot,,,,"[69.0, 55.0]",,Ground Pass,4.472136,Incomplete,Kylian Mbappé Lottin,3009.0,,,,1,From Throw In,Antoine Griezmann,5487.0,Center Attacking Midfield,3,France,771,"['5346298a-cf37-48d7-8c28-2d6b54958e47', 'f84668d3-2630-4ce1-93eb-b427287c1fcb']",27,,,,,,,,,,,,,,,,,France,771,00:00:27.733,Pass,
,,,,,,,,,,,,,0.959,,,,,,,,,,,,,36d54d2f-a61d-4e7f-9990-ecceef04eb94,34,,,"[58.0, 56.0]",8649,0,,,0.6202495,,,Right Foot,,,,"[79.0, 71.0]",,Low Pass,25.806976,,Olivier Giroud,3604.0,,,Recovery,1,From Throw In,N''Golo Kanté,3961.0,Right Center Midfield,3,France,771,['b6238cb7-c4f9-4f05-ab35-a3b9dc778529'],29,,,,,,,,,,,,,,,,,France,771,00:00:29.653,Pass,
,,,,,,,,,,,,,1.24,,,,,,,,,,,,,8e6cdf93-c76e-48ea-a361-eb3df900658f,37,,,"[79.0, 70.0]",8649,0,,,2.6476512,,,Left Foot,,,,"[66.0, 77.0]",,Ground Pass,14.764823,,Benjamin Pavard,5476.0,,,,1,From Throw In,Olivier Giroud,3604.0,Center Forward,3,France,771,['b38e4b34-f007-4631-8819-36e9d8450f4a'],30,,,,,,,,,,,,,,,,,France,771,00:00:30.893,Pass,
,,,,,,,,,,,,,0.48,,,,,,,,,,,,,810e612e-5ab5-479e-943a-9f9f5a48ef4c,40,,,"[65.0, 75.0]",8649,0,,,-1.5707964,,,Left Foot,,,,"[65.0, 65.0]",,Ground Pass,10.0,,N''Golo Kanté,3961.0,,,,1,From Throw In,Benjamin Pavard,5476.0,Right Back,3,France,771,['bc9c6008-df15-4f9a-826c-0ddd825c8df2'],32,,,,,,,,,,,,,,,,,France,771,00:00:32.893,Pass,
,,,,,,,,,,,,,2.08,,,,,,,,,,,,,6b164301-85d4-44e5-af70-ebc608931a21,44,,,"[56.0, 78.0]",8649,0,,,-1.815775,,,Left Foot,,,,"[47.0, 42.0]",,Ground Pass,37.107952,,Samuel Yves Umtiti,5492.0,,,,1,From Throw In,N''Golo Kanté,3961.0,Right Center Midfield,3,France,771,"['8804398c-63df-4721-938b-9df80b66f020', 'c1bb8e0d-b6c1-4eb2-a0aa-3c560742dce0']",37,,,,,,,,,,,,,,,,,France,771,00:00:37.093,Pass,True
,,,,,,,,,,,,,1.4,,,,,,,,,,,,,ab9c87ed-4dee-455b-a6b4-e4398c9ba74f,47,,,"[53.0, 31.0]",8649,0,,,-1.141034,,,Left Foot,,,,"[64.0, 7.0]",,Ground Pass,26.400757,,Lucas Hernández Pi,5484.0,,,,1,From Throw In,Samuel Yves Umtiti,5492.0,Left Center Back,3,France,771,['53b05ff5-ab0f-4f0f-8d25-d39c8119d54a'],41,,,,,,,,,,,,,,,,,France,771,00:00:41.413,Pass,
,,,,,,,,,,,,,0.8,,,,,,,,,,,,,212cc59e-30e9-4a80-94eb-cb1d6a2c41c5,51,,,"[67.0, 3.0]",8649,0,,,2.7610862,,,Left Foot,,,,"[62.0, 5.0]",,Ground Pass,5.3851647,,Corentin Tolisso,5480.0,,,,1,From Throw In,Lucas Hernández Pi,5484.0,Left Back,3,France,771,"['7680a117-0578-4b80-a7be-0a76b07d2a69', 'd5cf811d-08ee-40a5-9792-193410ed8185']",45,,,,,,,,,,,,,,,,,France,771,00:00:45.133,Pass,True
,,,,,,,,,,,,,1.0,,,,,,,,,,,,,70b83136-22a2-4f09-bcb5-5a2f55dd9b67,54,,,"[61.0, 6.0]",8649,0,,,2.884269,,,Right Foot,,,,"[42.0, 11.0]",,Ground Pass,19.646883,,Samuel Yves Umtiti,5492.0,,,,1,From Throw In,Corentin Tolisso,5480.0,Left Wing,3,France,771,['2242b427-fce4-4286-a87c-8a517fc3921c'],47,,,,,,,,,,,,,,,,,France,771,00:00:47.493,Pass,
,,,,,,,,,,,,,1.0,,,,,,,,,,,,,621696ff-952e-42cc-a97b-039c6c67ef59,57,,,"[56.0, 9.0]",8649,0,,,-0.39060703,,,Left Foot,,,,"[73.0, 2.0]",,Ground Pass,18.384777,,Lucas Hernández Pi,5484.0,,,,1,From Throw In,Samuel Yves Umtiti,5492.0,Left Center Back,3,France,771,['d30b6683-bfe8-4d1c-ba8b-d0efa34978ab'],54,,,,,,,,,,,,,,,,,France,771,00:00:54.853,Pass,
,,,,,,,,,,,,,0.48,,,,,,,,,,,,,cb0c265b-c09d-4fb5-84e1-0e68d7faf69c,61,,,"[81.0, 11.0]",8649,1,,,2.6779451,,,Right Foot,,,,"[71.0, 16.0]",,Ground Pass,11.18034,,N''Golo Kanté,3961.0,,,,1,From Throw In,Lucas Hernández Pi,5484.0,Left Back,3,France,771,"['04b4e3a8-c1a9-40b9-bf09-afd2731c4e69', '31c3169f-e7ab-456b-9312-20bd0d8e9478']",2,,,,,,,,,,,,,,,,,France,771,00:01:02.453,Pass,True
,,,,,,,,,,,,,1.08,,,,,,,,,,,,,78816623-c937-495f-ba64-d4b1e51cb4ba,64,,,"[68.0, 26.0]",8649,1,,,2.1471715,,,Right Foot,,,,"[55.0, 46.0]",,Ground Pass,23.853722,,Raphaël Varane,5485.0,,,,1,From Throw In,N''Golo Kanté,3961.0,Right Center Midfield,3,France,771,['4775d0d6-145f-4241-b16c-c9ac87ea01e4'],4,,,,,,,,,,,,,,,,,France,771,00:01:04.253,Pass,
,,,,,,,,,,,,,1.32,,,,,,,,,,,,,a8b28658-5e90-4883-9206-025afd60c752,67,,,"[59.0, 51.0]",8649,1,,,1.2160907,,,Left Foot,,,,"[69.0, 78.0]",,Low Pass,28.79236,,Benjamin Pavard,5476.0,,,,1,From Throw In,Raphaël Varane,5485.0,Right Center Back,3,France,771,['41827dcb-4713-4553-b9cf-80574ae4d86e'],7,,,,,,,,,,,,,,,,,France,771,00:01:07.413,Pass,
,,,,,,,,,,,,,0.8,,,,,,,,,,,,,804a7204-6bc1-4a76-8d3e-31b5f6983073,70,,,"[70.0, 79.0]",8649,1,,,-1.1801893,,,Right Foot,,,,"[77.0, 62.0]",,Ground Pass,18.384777,,Paul Pogba,20004.0,,,,1,From Throw In,Benjamin Pavard,5476.0,Right Back,3,France,771,['5c3ab11d-b4a1-4554-ad43-54b692162b7d'],10,,,,,,,,,,,,,,,,,France,771,00:01:10.333,Pass,
,,,,,,,,,,,,,0.839,,,,,,,,,,,,,6b8ebf11-f201-49cc-866b-c0f40f6aecc9,73,,,"[79.0, 62.0]",8649,1,,,-0.81986725,,,Right Foot,,,,"[93.0, 47.0]",,Ground Pass,20.518284,,Olivier Giroud,3604.0,,,,1,From Throw In,Paul Pogba,20004.0,Left Center Midfield,3,France,771,['0fe4016d-be16-4fbc-963b-213e1e9a44b7'],12,,,,,,,,,,,,,,,,,France,771,00:01:12.573,Pass,
,,,,,,,,,,,,,0.307,,,,,,,,,,,,,426cb9a6-12ce-4fa9-9a0e-124c8d3a17ee,76,,,"[94.0, 45.0]",8649,1,,,0.5880026,,,Left Foot,,,,"[97.0, 47.0]",,Ground Pass,3.6055512,Incomplete,Corentin Tolisso,5480.0,,,,1,From Throw In,Olivier Giroud,3604.0,Center Forward,3,France,771,"['1fddf207-41ff-4840-8631-b6376ce8d76a', '515b3bce-5576-40aa-bab2-2df9b49f584f']",13,,,,,,,,,,,,,,,,,France,771,00:01:13.533,Pass,
,,,,,,,,,,,,,1.573,,,,,,,,,,,,,f0bfa018-6abb-4148-9223-ae27e2dc7f78,79,,,"[19.0, 30.0]",8649,1,,,0.037020117,,,Right Foot,,,,"[46.0, 31.0]",,Low Pass,27.018513,Incomplete,Luis Alberto Suárez Díaz,5246.0,,,Recovery,1,From Throw In,Diego Roberto Godín Leal,5249.0,Left Center Back,3,France,771,"['ab9fd02b-cd60-4db5-8d35-36223fdf410e', 'fb79d3ee-f8ae-4496-b011-4f7e9504c400']",14,,,,,,,,,,,,,,,,,Uruguay,783,00:01:14.720,Pass,
,,,,,,,,,,,,,3.147,,,,,,,,,,,,,ab9fd02b-cd60-4db5-8d35-36223fdf410e,81,,,"[75.0, 50.0]",8649,1,,,-0.88187194,,,Right Foot,,,,"[89.0, 33.0]",,High Pass,22.022715,Incomplete,,,,,Interception,1,From Throw In,N''Golo Kanté,3961.0,Right Center Midfield,3,France,771,"['9d749b21-b53b-4cba-aa1b-b1f7cede36d7', 'f0bfa018-6abb-4148-9223-ae27e2dc7f78']",16,,,,,,,,,,,,,,,,,France,771,00:01:16.293,Pass,
,,,,,,,,,,,,,1.573,,,,,,,,,,,,,9d749b21-b53b-4cba-aa1b-b1f7cede36d7,82,,,"[32.0, 48.0]",8649,1,,,0.0,,,Head,,,,"[50.0, 48.0]",,High Pass,18.0,Incomplete,Luis Alberto Suárez Díaz,5246.0,,,Recovery,1,From Throw In,Nahitan Michel Nández Acosta,5247.0,Right Center Midfield,3,France,771,"['4ec51fa2-8858-4017-ba09-c33048d0ce60', '7b558e86-917b-4b7d-a502-75b211392335', 'ab9fd02b-cd60-4db5-8d35-36223fdf410e']",19,,,,,,,,,,,,,,,,,Uruguay,783,00:01:19.440,Pass,
,,,,,,,,,,,,,0.8,,,,,,,,,,,,,4ec51fa2-8858-4017-ba09-c33048d0ce60,84,,,"[71.0, 33.0]",8649,1,,,-1.815775,,,Head,,,,"[68.0, 21.0]",,Low Pass,12.369317,,Lucas Hernández Pi,5484.0,,,Interception,1,From Throw In,N''Golo Kanté,3961.0,Right Center Midfield,3,France,771,"['9d749b21-b53b-4cba-aa1b-b1f7cede36d7', 'f7afc6ec-a9ae-41bd-8d86-0666b364b1ed']",21,,,,,,,,,,,,,,,,,France,771,00:01:21.013,Pass,
,,,,,,,,,,,,,0.84,,,,,,,,,,,,,58bdbfdf-bcc8-46e3-9945-d78f115d0364,87,,,"[69.0, 18.0]",8649,1,,,-0.7140907,,,Left Foot,,,,"[84.0, 5.0]",,Ground Pass,19.849434,,Antoine Griezmann,5487.0,,,,1,From Throw In,Lucas Hernández Pi,5484.0,Left Back,3,France,771,['040bfa56-fc86-47bf-ac3f-c2ae488e0352'],23,,,,,,,,,,,,,,,,,France,771,00:01:23.773,Pass,
,,,,,,,,,,,,,0.96,,,,,,,,,,,,,ac42e20d-8fb4-46fb-aafa-dcb7fea1202a,90,,,"[94.0, 3.0]",8649,1,,,2.0344439,,,Left Foot,,,,"[89.0, 13.0]",,Ground Pass,11.18034,,Corentin Tolisso,5480.0,,,,1,From Throw In,Antoine Griezmann,5487.0,Center Attacking Midfield,3,France,771,['829d8be8-407b-47ec-9ea0-8613f0082645'],27,,,,,,,,,,,,,,,,,France,771,00:01:27.173,Pass,
,,,,,,,,,,,,,0.76,,,,,,,,,,,,,2644738e-50cd-4be1-91f8-83675b80300c,94,,,"[92.0, 8.0]",8649,1,,,-0.7853982,,,Right Foot,,,,"[97.0, 3.0]",,Ground Pass,7.071068,,Lucas Hernández Pi,5484.0,,,,1,From Throw In,Corentin Tolisso,5480.0,Left Wing,3,France,771,"['23b0f77e-d5c4-454a-833f-305dedfcd8a6', '7fc9d341-0dee-479c-9693-da5e5af68a7a']",29,,,,,,,,,,,,,,,,,France,771,00:01:29.333,Pass,True
,,,,,,,,,,,,,0.68,,,,,,,,,,,,,00600d86-3ef9-43b6-8655-ac940f4b867a,98,,,"[97.0, 3.0]",8649,1,,,2.896614,,,Left Foot,,,,"[89.0, 5.0]",,Ground Pass,8.246211,,Corentin Tolisso,5480.0,,,,1,From Throw In,Lucas Hernández Pi,5484.0,Left Back,3,France,771,"['2eb103bd-2260-48c1-b517-328f08a8194e', '330e25f4-8d41-4ab0-8ee7-193c71f003cc']",30,,,,,,,,,,,,,,,,,France,771,00:01:30.133,Pass,True
,,,,,,,,,,,,,0.679,,,,,,,,,,,,,3f7db6ac-60ef-4deb-baac-9d777ff22102,102,,,"[85.0, 4.0]",8649,1,,,2.3036115,,,Right Foot,,,,"[76.0, 14.0]",,Ground Pass,13.453624,,N''Golo Kanté,3961.0,,,,1,From Throw In,Corentin Tolisso,5480.0,Left Wing,3,France,771,"['76b24ad4-aaed-44d1-abfc-c807328cdde3', 'dd764215-66f9-46fe-bd0e-a3b37e2ee74d']",31,,,,,,,,,,,,,,,,,France,771,00:01:31.813,Pass,True
,,,,,,,,,,,,,1.2,,,,,,,,,,,,,992b2248-ff7c-4b80-a227-069331f972ca,105,,,"[75.0, 10.0]",8649,1,,,-0.34302393,,,Left Foot,,,,"[89.0, 5.0]",,Ground Pass,14.866069,Incomplete,Lucas Hernández Pi,5484.0,,,,1,From Throw In,N''Golo Kanté,3961.0,Right Center Midfield,3,France,771,"['a897a860-9ad2-418f-8237-81987c3ac72f', 'e556fb4b-2c1b-4ca1-bab1-a3c00c1cf5cd']",32,,,,,,,,,,,,,,,,,France,771,00:01:32.773,Pass,
,,,,,,,,,,,,,0.946,,,,,,,,,,,,,e556fb4b-2c1b-4ca1-bab1-a3c00c1cf5cd,107,,,"[32.0, 76.0]",8649,1,,,-0.6435011,,,Right Foot,,,,"[40.0, 70.0]",,Ground Pass,10.0,,Lucas Torreira Di Pascua,5266.0,,,Recovery,1,Regular Play,Nahitan Michel Nández Acosta,5247.0,Right Center Midfield,4,Uruguay,783,"['76498dcb-181f-44a9-9a47-cb5e92a3b762', '992b2248-ff7c-4b80-a227-069331f972ca']",33,,,,,,,,,,,,,,,,,Uruguay,783,00:01:33.973,Pass,
,,,,,,,,,,,,,0.373,,,,,,,,,,,,,81c2ab0d-88f9-4925-b09b-195689a30782,111,,,"[40.0, 70.0]",8649,1,,,-1.5707964,,,Right Foot,,,,"[40.0, 68.0]",,Ground Pass,2.0,,Rodrigo Bentancur Colmán,5260.0,,,,1,Regular Play,Lucas Torreira Di Pascua,5266.0,Center Defensive Midfield,4,Uruguay,783,"['20635f25-5239-4d46-a48c-68da3850446f', '53323901-5e32-4e98-8a27-62612b313315']",34,,,,,,,,,,,,,,,,,Uruguay,783,00:01:34.920,Pass,True
,,,,,,,,,,,,,1.773,,,,,,,,,,,,,9dbf9238-1f84-4434-9a8e-067d131f3a37,117,,,"[36.0, 54.0]",8649,1,,,-1.9936502,,,Right Foot,,,,"[27.0, 34.0]",,Ground Pass,21.931713,,Diego Roberto Godín Leal,5249.0,,,Recovery,1,Regular Play,Nahitan Michel Nández Acosta,5247.0,Right Center Midfield,4,Uruguay,783,['24d09996-6bdf-4f82-b6db-7b3643e6c498'],37,,,,,,,,,,,,,,,,,Uruguay,783,00:01:37.240,Pass,
,,,,,,,,,,,,,2.0,,,,,,,,,,,,,bf1100a7-32a6-4063-ad53-b54bd777c911,123,,,"[80.0, 33.0]",8649,2,,,0.03844259,,,Left Foot,,,,"[106.0, 34.0]",,Low Pass,26.019224,Injury Clearance,,,,,Recovery,1,Other,Antoine Griezmann,5487.0,Center Attacking Midfield,6,France,771,,23,,,,,,,,,,,,,,,,,France,771,00:02:23.093,Pass,
,,,,,,,,,,,,,0.879,,,,,,,,,,,,,ca05067a-911e-48e4-acfa-497cfbef7054,126,,,"[17.0, 52.0]",8649,2,,,0.5880026,,,Right Foot,,,,"[20.0, 54.0]",,Ground Pass,3.6055512,,José María Giménez de Vargas,5259.0,,,,1,Regular Play,Néstor Fernando Muslera Micol,5267.0,Goalkeeper,7,Uruguay,783,['4c1a5313-24b4-4635-996d-e0c92d70d41d'],28,,,,,,,,,,,,,,,,,Uruguay,783,00:02:28.733,Pass,
,,,,,,,,,,,,,1.99,,,,,,,,,,,,,f03d8c1e-6d7f-4079-bb07-2bb8223e14bd,129,,,"[24.0, 56.0]",8649,2,,,0.8176451,,,Left Foot,,,,"[39.0, 72.0]",,Ground Pass,21.931713,,José Martín Cáceres Silva,5248.0,,,,1,Regular Play,José María Giménez de Vargas,5259.0,Right Center Back,7,Uruguay,783,['e3111ac1-5501-4869-9280-0e2f723a6595'],31,,,,,,,,,,,,,,,,,Uruguay,783,00:02:31.290,Pass,
,,,,,,,,,,,,,1.986,,,,,,,,,,,,,c83995d5-d893-48fc-bcbe-201f2fa346cb,132,,,"[46.0, 72.0]",8649,2,,,-2.3276308,,,Right Foot,,,,"[29.0, 54.0]",,Ground Pass,24.758837,,José María Giménez de Vargas,5259.0,,,,1,Regular Play,José Martín Cáceres Silva,5248.0,Right Back,7,Uruguay,783,['419af566-0c31-47ae-bf72-5d3d4ecfe119'],36,,,,,,,,,,,,,,,,,Uruguay,783,00:02:36.733,Pass,
