50_50,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_length,pass_miscommunication,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,0.0,,,,,,,,,,,edd5359e-b2c7-4653-88d0-c9f77a4e59c8,1,,,7543,0,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Iran,797,,0,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 5227, 'name': 'Alireza Safar Beiranvand'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 5235, 'name': 'Ramin Rezaeian'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 23}, {'player': {'id': 5220, 'name': 'Morteza Pouraliganji'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 8}, {'player': {'id': 5228, 'name': 'Seyed Majid Hosseini'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 19}, {'player': {'id': 5230, 'name': 'Ehsan Hajsafi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 5722, 'name': 'Saeid Ezatolahi Afagh'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 5225, 'name': 'Omid Ebrahimi'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 9}, {'player': {'id': 5241, 'name': 'Vahid Amiri'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 11}, {'player': {'id': 5226, 'name': 'Mehdi Taremi'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 17}, {'player': {'id': 5231, 'name': 'Karim Ansarifard'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 5224, 'name': 'Sardar Azmoun'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 20}]}",Iran,797,00:00:00.000,Starting XI,
,,,,,,,,,,,0.0,,,,,,,,,,,6b1d2ca1-9f0e-4488-bb33-da20a3b32921,2,,,7543,0,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Iran,797,,0,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 3333, 'name': 'David de Gea Quintana'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 5721, 'name': 'Daniel Carvajal Ramos'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 5213, 'name': 'Gerard Piqué Bernabéu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 5201, 'name': 'Sergio Ramos García'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 15}, {'player': {'id': 5211, 'name': 'Jordi Alba Ramos'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 18}, {'player': {'id': 5203, 'name': 'Sergio Busquets i Burgos'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 5200, 'name': 'Lucas Vázquez Iglesias'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 11}, {'player': {'id': 3064, 'name': 'David Josué Jiménez Silva'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 21}, {'player': {'id': 5216, 'name': 'Andrés Iniesta Luján'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 4926, 'name': 'Francisco Román Alarcón Suárez'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 22}, {'player': {'id': 5198, 'name': 'Diego da Silva Costa'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 19}]}",Spain,772,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,,,,7c90f53f-c0da-4313-b617-f6a98050a379,3,,,7543,0,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Iran,797,['bd1d160b-5096-4b32-bb50-fa3fa6b3eb53'],0,,,,,,,,,,,,,,,,Spain,772,00:00:00.000,Half Start,
,,,,,,,,,,,9.4,,,,,,,,,,,bd1d160b-5096-4b32-bb50-fa3fa6b3eb53,4,,,7543,0,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Iran,797,['7c90f53f-c0da-4313-b617-f6a98050a379'],0,,,,,,,,,,,,,,,,Iran,797,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,,,,7d489108-4a63-408f-929e-85015b1cd868,1851,,,7543,45,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,76,Iran,797,['325de579-5c9f-43da-8770-e65ae5e4e874'],0,,,,,,,,,,,,,,,,Spain,772,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,,,,325de579-5c9f-43da-8770-e65ae5e4e874,1852,,,7543,45,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,76,Iran,797,['7d489108-4a63-408f-929e-85015b1cd868'],0,,,,,,,,,,,,,,,,Iran,797,00:00:00.000,Half Start,
,,,,,,,,,,,0.999,,,,,,,,,,,da601aba-12e9-4ed0-b2a8-71bb8c509272,5,,"[60.0, 41.0]",7543,0,,-2.158799,,,Right Foot,,,,"[54.0, 32.0]",Ground Pass,10.816654,,,Andrés Iniesta Luján,5216.0,,,,,Kick Off,1,From Kick Off,Diego da Silva Costa,5198.0,Center Forward,2,Spain,772,['9f7feeeb-9814-45de-800e-ec1c6989419a'],3,,,,,,,,,,,,,,,,Spain,772,00:00:03.773,Pass,
,,,,,,,,,,,0.84,,,,,,,,,,,f95199b0-844c-4db0-8c2a-308fc9012070,8,,"[54.0, 32.0]",7543,0,,1.9890207,,,Right Foot,,,,"[50.0, 41.0]",Ground Pass,9.848858,,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Kick Off,Andrés Iniesta Luján,5216.0,Left Center Midfield,2,Spain,772,['a74e1489-d524-4661-9c56-ef472b7308d1'],5,,,,,,,,,,,,,,,,Spain,772,00:00:05.133,Pass,
,,,,,,,,,,,0.653,,,,,,,,,,,7a4f64dd-4ebe-4364-90d7-78b646de8637,11,,"[52.0, 42.0]",7543,0,,1.3258177,,,Right Foot,,,,"[56.0, 58.0]",Ground Pass,16.492422,,,David Josué Jiménez Silva,3064.0,,,,,,1,From Kick Off,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,2,Spain,772,['200aea59-8101-4217-836d-5b52a4d9bcd7'],6,,,,,,,,,,,,,,,,Spain,772,00:00:06.840,Pass,
,,,,,,,,,,,1.68,,,,,,,,,,,96753f50-d217-4d11-a0f1-da4b7e89e653,15,,"[54.0, 57.0]",7543,0,,-1.9040406,,,Left Foot,,,,"[45.0, 31.0]",Ground Pass,27.513634,,,Sergio Ramos García,5201.0,,,,,,1,From Kick Off,David Josué Jiménez Silva,3064.0,Right Center Midfield,2,Spain,772,['765122c3-55cb-4949-b5cc-cb8bae690054'],9,,,,,,,,,,,,,,,,Spain,772,00:00:09.253,Pass,
,,,,,,,,,,,0.8,,,,,,,,,,,3b890dd0-8034-4a14-b2f2-193680dcebbc,18,,"[48.0, 27.0]",7543,0,,-0.39479113,,,Right Foot,,,,"[60.0, 22.0]",Ground Pass,13.0,,,Andrés Iniesta Luján,5216.0,,,,,,1,From Kick Off,Sergio Ramos García,5201.0,Left Center Back,2,Spain,772,['47f2bdaa-4584-425e-a9b8-e07184249de6'],12,,,,,,,,,,,,,,,,Spain,772,00:00:12.453,Pass,
,,,,,,,,,,,1.2,,,,,,,,,,,f5511981-3730-4e8f-a52a-dcc724ed9ddf,22,,"[62.0, 20.0]",7543,0,,-2.003204,,,Right Foot,,,,"[56.0, 7.0]",Ground Pass,14.3178215,,,Jordi Alba Ramos,5211.0,,,,,,1,From Kick Off,Andrés Iniesta Luján,5216.0,Left Center Midfield,2,Spain,772,"['1205b786-c354-4948-8bf8-354fe5cb39a1', '180f5b42-bf5c-42e5-b347-d82893dbbd3b']",14,,,,,,,,,,,,,,,,Spain,772,00:00:14.733,Pass,True
,,,,,,,,,,,1.453,,,,,,,,,,,29da2b79-be12-4db6-a29a-b9e01021f68c,25,,"[57.0, 7.0]",7543,0,,2.1995926,,,Left Foot,,,,"[49.0, 18.0]",Ground Pass,13.601471,,,Sergio Ramos García,5201.0,,,,,,1,From Kick Off,Jordi Alba Ramos,5211.0,Left Back,2,Spain,772,['faf710e0-56e5-415f-9f32-faf37ca3aec1'],17,,,,,,,,,,,,,,,,Spain,772,00:00:17.120,Pass,
,,,,,,,,,,,1.52,,,,,,,,,,,3cde0c29-fcc3-4879-acf9-c54a2960d7e8,28,,"[50.0, 24.0]",7543,0,,1.4601392,,,Right Foot,,,,"[54.0, 60.0]",Ground Pass,36.221542,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,From Kick Off,Sergio Ramos García,5201.0,Left Center Back,2,Spain,772,['1cb533c3-05e4-4b9a-a6a8-0be58a5416b1'],19,,,,,,,,,,,,,,,,Spain,772,00:00:19.893,Pass,
,,,,,,,,,,,1.279,,,,,,,,,,,1f6756b7-4427-4909-9fec-5311706dfb50,31,,"[57.0, 63.0]",7543,0,,1.19029,,,Right Foot,,,,"[63.0, 78.0]",Ground Pass,16.155495,,,Daniel Carvajal Ramos,5721.0,,,,,,1,From Kick Off,Gerard Piqué Bernabéu,5213.0,Right Center Back,2,Spain,772,['8c5f1130-cfe2-4c75-a9fa-de8b7627e59b'],23,,,,,,,,,,,,,,,,Spain,772,00:00:23.213,Pass,
,,,,,,,,,,,1.08,,,,,,,,,,,06ab9e17-5c08-452c-82d3-62c6aad0e48c,34,,"[63.0, 78.0]",7543,0,,-2.3561945,,,Right Foot,,,,"[52.0, 67.0]",Ground Pass,15.556349,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,From Kick Off,Daniel Carvajal Ramos,5721.0,Right Back,2,Spain,772,['3e18d43e-7f0c-4453-86c9-00b06e201ecf'],26,,,,,,,,,,,,,,,,Spain,772,00:00:26.253,Pass,
,,,,,,,,,,,1.44,,,,,,,,,,,8575d8e6-26b9-43db-a3f6-8998e7993729,37,,"[54.0, 64.0]",7543,0,,-1.3397057,,,Right Foot,,,,"[62.0, 30.0]",Ground Pass,34.928497,,,Francisco Román Alarcón Suárez,4926.0,,,,,,1,From Kick Off,Gerard Piqué Bernabéu,5213.0,Right Center Back,2,Spain,772,['768efa26-be07-4c5f-b672-15578202dbbc'],28,,,,,,,,,,,,,,,,Spain,772,00:00:28.813,Pass,
,,,,,,,,,,,0.84,,,,,,,,,,,8b55cbc1-1657-4d37-86e8-2893de09867e,40,,"[78.0, 24.0]",7543,0,,-1.4711276,,,Right Foot,,,,"[79.0, 14.0]",Ground Pass,10.049875,,,Andrés Iniesta Luján,5216.0,,,,,,1,From Kick Off,Francisco Román Alarcón Suárez,4926.0,Left Midfield,2,Spain,772,['79417d1d-ef17-428b-a6bb-4ff7c97cc755'],34,,,,,,,,,,,,,,,,Spain,772,00:00:34.013,Pass,
,,,,,,,,,,,1.653,,,,,,,,,,,65796db8-04bd-426c-b8a0-322b74ce2aab,43,,"[87.0, 13.0]",7543,0,,1.9890207,,,Right Foot,,,,"[75.0, 40.0]",Ground Pass,29.546574,,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Kick Off,Andrés Iniesta Luján,5216.0,Left Center Midfield,2,Spain,772,['83a3aece-17a2-4660-aa67-5be8592009ec'],37,,,,,,,,,,,,,,,,Spain,772,00:00:37.960,Pass,
,,,,,,,,,,,1.24,,,,,,,,,,,ebccadee-6702-4818-8394-d7fcc889d33d,47,,"[76.0, 42.0]",7543,0,,1.4711276,,,Right Foot,,,,"[78.0, 62.0]",Ground Pass,20.09975,,,David Josué Jiménez Silva,3064.0,,,,,,1,From Kick Off,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,2,Spain,772,"['85ebaabc-6a0f-4461-a9da-b2809f19dec4', '87c8d9a6-45cf-4c49-bc4e-2355a4af3878']",40,,,,,,,,,,,,,,,,Spain,772,00:00:40.893,Pass,True
,,,,,,,,,,,0.693,,,,,,,,,,,58fc74a9-6135-4326-bf42-1d1e9f9d3a6a,50,,"[85.0, 63.0]",7543,0,,0.0,,,Left Foot,,,,"[98.0, 63.0]",Ground Pass,13.0,,,Lucas Vázquez Iglesias,5200.0,,,,,,1,From Kick Off,David Josué Jiménez Silva,3064.0,Right Center Midfield,2,Spain,772,['010bc784-945b-414b-b026-490fd708a97a'],43,,,,,,,,,,,,,,,,Spain,772,00:00:43.760,Pass,
,,,,,,,,,,,0.8,,,,,,,,,,,a920aaf3-0274-473e-b090-7d14ee191698,54,,"[98.0, 63.0]",7543,0,,0.90975314,,True,Left Foot,,,,"[105.0, 72.0]",Ground Pass,11.401754,,,Daniel Carvajal Ramos,5721.0,,,,,,1,From Kick Off,Lucas Vázquez Iglesias,5200.0,Right Midfield,2,Spain,772,"['11ded66c-dea5-4c06-8ac1-de5a61567cd7', 'd142f470-f86b-45ee-91b2-de4cdbcdc5f5']",44,,,,,,,,,,,,,,,,Spain,772,00:00:44.853,Pass,True
,,,,,,,,,,,0.76,,,,,,,,,,,eb5693bc-0362-447c-8688-d37aec685dc6,57,,"[105.0, 72.0]",7543,0,,-3.0648208,,,Right Foot,,,,"[92.0, 71.0]",Ground Pass,13.038404,,,David Josué Jiménez Silva,3064.0,,,,,,1,From Kick Off,Daniel Carvajal Ramos,5721.0,Right Back,2,Spain,772,"['11ded66c-dea5-4c06-8ac1-de5a61567cd7', '4a612ec8-a070-42d1-ac4c-00d75f20b59e']",46,,,,,,,,,,,,,,,,Spain,772,00:00:46.013,Pass,True
,,,,,,,,,,,0.947,,,,,,,,,,,cf6fdd65-1bd3-4ed7-b863-178e8e9b484d,61,,"[92.0, 69.0]",7543,0,,-0.96299434,,,Left Foot,True,,,"[108.0, 46.0]",High Pass,28.01785,,Incomplete,Diego da Silva Costa,5198.0,,,,,,1,From Kick Off,David Josué Jiménez Silva,3064.0,Right Center Midfield,2,Spain,772,"['7a9b2a8d-42ab-4665-a2a6-88dcef07ad13', '9dcca8a3-7039-4130-9ad7-72ab80bffca7', 'cf2c363d-bca7-4ab0-b7db-42cfe5fe4a68']",48,,,,,,,,,,,,,,,,Spain,772,00:00:48.053,Pass,True
,,,,,,,,,,,1.0,,,,,,,,,,,075f09cd-6f82-434f-a716-3501cce36202,64,,"[28.0, 19.0]",7543,0,,-0.38050637,,,Other,,,,"[33.0, 17.0]",Low Pass,5.3851647,,,Sardar Azmoun,5224.0,,,,,Recovery,1,Regular Play,Vahid Amiri,5241.0,Left Center Midfield,3,Iran,797,['3228acd4-8ca0-4e3f-82f8-45b431d90e77'],50,,,,,,,,,,,,,,,,Iran,797,00:00:50.813,Pass,
,,,,,,,,,,,0.613,,,,,,,,,,,2bd70942-72ee-4648-8398-7eeaaa052458,73,,"[42.0, 35.0]",7543,0,,-2.7610862,,,Right Foot,,,,"[37.0, 33.0]",Ground Pass,5.3851647,,,Saeid Ezatolahi Afagh,5722.0,,,,,,1,Regular Play,Omid Ebrahimi,5225.0,Right Center Midfield,3,Iran,797,"['94151a8a-da66-4660-a957-ad5b3c81276a', 'e20a356a-ba37-4231-aea0-784f24799945']",55,,,,,,,,,,,,,,,,Iran,797,00:00:55.280,Pass,True
,,,,,,,,,,,1.28,,,,,,,,,,,b5328de2-3d38-4b29-accd-b64337d03cc0,80,,"[31.0, 66.0]",7543,1,,0.98279375,,,Right Foot,,,,"[37.0, 75.0]",Ground Pass,10.816654,,,Ramin Rezaeian,5235.0,,,,,,1,Regular Play,Morteza Pouraliganji,5220.0,Right Center Back,4,Iran,797,['104b56b8-17ae-4a57-b1d2-543324d1cf17'],14,,,,,,,,,,,,,,,,Iran,797,00:01:14.573,Pass,
,,,,,,,,,,,1.4,,,,,,,,,,,48a034e2-b082-44f0-9751-a1db12eac631,83,,"[37.0, 75.0]",7543,1,,0.114876606,,,Right Foot,,,,"[63.0, 78.0]",Ground Pass,26.172504,,,Mehdi Taremi,5226.0,,,,,,1,Regular Play,Ramin Rezaeian,5235.0,Right Back,4,Iran,797,['5d65133b-226c-4df9-be48-a50537e06548'],16,,,,,,,,,,,,,,,,Iran,797,00:01:16.973,Pass,
,,,,,,,,,,,1.573,,,,,,,,,,,939ce129-cc31-4c07-a770-a83e642b29cb,89,,"[66.0, 76.0]",7543,1,,3.1415927,,,Right Foot,,,,"[36.0, 76.0]",Ground Pass,30.0,,,Morteza Pouraliganji,5220.0,,,,,Free Kick,1,From Free Kick,Ramin Rezaeian,5235.0,Right Back,5,Iran,797,['00e966fe-0dd6-4026-8bbe-fd3846055048'],34,,,,,,,,,,,,,,,,Iran,797,00:01:34.120,Pass,
,,,,,,,,,,,2.4,,,,,,,,,,,df2d884c-8128-45a9-870d-56980dd5d233,92,,"[37.0, 70.0]",7543,1,,-1.610775,,,Right Foot,,,,"[35.0, 20.0]",Ground Pass,50.039986,,,Seyed Majid Hosseini,5228.0,,True,,,,1,From Free Kick,Morteza Pouraliganji,5220.0,Right Center Back,5,Iran,797,['7329a7d6-ed54-46cf-8633-4da91ec6c3e9'],36,,,,,,,,,,,,,,,,Iran,797,00:01:36.960,Pass,
,,,,,,,,,,,1.6,,,,,,,,,,,0f0bbebe-8567-4f60-bdd4-3ced27928e94,95,,"[32.0, 24.0]",7543,1,,1.735945,,,Right Foot,,,,"[29.0, 42.0]",Ground Pass,18.248287,,,Morteza Pouraliganji,5220.0,,,,,,1,From Free Kick,Seyed Majid Hosseini,5228.0,Left Center Back,5,Iran,797,['6e78572a-4510-4915-b12f-f7c12f155d87'],40,,,,,,,,,,,,,,,,Iran,797,00:01:40.600,Pass,
,,,,,,,,,,,2.253,,,,,,,,,,,4221f33c-768f-446d-b407-1e62383d44a0,98,,"[29.0, 39.0]",7543,1,,2.9996955,,,Right Foot,,,,"[8.0, 42.0]",Ground Pass,21.213203,,,Alireza Safar Beiranvand,5227.0,,,,,,1,From Free Kick,Morteza Pouraliganji,5220.0,Right Center Back,5,Iran,797,['47615e65-1b64-49c3-92b7-8b3260ac098e'],42,,,,,,,,,,,,,,,,Iran,797,00:01:42.200,Pass,
,,,,,,,,,,,3.2,,,,,,,,,,,0217d5b6-04c5-47db-9c89-a069f3b78bba,100,,"[8.0, 43.0]",7543,1,,0.19395915,,,Right Foot,,,,"[64.0, 54.0]",High Pass,57.070133,,Unknown,,,,,,,,1,From Free Kick,Alireza Safar Beiranvand,5227.0,Goalkeeper,5,Iran,797,,44,,,,,,,,,,,,,,,,Iran,797,00:01:44.453,Pass,
,,,,,,,,,,,1.293,,,,,,,,,,,4a595a77-8f78-4981-8aaf-073ae580c3e4,104,,"[62.0, 32.0]",7543,2,,-1.2924967,,,Right Foot,,,,"[68.0, 11.0]",Ground Pass,21.84033,,,Francisco Román Alarcón Suárez,4926.0,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,6,Spain,772,['0c0f53ae-3ce3-4963-b145-abbb651fe75d'],9,,,,,,,,,,,,,,,,Spain,772,00:02:09.960,Pass,
,,,,,,,,,,,0.68,,,,,,,,,,,dfdfcaeb-71a1-4f89-9fde-2c90576d2653,107,,"[68.0, 11.0]",7543,2,,2.1910458,,,Right Foot,,,,"[63.0, 18.0]",Ground Pass,8.602325,,,Sergio Ramos García,5201.0,,,,,,1,Regular Play,Francisco Román Alarcón Suárez,4926.0,Left Midfield,6,Spain,772,['343a9c38-8824-4d3b-886c-f5db1bdf338b'],11,,,,,,,,,,,,,,,,Spain,772,00:02:11.693,Pass,
,,,,,,,,,,,1.2,,,,,,,,,,,dd4d4420-1d0b-489e-9867-a2f45e122d6f,109,,"[63.0, 18.0]",7543,2,,-0.7853982,,,Right Foot,,,,"[69.0, 12.0]",Ground Pass,8.485281,,,Francisco Román Alarcón Suárez,4926.0,,,,,,1,Regular Play,Sergio Ramos García,5201.0,Left Center Back,6,Spain,772,['ec137a33-834f-4592-8d8d-f89f0678b05a'],12,,,,,,,,,,,,,,,,Spain,772,00:02:12.373,Pass,
,,,,,,,,,,,0.773,,,,,,,,,,,4a3c223b-4a1f-4484-84f6-afb7f16f779e,112,,"[74.0, 15.0]",7543,2,,-0.24497867,,,Right Foot,,,,"[86.0, 12.0]",Ground Pass,12.369317,,,Diego da Silva Costa,5198.0,,,,,,1,Regular Play,Francisco Román Alarcón Suárez,4926.0,Left Midfield,6,Spain,772,['03c5598b-94b5-4b97-a30a-9188472a7420'],16,,,,,,,,,,,,,,,,Spain,772,00:02:16.200,Pass,
,,,,,,,,,,,0.76,,,,,,,,,,,9f46bb50-8055-43fb-a73f-5195b43a57d4,115,,"[86.0, 13.0]",7543,2,,-2.9996955,,,Right Foot,,,,"[79.0, 12.0]",Ground Pass,7.071068,,,Francisco Román Alarcón Suárez,4926.0,,,,,,1,Regular Play,Diego da Silva Costa,5198.0,Center Forward,6,Spain,772,['1c5c3b32-e1f2-4834-a281-45e69f643369'],17,,,,,,,,,,,,,,,,Spain,772,00:02:17.133,Pass,
,,,,,,,,,,,1.333,,,,,,,,,,,ea08e73f-4817-4dec-8bac-d0fcdf8619af,118,,"[75.0, 12.0]",7543,2,,1.8063413,,,Right Foot,,,,"[69.0, 37.0]",Ground Pass,25.70992,,,Sergio Busquets i Burgos,5203.0,,,,,,1,Regular Play,Francisco Román Alarcón Suárez,4926.0,Left Midfield,6,Spain,772,['5be850ad-b730-4732-b341-78cbe6f214b4'],19,,,,,,,,,,,,,,,,Spain,772,00:02:19.600,Pass,
,,,,,,,,,,,1.799,,,,,,,,,,,dcba0135-5353-476a-9e6c-2c97da8e3a54,121,,"[70.0, 40.0]",7543,2,,1.2765617,,,Right Foot,,,,"[80.0, 73.0]",Ground Pass,34.48188,,,Daniel Carvajal Ramos,5721.0,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,6,Spain,772,['43c11ce7-3a51-4501-aff3-9c12e28008d6'],22,,,,,,,,,,,,,,,,Spain,772,00:02:22.333,Pass,
,,,,,,,,,,,1.013,,,,,,,,,,,0e712210-e4b3-46dd-bad5-3796dc9dabd0,126,,"[82.0, 66.0]",7543,2,,-2.2655346,,,Right Foot,,,,"[72.0, 54.0]",Ground Pass,15.6205,,,Sergio Busquets i Burgos,5203.0,,,,,,1,Regular Play,Daniel Carvajal Ramos,5721.0,Right Back,6,Spain,772,"['60488f9e-8169-4d8d-8aa7-1e76f52c79c7', '7718257b-b352-4a07-8e85-1e6dcefa4a60']",25,,,,,,,,,,,,,,,,Spain,772,00:02:25.000,Pass,True
