ball_receipt_outcome,ball_recovery_recovery_failure,block_save_block,carry_end_location,counterpress,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,0.0,,,,,,,,,,,,,,,d11e2aa5-5c0a-4004-8d83-41e5a34c96f8,1,,,,7552,0,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Belgium,782,,0,,,,,,,,,,,,,,,,,"{'formation': 343, 'lineup': [{'player': {'id': 3509, 'name': 'Thibaut Courtois'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 20005, 'name': 'Toby Alderweireld'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 5639, 'name': 'Anga Dedryck Boyata'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 20}, {'player': {'id': 3077, 'name': 'Jan Vertonghen'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 3176, 'name': 'Thomas Meunier'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 15}, {'player': {'id': 3089, 'name': 'Kevin De Bruyne'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 7}, {'player': {'id': 5642, 'name': 'Axel Witsel'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 5633, 'name': 'Yannick Ferreira Carrasco'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 11}, {'player': {'id': 5630, 'name': 'Dries Mertens'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 14}, {'player': {'id': 3621, 'name': 'Eden Hazard'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 3289, 'name': 'Romelu Lukaku Menama'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Belgium,782,00:00:00.000,Starting XI,
,,,,,,,,2.413,,,,,,,,,,,,,,,d9f4a7ba-f1a3-4f96-b272-f93846407917,2,,,,7552,0,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Belgium,782,,0,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 5648, 'name': 'Farouk Ben Mustapha'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 5655, 'name': 'Dylan Daniel Mahmoud Bronn'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 11}, {'player': {'id': 5656, 'name': 'Syam Ben Youssef'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 5651, 'name': 'Yassine Meriah'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 5647, 'name': 'Ali Maâloul'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 12}, {'player': {'id': 3767, 'name': 'Ellyes Joris Skhiri'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 17}, {'player': {'id': 5650, 'name': 'Ferjani Sassi'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 13}, {'player': {'id': 2974, 'name': 'Saîf-Eddine Khaoui'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 7}, {'player': {'id': 5654, 'name': 'Fakhreddine Ben Youssef'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 8}, {'player': {'id': 3196, 'name': 'Wahbi Khazri'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}, {'player': {'id': 5649, 'name': 'Anice Badri'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 9}]}",Tunisia,777,00:00:00.000,Starting XI,
,,,,,,,,9.853,,,,,,,,,,,,,,,66eacd7b-aab5-4b9f-9523-15e1154b7a46,3,,,,7552,0,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Belgium,782,['0263b255-4901-48b0-a4d5-0152989f8259'],0,,,,,,,,,,,,,,,,,,Tunisia,777,00:00:00.000,Half Start,
,,,,,,,,9.093,,,,,,,,,,,,,,,0263b255-4901-48b0-a4d5-0152989f8259,4,,,,7552,0,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Belgium,782,['66eacd7b-aab5-4b9f-9523-15e1154b7a46'],0,,,,,,,,,,,,,,,,,,Belgium,782,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,,,,,58c1ac2e-ef9a-4d78-b046-fce547eccefa,1696,,,,7552,45,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,108,Belgium,782,['3e83d22b-aaee-457b-b035-011dd019338c'],0,,,,,,,,,,,,,,,,,,Tunisia,777,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,,,,,3e83d22b-aaee-457b-b035-011dd019338c,1697,,,,7552,45,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,108,Belgium,782,['58c1ac2e-ef9a-4d78-b046-fce547eccefa'],0,,,,,,,,,,,,,,,,,,Belgium,782,00:00:00.000,Half Start,
,,,,,,,,0.72,,,,,,,,,,,,,,,b541101e-be0c-4cf4-9ba8-fc70b59b6cff,5,,,"[60.0, 40.0]",7552,0,,3.1415927,,,Right Foot,,,,"[50.0, 40.0]",,Ground Pass,10.0,,Axel Witsel,5642.0,,,,,Kick Off,1,From Kick Off,Romelu Lukaku Menama,3289.0,Center Forward,2,Belgium,782,['cf211d0b-d237-4786-9e3b-591a0c4a0974'],0,,,,,,,,,,,,,,,,,,Belgium,782,00:00:00.033,Pass,
,,,,,,,,0.6,,,,,,,,,,,,,,,83d9d890-b6fc-4967-9538-ef325542bd74,8,,,"[49.0, 40.0]",7552,0,,1.7234457,,,Right Foot,,,,"[47.0, 53.0]",,Ground Pass,13.152946,,Kevin De Bruyne,3089.0,,,,,,1,From Kick Off,Axel Witsel,5642.0,Left Center Midfield,2,Belgium,782,['e1f6abe5-a264-415a-a2e8-19b602d3511e'],1,,,,,,,,,,,,,,,,,,Belgium,782,00:00:01.873,Pass,
,,,,,,,,1.76,,,,,,,,,,,,,,,c9cc2d93-3607-4498-8931-576eb4849843,10,,,"[47.0, 53.0]",7552,0,,-2.6516354,,,Left Foot,,,,"[32.0, 45.0]",,Ground Pass,17.0,,Anga Dedryck Boyata,5639.0,,,,,,1,From Kick Off,Kevin De Bruyne,3089.0,Right Center Midfield,2,Belgium,782,['7a38b0a6-4134-41a2-90af-8ee628c6f2d8'],2,,,,,,,,,,,,,,,,,,Belgium,782,00:00:02.473,Pass,
,,,,,,,,1.039,,,,,,,,,,,,,,,caec4335-7901-40ae-b8dc-56cd7fba4d53,15,,,"[29.0, 45.0]",7552,0,,1.8736812,,,Right Foot,,,,"[24.0, 61.0]",,Ground Pass,16.763054,,Toby Alderweireld,20005.0,,,,,,1,From Kick Off,Anga Dedryck Boyata,5639.0,Center Back,2,Belgium,782,"['9636a658-facb-4ee4-a243-89755d22f7b7', 'cf537f63-7fe1-4933-930a-f1dedc0a3045']",4,,,,,,,,,,,,,,,,,,Belgium,782,00:00:04.753,Pass,True
