50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,f0636101-45dd-4b25-be42-c3b3e39cdc56,1,,,,7566,0,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Mexico,794,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 5577, 'name': 'Francisco Guillermo Ochoa Magaña'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 5567, 'name': 'Edson Omar Álvarez Velázquez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 21}, {'player': {'id': 5564, 'name': 'Carlos Joel Salcedo Hernández'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 5573, 'name': 'Héctor Alfredo Moreno Herrera'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 15}, {'player': {'id': 5576, 'name': 'Jesús Daniel Gallardo Vasconcelos'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 23}, {'player': {'id': 5575, 'name': 'Héctor Miguel Herrera López'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 16}, {'player': {'id': 5563, 'name': 'José Andrés Guardado Hernández'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 5556, 'name': 'Miguel Arturo Layún Prado'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 7}, {'player': {'id': 5560, 'name': 'Carlos Alberto Vela Garrido'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 11}, {'player': {'id': 5571, 'name': 'Hirving Rodrigo Lozano Bahena'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 22}, {'player': {'id': 3058, 'name': 'Javier Hernández Balcázar'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 14}]}",Mexico,794,00:00:00.000,Starting XI,
,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,07f1771e-f65a-49d1-9205-4ff008ec0f02,2,,,,7566,0,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Mexico,794,,0,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 5622, 'name': 'Robin Olsen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 5612, 'name': 'Mikael Lustig'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 3702, 'name': 'Victor Nilsson Lindelöf'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 5607, 'name': 'Andreas Granqvist'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 5621, 'name': 'Ludwig Augustinsson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 6}, {'player': {'id': 5613, 'name': 'Viktor Claesson'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 17}, {'player': {'id': 5617, 'name': 'Sebastian Larsson'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 7}, {'player': {'id': 5624, 'name': 'Albin Ekdal'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 5625, 'name': 'Emil Peter Forsberg'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 10}, {'player': {'id': 11098, 'name': 'Marcus Berg'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 9}, {'player': {'id': 4417, 'name': 'Ola Toivonen'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 20}]}",Sweden,790,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,,,,,,,,,22678fda-dd91-4c20-89ac-d8c76d7e748a,3,,,,7566,0,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Mexico,794,['2063f19d-ce8a-4f32-8f62-b25758000c84'],0,,,,,,,,,,,,,,,,,,Sweden,790,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2063f19d-ce8a-4f32-8f62-b25758000c84,4,,,,7566,0,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Mexico,794,['22678fda-dd91-4c20-89ac-d8c76d7e748a'],0,,,,,,,,,,,,,,,,,,Mexico,794,00:00:00.000,Half Start,
,,,,,,,,,,,,,9.333,,,,,,,,,,,,,,bca695d9-fc8a-453d-9410-5453dd5279b3,1465,,,,7566,45,,,,,,,,,,,,,,,,,,2,Regular Play,,,,87,Sweden,790,['dc8fc1fc-9858-4a3b-b3d4-cac4cf55cf20'],0,,,,,,,,,,,,,,,,,,Mexico,794,00:00:00.000,Half Start,
,,,,,,,,,,,,,9.44,,,,,,,,,,,,,,dc8fc1fc-9858-4a3b-b3d4-cac4cf55cf20,1466,,,,7566,45,,,,,,,,,,,,,,,,,,2,Regular Play,,,,87,Sweden,790,['bca695d9-fc8a-453d-9410-5453dd5279b3'],0,,,,,,,,,,,,,,,,,,Sweden,790,00:00:00.000,Half Start,
,,,,,,,,,,,,,1.56,,,,,,,,,,,,,,3f94de04-5e10-4659-b346-a0750b8fcc1b,5,,,"[60.0, 41.0]",7566,0,,-2.6779451,,,Right Foot,,,,"[38.0, 30.0]",Ground Pass,24.596748,,Andreas Granqvist,5607.0,,,Kick Off,1,From Kick Off,Emil Peter Forsberg,5625.0,Left Midfield,2,Sweden,790,['33501c93-016a-470b-ac86-3c838e389864'],0,,,,,,,,,,,,,,,,,,Sweden,790,00:00:00.240,Pass,
,,,,,,,,,,,,,3.04,,,,,,,,,,,,,,2971ed8b-7e96-415e-900b-ff38d5481a67,9,,,"[38.0, 34.0]",7566,0,,0.7853982,,,Right Foot,,,,"[81.0, 77.0]",High Pass,60.811184,,Ola Toivonen,4417.0,,True,,1,From Kick Off,Andreas Granqvist,5607.0,Left Center Back,2,Sweden,790,"['08eac533-8bda-4f99-8d48-4d56ce463693', 'fdd10b7f-cd49-43a4-b89d-13bc0d987b8e']",3,,,,,,,,,,,,,,,,,,Sweden,790,00:00:03.160,Pass,True
,,,,,,,,,,,,,0.92,,,,,,,,,,,,,,c2b6fc90-e13d-4122-9834-c526d4406ab0,11,,,"[81.0, 77.0]",7566,0,,-0.6287963,,,Head,,,,"[92.0, 69.0]",High Pass,13.601471,Unknown,,,,,,1,From Kick Off,Ola Toivonen,4417.0,Left Center Forward,2,Sweden,790,,6,,,,,,,,,,,,,,,,,,Sweden,790,00:00:06.200,Pass,
,,,,,,,,,,,,,2.24,,,,,,,,,,,,,,7fa11f03-651f-4c9f-8433-2c0fb1c20973,14,,,"[81.0, 70.0]",7566,1,,-0.97779375,,,Right Foot,,,,"[112.0, 24.0]",High Pass,55.470715,,Marcus Berg,11098.0,,True,Free Kick,1,From Free Kick,Sebastian Larsson,5617.0,Right Center Midfield,3,Sweden,790,['644d38bc-4dd2-4047-b438-617dcab5422f'],19,,,,,,,,,,,,,,,,,,Sweden,790,00:01:19.480,Pass,
