ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_miscommunication,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,0.0,,,,,,,,,,,,,,,25931df3-dd5f-40e8-b69c-e5afaa6aab31,1,,,,7576,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Portugal,780,,0,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 5205, 'name': 'Rui Pedro dos Santos Patrício'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3329, 'name': 'Cédric Ricardo Alves Soares'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 21}, {'player': {'id': 20016, 'name': 'Kléper Laveran Lima Ferreira'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 3960, 'name': 'José Miguel da Rocha Fonte'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 5209, 'name': 'Raphaël Adelino José Guerreiro'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 5}, {'player': {'id': 3168, 'name': 'João Filipe Iria Santos Moutinho'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 5214, 'name': 'William Silva de Carvalho'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 14}, {'player': {'id': 5204, 'name': 'Bruno Miguel Borges Fernandes'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 16}, {'player': {'id': 3193, 'name': 'Bernardo Mota Veiga de Carvalho e Silva'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 4367, 'name': 'Gonçalo Manuel Ganchinho Guedes'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 17}, {'player': {'id': 5207, 'name': 'Cristiano Ronaldo dos Santos Aveiro'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 7}]}",Portugal,780,00:00:00.000,Starting XI,
,,,,,,,,,0.0,,,,,,,,,,,,,,,6e7f9ff0-efbf-4637-ab7a-d4155494493f,2,,,,7576,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Portugal,780,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 3333, 'name': 'David de Gea Quintana'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 5202, 'name': 'José Ignacio Fernández Iglesias'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 4}, {'player': {'id': 5213, 'name': 'Gerard Piqué Bernabéu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 5201, 'name': 'Sergio Ramos García'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 15}, {'player': {'id': 5211, 'name': 'Jordi Alba Ramos'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 18}, {'player': {'id': 5203, 'name': 'Sergio Busquets i Burgos'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 5199, 'name': 'Jorge Resurrección Merodio'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 5216, 'name': 'Andrés Iniesta Luján'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 3064, 'name': 'David Josué Jiménez Silva'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 21}, {'player': {'id': 4926, 'name': 'Francisco Román Alarcón Suárez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 22}, {'player': {'id': 5198, 'name': 'Diego da Silva Costa'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 19}]}",Spain,772,00:00:00.000,Starting XI,
,,,,,,,,,8.12,,,,,,,,,,,,,,,8da8eae0-ff0f-4aaf-b372-255f2f732144,3,,,,7576,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Portugal,780,['9a2ebb62-b675-4ff9-86ef-c59bd512201d'],0,,,,,,,,,,,,,,,,,Portugal,780,00:00:00.000,Half Start,
,,,,,,,,,8.2,,,,,,,,,,,,,,,9a2ebb62-b675-4ff9-86ef-c59bd512201d,4,,,,7576,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Portugal,780,['8da8eae0-ff0f-4aaf-b372-255f2f732144'],0,,,,,,,,,,,,,,,,,Spain,772,00:00:00.000,Half Start,
,,,,,,,,,9.0,,,,,,,,,,,,,,,e5823049-4861-406b-8d2c-b8c069d9178f,2072,,,,7576,45,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,68,Spain,772,['a97d98da-4864-4e29-9c17-85257bd2cfb0'],0,,,,,,,,,,,,,,,,,Spain,772,00:00:00.000,Half Start,
,,,,,,,,,8.8,,,,,,,,,,,,,,,a97d98da-4864-4e29-9c17-85257bd2cfb0,2073,,,,7576,45,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,68,Spain,772,['e5823049-4861-406b-8d2c-b8c069d9178f'],0,,,,,,,,,,,,,,,,,Portugal,780,00:00:00.000,Half Start,
,,,,,,,,,2.0,,,,,,,,,,,,,,,f0dbb390-b998-4706-92fe-54202ccd4969,5,,,"[68.0, 48.0]",7576,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Gonçalo Manuel Ganchinho Guedes,4367.0,Right Center Forward,1,Portugal,780,"['03aef957-b3da-47a0-84b7-61e52156db68', '165e5cda-d282-4584-a229-68b248768e9c', '85619d92-c335-48bb-99f4-028a67a067d9']",0,,,,,,,,,,,,,,,,,Portugal,780,00:00:00.120,Pressure,
,,,,,,,,,0.32,,,,,,,,,,,,,,,706cf2a6-d0eb-4455-bdba-e0987169c95e,14,,,"[76.0, 76.0]",7576,0,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Bernardo Mota Veiga de Carvalho e Silva,3193.0,Right Wing,2,Spain,772,"['43d06de3-4aae-4f40-9f03-663aefe0f17a', 'da2c248e-42a1-4ec0-a8e1-e1f36963ead3']",4,,,,,,,,,,,,,,,,,Portugal,780,00:00:04.360,Pressure,
,,,,,,,,,1.2,,,,,,,,,,,,,,,79cdf651-a557-4c9e-97ab-7e7149b8be34,25,,,"[57.0, 61.0]",7576,0,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,João Filipe Iria Santos Moutinho,3168.0,Right Center Midfield,2,Spain,772,"['4e94a906-5cbd-4085-9943-2a6d2f815449', '5a0e6247-d938-4afe-8ecc-845237d0df83', 'cb862713-1297-405f-9365-3e7540c410a8']",15,,,,,,,,,,,,,,,,,Portugal,780,00:00:15.280,Pressure,
,,,,,,,,,1.586,,,,,,,,,,,,,,,440fc21c-bb57-44c1-8a43-4fc0d5faefac,34,,,"[73.0, 77.0]",7576,0,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Bernardo Mota Veiga de Carvalho e Silva,3193.0,Right Wing,2,Spain,772,"['55a76d36-9cb6-4a95-bd7a-1a9ff05b76a4', '572e344f-da54-4dbd-a4a1-e4a002751dfe', 'a5c77f9f-4c7a-489a-b2a5-899e399a06e7', 'b726e3e0-31f5-4ab0-9ce7-85a5bb568545']",18,,,,,,,,,,,,,,,,,Portugal,780,00:00:18.253,Pressure,
