ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,0.0,,,,,,,,,,,,,,d1832d76-e22d-473a-a1ce-11ab77945e7a,1,,,7561,0,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Iceland,793,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 5498, 'name': 'Hannes Þór Halldórsson'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 5508, 'name': 'Birkir Már Sævarsson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 5831, 'name': 'Sverrir Ingi Ingason'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 5511, 'name': 'Ragnar Sigurðsson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 5501, 'name': 'Hörður Björgvin Magnússon'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 18}, {'player': {'id': 5512, 'name': 'Emil Hallfreðsson'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 20}, {'player': {'id': 5515, 'name': 'Aron Einar Gunnarsson'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 17}, {'player': {'id': 3720, 'name': 'Johann Berg Guðmunds\xadson'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 7}, {'player': {'id': 3944, 'name': 'Gylfi Þór Sigurðsson'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 5509, 'name': 'Birkir Bjarnason'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 8}, {'player': {'id': 5514, 'name': 'Alfreð Finnbogason'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 11}]}",Iceland,793,00:00:00.000,Starting XI,
,,,,,,,,,,,,0.0,,,,,,,,,,,,,,7d54c730-6939-4551-95be-453724917d67,2,,,7561,0,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Iceland,793,,0,,,,,,,,,,,,,,,,,"{'formation': 4321, 'lineup': [{'player': {'id': 6311, 'name': 'Lovre Kalinić'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 12}, {'player': {'id': 6309, 'name': 'Tin Jedvaj'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 13}, {'player': {'id': 5739, 'name': 'Vedran Ćorluka'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 6307, 'name': 'Duje Ćaleta-Car'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 15}, {'player': {'id': 6308, 'name': 'Josip Pivarić'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 22}, {'player': {'id': 6305, 'name': 'Milan Badelj'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 19}, {'player': {'id': 5463, 'name': 'Luka Modrić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 5456, 'name': 'Mateo Kovačić'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 5459, 'name': 'Marko Pjaca'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 20}, {'player': {'id': 5474, 'name': 'Ivan Perišić'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 4}, {'player': {'id': 5460, 'name': 'Andrej Kramarić'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Croatia,785,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,,,,,,,,31864a3f-ad00-48db-b14f-73aae30b35cb,3,,,7561,0,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Iceland,793,['78260ef4-e3d1-4e48-8e9a-2a780fa188a7'],0,,,,,,,,,,,,,,,,,,Iceland,793,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,,,,,,,,78260ef4-e3d1-4e48-8e9a-2a780fa188a7,4,,,7561,0,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Iceland,793,['31864a3f-ad00-48db-b14f-73aae30b35cb'],0,,,,,,,,,,,,,,,,,,Croatia,785,00:00:00.000,Half Start,
,,,,,,,,,,,,0.0,,,,,,,,,,,,,,7853bef8-7e86-43f3-b95c-ef92bf732eba,1910,,,7561,45,,,,,,,,,,,,,,,,,,,2,From Keeper,,,,85,Croatia,785,['812476cc-d754-40e6-bf0d-fa7ac28f3071'],0,,,,,,,,,,,,,,,,,,Croatia,785,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,,,,,,,,812476cc-d754-40e6-bf0d-fa7ac28f3071,1911,,,7561,45,,,,,,,,,,,,,,,,,,,2,From Keeper,,,,85,Croatia,785,['7853bef8-7e86-43f3-b95c-ef92bf732eba'],0,,,,,,,,,,,,,,,,,,Iceland,793,00:00:00.000,Half Start,
,,,,,,,,,,,,1.6,,,,,,,,,,,,,,9eaa3c0d-c2e0-4cd5-a127-7ae4c2792c39,5,,"[61.0, 41.0]",7561,0,,-2.629203,,,Left Foot,,,,"[45.0, 32.0]",,Ground Pass,18.35756,,Ragnar Sigurðsson,5511.0,,,Kick Off,1,From Kick Off,Johann Berg Guðmunds­son,3720.0,Right Wing,2,Iceland,793,['88e80f2b-7d74-450c-b3d4-f851a37bb0de'],0,,,,,,,,,,,,,,,,,,Iceland,793,00:00:00.760,Pass,
,,,,,,,,,,,,2.693,,,,,,,,,,,,,,85fcc463-bea3-4cb1-bc0a-30b008c64679,8,,"[45.0, 32.0]",7561,0,,0.23974311,,,Right Foot,,,,"[90.0, 43.0]",,High Pass,46.32494,Incomplete,,,,,,1,From Kick Off,Ragnar Sigurðsson,5511.0,Left Center Back,2,Iceland,793,['1e35a9f0-c38d-43e4-8bca-4b260654bc91'],3,,,,,,,,,,,,,,,,,,Iceland,793,00:00:03.440,Pass,
,,,,,,,,,,,,2.107,,,,,,,,,,,,,,1e35a9f0-c38d-43e4-8bca-4b260654bc91,9,,"[31.0, 38.0]",7561,0,,0.7853982,,,Head,,,,"[32.0, 39.0]",,High Pass,1.4142135,Incomplete,Mateo Kovačić,5456.0,,,Recovery,1,From Kick Off,Milan Badelj,6305.0,Center Defensive Midfield,2,Iceland,793,"['85fcc463-bea3-4cb1-bc0a-30b008c64679', 'e5b37a0e-7d67-4029-bc12-aae53d2ed102', 'ebc55cbe-44b2-405b-a2ea-e7bcfc2f6caa']",6,,,,,,,,,,,,,,,,,,Croatia,785,00:00:06.133,Pass,
,,,,,,,,,,,,1.213,,,,,,,,,,,,,,e5b37a0e-7d67-4029-bc12-aae53d2ed102,12,,"[92.0, 42.0]",7561,0,True,-0.24497867,,,,,,,"[96.0, 41.0]",,High Pass,4.1231055,Incomplete,Alfreð Finnbogason,5514.0,,,Recovery,1,From Kick Off,Sverrir Ingi Ingason,5831.0,Right Center Back,2,Iceland,793,"['1e35a9f0-c38d-43e4-8bca-4b260654bc91', '33e5296a-864a-49c2-a652-ba6877e41f05', '46bd3813-a60c-44b9-9dcc-b8c213f6a86c', '85015b16-8ab5-4a1d-a6df-feec0e03e28c']",8,,,,,,,,,,,,,,,,,,Iceland,793,00:00:08.240,Pass,True
,,,,,,,,,,,,1.92,,,,,,,,,,,,,,c69c8607-4fb2-4796-a4fc-22b0dff84e8d,15,,"[71.0, 49.0]",7561,0,,-0.30805278,,,Head,,,,"[93.0, 42.0]",,High Pass,23.086792,,Ragnar Sigurðsson,5511.0,,,Recovery,1,From Kick Off,Aron Einar Gunnarsson,5515.0,Left Defensive Midfield,2,Iceland,793,['9db22a82-3055-4fad-b419-a974a209478b'],11,,,,,,,,,,,,,,,,,,Iceland,793,00:00:11.560,Pass,
,,,,,,,,,,,,1.413,,,,,,,,,,,,,,31f75d23-ccdf-4577-9067-9fa21e34cf5c,17,,"[93.0, 42.0]",7561,0,,0.5191461,,,Head,,,,"[100.0, 46.0]",,High Pass,8.062258,Incomplete,,,,,,1,From Kick Off,Ragnar Sigurðsson,5511.0,Left Center Back,2,Iceland,793,['0ca71dc1-4009-4f30-abaf-eee8fe38e1a8'],13,,,,,,,,,,,,,,,,,,Iceland,793,00:00:13.480,Pass,
,,,,,,,,,,,,3.227,,,,,,,,,,,,,,0ca71dc1-4009-4f30-abaf-eee8fe38e1a8,18,,"[21.0, 35.0]",7561,0,,-0.3708913,,,Right Foot,,,,"[57.0, 21.0]",,High Pass,38.626415,Incomplete,Ivan Perišić,5474.0,,,Recovery,1,From Kick Off,Duje Ćaleta-Car,6307.0,Left Center Back,2,Iceland,793,"['31f75d23-ccdf-4577-9067-9fa21e34cf5c', '867d52bc-9e91-4b2a-9fa9-9c3bd11d87df', '87d5b0e9-da8e-436b-8808-9e92cc8aca35']",14,,,,,,,,,,,,,,,,,,Croatia,785,00:00:14.893,Pass,
,,,,,,,,,,,,3.613,,,,,,,,,,,,,,87d5b0e9-da8e-436b-8808-9e92cc8aca35,20,,"[64.0, 60.0]",7561,0,,-0.7378151,,,Right Foot,,,,"[97.0, 30.0]",,High Pass,44.598206,Incomplete,,,,,Recovery,1,From Kick Off,Birkir Már Sævarsson,5508.0,Right Back,2,Iceland,793,"['0ca71dc1-4009-4f30-abaf-eee8fe38e1a8', '190ea6e1-80af-4d8f-9070-9074523a152f']",18,,,,,,,,,,,,,,,,,,Iceland,793,00:00:18.120,Pass,
