bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,963946e5-3c66-401f-a73b-3737b8fd93ff,1,,,,8656,0,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Croatia,785,,0,,,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 3444, 'name': 'Danijel Subašić'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 23}, {'player': {'id': 5461, 'name': 'Šime Vrsaljko'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 3471, 'name': 'Dejan Lovren'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 5468, 'name': 'Domagoj Vida'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 21}, {'player': {'id': 5457, 'name': 'Ivan Strinić'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 5469, 'name': 'Marcelo Brozović'}, 'position': {'id': 14, 'name': 'Center Midfield'}, 'jersey_number': 11}, {'player': {'id': 5465, 'name': 'Ante Rebić'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 18}, {'player': {'id': 5463, 'name': 'Luka Modrić'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 5470, 'name': 'Ivan Rakitić'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'jersey_number': 7}, {'player': {'id': 5474, 'name': 'Ivan Perišić'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 4}, {'player': {'id': 5472, 'name': 'Mario Mandžukić'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 17}]}",Croatia,785,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,ffb0fe8c-dd64-4bda-86ea-d5b23b83c221,2,,,,8656,0,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Croatia,785,,0,,,,,,,,,,,,,,,,,"{'formation': 352, 'lineup': [{'player': {'id': 3468, 'name': 'Jordan Pickford'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3205, 'name': 'Kyle Walker'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 3244, 'name': 'John Stones'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 5}, {'player': {'id': 3336, 'name': 'Harry Maguire'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 3308, 'name': 'Kieran Trippier'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 12}, {'player': {'id': 3612, 'name': 'Ashley Young'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 18}, {'player': {'id': 3532, 'name': 'Jordan Brian Henderson'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 3293, 'name': 'Jesse Lingard'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 7}, {'player': {'id': 3094, 'name': 'Bamidele Alli'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 20}, {'player': {'id': 10955, 'name': 'Harry Kane'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 9}, {'player': {'id': 3233, 'name': 'Raheem Sterling'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 10}]}",England,768,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,8.88,,,,,,,,,,,,,1c519ba7-f860-48d9-b130-cbaf9e9dee79,3,,,,8656,0,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Croatia,785,['d32a912b-32ff-4a6e-b918-887c24b59a43'],0,,,,,,,,,,,,,,,,,,England,768,00:00:00.000,Half Start,
,,,,,,,,,,,,,,8.413,,,,,,,,,,,,,d32a912b-32ff-4a6e-b918-887c24b59a43,4,,,,8656,0,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Croatia,785,['1c519ba7-f860-48d9-b130-cbaf9e9dee79'],0,,,,,,,,,,,,,,,,,,Croatia,785,00:00:00.000,Half Start,
,,,,,,,,,,,,,,9.453,,,,,,,,,,,,,f64b2473-7e4b-4c3e-922c-3449a41f5370,1472,,,,8656,45,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,87,Croatia,785,['83631741-86e9-4091-a604-655cd5f557f3'],0,,,,,,,,,,,,,,,,,,Croatia,785,00:00:00.000,Half Start,
,,,,,,,,,,,,,,7.813,,,,,,,,,,,,,83631741-86e9-4091-a604-655cd5f557f3,1473,,,,8656,45,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,87,Croatia,785,['f64b2473-7e4b-4c3e-922c-3449a41f5370'],0,,,,,,,,,,,,,,,,,,England,768,00:00:00.000,Half Start,
,,,,,,,,,,,,,,8.733,,,,,,,,,,,,,82ca617d-e0ad-404c-b178-9d16daa88518,3096,,,,8656,90,,,,,,,,,,,,,,,,,,3,From Throw In,,,,178,Croatia,785,['bd8329c2-324e-4918-88e9-0e612729c260'],0,,,,,,,,,,,,,,,,,,Croatia,785,00:00:00.000,Half Start,
,,,,,,,,,,,,,,8.64,,,,,,,,,,,,,bd8329c2-324e-4918-88e9-0e612729c260,3097,,,,8656,90,,,,,,,,,,,,,,,,,,3,From Throw In,,,,178,Croatia,785,['82ca617d-e0ad-404c-b178-9d16daa88518'],0,,,,,,,,,,,,,,,,,,England,768,00:00:00.000,Half Start,
,,,,,,,,,,,,,,9.253,,,,,,,,,,,,,fd046ed6-15e8-40e8-aef8-8c760acfb7f8,3660,,,,8656,105,,,,,,,,,,,,,,,,,,4,From Corner,,,,207,Croatia,785,['c5f7e781-5bc8-4a4f-87af-1eb6b89e8db4'],0,,,,,,,,,,,,,,,,,,England,768,00:00:00.000,Half Start,
,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,c5f7e781-5bc8-4a4f-87af-1eb6b89e8db4,3661,,,,8656,105,,,,,,,,,,,,,,,,,,4,From Corner,,,,207,Croatia,785,['fd046ed6-15e8-40e8-aef8-8c760acfb7f8'],0,,,,,,,,,,,,,,,,,,Croatia,785,00:00:00.000,Half Start,
