50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,0.0,,,,,,,,,,,,07d17f3a-9ecc-4083-84c5-86022360a422,1,,,,7578,0,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Egypt,774,,0,,,,,,,,,,,,,,,,"{'formation': 451, 'lineup': [{'player': {'id': 5265, 'name': 'Mohamed El Sayed Mohamed El Shenawy Gomaa'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 23}, {'player': {'id': 5250, 'name': 'Ahmed Fathy Abdel Meneim Ibrahim'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 7}, {'player': {'id': 5254, 'name': 'Ali Gabr'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 4063, 'name': 'Ahmed Elsayed Ali Elsayed Hegazy'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 5263, 'name': 'Mohamed Abdul Shafy Sayed Abouezeid'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 13}, {'player': {'id': 5253, 'name': 'Amr Medhat Warda'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 22}, {'player': {'id': 3568, 'name': 'Mohamed Naser Elsayed Elneny'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 17}, {'player': {'id': 5262, 'name': 'Tarek Hamed'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 5261, 'name': 'Mahmoud Ibrahim Hassan'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 21}, {'player': {'id': 5251, 'name': 'Abdalla Mahmoud El Said Bekhit'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 19}, {'player': {'id': 5252, 'name': 'Marwan Mohsen'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Egypt,774,00:00:00.000,Starting XI,
,,,,,,,,,,,0.0,,,,,,,,,,,,d546e5cd-ff15-47f6-b581-521fffb9e420,2,,,,7578,0,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Egypt,774,,0,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 5267, 'name': 'Néstor Fernando Muslera Micol'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 5264, 'name': 'Guillermo Varela Olivera'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 4}, {'player': {'id': 5259, 'name': 'José María Giménez de Vargas'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 5249, 'name': 'Diego Roberto Godín Leal'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 5248, 'name': 'José Martín Cáceres Silva'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 22}, {'player': {'id': 5255, 'name': 'Matías Vecino Falero'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 15}, {'player': {'id': 5260, 'name': 'Rodrigo Bentancur Colmán'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 5247, 'name': 'Nahitan Michel Nández Acosta'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 8}, {'player': {'id': 5258, 'name': 'Giorgian Daniel De Arrascaeta Benedetti'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 5246, 'name': 'Luis Alberto Suárez Díaz'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 9}, {'player': {'id': 4319, 'name': 'Edinson Roberto Cavani Gómez'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 21}]}",Uruguay,783,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,,,,,b5e89bb7-9ced-4968-bc86-9dc7b94d3710,3,,,,7578,0,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Egypt,774,['667461fe-a1a2-45ba-a60f-b4b6f0d7d5c1'],0,,,,,,,,,,,,,,,,,Egypt,774,00:00:00.000,Half Start,
,,,,,,,,,,,9.975,,,,,,,,,,,,667461fe-a1a2-45ba-a60f-b4b6f0d7d5c1,4,,,,7578,0,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Egypt,774,['b5e89bb7-9ced-4968-bc86-9dc7b94d3710'],0,,,,,,,,,,,,,,,,,Uruguay,783,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,,,,,f55c6998-c2ae-4783-854f-4058df420d00,1904,,,,7578,45,,,,,,,,,,,,,,,,,,2,Regular Play,,,,96,Uruguay,783,['3ffb977b-84b1-451f-8918-d64b8670943d'],0,,,,,,,,,,,,,,,,,Egypt,774,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,,,,,3ffb977b-84b1-451f-8918-d64b8670943d,1905,,,,7578,45,,,,,,,,,,,,,,,,,,2,Regular Play,,,,96,Uruguay,783,['f55c6998-c2ae-4783-854f-4058df420d00'],0,,,,,,,,,,,,,,,,,Uruguay,783,00:00:00.000,Half Start,
,,,,,,,,,,,1.92,,,,,,,,,,,,490a99e5-f721-49c2-ba3b-19a3dd7e0a5f,5,,,"[61.0, 41.0]",7578,0,,2.7049656,,,Left Foot,,,"[31.0, 55.0]",,Ground Pass,33.105892,,José María Giménez de Vargas,5259.0,,,Kick Off,1,From Kick Off,Edinson Roberto Cavani Gómez,4319.0,Left Center Forward,2,Uruguay,783,['dd300c89-21e5-4163-8de8-d77946ca0156'],0,,,,,,,,,,,,,,,,,Uruguay,783,00:00:00.507,Pass,
,,,,,,,,,,,2.693,,,,,,,,,,,,f6ff0108-8775-460b-a4b2-56448369f391,8,,,"[32.0, 59.0]",7578,0,,0.3274002,,,Right Foot,,,"[85.0, 77.0]",,High Pass,55.97321,Incomplete,Nahitan Michel Nández Acosta,5247.0,,,,1,From Kick Off,José María Giménez de Vargas,5259.0,Right Center Back,2,Uruguay,783,"['9da1390b-40c5-4c1b-a8e1-cb9298e3e88c', 'f1a3de03-9fde-40a1-9ff2-9db3dc9b60ff']",3,,,,,,,,,,,,,,,,,Uruguay,783,00:00:03.707,Pass,
,,,,,,,,,,,1.867,,,,,,,,,,,,f1a3de03-9fde-40a1-9ff2-9db3dc9b60ff,10,,,"[36.0, 4.0]",7578,0,,0.38050637,,,Head,,,"[56.0, 12.0]",,High Pass,21.540659,Incomplete,,,,,Recovery,1,From Kick Off,Mohamed Abdul Shafy Sayed Abouezeid,5263.0,Left Back,2,Uruguay,783,"['863486d7-bee0-432f-99c4-79082c049dea', 'f6ff0108-8775-460b-a4b2-56448369f391']",6,,,,,,,,,,,,,,,,,Egypt,774,00:00:06.400,Pass,
,,,,,,,,,,,0.533,,,,,,,,,,,,b4edae64-5198-454f-9cac-79605b1067af,13,,,"[65.0, 70.0]",7578,0,,1.5707964,,,Right Foot,,,"[65.0, 73.0]",,High Pass,3.0,Incomplete,Guillermo Varela Olivera,5264.0,,,,1,From Kick Off,Matías Vecino Falero,5255.0,Right Center Midfield,2,Uruguay,783,"['150f6452-2bfc-49ee-8279-c25dfd4fc1c7', '7d29c093-04b4-42f6-b4df-c6f9497193de']",9,,,,,,,,,,,,,,,,,Uruguay,783,00:00:09.587,Pass,
,,,,,,,,,,,2.04,,,,,,,,,,,,fb94f3b1-4ebe-4fc3-8e1a-523eba6f7867,17,,,"[58.0, 62.0]",7578,0,,-2.9229238,,,Right Foot,,,"[40.0, 58.0]",,Ground Pass,18.439089,,José María Giménez de Vargas,5259.0,,,Recovery,1,From Kick Off,Matías Vecino Falero,5255.0,Right Center Midfield,2,Uruguay,783,['0960f958-943a-474e-b51a-b427df9b8a19'],11,,,,,,,,,,,,,,,,,Uruguay,783,00:00:11.747,Pass,
,,,,,,,,,,,0.68,,,,,,,,,,,,4827e2f4-09f9-4e73-bfba-74f5407f8aa0,20,,,"[40.0, 57.0]",7578,0,,-2.3561945,,,Left Foot,,,"[35.0, 52.0]",,Ground Pass,7.071068,,Diego Roberto Godín Leal,5249.0,,,,1,From Kick Off,José María Giménez de Vargas,5259.0,Right Center Back,2,Uruguay,783,['9e0153f6-ad0a-4697-a3d9-4c43997afb82'],13,,,,,,,,,,,,,,,,,Uruguay,783,00:00:13.827,Pass,
,,,,,,,,,,,1.24,,,,,,,,,,,,0e330474-df00-46bb-9778-f8767797657a,23,,,"[35.0, 53.0]",7578,0,,0.4636476,,,Right Foot,,,"[41.0, 56.0]",,Ground Pass,6.708204,,Matías Vecino Falero,5255.0,,,,1,From Kick Off,Diego Roberto Godín Leal,5249.0,Left Center Back,2,Uruguay,783,['6db16ba7-1309-4d10-bbde-64d882c1c567'],18,,,,,,,,,,,,,,,,,Uruguay,783,00:00:18.187,Pass,
,,,,,,,,,,,1.58,,,,,,,,,,,,a2894b37-948e-4c2d-92bd-30ee008e9d01,27,,,"[41.0, 56.0]",7578,0,,-2.3561945,,,Right Foot,,,"[33.0, 48.0]",,Ground Pass,11.313708,,Diego Roberto Godín Leal,5249.0,,,,1,From Kick Off,Matías Vecino Falero,5255.0,Right Center Midfield,2,Uruguay,783,"['33c6296e-3bad-4ceb-a093-fcee2e1101e3', '40a78d73-5a32-4b14-996d-e5d8f09d87e7']",19,,,,,,,,,,,,,,,,,Uruguay,783,00:00:19.947,Pass,True
,,,,,,,,,,,1.44,,,,,,,,,,,,4862b778-3a88-4807-9096-d6a20901b247,30,,,"[33.0, 52.0]",7578,0,,-1.4352686,,,Right Foot,,,"[36.0, 30.0]",,Ground Pass,22.203604,,Rodrigo Bentancur Colmán,5260.0,,,,1,From Kick Off,Diego Roberto Godín Leal,5249.0,Left Center Back,2,Uruguay,783,['b08600a3-39e2-4d09-a9f6-924f63ff016d'],22,,,,,,,,,,,,,,,,,Uruguay,783,00:00:22.227,Pass,
,,,,,,,,,,,0.64,,,,,,,,,,,,934beacb-a9f8-4f0d-9a24-c9741418cb8e,33,,,"[47.0, 12.0]",7578,0,,0.5404195,,,Left Foot,,,"[57.0, 18.0]",,Ground Pass,11.661903,,Giorgian Daniel De Arrascaeta Benedetti,5258.0,,,,1,From Kick Off,Rodrigo Bentancur Colmán,5260.0,Left Center Midfield,2,Uruguay,783,['3df613d3-0d0f-4518-9819-75351eaf7b7b'],25,,,,,,,,,,,,,,,,,Uruguay,783,00:00:25.947,Pass,
,,,,,,,,,,,1.52,,,,,,,,,,,,4d745236-050d-4136-9a9d-123d35bfebd4,37,,,"[53.0, 22.0]",7578,0,,2.7187388,,,Right Foot,,,"[33.0, 31.0]",,Ground Pass,21.931713,,Diego Roberto Godín Leal,5249.0,,,,1,From Kick Off,Giorgian Daniel De Arrascaeta Benedetti,5258.0,Left Wing,2,Uruguay,783,"['a4bb76cf-992f-4b9c-bc25-31369149e67b', 'b4e2ec76-3e20-460d-9d3e-b5bc855c1744']",27,,,,,,,,,,,,,,,,,Uruguay,783,00:00:27.507,Pass,True
,,,,,,,,,,,1.653,,,,,,,,,,,,bbcb9dea-fa89-4e8e-8f6c-8cb36b92107d,40,,,"[36.0, 29.0]",7578,0,,-0.8902751,,,Right Foot,,,"[53.0, 8.0]",,Ground Pass,27.018513,,José Martín Cáceres Silva,5248.0,,,,1,From Kick Off,Diego Roberto Godín Leal,5249.0,Left Center Back,2,Uruguay,783,['d4e61b8e-0b07-4d8e-8c69-45321d1b2711'],30,,,,,,,,,,,,,,,,,Uruguay,783,00:00:30.067,Pass,
,,,,,,,,,,,1.76,,,,,,,,,,,,ac0e4836-c49c-490b-b55b-d98b41cdfbe9,43,,,"[53.0, 13.0]",7578,0,,2.5702553,,,Left Foot,,,"[39.0, 22.0]",,Ground Pass,16.643316,,Diego Roberto Godín Leal,5249.0,,,,1,From Kick Off,José Martín Cáceres Silva,5248.0,Left Back,2,Uruguay,783,['2d525e73-6460-4a72-ac37-fc6ec0921869'],34,,,,,,,,,,,,,,,,,Uruguay,783,00:00:34.227,Pass,
,,,,,,,,,,,1.72,,,,,,,,,,,,49feedbf-9bf1-4642-8a0e-4240990082f3,46,,,"[39.0, 28.0]",7578,0,,1.4827889,,,Right Foot,,,"[42.0, 62.0]",,Ground Pass,34.132095,,Guillermo Varela Olivera,5264.0,,,,1,From Kick Off,Diego Roberto Godín Leal,5249.0,Left Center Back,2,Uruguay,783,['ab8ace51-0d84-4d7e-80de-fe3604b32fa2'],37,,,,,,,,,,,,,,,,,Uruguay,783,00:00:37.427,Pass,
,,,,,,,,,,,0.733,,,,,,,,,,,,4f5eeedf-49ba-4a59-a44c-59f1ba39db9c,49,,,"[57.0, 70.0]",7578,0,,0.61072594,,,Right Foot,,,"[67.0, 77.0]",,Ground Pass,12.206555,Incomplete,Matías Vecino Falero,5255.0,,,,1,From Kick Off,Guillermo Varela Olivera,5264.0,Right Back,2,Uruguay,783,"['00f23b6d-f03e-451b-9c40-0370e791409e', 'ace3f077-4f5b-431d-825b-4975b1f29ae8']",41,,,,,,,,,,,,,,,,,Uruguay,783,00:00:41.867,Pass,
,,,,,,,,,,,3.4,,,,,,,,,,,,247d8fe7-f210-4ad8-adcd-427eb9bbf5d9,52,,,"[67.0, 79.0]",7578,0,,-1.7454685,,,,,,"[61.0, 45.0]",,High Pass,34.525352,,Rodrigo Bentancur Colmán,5260.0,,,Throw-in,1,From Throw In,Guillermo Varela Olivera,5264.0,Right Back,3,Uruguay,783,['dd41baf9-5875-4ab7-8e17-355c23ca4e53'],53,,,,,,,,,,,,,,,,,Uruguay,783,00:00:53.627,Pass,
,,,,,,,,,,,1.96,,,,,,,,,,,,d14b7a5d-13a4-4ab7-b527-33b91fb70a59,54,,,"[61.0, 45.0]",7578,0,,-1.5707964,,,Right Foot,,,"[61.0, 23.0]",,Ground Pass,22.0,,José Martín Cáceres Silva,5248.0,,,,1,From Throw In,Rodrigo Bentancur Colmán,5260.0,Left Center Midfield,3,Uruguay,783,['c46a0fd5-2e81-4076-9275-38c51e017f74'],57,,,,,,,,,,,,,,,,,Uruguay,783,00:00:57.027,Pass,
,,,,,,,,,,,0.546,,,,,,,,,,,,e018ebc7-05f8-491a-893f-55c8baca6981,57,,,"[61.0, 23.0]",7578,0,,0.7086263,,,Right Foot,,,"[68.0, 29.0]",,Ground Pass,9.219544,,Giorgian Daniel De Arrascaeta Benedetti,5258.0,,,,1,From Throw In,José Martín Cáceres Silva,5248.0,Left Back,3,Uruguay,783,['52456391-a5b3-4f7b-a602-a6d357c271c5'],59,,,,,,,,,,,,,,,,,Uruguay,783,00:00:59.760,Pass,
,,,,,,,,,,,1.64,,,,,,,,,,,,ec3d8600-f668-4627-8222-73f37317f112,61,,,"[59.0, 34.0]",7578,1,,1.9832067,,,Right Foot,,,"[52.0, 50.0]",,Ground Pass,17.464249,,José María Giménez de Vargas,5259.0,,,,1,From Throw In,Giorgian Daniel De Arrascaeta Benedetti,5258.0,Left Wing,3,Uruguay,783,['96d512d0-5232-4967-b53e-3911228b3f6a'],3,,,,,,,,,,,,,,,,,Uruguay,783,00:01:03.187,Pass,
,,,,,,,,,,,1.88,,,,,,,,,,,,5b5e6c81-bf5a-491c-a998-5f7e07b302c3,64,,,"[52.0, 50.0]",7578,1,,-1.5707964,,,Right Foot,,,"[52.0, 30.0]",,Ground Pass,20.0,,Diego Roberto Godín Leal,5249.0,,,,1,From Throw In,José María Giménez de Vargas,5259.0,Right Center Back,3,Uruguay,783,['0bc40aaf-6dfb-499e-acf5-691cffc2776c'],5,,,,,,,,,,,,,,,,,Uruguay,783,00:01:05.507,Pass,
,,,,,,,,,,,3.08,,,,,,,,,,,,c585a9de-cf7a-421d-8c53-74a18423ba81,67,,,"[51.0, 36.0]",7578,1,,0.583373,,,Right Foot,,,"[101.0, 69.0]",,High Pass,59.908264,Incomplete,Nahitan Michel Nández Acosta,5247.0,,,,1,From Throw In,Diego Roberto Godín Leal,5249.0,Left Center Back,3,Uruguay,783,"['2640172e-4ebe-421d-b68c-a94d39af452d', '27e6b89e-e3b8-4b7d-b59a-342486d4e164']",9,,,,,,,,,,,,,,,,,Uruguay,783,00:01:09.000,Pass,
,,,,,,,,,,,2.12,,,,,,,,,,,,2640172e-4ebe-421d-b68c-a94d39af452d,69,,,"[20.0, 12.0]",7578,1,,1.1071488,,,Head,,,"[24.0, 20.0]",,High Pass,8.944272,,Ahmed Elsayed Ali Elsayed Hegazy,4063.0,,,Recovery,1,From Throw In,Mohamed Abdul Shafy Sayed Abouezeid,5263.0,Left Back,3,Uruguay,783,"['132f944d-1afc-47f2-932b-074718a4d221', 'c585a9de-cf7a-421d-8c53-74a18423ba81']",12,,,,,,,,,,,,,,,,,Egypt,774,00:01:12.080,Pass,
