50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_miscommunication,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0cda3a8c-dfe2-452c-b16c-43dbce0ab58c,1,,,,7545,0,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Argentina,779,,0,,,,,,,,,,,,,,,,"{'formation': 3421, 'lineup': [{'player': {'id': 3659, 'name': 'Wilfredo Daniel Caballero'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 23}, {'player': {'id': 5742, 'name': 'Gabriel Iván Mercado'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 3090, 'name': 'Nicolás Hernán Otamendi'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 17}, {'player': {'id': 5507, 'name': 'Nicolás Alejandro Tagliafico'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 5513, 'name': 'Eduardo Antonio Salvio'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 18}, {'player': {'id': 5741, 'name': 'Enzo Nicolás Pérez'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 15}, {'player': {'id': 5506, 'name': 'Javier Alejandro Mascherano'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 14}, {'player': {'id': 19597, 'name': 'Marcos Javier Acuña'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 8}, {'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 5499, 'name': 'Maximiliano Eduardo Meza'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'jersey_number': 13}, {'player': {'id': 3237, 'name': 'Sergio Leonel Agüero del Castillo'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 19}]}",Argentina,779,00:00:00.000,Starting XI,
,,,,,,,,,,,,,0.0,,,,,,,,,,,,,c803985a-fe3c-445b-b6ad-3b0bfc320f57,2,,,,7545,0,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Argentina,779,,0,,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 3444, 'name': 'Danijel Subašić'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 23}, {'player': {'id': 5461, 'name': 'Šime Vrsaljko'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 3471, 'name': 'Dejan Lovren'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 5468, 'name': 'Domagoj Vida'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 21}, {'player': {'id': 5457, 'name': 'Ivan Strinić'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 5469, 'name': 'Marcelo Brozović'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 11}, {'player': {'id': 5465, 'name': 'Ante Rebić'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 18}, {'player': {'id': 5463, 'name': 'Luka Modrić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 5470, 'name': 'Ivan Rakitić'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 7}, {'player': {'id': 5474, 'name': 'Ivan Perišić'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 4}, {'player': {'id': 5472, 'name': 'Mario Mandžukić'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 17}]}",Croatia,785,00:00:00.000,Starting XI,
,,,,,,,,,,,,,5.0,,,,,,,,,,,,,c1e04236-b06f-493a-bd7c-ba7dc821b77b,3,,,,7545,0,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Argentina,779,['d7b6ad37-d306-43b1-9b65-9035207ec65c'],0,,,,,,,,,,,,,,,,,Croatia,785,00:00:00.000,Half Start,
,,,,,,,,,,,,,9.72,,,,,,,,,,,,,d7b6ad37-d306-43b1-9b65-9035207ec65c,4,,,,7545,0,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Argentina,779,['c1e04236-b06f-493a-bd7c-ba7dc821b77b'],0,,,,,,,,,,,,,,,,,Argentina,779,00:00:00.000,Half Start,
,,,,,,,,,,,,,8.0,,,,,,,,,,,,,a9793548-bee6-4071-bb98-b64ea85dd7a7,1771,,,,7545,45,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,85,Croatia,785,['44431ede-5dfb-4bac-8bb9-5748e2d7c538'],0,,,,,,,,,,,,,,,,,Croatia,785,00:00:00.000,Half Start,
,,,,,,,,,,,,,8.52,,,,,,,,,,,,,44431ede-5dfb-4bac-8bb9-5748e2d7c538,1772,,,,7545,45,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,85,Croatia,785,['a9793548-bee6-4071-bb98-b64ea85dd7a7'],0,,,,,,,,,,,,,,,,,Argentina,779,00:00:00.000,Half Start,
,,,,,,,,,,,,,0.893,,,,,,,,,,,,,8cb5ed81-52f6-4469-acc9-f370799f922d,5,,,"[61.0, 41.0]",7545,0,,-2.7468016,,,Right Foot,,,"[49.0, 36.0]",,Ground Pass,13.0,,,Marcelo Brozović,5469.0,,,,,Kick Off,1,From Kick Off,Mario Mandžukić,5472.0,Center Forward,2,Croatia,785,['4a5b3f25-c34d-4e9f-8d43-6b28d2b5d2d6'],0,,,,,,,,,,,,,,,,,Croatia,785,00:00:00.380,Pass,
,,,,,,,,,,,,,1.653,,,,,,,,,,,,,b608d374-6a08-43b3-9fba-4e985f5b32fb,8,,,"[48.0, 36.0]",7545,0,,-1.6092389,,,Right Foot,,,"[47.0, 10.0]",,Ground Pass,26.019224,,,Ivan Strinić,5457.0,,,,,,1,From Kick Off,Marcelo Brozović,5469.0,Center Defensive Midfield,2,Croatia,785,['079f58a5-0fe2-454c-bae2-cae12f09eb2f'],2,,,,,,,,,,,,,,,,,Croatia,785,00:00:02.260,Pass,
,,,,,,,,,,,,,1.253,,,,,,,,,,,,,cefa2d87-63cf-4288-9b88-bc25dac72032,11,,,"[50.0, 10.0]",7545,0,,2.5393052,,,Left Foot,,,"[34.0, 21.0]",,Ground Pass,19.416489,,,Domagoj Vida,5468.0,,,,,,1,From Kick Off,Ivan Strinić,5457.0,Left Back,2,Croatia,785,['7e60ee71-e66b-4c00-b328-18e6b3ea22a8'],4,,,,,,,,,,,,,,,,,Croatia,785,00:00:04.900,Pass,
,,,,,,,,,,,,,1.453,,,,,,,,,,,,,8ab443e0-26f3-4f3c-a168-a61e6e392c49,14,,,"[30.0, 29.0]",7545,0,,1.6814536,,,Right Foot,,,"[27.0, 56.0]",,Ground Pass,27.166155,,,Dejan Lovren,3471.0,,,,,,1,From Kick Off,Domagoj Vida,5468.0,Left Center Back,2,Croatia,785,['bc12ca3c-29bf-4fc4-ae37-d98274c2488d'],7,,,,,,,,,,,,,,,,,Croatia,785,00:00:07.540,Pass,
