ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,0.853,,,,,,,,,,,,,98e6e444-fd4a-43a0-8e85-84d3c44339dc,1682,,"[97.0, 19.0]",8650,43,,2.2794225,,,Left Foot,,,,"[91.0, 26.0]",,Ground Pass,9.219544,,Philippe Coutinho Correia,3501.0,,,,,,1,Regular Play,Marcelo Vieira da Silva Júnior,5552.0,Left Back,73,Brazil,781,['47ee3693-6312-4e38-b652-9a5619197814'],19,,,,,,,,,,,,,,,,,Brazil,781,00:43:19.060,Pass,
,,,,,,,,,,1.573,,,,,,,,,,,,,415ad40a-2b21-448d-9771-fc673b760570,1685,,"[91.0, 32.0]",8650,43,,1.9195673,,,Right Foot,,,,"[87.0, 43.0]",,Ground Pass,11.7046995,,Fernando Luiz Rosa,3054.0,,,,,,1,Regular Play,Philippe Coutinho Correia,3501.0,Left Midfield,73,Brazil,781,['4266d24f-c6e8-4b8d-85d6-b32366475c46'],20,,,,,,,,,,,,,,,,,Brazil,781,00:43:20.420,Pass,
,,,,,,,,,,1.013,,,,,,,,,,,,,49c98db5-6025-4ff4-9f32-e84a01634f87,1690,,"[85.0, 40.0]",8650,43,,-1.3854483,,,Left Foot,,,,"[88.0, 24.0]",,Ground Pass,16.27882,,Philippe Coutinho Correia,3501.0,,,,,,1,Regular Play,Fernando Luiz Rosa,3054.0,Center Midfield,73,Brazil,781,['461202ac-378f-4b1b-9cc5-19aa230e23ff'],23,,,,,,,,,,,,,,,,,Brazil,781,00:43:23.820,Pass,
,,,,,,,,,,1.213,,,,,,,,,,,,,6bdb7d46-8d72-474e-86f5-e47f157fa027,1694,,"[87.0, 26.0]",8650,43,,-0.7853982,,,Right Foot,,,,"[101.0, 12.0]",,Ground Pass,19.79899,,Marcelo Vieira da Silva Júnior,5552.0,,,,,,1,Regular Play,Philippe Coutinho Correia,3501.0,Left Midfield,73,Brazil,781,"['e4333730-6523-4699-99c1-beccaaff61fc', 'ec3203db-843e-4aa2-81b8-5a0a4e0181f5']",25,,,,,,,,,,,,,,,,,Brazil,781,00:43:25.860,Pass,True
,,,,,,,,,,0.56,,,,,,,,,,,,,67f0730d-717f-4297-9d3b-6e104c1237da,1698,,"[102.0, 15.0]",8650,43,,1.5707964,,,Left Foot,,,,"[102.0, 24.0]",,Ground Pass,9.0,Incomplete,Neymar da Silva Santos Junior,4320.0,,,,,,1,Regular Play,Marcelo Vieira da Silva Júnior,5552.0,Left Back,73,Brazil,781,"['61300751-e644-44bf-8144-b1688406246a', '62ed3673-430a-43de-b15c-0e67140dff00']",28,,,,,,,,,,,,,,,,,Brazil,781,00:43:28.580,Pass,
,,,,,,,,,,1.453,,,,,,,,,,,,,baf8f0c7-a6f6-4239-b8f2-8a48cd889954,1702,,"[73.0, 15.0]",8650,43,,-0.38050637,,,Right Foot,,,,"[98.0, 5.0]",,Ground Pass,26.925823,,Marcelo Vieira da Silva Júnior,5552.0,,,,,,1,Regular Play,Philippe Coutinho Correia,3501.0,Left Midfield,74,Brazil,781,['67ff1a68-c7c7-4200-ba20-e1a890264a37'],39,,,,,,,,,,,,,,,,,Brazil,781,00:43:39.300,Pass,
,,,,,,,,,,1.043,,,,,,,,,,,,,519386b3-803b-4399-b668-f2f5df1bda8d,1705,,"[98.0, 8.0]",8650,43,,2.4149504,,,Left Foot,,,,"[89.0, 16.0]",,Ground Pass,12.0415945,,Philippe Coutinho Correia,3501.0,,,,,,1,Regular Play,Marcelo Vieira da Silva Júnior,5552.0,Left Back,74,Brazil,781,['34517e6c-427e-49b7-837e-3e66026dca3b'],42,,,,,,,,,,,,,,,,,Brazil,781,00:43:42.670,Pass,
,,,,,,,,,,2.293,,,,,,,,,,,,,554ac02f-ee8c-43b6-85e3-46c152f2c6b9,1709,,"[87.0, 24.0]",8650,43,,1.4536875,,,Right Foot,,,,"[93.0, 75.0]",,High Pass,51.351727,,Willian Borges da Silva,3472.0,,True,,,,1,Regular Play,Philippe Coutinho Correia,3501.0,Left Midfield,74,Brazil,781,['1d40f06c-9c36-47ad-813a-0e47e02ad874'],48,,,,,,,,,,,,,,,,,Brazil,781,00:43:48.180,Pass,
,,,,,,,,,,1.4,,,,,,,,,,,,,253ce4fa-6c9e-422b-8ad5-0de7ed248216,1713,,"[96.0, 55.0]",8650,43,,-2.4980915,,,Right Foot,,,,"[80.0, 43.0]",,Ground Pass,20.0,,Fernando Luiz Rosa,3054.0,,,,,,1,Regular Play,Willian Borges da Silva,3472.0,Right Wing,74,Brazil,781,['e42d6361-e0ee-4021-b170-0bc0bf71af03'],56,,,,,,,,,,,,,,,,,Brazil,781,00:43:56.833,Pass,
,,,,,,,,,,1.04,,,,,,,,,,,,,d413d86d-9c47-4445-88b1-c24cc0b482df,1717,,"[82.0, 42.0]",8650,43,,-1.2036225,,,Right Foot,,,,"[87.0, 29.0]",,Ground Pass,13.928389,,Philippe Coutinho Correia,3501.0,,,,,,1,Regular Play,Fernando Luiz Rosa,3054.0,Center Midfield,74,Brazil,781,['289ac39c-18ac-429a-b6c6-36bbcae10596'],58,,,,,,,,,,,,,,,,,Brazil,781,00:43:58.913,Pass,
,,,,,,,,,,0.76,,,,,,,,,,,,,6549c2e2-27d7-4222-ba83-eb54164cd146,1720,,"[86.0, 30.0]",8650,44,,-0.348771,,,Right Foot,,,,"[97.0, 26.0]",,Ground Pass,11.7046995,,Neymar da Silva Santos Junior,4320.0,,,,,,1,Regular Play,Philippe Coutinho Correia,3501.0,Left Midfield,74,Brazil,781,['67ee0f97-24f7-480b-8682-f9b148e1a731'],0,,,,,,,,,,,,,,,,,Brazil,781,00:44:00.873,Pass,
,,,,,,,,,,1.04,,,,,,,,,,,,,a19e7f64-ca48-446f-828c-de55cbc8ea66,1723,,"[98.0, 26.0]",8650,44,,-2.2794225,,,Right Foot,,,,"[92.0, 19.0]",,Ground Pass,9.219544,,Philippe Coutinho Correia,3501.0,,,,,,1,Regular Play,Neymar da Silva Santos Junior,4320.0,Left Wing,74,Brazil,781,['c46a3957-16f8-4ba8-a1fd-c0fa1bf05e4e'],1,,,,,,,,,,,,,,,,,Brazil,781,00:44:01.633,Pass,
,,,,,,,,,,0.573,,,,,,,,,,,,,c2cc1db4-613e-4b86-8916-1bcec4c21f05,1729,,"[103.0, 23.0]",8650,44,,0.7853982,,,Right Foot,,,,"[106.0, 26.0]",,Ground Pass,4.2426405,,Neymar da Silva Santos Junior,4320.0,,,,,,1,Regular Play,Philippe Coutinho Correia,3501.0,Left Midfield,74,Brazil,781,"['5304cb75-d192-4fb9-bbeb-c14606680c47', 'da31af7e-e0f4-4638-9bf0-6d4455066131']",7,,,,,,,,,,,,,,,,,Brazil,781,00:44:07.340,Pass,True
,,,,,,,,,,2.853,,,,,,,,,,,,,49a61d0a-7ec4-43d0-9dcf-d6e93738706d,1737,,"[14.0, 60.0]",8650,44,,0.42483217,,,Right Foot,,,,"[56.0, 79.0]",,High Pass,46.09772,Unknown,,,,,,,,1,Regular Play,Axel Witsel,5642.0,Center Midfield,74,Brazil,781,,11,,,,,,,,,,,,,,,,,Belgium,782,00:44:11.580,Pass,
,,,,,,,,,,1.213,,,,,,,,,,,,,6ecd3b84-4e84-4fb3-9614-e5d8988ecad6,1739,,"[42.0, 12.0]",8650,44,,1.2490457,,,Right Foot,,,,"[48.0, 30.0]",,Ground Pass,18.973665,,Thiago Emiliano da Silva,3295.0,,,,,,1,Regular Play,João Miranda de Souza Filho,5551.0,Left Center Back,75,Brazil,781,['d50d7a27-d234-4c27-82c9-c1d14ebfe0bd'],18,,,,,,,,,,,,,,,,,Brazil,781,00:44:18.820,Pass,
,,,,,,,,,,1.013,,,,,,,,,,,,,8dae97de-5e4c-4ddf-97c9-a00dceb1aa46,1742,,"[49.0, 31.0]",8650,44,,0.8850668,,,Right Foot,,,,"[58.0, 42.0]",,Ground Pass,14.21267,,José Paulo Bezzera Maciel Júnior,5542.0,,,,,,1,Regular Play,Thiago Emiliano da Silva,3295.0,Right Center Back,75,Brazil,781,['357222ec-cf23-4663-a302-36b8f1caa4d4'],20,,,,,,,,,,,,,,,,,Brazil,781,00:44:20.900,Pass,
,,,,,,,,,,1.133,,,,,,,,,,,,,0bb020d6-6865-4011-86ef-65631017e925,1745,,"[63.0, 42.0]",8650,44,,-1.2924967,,,Right Foot,,,,"[67.0, 28.0]",,Ground Pass,14.56022,,Philippe Coutinho Correia,3501.0,,,,,,1,Regular Play,José Paulo Bezzera Maciel Júnior,5542.0,Right Midfield,75,Brazil,781,['4655477a-54a6-49ef-bb31-377eb0437035'],25,,,,,,,,,,,,,,,,,Brazil,781,00:44:25.340,Pass,
,,,,,,,,,,1.533,,,,,,,,,,,,,861a1e62-c7d3-4859-a9aa-668b82fbfb45,1748,,"[72.0, 26.0]",8650,44,,-0.9467733,,,Right Foot,,,,"[90.0, 1.0]",,Ground Pass,30.805843,,Marcelo Vieira da Silva Júnior,5552.0,,,,,,1,Regular Play,Philippe Coutinho Correia,3501.0,Left Midfield,75,Brazil,781,['c90500d2-0962-4fe7-9008-764ab1488aa1'],27,,,,,,,,,,,,,,,,,Brazil,781,00:44:27.820,Pass,
,,,,,,,,,,1.333,,,,,,,,,,,,,80c3f312-962c-4a79-9e37-c4301286fbe8,1751,,"[92.0, 6.0]",8650,44,,0.29849893,,,Left Foot,,,,"[105.0, 10.0]",,Ground Pass,13.601471,,Neymar da Silva Santos Junior,4320.0,,,,,,1,Regular Play,Marcelo Vieira da Silva Júnior,5552.0,Left Back,75,Brazil,781,['0ce42f80-7d11-4c52-b430-d1cd6201b8eb'],29,,,,,,,,,,,,,,,,,Brazil,781,00:44:29.660,Pass,
,,,,,,,,,,0.33,,,,,,,,,,,,,04bf2af9-fc55-4718-be66-b778e5d8e26f,1756,,"[110.0, 14.0]",8650,44,,0.8960554,,,Left Foot,,,,"[114.0, 19.0]",,High Pass,6.4031243,Incomplete,,,,,,,,1,Regular Play,Neymar da Silva Santos Junior,4320.0,Left Wing,75,Brazil,781,['2e084733-641f-4b52-9f61-85558a9a4eed'],33,,,,,,,,,,,,,,,,,Brazil,781,00:44:33.220,Pass,
,,,,,,,,,,0.173,,,,,,,,,,,,,9311aec2-6f02-4c8d-9fd1-a9fd116432e4,1761,,"[17.0, 60.0]",8650,44,,-2.0344439,,,Right Foot,,,,"[15.0, 56.0]",,Ground Pass,4.472136,,Toby Alderweireld,20005.0,,,,,,1,Regular Play,Thomas Meunier,3176.0,Right Back,75,Brazil,781,['b9bbcb32-3170-4bb5-8c1f-15ec88bd81db'],37,,,,,,,,,,,,,,,,,Belgium,782,00:44:37.820,Pass,
,,,,,,,,,,1.853,,,,,,,,,,,,,eb93018b-cfb8-4d7e-aa9b-0173007efa61,1766,,"[15.0, 56.0]",8650,44,,0.4636476,,,Right Foot,,,,"[39.0, 68.0]",,High Pass,26.832815,Unknown,,,,,,,,1,Regular Play,Toby Alderweireld,20005.0,Right Center Back,76,Belgium,782,,38,,,,,,,,,,,,,,,,,Belgium,782,00:44:38.620,Pass,
,,,,,,,,,,2.173,,,,,,,,,,,,,71028e3d-96f3-48da-9d1f-72b842e2d2e7,1768,,"[57.0, 45.0]",8650,44,,-1.0882831,,,Right Foot,,,,"[68.0, 24.0]",,High Pass,23.70654,,Eden Hazard,3621.0,,,,,,1,Regular Play,Kevin De Bruyne,3089.0,Secondary Striker,77,Belgium,782,['127e829b-7226-4051-8eed-519dd141226f'],43,,,,,,,,,,,,,,,,,Belgium,782,00:44:43.660,Pass,
,,,,,,,,,,1.133,,,,,,,,,,,,,a6f181e2-887b-45c7-b38e-90fb0e6a0bb8,1773,,"[64.0, 17.0]",8650,44,,3.0828369,,,Right Foot,,,,"[47.0, 18.0]",,Ground Pass,17.029387,,Jan Vertonghen,3077.0,,,,,,1,Regular Play,Eden Hazard,3621.0,Left Wing,77,Belgium,782,"['7afd4e77-ae1f-465e-977d-a5991a3908b4', 'ab3c906b-a1f0-4073-89ac-2edf31c470ef']",49,,,,,,,,,,,,,,,,,Belgium,782,00:44:49.500,Pass,True
,,,,,,,,,,0.8,,,,,,,,,,,,,6ebba09e-18f9-4ad0-8fa8-6d5a38e2e252,1777,,"[51.0, 16.0]",8650,44,,1.849096,,,Right Foot,,,,"[47.0, 30.0]",,Ground Pass,14.56022,,Axel Witsel,5642.0,,,,,,1,Regular Play,Jan Vertonghen,3077.0,Left Back,77,Belgium,782,"['6dd302b6-3bde-40a9-93ae-f549f1fed212', '71229721-cf45-4ce0-aa4d-b88244ee9dad']",51,,,,,,,,,,,,,,,,,Belgium,782,00:44:51.140,Pass,True
,,,,,,,,,,1.24,,,,,,,,,,,,,03a94a1c-eac3-4cee-a5de-ec0815841305,1779,,"[47.0, 30.0]",8650,44,,-2.7610862,,,Right Foot,,,,"[37.0, 26.0]",,Ground Pass,10.770329,,Vincent Kompany,3101.0,,,,,,1,Regular Play,Axel Witsel,5642.0,Center Midfield,77,Belgium,782,['aafe69c3-1e27-4059-844b-94170d7266c5'],51,,,,,,,,,,,,,,,,,Belgium,782,00:44:51.940,Pass,
,,,,,,,,,,1.533,,,,,,,,,,,,,1da29f88-6f5d-4ef0-99c5-5d60caa07c74,1781,,"[37.0, 26.0]",8650,44,,1.120135,,,Right Foot,,,,"[52.0, 57.0]",,Ground Pass,34.43835,,Marouane Fellaini-Bakkioui,3296.0,,,,,,1,Regular Play,Vincent Kompany,3101.0,Left Center Back,77,Belgium,782,['a59deda1-0e9b-4269-9dd3-9690c08dfa2c'],53,,,,,,,,,,,,,,,,,Belgium,782,00:44:53.180,Pass,
,,,,,,,,,,2.573,,,,,,,,,,,,,4d93d7ef-675b-4eb9-81b0-9a94c5eed932,1784,,"[50.0, 59.0]",8650,44,,0.68052125,,,Right Foot,,,,"[71.0, 76.0]",,Ground Pass,27.018513,,Thomas Meunier,3176.0,,,,,,1,Regular Play,Marouane Fellaini-Bakkioui,3296.0,Right Center Midfield,77,Belgium,782,['68ed0bea-e535-400c-8869-0b3e5ba6ff1d'],55,,,,,,,,,,,,,,,,,Belgium,782,00:44:55.820,Pass,
,,,,,,,,,,1.4,,,,,,,,,,,,,6729737b-6d03-4562-9b47-e5b7ad59dc00,1787,,"[81.0, 79.0]",8650,45,,-2.7985687,,,Right Foot,,,,"[67.0, 74.0]",,Ground Pass,14.866069,,Marouane Fellaini-Bakkioui,3296.0,,,,,,1,Regular Play,Thomas Meunier,3176.0,Right Back,77,Belgium,782,['af13caf7-1411-4556-8caf-84e45575e93f'],0,,,,,,,,,,,,,,,,,Belgium,782,00:45:00.113,Pass,
,,,,,,,,,,1.653,,,,,,,,,,,,,01af50b1-a2bb-41ff-a3fd-342b466be284,1790,,"[68.0, 75.0]",8650,45,,-2.5415425,,,Right Foot,,,,"[49.0, 62.0]",,Ground Pass,23.021729,,Toby Alderweireld,20005.0,,,,,,1,Regular Play,Marouane Fellaini-Bakkioui,3296.0,Right Center Midfield,77,Belgium,782,['d62039f5-f86f-40fc-b325-4c3f4a490db8'],2,,,,,,,,,,,,,,,,,Belgium,782,00:45:02.260,Pass,
,,,,,,,,,,1.453,,,,,,,,,,,,,49921ef7-1135-4c8c-a4a1-54316d652f0e,1793,,"[56.0, 65.0]",8650,45,,-1.7738415,,,Right Foot,,,,"[49.0, 31.0]",,Ground Pass,34.713108,,Vincent Kompany,3101.0,,,,,,1,Regular Play,Toby Alderweireld,20005.0,Right Center Back,77,Belgium,782,['24da0dc0-406e-461f-a6c4-7c3b27ba151b'],4,,,,,,,,,,,,,,,,,Belgium,782,00:45:04.860,Pass,
,,,,,,,,,,1.253,,,,,,,,,,,,,85b5a514-51c3-4cc8-b0bd-f44351bd0946,1796,,"[48.0, 34.0]",8650,45,,-1.484058,,,Right Foot,,,,"[50.0, 11.0]",,Ground Pass,23.086792,,Jan Vertonghen,3077.0,,,,,,1,Regular Play,Vincent Kompany,3101.0,Left Center Back,77,Belgium,782,['b5d0909d-f009-4ae4-ab27-5e08770d3660'],8,,,,,,,,,,,,,,,,,Belgium,782,00:45:08.180,Pass,
,,,,,,,,,,4.16,,,,,,,,,,,,,efe84514-49d7-42d3-a143-eb571a5d201c,1799,,"[48.0, 18.0]",8650,45,,2.709185,,,Left Foot,,,,"[9.0, 36.0]",,Ground Pass,42.953465,,Thibaut Courtois,3509.0,,,,,,1,Regular Play,Jan Vertonghen,3077.0,Left Back,77,Belgium,782,['b8783762-7900-4e9f-a67c-e689855c3247'],11,,,,,,,,,,,,,,,,,Belgium,782,00:45:11.060,Pass,
,,,,,,,,,,4.173,,,,,,,,,,,,,f8aa4b86-e8e4-4a71-8a0a-f3af1d756eed,1801,,"[9.0, 36.0]",8650,45,,-0.38777018,,,Left Foot,,,,"[80.0, 7.0]",,High Pass,76.6942,Incomplete,Eden Hazard,3621.0,,,,,,1,Regular Play,Thibaut Courtois,3509.0,Goalkeeper,77,Belgium,782,"['0e0753fd-3240-4c05-9dc2-78edcba5ec28', '203331bb-e02a-442d-95dd-705e3b8d5e02']",15,,,,,,,,,,,,,,,,,Belgium,782,00:45:15.220,Pass,
,,,,,,,,,,2.239,,,,,,,,,,,,,542cbeac-8f7e-4c99-b4e2-26c38128d5d9,1805,,"[34.0, 75.0]",8650,45,,-2.2763646,,,Left Foot,,,,"[11.0, 48.0]",,Ground Pass,35.468296,,Alisson Ramsés Becker,5547.0,,,,,,1,Regular Play,Fágner Conserva Lemos,5838.0,Right Back,78,Brazil,781,['c12f85ba-5301-4b97-b59e-9b4ec3568af8'],21,,,,,,,,,,,,,,,,,Brazil,781,00:45:21.273,Pass,
,,,,,,,,,,1.56,,,,,,,,,,,,,fb1dbefe-d307-4ac9-a839-b3eeb6760622,1808,,"[12.0, 48.0]",8650,45,,0.551655,,,Right Foot,,,,"[25.0, 56.0]",,Ground Pass,15.264338,,Thiago Emiliano da Silva,3295.0,,,,,,1,Regular Play,Alisson Ramsés Becker,5547.0,Goalkeeper,78,Brazil,781,['33a3bbed-b110-4cf0-ba43-e9cd456452da'],23,,,,,,,,,,,,,,,,,Brazil,781,00:45:23.513,Pass,
,,,,,,,,,,1.359,,,,,,,,,,,,,9a2cd6e6-64cb-4d1b-a27c-f71ecb8af012,1811,,"[28.0, 52.0]",8650,45,,-0.82537687,,,Right Foot,,,,"[40.0, 39.0]",,Ground Pass,17.691807,,Fernando Luiz Rosa,3054.0,,,,,,1,Regular Play,Thiago Emiliano da Silva,3295.0,Right Center Back,78,Brazil,781,['f77a844d-9796-47ac-a006-50c8808fed23'],26,,,,,,,,,,,,,,,,,Brazil,781,00:45:26.713,Pass,
,,,,,,,,,,1.093,,,,,,,,,,,,,c5ce7f36-a8f2-4ffc-acce-10672816ebd7,1814,,"[39.0, 41.0]",8650,45,,-0.38050637,,,Right Foot,,,,"[54.0, 35.0]",,Ground Pass,16.155495,,Philippe Coutinho Correia,3501.0,,,,,,1,Regular Play,Fernando Luiz Rosa,3054.0,Center Midfield,78,Brazil,781,['ebeae13a-7ff9-4f91-8011-7788a97af124'],29,,,,,,,,,,,,,,,,,Brazil,781,00:45:29.100,Pass,
,,,,,,,,,,2.093,,,,,,,,,,,,,ce430899-3e5d-4bb0-860a-c23484bd96b6,1817,,"[55.0, 34.0]",8650,45,,-0.22131445,,,Right Foot,,,,"[95.0, 25.0]",,Ground Pass,41.0,Pass Offside,Neymar da Silva Santos Junior,4320.0,,,Through Ball,True,,1,Regular Play,Philippe Coutinho Correia,3501.0,Left Midfield,78,Brazil,781,,31,,,,,,,,,,,,,,,,,Brazil,781,00:45:31.660,Pass,
,,,,,,,,,,0.333,,,,,,,,,,,,,ccbd0a84-65c6-4d6f-8dbb-c7953a088cf2,1824,,"[60.0, 41.0]",8650,45,,-3.050933,,,Right Foot,,,,"[49.0, 40.0]",,Ground Pass,11.045361,,Axel Witsel,5642.0,,,,,Kick Off,2,From Kick Off,Kevin De Bruyne,3089.0,Secondary Striker,79,Belgium,782,['0ebb4a43-0531-463d-8fb2-eee77a113347'],1,,,,,,,,,,,,,,,,,Belgium,782,00:00:01.547,Pass,
,,,,,,,,,,1.533,,,,,,,,,,,,,b7865756-da4c-4b76-b7c9-8e9efe7ae5be,1828,,"[48.0, 37.0]",8650,45,,-2.1112158,,,Right Foot,,,,"[33.0, 12.0]",,Ground Pass,29.15476,,Jan Vertonghen,3077.0,,,,,,2,From Kick Off,Axel Witsel,5642.0,Center Midfield,79,Belgium,782,['25d13b84-31bc-4ea0-9b6c-0b3920f72205'],3,,,,,,,,,,,,,,,,,Belgium,782,00:00:03.427,Pass,
,,,,,,,,,,1.413,,,,,,,,,,,,,9bb0ceba-c18c-4eb6-9a27-9a7cf3f15d0f,1831,,"[33.0, 11.0]",8650,45,,1.7590178,,,Left Foot,,,,"[29.0, 32.0]",,Ground Pass,21.377558,,Vincent Kompany,3101.0,,,,,,2,From Kick Off,Jan Vertonghen,3077.0,Left Back,79,Belgium,782,['727e8f13-7ac0-42bb-b388-0981b147156a'],5,,,,,,,,,,,,,,,,,Belgium,782,00:00:05.667,Pass,
,,,,,,,,,,1.493,,,,,,,,,,,,,40771b0d-256f-44cb-89da-6f820d1aa1c3,1834,,"[27.0, 29.0]",8650,45,,-1.359703,,,Right Foot,,,,"[30.0, 15.0]",,Ground Pass,14.3178215,,Jan Vertonghen,3077.0,,,,,,2,From Kick Off,Vincent Kompany,3101.0,Left Center Back,79,Belgium,782,['4288362b-be0b-4d1e-b7c6-c005e4d4152d'],7,,,,,,,,,,,,,,,,,Belgium,782,00:00:07.627,Pass,
,,,,,,,,,,1.253,,,,,,,,,,,,,19edf95b-b573-4eab-b610-38575ac1c689,1838,,"[30.0, 13.0]",8650,45,,0.7328151,,,Left Foot,,,,"[50.0, 31.0]",,Ground Pass,26.907248,,Kevin De Bruyne,3089.0,,,,,,2,From Kick Off,Jan Vertonghen,3077.0,Left Back,79,Belgium,782,"['5f8e0e94-6a14-4647-8130-b2382428071b', 'abfc9204-64e1-4cbd-a61a-4c04d3879671']",10,,,,,,,,,,,,,,,,,Belgium,782,00:00:10.507,Pass,True
,,,,,,,,,,1.133,,,,,,,,,,,,,5a7b4dba-f0ff-41c8-8875-087e0717c56c,1842,,"[50.0, 34.0]",8650,45,,-2.1815224,,,Right Foot,,,,"[43.0, 24.0]",,Ground Pass,12.206555,,Axel Witsel,5642.0,,,,,,2,From Kick Off,Kevin De Bruyne,3089.0,Secondary Striker,79,Belgium,782,"['27eb8ee5-4218-4800-a2f0-ad6d0fe45c67', 'c38cccf9-6e0b-44e8-836a-f0d73b43685c']",12,,,,,,,,,,,,,,,,,Belgium,782,00:00:12.707,Pass,True
,,,,,,,,,,1.373,,,,,,,,,,,,,3c4e7c9f-ff59-44ed-9c2e-f55704f9e041,1848,,"[52.0, 34.0]",8650,45,,2.077895,,,Right Foot,,,,"[42.0, 52.0]",,Ground Pass,20.59126,,Marouane Fellaini-Bakkioui,3296.0,,,,,Recovery,2,From Kick Off,Kevin De Bruyne,3089.0,Secondary Striker,79,Belgium,782,['6477b337-cfbc-4715-ba92-3ad76b45dcc8'],15,,,,,,,,,,,,,,,,,Belgium,782,00:00:15.987,Pass,
,,,,,,,,,,1.333,,,,,,,,,,,,,6a9fd272-1cee-4a5e-bc1a-7ac5960bc785,1851,,"[50.0, 58.0]",8650,45,,-2.0899425,,,Right Foot,,,,"[42.0, 44.0]",,Ground Pass,16.124516,,Vincent Kompany,3101.0,,,,,,2,From Kick Off,Marouane Fellaini-Bakkioui,3296.0,Right Center Midfield,79,Belgium,782,['c0e7fd70-c2aa-4522-84b8-ddd95475293e'],22,,,,,,,,,,,,,,,,,Belgium,782,00:00:22.267,Pass,
,,,,,,,,,,0.893,,,,,,,,,,,,,7bd6d14f-57d0-4b12-a736-81a695c01a4b,1855,,"[41.0, 52.0]",8650,45,,-0.9151007,,,Right Foot,,,,"[51.0, 39.0]",,Ground Pass,16.40122,,Axel Witsel,5642.0,,,,,,2,From Kick Off,Vincent Kompany,3101.0,Left Center Back,79,Belgium,782,"['23ceeba6-7e29-4caa-a6a1-0ac5814c9595', 'e5b63ef1-1f84-48c4-b67d-56992782d030']",24,,,,,,,,,,,,,,,,,Belgium,782,00:00:24.707,Pass,True
,,,,,,,,,,1.48,,,,,,,,,,,,,1a4c80cf-ffa5-466c-9f6d-43fe831930cb,1857,,"[51.0, 39.0]",8650,45,,2.9441972,,,Right Foot,,,,"[36.0, 42.0]",,Ground Pass,15.297058,,Vincent Kompany,3101.0,,,,,,2,From Kick Off,Axel Witsel,5642.0,Center Midfield,79,Belgium,782,"['b7beb917-8904-4de1-b3c2-810f0325561d', 'e5b63ef1-1f84-48c4-b67d-56992782d030']",25,,,,,,,,,,,,,,,,,Belgium,782,00:00:25.600,Pass,True
,,,,,,,,,,2.28,,,,,,,,,,,,,7819af37-c0e9-4bd9-9ac5-bcc8a69e0d5c,1859,,"[36.0, 42.0]",8650,45,,-1.5707964,,,Right Foot,,,,"[36.0, 9.0]",,Ground Pass,33.0,,Jan Vertonghen,3077.0,,,,,,2,From Kick Off,Vincent Kompany,3101.0,Left Center Back,79,Belgium,782,['08796546-999d-4ce4-bced-d48079b3dc59'],27,,,,,,,,,,,,,,,,,Belgium,782,00:00:27.080,Pass,
,,,,,,,,,,1.053,,,,,,,,,,,,,9d6f2b53-9134-4539-9e1f-b1ee550779bc,1863,,"[43.0, 5.0]",8650,45,,0.7266424,,,Right Foot,,,,"[52.0, 13.0]",,Ground Pass,12.0415945,,Axel Witsel,5642.0,,,,,,2,From Kick Off,Jan Vertonghen,3077.0,Left Back,79,Belgium,782,"['21686ee0-4965-498e-8e34-d418edf51810', '2ec2c534-11fb-4289-9a42-9d2ee6386495']",32,,,,,,,,,,,,,,,,,Belgium,782,00:00:32.867,Pass,True
,,,,,,,,,,1.146,,,,,,,,,,,,,b3aab29e-2def-4b73-af0b-ea8383324139,1866,,"[52.0, 13.0]",8650,45,,-0.7853982,,,Right Foot,,,,"[62.0, 3.0]",,Ground Pass,14.142136,,Nacer Chadli,4831.0,,,,,,2,From Kick Off,Axel Witsel,5642.0,Center Midfield,79,Belgium,782,"['0a0e7b9a-d8f7-4a86-847d-86c998f17648', 'a1a9c301-f8b5-4348-860e-6acb80eb636e']",33,,,,,,,,,,,,,,,,,Belgium,782,00:00:33.920,Pass,True
