ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,76faae7d-d24a-4909-865f-04d548a98ff4,1,,,,7537,0,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Tunisia,777,,0,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 5653, 'name': 'Mouez Hassen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 22}, {'player': {'id': 5655, 'name': 'Dylan Daniel Mahmoud Bronn'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 11}, {'player': {'id': 5656, 'name': 'Syam Ben Youssef'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 5651, 'name': 'Yassine Meriah'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 5647, 'name': 'Ali Maâloul'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 12}, {'player': {'id': 3767, 'name': 'Ellyes Joris Skhiri'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 17}, {'player': {'id': 5654, 'name': 'Fakhreddine Ben Youssef'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 8}, {'player': {'id': 5650, 'name': 'Ferjani Sassi'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 13}, {'player': {'id': 5649, 'name': 'Anice Badri'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 9}, {'player': {'id': 3557, 'name': 'Naïm Sliti'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 23}, {'player': {'id': 3196, 'name': 'Wahbi Khazri'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Tunisia,777,00:00:00.000,Starting XI,
,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,4e12aaff-de3a-4395-8222-d7ddaf004eeb,2,,,,7537,0,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Tunisia,777,,0,,,,,,,,,,,,,,,"{'formation': 352, 'lineup': [{'player': {'id': 3468, 'name': 'Jordan Pickford'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3205, 'name': 'Kyle Walker'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 3244, 'name': 'John Stones'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 5}, {'player': {'id': 3336, 'name': 'Harry Maguire'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 3532, 'name': 'Jordan Brian Henderson'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 3308, 'name': 'Kieran Trippier'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 12}, {'player': {'id': 3293, 'name': 'Jesse Lingard'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 7}, {'player': {'id': 3094, 'name': 'Bamidele Alli'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 20}, {'player': {'id': 3612, 'name': 'Ashley Young'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 18}, {'player': {'id': 3233, 'name': 'Raheem Sterling'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 10}, {'player': {'id': 10955, 'name': 'Harry Kane'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 9}]}",England,768,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,,,,,,,,,86b4ecba-df16-4832-98f7-da714d5ac496,3,,,,7537,0,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Tunisia,777,['baf8e339-e927-465b-ba18-355b85e3bf23'],0,,,,,,,,,,,,,,,,Tunisia,777,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,,,,,,,,,baf8e339-e927-465b-ba18-355b85e3bf23,4,,,,7537,0,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Tunisia,777,['86b4ecba-df16-4832-98f7-da714d5ac496'],0,,,,,,,,,,,,,,,,England,768,00:00:00.000,Half Start,
,,,,,,,,,,,,8.013,,,,,,,,,,,,,,,531e3316-da41-4827-ba31-daa89eb43350,1640,,,,7537,45,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,87,England,768,['0b255459-9eb0-46b0-9329-5cda5ae56728'],0,,,,,,,,,,,,,,,,Tunisia,777,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,,,,,,,,,0b255459-9eb0-46b0-9329-5cda5ae56728,1641,,,,7537,45,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,87,England,768,['531e3316-da41-4827-ba31-daa89eb43350'],0,,,,,,,,,,,,,,,,England,768,00:00:00.000,Half Start,
,,,,,,,,,,,,1.293,,,,,,,,,,,,,,,8aea2d39-7680-494f-9e9a-9940dbacf9f8,5,,,"[60.0, 40.0]",7537,0,,3.1415927,,,Right Foot,,,,"[39.0, 40.0]",,Ground Pass,21.0,,John Stones,3244.0,,,,,Kick Off,1,From Kick Off,Bamidele Alli,3094.0,Left Center Midfield,2,England,768,['e832edc3-0c67-47d2-9309-12b8201e00be'],5,,,,,,,,,,,,,,,,England,768,00:00:05.600,Pass,
,,,,,,,,,,,,1.6,,,,,,,,,,,,,,,ee1d8390-2fe5-43b1-871d-bd4c21355f6f,9,,,"[39.0, 40.0]",7537,0,,1.5374753,,,Right Foot,,,,"[40.0, 70.0]",,Ground Pass,30.016663,,Kyle Walker,3205.0,,,,,,1,From Kick Off,John Stones,3244.0,Center Back,2,England,768,"['638da929-ef94-468a-8b1d-b5e28eae9643', 'ea72a47c-442a-4822-a6df-db87379fe453']",8,,,,,,,,,,,,,,,,England,768,00:00:08.133,Pass,True
,,,,,,,,,,,,1.093,,,,,,,,,,,,,,,e31f3d0b-eb5b-436d-a8e1-0e476b8ae359,13,,,"[48.0, 79.0]",7537,0,,-0.7853982,,,Right Foot,,,,"[54.0, 73.0]",,Ground Pass,8.485281,,Jordan Brian Henderson,3532.0,,,,,,1,From Kick Off,Kyle Walker,3205.0,Right Center Back,2,England,768,"['1f99865e-34ff-4f01-a5de-15dda52ca3c0', 'd4d5edbc-42c9-4e32-b063-5f874db6a9b1']",12,,,,,,,,,,,,,,,,England,768,00:00:12.920,Pass,True
,,,,,,,,,,,,1.6,,,,,,,,,,,,,,,8c55810b-414a-4a0e-b08d-13e9e93f758b,15,,,"[54.0, 73.0]",7537,0,,-2.83354,,,Right Foot,,,,"[32.0, 66.0]",,Ground Pass,23.086792,,John Stones,3244.0,,,,,,1,From Kick Off,Jordan Brian Henderson,3532.0,Center Defensive Midfield,2,England,768,['9a65323a-6d6a-4734-ab8d-73fc4a3fdd61'],14,,,,,,,,,,,,,,,,England,768,00:00:14.013,Pass,
