ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,72597733-c54c-436e-b5b3-93979c5a14a4,1,,,,7533,0,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Brazil,781,,0,,,,,,,,,,,,,,,"{'formation': 4321, 'lineup': [{'player': {'id': 5547, 'name': 'Alisson Ramsés Becker'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3063, 'name': 'Danilo Luiz da Silva'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 14}, {'player': {'id': 3295, 'name': 'Thiago Emiliano da Silva'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 5551, 'name': 'João Miranda de Souza Filho'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 5552, 'name': 'Marcelo Vieira da Silva Júnior'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 12}, {'player': {'id': 5539, 'name': 'Carlos Henrique Casimiro'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 5542, 'name': 'José Paulo Bezzera Maciel Júnior'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 15}, {'player': {'id': 3501, 'name': 'Philippe Coutinho Correia'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 11}, {'player': {'id': 3472, 'name': 'Willian Borges da Silva'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 19}, {'player': {'id': 4320, 'name': 'Neymar da Silva Santos Junior'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 3202, 'name': 'Gabriel Fernando de Jesus'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Brazil,781,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,f03212ee-ef5b-47bb-aded-0643254e197b,2,,,,7533,0,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Brazil,781,,0,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 5550, 'name': 'Yann Sommer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 5541, 'name': 'Stephan Lichtsteiner'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 5537, 'name': 'Fabian Lukas Schär'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 22}, {'player': {'id': 5549, 'name': 'Manuel Obafemi Akanji'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 5544, 'name': 'Ricardo Iván Rodríguez Araya'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 13}, {'player': {'id': 5540, 'name': 'Valon Behrami'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 11}, {'player': {'id': 3500, 'name': 'Granit Xhaka'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 3533, 'name': 'Xherdan Shaqiri'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 23}, {'player': {'id': 5554, 'name': 'Blerim Džemaili'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 15}, {'player': {'id': 5548, 'name': 'Steven Zuber'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 14}, {'player': {'id': 5543, 'name': 'Haris Seferović'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Switzerland,773,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,,,,,,,,,fd3806a2-e507-4ff1-903b-280ed4dd426e,3,,,,7533,0,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Brazil,781,['a3bf0127-1e42-4f37-8614-52b7be6ed622'],0,,,,,,,,,,,,,,,,Switzerland,773,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,,,,,,,,,a3bf0127-1e42-4f37-8614-52b7be6ed622,4,,,,7533,0,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Brazil,781,['fd3806a2-e507-4ff1-903b-280ed4dd426e'],0,,,,,,,,,,,,,,,,Brazil,781,00:00:00.000,Half Start,
,,,,,,,,,,,,,,9.24,,,,,,,,,,,,,2a1de35d-fd44-4b62-ad19-9ebfb0ab9a20,2196,,,,7533,45,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,77,Switzerland,773,['956526f5-1f7a-454e-9304-9472bd415841'],0,,,,,,,,,,,,,,,,Switzerland,773,00:00:00.000,Half Start,
,,,,,,,,,,,,,,9.333,,,,,,,,,,,,,956526f5-1f7a-454e-9304-9472bd415841,2197,,,,7533,45,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,77,Switzerland,773,['2a1de35d-fd44-4b62-ad19-9ebfb0ab9a20'],0,,,,,,,,,,,,,,,,Brazil,781,00:00:00.000,Half Start,
,,,,,,,,,,,,,,1.04,,,,,,,,,,,,,fef2eb1b-5495-4b01-82b1-0f7466b47521,5,,,"[60.0, 40.0]",7533,0,,3.0860941,,,Right Foot,,,"[42.0, 41.0]",,Ground Pass,18.027756,,Carlos Henrique Casimiro,5539.0,,,,,Kick Off,1,From Kick Off,Gabriel Fernando de Jesus,3202.0,Center Forward,2,Brazil,781,['8852c297-d356-4e96-8f97-2076cd3a4849'],0,,,,,,,,,,,,,,,,Brazil,781,00:00:00.173,Pass,
,,,,,,,,,,,,,,0.679,,,,,,,,,,,,,4b2a1d6e-e7ac-4496-8635-efa889cf28cb,8,,,"[42.0, 41.0]",7533,0,,-1.3854483,,,Right Foot,,,"[45.0, 25.0]",,Ground Pass,16.27882,,Philippe Coutinho Correia,3501.0,,,,,,1,From Kick Off,Carlos Henrique Casimiro,5539.0,Center Defensive Midfield,2,Brazil,781,['54679dbb-26bd-4364-9b53-d9eac588fdf1'],2,,,,,,,,,,,,,,,,Brazil,781,00:00:02.213,Pass,
,,,,,,,,,,,,,,0.72,,,,,,,,,,,,,935dfd24-8ff6-48d0-b89f-dd9ea287a15e,12,,,"[42.0, 20.0]",7533,0,,-1.849096,,,Right Foot,,,"[38.0, 6.0]",,Ground Pass,14.56022,,Marcelo Vieira da Silva Júnior,5552.0,,,,,,1,From Kick Off,Philippe Coutinho Correia,3501.0,Left Center Midfield,2,Brazil,781,"['8169dbfe-b713-4bb1-afdc-c191ba43a80d', 'dd319c78-a506-4e76-bd22-fc04a3f8456d']",4,,,,,,,,,,,,,,,,Brazil,781,00:00:04.613,Pass,True
,,,,,,,,,,,,,,1.76,,,,,,,,,,,,,0fd89409-ebe8-4310-8881-a4f9e896397b,15,,,"[38.0, 6.0]",7533,0,,-0.033320997,,,Left Foot,,,"[68.0, 5.0]",,Ground Pass,30.016663,Incomplete,Philippe Coutinho Correia,3501.0,,,,,,1,From Kick Off,Marcelo Vieira da Silva Júnior,5552.0,Left Back,2,Brazil,781,"['df6fd38b-3d45-47ff-9f00-ffd7cfb02eb0', 'f8a6c7be-a728-4573-ab25-0cc14a8a6ff6']",6,,,,,,,,,,,,,,,,Brazil,781,00:00:06.813,Pass,
