50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_follows_dribble,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,1.44,,,,,,,,,,,,,,95745122-dac6-448f-8ec8-e1b490eba9e2,3355,,"[55.0, 33.0]",7585,102,,1.9195673,,,Left Foot,,,"[51.0, 44.0]",,Ground Pass,11.7046995,,Eric Dier,10956.0,,,,3,Regular Play,John Stones,3244.0,Center Back,172,England,768,['ebebfec3-8a7e-42ee-ad6a-45f72174c3f6'],15,,,,,,,,,,,,,,,,,,,England,768,00:12:15.573,Pass,
,,,,,,,,,,,,,1.573,,,,,,,,,,,,,,db6abdc6-a600-429e-ae67-d0d259e624cb,3358,,"[55.0, 51.0]",7585,102,,1.1309538,,,Left Foot,,,"[63.0, 68.0]",,Ground Pass,18.788294,,Kyle Walker,3205.0,,,,3,Regular Play,Eric Dier,10956.0,Left Attacking Midfield,172,England,768,['5b2240a2-ec88-4d9d-ac94-f0f40a86db54'],19,,,,,,,,,,,,,,,,,,,England,768,00:12:19.480,Pass,
,,,,,,,,,,,,,2.08,,,,,,,,,,,,,,b7b54a76-5b61-41f8-b04b-0b7dab8898e5,3371,,"[49.0, 30.0]",7585,102,,1.5019399,,,Right Foot,,,"[51.0, 59.0]",,Ground Pass,29.068884,,Santiago Arias Naranjo,5696.0,,,,3,Regular Play,Wílmar Enrique Barrios Terán,5686.0,Left Wing,174,Colombia,769,['634866e2-1c76-45ad-897f-bc183dd36446'],48,,,,,,,,,,,,,,,,,,,Colombia,769,00:12:48.640,Pass,
,,,,,,,,,,,,,1.88,,,,,,,,,,,,,,dddad3cb-41b1-468f-84fc-ab8151a3d45f,3374,,"[58.0, 57.0]",7585,102,,-2.7468016,,,Right Foot,,,"[46.0, 52.0]",,Ground Pass,13.0,,Yerry Fernando Mina González,6196.0,,,,3,Regular Play,Santiago Arias Naranjo,5696.0,Right Back,174,Colombia,769,['7ef6ccb5-2f0d-46d3-badd-02de65eb759e'],52,,,,,,,,,,,,,,,,,,,Colombia,769,00:12:52.040,Pass,
,,,,,,,,,,,,,1.08,,,,,,,,,,,,,,74ae2bff-517f-42ac-bf52-e36f61605c29,3377,,"[46.0, 52.0]",7585,102,,-1.5707964,,,Right Foot,,,"[46.0, 38.0]",,Ground Pass,14.0,,Wílmar Enrique Barrios Terán,5686.0,,,,3,Regular Play,Yerry Fernando Mina González,6196.0,Right Center Back,174,Colombia,769,['1f0e0ec1-8e55-4af3-b93c-3b3f94f8aa22'],54,,,,,,,,,,,,,,,,,,,Colombia,769,00:12:54.560,Pass,
,,,,,,,,,,,,,1.6,,,,,,,,,,,,,,a5dc35cd-5ab8-4a5d-8883-00ec4c64196c,3380,,"[46.0, 35.0]",7585,102,,-1.4410938,,,Right Foot,,,"[49.0, 12.0]",,Ground Pass,23.194826,,Davinson Sánchez Mina,3494.0,,,,3,Regular Play,Wílmar Enrique Barrios Terán,5686.0,Left Wing,174,Colombia,769,['e8fab5ea-a398-425c-85eb-8ee80660f910'],57,,,,,,,,,,,,,,,,,,,Colombia,769,00:12:57.400,Pass,
,,,,,,,,,,,,,1.133,,,,,,,,,,,,,,7eef3405-72f1-4ce2-9515-556bd4589d1d,3383,,"[49.0, 12.0]",7585,102,,-0.6202495,,,Right Foot,,,"[63.0, 2.0]",,Ground Pass,17.20465,,Andrés Mateus Uribe Villa,6193.0,,,,3,Regular Play,Davinson Sánchez Mina,3494.0,Left Center Back,174,Colombia,769,['353ae49f-a523-4808-81eb-2319bc2a7d81'],59,,,,,,,,,,,,,,,,,,,Colombia,769,00:12:59.800,Pass,
,,,,,,,,,,,,,0.84,,,,,,,,,,,,,,caaea607-2b8d-4ea5-9b35-2d597718d4b5,3386,,"[63.0, 2.0]",7585,103,,0.21109334,,,Right Foot,,,"[77.0, 5.0]",,Ground Pass,14.3178215,,Luis Fernando Muriel Fruto,6334.0,,,,3,Regular Play,Andrés Mateus Uribe Villa,6193.0,Left Center Midfield,174,Colombia,769,['af2d7fd5-881d-4175-93b0-d2f3f96f7553'],1,,,,,,,,,,,,,,,,,,,Colombia,769,00:13:01.400,Pass,
,,,,,,,,,,,,,2.08,,,,,,,,,,,,,,c807e904-c00b-497b-82da-41011ddceb99,3390,,"[79.0, 5.0]",7585,103,,-0.11065722,,,Right Foot,,,"[97.0, 3.0]",,Ground Pass,18.110771,,Johan Andrés Mojica Palacio,5691.0,,,,3,Regular Play,Luis Fernando Muriel Fruto,6334.0,Right Center Midfield,174,Colombia,769,"['25b3eb38-af41-4f15-b49c-7c3412d56ea8', '6ba0b606-e4b9-45fa-b9a8-4a255ba1a38b']",3,,,,,,,,,,,,,,,,,,,Colombia,769,00:13:03.120,Pass,True
,,,,,,,,,,,,,1.52,,,,,,,,,,,,,,042a5af5-5013-46f5-ba31-59f36c20a33c,3393,,"[97.0, 3.0]",7585,103,,1.2571757,7a2637af-3c04-4f42-865e-9cb318c83b05,,Left Foot,True,,"[109.0, 40.0]",,High Pass,38.8973,,Radamel Falcao García Zárate,3445.0,True,,,3,Regular Play,Johan Andrés Mojica Palacio,5691.0,Left Back,174,Colombia,769,['7c6d13da-f49f-410a-9292-c422b9cfc56e'],5,,,,,,,,,,,,,,,,,,,Colombia,769,00:13:05.240,Pass,
,,,,,,,,,,,,,1.173,,,,,,,,,,,,,,042f7410-946f-4265-bc6f-fffc818964b0,3399,,"[21.0, 60.0]",7585,103,,-0.08314123,,,Right Foot,,,"[33.0, 59.0]",,Ground Pass,12.0415945,,Eric Dier,10956.0,,,,3,Regular Play,Kyle Walker,3205.0,Right Center Back,175,England,768,['4c778b8e-7238-45d2-a1d3-780e29cbf83c'],34,,,,,,,,,,,,,,,,,,,England,768,00:13:34.320,Pass,
,,,,,,,,,,,,,1.28,,,,,,,,,,,,,,c113bda2-77c9-49bd-bdd9-364f55b530d9,3401,,"[32.0, 60.0]",7585,103,,3.1415927,,,Right Foot,,,"[20.0, 60.0]",,Ground Pass,12.0,,Kyle Walker,3205.0,,,,3,Regular Play,Eric Dier,10956.0,Left Attacking Midfield,175,England,768,['80c525cb-8807-4b9b-a7c1-9e8aba78e416'],35,,,,,,,,,,,,,,,,,,,England,768,00:13:35.493,Pass,
,,,,,,,,,,,,,0.76,,,,,,,,,,,,,,9a1542df-27e3-467f-86b3-ef7810ec916c,3404,,"[21.0, 61.0]",7585,103,,-0.32175055,,,Right Foot,,,"[36.0, 56.0]",,Ground Pass,15.811388,,Eric Dier,10956.0,,,,3,Regular Play,Kyle Walker,3205.0,Right Center Back,175,England,768,['dc62c251-fa1b-4ce9-b22c-5db8868f378f'],39,,,,,,,,,,,,,,,,,,,England,768,00:13:39.400,Pass,
,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,5e5d9bb4-44c6-4f40-96dc-dc8410e92921,3406,,"[36.0, 57.0]",7585,103,,-2.2142975,,,Right Foot,,,"[24.0, 41.0]",,Ground Pass,20.0,,John Stones,3244.0,,,,3,Regular Play,Eric Dier,10956.0,Left Attacking Midfield,175,England,768,['89078b4b-55a1-44ac-8382-ff5fe2769785'],40,,,,,,,,,,,,,,,,,,,England,768,00:13:40.160,Pass,
,,,,,,,,,,,,,1.92,,,,,,,,,,,,,,9663aa56-10f8-4af9-ab3c-13d6caedcc1a,3409,,"[29.0, 34.0]",7585,103,,-0.94200003,,,Right Foot,,,"[53.0, 1.0]",,Ground Pass,40.804413,Out,Danny Rose,3594.0,,,,3,Regular Play,John Stones,3244.0,Center Back,175,England,768,['d641ab61-a2bc-4753-9ea3-ffe0a8664674'],43,,,,,,,,,,,,,,,,,,,England,768,00:13:43.480,Pass,
,,,,,,,,,,,,,2.44,,,,,,,,,,,,,,656b8d90-33d3-4986-9e71-19a3e484ff3f,3411,,"[64.0, 79.0]",7585,103,,-2.6940727,,,,,,"[39.0, 67.0]",,Low Pass,27.730848,,Yerry Fernando Mina González,6196.0,,,Throw-in,3,From Throw In,Juan Guillermo Cuadrado Bello,5689.0,Right Wing,176,Colombia,769,['1bfbf55b-dd2c-400a-883b-1d1db055ac50'],56,,,,,,,,,,,,,,,,,,,Colombia,769,00:13:56.800,Pass,
,,,,,,,,,,,,,2.4,,,,,,,,,,,,,,481674f9-9fa5-435c-95ef-438a9e373262,3414,,"[38.0, 63.0]",7585,104,,-1.4016951,,,Left Foot,,,"[45.0, 22.0]",,Ground Pass,41.59327,,Davinson Sánchez Mina,3494.0,,True,,3,From Throw In,Yerry Fernando Mina González,6196.0,Right Center Back,176,Colombia,769,['0879bb38-bcdf-4837-8517-703eb901251a'],0,,,,,,,,,,,,,,,,,,,Colombia,769,00:14:00.800,Pass,
,,,,,,,,,,,,,1.2,,,,,,,,,,,,,,86d96513-84eb-4e6b-a669-6d624ed2cf56,3417,,"[52.0, 18.0]",7585,104,,-1.3101939,,,Right Foot,,,"[56.0, 3.0]",,Ground Pass,15.524175,,Andrés Mateus Uribe Villa,6193.0,,,,3,From Throw In,Davinson Sánchez Mina,3494.0,Left Center Back,176,Colombia,769,['879eb693-1e94-442d-9c35-dd7d5fa78f1c'],4,,,,,,,,,,,,,,,,,,,Colombia,769,00:14:04.760,Pass,
,,,,,,,,,,,,,1.84,,,,,,,,,,,,,,d34e8cf4-2185-470c-ba8c-d75ccb939865,3420,,"[54.0, 10.0]",7585,104,,1.9018924,,,Right Foot,,,"[43.0, 42.0]",,Ground Pass,33.83785,,Yerry Fernando Mina González,6196.0,,,,3,From Throw In,Andrés Mateus Uribe Villa,6193.0,Left Center Midfield,176,Colombia,769,['6e9d36c5-5d67-4cc3-8a73-8b041c310461'],7,,,,,,,,,,,,,,,,,,,Colombia,769,00:14:07.960,Pass,
,,,,,,,,,,,,,1.4,,,,,,,,,,,,,,3ea55455-da8b-42ca-9a1b-055a672a00e5,3423,,"[44.0, 45.0]",7585,104,,0.9272952,,,Right Foot,,,"[56.0, 61.0]",,Ground Pass,20.0,,Juan Guillermo Cuadrado Bello,5689.0,,,,3,From Throw In,Yerry Fernando Mina González,6196.0,Right Center Back,176,Colombia,769,['891e7c79-b8af-4c5d-bbb1-8d01715432a8'],11,,,,,,,,,,,,,,,,,,,Colombia,769,00:14:11.200,Pass,
,,,,,,,,,,,,,1.893,,,,,,,,,,,,,,9ec36a68-1b46-417b-843a-4b72d1328eeb,3426,,"[55.0, 61.0]",7585,104,,-1.610775,,,Left Foot,,,"[54.0, 36.0]",,Low Pass,25.019993,,Davinson Sánchez Mina,3494.0,,,,3,From Throw In,Juan Guillermo Cuadrado Bello,5689.0,Right Wing,176,Colombia,769,['09fb7257-71a1-4689-beef-b8b2e3bd46d3'],15,,,,,,,,,,,,,,,,,,,Colombia,769,00:14:15.200,Pass,
,,,,,,,,,,,,,1.053,,,,,,,,,,,,,,f3e050cb-c512-4818-affb-e2c02f0f41b4,3430,,"[63.0, 29.0]",7585,104,,0.67474097,,,Left Foot,,,"[78.0, 41.0]",,Ground Pass,19.209373,,Radamel Falcao García Zárate,3445.0,,,,3,From Throw In,Davinson Sánchez Mina,3494.0,Left Center Back,176,Colombia,769,"['5634a767-0f4a-467f-8d9f-857ee8011943', 'b4e3e245-f067-4511-9d36-5f5ce1fd3236']",19,,,,,,,,,,,,,,,,,,,Colombia,769,00:14:19.440,Pass,True
,,,,,,,,,,,,,1.76,,,,,,,,,,,,,,35ab9847-5236-4560-9dd6-3555179bc95c,3434,,"[73.0, 41.0]",7585,104,,3.1415927,,,Right Foot,,,"[56.0, 41.0]",,Ground Pass,17.0,,Wílmar Enrique Barrios Terán,5686.0,,,,3,From Throw In,Radamel Falcao García Zárate,3445.0,Right Center Forward,176,Colombia,769,"['2e56f4f6-62f8-4339-a721-99fc6046c908', '9f2dbe04-88c6-4c3d-bb3a-9dcefe453fa3']",22,,,,,,,,,,,,,,,,,,,Colombia,769,00:14:22.760,Pass,True
,,,,,,,,,,,,,0.92,,,,,,,,,,,,,,15a310d8-a914-47a6-9462-2e3eab768bc9,3438,,"[57.0, 46.0]",7585,104,,1.0191413,,,Right Foot,,,"[65.0, 59.0]",,Ground Pass,15.264338,,Juan Guillermo Cuadrado Bello,5689.0,,,,3,From Throw In,Wílmar Enrique Barrios Terán,5686.0,Left Wing,176,Colombia,769,['f8c1d7c5-ef84-416f-bf99-fed2f5d844b0'],25,,,,,,,,,,,,,,,,,,,Colombia,769,00:14:25.520,Pass,
,,,,,,,,,,,,,2.2,,,,,,,,,,,,,,0e975b04-6556-4740-a331-5f4af77a24f7,3441,,"[65.0, 59.0]",7585,104,,-1.6078165,,,Right Foot,,,"[63.0, 5.0]",,High Pass,54.037025,,Andrés Mateus Uribe Villa,6193.0,,True,,3,From Throw In,Juan Guillermo Cuadrado Bello,5689.0,Right Wing,176,Colombia,769,['104181e9-329b-4373-a9ef-286ee80c5731'],28,,,,,,,,,,,,,,,,,,,Colombia,769,00:14:28.320,Pass,
,,,,,,,,,,,,,1.013,,,,,,,,,,,,,,5873d688-94aa-4b70-a61c-e7a6f4108980,3444,,"[60.0, 22.0]",7585,104,,-0.33929262,,,Right Foot,,,"[77.0, 16.0]",,Ground Pass,18.027756,,Luis Fernando Muriel Fruto,6334.0,,,,3,From Throw In,Andrés Mateus Uribe Villa,6193.0,Left Center Midfield,176,Colombia,769,['ac0129f9-89f3-478d-a9b2-012a7e5e9ce7'],34,,,,,,,,,,,,,,,,,,,Colombia,769,00:14:34.160,Pass,
,,,,,,,,,,,,,0.693,,,,,,,,,,,,,,6a3b76ba-972e-4245-ae1c-c7b3e01d4b77,3447,,"[83.0, 16.0]",7585,104,,0.2914568,,,Right Foot,,,"[93.0, 19.0]",,Ground Pass,10.440307,,Carlos Arturo Bacca Ahumada,5688.0,,,,3,From Throw In,Luis Fernando Muriel Fruto,6334.0,Right Center Midfield,176,Colombia,769,['616c341d-553f-403f-aade-84f702a65e33'],36,,,,,,,,,,,,,,,,,,,Colombia,769,00:14:36.960,Pass,
,,,,,,,,,,,,,1.013,,,,,,,,,,,,,,d41a7783-0e64-4ced-8bcc-ab0658573af0,3450,,"[92.0, 23.0]",7585,104,,1.3134726,,,Right Foot,,,"[97.0, 42.0]",,Ground Pass,19.646883,,Radamel Falcao García Zárate,3445.0,,,,3,From Throw In,Carlos Arturo Bacca Ahumada,5688.0,Left Center Forward,176,Colombia,769,['4afa942c-8a7e-43ac-a14b-12e061f90173'],38,,,,,,,,,,,,,,,,,,,Colombia,769,00:14:38.640,Pass,
,,,,,,,,,,,,,2.293,,,,,,,,,,,,,,46b21025-0b2c-442d-968b-44c1532c5de9,3454,,"[94.0, 41.0]",7585,104,,-1.2160907,,,Left Foot,,,"[104.0, 14.0]",,High Pass,28.79236,,Johan Andrés Mojica Palacio,5691.0,,,,3,From Throw In,Radamel Falcao García Zárate,3445.0,Right Center Forward,176,Colombia,769,['634022be-f83d-4a2b-a4b4-a0818f6aa666'],41,,,,,,,,,,,,,,,,,,,Colombia,769,00:14:41.480,Pass,
,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,f2c51a79-0c12-42b1-a438-e094b1e082d7,3457,,"[111.0, 14.0]",7585,104,,1.3690339,,,Left Foot,True,,"[120.0, 58.0]",,High Pass,44.911022,Out,,,,True,,3,From Throw In,Johan Andrés Mojica Palacio,5691.0,Left Back,176,Colombia,769,,46,,,,,,,,,,,,,,,,,,,Colombia,769,00:14:46.200,Pass,
,,,,,,,,,,,,,1.453,,,,,,,,,,,,,,843c690e-0b1d-496d-b31f-f355a32ee0aa,3459,,"[33.0, 67.0]",7585,105,,-0.49394137,,,Right Foot,,,"[46.0, 60.0]",,Ground Pass,14.764823,,Harry Maguire,3336.0,,,,3,Regular Play,Kyle Walker,3205.0,Right Center Back,177,England,768,['1beac946-0c40-4037-b9fb-6f8664077cb8'],9,,,,,,,,,,,,,,,,,,,England,768,00:15:09.160,Pass,
,,,,,,,,,,,,,3.293,,,,,,,,,,,,,,76f9c5ac-e4c5-4b75-8926-99f1c4c6ffa7,3462,,"[52.0, 57.0]",7585,105,,-0.8938815,,,Right Foot,,,"[97.0, 1.0]",,High Pass,71.8401,Out,Danny Rose,3594.0,,True,,3,Regular Play,Harry Maguire,3336.0,Left Center Back,177,England,768,['2e0fce4f-b3a1-45e2-9d11-d99856931394'],12,,,,,,,,,,,,,,,,,,,England,768,00:15:12.320,Pass,
,,,,,,,,,,,,,1.8,,,,,,,,,,,,,,8d26d3b8-d62f-4096-9eff-c5e43e884adf,3464,,"[45.0, 80.0]",7585,105,,-0.30970293,,,,,,"[70.0, 72.0]",,High Pass,26.24881,,Carlos Arturo Bacca Ahumada,5688.0,,,Throw-in,3,From Throw In,Santiago Arias Naranjo,5696.0,Right Back,178,Colombia,769,['2896019e-be7d-4739-bdde-5eb61e22abf0'],35,,,,,,,,,,,,,,,,,,,Colombia,769,00:15:35.960,Pass,
,,,,,,,,,,,,,2.2,,,,,,,,,,,,,,5617f362-0616-48c6-b5cd-e7e4b040292f,3466,,"[70.0, 73.0]",7585,105,,-1.2827408,,,Head,,,"[78.0, 46.0]",,High Pass,28.160255,Incomplete,,,,,,3,From Throw In,Carlos Arturo Bacca Ahumada,5688.0,Left Center Forward,178,Colombia,769,['11fef899-8736-4df7-9e47-8dd075cca626'],37,,,,,,,,,,,,,,,,,,,Colombia,769,00:15:37.760,Pass,
,,,,,,,,,,,,,0.653,,,,,,,,,,,,,,07aaef9c-e99f-424f-aba0-a32b9c412428,3470,,"[32.0, 40.0]",7585,105,,1.735945,,,Right Foot,,,"[30.0, 52.0]",,Ground Pass,12.165525,,Kieran Trippier,3308.0,,,,3,Regular Play,Kyle Walker,3205.0,Right Center Back,179,England,768,['10e87868-dfa4-4d4c-b135-7ec5149289ca'],41,,,,,,,,,,,,,,,,,,,England,768,00:15:41.440,Pass,
,,,,,,,,,,,,,2.96,,,,,,,,,,,,,,faf97af3-6421-429c-b6bd-9ce4e3fcd98a,3476,,"[27.0, 78.0]",7585,106,,-0.25209597,,,Left Foot,,,"[93.0, 61.0]",,High Pass,68.154236,,Harry Kane,10955.0,,,Free Kick,3,From Free Kick,Jordan Pickford,3468.0,Goalkeeper,180,England,768,['10c2618f-0af0-40f7-932f-b708b4f33065'],18,,,,,,,,,,,,,,,,,,,England,768,00:16:18.720,Pass,
,,,,,,,,,,,,,1.4,,,,,,,,,,,,,,c09960c8-063a-4035-b82a-42238871c8a8,3478,,"[93.0, 63.0]",7585,106,,-0.39479113,,,Head,,,"[105.0, 58.0]",,High Pass,13.0,,Jamie Vardy,10960.0,,,,3,From Free Kick,Harry Kane,10955.0,Left Center Forward,180,England,768,['86631e1e-5e0f-4bfe-893b-9fc072f31afe'],21,,,,,,,,,,,,,,,,,,,England,768,00:16:21.680,Pass,
,,,,,,,,,,,,,1.813,,,,,,,,,,,,,,2c08c628-3997-470d-96e3-9843c07a9461,3481,,"[104.0, 60.0]",7585,106,True,0.0,,,,,,"[120.0, 60.0]",,High Pass,16.0,Out,,,,,,3,From Free Kick,Jamie Vardy,10960.0,Right Center Forward,180,England,768,['94ed7233-f321-48a6-980a-dbd434f8e0ae'],23,,,,,,,,,,,,,,,,,,,England,768,00:16:23.080,Pass,True
,,,,,,,,,,,,,0.053,,,,,,,,,,,,,,f3d7f4d0-5743-47ef-8f93-ccc33d66269a,3486,,"[61.0, 40.0]",7585,105,,-2.953371,,,Right Foot,,,"[40.0, 36.0]",,Ground Pass,21.377558,,John Stones,3244.0,,,Kick Off,4,From Kick Off,Jesse Lingard,3293.0,Right Attacking Midfield,181,England,768,['11b8bd94-ed0c-4a1b-a6e4-23d56bb53641'],2,,,,,,,,,,,,,,,,,,,England,768,00:00:02.840,Pass,
,,,,,,,,,,,,,3.28,,,,,,,,,,,,,,dc53cab4-36dd-472c-ad1b-adbf5bb4878e,3489,,"[42.0, 40.0]",7585,105,,0.28805545,,,Right Foot,,,"[96.0, 56.0]",,High Pass,56.32051,Incomplete,Harry Kane,10955.0,,,,4,From Kick Off,John Stones,3244.0,Center Back,181,England,768,"['3e4f257c-f196-4f5b-b010-f96e44b903c7', '4db90f57-c338-4a4d-a589-c7da1a52361f']",4,,,,,,,,,,,,,,,,,,,England,768,00:00:04.480,Pass,
,,,,,,,,,,,,,1.84,,,,,,,,,,,,,,4db90f57-c338-4a4d-a589-c7da1a52361f,3491,,"[25.0, 31.0]",7585,105,True,1.7126933,,,,,,"[24.0, 38.0]",,Low Pass,7.071068,Incomplete,,,,,Recovery,4,From Kick Off,Davinson Sánchez Mina,3494.0,Left Center Back,181,England,768,"['47d293c9-369b-42b4-85bc-44a869c7d429', '887073f5-e682-43a0-b1a2-a40b8697c5f8', 'dc53cab4-36dd-472c-ad1b-adbf5bb4878e']",7,,,,,,,,,,,,,,,,,,,Colombia,769,00:00:07.760,Pass,True
,,,,,,,,,,,,,0.56,,,,,,,,,,,,,,18a9b76f-4f01-49e3-9fd8-3efa69699243,3499,,"[93.0, 31.0]",7585,105,,1.1071488,,,Right Foot,,,"[98.0, 41.0]",,Ground Pass,11.18034,Incomplete,Jesse Lingard,3293.0,,,Recovery,4,From Kick Off,Jordan Brian Henderson,3532.0,Center Defensive Midfield,181,England,768,"['356f9bdb-2a7c-4bd9-b9ba-df9edc929d6d', '789a50b6-2993-4645-8b52-43fed45ce3c5']",10,,,,,,,,,,,,,,,,,,,England,768,00:00:10.680,Pass,
,,,,,,,,,,,,,1.32,,,,,,,,,,,,,,2f96d3c1-c157-469a-b5f6-0dfe75d3c82a,3502,,"[95.0, 36.0]",7585,105,,0.5880026,,,Left Foot,,,"[107.0, 44.0]",,Low Pass,14.422205,Pass Offside,Jamie Vardy,10960.0,,,Recovery,4,From Kick Off,Jordan Brian Henderson,3532.0,Center Defensive Midfield,181,England,768,['991f644d-f5f4-4ade-8016-96c71ff08281'],11,,,,,,,,,,,,,,,,,,,England,768,00:00:11.600,Pass,
,,,,,,,,,,,,,3.24,,,,,,,,,,,,,,0615e43a-fcc2-4c23-8484-3b0e492b6893,3504,,"[16.0, 29.0]",7585,105,,-0.26916748,,,Right Foot,,,"[74.0, 13.0]",,High Pass,60.166435,,Johan Andrés Mojica Palacio,5691.0,,,Free Kick,4,From Free Kick,David Ospina Ramírez,4276.0,Goalkeeper,182,Colombia,769,['a5794bc4-02e3-43ad-9f3b-1ff5112be5c3'],40,,,,,,,,,,,,,,,,,,,Colombia,769,00:00:40.760,Pass,
,,,,,,,,,,,,,1.44,,,,,,,,,,,,,,97ee62d3-d2be-49d6-aa1d-da7062f5e3dc,3506,,"[74.0, 13.0]",7585,105,,0.30587888,,,Head,,,"[93.0, 19.0]",,High Pass,19.924858,Incomplete,,,,,,4,From Free Kick,Johan Andrés Mojica Palacio,5691.0,Left Back,182,Colombia,769,['4dd74c6a-fc25-4ecb-b784-19074819c0f8'],44,,,,,,,,,,,,,,,,,,,Colombia,769,00:00:44.000,Pass,
,,,,,,,,,,,,,1.24,,,,,,,,,,,,,,c1183641-87c3-4578-911a-a5784a3fc62b,3510,,"[25.0, 67.0]",7585,105,,0.0,,,Right Foot,,,"[54.0, 67.0]",,High Pass,29.0,Incomplete,Harry Kane,10955.0,,,,4,From Free Kick,Kyle Walker,3205.0,Right Center Back,182,Colombia,769,"['390e1d20-a579-455b-a5d2-890c714f2b73', '48bfd783-7eff-4b6e-835e-0d767d99acde']",46,,,,,,,,,,,,,,,,,,,England,768,00:00:46.760,Pass,
,,,,,,,,,,,,,0.76,,,,,,,,,,,,,,b7298da1-cbf5-4b52-bae2-403d3b8d388a,3514,,"[70.0, 14.0]",7585,105,,-0.5667292,,,Right Foot,,,"[81.0, 7.0]",,Ground Pass,13.038404,Incomplete,Johan Andrés Mojica Palacio,5691.0,,,,4,From Free Kick,Andrés Mateus Uribe Villa,6193.0,Left Center Midfield,182,Colombia,769,"['c8841b90-8d83-4fdb-9b99-ba2b3fb5d1dc', 'dff5dfbd-7cfe-4b22-92ef-7e19b9df5025']",49,,,,,,,,,,,,,,,,,,,Colombia,769,00:00:49.000,Pass,
,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,d2dda07c-c4f9-4b94-af31-854faea7f200,3522,,"[72.0, 10.0]",7585,105,,0.26625204,,,Right Foot,,,"[83.0, 13.0]",,Ground Pass,11.401754,,Luis Fernando Muriel Fruto,6334.0,,,,4,From Free Kick,Andrés Mateus Uribe Villa,6193.0,Left Center Midfield,182,Colombia,769,['37434f6e-7cba-47db-b77b-3cb644691132'],52,,,,,,,,,,,,,,,,,,,Colombia,769,00:00:52.200,Pass,
,,,,,,,,,,,,,1.4,,,,,,,,,,,,,,e9f8d920-0cb2-42a7-9413-c8da81041aac,3526,,"[85.0, 13.0]",7585,105,,-0.87605804,,,Right Foot,,,"[95.0, 1.0]",,Ground Pass,15.6205,Out,Johan Andrés Mojica Palacio,5691.0,,,,4,From Free Kick,Luis Fernando Muriel Fruto,6334.0,Right Center Midfield,182,Colombia,769,"['0208a660-f24d-4dfc-9910-5dd2df1ca29a', '156a1464-6e51-4d2b-a75b-f053235bc13a']",53,,,,,,,,,,,,,,,,,,,Colombia,769,00:00:53.400,Pass,True
,,,,,,,,,,,,,0.933,,,,,,,,,,,,,,6ee35358-a946-4ad4-a111-0d25e58733a9,3528,,"[27.0, 80.0]",7585,106,,-1.152572,,,,,,"[31.0, 71.0]",,High Pass,9.848858,,John Stones,3244.0,,,Throw-in,4,From Throw In,Kieran Trippier,3308.0,Right Midfield,183,England,768,['c0abcd53-d071-4c2c-8689-df4bc5f1f6a1'],7,,,,,,,,,,,,,,,,,,,England,768,00:01:07.120,Pass,
,,,,,,,,,,,,,0.893,,,,,,,,,,,,,,746dfa5f-bbf0-4e03-b835-14edf9d5a3f3,3532,,"[32.0, 68.0]",7585,106,,2.070143,,,Right Foot,,,"[26.0, 79.0]",,Low Pass,12.529964,Out,Kieran Trippier,3308.0,,,,4,From Throw In,John Stones,3244.0,Center Back,183,England,768,['38076325-1794-427c-b8ff-dfbb57137434'],8,,,,,,,,,,,,,,,,,,,England,768,00:01:08.520,Pass,
,,,,,,,,,,,,,0.84,,,,,,,,,,,,,,57e42e8c-a527-4bdc-bff8-e51b3016c6ab,3534,,"[95.0, 1.0]",7585,106,,1.815775,,,,,,"[93.0, 9.0]",,Low Pass,8.246211,,Andrés Mateus Uribe Villa,6193.0,,,Throw-in,4,From Throw In,Johan Andrés Mojica Palacio,5691.0,Left Back,184,Colombia,769,['5ee2221b-23a6-4766-b1a6-89dd30d3e3a2'],27,,,,,,,,,,,,,,,,,,,Colombia,769,00:01:27.960,Pass,
