50_50,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,1.52,,,,,,,,,,,61ee3516-a7af-4c57-bde9-190ab8e600c7,2489,,"[99.0, 38.0]",7572,61,True,-0.4636476,,,,,,,"[101.0, 37.0]",,High Pass,2.236068,Incomplete,,,,,Recovery,2,From Throw In,Gaku Shibasaki,5693.0,Right Center Midfield,116,Japan,778,"['0d64a332-6a9d-42f2-83ca-1ec58140d79c', '69d08e26-e777-4641-982b-6b8fb6389e66']",47,,,,,,,,,,,,,,,,,Japan,778,00:16:47.840,Pass,True
,,,,,,,,,,,2.013,,,,,,,,,,,69d08e26-e777-4641-982b-6b8fb6389e66,2490,,"[20.0, 44.0]",7572,61,,0.30805278,,,Head,,,,"[42.0, 51.0]",,High Pass,23.086792,Incomplete,Piotr Zieliński,5660.0,,,Recovery,2,From Throw In,Kamil Glik,3034.0,Right Center Back,116,Japan,778,"['30476672-bd8f-4897-8ddd-2f199c2e9f06', '61ee3516-a7af-4c57-bde9-190ab8e600c7', 'd5323f23-99f3-4914-b86a-b0b0e0af07d4']",49,,,,,,,,,,,,,,,,,Poland,789,00:16:49.360,Pass,
,,,,,,,,,,,2.44,,,,,,,,,,,41ad2221-9911-491b-b24e-c9e0512cfec8,2495,,"[74.0, 35.0]",7572,61,,1.9416876,,,Right Foot,,,,"[67.0, 53.0]",,Ground Pass,19.313208,,Hiroki Sakai,3530.0,,,,2,From Throw In,Hotaru Yamaguchi,5694.0,Left Center Midfield,116,Japan,778,"['327572e8-478a-4267-926d-ddc06bc826a8', 'f2077f6c-a537-4d90-a063-69b9774f32e3']",52,,,,,,,,,,,,,,,,,Japan,778,00:16:52.560,Pass,True
,,,,,,,,,,,1.853,,,,,,,,,,,597e97a2-e88b-4d3b-b5c5-c24e274aba0a,2498,,"[67.0, 53.0]",7572,61,,0.48447794,,,Right Foot,,,,"[86.0, 63.0]",,Ground Pass,21.470911,,Gotoku Sakai,6339.0,,,,2,From Throw In,Hiroki Sakai,3530.0,Right Back,116,Japan,778,"['9448987a-bc7f-4d87-854f-21cf620f82a7', 'dca1833a-caf8-4367-a916-840c53bd44a7']",55,,,,,,,,,,,,,,,,,Japan,778,00:16:55.000,Pass,True
,,,,,,,,,,,1.013,,,,,,,,,,,ad956723-efe0-44cb-84a1-9fa92173732b,2501,,"[83.0, 73.0]",7572,61,,2.782822,,,Left Foot,,,,"[75.0, 76.0]",,Ground Pass,8.5440035,,Hiroki Sakai,3530.0,,,,2,From Throw In,Gotoku Sakai,6339.0,Right Midfield,116,Japan,778,['a000d910-4a13-4a39-bd58-7eb685c48632'],58,,,,,,,,,,,,,,,,,Japan,778,00:16:58.160,Pass,
,,,,,,,,,,,1.133,,,,,,,,,,,8a010899-8728-4dd4-bc0c-b209f8128196,2504,,"[74.0, 75.0]",7572,62,,-1.1659045,,,Right Foot,,,,"[77.0, 68.0]",,Ground Pass,7.615773,,Hotaru Yamaguchi,5694.0,,,,2,From Throw In,Hiroki Sakai,3530.0,Right Back,116,Japan,778,['9633895e-dff8-4e1d-b580-7e1cfe087d26'],0,,,,,,,,,,,,,,,,,Japan,778,00:17:00.800,Pass,
,,,,,,,,,,,0.8,,,,,,,,,,,f50d3f95-cd31-4667-b83c-f1c266396ebd,2507,,"[76.0, 68.0]",7572,62,,2.077895,,,Right Foot,,,,"[71.0, 77.0]",,Ground Pass,10.29563,,Hiroki Sakai,3530.0,,,,2,From Throw In,Hotaru Yamaguchi,5694.0,Left Center Midfield,116,Japan,778,"['00a4c0aa-e9b6-453e-80ee-8b649dd0734e', '9e64b22b-2846-40b7-924b-5992e4d54410']",1,,,,,,,,,,,,,,,,,Japan,778,00:17:01.933,Pass,True
,,,,,,,,,,,0.16,,,,,,,,,,,fbb0c1ed-ae0b-4dac-b6d5-eedb35e7e87e,2510,,"[71.0, 76.0]",7572,62,,0.32175055,,,Right Foot,,,,"[74.0, 77.0]",,Ground Pass,3.1622777,Incomplete,,,,,,2,From Throw In,Hiroki Sakai,3530.0,Right Back,116,Japan,778,"['00a4c0aa-e9b6-453e-80ee-8b649dd0734e', 'b4da05de-e001-4941-bcbd-b5bfd0511738']",3,,,,,,,,,,,,,,,,,Japan,778,00:17:03.640,Pass,True
,,,,,,,,,,,2.133,,,,,,,,,,,46368cbb-ba8b-40e6-b473-e1ec25a20685,2514,,"[57.0, 77.0]",7572,62,,-2.4558632,,,Right Foot,,,,"[46.0, 68.0]",,Ground Pass,14.21267,,Maya Yoshida,3300.0,,,,2,From Throw In,Hiroki Sakai,3530.0,Right Back,116,Japan,778,['49114812-3784-4af0-8754-5d0e8f7fa8e5'],8,,,,,,,,,,,,,,,,,Japan,778,00:17:08.680,Pass,
,,,,,,,,,,,0.92,,,,,,,,,,,8e16de62-dc4d-4075-b738-a95357c415cd,2517,,"[49.0, 59.0]",7572,62,,-0.21866895,,,Right Foot,,,,"[58.0, 57.0]",,Ground Pass,9.219544,,Gaku Shibasaki,5693.0,,,,2,From Throw In,Maya Yoshida,3300.0,Right Center Back,116,Japan,778,['3eea1286-c802-4495-83ce-29d6431e0da3'],11,,,,,,,,,,,,,,,,,Japan,778,00:17:11.320,Pass,
,,,,,,,,,,,1.293,,,,,,,,,,,110a0c3a-5904-43c5-a812-ca96f689b357,2519,,"[57.0, 55.0]",7572,62,,3.1415927,,,Left Foot,,,,"[47.0, 55.0]",,Ground Pass,10.0,,Maya Yoshida,3300.0,,,,2,From Throw In,Gaku Shibasaki,5693.0,Right Center Midfield,116,Japan,778,['c1fe8fbe-6edb-4fff-863d-db530a32c92f'],12,,,,,,,,,,,,,,,,,Japan,778,00:17:12.240,Pass,
,,,,,,,,,,,2.84,,,,,,,,,,,b4ea3e49-c447-4a69-a1a4-e3716baa3932,2521,,"[46.0, 53.0]",7572,62,,-1.3439975,,,Right Foot,,,,"[52.0, 27.0]",,Ground Pass,26.683329,,Tomoaki Makino,6338.0,,,,2,From Throw In,Maya Yoshida,3300.0,Right Center Back,116,Japan,778,['733c2108-b4bc-48cf-9d89-f6b267bc222f'],13,,,,,,,,,,,,,,,,,Japan,778,00:17:13.533,Pass,
,,,,,,,,,,,0.92,,,,,,,,,,,6138df7c-c20d-453c-928f-732b260c1950,2524,,"[56.0, 27.0]",7572,62,,-0.21866895,,,Right Foot,,,,"[65.0, 25.0]",,Ground Pass,9.219544,,Takashi Usami,6191.0,,,,2,From Throw In,Tomoaki Makino,6338.0,Left Center Back,116,Japan,778,['b0488737-185f-4289-9f41-f3ef06a71bb9'],17,,,,,,,,,,,,,,,,,Japan,778,00:17:17.440,Pass,
,,,,,,,,,,,1.013,,,,,,,,,,,c8caf146-f129-4d73-b33d-259a6863cdae,2526,,"[63.0, 27.0]",7572,62,,2.9996955,,,Right Foot,,,,"[56.0, 28.0]",,Ground Pass,7.071068,,Tomoaki Makino,6338.0,,,,2,From Throw In,Takashi Usami,6191.0,Left Midfield,116,Japan,778,['a18ecd2c-f652-455e-b282-2cace3645a58'],18,,,,,,,,,,,,,,,,,Japan,778,00:17:18.360,Pass,
,,,,,,,,,,,1.053,,,,,,,,,,,51545cd6-bc2c-4635-b787-847a0581f30d,2529,,"[55.0, 27.0]",7572,62,,-0.27829966,,,Right Foot,,,,"[62.0, 25.0]",,Ground Pass,7.28011,,Takashi Usami,6191.0,,,,2,From Throw In,Tomoaki Makino,6338.0,Left Center Back,116,Japan,778,['ffd80ed9-ffa4-46ed-a9dd-76ccee4e031e'],20,,,,,,,,,,,,,,,,,Japan,778,00:17:20.120,Pass,
,,,,,,,,,,,2.053,,,,,,,,,,,cd3973ef-2de7-4d0e-a6bb-a94a59851a09,2532,,"[57.0, 25.0]",7572,62,,2.3561945,,,Right Foot,,,,"[54.0, 28.0]",,Ground Pass,4.2426405,,Tomoaki Makino,6338.0,,,,2,From Throw In,Takashi Usami,6191.0,Left Midfield,116,Japan,778,['d4ac4ae4-f5a8-4edd-8651-c188cfab1e42'],22,,,,,,,,,,,,,,,,,Japan,778,00:17:22.800,Pass,
,,,,,,,,,,,1.16,,,,,,,,,,,9fbba8aa-4b33-47f7-832a-f50ca66380fd,2535,,"[55.0, 34.0]",7572,62,,1.6295521,,,Left Foot,,,,"[54.0, 51.0]",,Ground Pass,17.029387,,Maya Yoshida,3300.0,,,,2,From Throw In,Tomoaki Makino,6338.0,Left Center Back,116,Japan,778,['2f0c5f2b-0995-4ba7-9420-c7ed3bb679bc'],26,,,,,,,,,,,,,,,,,Japan,778,00:17:26.693,Pass,
,,,,,,,,,,,1.453,,,,,,,,,,,8f6a97dc-6bc8-43c5-b33f-36402704647a,2538,,"[54.0, 53.0]",7572,62,,0.06241881,,,Right Foot,,,,"[86.0, 55.0]",,Ground Pass,32.06244,,Yoshinori Muto,6337.0,,,,2,From Throw In,Maya Yoshida,3300.0,Right Center Back,116,Japan,778,['5b69ae57-64b2-47dd-9799-96a67d5f847c'],29,,,,,,,,,,,,,,,,,Japan,778,00:17:29.240,Pass,
,,,,,,,,,,,0.773,,,,,,,,,,,9e844f65-8723-433b-92c4-fa9d588f970e,2542,,"[85.0, 56.0]",7572,62,,-1.2924967,,,Right Foot,,,,"[87.0, 49.0]",,Ground Pass,7.28011,,Yūya Ōsako,5679.0,,,,2,From Throw In,Yoshinori Muto,6337.0,Right Center Forward,116,Japan,778,"['99bcfd4d-a8ba-4839-99f8-7b67bab558c9', 'a0657c3f-46dc-465b-8da5-abfd10bd7a35']",31,,,,,,,,,,,,,,,,,Japan,778,00:17:31.560,Pass,True
,,,,,,,,,,,3.32,,,,,,,,,,,f5252c06-fee5-4a3d-803f-3f985bcf79c3,2551,,"[25.0, 39.0]",7572,63,,0.57296616,,,Right Foot,,,,"[87.0, 79.0]",,High Pass,73.78347,,Bartosz Bereszyński,5673.0,,True,Free Kick,2,From Free Kick,Łukasz Fabiański,3262.0,Goalkeeper,118,Poland,789,['44f6db07-25e6-4f41-887f-c4a2075c4371'],4,,,,,,,,,,,,,,,,,Poland,789,00:18:04.000,Pass,
,,,,,,,,,,,2.0,,,,,,,,,,,9e3f3941-e05c-46e7-93c3-a5275ddcc178,2553,,"[87.0, 79.0]",7572,63,,-1.2610934,,,Head,,,,"[95.0, 54.0]",,High Pass,26.24881,,Piotr Zieliński,5660.0,,,,2,From Free Kick,Bartosz Bereszyński,5673.0,Right Back,118,Poland,789,['97a266e1-f7e2-4ee7-80a9-8e8b09f18525'],7,,,,,,,,,,,,,,,,,Poland,789,00:18:07.360,Pass,
,,,,,,,,,,,0.333,,,,,,,,,,,4e0b09ee-bf10-4bc9-ae2a-1c1e88396bc1,2555,,"[96.0, 53.0]",7572,63,,-0.4636476,,,Right Foot,,,True,"[98.0, 52.0]",,Low Pass,2.236068,,Robert Lewandowski,5668.0,,,,2,From Free Kick,Piotr Zieliński,5660.0,Center Attacking Midfield,118,Poland,789,['29f4a5b7-864f-4f7b-9000-ce1a7d170e62'],9,,,,,,,,,,,,,,,,,Poland,789,00:18:09.360,Pass,
,,,,,,,,,,,0.44,,,,,,,,,,,beda9459-40e5-4129-bd5c-fe4f139e3660,2560,,"[98.0, 49.0]",7572,63,,2.9441972,6f9fff6d-37ad-4060-82ba-287aeaceacfc,,Right Foot,,,,"[93.0, 50.0]",,Ground Pass,5.0990195,,Piotr Zieliński,5660.0,True,,,2,From Free Kick,Robert Lewandowski,5668.0,Center Forward,118,Poland,789,"['1ac76ab1-4d09-454e-a198-0a594cb58cc9', 'aa6380b3-0568-4f09-895e-20fc75bee56e']",10,,,,,,,,,,,,,,,,,Poland,789,00:18:10.960,Pass,True
,,,,,,,,,,,1.213,,,,,,,,,,,1bcfc7d1-6f62-41d8-adb6-4f318dc50ab1,2568,,"[59.0, 22.0]",7572,63,,1.0516502,,,Head,,,,"[63.0, 29.0]",,High Pass,8.062258,,Yūya Ōsako,5679.0,,,Recovery,2,From Free Kick,Yoshinori Muto,6337.0,Right Center Forward,118,Poland,789,['431db4d5-80c7-4046-96f8-00fa7b08b206'],17,,,,,,,,,,,,,,,,,Japan,778,00:18:17.520,Pass,
,,,,,,,,,,,2.2,,,,,,,,,,,4f995da3-148b-4cdc-bea9-92d95b9335f7,2572,,"[65.0, 27.0]",7572,63,,2.9441972,,,Right Foot,,,,"[55.0, 29.0]",,Ground Pass,10.198039,Incomplete,Gaku Shibasaki,5693.0,,,,2,From Free Kick,Yūya Ōsako,5679.0,Left Center Forward,118,Poland,789,"['047eed5e-ef28-444f-a506-0b756a6ac54d', '60ddea32-bb0d-48d9-a900-a05015a927cf', '9368d137-94a1-4be3-9b7a-9eed90eedb40']",20,,,,,,,,,,,,,,,,,Japan,778,00:18:20.120,Pass,True
,,,,,,,,,,,1.32,,,,,,,,,,,c1000dc6-b766-4908-938d-86d856bfa268,2577,,"[63.0, 56.0]",7572,63,,0.83535653,,,Right Foot,,,,"[82.0, 77.0]",,Ground Pass,28.319605,,Kamil Grosicki,5667.0,,,,2,From Free Kick,Piotr Zieliński,5660.0,Center Attacking Midfield,118,Poland,789,"['5bd6bc4d-9097-4047-ba55-4d5b0ee2d325', '89d8a695-6299-4e22-a5df-ce368b878e49']",23,,,,,,,,,,,,,,,,,Poland,789,00:18:23.320,Pass,True
,,,,,,,,,,,3.24,,,,,,,,,,,229b59f9-8513-4517-98ca-dc971ca7889e,2581,,"[97.0, 70.0]",7572,63,,-1.1071488,,,Right Foot,True,,,"[120.0, 24.0]",,High Pass,51.42956,Out,Robert Lewandowski,5668.0,,True,,2,From Free Kick,Kamil Grosicki,5667.0,Right Wing,118,Poland,789,"['28ffc1fc-ddbc-43b3-8796-acf3363f5ba9', '8a1582ff-9ccc-4002-b855-650c7636785a']",27,,,,,,,,,,,,,,,,,Poland,789,00:18:27.200,Pass,True
,,,,,,,,,,,2.092,,,,,,,,,,,7b20db3c-8cf1-4e97-804c-87567c909e53,2584,,"[22.0, 49.0]",7572,63,,-1.4773196,,,Right Foot,,,,"[25.0, 17.0]",,Ground Pass,32.140316,,Tomoaki Makino,6338.0,,,,2,Regular Play,Gaku Shibasaki,5693.0,Right Center Midfield,119,Japan,778,['fb988415-38f4-4381-a09f-c9e59647c6a0'],47,,,,,,,,,,,,,,,,,Japan,778,00:18:47.720,Pass,
,,,,,,,,,,,1.373,,,,,,,,,,,9937e619-b529-48af-9e28-70f4e34b023a,2587,,"[37.0, 19.0]",7572,63,,1.8925469,,,Right Foot,,,,"[33.0, 31.0]",,Ground Pass,12.649111,,Hotaru Yamaguchi,5694.0,,,,2,Regular Play,Tomoaki Makino,6338.0,Left Center Back,119,Japan,778,['18f29cb5-3ab3-4f9a-bf51-aa59af37db90'],54,,,,,,,,,,,,,,,,,Japan,778,00:18:54.400,Pass,
,,,,,,,,,,,1.773,,,,,,,,,,,a4c513d8-d91c-4cff-9f56-5d972eb67a30,2590,,"[34.0, 32.0]",7572,63,,1.3909428,,,Right Foot,,,,"[38.0, 54.0]",,Ground Pass,22.36068,,Maya Yoshida,3300.0,,,,2,Regular Play,Hotaru Yamaguchi,5694.0,Left Center Midfield,119,Japan,778,['aab9c9b4-2420-4742-a49f-037f8cf02273'],57,,,,,,,,,,,,,,,,,Japan,778,00:18:57.360,Pass,
,,,,,,,,,,,1.413,,,,,,,,,,,5d7a6576-a8c7-46a1-851b-3dabb9a081b8,2593,,"[54.0, 52.0]",7572,64,,-1.5363272,,,Right Foot,,,,"[55.0, 23.0]",,Ground Pass,29.017237,,Tomoaki Makino,6338.0,,,,2,Regular Play,Maya Yoshida,3300.0,Right Center Back,119,Japan,778,['c143eba8-3478-420f-bd5c-64948b36d51c'],4,,,,,,,,,,,,,,,,,Japan,778,00:19:04.760,Pass,
,,,,,,,,,,,1.093,,,,,,,,,,,07264ee5-9a11-46a6-9fc1-670812badeed,2596,,"[57.0, 26.0]",7572,64,,2.158799,,,Right Foot,,,,"[55.0, 29.0]",,Ground Pass,3.6055512,,Hotaru Yamaguchi,5694.0,,,,2,Regular Play,Tomoaki Makino,6338.0,Left Center Back,119,Japan,778,['1f335f58-8934-4585-8cc6-eba681b27598'],8,,,,,,,,,,,,,,,,,Japan,778,00:19:08.800,Pass,
,,,,,,,,,,,0.627,,,,,,,,,,,fa67929c-8dab-4caf-b17d-3240497b2ce2,2599,,"[54.0, 31.0]",7572,64,,0.0,,,Right Foot,,,,"[65.0, 31.0]",,Ground Pass,11.0,,Gaku Shibasaki,5693.0,,,,2,Regular Play,Hotaru Yamaguchi,5694.0,Left Center Midfield,119,Japan,778,['6eabce1f-7115-4464-8551-53c19dfa8e95'],10,,,,,,,,,,,,,,,,,Japan,778,00:19:10.733,Pass,
,,,,,,,,,,,1.853,,,,,,,,,,,7fe9f72c-8aff-40a6-8982-05915b2f8200,2601,,"[65.0, 31.0]",7572,64,,-2.7610862,,,Right Foot,,,,"[55.0, 27.0]",,Ground Pass,10.770329,,Hotaru Yamaguchi,5694.0,,,,2,Regular Play,Gaku Shibasaki,5693.0,Right Center Midfield,119,Japan,778,['b11b8875-f2ba-4933-acbd-d6eda35e0e25'],11,,,,,,,,,,,,,,,,,Japan,778,00:19:11.360,Pass,
,,,,,,,,,,,1.16,,,,,,,,,,,71bcc140-99d3-4092-83cd-e6c5ebcffa10,2603,,"[53.0, 27.0]",7572,64,,-0.95054686,,,Right Foot,,,,"[58.0, 20.0]",,Ground Pass,8.602325,,Tomoaki Makino,6338.0,,,,2,Regular Play,Hotaru Yamaguchi,5694.0,Left Center Midfield,119,Japan,778,['8b5884de-b132-447e-99c0-a79367be040e'],13,,,,,,,,,,,,,,,,,Japan,778,00:19:13.213,Pass,
,,,,,,,,,,,1.053,,,,,,,,,,,70ec857e-1db2-4e75-8043-56972c9c97a1,2606,,"[59.0, 21.0]",7572,64,,2.2794225,,,Right Foot,,,,"[53.0, 28.0]",,Ground Pass,9.219544,,Hotaru Yamaguchi,5694.0,,,,2,Regular Play,Tomoaki Makino,6338.0,Left Center Back,119,Japan,778,['8e10ea64-ba0b-4933-bfbf-517b9fce3ba3'],16,,,,,,,,,,,,,,,,,Japan,778,00:19:16.560,Pass,
,,,,,,,,,,,1.573,,,,,,,,,,,a6749e7c-111e-4c05-bf52-c330b5edc025,2609,,"[54.0, 27.0]",7572,64,,1.3370532,,,Right Foot,,,,"[59.0, 48.0]",,Ground Pass,21.587032,,Maya Yoshida,3300.0,,,,2,Regular Play,Hotaru Yamaguchi,5694.0,Left Center Midfield,119,Japan,778,['cea13300-bdbe-4696-8b49-eb1305c8d516'],18,,,,,,,,,,,,,,,,,Japan,778,00:19:18.600,Pass,
,,,,,,,,,,,1.72,,,,,,,,,,,5c2924d3-6b6a-4c8f-aaef-8321eba3b5f7,2612,,"[68.0, 53.0]",7572,64,,0.15037143,,,Right Foot,,,,"[101.0, 58.0]",,High Pass,33.37664,,Yūya Ōsako,5679.0,,,,2,Regular Play,Maya Yoshida,3300.0,Right Center Back,119,Japan,778,['87e54768-89fd-4bbc-8c0e-b4a6a77c0553'],23,,,,,,,,,,,,,,,,,Japan,778,00:19:23.880,Pass,
,,,,,,,,,,,2.493,,,,,,,,,,,08ec0035-4eb1-4dcb-b929-93deea0ab232,2615,,"[100.0, 63.0]",7572,64,True,0.65284663,,,,,,,"[117.0, 76.0]",,High Pass,21.400934,Pass Offside,Hiroki Sakai,3530.0,,,,2,Regular Play,Yūya Ōsako,5679.0,Left Center Forward,119,Japan,778,"['08befa0b-93a7-4cc6-b5a6-c94eab0abc06', '523ba4a9-f73b-4c77-ac25-75e163b27984']",25,,,,,,,,,,,,,,,,,Japan,778,00:19:25.640,Pass,True
,,,,,,,,,,,2.68,,,,,,,,,,,778b15ab-bac3-4d62-b5af-2a62a524e17b,2618,,"[18.0, 10.0]",7572,65,,0.9006743,,,Right Foot,,,,"[60.0, 63.0]",,High Pass,67.62396,,Bartosz Bereszyński,5673.0,,True,Free Kick,2,From Free Kick,Łukasz Fabiański,3262.0,Goalkeeper,120,Poland,789,['b94f0f81-ea4e-4aa9-ae6a-2e227ebcdffc'],9,,,,,,,,,,,,,,,,,Poland,789,00:20:09.040,Pass,
,,,,,,,,,,,1.32,,,,,,,,,,,d67f6f40-cd47-4f21-81f1-dc881e58ef5b,2620,,"[60.0, 63.0]",7572,65,,0.0,,,Head,,,,"[76.0, 63.0]",,High Pass,16.0,,Kamil Grosicki,5667.0,,,,2,From Free Kick,Bartosz Bereszyński,5673.0,Right Back,120,Poland,789,['6d9cac82-8219-4635-b573-dc269ffadf9d'],11,,,,,,,,,,,,,,,,,Poland,789,00:20:11.760,Pass,
,,,,,,,,,,,1.32,,,,,,,,,,,fcf72d41-3ff2-4e30-b4c6-c374dcf529a9,2622,,"[76.0, 63.0]",7572,65,,-0.7853982,,,Head,,,,"[85.0, 54.0]",,Low Pass,12.727922,Incomplete,Robert Lewandowski,5668.0,,,,2,From Free Kick,Kamil Grosicki,5667.0,Right Wing,120,Poland,789,"['66dfec66-56d1-4a0d-9e5d-2adc5deea6ce', '943e80d2-4d96-4f6b-b188-d5dffd2d5998']",13,,,,,,,,,,,,,,,,,Poland,789,00:20:13.160,Pass,
,,,,,,,,,,,4.64,,,,,,,,,,,943e80d2-4d96-4f6b-b188-d5dffd2d5998,2624,,"[36.0, 27.0]",7572,65,,0.22679885,,,Left Foot,,,,"[88.0, 39.0]",,High Pass,53.366657,Incomplete,Yoshinori Muto,6337.0,,,Recovery,2,From Free Kick,Tomoaki Makino,6338.0,Left Center Back,120,Poland,789,"['989e42e5-2212-4966-915e-fee953f9b30b', 'c986bbbc-9385-4534-a3d0-2ac8b8accc14', 'fcf72d41-3ff2-4e30-b4c6-c374dcf529a9']",14,,,,,,,,,,,,,,,,,Japan,778,00:20:14.480,Pass,
,,,,,,,,,,,1.24,,,,,,,,,,,b3011b73-7f8f-475c-a05e-78066b8f2b25,2629,,"[93.0, 63.0]",7572,66,,-0.9342881,,,Right Foot,True,,,"[110.0, 40.0]",,High Pass,28.600698,Incomplete,Robert Lewandowski,5668.0,,,Free Kick,2,From Free Kick,Kamil Grosicki,5667.0,Right Wing,121,Poland,789,"['18180323-6063-43a3-967f-40ff749cecfc', 'd9082a3f-f4e6-4c1e-adc1-90a1904f2eee']",19,,,,,,,,,,,,,,,,,Poland,789,00:21:19.960,Pass,
,,,,,,,,,,,1.493,,,,,,,,,,,d04e07aa-b17a-412f-bf3d-f34d2ef0333d,2634,,"[16.0, 48.0]",7572,66,,0.09966865,,,Right Foot,,,,"[36.0, 50.0]",,Ground Pass,20.09975,,Gaku Shibasaki,5693.0,,,Free Kick,2,From Free Kick,Eiji Kawashima,3175.0,Goalkeeper,122,Japan,778,['78793072-5301-430f-b5a7-cef4b8b52a3e'],42,,,,,,,,,,,,,,,,,Japan,778,00:21:42.040,Pass,
,,,,,,,,,,,1.333,,,,,,,,,,,2673077c-656c-485c-b789-79bd7bff7275,2638,,"[35.0, 50.0]",7572,66,,1.4410938,,,Right Foot,,,,"[38.0, 73.0]",,Ground Pass,23.194826,,Maya Yoshida,3300.0,,,,2,From Free Kick,Gaku Shibasaki,5693.0,Right Center Midfield,122,Japan,778,"['042e947c-d0aa-4268-9d43-45619e84f614', 'fd0254f0-372c-44e2-8828-71f37f3ad238']",44,,,,,,,,,,,,,,,,,Japan,778,00:21:44.160,Pass,True
,,,,,,,,,,,0.533,,,,,,,,,,,227f0cbe-7bf9-4fa2-9e00-1fe9982a4c56,2641,,"[50.0, 68.0]",7572,66,,-0.32175055,,,Right Foot,,,,"[53.0, 67.0]",,Ground Pass,3.1622777,,Gaku Shibasaki,5693.0,,,,2,From Free Kick,Maya Yoshida,3300.0,Right Center Back,122,Japan,778,['727322e1-6055-408b-ac44-9f296dd99ab1'],49,,,,,,,,,,,,,,,,,Japan,778,00:21:49.560,Pass,
,,,,,,,,,,,2.56,,,,,,,,,,,d1bae366-2146-42a6-b147-543f9414dc35,2644,,"[57.0, 66.0]",7572,66,,-0.9964915,,,Right Foot,,,,"[90.0, 15.0]",,High Pass,60.74537,Incomplete,Gotoku Sakai,6339.0,,True,,2,From Free Kick,Gaku Shibasaki,5693.0,Right Center Midfield,122,Japan,778,"['8bd334d3-5c43-48b0-8c78-188291993112', 'b0a3dc9e-da0e-4765-966b-428b7e2e75a0']",52,,,,,,,,,,,,,,,,,Japan,778,00:21:52.080,Pass,
,,,,,True,,,,,,2.44,,,,,,,,,,,b0a3dc9e-da0e-4765-966b-428b7e2e75a0,2646,,"[31.0, 66.0]",7572,66,,-0.27829966,,,Head,,,,"[59.0, 58.0]",,High Pass,29.12044,,Piotr Zieliński,5660.0,,,Interception,2,Regular Play,Bartosz Bereszyński,5673.0,Right Back,123,Poland,789,"['6d09a07b-77df-4009-9e11-6e946c1e6b13', 'd1bae366-2146-42a6-b147-543f9414dc35']",54,,,,,,,,,,,,,,,,,Poland,789,00:21:54.640,Pass,
,,,,,,,,,,,0.333,,,,,,,,,,,f3c9246f-bc77-45f5-9f3a-ca162030d32c,2650,,"[68.0, 73.0]",7572,66,,-1.5707964,,,Right Foot,,,,"[68.0, 72.0]",,Ground Pass,1.0,Incomplete,,,,,,2,Regular Play,Piotr Zieliński,5660.0,Center Attacking Midfield,123,Poland,789,"['03696eea-2e70-4be6-95ae-9455566300cb', '25aa859e-89a2-4d64-9328-e5126e486966']",59,,,,,,,,,,,,,,,,,Poland,789,00:21:59.200,Pass,True
,,,,,,,,,,,0.2,,,,,,,,,,,823939c6-b0e6-447d-a75b-3d2cd741c7e7,2652,,"[69.0, 78.0]",7572,67,,-1.5707964,,,Left Foot,,,,"[69.0, 77.0]",,Ground Pass,1.0,Incomplete,,,,,Recovery,2,Regular Play,Piotr Zieliński,5660.0,Center Attacking Midfield,123,Poland,789,['d8faaab4-557a-4b2f-a76d-89dffc96ef08'],0,,,,,,,,,,,,,,,,,Poland,789,00:22:00.280,Pass,
,,,,,,,,,,,2.76,,,,,,,,,,,f66df141-2007-4877-9579-ae2d95eb998a,2654,,"[62.0, 76.0]",7572,67,,-0.9218008,,,Right Foot,,,,"[84.0, 47.0]",,High Pass,36.40055,,Robert Lewandowski,5668.0,,,Recovery,2,Regular Play,Bartosz Bereszyński,5673.0,Right Back,123,Poland,789,['31feb164-60f6-44ba-814c-bd432fdc7e77'],1,,,,,,,,,,,,,,,,,Poland,789,00:22:01.240,Pass,
,,,,,,,,,,,0.88,,,,,,,,,,,6fd18b70-a050-49d7-a1be-6fa256d31206,2659,,"[93.0, 33.0]",7572,67,,2.3036115,,,Left Foot,,,,"[84.0, 43.0]",,Ground Pass,13.453624,,Jacek Góralski,6195.0,,,,2,Regular Play,Robert Lewandowski,5668.0,Center Forward,123,Poland,789,"['2c644a0c-471f-4b38-b656-87915d1ce55d', '3c0b6548-560a-4be4-a025-647023d27cca']",10,,,,,,,,,,,,,,,,,Poland,789,00:22:10.520,Pass,True
