50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,"[60.0, 79.0]",,,,,,,1.1349,,,,,,,,,,,,c3817f96-b1ea-410f-ae42-15c3b3e19696,1594,,,"[66.0, 76.0]",19732,46,,,,,,,,,,,,,,,,,,,1,Regular Play,Brooke Chaplen,15723.0,Center Attacking Midfield,95,Reading WFC,974,"['30aeb6e6-c2c5-4ea5-9379-c4ea43c6a073', '85130900-b5d8-42ae-81ae-60c1aa8df0b1', 'aa61a27c-ceca-4c26-afe5-045bbd243abd']",3,,,,,,,,,,,,,,,,Reading WFC,974,00:46:03.094,Carry,True
,,,,,"[52.0, 60.0]",,,,,,,2.5295,,,,,,,,,,,,ca8f9c3e-97a1-4094-80f9-b9be915c7b47,1598,,,"[53.0, 64.0]",19732,46,,,,,,,,,,,,,,,,,,,1,Regular Play,Rachel Furness,15706.0,Left Defensive Midfield,95,Reading WFC,974,"['15d051e0-8b0c-4d71-93ef-a3c5b127f7b6', '5f53ad15-7d0f-472f-95fd-3697b1169262', '9c4a8406-f6c9-41e7-87f7-3a8d727c13c8']",5,,,,,,,,,,,,,,,,Reading WFC,974,00:46:05.504,Carry,True
,,,,,"[50.0, 35.0]",,,,,,,1.7708,,,,,,,,,,,,1db08e90-2d0c-46cb-a740-16c8c1cedfb2,1602,,,"[40.0, 42.0]",19732,46,,,,,,,,,,,,,,,,,,,1,Regular Play,Josanne Potter,10198.0,Left Center Back,95,Reading WFC,974,"['b5983d92-626c-458f-8db2-f5d5f816b266', 'd4258a03-aeef-44a4-867b-dbd1822452d0']",9,,,,,,,,,,,,,,,,Reading WFC,974,00:46:09.757,Carry,
,,,,,"[59.0, 37.0]",,,,,,,0.6952,,,,,,,,,,,,c6ddc35e-abb6-4ff6-92f1-35fbb8d46023,1605,,,"[60.0, 37.0]",19732,46,,,,,,,,,,,,,,,,,,,1,Regular Play,Rachel Rowe,19780.0,Right Defensive Midfield,95,Reading WFC,974,"['470b1b76-7c99-4d53-9058-9dd836d428c3', '96a7a33f-a79c-44ef-8df8-8f09c7032a42']",12,,,,,,,,,,,,,,,,Reading WFC,974,00:46:12.393,Carry,
,,,,,"[50.0, 35.0]",,,,,,,1.498167,,,,,,,,,,,,e8fd2106-b17f-45de-bd89-fb50edff7145,1608,,,"[50.0, 34.0]",19732,46,,,,,,,,,,,,,,,,,,,1,Regular Play,Josanne Potter,10198.0,Left Center Back,95,Reading WFC,974,"['067440bf-4d91-4fe7-bf45-ec7da1950b85', 'ae640975-90f0-45ff-b224-9d6be176fbdd']",14,,,,,,,,,,,,,,,,Reading WFC,974,00:46:14.594,Carry,
,,,,,"[61.0, 68.0]",,,,,,,2.2396,,,,,,,,,,,,e083019f-7d4a-47e7-b740-b4c4f1b54037,1611,,,"[54.0, 62.0]",19732,46,,,,,,,,,,,,,,,,,,,1,Regular Play,Kirstyn Pearce,18152.0,Right Center Back,95,Reading WFC,974,"['14661053-8a3b-42c1-80ef-8b3229a42449', '5b79c64a-311f-4afb-ac2b-1eef1f938d18']",17,,,,,,,,,,,,,,,,Reading WFC,974,00:46:17.553,Carry,
,,,,,"[37.0, 4.0]",,,,,,,4.52373,,,,,,,,,,,,7b71c07f-3fed-4c93-bdf0-e5217c682493,1617,,,"[38.0, 1.0]",19732,46,,,,,,,,,,,,,,,,,,,1,Regular Play,Niamh Charles,15631.0,Left Wing,95,Reading WFC,974,"['ddf57b53-c871-4e70-9a05-e99ea1de32fd', 'ecd3ad96-03ad-4e3d-bc3d-0f2be59334a9', 'fe648789-d7c3-4481-8a1d-487f18428899']",25,,,,,,,,,,,,,,,,Liverpool WFC,966,00:46:25.159,Carry,True
,,,,,"[104.0, 60.0]",,,,,,,2.7008,,,,,,,,,,,,8d0d0d3d-2724-422a-87c3-adf242ff37b6,1621,,,"[87.0, 77.0]",19732,46,,,,,,,,,,,,,,,,,,,1,Regular Play,Fara Williams,10251.0,Left Wing,95,Reading WFC,974,"['1b3193c1-5455-42ad-94af-71b74b3b56a2', '21a9813b-1e03-4eae-80b7-8b12f92c1c12']",30,,,,,,,,,,,,,,,,Reading WFC,974,00:46:30.208,Carry,
,,,,,"[16.0, 35.0]",,,,,,,1.1081,,,,,,,,,,,,5d1945e6-378f-416d-bf08-da691f0263c9,1624,,,"[16.0, 35.0]",19732,46,,,,,,,,,,,,,,,,,,,1,Regular Play,Christie Murray,15628.0,Right Center Midfield,95,Reading WFC,974,"['677d022b-2b9f-4abd-be48-e70f337a0abb', 'd72e69c5-ff94-43d3-9543-c48f807cdf3c']",33,,,,,,,,,,,,,,,,Liverpool WFC,966,00:46:33.823,Carry,
,,,,,"[83.0, 59.0]",,,,,,,1.3936,,,,,,,,,,,,5d12094c-ee20-47af-be47-e50587f1486b,1627,,,"[85.0, 60.0]",19732,46,,,,,,,,,,,,,,,,,,,1,Regular Play,Rachel Furness,15706.0,Left Defensive Midfield,95,Reading WFC,974,"['0f1e5200-4d5a-4473-9126-1373d4974cb1', '6a85b461-7474-4901-9a70-3d7c65dd8fff']",37,,,,,,,,,,,,,,,,Reading WFC,974,00:46:37.020,Carry,
,,,,,"[68.0, 41.0]",,,,,,,1.6723,,,,,,,,,,,,5cdfd032-5574-40db-8950-e4c9b538d609,1630,,,"[65.0, 46.0]",19732,46,,,,,,,,,,,,,,,,,,,1,Regular Play,Josanne Potter,10198.0,Left Center Back,95,Reading WFC,974,"['6623e6e8-286d-42f7-b992-583d56098c26', '8e11e439-5c33-4862-ade5-b9c4a97df1f9']",40,,,,,,,,,,,,,,,,Reading WFC,974,00:46:40.378,Carry,
,,,,,"[35.0, 49.0]",,,,,,,0.08,,,,,,,,,,,,85f37af8-4f96-43bb-9207-49369e39061a,1641,,,"[36.0, 49.0]",19732,45,,,,,,,,,,,,,,,,,,,2,From Kick Off,Kirstyn Pearce,18152.0,Right Center Back,97,Reading WFC,974,"['0ca0da9f-8fc1-405e-b903-1611607a38e2', '60a144db-1f07-4c31-b1d2-abc53dcabc64']",3,,,,,,,,,,,,,,,,Reading WFC,974,00:00:03.600,Carry,
,,,,,"[44.0, 38.0]",,,,,,,1.2428,,,,,,,,,,,,175d5693-956f-4882-8cb3-634d840d0c81,1644,,,"[44.0, 39.0]",19732,45,,,,,,,,,,,,,,,,,,,2,From Kick Off,Rachel Furness,15706.0,Left Defensive Midfield,97,Reading WFC,974,"['11423523-2839-45c0-af61-16f131d7ded5', '50c2e574-de23-4feb-96af-50f3ed8379fe']",4,,,,,,,,,,,,,,,,Reading WFC,974,00:00:04.500,Carry,
,,,,,"[61.0, 11.0]",,,,,,,3.336,,,,,,,,,,,,f7f05367-27fa-4e56-b37e-47600e99b342,1647,,,"[45.0, 16.0]",19732,45,,,,,,,,,,,,,,,,,,,2,From Kick Off,Josanne Potter,10198.0,Left Center Back,97,Reading WFC,974,"['03502a62-8193-4cdf-9869-800d0c966889', '90d7a39c-7bcc-4c75-91d5-c3fd55063e06']",7,,,,,,,,,,,,,,,,Reading WFC,974,00:00:07.607,Carry,
,,,,,"[78.0, 26.0]",,,,,,,0.9618,,,,,,,,,,,,41ac6001-e949-4264-8db7-4fc29d81467a,1653,,,"[77.0, 25.0]",19732,45,,,,,,,,,,,,,,,,,,,2,From Kick Off,Rachel Furness,15706.0,Left Defensive Midfield,97,Reading WFC,974,"['19fce9fb-f37d-4df2-9531-ae0fc842cf8e', 'a95c1b5c-f8d7-4e1c-8d96-b5e2d7b0128a']",15,,,,,,,,,,,,,,,,Reading WFC,974,00:00:15.405,Carry,
,,,,,"[55.0, 24.0]",,,,,,,1.051,,,,,,,,,,,,2310300d-9176-46a0-869d-066d704f4d84,1657,,,"[56.0, 25.0]",19732,45,,,,,,,,,,,,,,,,,,,2,From Kick Off,Josanne Potter,10198.0,Left Center Back,97,Reading WFC,974,"['0ecef454-3af4-43eb-937a-3c90130cf231', '995fb08c-6c81-436d-95e4-bb43a987333a', 'bac4ac30-ac18-44c4-94ca-7ddd645234cd']",21,,,,,,,,,,,,,,,,Reading WFC,974,00:00:21.682,Carry,True
,,,,,"[56.0, 78.0]",,,,,,,2.5948,,,,,,,,,,,,89e413e5-9187-4fc7-bb8a-641e25dc4767,1662,,,"[74.0, 76.0]",19732,45,,,,,,,,,,,,,,,,,,,2,From Throw In,Courtney Sweetman-Kirk,15611.0,Center Forward,98,Liverpool WFC,966,"['17caa8be-6140-4067-a712-a557d06ab1c3', '69546d36-fede-4753-ab5b-177fc69be986', '71bdda21-d579-4593-8389-e289bc3b8bf2']",46,,,,,,,,,,,,,,,,Liverpool WFC,966,00:00:46.754,Carry,True
,,,,,"[55.0, 72.0]",,,,,,,1.0342,,,,,,,,,,,,2384be65-c452-48b6-8424-0dda25f094af,1666,,,"[51.0, 72.0]",19732,45,,,,,,,,,,,,,,,,,,,2,From Throw In,Christie Murray,15628.0,Right Center Midfield,98,Liverpool WFC,966,"['33bdd17d-c05c-44ad-a7f0-cc4c8945917a', '4e5333ce-06a1-4718-a20d-23fc2fcd4d66']",50,,,,,,,,,,,,,,,,Liverpool WFC,966,00:00:50.358,Carry,
,,,,,"[71.0, 76.0]",,,,,,,0.712421,,,,,,,,,,,,ca39b92f-10db-4bbd-8926-3070e3538d22,1669,,,"[71.0, 76.0]",19732,45,,,,,,,,,,,,,,,,,,,2,From Throw In,Courtney Sweetman-Kirk,15611.0,Center Forward,98,Liverpool WFC,966,"['0550d67d-6c33-4414-9eac-4c9c8ae9b968', '74cc120b-317b-48e9-b900-7ab5b3c2e28b']",52,,,,,,,,,,,,,,,,Liverpool WFC,966,00:00:52.112,Carry,
,,,,,"[66.0, 79.0]",,,,,,,0.119986,,,,,,,,,,,,ce1c38a0-8fae-4e95-b09a-c6cd3a73f296,1672,,,"[66.0, 80.0]",19732,45,,,,,,,,,,,,,,,,,,,2,From Throw In,Jessica Anne Clarke,15218.0,Left Wing,98,Liverpool WFC,966,"['43b4b72c-ed3b-4900-b580-7ac686c10399', 'b9185067-d07c-4b90-93c3-3db27dc420c2', 'f60484cc-62da-4f18-835d-c601d6d7a06e']",53,,,,,,,,,,,,,,,,Liverpool WFC,966,00:00:53.513,Carry,True
,,,,,"[63.0, 13.0]",,,,,,,1.4036,,,,,,,,,,,,30a85668-e44f-4c25-9451-540984c901ce,1676,,,"[53.0, 14.0]",19732,45,,,,,,,,,,,,,,,,,,,2,Regular Play,Rachel Rowe,19780.0,Right Defensive Midfield,99,Reading WFC,974,"['5de21901-a71e-4425-b42e-2ad30dfc2189', 'd4b804c9-18e7-4cde-9a9c-54637cc3d06c']",55,,,,,,,,,,,,,,,,Reading WFC,974,00:00:55.062,Carry,
,,,,,"[84.0, 24.0]",,,,,,,1.212098,,,,,,,,,,,,eecc080f-c8e1-45fa-8734-1473c7cb3a91,1679,,,"[76.0, 27.0]",19732,45,,,,,,,,,,,,,,,,,,,2,Regular Play,Brooke Chaplen,15723.0,Center Attacking Midfield,99,Reading WFC,974,"['1a3e0c41-847c-4de9-b731-9efff3db65af', '62b12062-e390-407e-8ec7-988746dce047', 'dba8ff90-719f-442e-98d2-db5e81b5dd10']",57,,,,,,,,,,,,,,,,Reading WFC,974,00:00:57.771,Carry,True
,,,,,"[95.0, 29.0]",,,,,,,1.0343,,,,,,,,,,,,9fb20c43-51b6-4b6a-b0bb-a45198bfb870,1685,,,"[95.0, 25.0]",19732,46,,,,,,,,,,,,,,,,,,,2,Regular Play,Lauren Bruton,15726.0,Center Forward,99,Reading WFC,974,"['7373efc7-9d87-4b95-a003-d66b44381854', 'c83a444d-5342-4c22-9479-a41f0993757d', 'e0f6654e-27e0-4045-a1f1-4c09c595dff3']",0,,,,,,,,,,,,,,,,Reading WFC,974,00:01:00.151,Carry,True
,,,,,"[28.0, 23.0]",,,,,,,3.4764,,,,,,,,,,,,299091a0-f9b5-486f-8fea-3a58b3143845,1690,,,"[13.0, 34.0]",19732,46,,,,,,,,,,,,,,,,,,,2,Regular Play,Sophie Elizabeth Bradley-Auckland,15614.0,Right Center Back,99,Reading WFC,974,"['195e2281-8933-4bcd-b9ad-56936e595d28', '4499cdce-3625-40a1-87cc-22464da4df78']",4,,,,,,,,,,,,,,,,Liverpool WFC,966,00:01:04.395,Carry,
,,,,,"[69.0, 33.0]",,,,,,,4.3001,,,,,,,,,,,,e56fa0fe-ee45-4d70-85b6-e2d3aa800b38,1696,,,"[51.0, 51.0]",19732,46,,,,,,,,,,,,,,,,,,,2,From Throw In,Josanne Potter,10198.0,Left Center Back,100,Reading WFC,974,"['60f6655d-e363-42a1-a70d-5b3df009476b', '95b3ab58-6a3f-41cb-97a7-ae637273eb70']",24,,,,,,,,,,,,,,,,Reading WFC,974,00:01:24.596,Carry,
,,,,,"[91.0, 52.0]",,,,,,,1.1617,,,,,,,,,,,,188d809a-b891-4753-b8f2-959e0f5090d0,1699,,,"[93.0, 51.0]",19732,46,,,,,,,,,,,,,,,,,,,2,From Throw In,Rachel Rowe,19780.0,Right Defensive Midfield,100,Reading WFC,974,"['482c1b88-66de-49dc-8739-6c94ce6b7ce2', 'f728923f-0660-4848-85d0-a541bddb82e8']",30,,,,,,,,,,,,,,,,Reading WFC,974,00:01:30.351,Carry,
,,,,,"[97.0, 43.0]",,,,,,,0.24,,,,,,,,,,,,a4ddef85-d661-4ed5-8d01-12239c047f20,1703,,,"[97.0, 44.0]",19732,46,,,,,,,,,,,,,,,,,,,2,From Throw In,Brooke Chaplen,15723.0,Center Attacking Midfield,100,Reading WFC,974,"['1924c620-4b7f-45f6-9d40-07f2e9aee138', '27643deb-6ce1-4e34-b9a7-53b903b5d3d3', '4a50f2f0-4944-4cb6-ba50-66b694df4437']",32,,,,,,,,,,,,,,,,Reading WFC,974,00:01:32.589,Carry,True
,,,,,"[93.0, 38.0]",,,,,,,0.3982,,,,,,,,,,,,d41db902-ab1c-4fab-8a78-0a9997db8004,1706,,,"[95.0, 38.0]",19732,46,,,,,,,,,,,,,,,,,,,2,From Throw In,Rachel Rowe,19780.0,Right Defensive Midfield,100,Reading WFC,974,"['70032fe9-96fc-4c4e-97b0-9b906e9e96d7', '9fb99f53-494c-4216-acc3-190097a10b67']",33,,,,,,,,,,,,,,,,Reading WFC,974,00:01:33.548,Carry,
,,,,,"[15.0, 46.0]",,,,,,,0.7059,,,,,,,,,,,,5f7ee1f6-1dc3-40ff-a219-15661aa2e14a,1709,,,"[15.0, 46.0]",19732,46,,,,,,,,,,,,,,,,,,,2,From Throw In,Sophie Elizabeth Bradley-Auckland,15614.0,Right Center Back,100,Reading WFC,974,"['adb0c6f3-52a6-48ca-9423-050ab02c9aa3', 'c080806b-52e3-428d-98a9-5d71884eb868']",34,,,,,,,,,,,,,,,,Liverpool WFC,966,00:01:34.916,Carry,
,,,,,"[105.0, 20.0]",,,,,,,2.4239,,,,,,,,,,,,1f73bcb8-20b9-4d96-a531-1f532fac3ae4,1713,,,"[107.0, 21.0]",19732,46,,,,,,,,,,,,,,,,,,,2,From Throw In,Fara Williams,10251.0,Left Wing,100,Reading WFC,974,"['03a24409-fe9f-4775-b7cf-c479cba03a0a', '2374403c-d744-4d8c-bf91-d9cdee830d8a', 'f1733af4-ecd1-462a-8068-f879591aaff7']",38,,,,,,,,,,,,,,,,Reading WFC,974,00:01:38.764,Carry,True
,,,,,"[118.0, 26.0]",,,,,,,1.654435,,,,,,,,,,,,04175462-7f56-4611-bb85-ec85b9c3f772,1717,,,"[117.0, 27.0]",19732,46,,,,,,,,,,,,,,,,,,,2,From Throw In,Remi Allen,18149.0,Right Wing,100,Reading WFC,974,"['5af4a065-1c86-4737-ad7d-0717ffae2fe5', '7b067934-057d-4df7-836c-cff6c4f01048']",42,,,,,,,,,,,,,,,,Reading WFC,974,00:01:42.003,Carry,
,,,,,"[107.0, 28.0]",,,,,,,0.08,,,,,,,,,,,,cdd3782b-6e21-4353-97b2-73b30ebbfd95,1721,,,"[107.0, 28.0]",19732,46,,,,,,,,,,,,,,,,,,,2,From Throw In,Fara Williams,10251.0,Left Wing,100,Reading WFC,974,"['35475c23-c953-4f88-8638-33165fd6cf4b', '4dbde14a-b2df-48b5-ac23-a1570356ea76']",45,,,,,,,,,,,,,,,,Reading WFC,974,00:01:45.713,Carry,
,,,,,"[28.0, 39.0]",,,,,,,1.007,,,,,,,,,,,,9b0fa4ba-2355-4ae5-95f3-9d05c9edb2b8,1728,,,"[23.0, 37.0]",19732,46,,,,,,,,,,,,,,,,,,,2,From Throw In,Laura Coombs,19416.0,Left Center Midfield,100,Reading WFC,974,"['98a54004-bfac-4d9b-9768-122dcf62ccd7', 'ed39658b-b4ed-4eb7-896f-44d0e706e42b']",50,,,,,,,,,,,,,,,,Liverpool WFC,966,00:01:50.212,Carry,
,,,,,"[77.0, 15.0]",,,,,,,2.0391,,,,,,,,,,,,9d59a2a6-883c-4099-bb45-b7e3c6404406,1734,,,"[72.0, 15.0]",19732,46,,,,,,,,,,,,,,,,,,,2,From Throw In,Fara Williams,10251.0,Left Wing,100,Reading WFC,974,"['73ed25cb-3b5c-4162-8fbe-05be26028731', 'a45db7d4-dd84-4d50-b0fd-e2db7135aa78']",56,,,,,,,,,,,,,,,,Reading WFC,974,00:01:56.307,Carry,
,,,,,"[19.0, 12.0]",,,,,,,0.488407,,,,,,,,,,,,3ee73bb0-a14b-42b5-9f74-84dc822a2eed,1737,,,"[20.0, 14.0]",19732,47,,,,,,,,,,,,,,,,,,,2,Regular Play,Leigh-Anne Robe,15630.0,Left Back,101,Liverpool WFC,966,"['b27812fa-7b54-4dfb-8bb3-487e24c9607a', 'c384419d-c62e-4efe-a14f-06aca37938f2']",3,,,,,,,,,,,,,,,,Liverpool WFC,966,00:02:03.546,Carry,
,,,,,"[30.0, 13.0]",,,,,,,1.263753,,,,,,,,,,,,e063db4a-1f4c-446b-a9b3-ac6227fe4ab5,1740,,,"[29.0, 8.0]",19732,47,,,,,,,,,,,,,,,,,,,2,Regular Play,Jessica Anne Clarke,15218.0,Left Wing,101,Liverpool WFC,966,"['29e76fc5-222c-4940-954e-fb6a6c3d0f87', 'c53a0977-0948-401e-8640-c1e2a74ff55c']",5,,,,,,,,,,,,,,,,Liverpool WFC,966,00:02:05.259,Carry,
,,,,,"[60.0, 21.0]",,,,,,,0.6256,,,,,,,,,,,,2a834fa5-8212-4707-80cf-cd693e5e58f1,1743,,,"[60.0, 22.0]",19732,47,,,,,,,,,,,,,,,,,,,2,Regular Play,Courtney Sweetman-Kirk,15611.0,Center Forward,101,Liverpool WFC,966,"['2910d171-789d-4f9b-8fc4-0ebf64faa83c', 'd20e7609-c832-4a5f-a435-f9d5062e8e87', 'd63ef6c5-c7ec-41ca-9b74-1f8eaae2a57d']",8,,,,,,,,,,,,,,,,Liverpool WFC,966,00:02:08.308,Carry,True
,,,,,"[41.0, 35.0]",,,,,,,0.504288,,,,,,,,,,,,6eaa6ad1-7812-4c06-9445-1683c0cb11fd,1748,,,"[45.0, 34.0]",19732,47,,,,,,,,,,,,,,,,,,,2,Regular Play,Laura Coombs,19416.0,Left Center Midfield,101,Liverpool WFC,966,"['0d16d502-a5e9-4302-8ed1-e51aaffc021f', '2b56b83d-d4b8-44ce-a326-714a82b33673', '6faabbfa-f560-48c9-9b17-314e7dfb37ff']",11,,,,,,,,,,,,,,,,Liverpool WFC,966,00:02:11.176,Carry,True
,,,,,"[35.0, 39.0]",,,,,,,2.5761,,,,,,,,,,,,cb847007-19d6-479d-baa2-26c7b1d90775,1751,,,"[33.0, 41.0]",19732,47,,,,,,,,,,,,,,,,,,,2,Regular Play,Rhiannon Roberts,19779.0,Center Defensive Midfield,101,Liverpool WFC,966,"['50e1b699-a53f-4e6e-ae59-d82f607f93e7', '9f5e5404-55ea-4106-9655-0b1e35ece78b']",12,,,,,,,,,,,,,,,,Liverpool WFC,966,00:02:12.560,Carry,
,,,,,"[45.0, 13.0]",,,,,,,2.567677,,,,,,,,,,,,38b6f419-3a4c-4ccb-9402-b247a4f93acc,1754,,,"[39.0, 13.0]",19732,47,,,,,,,,,,,,,,,,,,,2,Regular Play,Leigh-Anne Robe,15630.0,Left Back,101,Liverpool WFC,966,"['8e929a5b-4ece-45c0-b0fd-e5349df654df', 'eb4e789e-3ae9-4e52-b0b8-f27181e573b2']",16,,,,,,,,,,,,,,,,Liverpool WFC,966,00:02:16.538,Carry,
,,,,,"[53.0, 44.0]",,,,,,,2.6456,,,,,,,,,,,,6ce9655b-3ff2-4bcc-b519-1c2b90654be1,1759,,,"[51.0, 48.0]",19732,47,,,,,,,,,,,,,,,,,,,2,Regular Play,Rachel Furness,15706.0,Left Defensive Midfield,102,Reading WFC,974,"['4710a713-2cc9-454d-89d6-64c11254135a', '8ba537ba-058b-43b6-be01-5b52a59853ef']",21,,,,,,,,,,,,,,,,Reading WFC,974,00:02:21.654,Carry,
,,,,,"[38.0, 38.0]",,,,,,,0.6102,,,,,,,,,,,,4fda3211-767c-4404-89b6-2348b330e24d,1762,,,"[37.0, 38.0]",19732,47,,,,,,,,,,,,,,,,,,,2,Regular Play,Josanne Potter,10198.0,Left Center Back,102,Reading WFC,974,"['86359470-8616-407a-b076-b5b296b79dbe', 'e8a7f363-0367-4f54-80c8-aa2c0b4a4407']",25,,,,,,,,,,,,,,,,Reading WFC,974,00:02:25.927,Carry,
,,,,,"[51.0, 53.0]",,,,,,,0.8434,,,,,,,,,,,,c13b37fe-6e07-4976-b254-6eec63004ab4,1765,,,"[51.0, 53.0]",19732,47,,,,,,,,,,,,,,,,,,,2,Regular Play,Rachel Rowe,19780.0,Right Defensive Midfield,102,Reading WFC,974,"['4cf0d76f-fd26-49e5-a81c-bc030e8e1a2d', 'a1eedc9b-7190-4cc4-a7bd-68e81d2578e8']",27,,,,,,,,,,,,,,,,Reading WFC,974,00:02:27.623,Carry,
,,,,,"[46.0, 26.0]",,,,,,,3.7246,,,,,,,,,,,,deefd235-8565-40ab-9c65-0a0859cac33e,1770,,,"[31.0, 30.0]",19732,47,,,,,,,,,,,,,,,,,,,2,Regular Play,Josanne Potter,10198.0,Left Center Back,102,Reading WFC,974,"['7b1e04c7-5fe9-4a26-97bd-bcc2626f72e8', '7f8061df-da0d-4f7f-be1e-9d3494b5001b']",31,,,,,,,,,,,,,,,,Reading WFC,974,00:02:31.560,Carry,
,,,,,"[46.0, 53.0]",,,,,,,2.839129,,,,,,,,,,,,e919963e-e7f7-4c15-8abf-abef665e6e7b,1773,,,"[39.0, 47.0]",19732,47,,,,,,,,,,,,,,,,,,,2,Regular Play,Kirstyn Pearce,18152.0,Right Center Back,102,Reading WFC,974,"['818fd848-3b5c-42f2-aaf3-0dd264a30645', '915b0115-2634-4a3c-a3c3-a02a3aec21f0']",36,,,,,,,,,,,,,,,,Reading WFC,974,00:02:36.865,Carry,
,,,,,"[88.0, 50.0]",,,,,,,1.7926,,,,,,,,,,,,33808ab2-f7fa-405f-937e-6cdf29e6e267,1776,,,"[89.0, 50.0]",19732,47,,,,,,,,,,,,,,,,,,,2,Regular Play,Lauren Bruton,15726.0,Center Forward,102,Reading WFC,974,"['68c86a22-8d9a-4ceb-b24a-48a26bacdb2d', '82a6ded9-0967-4bc9-81e2-d873028453dd', 'a3166e94-a3eb-4098-a75f-e3a82126a779']",41,,,,,,,,,,,,,,,,Reading WFC,974,00:02:41.321,Carry,True
,,,,,"[94.0, 74.0]",,,,,,,0.08,,,,,,,,,,,,22f33a79-40fc-477b-83c9-f563dfb3f46e,1780,,,"[91.0, 76.0]",19732,47,,,,,,,,,,,,,,,,,,,2,Regular Play,Natasha Harding,15725.0,Right Back,102,Reading WFC,974,"['2f331f72-e387-4d7a-b2c1-9f6273c6ee13', 'cf29faa4-0338-413d-aeb9-2281eb199df9']",44,,,,,,,,,,,,,,,,Reading WFC,974,00:02:44.530,Carry,
,,,,,"[88.0, 59.0]",,,,,,,2.0771,,,,,,,,,,,,1725ceeb-267a-4f4f-8aab-e1a45e16f69f,1783,,,"[84.0, 63.0]",19732,47,,,,,,,,,,,,,,,,,,,2,Regular Play,Lauren Bruton,15726.0,Center Forward,102,Reading WFC,974,"['89da4f25-6712-4757-a896-075fab0eda9e', 'a6b99950-8c05-4f9a-86d1-a99c4e0f6560']",45,,,,,,,,,,,,,,,,Reading WFC,974,00:02:45.693,Carry,
,,,,,"[64.0, 33.0]",,,,,,,3.604072,,,,,,,,,,,,201882a3-d83d-4b02-a6dd-17b23eb4d4f3,1786,,,"[57.0, 34.0]",19732,47,,,,,,,,,,,,,,,,,,,2,Regular Play,Josanne Potter,10198.0,Left Center Back,102,Reading WFC,974,"['5fbe0536-b994-4c9b-aa32-4465238b757c', 'a7435274-2fec-4f99-bcd6-5778fa435316']",50,,,,,,,,,,,,,,,,Reading WFC,974,00:02:50.343,Carry,
,,,,,"[67.0, 52.0]",,,,,,,1.6664,,,,,,,,,,,,d48260a2-a300-4545-aa71-1b267f809539,1789,,,"[67.0, 52.0]",19732,47,,,,,,,,,,,,,,,,,,,2,Regular Play,Kirstyn Pearce,18152.0,Right Center Back,102,Reading WFC,974,"['26331a70-72ce-4244-9939-197a9468dbc6', '643895d9-d0cc-4ccb-825f-154e2fd1a349']",55,,,,,,,,,,,,,,,,Reading WFC,974,00:02:55.440,Carry,
,,,,,"[26.0, 33.0]",,,,,,,1.2645,,,,,,,,,,,,8e35fd39-e301-4e40-88e6-10e5ddb74013,1794,,,"[29.0, 40.0]",19732,47,,,,,,,,,,,,,,,,,,,2,Regular Play,Rhiannon Roberts,19779.0,Center Defensive Midfield,102,Reading WFC,974,"['0ccbf8b5-44f6-4d25-861e-9d75375d1a8f', '5652f987-e97c-4621-b202-bb8ad4e79750']",59,,,,,,,,,,,,,,,,Liverpool WFC,966,00:02:59.016,Carry,
,,,,,"[100.0, 51.0]",,,,,,,1.1688,,,,,,,,,,,,6c8aa228-f2dc-43bf-9f2c-d24de38a1d60,1797,,,"[98.0, 47.0]",19732,48,,,,,,,,,,,,,,,,,,,2,Regular Play,Brooke Chaplen,15723.0,Center Attacking Midfield,102,Reading WFC,974,"['48334f76-052c-4291-93b7-3a56edd2f851', 'bf078f35-14a8-4127-b345-a4998de077cc']",1,,,,,,,,,,,,,,,,Reading WFC,974,00:03:01.570,Carry,
,,,,,"[105.0, 74.0]",,,,,,,1.0106,,,,,,,,,,,,464365b5-a6bb-4205-bcf0-611af8b5e73f,1800,,,"[105.0, 74.0]",19732,48,,,,,,,,,,,,,,,,,,,2,Regular Play,Natasha Harding,15725.0,Right Back,102,Reading WFC,974,"['af6b0058-c237-4961-9f98-146b82e468a2', 'f0b14e1e-5020-4337-b3da-7211a87f143c']",4,,,,,,,,,,,,,,,,Reading WFC,974,00:03:04.360,Carry,
