ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,2.6388,,,,,,,,,,,,,ab364445-dbd1-4660-be43-cd1ca00975fc,19,,"[57.0, 69.0]",19761,0,,,,-0.7853982,,,Right Foot,,,,"[99.0, 27.0]",,High Pass,59.39697,,Rinsola Babajide,15613.0,,True,,,Free Kick,1,From Free Kick,Sophie Elizabeth Bradley-Auckland,15614.0,Right Center Back,4,Liverpool WFC,966,['89725a14-8bbe-489a-bf74-1b6626a69692'],40,,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:00:40.076,Pass,
,,,,,,,,,,,,3.311243,,,,,,,,,,,,,51b08f99-34e0-416d-beea-e0b078a5fd3b,22,,"[95.0, 41.0]",19761,0,,,,1.8925469,,,Head,,,,"[92.0, 50.0]",,Low Pass,9.486833,,Laura Coombs,19416.0,,,,,,1,From Free Kick,Rinsola Babajide,15613.0,Left Midfield,4,Liverpool WFC,966,['ba12a933-da18-4c08-a505-c141a1630dc9'],44,,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:00:44.335,Pass,
,,,,,,,,,,,,2.1378,,,,,,,,,,,,,0b78f6a3-a602-4334-9d0e-f4d4e0cf332b,26,,"[89.0, 52.0]",19761,0,,,,1.5707964,,,Right Foot,,,,"[89.0, 63.0]",,Ground Pass,11.0,,Satara Murray,15629.0,,,,,,1,From Free Kick,Laura Coombs,19416.0,Left Center Midfield,4,Liverpool WFC,966,['4f1fc311-6830-4637-b594-19a2d2341486'],48,,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:00:48.943,Pass,
,,,,,,,,,,,,3.48253,,,,,,,,,,,,,8cb08035-b142-492a-ba35-23c30b58ba09,29,,"[89.0, 63.0]",19761,0,,,,0.032246884,,,Right Foot,,,,"[120.0, 64.0]",,Ground Pass,31.016125,Out,Courtney Sweetman-Kirk,15611.0,,,,,,1,From Free Kick,Satara Murray,15629.0,Right Back,4,Liverpool WFC,966,"['2fb1ca2b-e9f3-478d-bf2a-7c25617c8f03', 'c75ac212-33b2-41ca-b059-2e6599e40ba9']",51,,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:00:51.080,Pass,True
,,,,,,,,,,,,3.2014,,,,,,,,,,,,,da54289c-ef2d-4640-9b59-9415566b33b7,31,,"[7.0, 37.0]",19761,1,,,,-0.25307566,,,Right Foot,,,,"[65.0, 22.0]",,High Pass,59.908264,Incomplete,Lucy Hope,16386.0,,,,,Goal Kick,1,From Goal Kick,Sophie Baggaley,16376.0,Goalkeeper,5,Bristol City WFC,973,"['6c94ee52-860b-49a0-bc74-4f534cef0f17', 'a4a5bc16-47b5-491a-ab72-b11a4ce4e6a7']",24,,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:01:24.536,Pass,
,,,,,,,,,,,,1.5,,,,,,,,,,,,,a4a5bc16-47b5-491a-ab72-b11a4ce4e6a7,34,,"[56.0, 59.0]",19761,1,,,True,-0.7266424,,,,,,,"[65.0, 51.0]",,High Pass,12.0415945,,Laura Coombs,19416.0,,,,,Recovery,1,From Goal Kick,Leandra Little,15622.0,Left Center Back,5,Bristol City WFC,973,"['2aab501a-3539-4b70-b65f-34dc4d11d5c1', '2b754b5e-75ac-4cb5-a621-eefe544ef782', 'da54289c-ef2d-4640-9b59-9415566b33b7']",27,,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:01:27.737,Pass,True
,,,,,,,,,,,,1.3228,,,,,,,,,,,,,e798e508-00b4-47dd-8d92-fda036cabb78,39,,"[65.0, 45.0]",19761,1,,,,-2.7233684,,,Right Foot,,,,"[56.0, 41.0]",,Ground Pass,9.848858,,Julie Biesmans,10095.0,,,,,Recovery,1,From Goal Kick,Rosella Ayane,21048.0,Right Wing,5,Bristol City WFC,973,"['efd8b16d-8647-4184-aba4-63215837466f', 'f584d6bb-eca8-4bed-8d72-962393855280']",31,,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:01:31.218,Pass,True
,,,,,,,,,,,,1.5888,,,,,,,,,,,,,769bb903-9671-4dfb-8031-a555bea8e1a0,43,,"[57.0, 38.0]",19761,1,,,,-0.8288491,,,Right Foot,,,,"[68.0, 26.0]",,Ground Pass,16.27882,,Lucy Hope,16386.0,,,,,,1,From Goal Kick,Julie Biesmans,10095.0,Left Center Midfield,5,Bristol City WFC,973,"['6a378112-1757-4cab-8373-3d54f5605e7f', 'd82420cb-62b0-470b-8986-59dcb4b1b45c']",33,,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:01:33.237,Pass,True
,,,,,,,,,,,,1.0992,,,,,,,,,,,,,1a3fa4ec-3af9-441d-948c-9a4ae36e3610,48,,"[66.0, 29.0]",19761,1,,,,-0.5880026,,,Right Foot,,,,"[75.0, 23.0]",,Ground Pass,10.816654,Incomplete,Ella Rutherford,16388.0,,,,,,1,From Goal Kick,Lucy Hope,16386.0,Center Attacking Midfield,5,Bristol City WFC,973,"['f01bb77e-c4d5-49c7-a466-80429270a3ee', 'fb8e47eb-21d6-48c9-8781-387d8b9d7199']",37,,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:01:37.319,Pass,
,,,,,,,,,,,,1.8964,,,,,,,,,,,,,c7480e79-8bce-4f75-97ec-65ecb1b145e4,56,,"[43.0, 25.0]",19761,1,,,,-2.3996453,,,Head,,,,"[31.0, 14.0]",,High Pass,16.27882,,Poppy Pattinson,17274.0,,,,,Recovery,1,From Goal Kick,Julie Biesmans,10095.0,Left Center Midfield,5,Bristol City WFC,973,['329ec3c9-c13e-491e-add0-3a75743bd660'],42,,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:01:42.666,Pass,
,,,,,,,,,,,,1.2434,,,,,,,,,,,,,1810a4a6-169c-4617-a3e0-8d441b1624f1,60,,"[28.0, 19.0]",19761,1,,,,1.5707964,,,Left Foot,,,,"[28.0, 30.0]",,Ground Pass,11.0,,Julie Biesmans,10095.0,,,,,,1,From Goal Kick,Poppy Pattinson,17274.0,Left Back,5,Bristol City WFC,973,"['6af71d67-0d7f-4017-9597-4ef45984adae', 'c9fcf674-e434-4f72-862b-dfa82ced06c7']",46,,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:01:46.138,Pass,True
,,,,,,,,,,,,2.3022,,,,,,,,,,,,,a5f0cf88-7b0a-4cd5-b205-7280ce6f4337,63,,"[28.0, 30.0]",19761,1,,,,2.5308666,,,Right Foot,,,,"[8.0, 44.0]",,Ground Pass,24.41311,,Sophie Baggaley,16376.0,,,,,,1,From Goal Kick,Julie Biesmans,10095.0,Left Center Midfield,5,Bristol City WFC,973,['b6450868-7d34-4d3c-842e-9d63de65b1ee'],47,,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:01:47.421,Pass,
,,,,,,,,,,,,3.4413,,,,,,,,,,,,,30f5e128-6620-415c-a25c-f10225107159,66,,"[9.0, 45.0]",19761,1,,,,0.28984648,,,Right Foot,,,,"[66.0, 62.0]",,High Pass,59.48109,Incomplete,Rosella Ayane,21048.0,,,,,,1,From Goal Kick,Sophie Baggaley,16376.0,Goalkeeper,5,Bristol City WFC,973,"['64929e4d-a76a-45bc-b83f-8ac1a53f4c6c', '6ad48575-76c4-49ca-905c-ebb686a900ff', 'e7abfd8b-3ecc-44d1-a1af-055f47a6fddc']",49,,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:01:49.724,Pass,True
,,,,,,,,,,,,0.0202,,,,,,,,,,,,,e7abfd8b-3ecc-44d1-a1af-055f47a6fddc,69,,"[55.0, 19.0]",19761,1,,,True,0.0,,,,,,,"[56.0, 19.0]",,Low Pass,1.0,Incomplete,Christie Murray,15628.0,,,,,Recovery,1,From Goal Kick,Rhiannon Roberts,19779.0,Left Back,5,Bristol City WFC,973,"['30f5e128-6620-415c-a25c-f10225107159', '3901e0cd-5297-4a57-a6ea-2ba8c2d80690', '5c040395-7832-46a8-84ff-8038177e61a1', '7dad8541-c0f9-4fbb-98f6-e3b302cf7158']",53,,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:01:53.165,Pass,True
,,,,,,,,,,,,5.7233,,,,,,,,,,,,,b3c31370-8c98-48bd-a9e9-0a7e53c2f0d7,75,,"[58.0, 18.0]",19761,1,,,,-0.18742912,,,Right Foot,,,,"[116.0, 7.0]",,High Pass,59.03389,Incomplete,Rinsola Babajide,15613.0,,,,,,1,Regular Play,Rhiannon Roberts,19779.0,Left Back,6,Liverpool WFC,966,"['17acf7cb-d6f7-4005-ab44-3f20e9572336', '1a15f9c1-ed4a-42b0-8162-c2ab607cedef', 'eb1d127a-3410-451e-853b-15ed28950fa2']",57,,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:01:57.637,Pass,True
,,,,,,,,,,,,2.0308,,,,,,,,,,,,,09d8e343-6206-4d2e-a264-df8aa4da6e21,79,,"[104.0, 1.0]",19761,2,,,,1.0882831,,,,,,,"[115.0, 22.0]",,High Pass,23.70654,Incomplete,Kirsty Linnett,19418.0,,,,,Throw-in,1,From Throw In,Rhiannon Roberts,19779.0,Left Back,7,Liverpool WFC,966,"['3ff9737d-ebb9-48f9-9932-127d8c1a185c', '8d023b9e-e383-4455-96b3-d7a634df7079']",32,,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:02:32.108,Pass,
,,,,,,,,,,,,0.8266,,,,,,,,,,,,,33c78baa-afff-4fb2-a11e-be4ba95102f8,83,,"[97.0, 6.0]",19761,2,,,,-0.69473827,,,Left Foot,,,,"[103.0, 1.0]",,Ground Pass,7.81025,,Rhiannon Roberts,19779.0,,,,,Recovery,1,From Throw In,Niamh Fahey,19777.0,Center Defensive Midfield,7,Liverpool WFC,966,['1bd9fa94-bead-413a-9408-6de82f091157'],37,,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:02:37.710,Pass,
,,,,,,,,,,,,1.376965,,,,,,,,,,,,,2fbf116e-45a8-4679-9d43-dd551e2f9b47,87,,"[105.0, 3.0]",19761,2,,,,0.27829966,,,Left Foot,,,,"[119.0, 7.0]",,Ground Pass,14.56022,Out,Kirsty Linnett,19418.0,,,,,,1,From Throw In,Rhiannon Roberts,19779.0,Left Back,7,Liverpool WFC,966,"['0162058f-39d8-4060-9392-175a793d754b', '8c08faf8-a81c-4186-8485-2456575edcc7']",39,,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:02:39.497,Pass,True
,,,,,,,,,,,,3.1945,,,,,,,,,,,,,d9369006-e788-4201-948e-3beb4029e6a8,89,,"[7.0, 41.0]",19761,3,,,,0.515549,,,Right Foot,,,,"[67.0, 75.0]",,High Pass,68.96376,,Rosella Ayane,21048.0,,,,,Goal Kick,1,From Goal Kick,Sophie Baggaley,16376.0,Goalkeeper,8,Bristol City WFC,973,['5edfadea-0062-4d42-be64-16706315e965'],7,,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:03:07.168,Pass,
,,,,,,,,,,,,2.7639,,,,,,,,,,,,,970dd06e-4f06-4ece-8b98-12a647e33be6,95,,"[55.0, 5.0]",19761,3,,,,-2.55359,,,Right Foot,,,,"[49.0, 1.0]",,Ground Pass,7.2111025,,Rhiannon Roberts,19779.0,,,,,,1,Regular Play,Niamh Fahey,19777.0,Center Defensive Midfield,9,Liverpool WFC,966,['3154e9e2-76a9-418d-bb6d-9bd7b6b1a40b'],11,,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:03:11.492,Pass,
,,,,,,,,,,,,2.663,,,,,,,,,,,,,5fd4aab2-1b64-4431-80da-8ab516bac4e1,99,,"[49.0, 1.0]",19761,3,,,,2.070143,,,Right Foot,,,,"[31.0, 34.0]",,Ground Pass,37.589893,,Sophie Elizabeth Bradley-Auckland,15614.0,,,,,,1,Regular Play,Rhiannon Roberts,19779.0,Left Back,9,Liverpool WFC,966,['755f6b8e-136c-4f29-92c0-3fd6093db021'],16,,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:03:16.613,Pass,
,,,,,,,,,,,,1.5562,,,,,,,,,,,,,6af62e65-5099-420f-b0f5-2c2f1a126826,102,,"[33.0, 40.0]",19761,3,,,,1.217806,,,Right Foot,,,,"[40.0, 59.0]",,Ground Pass,20.248457,,Satara Murray,15629.0,,,,,,1,Regular Play,Sophie Elizabeth Bradley-Auckland,15614.0,Right Center Back,9,Liverpool WFC,966,['3169dcf2-94fe-4feb-b022-b6c85abce5db'],20,,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:03:20.010,Pass,
,,,,,,,,,,,,0.0997,,,,,,,,,,,,,2773f6e1-3a7e-4826-8939-f0b9cbb74745,106,,"[35.0, 74.0]",19761,3,,,,0.7853982,,,Right Foot,,,,"[36.0, 75.0]",,Ground Pass,1.4142135,Incomplete,,,,,,,,1,Regular Play,Satara Murray,15629.0,Right Back,9,Liverpool WFC,966,"['451ea480-ae55-4fdf-b569-6a299aa0c6bc', 'bcdf8380-9c7a-4fdc-80a0-8a3dffee2f33']",24,,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:03:24.343,Pass,True
,,,,,,,,,,,,1.2794,,,,,,,,,,,,,a1e46c3f-ec4e-43c2-af04-8880ff2c2ec6,108,,"[36.0, 80.0]",19761,3,,True,,-0.41241044,,,,,,,"[52.0, 73.0]",,High Pass,17.464249,,Christie Murray,15628.0,,,,,Throw-in,1,From Throw In,Satara Murray,15629.0,Right Back,10,Liverpool WFC,966,['451180bc-2e64-4549-9667-f0a1201d8f81'],44,,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:03:44.050,Pass,
,,,,,,,,,,,,2.3584,,,,,,,,,,,,,0cec493d-f8a6-472b-9dfb-0e758cdaf486,112,,"[68.0, 1.0]",19761,3,,,,0.15264933,,,,,,,"[94.0, 5.0]",,High Pass,26.305893,,Juliette Kemppi,16390.0,,,,,Throw-in,1,From Throw In,Poppy Pattinson,17274.0,Left Back,11,Bristol City WFC,973,['9ebd3ab8-9118-494c-a146-5efded641fc9'],54,,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:03:54.281,Pass,
,,,,,,,,,,,,1.5483,,,,,,,,,,,,,cd9e94d4-f453-4cf8-a4e8-92f6ac170de5,116,,"[94.0, 6.0]",19761,3,,,,2.0899425,,,Right Foot,,,,"[90.0, 13.0]",,Ground Pass,8.062258,,Ella Rutherford,16388.0,,,,,,1,From Throw In,Juliette Kemppi,16390.0,Center Forward,11,Bristol City WFC,973,"['5ce4938f-f64a-4450-8905-5eb0dc2a45e2', 'ffbab2e8-f098-4182-841a-efbcf29350f4']",58,,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:03:58.112,Pass,True
,,,,,,,,,,,,1.3386,,,,,,,,,,,,,76e14ad3-cea0-4391-843c-02a99f61ac3f,126,,"[11.0, 56.0]",19761,4,,,,1.5120405,,,Right Foot,,,,"[12.0, 73.0]",,Ground Pass,17.029387,,Christie Murray,15628.0,,,,,,1,From Throw In,Satara Murray,15629.0,Right Back,11,Bristol City WFC,973,"['26709f01-e9ad-4bfa-8620-892f27842401', '45085961-8537-4217-b9cc-feef4385d53d']",9,,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:04:09.052,Pass,True
,,,,,,,,,,,,4.37703,,,,,,,,,,,,,52fc2663-0f8b-482a-987b-e8371d79e56b,130,,"[16.0, 73.0]",19761,4,,,,0.10894196,,,Right Foot,,,,"[80.0, 80.0]",,High Pass,64.381676,Out,Kirsty Linnett,19418.0,,,,,,1,From Throw In,Christie Murray,15628.0,Right Center Midfield,11,Bristol City WFC,973,['4d12914b-8111-45cc-b574-9806cf043a8c'],11,,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:04:11.297,Pass,
,,,,,,,,,,,,0.9971,,,,,,,,,,,,,9fc26037-4722-4222-9162-87eff67c72d4,132,,"[48.0, 1.0]",19761,4,,,,0.1798535,,,,,,,"[70.0, 5.0]",,High Pass,22.36068,Incomplete,Lucy Hope,16386.0,,,,,Throw-in,1,From Throw In,Poppy Pattinson,17274.0,Left Back,12,Bristol City WFC,973,"['b61111b6-099b-4b94-b6d6-81d4d91c53e1', 'e62dce22-3976-4c50-95ff-c194a04b1f7d']",23,,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:04:23.006,Pass,
,,,,,,,,,,,,1.4163,,,,,,,,,,,,,b61111b6-099b-4b94-b6d6-81d4d91c53e1,134,,"[51.0, 76.0]",19761,4,,,,-0.48995733,,,Head,,,,"[66.0, 68.0]",,High Pass,17.0,Incomplete,Christie Murray,15628.0,,,,,Recovery,1,From Throw In,Courtney Sweetman-Kirk,15611.0,Right Midfield,12,Bristol City WFC,973,"['4250c6bc-49f5-42dc-848f-4deddfec90e3', '9fc26037-4722-4222-9162-87eff67c72d4', 'e1bc2a16-ed45-4e48-8aa1-75fe2b127cec']",24,,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:04:24.003,Pass,
,,,,,,,,,,,,1.2903,,,,,,,,,,,,,e1bc2a16-ed45-4e48-8aa1-75fe2b127cec,136,,"[55.0, 13.0]",19761,4,,,,-0.7853982,,,Right Foot,,,,"[63.0, 5.0]",,High Pass,11.313708,Incomplete,Lucy Hope,16386.0,,,,,Recovery,1,From Throw In,Julie Biesmans,10095.0,Left Center Midfield,12,Bristol City WFC,973,"['000bcdb3-26f8-4c20-958c-860a78997c49', '48620d90-2488-4ba5-b345-6e5aa2f2b669', 'b61111b6-099b-4b94-b6d6-81d4d91c53e1']",25,,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:04:25.419,Pass,
,,,,,,,,,,,,2.2183,,,,,,,,,,,,,000bcdb3-26f8-4c20-958c-860a78997c49,138,,"[58.0, 76.0]",19761,4,,,,-0.6489956,,,Right Foot,,,,"[87.0, 54.0]",,High Pass,36.40055,Incomplete,Kirsty Linnett,19418.0,,,,,Recovery,1,From Throw In,Courtney Sweetman-Kirk,15611.0,Right Midfield,12,Bristol City WFC,973,"['831b09e0-8f61-4938-880c-ba804d7dbb2b', 'd81a2a41-3e6f-4664-954b-4c5079544318', 'e1bc2a16-ed45-4e48-8aa1-75fe2b127cec']",26,,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:04:26.710,Pass,
