ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,,,,,,,31ed8044-a0d4-4d32-91fe-52cf85465b72,1387,,,"[59.0, 74.0]",19737,41,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Satara Murray,15629.0,Right Back,85,Liverpool WFC,966,['56b72142-ecfc-4f2d-9963-8595a37338e7'],4,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:41:04.953,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,e9427486-7e2e-4d05-8db1-8291da16f953,1390,,,"[38.0, 56.0]",19737,41,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Sophie Elizabeth Bradley-Auckland,15614.0,Right Center Back,85,Liverpool WFC,966,['ac69d3a8-66ae-4ab2-bd5e-54c7acea094b'],7,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:41:07.575,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,2401d3c0-c549-4889-bb97-b23ff3fcf5c7,1393,,,"[36.0, 29.0]",19737,41,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Jasmine Matthews,15618.0,Left Center Back,85,Liverpool WFC,966,['f16eca9f-0e39-4109-a97a-842dd5b15b80'],11,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:41:11.316,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,7ddd0bf9-fd1b-48f3-bf3e-4b01ee8004a0,1397,,,"[43.0, 5.0]",19737,41,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Leigh-Anne Robe,15630.0,Left Back,85,Liverpool WFC,966,['bac241d2-a427-4fbd-8030-0c1199f7c320'],16,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:41:16.246,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,d174654e-cc7a-4447-823e-cf2a5707d7c0,1400,,,"[49.0, 18.0]",19737,41,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Niamh Fahey,19777.0,Center Defensive Midfield,85,Liverpool WFC,966,['0327d252-feda-4380-81a5-d47e968055b8'],18,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:41:18.375,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,281c044c-cfd4-4044-a650-b7dacd72d37b,1408,,,"[48.0, 56.0]",19737,41,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Sophie Elizabeth Bradley-Auckland,15614.0,Right Center Back,85,Liverpool WFC,966,['e407cc52-702b-44c8-ac7b-a25195558119'],24,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:41:24.626,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,0e4aea86-a3de-4dfd-8d32-85888d78d42f,1411,,,"[85.0, 54.0]",19737,41,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Laura Coombs,19416.0,Right Center Midfield,85,Liverpool WFC,966,['2d70ec48-e647-442b-a6a3-bee88a5f50d6'],26,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:41:26.965,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,4787e81d-fb52-4588-a0d7-00af2fe07cc0,1414,,,"[112.0, 68.0]",19737,41,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Satara Murray,15629.0,Right Back,85,Liverpool WFC,966,['20eeb4f6-b8e6-4e00-8f2b-2574ff893d7e'],33,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:41:33.428,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,1a35c604-b731-4b03-8eec-a778122dc808,1418,,,"[67.0, 64.0]",19737,42,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Amber Gaylor,15711.0,Right Wing,86,Yeovil Town LFC,970,['ec8b593e-0a98-45a9-b876-b12e5dc2ef2c'],5,,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:42:05.592,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,c5d7ae9b-bf17-4f42-b60c-4b4f3bf49831,1421,,,"[58.0, 62.0]",19737,42,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Ellie Mason,15715.0,Right Defensive Midfield,86,Yeovil Town LFC,970,['5d8463b5-eb10-4710-bd25-0a8813af2d09'],7,,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:42:07.919,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,161d2bdb-0768-41ed-ab11-1134cb5f71d5,1427,,,"[45.0, 49.0]",19737,42,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Nicola Cousins,15712.0,Left Center Back,86,Yeovil Town LFC,970,['6385deb2-9106-4ca1-827d-3550d2235cd6'],11,,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:42:11.645,Ball Receipt*,
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,5d869ae9-ea75-423c-9fbe-caa1ce655793,1429,,,"[76.0, 34.0]",19737,42,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Anne-Marie Heatherson,15714.0,Left Wing,86,Yeovil Town LFC,970,['cf9e8269-4b5b-425c-84ae-5bd4ea76b41c'],13,,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:42:13.717,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,f2be1717-e34c-4944-91e7-81d29ef5279d,1433,,,"[83.0, 69.0]",19737,42,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jessica Anne Clarke,15218.0,Right Wing,87,Liverpool WFC,966,['2e117fde-1b2c-4de0-a5a4-864039f1e17b'],18,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:42:18.525,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,b6a1935f-d2fe-4416-afef-d9ea46343aee,1436,,,"[81.0, 55.0]",19737,42,,,,,,,,,,,,,,,,,,,,1,Regular Play,Laura Coombs,19416.0,Right Center Midfield,87,Liverpool WFC,966,['c9054e4c-d5f9-4b00-9184-d57b2d8fc7cb'],20,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:42:20.497,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,57697eb5-1001-4b10-9187-7ee58dad3e88,1440,,,"[72.0, 32.0]",19737,42,,,,,,,,,,,,,,,,,,,,1,Regular Play,Niamh Fahey,19777.0,Center Defensive Midfield,87,Liverpool WFC,966,['f728b515-ba96-4da8-a671-53a32aadd754'],23,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:42:23.240,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,4d956657-c6a8-4fd4-84e6-02d2aa906bda,1443,,,"[54.0, 30.0]",19737,42,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jasmine Matthews,15618.0,Left Center Back,87,Liverpool WFC,966,['115ada75-b1d1-4146-8e04-039a772e0133'],26,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:42:26.116,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,a2504f60-54f7-4905-aec4-1a566567c5d7,1446,,,"[75.0, 38.0]",19737,42,,,,,,,,,,,,,,,,,,,,1,Regular Play,Niamh Fahey,19777.0,Center Defensive Midfield,87,Liverpool WFC,966,['c340c54a-563e-4446-8ab1-ee39e26e4975'],27,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:42:27.476,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,a661ba05-d3c0-480a-b4ff-35ba7a4523cf,1449,,,"[93.0, 30.0]",19737,42,,,,,,,,,,,,,,,,,,,,1,Regular Play,Niamh Charles,15631.0,Left Wing,87,Liverpool WFC,966,['bf9d4d0b-f735-43b4-b6e7-a62ab0af6a8e'],30,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:42:30.081,Ball Receipt*,
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,185eb850-6792-423e-b08d-5af9f5fbc024,1454,,,"[36.0, 62.0]",19737,42,,,,,,,,,,,,,,,,,,,,1,Regular Play,Amber Gaylor,15711.0,Right Wing,87,Liverpool WFC,966,['734b65cf-2757-41c5-aa66-b4dd8f2993c1'],34,,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:42:34.847,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,18293b89-37e0-41f0-acbf-451471cae96a,1459,,,"[66.0, 5.0]",19737,42,,,,,,,,,,,,,,,,,,,,1,Regular Play,Leigh-Anne Robe,15630.0,Left Back,87,Liverpool WFC,966,['177a2a72-9494-4acf-8fcb-a0923a44fbb1'],39,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:42:39.648,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,ad46aa96-a00f-482b-b293-711f4afa3a28,1463,,,"[81.0, 10.0]",19737,42,,,,,,,,,,,,,,,,,,,,1,Regular Play,Rinsola Babajide,15613.0,Left Center Midfield,87,Liverpool WFC,966,['bedd12ce-59ef-4d96-901c-1163be54206c'],42,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:42:42.671,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,823861b0-605a-48b8-9477-3ea995c09225,1486,,,"[20.0, 36.0]",19737,43,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ellie Mason,15715.0,Right Defensive Midfield,88,Yeovil Town LFC,970,['e33bd7dd-b3cd-458e-af85-675fa45d1969'],4,,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:43:04.097,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,a8ac1b48-91d6-4068-8425-a3f033764928,1490,,,"[26.0, 22.0]",19737,43,,,,,,,,,,,,,,,,,,,,1,Regular Play,Anne-Marie Heatherson,15714.0,Left Wing,88,Yeovil Town LFC,970,['224f6610-3d6f-40b4-ad56-d63fcd00f59f'],5,,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:43:05.851,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,8d01758a-2e76-4811-9401-1f76d9c23e97,1496,,,"[103.0, 52.0]",19737,43,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jessica Anne Clarke,15218.0,Right Wing,89,Liverpool WFC,966,['71b28ca3-f4b3-4fb0-9d8e-987efca72fc4'],10,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:43:10.500,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,208441e5-5305-40fc-aab0-5eff6028b6e1,1503,,,"[41.0, 49.0]",19737,43,,,,,,,,,,,,,,,,,,,,1,From Keeper,Nicola Cousins,15712.0,Left Center Back,91,Yeovil Town LFC,970,['0e27c686-e9f8-4164-9ebc-30096dff7803'],33,,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:43:33.094,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,0f4d220a-4157-4e0d-b9be-b2e5d9e2686a,1507,,,"[10.0, 48.0]",19737,43,,,,,,,,,,,,,,,,,,,,1,From Keeper,Megan Walsh,15709.0,Goalkeeper,91,Yeovil Town LFC,970,['70a035f2-c4db-4ec6-bca3-44bc12ad1cda'],38,,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:43:38.134,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,cfb69d51-d12c-4770-ac74-83075697bdeb,1511,,,"[71.0, 73.0]",19737,43,,,,,,,,,,,,,,,,,,,,1,From Keeper,Amber Gaylor,15711.0,Right Wing,91,Yeovil Town LFC,970,['c02d38f6-aab6-4d8f-9701-301e431aae8f'],45,,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:43:45.300,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,b889d47c-913b-42f8-80ea-52e8024cfd13,1514,,,"[81.0, 67.0]",19737,43,,,,,,,,,,,,,,,,,,,,1,From Keeper,Olivia Fergusson,15718.0,Left Center Forward,91,Yeovil Town LFC,970,['baf81055-5b20-40f1-90b2-d7f1c691e0b6'],47,,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:43:47.178,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,bb305b60-00aa-424e-abd5-953b27c8bf39,1517,,,"[104.0, 61.0]",19737,43,,,,,,,,,,,,,,,,,,,,1,From Keeper,Shannon Albuery,19775.0,Right Center Forward,91,Yeovil Town LFC,970,['fd34629d-edf9-4478-896b-c27bdc662d8b'],50,,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:43:50.192,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,05362f77-252c-4878-8997-040357e42187,1523,,,"[29.0, 26.0]",19737,43,,,,,,,,,,,,,,,,,,,,1,From Keeper,Niamh Fahey,19777.0,Center Defensive Midfield,91,Yeovil Town LFC,970,['358b1660-d6b2-422c-a81c-144832eab6ca'],58,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:43:58.367,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,872f771e-4a89-4c5d-9e48-b89ae59cd65f,1527,,,"[72.0, 65.0]",19737,44,,,,,,,,,,,,,,,,,,,,1,From Keeper,Amber Gaylor,15711.0,Right Wing,91,Yeovil Town LFC,970,['5f33a4f8-e687-417f-9301-5a20aaa51cbe'],4,,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:44:04.277,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,2bb9d1c8-a91c-4d88-815f-b7e56efe93ca,1535,,,"[66.0, 7.0]",19737,44,,,,,,,,,,,,,,,,,,,,1,Regular Play,Niamh Charles,15631.0,Left Wing,92,Liverpool WFC,966,['c2075061-769a-4113-bbb9-90e24858c283'],8,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:44:08.936,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,1cff8cee-c45b-4938-8fff-f31a1f9e8581,1537,,,"[70.0, 14.0]",19737,44,,,,,,,,,,,,,,,,,,,,1,Regular Play,Rinsola Babajide,15613.0,Left Center Midfield,92,Liverpool WFC,966,['6ba4ab7d-bf14-4617-ac45-853c11a8caa3'],9,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:44:09.961,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,4291539b-d07b-4667-b85e-27ce4f4c0bb3,1540,,,"[85.0, 8.0]",19737,44,,,,,,,,,,,,,,,,,,,,1,Regular Play,Niamh Charles,15631.0,Left Wing,92,Liverpool WFC,966,['0d136b1e-6a13-4628-8cd9-3032a6b8955b'],12,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:44:12.101,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,16584ef6-1fea-456b-ab05-0f7ba95f6fa6,1546,,,"[107.0, 47.0]",19737,44,,,,,,,,,,,,,,,,,,,,1,Regular Play,Laura Coombs,19416.0,Right Center Midfield,92,Liverpool WFC,966,['6cbd9f71-64d2-43eb-9a3d-1fa79de6bff5'],17,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:44:17.140,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,8c350705-b6ce-4f5d-b1f7-31256f062bb1,1555,,,"[41.0, 57.0]",19737,46,,,,,,,,,,,,,,,,,,,,1,From Throw In,Sophie Elizabeth Bradley-Auckland,15614.0,Right Center Back,94,Liverpool WFC,966,['4e62097f-9ef0-465a-9f17-7e8d7882394f'],41,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:46:41.125,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,e0a2e1c0-6152-42c8-8ce0-6258bccddd09,1566,,,"[64.0, 39.0]",19737,47,,,,,,,,,,,,,,,,,,,,1,From Throw In,Laura Coombs,19416.0,Right Center Midfield,94,Liverpool WFC,966,['0c98b8e2-9653-43a5-895e-5ff56200d9ab'],5,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:47:05.794,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,8716e12b-a2f1-413d-9948-2302c7fbe36b,1568,,,"[81.0, 5.0]",19737,47,,,,,,,,,,,,,,,,,,,,1,From Throw In,Niamh Charles,15631.0,Left Wing,94,Liverpool WFC,966,['93183547-3524-4c1b-a6c7-af39e640779e'],9,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:47:09.815,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,f6e6ad75-9f16-4b14-ae5a-0a6340b0057d,1576,,,"[44.0, 46.0]",19737,45,,,,,,,,,,,,,,,,,,,,2,From Kick Off,Niamh Fahey,19777.0,Center Defensive Midfield,95,Liverpool WFC,966,['bf77b312-b411-46bc-9136-f0e9c6efa382'],2,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:00:02.692,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,a3df5441-633b-483b-b947-56f82d7b175f,1579,,,"[60.0, 41.0]",19737,45,,,,,,,,,,,,,,,,,,,,2,From Kick Off,Rinsola Babajide,15613.0,Left Center Midfield,95,Liverpool WFC,966,['4c783b15-4f9b-4d4e-a277-d7b1fc90c782'],4,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:00:04.844,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,759df543-52d4-4ed5-9634-f89c880901a9,1582,,,"[51.0, 22.0]",19737,45,,,,,,,,,,,,,,,,,,,,2,From Kick Off,Laura Coombs,19416.0,Right Center Midfield,95,Liverpool WFC,966,"['03a9066c-8fc5-40aa-b9a8-7f6855b42c56', '3de99b9f-6a46-4832-8c7a-5a887509c013']",6,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:00:06.411,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,7ec6706b-b3ff-4b59-8c5b-074e7e4e5367,1585,,,"[54.0, 7.0]",19737,45,,,,,,,,,,,,,,,,,,,,2,From Kick Off,Leigh-Anne Robe,15630.0,Left Back,95,Liverpool WFC,966,['345b9796-5aae-47d6-b249-f11c8fdea2dc'],8,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:00:08.873,Ball Receipt*,
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,1f47bb68-936b-4537-9826-5ad809d2484c,1588,,,"[68.0, 43.0]",19737,45,,,,,,,,,,,,,,,,,,,,2,From Kick Off,Laura Coombs,19416.0,Right Center Midfield,95,Liverpool WFC,966,['908b26d4-010a-48d6-af11-9c236a97d557'],12,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:00:12.308,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,356be793-adb5-4be9-9ff6-4615bb4bfe0b,1594,,,"[78.0, 48.0]",19737,45,,,,,,,,,,,,,,,,,,,,2,Regular Play,Anne-Marie Heatherson,15714.0,Left Wing,96,Yeovil Town LFC,970,['8a40cca4-f3d7-440e-811a-c6fec10c3461'],21,,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:00:21.699,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,fc09e2c2-1d9a-42a8-96ca-a99d8f6b87ad,1599,,,"[90.0, 68.0]",19737,45,,,,,,,,,,,,,,,,,,,,2,From Throw In,Amber Gaylor,15711.0,Right Wing,97,Yeovil Town LFC,970,['fe8d8ba5-1c74-46d5-bf4a-af28f0f731d0'],32,,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:00:32.933,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,f52afc48-6aac-4325-b8a3-79ddac61db2d,1603,,,"[72.0, 74.0]",19737,45,,,,,,,,,,,,,,,,,,,,2,From Throw In,Amy Goddard,15708.0,Right Back,97,Yeovil Town LFC,970,"['58a92a87-f08a-4aad-95bf-5e6dbf7457c1', 'a3dc97f8-0594-4db5-883a-2ebd6e3c9b25']",34,,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:00:34.835,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,9940fa83-af80-49e1-8ce7-3706e927a5c6,1606,,,"[79.0, 60.0]",19737,45,,,,,,,,,,,,,,,,,,,,2,From Throw In,Georgia Evans,15707.0,Left Defensive Midfield,97,Yeovil Town LFC,970,['4cde01f9-41bc-48db-912f-4f833f19f7bd'],36,,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:00:36.857,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,29afe53e-da2f-429c-8afb-1aac33c6c3a4,1610,,,"[54.0, 36.0]",19737,45,,,,,,,,,,,,,,,,,,,,2,From Throw In,Nicola Cousins,15712.0,Left Center Back,97,Yeovil Town LFC,970,"['450c54c1-79bc-48da-8d69-79835b63568f', 'df2f4e26-390c-404c-9bf4-a584e819ce17']",39,,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:00:39.885,Ball Receipt*,True
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,f960c689-cbb5-4812-89f9-ad341660aa5f,1613,,,"[82.0, 18.0]",19737,45,,,,,,,,,,,,,,,,,,,,2,From Throw In,Anne-Marie Heatherson,15714.0,Left Wing,97,Yeovil Town LFC,970,['9ab78818-33e1-47c7-b73a-9685060d7ab9'],43,,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:00:43.710,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,99701da3-6d35-45cf-93e6-9b2502532540,1615,,,"[51.0, 72.0]",19737,45,,,,,,,,,,,,,,,,,,,,2,From Throw In,Jessica Anne Clarke,15218.0,Right Wing,97,Yeovil Town LFC,970,['b06926af-d36d-4afd-813f-efada47e9732'],44,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:00:44.753,Ball Receipt*,
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,94554dcc-8411-451a-aaac-893fa4a3d0c1,1618,,,"[114.0, 35.0]",19737,45,,,,,,,,,,,,,,,,,,,,2,From Throw In,Niamh Charles,15631.0,Left Wing,97,Yeovil Town LFC,970,['d802062d-81b7-4214-a84c-57ec8345ddd9'],55,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:00:55.064,Ball Receipt*,
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,9efe6a5a-bd55-44e1-9d17-95fdf4a53810,1622,,,"[77.0, 51.0]",19737,46,,,,,,,,,,,,,,,,,,,,2,From Keeper,Olivia Fergusson,15718.0,Left Center Forward,98,Yeovil Town LFC,970,['3f57abb2-0141-40ed-bc9e-b9c34fef06a2'],11,,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:01:11.456,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,9ff5304c-3cb0-4e63-a6e9-fedb42f973b6,1625,,,"[35.0, 22.0]",19737,46,,,,,,,,,,,,,,,,,,,,2,Regular Play,Leigh-Anne Robe,15630.0,Left Back,99,Liverpool WFC,966,['f052c416-7422-45b5-8512-6ae8942e7498'],13,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:01:13.807,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,bccfcbfe-3df6-4870-a750-c8ac539f358f,1628,,,"[53.0, 24.0]",19737,46,,,,,,,,,,,,,,,,,,,,2,Regular Play,Niamh Fahey,19777.0,Center Defensive Midfield,99,Liverpool WFC,966,['406d228a-dd0a-47b8-aed6-816e86ebcbef'],15,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:01:15.694,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,6578336b-fd9f-4a8a-b96a-aea3bffca544,1631,,,"[34.0, 19.0]",19737,46,,,,,,,,,,,,,,,,,,,,2,Regular Play,Jasmine Matthews,15618.0,Left Center Back,99,Liverpool WFC,966,['638a1528-46d9-4396-9cdd-572d315b44b2'],18,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:01:18.049,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,d7e3ec33-d2f2-4ec5-b5cc-093370b8a148,1635,,,"[88.0, 20.0]",19737,46,,,,,,,,,,,,,,,,,,,,2,Regular Play,Kirsty Linnett,19418.0,Center Forward,99,Liverpool WFC,966,['600d54b3-a2eb-4904-b378-65f837ddd4cb'],22,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:01:22.363,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,cd46c8b8-2b34-4420-9f42-c60a3f52a4c8,1641,,,"[70.0, 55.0]",19737,46,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Amber Gaylor,15711.0,Right Wing,100,Yeovil Town LFC,970,['27ca389e-1c02-480d-a346-1681a12a6078'],57,,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:01:57.619,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,516ffa57-80ee-47c6-b914-ae565529f2f7,1652,,,"[29.0, 27.0]",19737,47,,,,,,,,,,,,,,,,,,,,2,From Counter,Laura Coombs,19416.0,Right Center Midfield,101,Liverpool WFC,966,['0da94a3d-8578-461e-8d47-44d9c4272b38'],15,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:02:15.262,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,3ae2707b-2420-491f-a678-44ffcb93e487,1655,,,"[47.0, 19.0]",19737,47,,,,,,,,,,,,,,,,,,,,2,From Counter,Niamh Charles,15631.0,Left Wing,101,Liverpool WFC,966,['ead713f4-7a8e-4f9f-a16e-9597f6ed448d'],17,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:02:17.800,Ball Receipt*,
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,61c85c76-f41e-4036-afb2-0cf66d82b804,1659,,,"[112.0, 28.0]",19737,47,,,,,,,,,,,,,,,,,,,,2,Regular Play,Kirsty Linnett,19418.0,Center Forward,101,Liverpool WFC,966,['d509401d-1666-4f70-bb35-c0e462daf78b'],26,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:02:26.930,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,4f35dd2f-e481-48b5-a2c7-8cec3206f6ab,1661,,,"[72.0, 37.0]",19737,47,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Georgia Evans,15707.0,Left Defensive Midfield,102,Yeovil Town LFC,970,['8d799d85-4921-42aa-822a-3dbd03526ff6'],54,,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:02:54.725,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,3bf70242-95dd-497d-bdb4-bbb3a3f4fa37,1671,,,"[70.0, 53.0]",19737,48,,,,,,,,,,,,,,,,,,,,2,Regular Play,Ellie Mason,15715.0,Right Defensive Midfield,104,Yeovil Town LFC,970,['98bbda83-c034-45be-a107-dbe7880676a2'],29,,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:03:29.279,Ball Receipt*,
