50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,9a738e96-e21c-4927-9bb8-66e2fb64b082,1,,,,19816,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Birmingham City WFC,969,,0,,,,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 22032, 'name': 'Hannah Hampton'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 29}, {'player': {'id': 19500, 'name': 'Sarah Emma Mayling'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 8}, {'player': {'id': 19503, 'name': 'Aoife Mannion'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 25}, {'player': {'id': 19502, 'name': 'Meaghan Sargeant'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 19592, 'name': 'Harriet Scott'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 23}, {'player': {'id': 19501, 'name': 'Hayley Ladd'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 15580, 'name': 'Claudia Walker'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 20}, {'player': {'id': 15562, 'name': 'Lucy Staniforth'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 37}, {'player': {'id': 10193, 'name': 'Chloe Arthur'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 7}, {'player': {'id': 15563, 'name': 'Charlie Wellings'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 15}, {'player': {'id': 10180, 'name': 'Ellen White'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Birmingham City WFC,969,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,30b6362a-8b40-4c3c-8926-18ef6f6d7f3f,2,,,,19816,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Birmingham City WFC,969,,0,,,,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 19778, 'name': 'Frances Kitching'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 18}, {'player': {'id': 15630, 'name': 'Leigh-Anne Robe'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 3}, {'player': {'id': 15614, 'name': 'Sophie Elizabeth Bradley-Auckland'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 19777, 'name': 'Niamh Fahey'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 24239, 'name': 'Jemma Elizabeth Purfield'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 23}, {'player': {'id': 19417, 'name': 'Amy Rodgers'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 19}, {'player': {'id': 10093, 'name': 'Yana Daniëls'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 11}, {'player': {'id': 19416, 'name': 'Laura Coombs'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 15628, 'name': 'Christie Murray'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 15613, 'name': 'Rinsola Babajide'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 20}, {'player': {'id': 15611, 'name': 'Courtney Sweetman-Kirk'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Liverpool WFC,966,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,959ebbfe-69cd-45b3-a079-8abe91af9975,3,,,,19816,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Birmingham City WFC,969,['55e77765-9c3d-4734-a070-5d2d5dc71b4e'],0,,,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,55e77765-9c3d-4734-a070-5d2d5dc71b4e,4,,,,19816,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Birmingham City WFC,969,['959ebbfe-69cd-45b3-a079-8abe91af9975'],0,,,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,1cf5a2ab-b013-4388-8b43-99d92554d6af,1868,,,,19816,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,116,Liverpool WFC,966,['756ec124-3ba0-46c7-8ad3-b126d6622e0c'],0,,,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,756ec124-3ba0-46c7-8ad3-b126d6622e0c,1869,,,,19816,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,116,Liverpool WFC,966,['1cf5a2ab-b013-4388-8b43-99d92554d6af'],0,,,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,1.046809,,,,,,,,,,,fe84789c-bc6d-4de5-8851-f411ce5e22ea,5,,,"[61.0, 41.0]",19816,0,,,,,-2.8753407,,Right Foot,,,,"[50.0, 38.0]",,Ground Pass,,11.401754,,,Hayley Ladd,19501.0,,,,,,Kick Off,1,From Kick Off,Lucy Staniforth,15562.0,Right Center Midfield,2,Birmingham City WFC,969,['b14b0420-1cfc-4d53-bbc2-224012dc656f'],0,,,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:00.145,Pass,
,,,,,,,,,,,,,,,1.139094,,,,,,,,,,,a459e265-6f5f-4c7b-b744-629c00f4c872,8,,,"[48.0, 42.0]",19816,0,,,,,2.6779451,,Right Foot,,,,"[30.0, 51.0]",,Ground Pass,,20.12461,,,Aoife Mannion,19503.0,,,,,,,1,From Kick Off,Hayley Ladd,19501.0,Center Defensive Midfield,2,Birmingham City WFC,969,['b9b4c0bf-e157-4ec8-af04-8c0f93623825'],1,,,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:01.822,Pass,
,,,,,,,,,,,,,,,1.417842,,,,,,,,,,,93789beb-eac6-4649-9ba2-2be33534933c,12,,,"[30.0, 58.0]",19816,0,,,,,1.2490457,,Right Foot,,,,"[36.0, 76.0]",,Ground Pass,,18.973665,,,Sarah Emma Mayling,19500.0,,,,,,,1,From Kick Off,Aoife Mannion,19503.0,Right Center Back,2,Birmingham City WFC,969,"['035b8946-fa19-496d-bfab-59b98b289430', '2b943c79-6865-43eb-8313-ffb4761cbb6a']",4,,,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:04.429,Pass,True
,,,,,,,,,,,,,,,0.877899,,,,,,,,,,,0cc521d0-8d0c-4ae2-87a7-fb7208fe8587,16,,,"[33.0, 75.0]",19816,0,,,,,-2.4149504,,Right Foot,,,,"[24.0, 67.0]",,Ground Pass,,12.0415945,,,Aoife Mannion,19503.0,,,,,,,1,From Kick Off,Sarah Emma Mayling,19500.0,Right Back,2,Birmingham City WFC,969,"['28710558-ac37-44af-a8eb-b3eac0698d47', 'a962514f-efda-460c-9057-a7ab248e80e5']",6,,,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:06.596,Pass,True
