50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_lost_in_play,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,3.6906,,,,,,,,,,,e39aa092-4eb0-45af-af8f-97a8ef7da3bb,19,,"[13.0, 46.0]",19809,0,,,,,0.6435011,,Right Foot,,,"[53.0, 76.0]",High Pass,,50.0,Incomplete,,Kate Natkiel,16399.0,,,,,,1,From Kick Off,Marie Hourihan,19419.0,Goalkeeper,2,Brighton & Hove Albion WFC,965,"['93500f5e-ed74-443b-ac97-2eaf8241c474', '9c344259-21cd-4662-b6af-f02205402394']",11,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:11.240,Pass,
,,,,,,,,,,,,,,1.4802,,,,,,,,,,,93500f5e-ed74-443b-ac97-2eaf8241c474,21,,"[68.0, 5.0]",19809,0,,,,True,0.18534794,,,,,"[84.0, 8.0]",Low Pass,,16.27882,Incomplete,,Lauren Bruton,15726.0,,,,,Recovery,1,From Kick Off,Mayumi Pacheco,15724.0,Left Back,2,Brighton & Hove Albion WFC,965,"['7bf73283-b1c1-4484-a31e-5b6a31ac6be2', '819346a0-11e2-4dd7-8527-b931e02fc3cd', 'b69d4e18-c2b1-47cf-91b0-fe01db6aba8e', 'e39aa092-4eb0-45af-af8f-97a8ef7da3bb']",14,,,,,,,,,,,,,,,,,Reading WFC,974,00:00:14.930,Pass,True
,,,,,,,,,,,,,,0.685,,,,,,,,,,,b69d4e18-c2b1-47cf-91b0-fe01db6aba8e,24,,"[37.0, 73.0]",19809,0,,,,,-0.5585993,,Head,,,"[45.0, 68.0]",Low Pass,,9.433981,,,Chloe Peplow,16397.0,,,,,Recovery,1,From Kick Off,Kirsty Barton,19414.0,Right Back,2,Brighton & Hove Albion WFC,965,"['93500f5e-ed74-443b-ac97-2eaf8241c474', 'bfc35de7-e6bc-4c1c-9c37-c49f761692e0']",16,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:16.410,Pass,
,,,,,,,,,,,,,,4.1471,,,,,,,,,,,15a9ce69-bc1b-48a1-bd05-36a11b1c684b,30,,"[48.0, 58.0]",19809,0,,,,,0.36172923,,Right Foot,,,"[85.0, 72.0]",Ground Pass,,39.56008,Incomplete,,Iniabasi Anefiok Umotong,16378.0,,,,,Recovery,1,From Kick Off,Megan Connolly,23413.0,Left Center Midfield,2,Brighton & Hove Albion WFC,965,"['225f1081-f2b3-4a00-adf7-4e059a82aba4', '3a82c56f-3b01-4111-b921-fc173e3311d4']",19,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:19.624,Pass,
,,,,,,,,,,,,,,1.1107,,,,,,,,,,,2d4acc6e-f6da-47c4-998d-816dc2157c38,34,,"[39.0, 11.0]",19809,0,,,,,0.5070985,,Right Foot,,,"[48.0, 16.0]",Ground Pass,,10.29563,,,Fara Williams,10251.0,,,,,,1,Regular Play,Molly Bartrip,21021.0,Left Center Back,3,Reading WFC,974,['d63b6620-433b-4cfd-8b41-3bc40d4d2b09'],24,,,,,,,,,,,,,,,,,Reading WFC,974,00:00:24.838,Pass,
,,,,,,,,,,,,,,1.220614,,,,,,,,,,,f25bf15c-1149-4aa6-ae7f-5d3c583dc7df,37,,"[44.0, 19.0]",19809,0,,,,,1.7928783,,Right Foot,,,"[37.0, 50.0]",Ground Pass,,31.780497,,,Kirstyn Pearce,18152.0,,,,,,1,Regular Play,Fara Williams,10251.0,Right Defensive Midfield,3,Reading WFC,974,['e64cb0b5-e2ed-4249-9357-e71b4a5f7ee7'],28,,,,,,,,,,,,,,,,,Reading WFC,974,00:00:28.615,Pass,
,,,,,,,,,,,,,,1.101761,,,,,,,,,,,c7eddad7-f5f6-4035-ba76-84524414bb97,40,,"[38.0, 53.0]",19809,0,,,,,-1.4773196,,Right Foot,,,"[41.0, 21.0]",Ground Pass,,32.140316,,,Molly Bartrip,21021.0,,,,,,1,Regular Play,Kirstyn Pearce,18152.0,Right Center Back,3,Reading WFC,974,['91b53225-c01e-46ef-8adb-69dcffa30eb2'],31,,,,,,,,,,,,,,,,,Reading WFC,974,00:00:31.257,Pass,
,,,,,,,,,,,,,,1.967967,,,,,,,,,,,00102af9-e70e-41aa-b7aa-1cd91c53cd62,43,,"[44.0, 19.0]",19809,0,,,,,0.24497867,,Right Foot,,,"[76.0, 27.0]",High Pass,,32.984844,Incomplete,,Millie Laura Farrow,24747.0,,,,,,1,Regular Play,Molly Bartrip,21021.0,Left Center Back,3,Reading WFC,974,"['55393ab4-36b9-4b8f-ba18-9362aaa7a378', 'f1950738-656b-4f8f-8741-e2ee609f9a67']",35,,,,,,,,,,,,,,,,,Reading WFC,974,00:00:35.383,Pass,
,,,,,,,,,,,,,,2.12,,,,,,,,,,,99cec039-37e0-4c61-91a9-1e78f1674496,48,,"[52.0, 48.0]",19809,0,,,,,-1.9379702,,Right Foot,,,"[42.0, 22.0]",Ground Pass,,27.856777,,,Felicity Gibbons,16392.0,,,,,,1,Regular Play,Danielle Buet,20034.0,Right Center Back,4,Brighton & Hove Albion WFC,965,['f5eddec5-f35e-4646-9e2f-b9fed160c29d'],38,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:38.996,Pass,
,,,,,,,,,,,,,,0.9007,,,,,,,,,,,f6a306b4-a898-46a7-8f3d-49f858407697,51,,"[75.0, 21.0]",19809,0,,,,,0.15264933,,Left Foot,,,"[88.0, 23.0]",Ground Pass,,13.152946,,,Iniabasi Anefiok Umotong,16378.0,,,,,,1,Regular Play,Felicity Gibbons,16392.0,Left Back,4,Brighton & Hove Albion WFC,965,['43251c18-8ae0-453c-b495-b2f31d02b11e'],46,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:46.069,Pass,
,,,,,,,,,,,,,,1.9508,,,,,,,,,,,1c6e6b76-0c94-42c2-8ddf-330ae54609bd,55,,"[87.0, 22.0]",19809,0,,,,,2.4668517,,Right Foot,,,"[77.0, 30.0]",Low Pass,,12.806249,Incomplete,,Chloe Peplow,16397.0,,,,,,1,Regular Play,Iniabasi Anefiok Umotong,16378.0,Center Forward,4,Brighton & Hove Albion WFC,965,"['188fa7f0-0682-45d2-ae10-567c71ca233e', 'bb64aaca-3a3b-46b0-9900-2f3d146bf9ef']",47,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:47.445,Pass,
,,,,,,,,,,,,,,0.895741,,,,,,,,,,,188fa7f0-0682-45d2-ae10-567c71ca233e,57,,"[44.0, 51.0]",19809,0,,,,,2.6224465,,Right Foot,,,"[37.0, 55.0]",Ground Pass,,8.062258,,,Jade Moore,10190.0,,,,,Recovery,1,Regular Play,Fara Williams,10251.0,Right Defensive Midfield,5,Reading WFC,974,"['1a0463b0-bef1-46cf-8f80-ca2b24a80712', '1c6e6b76-0c94-42c2-8ddf-330ae54609bd']",49,,,,,,,,,,,,,,,,,Reading WFC,974,00:00:49.396,Pass,
,,,,,,,,,,,,,,0.449983,,,,,,,,,,,7d6dc852-cade-461a-9469-c4b62295e2b3,60,,"[37.0, 57.0]",19809,0,,,,,2.3561945,,Right Foot,,,"[33.0, 61.0]",Ground Pass,,5.656854,,,Rachel Furness,15706.0,,,,,,1,Regular Play,Jade Moore,10190.0,Right Midfield,5,Reading WFC,974,['988ccd7f-767f-4b5d-ade8-9a7f8a49d057'],52,,,,,,,,,,,,,,,,,Reading WFC,974,00:00:52.299,Pass,
,,,,,,,,,,,,,,1.3591,,,,,,,,,,,60bbf17a-d6c7-446d-9bbc-37d3caffcd57,63,,"[32.0, 62.0]",19809,0,,,,,-2.2142975,,Left Foot,,,"[26.0, 54.0]",Ground Pass,,10.0,,,Kirstyn Pearce,18152.0,,,,,,1,Regular Play,Rachel Furness,15706.0,Left Defensive Midfield,5,Reading WFC,974,['ab7202d2-e490-4989-9ea7-f998e6f89356'],53,,,,,,,,,,,,,,,,,Reading WFC,974,00:00:53.661,Pass,
,,,,,,,,,,,,,,1.838721,,,,,,,,,,,d0ee5a32-e99c-40ed-98b8-2a333fb123ee,66,,"[26.0, 53.0]",19809,0,,,,,-1.6814536,,Right Foot,,,"[24.0, 35.0]",Ground Pass,,18.110771,,,Molly Bartrip,21021.0,,,,,,1,Regular Play,Kirstyn Pearce,18152.0,Right Center Back,5,Reading WFC,974,['9d9d3109-331c-426d-8ba3-e099ce14ad2f'],55,,,,,,,,,,,,,,,,,Reading WFC,974,00:00:55.447,Pass,
,,,,,,,,,,,,,,1.4201,,,,,,,,,,,64ad795c-e65e-47d0-8265-0ff5ae490d34,69,,"[26.0, 19.0]",19809,1,,,,,0.66596925,,Left Foot,,,"[40.0, 30.0]",Ground Pass,,17.804493,,,Remi Allen,18149.0,,,,,,1,Regular Play,Molly Bartrip,21021.0,Left Center Back,5,Reading WFC,974,['770f9736-c64a-49cd-8f06-dd651e644021'],1,,,,,,,,,,,,,,,,,Reading WFC,974,00:01:01.626,Pass,
,,,,,,,,,,,,,,2.2531,,,,,,,,,,,71b9423c-e6b1-4e8b-b934-f7a76c5fd4d5,72,,"[40.0, 30.0]",19809,1,,,,,-0.348771,,Right Foot,,,"[62.0, 22.0]",High Pass,,23.409399,,,Millie Laura Farrow,24747.0,,,,,,1,Regular Play,Remi Allen,18149.0,Left Midfield,5,Reading WFC,974,['db45370c-cc9f-4b69-bd9c-bf9008ac78ee'],4,,,,,,,,,,,,,,,,,Reading WFC,974,00:01:04.702,Pass,
,,,,,,,,,,,,,,0.6371,,,,,,,,,,,41e8192a-08e9-4478-bb3d-88864b0980d8,77,,"[59.0, 61.0]",19809,1,,,,,-1.5707964,,Right Foot,,,"[59.0, 55.0]",Ground Pass,,6.0,,,Chloe Peplow,16397.0,,,,,Recovery,1,Regular Play,Kirsty Barton,19414.0,Right Back,6,Brighton & Hove Albion WFC,965,['c229ba47-eefa-463f-a5fb-a35fd3df161c'],11,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:01:11.501,Pass,
,,,,,,,,,,,,,,1.56,,,,,,,,,,,8b524494-5309-4889-8088-f634c9bb2dcc,80,,"[59.0, 54.0]",19809,1,,,,,2.2565258,,Right Foot,,,"[50.0, 65.0]",Ground Pass,,14.21267,,,Kirsty Barton,19414.0,,,,,,1,Regular Play,Chloe Peplow,16397.0,Right Center Midfield,6,Brighton & Hove Albion WFC,965,['a1574af4-02d8-462a-80e5-71ebb152d848'],12,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:01:12.219,Pass,
,,,,,,,,,,,,,,1.92,,,,,,,,,,,bc24149c-dcd3-40bf-808e-03cdbfdb49c8,83,,"[47.0, 69.0]",19809,1,,,,,-2.4733033,,Right Foot,,,"[28.0, 54.0]",Ground Pass,,24.207438,,,Danielle Buet,20034.0,,,,,,1,Regular Play,Kirsty Barton,19414.0,Right Back,6,Brighton & Hove Albion WFC,965,['b4841cc3-5346-4c24-bf81-1ad6d7b8a947'],13,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:01:13.859,Pass,
,,,,,,,,,,,,,,2.462222,,,,,,,,,,,12ec671e-f323-4e16-b637-e766e4587668,86,,"[31.0, 52.0]",19809,1,,,,,-1.3567356,,Other,,,"[41.0, 6.0]",Low Pass,,47.07441,,,Felicity Gibbons,16392.0,,True,,,,1,Regular Play,Danielle Buet,20034.0,Right Center Back,6,Brighton & Hove Albion WFC,965,['12e8e4ff-6d68-4e60-be87-f8637c9309b5'],16,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:01:16.903,Pass,
,,,,,,,,,,,,,,1.3084,,,,,,,,,,,4c997044-d5cb-42b4-8106-1b77e7b783bc,94,,"[81.0, 66.0]",19809,2,,,,,-1.1583859,,Right Foot,,,"[88.0, 50.0]",Ground Pass,,17.464249,,,Lauren Bruton,15726.0,,,,,Free Kick,1,From Free Kick,Fara Williams,10251.0,Right Defensive Midfield,8,Reading WFC,974,['a89b9040-7947-490c-acc0-7458f5ae8a62'],35,,,,,,,,,,,,,,,,,Reading WFC,974,00:02:35.631,Pass,
,,,,,,,,,,,,,,1.8726,,,,,,,,,,,e2052fd6-33ae-49c4-a6ca-c313579a7a38,100,,"[86.0, 52.0]",19809,3,,,,,-0.23554498,,Right Foot,,,"[111.0, 46.0]",High Pass,,25.70992,,,Remi Allen,18149.0,,,,,Free Kick,1,From Free Kick,Fara Williams,10251.0,Right Defensive Midfield,9,Reading WFC,974,['3ed83ea3-1487-4087-9d70-b4f140bd5965'],19,,,,,,,,,,,,,,,,,Reading WFC,974,00:03:19.528,Pass,
,,,,,,,,,,,,,,4.727451,,,,,,,,,,,8db4d3d8-5929-4e91-b1d2-9a6b029ded26,104,,"[7.0, 37.0]",19809,3,,,,,-0.5554937,,Right Foot,,,"[65.0, 1.0]",High Pass,,68.26419,Out,,,,,,,,Goal Kick,1,From Goal Kick,Marie Hourihan,19419.0,Goalkeeper,10,Brighton & Hove Albion WFC,965,,31,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:03:31.077,Pass,
,,,,,,,,,,,,,,1.7651,,,,,,,,,,,45b17b9f-d6fe-4343-b455-59158310ef83,105,,"[55.0, 80.0]",19809,3,,,,,-2.3884413,,,,,"[39.0, 65.0]",Low Pass,,21.931713,,,Kirstyn Pearce,18152.0,,,,,Throw-in,1,From Throw In,Natasha Harding,15725.0,Right Back,11,Reading WFC,974,['3081db5e-67ee-48ec-8451-5f436a599599'],41,,,,,,,,,,,,,,,,,Reading WFC,974,00:03:41.468,Pass,
,,,,,,,,,,,,,,2.6276,,,,,,,,,,,b8baa225-a8af-44a6-ae68-63ddc3977594,108,,"[35.0, 61.0]",19809,3,,,,,-1.5707964,,Right Foot,,,"[35.0, 36.0]",Ground Pass,,25.0,,,Molly Bartrip,21021.0,,,,,,1,From Throw In,Kirstyn Pearce,18152.0,Right Center Back,11,Reading WFC,974,['cc315f15-09d2-4558-aa1c-40546753dd25'],44,,,,,,,,,,,,,,,,,Reading WFC,974,00:03:44.693,Pass,
,,,,,,,,,,,,,,1.385651,,,,,,,,,,,741a6e83-1908-4e0d-a7f5-f46e115412a1,111,,"[36.0, 38.0]",19809,3,,,,,1.5253731,,Right Foot,,,"[37.0, 60.0]",Ground Pass,,22.022715,,,Kirstyn Pearce,18152.0,,,,,,1,From Throw In,Molly Bartrip,21021.0,Left Center Back,11,Reading WFC,974,['af18d7aa-f3f3-42f6-a14a-6c6456a7bf1b'],48,,,,,,,,,,,,,,,,,Reading WFC,974,00:03:48.306,Pass,
,,,,,,,,,,,,,,1.3252,,,,,,,,,,,af821b20-c37e-48b7-8a15-0a06057670ad,114,,"[51.0, 64.0]",19809,3,,,,,-0.06885649,,Right Foot,,,"[80.0, 62.0]",Low Pass,,29.068884,,,Lauren Bruton,15726.0,,,,,,1,From Throw In,Kirstyn Pearce,18152.0,Right Center Back,11,Reading WFC,974,['683807bd-ba36-4a8d-9810-47fbbd5ebe56'],53,,,,,,,,,,,,,,,,,Reading WFC,974,00:03:53.540,Pass,
,,,,,,,,,,,,,,0.797268,,,,,,,,,,,a2e0d098-266d-42ca-8094-f5804f988101,119,,"[40.0, 15.0]",19809,3,,,,,-2.714965,,Right Foot,,,"[29.0, 10.0]",Ground Pass,,12.083046,,,Felicity Gibbons,16392.0,,,,,Recovery,1,Regular Play,Megan Connolly,23413.0,Left Center Midfield,12,Brighton & Hove Albion WFC,965,['4aef748b-1da2-4f00-85b1-49029dd3c6b5'],58,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:03:58.090,Pass,
,,,,,,,,,,,,,,0.3921,,,,,,,,,,,6a00583f-179b-4772-9894-a688e889eb10,123,,"[32.0, 6.0]",19809,3,,,,,0.0,,Left Foot,,,"[41.0, 6.0]",High Pass,,9.0,Incomplete,,,,,,,,,1,Regular Play,Felicity Gibbons,16392.0,Left Back,12,Brighton & Hove Albion WFC,965,['ff050ce8-99d3-4d8c-9a21-dbdd4f11aa5d'],59,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:03:59.964,Pass,
,,,,,,,,,,,,,,0.6237,,,,,,,,,,,6b66e3bc-496d-4b77-b671-5c5a1e24853e,126,,"[45.0, 1.0]",19809,4,,,,,0.35877067,,,,,"[53.0, 4.0]",Low Pass,,8.5440035,,,Aileen Whelan,16374.0,,,,,Throw-in,1,From Throw In,Felicity Gibbons,16392.0,Left Back,13,Brighton & Hove Albion WFC,965,['5f63b8b3-d610-4d3e-b181-7ee4a62f9911'],35,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:04:35.031,Pass,
,,,,,,,,,,,,,,1.1524,,,,,,,,,,,b667c1ea-7c3f-4a3b-8411-cc4503046e99,129,,"[52.0, 4.0]",19809,4,,,,,2.6779451,,Right Foot,,,"[48.0, 6.0]",Ground Pass,,4.472136,,,Felicity Gibbons,16392.0,,,,,,1,From Throw In,Aileen Whelan,16374.0,Left Wing,13,Brighton & Hove Albion WFC,965,['518744ab-814a-47ad-b9ee-2754c0dc1dfa'],35,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:04:35.735,Pass,
,,,,,,,,,,,,,,0.8429,,,,,,,,,,,8f182a19-87a3-41a3-ab6c-38c82cc1c162,140,,"[45.0, 1.0]",19809,5,,,,,0.22679885,,,,,"[58.0, 4.0]",High Pass,,13.341664,,,Aileen Whelan,16374.0,,,,,Throw-in,1,From Throw In,Felicity Gibbons,16392.0,Left Back,14,Brighton & Hove Albion WFC,965,['6f9f97de-3fe0-4e09-a2a0-4e060a5ac7de'],0,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:05:00.132,Pass,
,,,,,,,,,,,,,,1.8201,,,,,,,,,,,035cb929-51e7-4958-8970-8656ec355cf1,142,,"[58.0, 4.0]",19809,5,,,,,0.7853982,,Head,,,"[70.0, 16.0]",Low Pass,,16.970562,,,Kate Natkiel,16399.0,,,,,,1,From Throw In,Aileen Whelan,16374.0,Left Wing,14,Brighton & Hove Albion WFC,965,['b7a74c58-c2de-49aa-bcf3-d889de97c912'],1,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:05:01.095,Pass,
