ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,2.042672,,,,,,,,,,,,a565711c-af53-403b-8fb6-f2ca2afdc277,18,,"[84.0, 51.0]",19800,0,,,,,1.0863184,,Left Foot,,,"[94.0, 70.0]",,Low Pass,,21.470911,,,Lisa Evans,10179.0,,,,,,,1,From Kick Off,Katie McCabe,15620.0,Right Wing,2,Arsenal WFC,968,['58357cf6-09da-4326-a52c-b126b70af670'],13,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:13.496,Pass,
,,,,,,,,,,,,,,,,,1.547562,,,,,,,,,,,,a5901790-b2ca-4b46-8b6c-b3b13e4bd586,21,,"[97.0, 69.0]",19800,0,,,,,-0.27829966,,Right Foot,,,"[111.0, 65.0]",,Ground Pass,,14.56022,,,Katie McCabe,15620.0,,,,,,,1,From Kick Off,Lisa Evans,10179.0,Right Back,2,Arsenal WFC,968,['c4b23a07-c723-491a-819e-95d399426d35'],16,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:16.356,Pass,
,,,,,,,,,,,,,,,,,1.047992,,,,,,,,,,,,6acb357d-af83-407a-b2ac-f84726605c20,25,,"[100.0, 57.0]",19800,0,,,,,-2.1375256,,Left Foot,,,"[93.0, 46.0]",,Ground Pass,,13.038404,Incomplete,,Danielle van de Donk,10658.0,,,,,,,1,From Kick Off,Katie McCabe,15620.0,Right Wing,2,Arsenal WFC,968,"['3579299a-2e1f-42ea-b309-d8f8e7e612cc', '5a4b6397-ef9b-4003-855f-8ba12f77db3e']",23,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:23.101,Pass,
,,,,,,,,,,,,,,,,,1.995266,,,,,,,,,,,,48b19acb-286b-40e0-9edf-20146144acb3,30,,"[35.0, 37.0]",19800,0,,,,,0.21406068,,Right Foot,,,"[58.0, 42.0]",,Ground Pass,,23.537205,Incomplete,,Abigail Harrison,23412.0,,,,,,,1,From Kick Off,Lucy Hope,16386.0,Center Attacking Midfield,2,Arsenal WFC,968,"['3b99430f-2854-4fbc-a49b-2853b66e0c05', '8bbb8df8-d388-49ca-b9aa-03de19b040e5', '99e735ba-444e-47ee-b956-73a6b66ae9b7']",25,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:25.365,Pass,True
,,,,,,,,,,,,,,,,,0.813252,,,,,,,,,,,,3a1116ee-fcf8-44f0-a59c-46aeaed388cb,34,,"[65.0, 40.0]",19800,0,,,,,-0.5070985,,Right Foot,,,"[74.0, 35.0]",,Ground Pass,,10.29563,,,Dominique Johanna Anna Petrone Janssen,10666.0,,,,,,,1,From Kick Off,Louise Quinn,15621.0,Left Center Back,2,Arsenal WFC,968,['741955df-91b0-49b5-98c9-88f93d82b55f'],27,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:27.784,Pass,
,,,,,,,,,,,,,,,,,2.445423,,,,,,,,,,,,54a2f5d0-e1fd-4291-a0ee-78304cffb24e,38,,"[74.0, 34.0]",19800,0,,,,,-1.9513026,,Right Foot,,,"[64.0, 9.0]",,High Pass,,26.925823,,,Katrine Veje,10088.0,,,,,,,1,From Kick Off,Dominique Johanna Anna Petrone Janssen,10666.0,Center Defensive Midfield,2,Arsenal WFC,968,['1e62664a-c0e4-4d04-848f-489078a49921'],29,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:29.731,Pass,
,,,,,,,,,,,,,,,,,0.800726,,,,,,,,,,,,8a65dc94-8a53-4b46-9574-df5c115de376,41,,"[66.0, 11.0]",19800,0,,,,,1.7681919,,Left Foot,,,"[61.0, 36.0]",,Low Pass,,25.495098,,,Danielle van de Donk,10658.0,,,,,,,1,From Kick Off,Katrine Veje,10088.0,Left Back,2,Arsenal WFC,968,['d9c4e9fb-5361-4fd2-a83c-15a849b9400b'],35,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:35.313,Pass,
,,,,,,,,,,,,,,,,,1.906194,,,,,,,,,,,,6ddc5781-7b03-4b3a-a11d-9b00b1252dd6,44,,"[56.0, 42.0]",19800,0,,,,,1.2055949,,Right Foot,,,"[69.0, 76.0]",,High Pass,,36.40055,,,Lisa Evans,10179.0,,,,,,,1,From Kick Off,Danielle van de Donk,10658.0,Left Center Midfield,2,Arsenal WFC,968,['b7876805-f3c0-4d4e-977a-390b99498fe6'],37,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:37.392,Pass,
,,,,,,,,,,,,,,,,,1.342906,,,,,,,,,,,,76a0b978-1be5-44c3-86f4-cf39ccd88566,46,,"[69.0, 76.0]",19800,0,,True,,,-2.2142975,,Other,,,"[57.0, 60.0]",,Low Pass,,20.0,,,Leah Williamson,18999.0,,,,,,,1,From Kick Off,Lisa Evans,10179.0,Right Back,2,Arsenal WFC,968,['2330ab02-a754-46f0-95ce-e2f275c42973'],39,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:39.493,Pass,
,,,,,,,,,,,,,,,,,0.82429,,,,,,,,,,,,74677c09-2d37-45dd-8614-f95fa27979b3,49,,"[56.0, 59.0]",19800,0,,,,,-0.5070985,,Right Foot,,,"[65.0, 54.0]",,Ground Pass,,10.29563,,,Kim Little,15616.0,,,,,,,1,From Kick Off,Leah Williamson,18999.0,Right Center Back,2,Arsenal WFC,968,"['32b64137-3b3c-4f25-ad33-54ae8ff8f4e6', 'c66897e0-0545-4663-9f6b-1c9ae64084cd']",42,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:42.216,Pass,True
,,,,,,,,,,,,,,,,,1.852131,,,,,,,,,,,,9c71f1e9-9b2c-4ba4-b708-b4ad8f86ce2c,57,,"[49.0, 74.0]",19800,0,,,,,0.27829966,,Right Foot,,,"[70.0, 80.0]",,Ground Pass,,21.84033,Out,,Katie McCabe,15620.0,,,,,,,1,From Kick Off,Lisa Evans,10179.0,Right Back,2,Arsenal WFC,968,['e36157a0-faf0-4b15-8f1f-7043fad1c98b'],48,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:48.304,Pass,
,,,,,,,,,,,,,,,,,1.668952,,,,,,,,,,,,1f4e4718-4f9c-4822-8e27-fcfc5552a153,59,,"[47.0, 1.0]",19800,1,,,,,0.30587888,,,,,"[66.0, 7.0]",,High Pass,,19.924858,,,Lucy Hope,16386.0,,,,,,Throw-in,1,From Throw In,Poppy Pattinson,17274.0,Left Back,3,Bristol City WFC,973,['c46776b5-e62a-4f09-bab6-c58b07df28fb'],5,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:01:05.278,Pass,
,,,,,,,,,,,,,,,,,1.916127,,,,,,,,,,,,3ddc9a5a-e991-4bbf-bb93-53f9dd2c8700,66,,"[57.0, 59.0]",19800,1,,,,,-0.98279375,,Left Foot,,,"[65.0, 47.0]",,Ground Pass,,14.422205,,,Danielle van de Donk,10658.0,,,,,,,1,From Throw In,Dominique Johanna Anna Petrone Janssen,10666.0,Center Defensive Midfield,3,Bristol City WFC,973,"['9154be4f-e227-4cfa-83cb-51b103515ab7', 'e45d7b81-7717-40c7-8ec9-6e9c7adeff8e']",8,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:08.649,Pass,True
,,,,,,,,,,,,,,,,,0.897768,,,,,,,,,,,,7c7bc848-e79c-47a9-8652-aa4fa50c1d6a,69,,"[65.0, 46.0]",19800,1,,,,,-1.5707964,,Right Foot,,,"[65.0, 34.0]",,Ground Pass,,12.0,Incomplete,,Bethany Mead,15619.0,,,,,,,1,From Throw In,Danielle van de Donk,10658.0,Left Center Midfield,3,Bristol City WFC,973,"['4e9eb59b-eb1c-4d07-9e4e-94586deb4e63', '628f78ac-2046-42a2-b60e-b694a056e7a0']",10,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:10.907,Pass,
,,,,,,,,,,,True,,,,,,1.339336,,,,,,,,,,,,628f78ac-2046-42a2-b60e-b694a056e7a0,71,,"[56.0, 47.0]",19800,1,,,,,2.077895,,Right Foot,,,"[51.0, 56.0]",,Ground Pass,,10.29563,,,Loren Dykes,16391.0,,,,,,Interception,1,From Throw In,Carla Humphrey,16384.0,Right Midfield,3,Bristol City WFC,973,"['47f15311-91df-4390-b499-1cf500c4806c', '7c7bc848-e79c-47a9-8652-aa4fa50c1d6a']",11,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:01:11.805,Pass,
,,,,,,,,,,,,,,,,,1.226762,,,,,,,,,,,,5eba0644-5e96-43b8-9ebf-debc71c652b1,76,,"[79.0, 79.0]",19800,1,,,,,-0.11065722,,Right Foot,,,"[88.0, 78.0]",,Ground Pass,,9.055386,,,Abigail Harrison,23412.0,,,,,,,1,From Throw In,Loren Dykes,16391.0,Right Back,3,Bristol City WFC,973,"['3fe65a50-d16d-4330-8cfb-b5369d2f4e4c', 'd2bee6ef-5a8e-46f2-ba6d-e52fb91118e8']",19,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:01:19.673,Pass,True
,,,,,,,,,,,,,,,,,1.119451,,,,,,,,,,,,9ca5713c-f81e-4468-b1ba-959616358135,79,,"[88.0, 77.0]",19800,1,,,,,-1.3734008,,Right Foot,,,"[89.0, 72.0]",,Ground Pass,,5.0990195,,,Carla Humphrey,16384.0,,,,,,,1,From Throw In,Abigail Harrison,23412.0,Center Forward,3,Bristol City WFC,973,['cb3b4490-e253-4846-850f-9e086d8a036b'],21,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:01:21.426,Pass,
,,,,,,,,,,,,,,,,,0.812237,,,,,,,,,,,,e1e72404-5815-4a9a-be08-77648c7ee6be,82,,"[89.0, 72.0]",19800,1,,,,,2.3561945,,Right Foot,,,"[84.0, 77.0]",,Ground Pass,,7.071068,,,Loren Dykes,16391.0,,,,,,,1,From Throw In,Carla Humphrey,16384.0,Right Midfield,3,Bristol City WFC,973,['7222a090-d218-447b-b800-9a9e089db3f5'],22,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:01:22.666,Pass,
,,,,,,,,,,,,,,,,,1.353412,,,,,,,,,,,,74c767f2-cf10-4d49-8e8b-d82d6c6f252e,85,,"[86.0, 77.0]",19800,1,,,,,-0.24497867,,Right Foot,,,"[94.0, 75.0]",,Ground Pass,,8.246211,Incomplete,,Carla Humphrey,16384.0,,,,,,,1,From Throw In,Loren Dykes,16391.0,Right Back,3,Bristol City WFC,973,"['4f20e0ec-244e-498f-bd7e-0abfcb2ecb46', 'f3256b2d-ebe2-434e-bd9d-3c412b40883d']",23,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:01:23.882,Pass,
,,,,,,,,,,,,,,,,,0.555211,,,,,,,,,,,,459eaf31-1fe8-4c08-ad82-97ae44a0c01d,89,,"[27.0, 3.0]",19800,1,,,,,1.9756881,,Left Foot,,,"[24.0, 10.0]",,Ground Pass,,7.615773,,,Danielle van de Donk,10658.0,,,,,,,1,Regular Play,Katrine Veje,10088.0,Left Back,4,Arsenal WFC,968,['584fd275-e25a-4d9e-b0d6-ff1e2214391f'],27,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:27.088,Pass,
,,,,,,,,,,,,,,,,,0.715357,,,,,,,,,,,,219b2aaf-2a4a-4fd8-ab3b-e9ed17434222,93,,"[22.0, 11.0]",19800,1,,,,,2.0344439,,Right Foot,,,"[19.0, 17.0]",,Ground Pass,,6.708204,,,Dominique Johanna Anna Petrone Janssen,10666.0,,,,,,,1,Regular Play,Danielle van de Donk,10658.0,Left Center Midfield,4,Arsenal WFC,968,"['930f871f-d0aa-4e7e-b020-72e346c74842', 'd647e19b-b95f-4c2e-8070-2493429e282c']",28,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:28.274,Pass,True
,,,,,,,,,,,,,,,,,4.756137,,,,,,,,,,,,31733173-480a-4f8c-a3c4-167707230a57,96,,"[23.0, 21.0]",19800,1,,,,,1.4263548,,Right Foot,,,"[31.0, 76.0]",,High Pass,,55.578773,,,Lisa Evans,10179.0,,,True,,,,1,Regular Play,Dominique Johanna Anna Petrone Janssen,10666.0,Center Defensive Midfield,4,Arsenal WFC,968,['09bfbfca-1a3a-411a-bcc7-f36fec84a2fd'],30,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:30.564,Pass,
,,,,,,,,,,,,,,,,,0.843095,,,,,,,,,,,,6d55b1fe-1f36-479b-a416-cbc1c6db1cd8,99,,"[32.0, 69.0]",19800,1,,,,,-1.418147,,Right Foot,,,"[34.0, 56.0]",,Ground Pass,,13.152946,,,Kim Little,15616.0,,,,,,,1,Regular Play,Lisa Evans,10179.0,Right Back,4,Arsenal WFC,968,['423bba1f-0001-40cc-b32c-052ce53c3c1d'],38,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:38.441,Pass,
,,,,,,,,,,,,,,,,,1.304134,,,,,,,,,,,,dd3b0054-5ab3-46ef-9400-2164ebb5bab2,103,,"[36.0, 63.0]",19800,1,,,,,-2.9304993,,Left Foot,,,"[22.0, 60.0]",,Ground Pass,,14.3178215,,,Leah Williamson,18999.0,,,,,,,1,Regular Play,Kim Little,15616.0,Right Center Midfield,4,Arsenal WFC,968,['338aea85-e032-4e51-b077-dd6cda713398'],41,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:41.426,Pass,
,,,,,,,,,,,,,,,,,1.214998,,,,,,,,,,,,646e4ef4-11f2-4cae-91e4-8834bdc6cb99,106,,"[21.0, 57.0]",19800,1,,,,,-0.27829966,,Left Foot,,,"[35.0, 53.0]",,Ground Pass,,14.56022,,,Dominique Johanna Anna Petrone Janssen,10666.0,,,,,,,1,Regular Play,Leah Williamson,18999.0,Right Center Back,4,Arsenal WFC,968,['81448741-cefa-4587-93d1-8adc4499587a'],43,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:43.804,Pass,
,,,,,,,,,,,,,,,,,1.276737,,,,,,,,,,,,71d350b5-e5a9-4f43-be33-8e217c72c7fe,109,,"[35.0, 53.0]",19800,1,,,,,1.7681919,,Left Foot,,,"[31.0, 73.0]",,Ground Pass,,20.396078,,,Kim Little,15616.0,,,,,,,1,Regular Play,Dominique Johanna Anna Petrone Janssen,10666.0,Center Defensive Midfield,4,Arsenal WFC,968,['a6fb64d4-3e29-4c22-a641-7062a96cfbdf'],45,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:45.514,Pass,
,,,,,,,,,,,,,,,,,0.881409,,,,,,,,,,,,453439ce-fc70-4860-a1c3-9d206f03ad27,112,,"[35.0, 72.0]",19800,1,,,,,-0.15264933,,Right Foot,,,"[48.0, 70.0]",,Ground Pass,,13.152946,,,Katie McCabe,15620.0,,,,,,,1,Regular Play,Kim Little,15616.0,Right Center Midfield,4,Arsenal WFC,968,['df66016f-e52c-40a6-9274-1a98e6656c5f'],48,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:48.391,Pass,
,,,,,,,,,,,,,,,,,0.308782,,,,,,,,,,,,93db7ee8-9663-4f59-9f07-77decef243b4,115,,"[48.0, 70.0]",19800,1,,,,,0.5585993,,Left Foot,,,"[56.0, 75.0]",,Ground Pass,,9.433981,Incomplete,,,,,,,,,,1,Regular Play,Katie McCabe,15620.0,Right Wing,4,Arsenal WFC,968,['ba1acd89-a9ac-44b1-9fae-9c028d083a18'],49,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:49.608,Pass,
,,,,,,,,,,,,,,,,,0.614892,,,,,,,,,,,,86eaa632-fe5b-4991-b2fd-640b4710ecb6,117,,"[58.0, 80.0]",19800,2,,,,,-1.7126933,,,,,"[56.0, 66.0]",,Low Pass,,14.142136,,,Dominique Johanna Anna Petrone Janssen,10666.0,,,,,,Throw-in,1,From Throw In,Lisa Evans,10179.0,Right Back,5,Arsenal WFC,968,['9e99b957-15cd-4d3b-aa1a-2921c179adc7'],4,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:02:04.527,Pass,
,,,,,,,,,,,,,,,,,0.905772,,,,,,,,,,,,a63c806c-de16-4187-8846-4a6da69b1801,120,,"[56.0, 66.0]",19800,2,,,,,1.4601392,,Right Foot,,,"[57.0, 75.0]",,Low Pass,,9.055386,,,Lisa Evans,10179.0,,,,,,,1,From Throw In,Dominique Johanna Anna Petrone Janssen,10666.0,Center Defensive Midfield,5,Arsenal WFC,968,['7647554b-16e3-4f30-8523-6eddcac336c3'],5,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:02:05.174,Pass,
,,,,,,,,,,,,,,,,,0.961255,,,,,,,,,,,,c1edc74e-4cc0-4f20-b63a-93ca1ce55519,124,,"[56.0, 76.0]",19800,2,,,,,-1.9756881,,Right Foot,,,"[50.0, 62.0]",,Ground Pass,,15.231546,,,Dominique Johanna Anna Petrone Janssen,10666.0,,,,,,,1,From Throw In,Lisa Evans,10179.0,Right Back,5,Arsenal WFC,968,"['3602bd52-5e55-4b52-9d64-26c2b71f888f', '984e4815-3b8c-4e1d-8182-53594b70cb2a']",6,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:02:06.089,Pass,True
,,,,,,,,,,,,,,,,,0.853294,,,,,,,,,,,,e46ca327-3818-45c6-b85a-4d8fa8c742c2,131,,"[72.0, 20.0]",19800,2,,,,,2.9229238,,Right Foot,,,"[63.0, 22.0]",,Ground Pass,,9.219544,,,Julie Biesmans,10095.0,,,,,,,1,Regular Play,Abigail Harrison,23412.0,Center Forward,6,Bristol City WFC,973,['12a7d619-6a42-46fc-9087-950929691440'],9,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:02:09.956,Pass,
,,,,,,,,,,,,,,,,,0.84363,,,,,,,,,,,,ae1facf1-44ad-4c18-8bf6-6879fb4c787e,134,,"[65.0, 22.0]",19800,2,,,,,-0.98279375,,Right Foot,,,"[71.0, 13.0]",,Ground Pass,,10.816654,,,Ella Rutherford,16388.0,,,,,,,1,Regular Play,Julie Biesmans,10095.0,Left Defensive Midfield,6,Bristol City WFC,973,['1709bab6-6f9a-431a-8107-441e4fdb6c9b'],11,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:02:11.522,Pass,
