50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,1.7498,,,,,,,,,,,,0adc03f6-f017-4f52-900f-38d955187890,18,,,"[27.0, 75.0]",19806,0,,,,,0.058755822,,Right Foot,,,,"[44.0, 76.0]",,Ground Pass,,17.029387,,,,Loren Dykes,16391.0,,,,,,,1,From Kick Off,Carla Humphrey,16384.0,Right Center Midfield,2,Bristol City WFC,973,['ccc36afe-853f-49ce-bbad-ebcfb3703985'],12,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:12.291,Pass,
,,,,,,,,,,,,,,,,,,,1.50263,,,,,,,,,,,,7e638054-3c70-45e6-8761-8e2e3c391515,22,,,"[45.0, 78.0]",19806,0,,,,,-0.037020117,,Right Foot,,,,"[72.0, 77.0]",,High Pass,,27.018513,,Incomplete,,Abigail Harrison,23412.0,,,,,,,1,From Kick Off,Loren Dykes,16391.0,Right Back,2,Bristol City WFC,973,"['0d3067be-d39a-4791-95a2-70b3ac84ffa3', '4fc4e1c2-40e2-488d-822a-3e2ea71287d3']",15,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:15.586,Pass,
,,,,,,,,,,,,,,,,,,,1.5073,,,,,,,,,,,,c26a8d73-65ae-42ee-8efd-1b25086a8e3c,41,,,"[57.0, 72.0]",19806,0,,,,,0.86217004,,Right Foot,,,,"[63.0, 79.0]",,Ground Pass,,9.219544,,,,Carla Humphrey,16384.0,,,,,,,1,From Kick Off,Loren Dykes,16391.0,Right Back,2,Bristol City WFC,973,['bc355d0d-175d-4764-b75c-48a4279ebaa8'],24,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:24.255,Pass,
,,,,,,,,,,,,,,,,,,,1.2692,,,,,,,,,,,,030fd919-87dc-41c7-a4f7-56f97082ccc0,45,,,"[68.0, 78.0]",19806,0,,,,,3.041924,,Right Foot,,,,"[58.0, 79.0]",,Ground Pass,,10.049875,,,,Loren Dykes,16391.0,,,,,,,1,From Kick Off,Carla Humphrey,16384.0,Right Center Midfield,2,Bristol City WFC,973,"['cf4f3e0d-c62f-4a78-986c-f741a22ec712', 'f2a3dd2e-6f06-408c-a020-c52d2ec88d42']",28,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:28.401,Pass,True
,,,,,,,,,,,,,,,,,,,1.1812,,,,,,,,,,,,9a7c58e7-0c68-40c3-a554-8102d69b1552,49,,,"[67.0, 78.0]",19806,0,,,,,-0.87605804,,Right Foot,,,,"[72.0, 72.0]",,Ground Pass,,7.81025,,,,Carla Humphrey,16384.0,,,,,,,1,From Kick Off,Loren Dykes,16391.0,Right Back,2,Bristol City WFC,973,"['21429229-717c-4864-ac09-08f1b3e2426e', '2564eb22-b4c2-4826-8567-9ab2a8d945ef']",31,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:31.142,Pass,True
,,,,,,,,,,,,,,,,,,,0.759,,,,,,,,,,,,e8331c43-b44e-4e03-8187-dd420888c3bf,52,,,"[72.0, 73.0]",19806,0,,,,,0.6202495,,Right Foot,,,,"[79.0, 78.0]",,Low Pass,,8.602325,,,,Loren Dykes,16391.0,,,,,,,1,From Kick Off,Carla Humphrey,16384.0,Right Center Midfield,2,Bristol City WFC,973,['4d4b2a2e-7d91-4156-9364-02f3c61f8048'],32,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:32.323,Pass,
,,,,,,,,,,,,,,,,,,,0.853347,,,,,,,,,,,,b28fcaa8-9067-43fb-8a24-ddb59370d7ba,56,,,"[33.0, 1.0]",19806,0,,,,,1.19029,,,,,,"[35.0, 6.0]",,Low Pass,,5.3851647,,,,Rachel Furness,15706.0,,,,,,Throw-in,1,From Throw In,Mayumi Pacheco,15724.0,Left Back,3,Reading WFC,974,['37ebfdc7-372f-498c-aa06-2fe59b3eb621'],52,,,,,,,,,,,,,,,,,Reading WFC,974,00:00:52.518,Pass,
,,,,,,,,,,,,,,,,,,,2.163742,,,,,,,,,,,,72715171-4147-43fc-bc25-1f587bc2240b,60,,,"[33.0, 13.0]",19806,0,,,,,1.8399638,,Left Foot,,,,"[25.0, 42.0]",,Ground Pass,,30.083218,,,,Molly Bartrip,21021.0,,,,,,,1,From Throw In,Rachel Furness,15706.0,Center Defensive Midfield,3,Reading WFC,974,"['88d4a894-f1b4-426c-8712-3d2fa2071907', 'ec09100b-233b-4690-93ff-0aad6d77adcd']",55,,,,,,,,,,,,,,,,,Reading WFC,974,00:00:55.060,Pass,True
,,,,,,,,,,,,,,,,,,,0.923707,,,,,,,,,,,,f51448c5-a136-4536-9522-1d86ea7d52c3,63,,,"[24.0, 63.0]",19806,1,,,,,1.1383885,,Left Foot,,,,"[30.0, 76.0]",,Ground Pass,,14.3178215,,,,Natasha Harding,15725.0,,,,,,,1,From Throw In,Molly Bartrip,21021.0,Right Center Back,3,Reading WFC,974,['c678aaa1-3d4d-411d-8922-b6dba4d87a43'],2,,,,,,,,,,,,,,,,,Reading WFC,974,00:01:02.207,Pass,
,,,,,,,,,,,,,,,,,,,2.556184,,,,,,,,,,,,ea09bd32-feea-4948-98c8-32edeb6572ee,66,,,"[30.0, 74.0]",19806,1,,,,,-2.4539213,,Right Foot,,,,"[2.0, 51.0]",,Low Pass,,36.23534,,,,Grace Moloney,15719.0,,,,,,,1,From Throw In,Natasha Harding,15725.0,Right Back,3,Reading WFC,974,['409b9487-3c9f-4f10-8503-1d86369943ae'],4,,,,,,,,,,,,,,,,,Reading WFC,974,00:01:04.334,Pass,
,,,,,,,,,,,,,,,,,,,1.476333,,,,,,,,,,,,5157bcc5-9aef-4ce8-8669-31e22e15cf8b,70,,,"[2.0, 52.0]",19806,1,,,,,1.5120405,,Right Foot,,,,"[3.0, 69.0]",,Ground Pass,,17.029387,,,,Molly Bartrip,21021.0,,,,,,,1,From Throw In,Grace Moloney,15719.0,Goalkeeper,3,Reading WFC,974,"['124eb5e4-747e-422d-a101-d44fad265607', '884140e4-3965-4c57-99ff-a419d2f0b437']",8,,,,,,,,,,,,,,,,,Reading WFC,974,00:01:08.867,Pass,True
,,,,,,,,,,,,,,,,,,,0.883518,,,,,,,,,,,,6e827956-759c-4e67-b7b1-ea7ec6ae317f,73,,,"[4.0, 69.0]",19806,1,,,,,-0.09966865,,Right Foot,,,,"[24.0, 67.0]",,Ground Pass,,20.09975,,,,Jade Moore,10190.0,,,,,,,1,From Throw In,Molly Bartrip,21021.0,Right Center Back,3,Reading WFC,974,['6f11469c-47f8-4cfc-925b-f431519eb468'],12,,,,,,,,,,,,,,,,,Reading WFC,974,00:01:12.082,Pass,
,,,,,,,,,,,,,,,,,,,0.864431,,,,,,,,,,,,7071f665-cec2-474f-aff5-9d7fcf1b52c4,76,,,"[24.0, 67.0]",19806,1,,,,,1.6814536,,Right Foot,,,,"[23.0, 76.0]",,Ground Pass,,9.055386,,,,Natasha Harding,15725.0,,,,,,,1,From Throw In,Jade Moore,10190.0,Right Center Midfield,3,Reading WFC,974,['e2c67d67-b542-421e-ad80-88579f3f6ec5'],13,,,,,,,,,,,,,,,,,Reading WFC,974,00:01:13.005,Pass,
,,,,,,,,,,,,,,,,,,,1.223667,,,,,,,,,,,,c108e10a-1308-4737-a000-c17d2b77fd6b,79,,,"[22.0, 75.0]",19806,1,,,,,-0.43984258,,Right Foot,,,,"[39.0, 67.0]",,Ground Pass,,18.788294,,,,Fara Williams,10251.0,,,,,,,1,From Throw In,Natasha Harding,15725.0,Right Back,3,Reading WFC,974,['76d2f7f5-af2d-46a7-8969-41e41162850e'],14,,,,,,,,,,,,,,,,,Reading WFC,974,00:01:14.377,Pass,
,,,,,,,,,,,,,,,,,,,0.647406,,,,,,,,,,,,0ebf2daa-9506-4038-9f0d-2d8b6011ff9a,83,,,"[39.0, 67.0]",19806,1,,,,,-1.5707964,,Right Foot,,,,"[39.0, 63.0]",,Ground Pass,,4.0,,,,Jade Moore,10190.0,,,,,,,1,From Throw In,Fara Williams,10251.0,Center Attacking Midfield,3,Reading WFC,974,"['0f686909-69b7-4ed2-91d0-0fe571f6a5ff', 'a117f19c-f8ba-4e5d-a044-ddf2a06ba6b3']",15,,,,,,,,,,,,,,,,,Reading WFC,974,00:01:15.979,Pass,True
,,,,,,,,,,,,,,,,,,,4.305754,,,,,,,,,,,,9e2b3b8b-db8a-4d18-a719-db1ef848950e,86,,,"[42.0, 64.0]",19806,1,,,,,0.38050637,,Right Foot,,,,"[82.0, 80.0]",,Ground Pass,,43.081318,,Out,,Brooke Chaplen,15723.0,,,,,,,1,From Throw In,Jade Moore,10190.0,Right Center Midfield,3,Reading WFC,974,['7e6c3593-0f7f-4095-a792-3228a0ffc712'],17,,,,,,,,,,,,,,,,,Reading WFC,974,00:01:17.616,Pass,
,,,,,,,,,,,,,,,,,,,1.639046,,,,,,,,,,,,51a4b7bb-9b53-475c-b905-f2f5575ec9f2,88,,,"[39.0, 1.0]",19806,1,,,,,0.124354996,,,,,,"[63.0, 4.0]",,High Pass,,24.186773,,Incomplete,,Frankie Brown,10171.0,,,,,,Throw-in,1,From Throw In,Poppy Pattinson,17274.0,Left Back,4,Bristol City WFC,973,"['2e41f10c-057e-4e1a-be54-839cadfe5678', '3e1a611d-4128-405c-9bfc-2a370d5dfb0b']",34,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:01:34.690,Pass,
,,,,,,,,,,,,,,,,,,,2.854054,,,,,,,,,,,,2e41f10c-057e-4e1a-be54-839cadfe5678,90,,,"[58.0, 77.0]",19806,1,,,,,-0.35877067,,Head,,,,"[82.0, 68.0]",,High Pass,,25.632011,,Incomplete,,Brooke Chaplen,15723.0,,,,,,Recovery,1,From Throw In,Natasha Harding,15725.0,Right Back,4,Bristol City WFC,973,"['3b10f9fd-8199-421c-a720-8c74a903391c', '51a4b7bb-9b53-475c-b905-f2f5575ec9f2', 'a1bc16b4-a5ac-4479-aaff-19cf17e51779']",36,,,,,,,,,,,,,,,,,Reading WFC,974,00:01:36.329,Pass,
,,,,,,,,,,,,,,,,,,,0.4933,,,,,,,,,,,,3b10f9fd-8199-421c-a720-8c74a903391c,93,,,"[39.0, 13.0]",19806,1,,,,True,-2.0344439,,,,,,"[38.0, 11.0]",,Low Pass,,2.236068,,Incomplete,,Poppy Pattinson,17274.0,,,,,,Recovery,1,From Throw In,Julie Biesmans,10095.0,Center Defensive Midfield,4,Bristol City WFC,973,"['2e41f10c-057e-4e1a-be54-839cadfe5678', '3143a618-7a95-4666-ae6a-bf6dad6faa46', '443fde63-d77c-4f4c-a5d8-afecb26358ca', 'c1cde0db-a3f8-476c-82c0-0ae9efc5467c']",39,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:01:39.183,Pass,True
,,,,,,,,,,,,,,,,,,,1.099453,,,,,,,,,,,,ecd29225-ef6e-4f1d-baa4-afb2f77895fc,98,,,"[78.0, 74.0]",19806,1,,,,,2.9147937,,Right Foot,,,,"[65.0, 77.0]",,Ground Pass,,13.341664,,,,Natasha Harding,15725.0,,,,,,,1,Regular Play,Brooke Chaplen,15723.0,Right Center Forward,5,Reading WFC,974,['ad6139d7-69fc-4dff-9792-37a1d2137974'],42,,,,,,,,,,,,,,,,,Reading WFC,974,00:01:42.247,Pass,
,,,,,,,,,,,,,,,,,,,0.783271,,,,,,,,,,,,bcea61e5-54de-44a2-aeca-07cb84c0d549,101,,,"[71.0, 75.0]",19806,1,,,,,-0.5070985,,Right Foot,,,,"[80.0, 70.0]",,Ground Pass,,10.29563,,,,Brooke Chaplen,15723.0,,,,,,,1,Regular Play,Natasha Harding,15725.0,Right Back,5,Reading WFC,974,['13f76631-e934-41a6-a536-086bb3930154'],44,,,,,,,,,,,,,,,,,Reading WFC,974,00:01:44.984,Pass,
,,,,,,,,,,,,,,,,,,,0.714846,,,,,,,,,,,,d7482304-7e5a-4d79-bdfc-564fda5954b2,104,,,"[80.0, 70.0]",19806,1,,,,,0.6202495,,Right Foot,,,,"[87.0, 75.0]",,Ground Pass,,8.602325,,,,Jade Moore,10190.0,,,,,,,1,Regular Play,Brooke Chaplen,15723.0,Right Center Forward,5,Reading WFC,974,['6cfc2a29-4f28-4059-af42-4f2bb176fa05'],45,,,,,,,,,,,,,,,,,Reading WFC,974,00:01:45.943,Pass,
,,,,,,,,,,,,,,,,,,,1.404807,,,,,,,,,,,,4c839c32-9edf-4b78-b317-6e094657018c,107,,,"[87.0, 75.0]",19806,1,,,,,-1.1760052,,Right Foot,,,,"[97.0, 51.0]",,Low Pass,,26.0,,,,Lauren Bruton,15726.0,,,,,,,1,Regular Play,Jade Moore,10190.0,Right Center Midfield,5,Reading WFC,974,['0f9633d3-af70-4b22-8e32-483254f667ab'],46,,,,,,,,,,,,,,,,,Reading WFC,974,00:01:46.888,Pass,
,,,,,,,,,,,,,,,,,,,2.612891,,,,,,,,,,,,10966c7e-5a6a-40d7-bfbf-ea7a3815ae5d,110,,,"[97.0, 51.0]",19806,1,,,,,0.4636476,,Right Foot,,,,"[115.0, 60.0]",,Low Pass,,20.12461,,,,Brooke Chaplen,15723.0,,,,,,,1,Regular Play,Lauren Bruton,15726.0,Left Center Forward,5,Reading WFC,974,['78c34435-dcd6-411f-bcc0-b47a754d0338'],49,,,,,,,,,,,,,,,,,Reading WFC,974,00:01:49.123,Pass,
,,,,,,,,,,,,,,,,,,,0.658865,,,,,,,,,,,,99f3a5de-f71f-44bd-b24e-6737cad09da4,114,,,"[118.0, 78.0]",19806,1,,,,,3.1415927,,Right Foot,,,,"[115.0, 78.0]",,Ground Pass,,3.0,,,,Natasha Harding,15725.0,,,,,,,1,Regular Play,Brooke Chaplen,15723.0,Right Center Forward,5,Reading WFC,974,['ac5379b0-d269-438a-9747-9aa37fa94013'],54,,,,,,,,,,,,,,,,,Reading WFC,974,00:01:54.565,Pass,
,,,,,,,,,,,,,,,,,,,0.9431,,,,,,,,,,,,66b53f0c-65dc-4bd0-ad49-cbea93d5f1c2,122,,,"[6.0, 8.0]",19806,1,,,,,2.158799,,Right Foot,,,,"[4.0, 11.0]",,Ground Pass,,3.6055512,,,,Poppy Pattinson,17274.0,,,,,,,1,Regular Play,Frankie Brown,10171.0,Left Midfield,5,Reading WFC,974,"['17ca8da1-8851-428b-a628-104e0349dcd2', '87ca5213-9e42-4ac3-91d4-d36aaf4384c5']",58,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:01:58.378,Pass,True
,,,,,,,,,,,,,,,,,,,1.3087,,,,,,,,,,,,1cd49c83-51e3-4bec-b695-f46076d8de6f,124,,,"[4.0, 11.0]",19806,1,,,,,-1.2793396,,Left Foot,,,,"[7.0, 1.0]",,High Pass,,10.440307,,Out,,,,,,,,,,1,Regular Play,Poppy Pattinson,17274.0,Left Back,5,Reading WFC,974,,59,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:01:59.321,Pass,
,,,,,,,,,,,,,,,,,,,2.718236,,,,,,,,,,,,c8aca4fa-fcde-4cc6-8f9b-3ad521ba0067,125,,,"[111.0, 80.0]",19806,2,,,,,-1.5350972,,,,,,"[112.0, 52.0]",,Low Pass,,28.01785,,Incomplete,,Brooke Chaplen,15723.0,,,,,,Throw-in,1,From Throw In,Natasha Harding,15725.0,Right Back,6,Reading WFC,974,"['d11d938c-e36c-4e44-bb1a-88c66e6532f7', 'fff24974-26b7-4def-9a47-bce249bd4eca']",45,,,,,,,,,,,,,,,,,Reading WFC,974,00:02:45.584,Pass,
,,,,,,,,,,,,,,,,,,,1.03683,,,,,,,,,,,,fc36dd9b-5403-4d68-9f6f-13b593e61519,132,,,"[93.0, 74.0]",19806,2,,,,,2.7367008,,Right Foot,,,,"[86.0, 77.0]",,Ground Pass,,7.615773,,,,Molly Bartrip,21021.0,,,,,,,1,From Throw In,Natasha Harding,15725.0,Right Back,6,Reading WFC,974,['15cb4b30-a79e-4b05-8cba-d4f16411058e'],55,,,,,,,,,,,,,,,,,Reading WFC,974,00:02:55.218,Pass,
,,,,,,,,,,,,,,,,,,,2.3736,,,,,,,,,,,,5ffe81bc-085d-4b7a-9af1-9c56ac93624b,135,,,"[85.0, 78.0]",19806,2,,,,,-0.8288491,,Right Foot,,,,"[107.0, 54.0]",,High Pass,,32.55764,,Incomplete,,Lauren Bruton,15726.0,,,,,,,1,From Throw In,Molly Bartrip,21021.0,Right Center Back,6,Reading WFC,974,"['8b5d7433-9bbd-4237-9943-ae104e924451', 'ce657369-b783-4079-953c-7928402bfc3b']",56,,,,,,,,,,,,,,,,,Reading WFC,974,00:02:56.295,Pass,
,,,,,,,,,,,,,,,,,,,0.68266,,,,,,,,,,,,8b5d7433-9bbd-4237-9943-ae104e924451,137,,,"[14.0, 27.0]",19806,2,,,,,0.0,,Left Foot,,,,"[17.0, 27.0]",,Low Pass,,3.0,,,,Gemma Evans,16381.0,,,,,,Recovery,1,From Throw In,Danique Kerkdijk,16383.0,Right Center Back,6,Reading WFC,974,"['5ffe81bc-085d-4b7a-9af1-9c56ac93624b', 'ee82d24d-7aed-423e-b2cd-bfe69366f707']",58,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:02:58.669,Pass,
,,,,,,,,,,,,,,,,,,,0.514826,,,,,,,,,,,,2c07d20c-8c97-4424-a978-7ba6bff6e37a,144,,,"[99.0, 57.0]",19806,3,,,,,3.1415927,,Right Foot,,,,"[94.0, 57.0]",,Ground Pass,,5.0,,,,Remi Allen,18149.0,,,,,,,1,From Throw In,Lauren Bruton,15726.0,Left Center Forward,6,Reading WFC,974,['472052e5-7225-4982-ba07-14de66a9ce59'],1,,,,,,,,,,,,,,,,,Reading WFC,974,00:03:01.562,Pass,
