50_50,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,1.080793,,,,,,,,,,,,,e58278cb-4e17-4c14-ba56-45642e3214b6,924,,"[42.0, 14.0]",19822,23,,,,,0.86217004,,Right Foot,,,"[48.0, 21.0]",,Low Pass,,9.219544,,,,Lucy Staniforth,15562.0,,,,,,Interception,1,From Throw In,Hayley Ladd,19501.0,Right Defensive Midfield,55,Yeovil Town LFC,970,"['0a2759e5-d0d0-4a78-9630-d7237d380c44', '7d0e2bfc-ec08-4d6b-9c87-ed4f622e3cb5']",44,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:23:44.413,Pass,
,,,,,,,,,,,,,,0.7887,,,,,,,,,,,,,4ed55685-900d-4dec-953b-8d0eb8e6ea55,927,,"[56.0, 26.0]",19822,23,,,,,0.16514868,,Right Foot,,,"[80.0, 30.0]",,Ground Pass,,24.33105,,Incomplete,,Ellen White,10180.0,,,,,,,1,From Throw In,Lucy Staniforth,15562.0,Right Center Forward,55,Yeovil Town LFC,970,"['598320d9-2d8b-4603-8acc-e0b82249af0e', '9813f456-c4e6-4835-b56d-9cfe7910b2bc']",47,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:23:47.608,Pass,
,,,,,,,,,,,,,,0.6161,,,,,,,,,,,,,9940b282-c83e-4d6b-b2f7-eaeb123a3baf,931,,"[48.0, 48.0]",19822,23,,,,,-0.7853982,,Right Foot,,,"[52.0, 44.0]",,Ground Pass,,5.656854,,,,Georgia Evans,15707.0,,,,,,,1,From Throw In,Nicola Cousins,15712.0,Right Center Back,55,Yeovil Town LFC,970,['e9156a50-4352-4fe3-b09c-b98c536e088a'],50,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:23:50.154,Pass,
,,,,,,,,,,,,,,2.8,,,,,,,,,,,,,c3facef4-15a8-4ce3-b24a-3b1af053bf5d,934,,"[49.0, 38.0]",19822,23,,,,,-3.115283,,Right Foot,,,"[11.0, 37.0]",,Ground Pass,,38.013157,,,,Megan Walsh,15709.0,,,,,,,1,From Throw In,Georgia Evans,15707.0,Left Center Midfield,55,Yeovil Town LFC,970,['c45ef289-7af6-44b1-80ef-2ca884fcf597'],52,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:23:52.519,Pass,
,,,,,,,,,,,,,,2.6184,,,,,,,,,,,,,42e7cb7d-9fc7-4cb9-b341-48b88845fca8,936,,"[14.0, 35.0]",19822,23,,,,,-0.34038195,,Right Foot,,,"[62.0, 18.0]",,High Pass,,50.92151,,Incomplete,,Anne-Marie Heatherson,15714.0,,,,,,,1,From Throw In,Megan Walsh,15709.0,Goalkeeper,55,Yeovil Town LFC,970,"['36c05783-8d6f-4014-ae9b-6e3074d0368b', '89a771f4-42c9-4791-9206-ff4e9814f5c4']",55,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:23:55.319,Pass,
,,,,,,,,,,,,,,1.3142,,,,,,,,,,,,,36c05783-8d6f-4014-ae9b-6e3074d0368b,939,,"[59.0, 63.0]",19822,23,,,,True,-0.95054686,,,,,"[69.0, 49.0]",,High Pass,,17.20465,,Incomplete,,Hayley Ladd,19501.0,,,,,,Recovery,1,From Throw In,Sarah Emma Mayling,19500.0,Right Back,55,Yeovil Town LFC,970,"['42e7cb7d-9fc7-4cb9-b341-48b88845fca8', '4b23732c-06d3-4ece-a7ea-f04333d49400', '871a34b4-51d4-4c6d-b7d8-447d6adc4937', 'fc494316-3bf9-4aeb-8480-685b8e8a9047']",57,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:23:57.938,Pass,True
,,,,,,,,,,,,,,1.0734,,,,,,,,,,,,,4b23732c-06d3-4ece-a7ea-f04333d49400,941,,"[52.0, 32.0]",19822,23,,,,,0.0,,Head,,,"[71.0, 32.0]",,High Pass,,19.0,,,,Olivia Fergusson,15718.0,,,,,,Recovery,1,From Throw In,Bonnie Horwood,15713.0,Right Center Midfield,55,Yeovil Town LFC,970,"['36c05783-8d6f-4014-ae9b-6e3074d0368b', '9386ac59-87ca-4e46-a225-14ad4c58c5f0']",59,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:23:59.252,Pass,
,,,,,,,,,,,,,,1.9002,,,,,,,,,,,,,b1c722e9-7478-41ea-a806-cf1b1a519d18,948,,"[50.0, 52.0]",19822,24,,,,,2.2974386,,Left Foot,,,"[42.0, 61.0]",,Ground Pass,,12.0415945,,,,Sarah Emma Mayling,19500.0,,,,,,Recovery,1,Regular Play,Meaghan Sargeant,19502.0,Right Center Back,56,Birmingham City WFC,969,['eb536fe7-9573-497a-8686-b59d61aaefd5'],4,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:24:04.434,Pass,
,,,,,,,,,,,,,,3.190789,,,,,,,,,,,,,ed8e3095-bd87-48f0-ac76-4499081d5382,951,,"[43.0, 63.0]",19822,24,,,,,0.27829966,,Right Foot,,,"[85.0, 75.0]",,High Pass,,43.68066,,,,Charlie Wellings,15563.0,,,,,,,1,Regular Play,Sarah Emma Mayling,19500.0,Right Back,56,Birmingham City WFC,969,"['ac66c56c-d49e-47a4-bae7-8ec0370f0471', 'fda68059-2ecd-483f-a128-89eca1466798']",6,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:24:06.334,Pass,True
,,,,,,,,,,,,,,1.7731,,,,,,,,,,,,,80740be6-e93f-49ae-bd76-2c1470921f34,954,,"[87.0, 68.0]",19822,24,,,,,-0.24497867,,Left Foot,,,"[99.0, 65.0]",,Ground Pass,,12.369317,,,,Ellen White,10180.0,,,,,,,1,Regular Play,Charlie Wellings,15563.0,Right Midfield,56,Birmingham City WFC,969,['6f60c25b-2445-46b6-872c-ffb36f652755'],11,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:24:11.328,Pass,
,,,,,,,,,,,,,,1.078304,,,,,,,,,,,,,32f5b027-31f8-4faf-8cb9-e078dbe4a8ba,956,,"[99.0, 68.0]",19822,24,,,,,2.4558632,,Left Foot,,,"[88.0, 77.0]",,Low Pass,,14.21267,,,,Charlie Wellings,15563.0,,,,,,,1,Regular Play,Ellen White,10180.0,Left Center Forward,56,Birmingham City WFC,969,['e113cf50-c291-4e09-9e8f-9eb4f1a49cc3'],13,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:24:13.101,Pass,
,,,,,,,,,,,,,,2.460923,,,,,,,,,,,,,6b70a1b0-2820-405b-abe2-4f5005dbf147,959,,"[88.0, 77.0]",19822,24,,,,,-0.8996525,,Right Foot,True,,"[115.0, 43.0]",,High Pass,,43.416588,,Incomplete,,Lucy Staniforth,15562.0,,,,,,,1,Regular Play,Charlie Wellings,15563.0,Right Midfield,56,Birmingham City WFC,969,"['d26669b6-6275-40c4-a004-e1f767057014', 'd77128bc-ba69-4185-999e-f7cfd8a0a3b3']",14,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:24:14.790,Pass,
,,,,,,,,,,,,,,3.0938,,,,,,,,,,,,,532b5f64-43d5-43fb-89f8-60f630d364bb,963,,"[17.0, 54.0]",19822,24,,,,,-0.41145626,,Drop Kick,,,"[72.0, 30.0]",,High Pass,,60.00833,,Incomplete,,Anne-Marie Heatherson,15714.0,,,,,,,1,Regular Play,Megan Walsh,15709.0,Goalkeeper,56,Birmingham City WFC,969,"['19628fd4-f38f-4593-b0d1-de7d5df78bcb', '692600d9-473e-45ea-978b-56945d02afd5']",32,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:24:32.401,Pass,
,,,,,,,,,,,,,,1.7624,,,,,,,,,,,,,19628fd4-f38f-4593-b0d1-de7d5df78bcb,965,,"[49.0, 51.0]",19822,24,,,,,0.11065722,,Right Foot,,,"[67.0, 53.0]",,Low Pass,,18.110771,,,,Charlie Wellings,15563.0,,,,,,Recovery,1,Regular Play,Sarah Emma Mayling,19500.0,Right Back,56,Birmingham City WFC,969,"['532b5f64-43d5-43fb-89f8-60f630d364bb', '8622f82c-723c-421e-836a-32a5fff83f82']",35,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:24:35.495,Pass,
,,,,,,,,,,,,,,2.032862,,,,,,,,,,,,,d1789896-22e4-4153-bc9c-aa88ccd94f4a,969,,"[64.0, 60.0]",19822,24,,,,,2.158799,,Right Foot,,,"[58.0, 69.0]",,Ground Pass,,10.816654,,,,Sarah Emma Mayling,19500.0,,,,,,,1,Regular Play,Charlie Wellings,15563.0,Right Midfield,56,Birmingham City WFC,969,"['0aed2c4f-c903-4190-a77f-cba48be52896', 'cdcea9e9-8a98-4c16-bf66-e58b41f5cbb1']",38,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:24:38.476,Pass,True
,,,,,,,,,,,,,,3.0224,,,,,,,,,,,,,47bc5541-95c4-49b4-8bab-6e8c381b5a9b,971,,"[58.0, 69.0]",19822,24,,,,,0.22471116,,Right Foot,,,"[93.0, 77.0]",,Ground Pass,,35.902645,,,,Charlie Wellings,15563.0,,,,,,,1,Regular Play,Sarah Emma Mayling,19500.0,Right Back,56,Birmingham City WFC,969,['31baea9e-d782-43a5-9f89-d9c90ea8d270'],40,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:24:40.509,Pass,
,,,,,,,,,,,,,,1.0313,,,,,,,,,,,,,5c680a03-f160-4a5d-a9c5-554546cdef2a,975,,"[110.0, 68.0]",19822,24,,,,,-1.3825748,,Right Foot,True,,"[114.0, 47.0]",,Ground Pass,,21.377558,,,,Ellen White,10180.0,,,,,,,1,Regular Play,Charlie Wellings,15563.0,Right Midfield,56,Birmingham City WFC,969,"['23940393-c423-4434-a4f1-fa2d8fe216cd', '8e665a50-e187-47a7-96ab-124b67305662']",45,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:24:45.429,Pass,True
,,,,,,,,,,,,,,3.1733,,,,,,,,,,,,,097bc157-d5e1-4d4a-8bdd-3de3e5df6c55,981,,"[17.0, 55.0]",19822,25,,,,,0.27829966,,Drop Kick,,,"[66.0, 69.0]",,High Pass,,50.96077,,,,Monique Fischer,19776.0,,,,,,,1,Regular Play,Megan Walsh,15709.0,Goalkeeper,57,Yeovil Town LFC,970,['992a8ae6-cf50-4ec0-90d1-637c94dd74e0'],6,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:25:06.398,Pass,
,,,,,,,,,,,,,,0.9288,,,,,,,,,,,,,d864e421-d376-4305-b3e1-8c73c0e5e601,985,,"[55.0, 65.0]",19822,25,,,,,-0.6287963,,Left Foot,,,"[66.0, 57.0]",,Ground Pass,,13.601471,,,,Erin Bloomfield,21290.0,,,,,,,1,Regular Play,Monique Fischer,19776.0,Right Midfield,57,Yeovil Town LFC,970,['5817f146-769b-44b6-8f82-a351b0ac717a'],14,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:25:14.128,Pass,
,,,,,,,,,,,,,,0.7263,,,,,,,,,,,,,551ed7e2-bc48-40dd-b1b4-74a5f993e319,989,,"[64.0, 60.0]",19822,25,,,,,-2.9147937,,Right Foot,,,"[51.0, 57.0]",,Ground Pass,,13.341664,,,,Georgia Evans,15707.0,,,,,,,1,Regular Play,Erin Bloomfield,21290.0,Left Center Forward,57,Yeovil Town LFC,970,"['52972bec-413a-4287-ba94-63df0b64d94c', '6584d225-aeaf-4bda-971f-55a81a3f86d7']",16,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:25:16.737,Pass,True
,,,,,,,,,,,,,,3.7516,,,,,,,,,,,,,e96868a6-f707-406f-a6f6-3495f5cc11a4,991,,"[51.0, 57.0]",19822,25,,,,,0.26791042,,Left Foot,,,"[102.0, 71.0]",,High Pass,,52.886673,,Incomplete,,Monique Fischer,19776.0,,,,,,,1,Regular Play,Georgia Evans,15707.0,Left Center Midfield,57,Yeovil Town LFC,970,"['009a4d8a-de5c-47f2-aa21-5a72d4200460', '99d2c01e-18e3-473c-a771-856f3ceaa543']",17,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:25:17.463,Pass,
,,,,,,,,,,,,,,1.1427,,,,,,,,,,,,,8c34bec8-6e6e-4208-b1ba-aff02370cd20,996,,"[21.0, 6.0]",19822,25,,,,,0.69473827,,Left Foot,,,"[33.0, 16.0]",,Low Pass,,15.6205,,Incomplete,,Aoife Mannion,19503.0,,,,,,,1,Regular Play,Kerys Harrop,15569.0,Left Back,58,Birmingham City WFC,969,"['3e002e5d-d31c-4a69-85dc-db4ed6a7a5fb', '5586c4ef-4f73-4e91-b81b-a48d8003dd13', 'e5453e64-df24-49f0-8c01-ac7ed20b84ff']",22,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:25:22.439,Pass,True
,,,,,,,,,,,,,,2.960277,,,,,,,,,,,,,eda8e543-0292-4791-b1ae-3eb7ced4d01f,1001,,"[49.0, 17.0]",19822,25,,,,,0.0,,Right Foot,,,"[95.0, 17.0]",,Low Pass,,46.0,,Incomplete,,Charlie Wellings,15563.0,,,,,,,1,Regular Play,Hayley Ladd,19501.0,Right Defensive Midfield,58,Birmingham City WFC,969,"['55dcf6b8-65fa-4634-8050-c700240f49e0', 'a6092dca-02d3-447f-9ec5-477dc55a6702']",26,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:25:26.859,Pass,
,,,,,,,,,,,,,,5.453677,,,,,,,,,,,,,2b14ea51-3431-441d-b37d-f1ed75a1dac0,1005,,"[32.0, 73.0]",19822,25,,,,,-0.34215587,,Right Foot,,,"[105.0, 47.0]",,High Pass,,77.491936,,Incomplete,,Olivia Fergusson,15718.0,,,,Through Ball,True,,1,Regular Play,Rachel Mclauchlan,10195.0,Right Back,58,Birmingham City WFC,969,"['f219ffeb-818f-49ed-a22d-7953b17f0ad9', 'faf31ca4-be6d-4b55-bd60-1be9a258095b']",34,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:25:34.496,Pass,
,,,,,,,,,,,,,,1.6229,,,,,,,,,,,,,c404c1e8-5c39-4c9b-bc83-e8b11e41f257,1009,,"[21.0, 46.0]",19822,25,,,,,-0.49642277,,Right Foot,,,"[45.0, 33.0]",,Ground Pass,,27.294687,,,,Hayley Ladd,19501.0,,,,,,,1,Regular Play,Hannah Hampton,22032.0,Goalkeeper,58,Birmingham City WFC,969,['5fc084d1-b534-42fa-ae58-d9087572643d'],49,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:25:49.253,Pass,
,,,,,,,,,,,,,,2.4962,,,,,,,,,,,,,0414c9d9-8e08-4517-bb4c-4ca4baa77462,1012,,"[59.0, 36.0]",19822,25,,,,,-1.012197,,Right Foot,,,"[74.0, 12.0]",,Ground Pass,,28.301943,,,,Kerys Harrop,15569.0,,,,,,,1,Regular Play,Hayley Ladd,19501.0,Right Defensive Midfield,58,Birmingham City WFC,969,['d06e60c9-f236-42c9-9dad-06ba9ffafd84'],55,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:25:55.673,Pass,
,,,,,,,,,,,,,,1.5749,,,,,,,,,,,,,cfca2dfe-3da9-4ad6-9ec9-d4ad21891a3c,1015,,"[86.0, 19.0]",19822,26,,,,,-0.8960554,,Left Foot,,,"[94.0, 9.0]",,Low Pass,,12.806249,,,,Charlie Wellings,15563.0,,,,,,,1,Regular Play,Kerys Harrop,15569.0,Left Back,58,Birmingham City WFC,969,['13c2c239-602c-4314-a9de-798b900dbddf'],0,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:26:00.004,Pass,
,,,,,,,,,,,,,,1.790162,,,,,,,,,,,,,688e0dd1-f015-458e-b72f-71de49eafd1d,1018,,"[94.0, 14.0]",19822,26,,,,,3.1415927,,Right Foot,,,"[80.0, 14.0]",,Ground Pass,,14.0,,,,Kerys Harrop,15569.0,,,,,,,1,Regular Play,Charlie Wellings,15563.0,Right Midfield,58,Birmingham City WFC,969,['0f08d01e-0a6a-4002-9fa3-ea3d0cfff6d0'],2,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:26:02.749,Pass,
,,,,,,,,,,,,,,1.6,,,,,,,,,,,,,80f8ff36-eafc-4778-9ba7-a3a891089825,1022,,"[77.0, 16.0]",19822,26,,,,,2.5308666,,Left Foot,,,"[57.0, 30.0]",,Ground Pass,,24.41311,,,,Meaghan Sargeant,19502.0,,,,,,,1,Regular Play,Kerys Harrop,15569.0,Left Back,58,Birmingham City WFC,969,"['46a9eb9e-607c-4b08-9160-6b72d962f3b6', '68bb2f25-7ce0-4dad-900c-3d0fc31d6026']",5,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:26:05.417,Pass,True
,,,,,,,,,,,,,,2.0878,,,,,,,,,,,,,cfe20332-3ac8-4022-8210-37410b04bb17,1025,,"[57.0, 30.0]",19822,26,,,,,1.7415315,,Left Foot,,,"[52.0, 59.0]",,Ground Pass,,29.427877,,,,Aoife Mannion,19503.0,,,,,,,1,Regular Play,Meaghan Sargeant,19502.0,Right Center Back,58,Birmingham City WFC,969,['39c41ddd-9156-4bbd-975a-990c266b5c0c'],8,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:26:08.632,Pass,
,,,,,,,,,,,,,,1.6309,,,,,,,,,,,,,4d8a759f-c6b6-4eae-9058-4b2dfefe6968,1028,,"[56.0, 65.0]",19822,26,,,,,-0.348771,,Right Foot,,,"[78.0, 57.0]",,Ground Pass,,23.409399,,,,Chloe Arthur,10193.0,,,,,,,1,Regular Play,Aoife Mannion,19503.0,Left Center Back,58,Birmingham City WFC,969,['b1cd2c4e-a6f5-4966-bf03-e02a761e1992'],12,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:26:12.013,Pass,
,,,,,,,,,,,,,,3.7038,,,,,,,,,,,,,2caf2c5b-98a5-4d70-bef8-bfc9fb6b3fa0,1031,,"[79.0, 62.0]",19822,26,,,,,0.95054686,,Right Foot,,,"[89.0, 76.0]",,Ground Pass,,17.20465,,,,Sarah Emma Mayling,19500.0,,,,,,,1,Regular Play,Chloe Arthur,10193.0,Left Defensive Midfield,58,Birmingham City WFC,969,['a5109e84-e699-4785-af81-13d4598e9dd1'],14,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:26:14.986,Pass,
,,,,,,,,,,,,,,1.96324,,,,,,,,,,,,,449c9460-f966-4428-8cbe-fd05da3d5257,1033,,"[104.0, 77.0]",19822,26,,,,,-1.1309538,,Right Foot,True,,"[120.0, 43.0]",,High Pass,,37.576588,,Out,,,,,,,,,,1,Regular Play,Sarah Emma Mayling,19500.0,Right Back,58,Birmingham City WFC,969,,18,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:26:18.690,Pass,
,,,,,,,,,,,,,,2.2328,,,,,,,,,,,,,da89c007-599f-4eab-b9d1-14a985269d4e,1034,,"[6.0, 36.0]",19822,26,,,,,-0.20963985,,Right Foot,,,"[53.0, 26.0]",,High Pass,,48.052055,,,,Bonnie Horwood,15713.0,,,,,,Goal Kick,1,From Goal Kick,Megan Walsh,15709.0,Goalkeeper,59,Yeovil Town LFC,970,['e96af1fc-dec7-4916-b3b2-ee23fbffec0a'],48,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:26:48.028,Pass,
,,,,,,,,,,,,,,0.4324,,,,,,,,,,,,,67477fa7-9a22-41b4-b86b-02949d05de07,1036,,"[53.0, 26.0]",19822,26,,,,,-0.35877067,,Head,,,"[61.0, 23.0]",,Low Pass,,8.5440035,,Incomplete,,,,,,,,,,1,From Goal Kick,Bonnie Horwood,15713.0,Right Center Midfield,59,Yeovil Town LFC,970,['629f0a59-5dcf-4d6b-9c32-ef63a22064f6'],50,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:26:50.261,Pass,
,,,,,,,,,,,,,,4.9743,,,,,,,,,,,,,3ae28fc5-40f8-4dbd-b805-2b552236bed5,1040,,"[60.0, 37.0]",19822,26,,,,,-0.24925214,,Right Foot,,,"[115.0, 23.0]",,High Pass,,56.753853,,Incomplete,,Olivia Fergusson,15718.0,,,,,,,1,From Goal Kick,Monique Fischer,19776.0,Right Midfield,59,Yeovil Town LFC,970,"['8b6d93ac-1cc0-4fd4-95ce-1017523d7596', 'a27872ef-a884-45a7-a4c4-9204a9243d4c']",52,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:26:52.571,Pass,
,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,fa6840b3-a6c2-4830-ab0d-c664cfed5936,1044,,"[11.0, 52.0]",19822,27,,,,,-0.28255495,,Right Foot,,,"[42.0, 43.0]",,Ground Pass,,32.280025,,,,Hayley Ladd,19501.0,,,,,,,1,Regular Play,Hannah Hampton,22032.0,Goalkeeper,60,Birmingham City WFC,969,['786a7c6a-652a-4d2c-8077-0ad7acd53993'],1,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:27:01.931,Pass,
,,,,,,,,,,,,,,1.68563,,,,,,,,,,,,,d089004e-d7cf-483f-afd1-18fac1e761e4,1048,,"[42.0, 39.0]",19822,27,,,,,-1.735945,,Right Foot,,,"[38.0, 15.0]",,Ground Pass,,24.33105,,,,Kerys Harrop,15569.0,,,,,,,1,Regular Play,Hayley Ladd,19501.0,Right Defensive Midfield,60,Birmingham City WFC,969,"['11d487ec-4305-4578-8e74-3e99b18ec20c', 'c3267e13-a58a-4a98-97bf-875d5b49a495']",4,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:27:04.960,Pass,True
,,,,,,,,,,,,,,0.3273,,,,,,,,,,,,,8e5ef5d9-2268-4c82-9610-1ac9bd825428,1051,,"[37.0, 15.0]",19822,27,,,,,-0.32175055,,Left Foot,,,"[40.0, 14.0]",,Ground Pass,,3.1622777,,Incomplete,,,,,,,,,,1,Regular Play,Kerys Harrop,15569.0,Left Back,60,Birmingham City WFC,969,['12fb5136-1697-4518-a6c2-4fc104da816b'],7,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:27:07.053,Pass,
,,,,,,,,,,,,,,1.5392,,,,,,,,,,,,,45a76271-1c24-4041-8a9d-c22a7719e3fd,1053,,"[46.0, 4.0]",19822,27,,,,,2.8387077,,Right Foot,,,"[30.0, 9.0]",,Ground Pass,,16.763054,,,,Kerys Harrop,15569.0,,,,,,Recovery,1,Regular Play,Charlie Wellings,15563.0,Right Midfield,60,Birmingham City WFC,969,['7a4a96eb-556b-4e00-ba50-f37e7fe45bb2'],9,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:27:09.546,Pass,
,,,,,,,,,,,,,,2.3282,,,,,,,,,,,,,090ba2d6-8b4a-406f-8283-aee146d2f416,1056,,"[36.0, 12.0]",19822,27,,,,,2.2597208,,Left Foot,,,"[22.0, 29.0]",,Low Pass,,22.022715,,,,Aoife Mannion,19503.0,,,,,,,1,Regular Play,Kerys Harrop,15569.0,Left Back,60,Birmingham City WFC,969,['2ab9e845-6de9-4c07-a0b0-aa31c97af8f8'],15,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:27:15.480,Pass,
,,,,,,,,,,,,,,1.885766,,,,,,,,,,,,,82049938-b994-49af-9fa3-d542d8bb59b1,1060,,"[22.0, 30.0]",19822,27,,,,,1.3329604,,Right Foot,,,"[30.0, 63.0]",,High Pass,,33.955853,,,,Meaghan Sargeant,19502.0,,,,,,,1,Regular Play,Aoife Mannion,19503.0,Left Center Back,60,Birmingham City WFC,969,"['0fd533a0-6602-4d20-9bc3-9242e4e6426e', 'f5cd02b3-9d19-4dfb-9233-d1c6c156867b']",19,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:27:19.224,Pass,True
,,,,,,,,,,,,,,4.9246,,,,,,,,,,,,,98831a0b-9c3b-425c-b479-c40bf1347415,1063,,"[42.0, 74.0]",19822,27,,,,,-0.39922076,4220f858-0ed9-4c86-9027-cadddc0c985d,Right Foot,,,"[106.0, 47.0]",,High Pass,,69.46222,,,,Ellen White,10180.0,True,,,,,,1,Regular Play,Meaghan Sargeant,19502.0,Right Center Back,60,Birmingham City WFC,969,['208428f2-153e-450e-af09-b63578765283'],23,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:27:23.993,Pass,
,,,,,,,,,,,,,,2.3315,,,,,,,,,,,,,e81972df-b18d-4371-b57c-b1252c119fdf,1067,,"[6.0, 36.0]",19822,27,,,,,-0.6898,,Right Foot,,,"[46.0, 3.0]",,High Pass,,51.855568,,,,Bonnie Horwood,15713.0,,,,,,Goal Kick,1,From Goal Kick,Megan Walsh,15709.0,Goalkeeper,61,Yeovil Town LFC,970,['01d655de-0ae2-4a24-8f9d-b4dd1c35994a'],59,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:27:59.280,Pass,
,,,,,,,,,,,,,,1.5132,,,,,,,,,,,,,2400f17d-f74f-4a88-8c71-83bd228aedf1,1069,,"[46.0, 3.0]",19822,28,,,,,-2.896614,,Head,,,"[38.0, 1.0]",,High Pass,,8.246211,,Out,,,,,,,,,,1,From Goal Kick,Bonnie Horwood,15713.0,Right Center Midfield,61,Yeovil Town LFC,970,,1,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:28:01.663,Pass,
,,,,,,,,,,,,,,0.9249,,,,,,,,,,,,,4703b49a-5f23-46e3-be8e-5bc31e259b3f,1070,,"[81.0, 80.0]",19822,28,,,,,-1.2120256,,,,,"[84.0, 72.0]",,Low Pass,,8.5440035,,,,Lucy Staniforth,15562.0,,,,,,Throw-in,1,From Throw In,Sarah Emma Mayling,19500.0,Right Back,62,Birmingham City WFC,969,['7d3e298a-3dff-4e41-a301-4d8682e4f508'],13,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:28:13.311,Pass,
,,,,,,,,,,,,,,0.9159,,,,,,,,,,,,,c57b6420-f393-44d6-8283-51765967637d,1076,,"[78.0, 80.0]",19822,28,,,,,-2.782822,,,,,"[70.0, 77.0]",,High Pass,,8.5440035,,,,Lucy Staniforth,15562.0,,,,,,Throw-in,1,From Throw In,Sarah Emma Mayling,19500.0,Right Back,63,Birmingham City WFC,969,['de63ee9e-012e-446d-822e-214a9dbfbc1d'],28,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:28:28.610,Pass,
,,,,,,,,,,,,,,1.6729,,,,,,,,,,,,,4a5a7ea4-4bc9-49b8-98f1-08b42d0d833a,1083,,"[67.0, 72.0]",19822,28,,,,,-2.2318394,,Left Foot,,,"[53.0, 54.0]",,Ground Pass,,22.803509,,,,Aoife Mannion,19503.0,,,,,,,1,From Throw In,Lucy Staniforth,15562.0,Right Center Forward,63,Birmingham City WFC,969,['fcb98455-6092-47e5-8047-4fe05a6c141f'],31,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:28:31.748,Pass,
