ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.592274,,,,,,,,,,,,,53dd275f-44d5-4927-8ed1-451d5bcd7a7a,918,,,"[104.0, 10.0]",19758,26,,,,-1.6814536,,Right Foot,,,,"[103.0, 1.0]",,Ground Pass,,9.055386,,,,,Lily Woodham,15704.0,,,,,,,1,From Throw In,Fara Williams,10251.0,Center Attacking Midfield,53,Reading WFC,974,['a7568560-f2a4-4a87-b0b7-3df42577407a'],51,,,,,,,,,,,,,,,,,Reading WFC,974,00:26:51.142,Pass,
,,,,,,,,,,,,,,,,1.079955,,,,,,,,,,,,,bb226b42-5463-4dd4-adde-34b33fd49c48,921,,,"[103.0, 2.0]",19758,26,,,,0.14189705,,Left Foot,,,,"[110.0, 3.0]",,Ground Pass,,7.071068,,,,,Fara Williams,10251.0,,,,,,,1,From Throw In,Lily Woodham,15704.0,Left Back,53,Reading WFC,974,['62bc25ce-b0e9-4ab3-ac14-b60e9c49dade'],54,,,,,,,,,,,,,,,,,Reading WFC,974,00:26:54.924,Pass,
,,,,,,,,,,,,,,,,1.444,,,,,,,,,,,,,dafa6318-4862-4ffd-ad01-a20478fd3343,925,,,"[111.0, 3.0]",19758,26,,,,1.442473,5a4ee2f2-9286-4477-8c8f-ac6b5b3e5622,Left Foot,True,,,"[115.0, 34.0]",,High Pass,,31.257,,,,,Jade Moore,10190.0,True,,,,,,1,From Throw In,Fara Williams,10251.0,Center Attacking Midfield,53,Reading WFC,974,"['868008af-b039-43ef-b45c-37a853c04f89', 'f1d642be-866a-4580-8e13-c5914f5c9915']",56,,,,,,,,,,,,,,,,,Reading WFC,974,00:26:56.268,Pass,True
,,,,,,,,,,,,,,,,2.6715,,,,,,,,,,,,,26884ac0-8961-4fa9-9316-e752d550bbb1,933,,,"[7.0, 37.0]",19758,27,,,,-0.48166367,,Right Foot,,,,"[51.0, 14.0]",,High Pass,,49.648766,,,,,Emily Donovan,15705.0,,,,,,Goal Kick,1,From Goal Kick,Megan Walsh,15709.0,Goalkeeper,54,Yeovil Town LFC,970,['7dff217a-bba6-4b27-806a-cdafd84b9cda'],33,,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:27:33.467,Pass,
,,,,,,,,,,,,,,,,1.0835,,,,,,,,,,,,,55c4a567-00b7-4a40-ad62-96744cc8368d,935,,,"[51.0, 14.0]",19758,27,,,,-0.27829966,,Other,,,,"[58.0, 12.0]",,Low Pass,,7.28011,,,,,Emily Syme,15716.0,,,,,,,1,From Goal Kick,Emily Donovan,15705.0,Left Midfield,54,Yeovil Town LFC,970,['64eb8e05-ed65-4d2e-a5d6-f2c17a4cf662'],36,,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:27:36.138,Pass,
,,,,,,,,,,,,,,,,3.3728,,,,,,,,,,,,,5f3bd1cf-f988-4e8d-affd-0ef59f268199,939,,,"[59.0, 17.0]",19758,27,,,,-0.16514868,,Left Foot,,,,"[95.0, 11.0]",,Low Pass,,36.496574,,,,,Olivia Fergusson,15718.0,,,,,,,1,From Goal Kick,Emily Syme,15716.0,Left Defensive Midfield,54,Yeovil Town LFC,970,['b3f07043-8fd8-464c-a4f0-ae8dc21d50f9'],37,,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:27:37.302,Pass,
,,,,,,,,,,,,,,,,1.2911,,,,,,,,,,,,,00632225-9378-4911-bfc7-76971a0cc702,943,,,"[101.0, 13.0]",19758,27,,,,-2.976444,,Right Foot,,,,"[89.0, 11.0]",,Ground Pass,,12.165525,,,,,Bonnie Horwood,15713.0,,,,,,,1,From Goal Kick,Olivia Fergusson,15718.0,Right Center Forward,54,Yeovil Town LFC,970,['d71dc194-8c84-43bf-ab9b-a9a748fa51cf'],43,,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:27:43.065,Pass,
,,,,,,,,,,,,,,,,1.5406,,,,,,,,,,,,,1a6d20f1-4adc-4721-9a45-8e3bf1456b3e,946,,,"[84.0, 13.0]",19758,27,,,,-0.52807444,,Right Foot,,,,"[96.0, 6.0]",,Ground Pass,,13.892444,,,,,Megan Alexander,15710.0,,,,,,,1,From Goal Kick,Bonnie Horwood,15713.0,Right Defensive Midfield,54,Yeovil Town LFC,970,['440b3f62-4fe6-4740-9589-8b3dcc27a8f9'],44,,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:27:44.969,Pass,
,,,,,,,,,,,,,,,,0.8687,,,,,,,,,,,,,ee99ca92-ade2-4337-a54b-542251b53db6,950,,,"[96.0, 7.0]",19758,27,,,,2.6779451,,Left Foot,,,,"[86.0, 12.0]",,Ground Pass,,11.18034,,,,,Bonnie Horwood,15713.0,,,,,,,1,From Goal Kick,Megan Alexander,15710.0,Left Back,54,Yeovil Town LFC,970,['e2cb772e-4e3c-40d7-a512-5d76a4fa16cd'],47,,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:27:47.635,Pass,
,,,,,,,,,,,,,,,,0.9666,,,,,,,,,,,,,9166ce7b-6106-4214-a7ef-1e2f93afd296,953,,,"[87.0, 13.0]",19758,27,,,,-0.66104317,,Right Foot,,,,"[96.0, 6.0]",,Ground Pass,,11.401754,,,,,Megan Alexander,15710.0,,,,,,,1,From Goal Kick,Bonnie Horwood,15713.0,Right Defensive Midfield,54,Yeovil Town LFC,970,['7c87b325-4333-4898-ae85-986c8cad9f90'],52,,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:27:52.356,Pass,
,,,,,,,,,,,,,,,,0.2103,,,,,,,,,,,,,728de27b-9131-4392-915f-879964d0644b,956,,,"[95.0, 5.0]",19758,27,,,,1.1071488,,Left Foot,,,,"[98.0, 11.0]",,High Pass,,6.708204,,,Incomplete,,,,,,,,,,1,From Goal Kick,Megan Alexander,15710.0,Left Back,54,Yeovil Town LFC,970,['6d8dfb35-7100-47a2-bb38-29c48a2eec02'],54,,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:27:54.198,Pass,
,,,,,,,,,,,,,,,,1.8109,,,,,,,,,,,,,1fbdaeb9-2579-41a9-a075-58af275cadfb,958,,,"[96.0, 1.0]",19758,28,,,,1.2924967,,,,,,"[102.0, 22.0]",,High Pass,,21.84033,,,Incomplete,,Olivia Fergusson,15718.0,,,,,,Throw-in,1,From Throw In,Megan Alexander,15710.0,Left Back,55,Yeovil Town LFC,970,"['4477fde2-33f6-420a-8747-9e480577f4fa', '762bb16c-bdab-462d-ad18-135d7ef0d42e']",3,,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:28:03.481,Pass,
,,,,,,,,,,,,,,,,0.172,,,,,,,,,,,,,4477fde2-33f6-420a-8747-9e480577f4fa,960,,,"[19.0, 59.0]",19758,28,,,,-0.7853982,,Right Foot,,,,"[22.0, 56.0]",,Low Pass,,4.2426405,,,Incomplete,,,,,,,,,Recovery,1,From Throw In,Sophie Howard,15720.0,Right Center Back,55,Yeovil Town LFC,970,"['1fbdaeb9-2579-41a9-a075-58af275cadfb', '5b131a06-4747-4af8-bc9e-4c2b5d3e064b']",5,,,,,,,,,,,,,,,,,Reading WFC,974,00:28:05.292,Pass,
,,,,,,,,,,,,,,,,1.0687,,,,,,,,,,,,,e3718ee8-f7fe-495b-a379-5cbba84fdf00,965,,,"[21.0, 71.0]",19758,28,,,,2.819842,,Right Foot,,,,"[12.0, 74.0]",,Ground Pass,,9.486833,,,,,Rebecca Jane,18144.0,,,,,,,1,Regular Play,Jade Moore,10190.0,Left Defensive Midfield,56,Reading WFC,974,"['544727ed-98e6-4e76-87b6-f227d0b80e32', '89bfdb11-49c1-4bd9-8c41-4c83b9109e54']",7,,,,,,,,,,,,,,,,,Reading WFC,974,00:28:07.751,Pass,True
,,,,,,,,,,,,,,,,2.4596,,,,,,,,,,,,,79a62cc7-f156-4bdf-9a2a-d51ae5f3255b,968,,,"[12.0, 74.0]",19758,28,,,,-0.04542328,,Right Foot,,,,"[56.0, 72.0]",,High Pass,,44.04543,,,,,Gemma Suzanne Davison,15721.0,,,,,,,1,Regular Play,Rebecca Jane,18144.0,Right Back,56,Reading WFC,974,['1d44b92b-358a-4595-94c2-0408737a4ef0'],8,,,,,,,,,,,,,,,,,Reading WFC,974,00:28:08.852,Pass,
,,,,,,,,,,,,,,,,1.148202,,,,,,,,,,,,,f72f33cb-81ac-41e3-aea6-53d930d14931,971,,,"[60.0, 60.0]",19758,28,,,,-0.7853982,,Right Foot,,,,"[71.0, 49.0]",,Ground Pass,,15.556349,,,,,Rakel Hönnudóttir,13834.0,,,,,,,1,Regular Play,Gemma Suzanne Davison,15721.0,Left Wing,56,Reading WFC,974,['217a9fcd-9f7e-4d0f-913f-1081152cdc95'],17,,,,,,,,,,,,,,,,,Reading WFC,974,00:28:17.811,Pass,
,,,,,,,,,,,,,,,,1.017781,,,,,,,,,,,,,a6054984-883d-4f08-b475-726280b5d4da,974,,,"[85.0, 55.0]",19758,28,,,,2.896614,,Left Foot,,,,"[73.0, 58.0]",,Ground Pass,,12.369317,,,,,Jade Moore,10190.0,,,,,,,1,Regular Play,Rakel Hönnudóttir,13834.0,Center Forward,56,Reading WFC,974,['5a8e7a07-0b05-46a2-8707-690f6bb3f2e2'],21,,,,,,,,,,,,,,,,,Reading WFC,974,00:28:21.606,Pass,
,,,,,,,,,,,,,,,,2.891397,,,,,,,,,,,,,90942de8-a0e0-4afd-b233-361449553cc6,977,,,"[73.0, 59.0]",19758,28,,,,-1.3843094,,Right Foot,,,,"[83.0, 6.0]",,Ground Pass,,53.935146,,,,,Lily Woodham,15704.0,,,True,,,,1,Regular Play,Jade Moore,10190.0,Left Defensive Midfield,56,Reading WFC,974,['acf8eeb2-2b9c-41a1-8515-50b07722ecfd'],25,,,,,,,,,,,,,,,,,Reading WFC,974,00:28:25.115,Pass,
,,,,,,,,,,,,,,,,1.627,,,,,,,,,,,,,6ef6fde2-0445-4be7-a9d2-d517e146851b,980,,,"[82.0, 3.0]",19758,28,,,,0.99003994,464ba1b6-ab1b-4338-bc2c-e8320e1b0658,Left Foot,,,,"[103.0, 35.0]",,High Pass,,38.27532,,,,,Jade Bailey,21854.0,True,,,,,,1,Regular Play,Lily Woodham,15704.0,Left Back,56,Reading WFC,974,['a7da2380-967c-4034-bf40-9ae9b2946bff'],29,,,,,,,,,,,,,,,,,Reading WFC,974,00:28:29.622,Pass,
,,,,,,,,,,,,,,,,2.8346,,,,,,,,,,,,,b4d498f7-44ef-4bbb-a03b-fe7cec00eedc,986,,,"[18.0, 26.0]",19758,28,,,,0.15394467,,Drop Kick,,,,"[76.0, 35.0]",,High Pass,,58.694122,,,Incomplete,,,,,,,,,,1,Regular Play,Megan Walsh,15709.0,Goalkeeper,56,Reading WFC,974,['9a4136bd-6554-427b-94ed-c27a04d46fe4'],54,,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:28:54.106,Pass,
,,,,,,,,,,,,,,,,2.4736,,,,,,,,,,,,,9a4136bd-6554-427b-94ed-c27a04d46fe4,987,,,"[45.0, 46.0]",19758,28,,,,2.3561945,,Left Foot,,,,"[34.0, 57.0]",,High Pass,,15.556349,,,,,Rebecca Jane,18144.0,,,,,,Recovery,1,Regular Play,Lily Woodham,15704.0,Left Back,56,Reading WFC,974,"['a4a218e8-65f8-474d-8719-1c2a560d9f37', 'b4d498f7-44ef-4bbb-a03b-fe7cec00eedc']",56,,,,,,,,,,,,,,,,,Reading WFC,974,00:28:56.940,Pass,
,,,,,,,,,,,,,,,,0.097411,,,,,,,,,,,,,9094f266-e39e-42e1-b71c-9eb569946232,991,,,"[26.0, 68.0]",19758,29,,,,0.4636476,,Right Foot,,,,"[28.0, 69.0]",,Low Pass,,2.236068,,,Incomplete,,Jade Moore,10190.0,,,,,,,1,Regular Play,Rebecca Jane,18144.0,Right Back,56,Reading WFC,974,"['488c7313-9b4c-4117-80b1-68b294b0b8ab', '699c7adb-3abf-4c8f-9f5b-28c7f0e9a7d7', 'bbfd2de3-10d9-4f3f-910c-b848c9184da5']",1,,,,,,,,,,,,,,,,,Reading WFC,974,00:29:01.329,Pass,True
,,,,,,,,,,,,,,,,1.3361,,,,,,,,,,,,,f18829b2-4c42-4561-ba31-c4de640566a9,994,,,"[15.0, 80.0]",19758,29,,,,-0.98279375,,,,,,"[21.0, 71.0]",,Low Pass,,10.816654,,,,,Rakel Hönnudóttir,13834.0,,,,,,Throw-in,1,From Throw In,Rebecca Jane,18144.0,Right Back,57,Reading WFC,974,['69242b44-f18e-4ba7-9b8e-de3a8b6d016d'],18,,,,,,,,,,,,,,,,,Reading WFC,974,00:29:18.875,Pass,
,,,,,,,,,,,,,,,,0.661776,,,,,,,,,,,,,65a4875d-4376-4652-aabc-ec483daabf0e,998,,,"[21.0, 71.0]",19758,29,,,,2.2142975,,Left Foot,,,,"[15.0, 79.0]",,Ground Pass,,10.0,,,,,Rebecca Jane,18144.0,,,,,,,1,From Throw In,Rakel Hönnudóttir,13834.0,Center Forward,57,Reading WFC,974,"['6e886adc-6d0c-412b-b288-a7babe5f8b36', 'ca72974b-e1bf-4b1d-b3c7-3fcb19d97843']",21,,,,,,,,,,,,,,,,,Reading WFC,974,00:29:21.545,Pass,True
,,,,,,,,,,,,,,,,1.2353,,,,,,,,,,,,,1cf38289-b843-4686-9067-a0375b5bc2a9,1001,,,"[15.0, 79.0]",19758,29,,,,-1.8692952,,Right Foot,,,,"[11.0, 66.0]",,Ground Pass,,13.601471,,,,,Kirstyn Pearce,18152.0,,,,,,,1,From Throw In,Rebecca Jane,18144.0,Right Back,57,Reading WFC,974,"['1691791b-b044-4f4f-b440-d4c5e37edac6', 'a6b02d65-5560-4b89-996f-113f26ce648f']",22,,,,,,,,,,,,,,,,,Reading WFC,974,00:29:22.207,Pass,True
,,,,,,,,,,,,,,,,1.646711,,,,,,,,,,,,,26edbdd6-f238-4d2b-8516-17e942c7650c,1004,,,"[10.0, 66.0]",19758,29,,,,-1.3339475,,Right Foot,,,,"[17.0, 37.0]",,Ground Pass,,29.832869,,,,,Sophie Howard,15720.0,,,,,,,1,From Throw In,Kirstyn Pearce,18152.0,Left Center Back,57,Reading WFC,974,['358fcc48-bfb0-4911-a6a1-977b1870e562'],24,,,,,,,,,,,,,,,,,Reading WFC,974,00:29:24.718,Pass,
,,,,,,,,,,,,,,,,1.34567,,,,,,,,,,,,,45b39bcb-4236-450f-a75e-542952adf2d2,1007,,,"[17.0, 37.0]",19758,29,,,,-0.043450896,,Right Foot,,,,"[40.0, 36.0]",,Ground Pass,,23.021729,,,,,Charlotte Estcourt,15703.0,,,,,,,1,From Throw In,Sophie Howard,15720.0,Right Center Back,57,Reading WFC,974,['3d721f8b-d129-43c0-89d7-07ef6f9fd81e'],27,,,,,,,,,,,,,,,,,Reading WFC,974,00:29:27.872,Pass,
,,,,,,,,,,,,,,,,1.603602,,,,,,,,,,,,,e927bab9-5f9b-4ce3-84d5-f5249a901685,1011,,,"[64.0, 52.0]",19758,29,,,,1.3370532,,Right Foot,,,,"[69.0, 73.0]",,Ground Pass,,21.587032,,,,,Rebecca Jane,18144.0,,,,,,,1,From Throw In,Charlotte Estcourt,15703.0,Right Wing,57,Reading WFC,974,"['2aee1162-da40-4dc5-89f1-0e11194bf02c', '4ad3fd04-3c14-4c59-bcf3-7bbf7c1414e2']",35,,,,,,,,,,,,,,,,,Reading WFC,974,00:29:35.661,Pass,True
,,,,,,,,,,,,,,,,0.84837,,,,,,,,,,,,,b061569c-c998-4c7a-9c2c-04e4b9db7377,1014,,,"[68.0, 75.0]",19758,29,,,,-0.41241044,,Right Foot,,,,"[84.0, 68.0]",,Ground Pass,,17.464249,,,,,Jade Moore,10190.0,,,,,,,1,From Throw In,Rebecca Jane,18144.0,Right Back,57,Reading WFC,974,['f8cb5ecb-a4c4-417e-aa15-b73692431365'],38,,,,,,,,,,,,,,,,,Reading WFC,974,00:29:38.375,Pass,
,,,,,,,,,,,,,,,,1.218385,,,,,,,,,,,,,09c2b1b8-5f0a-4747-b0ef-0ef0161f6d3a,1018,,,"[72.0, 67.0]",19758,29,,,,3.1415927,,Right Foot,,,,"[58.0, 67.0]",,Ground Pass,,14.0,,,,,Kirstyn Pearce,18152.0,,,,,,,1,From Throw In,Jade Moore,10190.0,Left Defensive Midfield,57,Reading WFC,974,"['a5417c81-b299-4447-a8c8-923992f11870', 'd1f41948-9376-44d4-b967-d9a2fd0dfaea']",40,,,,,,,,,,,,,,,,,Reading WFC,974,00:29:40.778,Pass,True
,,,,,,,,,,,,,,,,1.0913,,,,,,,,,,,,,e822b8e0-f8c6-42e2-92bc-d05631111a82,1021,,,"[58.0, 67.0]",19758,29,,,,-0.4636476,,Right Foot,,,,"[70.0, 61.0]",,Ground Pass,,13.416408,,,,,Rakel Hönnudóttir,13834.0,,,,,,,1,From Throw In,Kirstyn Pearce,18152.0,Left Center Back,57,Reading WFC,974,['1000c4bc-ce33-4b99-a550-2276b062ce5a'],42,,,,,,,,,,,,,,,,,Reading WFC,974,00:29:42.402,Pass,
,,,,,,,,,,,,,,,,0.900353,,,,,,,,,,,,,08be0577-ff6c-44d4-afde-b17703e8e711,1024,,,"[70.0, 61.0]",19758,29,,,,1.849096,,Right Foot,,,,"[68.0, 68.0]",,Ground Pass,,7.28011,,,,,Jade Moore,10190.0,,,,,,,1,From Throw In,Rakel Hönnudóttir,13834.0,Center Forward,57,Reading WFC,974,['5ee9fed9-189d-427d-a933-b44d876d274f'],43,,,,,,,,,,,,,,,,,Reading WFC,974,00:29:43.740,Pass,
,,,,,,,,,,,,,,,,1.963279,,,,,,,,,,,,,9c6bc38f-62a4-4166-96ae-3ab019957b24,1027,,,"[58.0, 67.0]",19758,29,,,,-1.7211678,,Right Foot,,,,"[53.0, 34.0]",,Ground Pass,,33.37664,,,,,Sophie Howard,15720.0,,,,,,,1,From Throw In,Jade Moore,10190.0,Left Defensive Midfield,57,Reading WFC,974,['6b684d45-cc8d-4483-a5c6-ac062a64ebda'],47,,,,,,,,,,,,,,,,,Reading WFC,974,00:29:47.390,Pass,
,,,,,,,,,,,,,,,,2.658229,,,,,,,,,,,,,ed881f6e-122d-4348-abc1-79d3df30aa62,1030,,,"[53.0, 34.0]",19758,29,,,,-0.80426383,,Right Foot,,,,"[79.0, 7.0]",,Ground Pass,,37.48333,,,,,Lily Woodham,15704.0,,,,,,,1,From Throw In,Sophie Howard,15720.0,Right Center Back,57,Reading WFC,974,['7078fbbb-9889-4325-a2e2-db761796444f'],50,,,,,,,,,,,,,,,,,Reading WFC,974,00:29:50.262,Pass,
,,,,,,,,,,,,,,,,0.8705,,,,,,,,,,,,,9d04b097-cd12-44b8-83e4-3b20e2d3bbb0,1034,,,"[84.0, 13.0]",19758,29,,,,0.32175055,,Left Foot,,,,"[87.0, 14.0]",,Ground Pass,,3.1622777,,,,,Gemma Suzanne Davison,15721.0,,,,,,,1,From Throw In,Lily Woodham,15704.0,Left Back,57,Reading WFC,974,"['3bf9fdc7-f7da-4b82-b179-7d755d98f86f', '8bd81fef-f42a-4471-9cf0-3e9fca3cd047']",54,,,,,,,,,,,,,,,,,Reading WFC,974,00:29:54.635,Pass,True
,,,,,,,,,,,,,,,,1.961173,,,,,,,,,,,,,bb1d4d63-170f-4cdf-a561-6d1bd7605927,1038,,,"[83.0, 52.0]",19758,30,,,,1.5042281,,Right Foot,,,,"[84.0, 67.0]",,Ground Pass,,15.033297,,,,,Rebecca Jane,18144.0,,,,,,,1,From Throw In,Gemma Suzanne Davison,15721.0,Left Wing,57,Reading WFC,974,['8f96516d-f242-42d2-88de-149be12b73f3'],1,,,,,,,,,,,,,,,,,Reading WFC,974,00:30:01.887,Pass,
,,,,,,,,,,,,,,,,2.045372,,,,,,,,,,,,,4daaaf89-2930-4555-a614-6a6995d75573,1041,,,"[83.0, 67.0]",19758,30,,,,0.0,,Right Foot,,,,"[105.0, 67.0]",,High Pass,,22.0,,,,,Jade Bailey,21854.0,,,,,,,1,From Throw In,Rebecca Jane,18144.0,Right Back,57,Reading WFC,974,['13615763-dbc7-40d9-912f-d2dc219b1f46'],5,,,,,,,,,,,,,,,,,Reading WFC,974,00:30:05.464,Pass,
,,,,,,,,,,,,,,,,2.082466,,,,,,,,,,,,,b66a3e26-9290-4b95-b7ac-d9774ac32d62,1045,,,"[117.0, 67.0]",19758,30,,,,-1.5707964,,Right Foot,True,,,"[117.0, 43.0]",,High Pass,,24.0,,,Incomplete,,,,,,,,,,1,From Throw In,Jade Bailey,21854.0,Right Defensive Midfield,57,Reading WFC,974,['41b3a682-f75e-49dc-92bf-51a857085ed6'],9,,,,,,,,,,,,,,,,,Reading WFC,974,00:30:09.051,Pass,
,,,,,,,,,,,,,,,,2.8845,,,,,,,,,,,,,562cba49-1f53-4ee4-b841-526aec54f241,1048,,,"[18.0, 29.0]",19758,30,,,,0.3332443,,Drop Kick,,,,"[70.0, 47.0]",,High Pass,,55.027267,,,Incomplete,,,,,,,,,,1,From Keeper,Megan Walsh,15709.0,Goalkeeper,58,Yeovil Town LFC,970,['ba5e4da5-2042-47a3-a859-07e54659f7f8'],28,,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:30:28.198,Pass,
,,,,,,,,,,,,,,,,1.492,,,,,,,,,,,,,ba5e4da5-2042-47a3-a859-07e54659f7f8,1049,,,"[51.0, 34.0]",19758,30,,,,0.7853982,,Head,,,,"[61.0, 44.0]",,Low Pass,,14.142136,,,,,Fara Williams,10251.0,,,,,,Recovery,1,Regular Play,Lily Woodham,15704.0,Left Back,59,Reading WFC,974,"['2bab9849-746e-4d7e-8213-3fdbe0caa06d', '562cba49-1f53-4ee4-b841-526aec54f241']",31,,,,,,,,,,,,,,,,,Reading WFC,974,00:30:31.083,Pass,
,,,,,,,,,,,,,,,,1.152553,,,,,,,,,,,,,ad6d8da1-bcf6-4bf4-876c-17208080fc1f,1052,,,"[61.0, 44.0]",19758,30,,,,-1.1071488,,Right Foot,,,,"[66.0, 34.0]",,Ground Pass,,11.18034,,,,,Charlotte Estcourt,15703.0,,,,,,,1,Regular Play,Fara Williams,10251.0,Center Attacking Midfield,59,Reading WFC,974,['a74f8560-d579-4c57-a3d6-9a9fcc2b520e'],33,,,,,,,,,,,,,,,,,Reading WFC,974,00:30:33.455,Pass,
,,,,,,,,,,,,,,,,0.9734,,,,,,,,,,,,,6b799c07-9263-4a4a-be38-946e5baa5aa8,1055,,,"[83.0, 33.0]",19758,30,,,,1.7818897,,Right Foot,,,,"[80.0, 47.0]",,Ground Pass,,14.3178215,,,,,Jade Moore,10190.0,,,,,,,1,Regular Play,Charlotte Estcourt,15703.0,Right Wing,59,Reading WFC,974,['f966aee6-6a13-4f4e-b8ec-e215a0178bc4'],39,,,,,,,,,,,,,,,,,Reading WFC,974,00:30:39.301,Pass,
,,,,,,,,,,,,,,,,4.6028,,,,,,,,,,,,,713e13fb-915c-4dca-a133-cd642ca6f0c0,1058,,,"[86.0, 23.0]",19758,30,,,,-0.41241044,,Right Foot,,,,"[102.0, 16.0]",,Ground Pass,,17.464249,,,Incomplete,,,,,,,,,,1,Regular Play,Jade Moore,10190.0,Left Defensive Midfield,59,Reading WFC,974,['1d98924b-a2fe-47f6-b14a-8ba34aba48ce'],42,,,,,,,,,,,,,,,,,Reading WFC,974,00:30:42.961,Pass,
,,,,,,,,,,,,,,,,0.926,,,,,,,,,,,,,fcec7ad9-17d4-4d42-8c45-8495b50a6b1e,1062,,,"[16.0, 80.0]",19758,31,,,,-0.08314123,,,,,,"[28.0, 79.0]",,Low Pass,,12.0415945,,,,,Charlotte Buxton,19774.0,,,,,,Throw-in,1,From Throw In,Georgia Evans,15707.0,Right Back,60,Yeovil Town LFC,970,['1542ff60-e2a9-4aa2-bf0e-7869c1c86df3'],22,,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:31:22.955,Pass,
,,,,,,,,,,,,,,,,0.6921,,,,,,,,,,,,,50944c65-d0bb-49e9-86a4-f787334ff758,1065,,,"[29.0, 80.0]",19758,31,,,,3.1415927,,Right Foot,,,,"[18.0, 80.0]",,Low Pass,,11.0,,,,,Georgia Evans,15707.0,,,,,,,1,From Throw In,Charlotte Buxton,19774.0,Right Midfield,60,Yeovil Town LFC,970,"['3bdee753-7575-45ec-8a5b-b59945f45ec4', '7c657182-1669-4ff8-b97a-a656c67b2733']",23,,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:31:23.881,Pass,True
,,,,,,,,,,,,,,,,2.863823,,,,,,,,,,,,,b905249f-efa4-4824-9c55-6ecf71e7364a,1068,,,"[17.0, 80.0]",19758,31,,,,0.0,,Right Foot,,,,"[42.0, 80.0]",,High Pass,,25.0,,,Out,,,,,,,,,,1,From Throw In,Georgia Evans,15707.0,Right Back,60,Yeovil Town LFC,970,,25,,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:31:25.774,Pass,
,,,,,,,,,,,,,,,,1.951848,,,,,,,,,,,,,fab778c5-9c3b-4b1e-8e0c-e6b0f557d0e0,1069,,,"[78.0, 1.0]",19758,31,,,,3.0648208,,,,,,"[39.0, 4.0]",,Low Pass,,39.115215,,,,,Sophie Howard,15720.0,,,,,,Throw-in,1,From Throw In,Lily Woodham,15704.0,Left Back,61,Reading WFC,974,['e298e06f-90b5-4871-bf6f-a4317852cd32'],31,,,,,,,,,,,,,,,,,Reading WFC,974,00:31:31.832,Pass,
,,,,,,,,,,,,,,,,1.187575,,,,,,,,,,,,,7a5e5c25-21ed-48cd-853b-e8053f4be7a2,1072,,,"[38.0, 5.0]",19758,31,,,,-0.29849893,,Right Foot,,,,"[51.0, 1.0]",,Ground Pass,,13.601471,,,,,Lily Woodham,15704.0,,,,,,,1,From Throw In,Sophie Howard,15720.0,Right Center Back,61,Reading WFC,974,['c44a2224-06a7-4226-bed5-43c996097b7f'],34,,,,,,,,,,,,,,,,,Reading WFC,974,00:31:34.428,Pass,
,,,,,,,,,,,,,,,,0.781839,,,,,,,,,,,,,bb045d1d-86b3-4cdb-85ce-28d280772963,1076,,,"[49.0, 2.0]",19758,31,,,,1.2793396,,Right Foot,,,,"[52.0, 12.0]",,Ground Pass,,10.440307,,,,,Rakel Hönnudóttir,13834.0,,,,,,,1,From Throw In,Lily Woodham,15704.0,Left Back,61,Reading WFC,974,"['1ccb3140-4631-473b-ab01-baed7a2f0499', '4d30b538-6f1e-426d-852b-b2eadcd0126a']",36,,,,,,,,,,,,,,,,,Reading WFC,974,00:31:36.187,Pass,True
