ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,1873223c-f9c6-436b-bb5c-08b00b35f95b,1,,,19754,0,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Liverpool WFC,966,,0,,,,,,,,,,,,,,,,"{'formation': 4411, 'lineup': [{'player': {'id': 15626, 'name': 'Anke Preuß'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 15630, 'name': 'Leigh-Anne Robe'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 3}, {'player': {'id': 15614, 'name': 'Sophie Elizabeth Bradley-Auckland'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 19417, 'name': 'Amy Rodgers'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 19}, {'player': {'id': 24239, 'name': 'Jemma Elizabeth Purfield'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 23}, {'player': {'id': 19416, 'name': 'Laura Coombs'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 15628, 'name': 'Christie Murray'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 10}, {'player': {'id': 10093, 'name': 'Yana Daniëls'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 11}, {'player': {'id': 15611, 'name': 'Courtney Sweetman-Kirk'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 9}, {'player': {'id': 19418, 'name': 'Kirsty Linnett'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 24}, {'player': {'id': 15613, 'name': 'Rinsola Babajide'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 20}]}",Liverpool WFC,966,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,6091a02c-5e18-4648-b2a8-b88b97c5edb1,2,,,19754,0,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Liverpool WFC,966,,0,,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 15615, 'name': 'Pauline Peyraud Magnin'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 18}, {'player': {'id': 10179, 'name': 'Lisa Evans'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 17}, {'player': {'id': 18999, 'name': 'Leah Williamson'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 15621, 'name': 'Louise Quinn'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 16}, {'player': {'id': 10088, 'name': 'Katrine Veje'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 2}, {'player': {'id': 10666, 'name': 'Dominique Johanna Anna Petrone Janssen'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 20}, {'player': {'id': 15620, 'name': 'Katie McCabe'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 15}, {'player': {'id': 15616, 'name': 'Kim Little'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 10658, 'name': 'Danielle van de Donk'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 7}, {'player': {'id': 15619, 'name': 'Bethany Mead'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 23}, {'player': {'id': 15623, 'name': 'Vivianne Miedema'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 11}]}",Arsenal WFC,968,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,60106b96-8863-4e23-a3ef-8d7c160ca0d6,3,,,19754,0,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Liverpool WFC,966,['88c8d971-8ea1-4e7e-a9fb-2faaf738202e'],0,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,88c8d971-8ea1-4e7e-a9fb-2faaf738202e,4,,,19754,0,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Liverpool WFC,966,['60106b96-8863-4e23-a3ef-8d7c160ca0d6'],0,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,dc2d0218-2b55-46ef-9788-41ba136363a0,1927,,,19754,45,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,87,Arsenal WFC,968,['33f4d95b-eacf-46eb-b241-c8815877022a'],0,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,33f4d95b-eacf-46eb-b241-c8815877022a,1928,,,19754,45,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,87,Arsenal WFC,968,['dc2d0218-2b55-46ef-9788-41ba136363a0'],0,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.735665,,,,,,,,,,,,,,f1f831f6-56fe-45a0-940a-f11e00761476,5,,"[61.0, 41.0]",19754,0,,,,2.9441972,,Left Foot,,,"[56.0, 42.0]",,Ground Pass,5.0990195,,Danielle van de Donk,10658.0,,,,,Kick Off,1,From Kick Off,Vivianne Miedema,15623.0,Center Forward,2,Arsenal WFC,968,['0cb1a639-0cba-4bbc-b2ff-fb9ce5d734da'],0,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:00.600,Pass,
,,,,,,,,,,,,,,2.391137,,,,,,,,,,,,,,2727ab69-ab81-41df-818c-1c74e8329838,8,,"[59.0, 35.0]",19754,0,,,,-2.3961732,,Right Foot,,,"[46.0, 23.0]",,Ground Pass,17.691807,,Katrine Veje,10088.0,,,,,,1,From Kick Off,Danielle van de Donk,10658.0,Left Center Midfield,2,Arsenal WFC,968,['9656b372-34f8-4456-8814-34bc00a5274b'],2,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:02.999,Pass,
,,,,,,,,,,,,,,1.367925,,,,,,,,,,,,,,41d8af98-8930-4226-9f4c-401871daa358,11,,"[40.0, 25.0]",19754,0,,,,2.4668517,,Left Foot,,,"[30.0, 33.0]",,Ground Pass,12.806249,,Louise Quinn,15621.0,,,,,,1,From Kick Off,Katrine Veje,10088.0,Left Back,2,Arsenal WFC,968,['6417c8c4-921e-42b7-af40-661daaab931f'],6,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:06.161,Pass,
,,,,,,,,,,,,,,1.9238,,,,,,,,,,,,,,d5762555-cad7-4070-a7d3-403f3abc617e,14,,"[31.0, 34.0]",19754,0,,,,1.4288993,,Right Foot,,,"[35.0, 62.0]",,Ground Pass,28.284271,,Leah Williamson,18999.0,,,,,,1,From Kick Off,Louise Quinn,15621.0,Left Center Back,2,Arsenal WFC,968,['ce140234-c78b-4ac6-b46b-15658ab1c217'],8,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:08.332,Pass,
