50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.45508,,,,,,,,,,,,46affef2-db20-468d-bdfa-fbc0883d4e4f,18,,"[26.0, 71.0]",19814,0,,,,0.4636476,,Right Foot,,,,"[32.0, 74.0]",,Low Pass,,6.708204,Incomplete,Rosella Ayane,21048.0,,,,,,,1,From Throw In,Julie Biesmans,10095.0,Right Center Midfield,3,Bristol City WFC,973,"['6be26a5f-900c-45fc-81ac-bc68d8ad67b7', 'b5a2be24-7336-44de-9430-dee333039387']",24,,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:24.570,Pass,
,,,,,,,,,,,,,,,,1.090685,,,,,,,,,,,,e0e0333c-5179-43cb-9353-52bbf442ceae,24,,"[43.0, 68.0]",19814,0,,,,0.86217004,,Right Foot,,,,"[49.0, 75.0]",,Ground Pass,,9.219544,,Rosella Ayane,21048.0,,,,,,,1,From Throw In,Julie Biesmans,10095.0,Right Center Midfield,3,Bristol City WFC,973,"['68dd2778-6f88-4e6d-bd46-46608d4655bf', '90b0cd0e-e770-4cd9-ba9e-1f0ed99bb6f9']",28,,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:28.338,Pass,True
,,,,,,,,,,,,,,,,1.489435,,,,,,,,,,,,d102c557-e8e4-4820-9033-cd4291b103ac,31,,"[72.0, 10.0]",19814,0,,,,-0.3708913,,Right Foot,,,,"[90.0, 3.0]",,Ground Pass,,19.313208,,Leanne Kiernan,18146.0,,,,,,,1,Regular Play,Jane Ross,4653.0,Left Center Midfield,4,West Ham United LFC,972,"['0b224148-7dc8-46a8-a890-8dd3c0661470', 'c9e1ca22-199f-499e-ae89-79cf367c3cdc']",31,,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:31.334,Pass,True
,,,,,,,,,,,,,,,,1.076996,,,,,,,,,,,,52b5374c-4345-4a04-b0ae-6c7485066b2e,35,,"[104.0, 12.0]",19814,0,,,,-0.9272952,,Right Foot,,,,"[110.0, 4.0]",,Ground Pass,,10.0,,Claire Lauren Rafferty,18156.0,,,,,,,1,Regular Play,Leanne Kiernan,18146.0,Left Midfield,4,West Ham United LFC,972,['2061f2ed-f97e-4232-868f-c0bd34072e8f'],40,,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:40.793,Pass,
,,,,,,,,,,,,,,,,1.715119,,,,,,,,,,,,153f6b2d-50b2-40fd-a674-6b7913f2a66a,39,,"[110.0, 3.0]",19814,0,,,,1.6672701,,Left Foot,True,,,"[107.0, 34.0]",,High Pass,,31.144823,Incomplete,Adriana Kristina Leon,8297.0,,,,,,,1,Regular Play,Claire Lauren Rafferty,18156.0,Left Back,4,West Ham United LFC,972,"['919aa58b-ac33-4c04-8767-1d935d56b359', 'd98944ee-033d-4a64-aaf7-a45d252216c1']",41,,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:41.990,Pass,
,,,,,,,,,,,,,,,,1.212364,,,,,,,,,,,,1c85a273-0619-43bf-b278-eafbaeb99238,44,,"[90.0, 18.0]",19814,0,,,,-1.8925469,,Right Foot,,,,"[87.0, 9.0]",,Ground Pass,,9.486833,,Leanne Kiernan,18146.0,,,,,,,1,Regular Play,Ria Percival,18145.0,Center Defensive Midfield,4,West Ham United LFC,972,['d6f8b677-e6c5-43db-902c-6da5afbb36b4'],46,,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:46.718,Pass,
,,,,,,,,,,,,,,,,0.916351,,,,,,,,,,,,4d702c58-4892-445e-a5e2-25a3868e4bae,47,,"[87.0, 10.0]",19814,0,,,,1.5707964,,Right Foot,,,,"[87.0, 19.0]",,Ground Pass,,9.0,,Ria Percival,18145.0,,,,,,,1,Regular Play,Leanne Kiernan,18146.0,Left Midfield,4,West Ham United LFC,972,['6341a1b8-e008-47fb-902d-a93ffb006202'],48,,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:48.463,Pass,
,,,,,,,,,,,,,,,,1.261795,,,,,,,,,,,,8081c6c6-8627-46b2-9aa5-a6981d3d14d2,50,,"[86.0, 13.0]",19814,0,,,,-0.98279375,,Left Foot,,,,"[92.0, 4.0]",,Ground Pass,,10.816654,,Claire Lauren Rafferty,18156.0,,,,,,,1,Regular Play,Ria Percival,18145.0,Center Defensive Midfield,4,West Ham United LFC,972,['f84f6615-033e-4bd8-959e-21de96080270'],50,,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:50.212,Pass,
,,,,,,,,,,,,,,,,2.121808,,,,,,,,,,,,6539228b-3265-4578-98db-6839b9aba89f,53,,"[96.0, 3.0]",19814,0,,,,1.2315037,,Left Foot,True,,,"[108.0, 37.0]",,High Pass,,36.05551,Incomplete,Alisha Lehmann,18153.0,,,,,,,1,Regular Play,Claire Lauren Rafferty,18156.0,Left Back,4,West Ham United LFC,972,"['7e1d39a1-1901-419d-a93c-fbf48adc7b16', 'b57c327d-2873-475b-9266-cd706e3740fc']",52,,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:52.791,Pass,
,,,,,,,,,,,,,,,,2.053625,,,,,,,,,,,,12641bea-967e-4394-869a-1d338bb6a2e0,56,,"[31.0, 66.0]",19814,0,,,,0.4636476,,Head,,,,"[45.0, 73.0]",,High Pass,,15.652476,Incomplete,Abigail Harrison,23412.0,,,,,,Recovery,1,Regular Play,Rosella Ayane,21048.0,Center Attacking Midfield,4,West Ham United LFC,972,"['ba5e7916-0001-425b-8c09-2a0980bfcc12', 'c08832b2-a300-4415-b810-78139daad84c']",57,,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:57.152,Pass,
,,,,,,,,,,,,,,,,1.376428,,,,,,,,,,,,7072b3b5-73e5-45db-9741-306f91655755,63,,"[56.0, 1.0]",19814,1,,,,0.26060238,,,,,,"[71.0, 5.0]",,High Pass,,15.524175,,Adriana Kristina Leon,8297.0,,,,,,Throw-in,1,From Throw In,Claire Lauren Rafferty,18156.0,Left Back,5,West Ham United LFC,972,['11d55f3c-1c99-4885-a9c8-2f1193d71191'],17,,,,,,,,,,,,,,,,West Ham United LFC,972,00:01:17.814,Pass,
,,,,,,,,,,,,,,,,1.925342,,,,,,,,,,,,e71153f1-2625-4e7e-8e4e-ee582750454f,73,,"[71.0, 2.0]",19814,1,,,,0.6202495,,Left Foot,,,,"[85.0, 12.0]",,Ground Pass,,17.20465,Incomplete,Brianna Visalli,18157.0,,,,,,,1,From Throw In,Adriana Kristina Leon,8297.0,Center Forward,5,West Ham United LFC,972,"['5f4f7b8c-3beb-4dd5-b286-7d836576a4fa', '9e5ad2ae-acbc-421a-ba15-f18c753f2551', 'c500e326-8938-4105-98f5-cb9019a59706']",22,,,,,,,,,,,,,,,,West Ham United LFC,972,00:01:22.921,Pass,True
,,,,,,,,,,,,,,,,0.856064,,,,,,,,,,,,4132b20a-5432-4dcd-8ea1-9a4733cb463b,79,,"[102.0, 1.0]",19814,1,,,,0.7378151,,,,,,"[113.0, 11.0]",,High Pass,,14.866069,Incomplete,Alisha Lehmann,18153.0,,,,,,Throw-in,1,From Throw In,Claire Lauren Rafferty,18156.0,Left Back,6,West Ham United LFC,972,"['7e0de507-5397-4eb1-ad6d-e7788d0a72c2', 'b7dc5ed3-9696-4c4f-9a31-d7f930372c27']",44,,,,,,,,,,,,,,,,West Ham United LFC,972,00:01:44.881,Pass,
,,,,,,,,,,,,,,,,0.938496,,,,,,,,,,,,fe360ac9-83b4-4db1-af4c-bad1b2132097,84,,"[100.0, 3.0]",19814,1,,,,1.6814536,,Left Foot,,,,"[99.0, 12.0]",,Ground Pass,,9.055386,,Leanne Kiernan,18146.0,,,,,,,1,From Throw In,Claire Lauren Rafferty,18156.0,Left Back,6,West Ham United LFC,972,['fbddcfa9-08da-4ef4-bd43-28d72f4e0f55'],48,,,,,,,,,,,,,,,,West Ham United LFC,972,00:01:48.323,Pass,
,,,,,,,,,,,,,,,,1.751014,,,,,,,,,,,,fd71c3aa-7d68-4c4e-b5b9-4d573bbe7ed5,88,,"[91.0, 3.0]",19814,1,,,,2.003204,,Right Foot,,,,"[85.0, 16.0]",,Ground Pass,,14.3178215,,Ria Percival,18145.0,,,,,,,1,From Throw In,Leanne Kiernan,18146.0,Left Midfield,6,West Ham United LFC,972,"['622932c7-a02e-4f62-a922-4d3d3e840f39', 'e901227a-d7d0-4847-9afc-bb48d9a4f040']",51,,,,,,,,,,,,,,,,West Ham United LFC,972,00:01:51.158,Pass,True
,,,,,,,,,,,,,,,,2.94818,,,,,,,,,,,,0f3b42fb-4dcc-4600-aab7-3b63e334323d,92,,"[84.0, 16.0]",19814,1,,,,1.8788491,,Right Foot,,,,"[70.0, 60.0]",,Ground Pass,,46.173584,,Erin Simon,18155.0,,,True,,,,1,From Throw In,Ria Percival,18145.0,Center Defensive Midfield,6,West Ham United LFC,972,"['409dda92-0d10-4624-84fd-b705c3179118', '56caa247-a5ab-4060-9e90-3b9790d32469']",54,,,,,,,,,,,,,,,,West Ham United LFC,972,00:01:54.159,Pass,True
,,,,,,,,,,,,,,,,2.402382,,,,,,,,,,,,5cdb89d6-189d-4634-8ea9-42b6c0c70a05,96,,"[67.0, 58.0]",19814,1,,,,-2.8864102,,Right Foot,,,,"[44.0, 52.0]",,Ground Pass,,23.769728,,Vyan Sampson,21014.0,,,,,,,1,From Throw In,Erin Simon,18155.0,Right Back,6,West Ham United LFC,972,"['d2d1a1a1-511d-49d9-b43f-63fdc1746776', 'fd77eb89-f031-4d71-9fcc-edd60bd26798']",58,,,,,,,,,,,,,,,,West Ham United LFC,972,00:01:58.547,Pass,True
,,,,,,,,,,,,,,,,2.9133,,,,,,,,,,,,5404b9e9-d614-405c-babf-859c3f91d5b9,100,,"[43.0, 48.0]",19814,2,,,,-1.6614562,,Left Foot,,,,"[40.0, 15.0]",,Ground Pass,,33.13608,,Brooke Hendrix,18159.0,,,,,,,1,From Throw In,Vyan Sampson,21014.0,Right Center Back,6,West Ham United LFC,972,"['1729476d-2ffd-4267-8651-27588367fe6c', '3078478e-fd3b-498c-a793-11be9098dbe8']",1,,,,,,,,,,,,,,,,West Ham United LFC,972,00:02:01.636,Pass,True
,,,,,,,,,,,,,,,,4.341894,,,,,,,,,,,,1edaae06-aed6-4429-b387-b1db58604f40,103,,"[47.0, 14.0]",19814,2,,,,-0.24053425,,Right Foot,,,,"[100.0, 1.0]",,High Pass,,54.571056,Out,Claire Lauren Rafferty,18156.0,,,,,,,1,From Throw In,Brooke Hendrix,18159.0,Left Center Back,6,West Ham United LFC,972,['fe98b352-8039-4e27-bd7b-cd8cdc693c2f'],6,,,,,,,,,,,,,,,,West Ham United LFC,972,00:02:06.734,Pass,
,,,,,,,,,,,,,,,,1.350561,,,,,,,,,,,,e1851965-5dc3-4876-94e5-433ed3321ec5,105,,"[25.0, 80.0]",19814,2,,,,-0.08314123,,,,,,"[37.0, 79.0]",,High Pass,,12.0415945,Incomplete,Abigail Harrison,23412.0,,,,,,Throw-in,1,From Throw In,Florence Allen,24922.0,Right Back,7,Bristol City WFC,973,"['3b613104-d969-44e2-8d3e-11a471ab5a01', '530418e9-3e56-41f7-af97-b53bea15565e']",30,,,,,,,,,,,,,,,,Bristol City WFC,973,00:02:30.441,Pass,
,,,,,,,,,,,,,,,,1.4088,,,,,,,,,,,,530418e9-3e56-41f7-af97-b53bea15565e,107,,"[84.0, 2.0]",19814,2,,,,0.19739556,,Head,,,,"[89.0, 3.0]",,High Pass,,5.0990195,Incomplete,Adriana Kristina Leon,8297.0,,,,,,Interception,1,From Throw In,Leanne Kiernan,18146.0,Left Midfield,7,Bristol City WFC,973,"['3aca9f97-52fa-4372-8e7e-eadc58e7e022', 'b02eaa6a-5333-4347-94cf-03fa12266e37', 'e1851965-5dc3-4876-94e5-433ed3321ec5']",31,,,,,,,,,,,,,,,,West Ham United LFC,972,00:02:31.792,Pass,
,,,,,,,,,,,,,,,,3.5438,,,,,,,,,,,,b02eaa6a-5333-4347-94cf-03fa12266e37,109,,"[32.0, 78.0]",19814,2,,,,-0.7022569,,Right Foot,,,,"[58.0, 56.0]",,High Pass,,34.058773,Incomplete,,,,,,,,Recovery,1,From Throw In,Carla Humphrey,16384.0,Right Wing,7,Bristol City WFC,973,"['530418e9-3e56-41f7-af97-b53bea15565e', '9f373d27-7c1b-4e4c-87f3-dc635387739a']",33,,,,,,,,,,,,,,,,Bristol City WFC,973,00:02:33.201,Pass,
,,,,,,,,,,,,,,,,0.871439,,,,,,,,,,,,2d911fb0-03bd-47ba-a8b4-b47970792361,117,,"[68.0, 31.0]",19814,2,,,,0.5585993,,Right Foot,,,,"[76.0, 36.0]",,Ground Pass,,9.433981,,Brianna Visalli,18157.0,,,,,,,1,From Throw In,Vyan Sampson,21014.0,Right Center Back,7,Bristol City WFC,973,"['ccb16ee5-857e-4267-89ab-5186789060b3', 'f36dfec6-0586-4605-a360-b453a90eff07']",38,,,,,,,,,,,,,,,,West Ham United LFC,972,00:02:38.186,Pass,True
,,,,,,,,,,,,,,,,2.652018,,,,,,,,,,,,5be299c9-2710-487e-b0a9-1c156448c2bd,121,,"[79.0, 44.0]",19814,2,,,,0.26299474,,Right Foot,,,,"[105.0, 51.0]",,Ground Pass,,26.925823,Incomplete,Alisha Lehmann,18153.0,,,,,,,1,From Throw In,Brianna Visalli,18157.0,Right Center Midfield,7,Bristol City WFC,973,"['6f658d2a-a3d6-43c2-bbf6-3bcddb8ecbb4', '8ad27151-388d-47e8-b280-c6a6f1310dfe', 'f17ff57c-7c7f-48a5-a84f-1dc941225a92']",40,,,,,,,,,,,,,,,,West Ham United LFC,972,00:02:40.430,Pass,True
,,,,,,,,,,,,,,,,0.943231,,,,,,,,,,,,2480cba5-49c5-4085-acce-c856faf825b1,125,,"[21.0, 30.0]",19814,2,,,,-0.63274884,,Left Foot,,,,"[36.0, 19.0]",,Ground Pass,,18.601076,,Ella Rutherford,16388.0,,,,,,,1,From Throw In,Gemma Evans,16381.0,Left Center Back,7,Bristol City WFC,973,['d819d96a-3130-421a-8edf-2b8500a6e4da'],44,,,,,,,,,,,,,,,,Bristol City WFC,973,00:02:44.776,Pass,
,,,,,,,,,,,,,,,,1.044094,,,,,,,,,,,,3f5cabc1-ffe3-43b8-b79f-d57745d9d5b4,129,,"[35.0, 6.0]",19814,2,,,,0.4048918,,Left Foot,,,,"[49.0, 12.0]",,Ground Pass,,15.231546,,Lucy Hope,16386.0,,,,,,,1,From Throw In,Ella Rutherford,16388.0,Left Wing,7,Bristol City WFC,973,"['39e0d067-e516-4b89-ae32-32683eeb0c32', '4c98666c-6dce-4bf0-9413-353b1719dfa4']",47,,,,,,,,,,,,,,,,Bristol City WFC,973,00:02:47.619,Pass,True
,,,,,,,,,,,,,,,,0.010438,,,,,,,,,,,,8e2dd3ce-dddf-44d0-9d4f-23b636189fbe,133,,"[49.0, 6.0]",19814,2,,,,0.0,,Left Foot,,,,"[51.0, 6.0]",,Ground Pass,,2.0,Incomplete,Ella Rutherford,16388.0,,,,,,,1,From Throw In,Lucy Hope,16386.0,Left Center Midfield,7,Bristol City WFC,973,"['961fcadf-4cfa-4ee3-90d2-43bf615ec44d', '9d6ccc3a-881a-47aa-8093-683c3318b90f']",49,,,,,,,,,,,,,,,,Bristol City WFC,973,00:02:49.840,Pass,
,,,,,,,,,,,,,,,,1.158669,,,,,,,,,,,,6bb8b154-d188-471a-9f5e-67e726256988,137,,"[66.0, 70.0]",19814,2,,,,-2.9669204,,Right Foot,,,,"[49.0, 67.0]",,Ground Pass,,17.262676,,Vyan Sampson,21014.0,,,,,,Recovery,1,Regular Play,Brianna Visalli,18157.0,Right Center Midfield,8,West Ham United LFC,972,"['4e886475-a13a-4851-99c2-e85bdfcbaa3f', 'a2bacf4e-c850-4fba-bb9d-3a1a2fe5eebe']",51,,,,,,,,,,,,,,,,West Ham United LFC,972,00:02:51.535,Pass,True
,,,,,,,,,,,,,,,,2.688987,,,,,,,,,,,,5580ecf1-aa2f-4ac1-9e76-2cd8b8f6c670,141,,"[43.0, 60.0]",19814,2,,,,-2.7928216,,Right Foot,,,,"[10.0, 48.0]",,Ground Pass,,35.1141,,Rebecca Leigh Spencer,18158.0,,,,,,,1,Regular Play,Vyan Sampson,21014.0,Right Center Back,8,West Ham United LFC,972,"['649fb292-611e-445f-8a5d-4e8b10271006', 'f9752196-c47b-4db5-a573-5eaaef627796']",54,,,,,,,,,,,,,,,,West Ham United LFC,972,00:02:54.502,Pass,True
,,,,,,,,,,,,,,,,2.778122,,,,,,,,,,,,a91c2d69-cdeb-4c69-9eb8-ff20de4259c8,144,,"[13.0, 43.0]",19814,3,,,,-1.2847449,,Right Foot,,,,"[23.0, 9.0]",,Ground Pass,,35.44009,,Brooke Hendrix,18159.0,,,,,,,1,Regular Play,Rebecca Leigh Spencer,18158.0,Goalkeeper,8,West Ham United LFC,972,['6fd8ff3b-96ca-418d-a331-76753305c656'],1,,,,,,,,,,,,,,,,West Ham United LFC,972,00:03:01.869,Pass,
,,,,,,,,,,,,,,,,1.318934,,,,,,,,,,,,44e4ad66-b946-44d0-85c4-042add38e124,148,,"[23.0, 5.0]",19814,3,,,,0.4636476,,Left Foot,,,,"[43.0, 15.0]",,Low Pass,,22.36068,,Jane Ross,4653.0,,,,,,,1,Regular Play,Brooke Hendrix,18159.0,Left Center Back,8,West Ham United LFC,972,"['8a4c69f7-20d5-4bc8-8061-fa60e706b719', 'f0df0537-227e-4ce0-9219-d2bf3620224d']",4,,,,,,,,,,,,,,,,West Ham United LFC,972,00:03:04.916,Pass,True
,,,,,,,,,,,,,,,,1.21999,,,,,,,,,,,,dd7ae9d7-1c65-402a-be10-9221b8419769,152,,"[38.0, 9.0]",19814,3,,,,-2.2455373,,Left Foot,,,,"[34.0, 4.0]",,Ground Pass,,6.4031243,Incomplete,Claire Lauren Rafferty,18156.0,,,,,,,1,Regular Play,Jane Ross,4653.0,Left Center Midfield,8,West Ham United LFC,972,"['807c8065-725b-4bbe-b8f2-e1493f126195', 'bb0dd9e1-fa44-4199-8e8e-9eeeed24f588', 'de141390-80f7-4881-883a-29384f512f18']",7,,,,,,,,,,,,,,,,West Ham United LFC,972,00:03:07.608,Pass,True
