ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_miscommunication,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,3.513806,,,,,,,,,,,,c8d9f678-3d06-45f0-a15e-88fb5f6a41ec,17,,,"[35.0, 60.0]",19777,0,,,-0.059928156,,Right Foot,,,,"[85.0, 57.0]",,High Pass,50.08992,,,Jane Ross,4653.0,,,,,,1,From Kick Off,Brooke Hendrix,18159.0,Left Center Back,2,West Ham United LFC,972,['6e7b72fc-78b6-4147-9518-54d2ff9a41a4'],6,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:06.711,Pass,
,,,,,,,,,,2.375751,,,,,,,,,,,,5879128c-47f9-452a-a4b5-256005b08c3f,22,,,"[87.0, 58.0]",19777,0,,,-0.7853982,,Right Foot,,,,"[109.0, 36.0]",,High Pass,31.112698,,Incomplete,Kate Longhurst,18147.0,,,,,Free Kick,1,From Free Kick,Julia Simic,18150.0,Center Midfield,3,West Ham United LFC,972,"['378e0ecd-a15a-425b-90d4-eb9602b92c55', '37d98208-f49d-4899-84bb-bd2a2fb08ecb']",42,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:42.061,Pass,
,,,,,,,,,,2.836841,,,,,,,,,,,,a7e39ee1-9046-460d-abf7-232f128a1a91,33,,,"[18.0, 39.0]",19777,1,,,-0.046840712,,Drop Kick,,,,"[82.0, 36.0]",,High Pass,64.070274,,Incomplete,Anne-Marie Heatherson,15714.0,,,,,,1,From Free Kick,Megan Walsh,15709.0,Goalkeeper,3,West Ham United LFC,972,"['5d517c77-d514-498e-9e23-8cfdc199aa56', 'b9f8254b-a342-425f-a1ce-029ecaaed054']",19,,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:01:19.101,Pass,
,,,,,,,,,,1.591719,,,,,,,,,,,,5d517c77-d514-498e-9e23-8cfdc199aa56,35,,,"[39.0, 45.0]",19777,1,,,-0.7853982,,Right Foot,,,,"[51.0, 33.0]",,Low Pass,16.970562,,,Kate Longhurst,18147.0,,,,,Recovery,1,From Free Kick,Brooke Hendrix,18159.0,Left Center Back,3,West Ham United LFC,972,"['54c16251-0401-4897-957d-0654669eb57d', 'a7e39ee1-9046-460d-abf7-232f128a1a91']",21,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:01:21.938,Pass,
,,,,,,,,,,2.7817,,,,,,,,,,,,acef1647-3bdd-4fcf-982b-971eeaec0dd3,38,,,"[62.0, 19.0]",19777,1,,,-0.4636476,,Right Foot,,,,"[90.0, 5.0]",,Ground Pass,31.304953,,Incomplete,Rosie Kmita,19896.0,,,,,,1,From Free Kick,Kate Longhurst,18147.0,Right Center Midfield,3,West Ham United LFC,972,"['81aaa801-649f-465d-9f5d-ba3235cf3e08', 'cf52dcfc-2ad9-47cd-b6c3-0346ae9fc8c8']",26,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:01:26.524,Pass,
,,,,,,,,,,1.163299,,,,,,,,,,,,b770799c-823c-4528-a107-55add69cca42,41,,,"[94.0, 1.0]",19777,1,,,0.9652517,,,,,,"[103.0, 14.0]",,Low Pass,15.811388,,,Brianna Visalli,18157.0,,,,,Throw-in,1,From Throw In,Rosie Kmita,19896.0,Left Wing,4,West Ham United LFC,972,['a9770974-a4f8-4d1b-a2dc-b4b72e5c541f'],35,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:01:35.004,Pass,
,,,,,,,,,,0.564574,,,,,,,,,,,,1cf726d3-5a27-4ba0-a06b-97c235d6862f,45,,,"[97.0, 4.0]",19777,1,,,2.976444,,Right Foot,,,,"[91.0, 5.0]",,Ground Pass,6.0827627,,,Claire Lauren Rafferty,18156.0,,,,,,1,From Throw In,Brianna Visalli,18157.0,Left Center Midfield,4,West Ham United LFC,972,['1baf28d1-808c-4061-b0f4-aaff6409a50e'],39,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:01:39.440,Pass,
,,,,,,,,,,0.532542,,,,,,,,,,,,d140ad52-8fa5-4e8d-9630-5a88ed90172e,49,,,"[96.0, 2.0]",19777,1,,,2.9996955,,Right Foot,,,,"[89.0, 3.0]",,Ground Pass,7.071068,,,Rosie Kmita,19896.0,,,,,,1,From Throw In,Claire Lauren Rafferty,18156.0,Left Back,4,West Ham United LFC,972,['bf46f6b9-e47d-420b-8eb6-effb63549092'],45,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:01:45.496,Pass,
,,,,,,,,,,0.12873,,,,,,,,,,,,68c702f8-5c1e-4574-a4e9-0be5654b0692,53,,,"[90.0, 3.0]",19777,1,,,0.24497867,,Left Foot,,,,"[94.0, 4.0]",,Low Pass,4.1231055,,Incomplete,,,,,,,,1,From Throw In,Rosie Kmita,19896.0,Left Wing,4,West Ham United LFC,972,['b109daf8-c5f0-487a-9c28-7f527b185cc9'],47,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:01:47.255,Pass,
,,,,,,,,,,0.979743,,,,,,,,,,,,eec91123-2ae6-44e0-af48-b640b8f31822,58,,,"[101.0, 10.0]",19777,1,,,-2.2794225,,Right Foot,,,,"[95.0, 3.0]",,Ground Pass,9.219544,,,Rosie Kmita,19896.0,,,,,,1,From Throw In,Julia Simic,18150.0,Center Midfield,4,West Ham United LFC,972,"['43657e81-806b-4ea8-b17e-300854fe52c1', '772301a0-3f6a-4235-bbc8-6efb4c3b7681']",50,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:01:50.750,Pass,True
,,,,,,,,,,1.413592,,,,,,,,,,,,ca75c82f-6e4c-439d-bfde-b90c45b93666,62,,,"[94.0, 3.0]",19777,1,,,1.3460852,,Left Foot,True,,,"[102.0, 38.0]",,High Pass,35.902645,,,Alisha Lehmann,18153.0,,,,,,1,From Throw In,Rosie Kmita,19896.0,Left Wing,4,West Ham United LFC,972,['b6b1bb97-7087-4543-b193-783feb8bb24b'],53,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:01:53.942,Pass,
,,,,,,,,,,3.491745,,,,,,,,,,,,d2372cf6-8caf-4e2d-9411-50bf9e0acab8,70,,,"[21.0, 43.0]",19777,3,,,0.089049585,,Right Foot,,,,"[77.0, 48.0]",,High Pass,56.22277,,Incomplete,Anne-Marie Heatherson,15714.0,,,,,Free Kick,1,From Free Kick,Megan Walsh,15709.0,Goalkeeper,5,Yeovil Town LFC,970,"['6c3bb1bf-f717-496b-9bab-f1f50a134d4c', '9c6f46ab-8ddd-4299-b121-89e100c9718f']",41,,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:03:41.977,Pass,
,,,,,,,,,,1.722518,,,,,,,,,,,,3bbe4a55-28f1-42d4-8a17-dec7c7b1a614,75,,,"[58.0, 13.0]",19777,3,,,-2.0344439,,Left Foot,,,,"[53.0, 3.0]",,Ground Pass,11.18034,,,Claire Lauren Rafferty,18156.0,,,,,,1,Regular Play,Kate Longhurst,18147.0,Right Center Midfield,6,West Ham United LFC,972,"['82f7df0b-20e4-47f7-9b40-f0ff01615e04', 'e775a615-963e-473a-ad05-0fc28632fa45']",50,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:03:50.995,Pass,True
,,,,,,,,,,2.555907,,,,,,,,,,,,ee0b02b2-1379-4493-b2ca-ca469a465026,79,,,"[55.0, 4.0]",19777,3,,,2.5461829,,Right Foot,,,,"[24.0, 25.0]",,High Pass,37.44329,,,Brooke Hendrix,18159.0,,,,,,1,Regular Play,Claire Lauren Rafferty,18156.0,Left Back,6,West Ham United LFC,972,"['1648d1c6-7078-4aba-805c-050a77ae1493', 'fe54c875-b4f1-4273-b3dd-08a73a61e1d2']",56,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:03:56.886,Pass,True
,,,,,,,,,,1.916695,,,,,,,,,,,,93f9c2f5-efe2-41be-b6e6-a7b766eaa182,82,,,"[24.0, 24.0]",19777,3,,,0.43984258,,Right Foot,,,,"[41.0, 32.0]",,High Pass,18.788294,,,Julia Simic,18150.0,,,,,,1,Regular Play,Brooke Hendrix,18159.0,Right Center Back,6,West Ham United LFC,972,['8ab44dc4-2846-4017-a909-a9c484e0ba68'],59,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:03:59.442,Pass,
,,,,,,,,,,1.559633,,,,,,,,,,,,fa725d5d-d838-4719-a5dc-5ed75206c1bf,86,,,"[41.0, 31.0]",19777,4,,,2.4980915,,Right Foot,,,,"[25.0, 43.0]",,Low Pass,20.0,,Incomplete,Brooke Hendrix,18159.0,,,,,,1,Regular Play,Julia Simic,18150.0,Center Midfield,6,West Ham United LFC,972,"['7c33c40e-9fcf-48eb-804f-d55e4de8f4b6', 'bbd64832-4326-41c3-9369-4f3f30f66898', 'd83046dc-64ac-4b74-84d5-cc6bb81bd0c3']",1,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:04:01.447,Pass,True
,,,,,,,,,,0.638941,,,,,,,,,,,,f7b8e351-e574-4d08-8405-543348a53266,94,,,"[24.0, 39.0]",19777,4,,,1.0303768,,Right Foot,,,,"[27.0, 44.0]",,Ground Pass,5.8309517,,,Julia Simic,18150.0,,,,,,1,Regular Play,Gilly Louise Scarlett Flaherty,18151.0,Left Center Back,6,West Ham United LFC,972,['5b560a00-31fd-410a-9001-6baf443c0252'],6,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:04:06.294,Pass,
,,,,,,,,,,2.798325,,,,,,,,,,,,bcebbedd-a352-4856-8774-bcdffa240fe3,98,,,"[29.0, 50.0]",19777,4,,,0.4636476,,Right Foot,,,,"[77.0, 74.0]",,High Pass,53.66563,,,Alisha Lehmann,18153.0,,,Through Ball,True,,1,Regular Play,Julia Simic,18150.0,Center Midfield,6,West Ham United LFC,972,"['15d070c0-9e6e-44c9-bf53-71ddb1a17f25', '85f1b274-f04c-4527-97f1-2771060112dc']",8,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:04:08.317,Pass,True
,,,,,,,,,,1.494858,,,,,,,,,,,,a6f763b5-97bc-42c6-9d65-05a7971e8592,102,,,"[36.0, 1.0]",19777,4,,,0.10308161,,,,,,"[65.0, 4.0]",,High Pass,29.15476,,Incomplete,Anne-Marie Heatherson,15714.0,,,,,Throw-in,1,From Throw In,Megan Alexander,15710.0,Left Back,7,Yeovil Town LFC,970,"['09ee57d5-374c-4644-a8ed-091f6de510fb', '2cca9465-cfb9-49f9-b67d-57a06e550750']",22,,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:04:22.883,Pass,
,,,,,,,,,,1.764242,,,,,,,,,,,,09ee57d5-374c-4644-a8ed-091f6de510fb,104,,,"[56.0, 77.0]",19777,4,,,-0.4636476,,Head,,,,"[58.0, 76.0]",,High Pass,2.236068,,Incomplete,,,,,,,Interception,1,From Throw In,Ria Percival,18145.0,Right Back,7,Yeovil Town LFC,970,"['a6f763b5-97bc-42c6-9d65-05a7971e8592', 'e8799d41-a989-4062-bbfa-d940dfe1ccdf']",24,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:04:24.378,Pass,
,,,,,,,,,,2.120986,,,,,,,,,,,,e8799d41-a989-4062-bbfa-d940dfe1ccdf,105,,,"[63.0, 5.0]",19777,4,,True,0.21866895,,,,,,"[72.0, 7.0]",,Low Pass,9.219544,,Incomplete,,,,,,,Recovery,1,From Throw In,Emily Donovan,15705.0,Left Center Midfield,7,Yeovil Town LFC,970,"['09ee57d5-374c-4644-a8ed-091f6de510fb', '103ac314-0c3b-4ef0-9d7d-bb48b28ede42', '31723c9a-f835-4e3b-b9a6-047cec693724']",26,,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:04:26.142,Pass,True
,,,,,,,,,,0.654496,,,,,,,,,,,,103ac314-0c3b-4ef0-9d7d-bb48b28ede42,107,,,"[49.0, 74.0]",19777,4,,,-1.1760052,,Right Foot,,,,"[54.0, 62.0]",,Ground Pass,13.0,,,Julia Simic,18150.0,,,,,Recovery,1,Regular Play,Gilly Louise Scarlett Flaherty,18151.0,Left Center Back,8,West Ham United LFC,972,"['89ab494f-1cf1-4e99-b84d-d692808d4a29', 'e8799d41-a989-4062-bbfa-d940dfe1ccdf']",28,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:04:28.263,Pass,
,,,,,,,,,,1.382139,,,,,,,,,,,,d4e2d543-8bf5-4b55-ae4d-bce16f79725b,111,,,"[53.0, 62.0]",19777,4,,,1.9416876,,Right Foot,,,,"[46.0, 80.0]",,Ground Pass,19.313208,,Injury Clearance,,,,,,,,1,Regular Play,Julia Simic,18150.0,Center Midfield,8,West Ham United LFC,972,,31,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:04:31.042,Pass,
,,,,,,,,,,2.655707,,,,,,,,,,,,0d3ce8b7-db7e-4844-8a41-cf4f79f8843e,114,,,"[81.0, 19.0]",19777,5,,,0.4497596,,Right Foot,,,,"[110.0, 33.0]",,Low Pass,32.202484,,Injury Clearance,,,,,,,Recovery,1,Other,Amber Gaylor,15711.0,Left Wing,10,West Ham United LFC,972,,0,,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:05:00.989,Pass,
,,,,,,,,,,1.155801,,,,,,,,,,,,c33c3fa1-8a96-42b2-91b7-feb8fe64c4d0,116,,,"[7.0, 48.0]",19777,5,,,1.3734008,,Keeper Arm,,,,"[10.0, 63.0]",,Ground Pass,15.297058,,,Gilly Louise Scarlett Flaherty,18151.0,,,,,,1,Regular Play,Anne Moorhouse,22027.0,Goalkeeper,11,West Ham United LFC,972,['17ac4098-8332-4b45-b3a4-1511b1646b7f'],12,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:05:12.371,Pass,
,,,,,,,,,,3.4964,,,,,,,,,,,,25fc4421-2d99-4f19-af8b-f23b77eee495,120,,,"[24.0, 71.0]",19777,5,,,-0.26625204,,Right Foot,,,,"[90.0, 53.0]",,High Pass,68.41052,,Incomplete,Brianna Visalli,18157.0,,,,,,1,Regular Play,Gilly Louise Scarlett Flaherty,18151.0,Left Center Back,11,West Ham United LFC,972,"['b6083c30-cf9d-455c-8bb9-37c62771670d', 'c1fd7b68-a1be-4016-bd94-2aa734fbfdaa']",18,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:05:18.326,Pass,
,,,,,,,,,,2.2387,,,,,,,,,,,,c1fd7b68-a1be-4016-bd94-2aa734fbfdaa,122,,,"[31.0, 28.0]",19777,5,,,3.1415927,,Right Foot,,,,"[3.0, 28.0]",,Low Pass,28.0,,,Megan Walsh,15709.0,,,,,Recovery,1,Regular Play,Hannah Short,15717.0,Right Center Back,11,West Ham United LFC,972,"['25fc4421-2d99-4f19-af8b-f23b77eee495', 'a12eba02-3dad-43a6-b64c-78b50f86a488']",21,,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:05:21.823,Pass,
,,,,,,,,,,2.3972,,,,,,,,,,,,6aeaa898-b5fa-4264-97df-a9a9c16bb614,125,,,"[3.0, 28.0]",19777,5,,,-1.2160907,,Left Foot,,,,"[13.0, 1.0]",,High Pass,28.79236,,Out,Megan Alexander,15710.0,,,,,,1,Regular Play,Megan Walsh,15709.0,Goalkeeper,11,West Ham United LFC,972,['8489f6b7-7db6-4cfa-a7d6-2fd3b63d54aa'],24,,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:05:24.157,Pass,
,,,,,,,,,,1.576607,,,,,,,,,,,,93ea9b1b-7c22-4fc9-a9a3-57632cba44b4,127,,,"[104.0, 80.0]",19777,5,,,-0.39479113,,,,,,"[116.0, 75.0]",,Low Pass,13.0,,,Brianna Visalli,18157.0,,,,,Throw-in,1,From Throw In,Ria Percival,18145.0,Right Back,12,West Ham United LFC,972,['cdc4e62d-635f-4235-8ed7-d7583d12e47d'],31,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:05:31.179,Pass,
,,,,,,,,,,1.910441,,,,,,,,,,,,4b9fb49b-bf73-46f9-90b1-4be1bfb369fd,134,,,"[119.0, 80.0]",19777,5,,,-1.6506263,,,,,,"[117.0, 55.0]",,High Pass,25.079872,,,Jane Ross,4653.0,,,,,Throw-in,1,From Throw In,Ria Percival,18145.0,Right Back,13,West Ham United LFC,972,['bff00a8f-e291-46db-bf84-2be82bc914c0'],53,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:05:53.933,Pass,
,,,,,,,,,,0.672232,,,,,,,,,,,,6dc9b927-b210-48b6-8f9d-d2dcb7641f8e,139,,,"[113.0, 66.0]",19777,5,,,1.735945,,Right Foot,,,,"[112.0, 72.0]",,Ground Pass,6.0827627,,,Ria Percival,18145.0,,,,,,1,From Throw In,Jane Ross,4653.0,Center Forward,13,West Ham United LFC,972,"['3360251b-5dd6-40b2-b072-6bdba4bca409', 'a061a423-ab98-43a0-b801-904e7f314848']",59,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:05:59.063,Pass,True
,,,,,,,,,,1.896719,,,,,,,,,,,,da2b2fad-4e21-499c-9ca2-771993895775,142,,,"[112.0, 72.0]",19777,5,,,-1.3415644,,Right Foot,True,,,"[119.0, 42.0]",,High Pass,30.805843,,Incomplete,,,,,,,,1,From Throw In,Ria Percival,18145.0,Right Back,13,West Ham United LFC,972,['7139bebc-a3da-44bc-a98e-9852ae0f95e9'],59,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:05:59.981,Pass,
,,,,,,,,,,3.662813,,,,,,,,,,,,8be1c85f-da2c-4b32-b53e-d0aaa6b9c613,145,,,"[18.0, 42.0]",19777,6,,,-0.05258306,,Drop Kick,,,,"[75.0, 39.0]",,High Pass,57.07889,,Incomplete,Olivia Fergusson,15718.0,,,,,,1,From Keeper,Megan Walsh,15709.0,Goalkeeper,14,Yeovil Town LFC,970,"['43efb39f-c641-4212-a8ad-77d4e60e234b', '44c7d3e8-4088-4601-8810-7cdaf4c12e81']",13,,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:06:13.489,Pass,
,,,,,,,,,,2.183087,,,,,,,,,,,,43efb39f-c641-4212-a8ad-77d4e60e234b,148,,,"[46.0, 42.0]",19777,6,,True,-0.74837804,,,,,,"[60.0, 29.0]",,High Pass,19.104973,,,Rosie Kmita,19896.0,,,,,Recovery,1,Regular Play,Brooke Hendrix,18159.0,Right Center Back,15,West Ham United LFC,972,"['8be1c85f-da2c-4b32-b53e-d0aaa6b9c613', '930ef5f1-fc8f-48ab-8b24-16a60c62ab44', 'f0bd106f-c698-4ae2-b67b-3edb7342dcbb']",17,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:06:17.152,Pass,True
