50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,3.1648,,,,,,,,,,,,,0dfc8a90-3de0-447c-b768-b6eeff6d6f66,17,,"[10.0, 32.0]",19782,0,,,-0.2730087,,,Right Foot,,,,"[60.0, 18.0]",,High Pass,51.92302,Incomplete,Lucy Quinn,15564.0,,,,,Free Kick,1,From Free Kick,Hannah Hampton,22032.0,Goalkeeper,3,Birmingham City WFC,969,"['f06d0c3f-f2d8-476b-ab92-eb50c8100f11', 'f16a4cc1-d71b-4e9a-bfdf-b8e2588f83eb']",49,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:49.304,Pass,
,,,,,,,,,,,1.1566,,,,,,,,,,,,,fcceccea-e473-494b-aa08-5fe67b7651b4,24,,"[53.0, 64.0]",19782,0,,,1.9655875,,,Left Foot,,,,"[48.0, 76.0]",,Ground Pass,13.0,,Natasha Harding,15725.0,,,,,,1,Regular Play,Kirstyn Pearce,18152.0,Right Center Back,4,Reading WFC,974,"['559ccf02-528b-43df-8fb1-2260a3e129bd', 'df5b56b9-ae85-4e4d-a91f-233355cb6ed3']",55,,,,,,,,,,,,,,,,Reading WFC,974,00:00:55.112,Pass,True
,,,,,,,,,,,3.2844,,,,,,,,,,,,,9838f306-846f-427a-9345-6cb1480a26a5,27,,"[49.0, 77.0]",19782,0,,,-2.4558632,,,Right Foot,,,,"[16.0, 50.0]",,Low Pass,42.638012,,Grace Moloney,15719.0,,,,,,1,Regular Play,Natasha Harding,15725.0,Right Back,4,Reading WFC,974,['565112d0-b1c4-4b77-bfd6-de4b3605baf0'],56,,,,,,,,,,,,,,,,Reading WFC,974,00:00:56.412,Pass,
,,,,,,,,,,,1.586899,,,,,,,,,,,,,a9427acf-b1b6-4e6d-9a04-244448e3d149,30,,"[17.0, 51.0]",19782,1,,,1.0427219,,,Right Foot,,,,"[24.0, 63.0]",,Ground Pass,13.892444,,Kirstyn Pearce,18152.0,,,,,,1,Regular Play,Grace Moloney,15719.0,Goalkeeper,4,Reading WFC,974,['60389508-1e06-414c-9db5-69dce5a7c256'],3,,,,,,,,,,,,,,,,Reading WFC,974,00:01:03.187,Pass,
,,,,,,,,,,,1.6407,,,,,,,,,,,,,76266324-6326-4cf3-b13d-088955bc2a27,33,,"[24.0, 63.0]",19782,1,,,-2.2142975,,,Right Foot,,,,"[15.0, 51.0]",,Ground Pass,15.0,,Grace Moloney,15719.0,,,,,,1,Regular Play,Kirstyn Pearce,18152.0,Right Center Back,4,Reading WFC,974,['c7adf7fe-2549-4427-b4b4-daf33c42620b'],5,,,,,,,,,,,,,,,,Reading WFC,974,00:01:05.509,Pass,
,,,,,,,,,,,1.2811,,,,,,,,,,,,,0cb17231-9ba1-4f11-bbc2-5b19f9d94539,35,,"[15.0, 51.0]",19782,1,,,0.15101534,,,Left Foot,,,,"[61.0, 58.0]",,Low Pass,46.52956,Unknown,,,,,,,,1,Regular Play,Grace Moloney,15719.0,Goalkeeper,4,Reading WFC,974,,7,,,,,,,,,,,,,,,,Reading WFC,974,00:01:07.150,Pass,
,,,,,,,,,,,1.5874,,,,,,,,,,,,,3ec410bd-2d32-42e3-a3f9-20da37b293be,38,,"[55.0, 22.0]",19782,1,,,2.536048,,,Left Foot,,,,"[42.0, 31.0]",,Ground Pass,15.811388,,Aoife Mannion,19503.0,,,,,Free Kick,1,From Free Kick,Kerys Harrop,15569.0,Left Center Back,5,Birmingham City WFC,969,['e0075bee-cc56-4b4b-9c99-b2d68ae98991'],21,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:01:21.103,Pass,
,,,,,,,,,,,1.2826,,,,,,,,,,,,,7c239d5d-8c5f-4391-9ca1-aceff9fdd51d,42,,"[43.0, 28.0]",19782,1,,,-1.6142472,,,Right Foot,,,,"[42.0, 5.0]",,Ground Pass,23.021729,,Paige Williams,15567.0,,,,,,1,From Free Kick,Aoife Mannion,19503.0,Right Center Back,5,Birmingham City WFC,969,['349ce90a-c940-4253-b943-4b32f478ea6b'],26,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:01:26.447,Pass,
,,,,,,,,,,,1.0082,,,,,,,,,,,,,c84c6342-2452-422c-bcea-9a95db1721d7,45,,"[41.0, 6.0]",19782,1,,,0.24497867,,,Left Foot,,,,"[57.0, 10.0]",,Ground Pass,16.492422,Incomplete,Lucy Staniforth,15562.0,,,,,,1,From Free Kick,Paige Williams,15567.0,Left Back,5,Birmingham City WFC,969,"['d11fb46a-fbe2-4edd-9701-05992ee4819f', 'e65c358c-6336-4481-bbea-3e31a2d9d9e4']",27,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:01:27.777,Pass,
,,,,,,,,,,,0.9555,,,,,,,,,,,,,d11fb46a-fbe2-4edd-9701-05992ee4819f,47,,"[64.0, 71.0]",19782,1,,,-0.2914568,,,Right Foot,,,,"[74.0, 68.0]",,Ground Pass,10.440307,Incomplete,Fara Williams,10251.0,,,,,Recovery,1,From Free Kick,Natasha Harding,15725.0,Right Back,5,Birmingham City WFC,969,"['3023a0c3-3dc0-4c04-aede-eb2ab592719a', 'c84c6342-2452-422c-bcea-9a95db1721d7', 'ccaa32b5-5203-46be-8a75-4fb39d3bbfe7']",28,,,,,,,,,,,,,,,,Reading WFC,974,00:01:28.785,Pass,
,,,,,,,,,,,1.3375,,,,,,,,,,,,,ed9efce0-ac7b-4a51-bff5-6508c77c67a3,59,,"[47.0, 4.0]",19782,1,,,2.9927027,,,Right Foot,,,,"[27.0, 7.0]",,Ground Pass,20.22375,,Kerys Harrop,15569.0,,,,,,1,From Free Kick,Hayley Ladd,19501.0,Left Center Midfield,5,Birmingham City WFC,969,['3a93730e-b126-4840-9faa-5020ee38d7bd'],35,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:01:35.808,Pass,
,,,,,,,,,,,1.2395,,,,,,,,,,,,,7767b460-e119-4819-b659-6aff28115e03,61,,"[27.0, 6.0]",19782,1,,,0.20401798,,,Left Foot,,,,"[56.0, 12.0]",,Low Pass,29.614185,,Lucy Quinn,15564.0,,,,,,1,From Free Kick,Kerys Harrop,15569.0,Left Center Back,5,Birmingham City WFC,969,['51d1d9d7-f10f-46e6-ad1f-5148b84f645f'],37,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:01:37.146,Pass,
,,,,,,,,,,,1.0114,,,,,,,,,,,,,97446331-5f5f-40f4-9392-66f44dfc2e0a,64,,"[74.0, 35.0]",19782,1,,,0.41822433,,,Right Foot,,,,"[92.0, 43.0]",,Low Pass,19.697716,Incomplete,Charlie Wellings,15563.0,,,,,,1,From Free Kick,Lucy Quinn,15564.0,Center Forward,5,Birmingham City WFC,969,"['0f8c55b6-8fdb-4d5e-ac75-cf6e8d727723', '5b87835c-8ef8-421a-bf6e-3cd53ababcd9']",43,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:01:43.143,Pass,
,,,,,,,,,,,1.2284,,,,,,,,,,,,,5b87835c-8ef8-421a-bf6e-3cd53ababcd9,66,,"[29.0, 38.0]",19782,1,,,0.5404195,,,Left Foot,,,,"[34.0, 41.0]",,Low Pass,5.8309517,,Josanne Potter,10198.0,,,,,Recovery,1,From Free Kick,Mayumi Pacheco,15724.0,Left Back,5,Birmingham City WFC,969,"['4da07a09-2554-474a-aff2-016499a716e2', '97446331-5f5f-40f4-9392-66f44dfc2e0a']",44,,,,,,,,,,,,,,,,Reading WFC,974,00:01:44.155,Pass,
,,,,,,,,,,,2.2898,,,,,,,,,,,,,69c16a80-670d-452b-9351-add9c7abdaf4,69,,"[29.0, 41.0]",19782,1,,,-0.39479113,,,Left Foot,,,,"[65.0, 26.0]",,High Pass,39.0,Incomplete,,,,,,,,1,From Free Kick,Josanne Potter,10198.0,Left Center Back,5,Birmingham City WFC,969,['3d4d0d81-5506-4301-9b62-5125173be872'],46,,,,,,,,,,,,,,,,Reading WFC,974,00:01:46.175,Pass,
,,,,,,,,,,,1.1577,,,,,,,,,,,,,e7f627c1-4ce5-4fd4-9c73-a71cde881f7e,73,,"[58.0, 57.0]",19782,1,,,1.00748,,,Right Foot,,,,"[70.0, 76.0]",,Low Pass,22.472204,,Lucy Staniforth,15562.0,,,,,,1,From Free Kick,Harriet Scott,19592.0,Right Back,5,Birmingham City WFC,969,"['7c3d51e8-5095-49af-b1c5-4fa60bad77dd', 'c31036af-0e81-4497-b211-ec6078c7c380']",52,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:01:52.571,Pass,True
,,,,,,,,,,,0.8147,,,,,,,,,,,,,655c279f-ca3d-436d-aaa5-910017d62179,77,,"[74.0, 76.0]",19782,1,,,-0.8329813,,,Right Foot,,,,"[84.0, 65.0]",,Ground Pass,14.866069,,Charlie Wellings,15563.0,,,,,,1,From Free Kick,Lucy Staniforth,15562.0,Center Attacking Midfield,5,Birmingham City WFC,969,['dc0cc60d-eed9-4ae1-b622-2b0d832a5408'],54,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:01:54.872,Pass,
,,,,,,,,,,,0.8038,,,,,,,,,,,,,8ff18607-841e-4d24-96c4-c1008fbcc9b4,81,,"[88.0, 67.0]",19782,1,,,-2.6011732,,,Right Foot,,,,"[78.0, 61.0]",,Ground Pass,11.661903,,Harriet Scott,19592.0,,,,,,1,From Free Kick,Charlie Wellings,15563.0,Right Wing,5,Birmingham City WFC,969,"['041f24e4-dfb0-42c2-ac78-c9a41f98dcfa', 'd8be2e92-7cf1-4b77-a051-0a5a205cfb23']",56,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:01:56.086,Pass,True
,,,,,,,,,,,3.2259,,,,,,,,,,,,,eb31d1dc-8fc1-4651-9245-134c0927a8a0,83,,"[78.0, 62.0]",19782,1,,,0.5123895,,,Left Foot,,,,"[110.0, 80.0]",,Ground Pass,36.71512,Out,Lucy Quinn,15564.0,,,,,,1,From Free Kick,Harriet Scott,19592.0,Right Back,5,Birmingham City WFC,969,['9b8a3510-7bbe-4cb8-b5ac-03c87fdfaefe'],56,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:01:56.890,Pass,
,,,,,,,,,,,1.6421,,,,,,,,,,,,,b57bfd8b-6198-4372-a84b-39476213e544,85,,"[11.0, 1.0]",19782,2,,,2.158799,,,,,,,"[7.0, 7.0]",,Low Pass,7.2111025,,Josanne Potter,10198.0,,,,,Throw-in,1,From Throw In,Mayumi Pacheco,15724.0,Left Back,6,Reading WFC,974,['8bb2e71c-393a-49f9-b104-500556a023a7'],11,,,,,,,,,,,,,,,,Reading WFC,974,00:02:11.702,Pass,
,,,,,,,,,,,0.8812,,,,,,,,,,,,,0f6559de-64b9-4f5a-aa97-b67b1f1850f9,89,,"[6.0, 9.0]",19782,2,,,-0.5880026,,,Left Foot,,,,"[12.0, 5.0]",,Ground Pass,7.2111025,,Mayumi Pacheco,15724.0,,,,,,1,From Throw In,Josanne Potter,10198.0,Left Center Back,6,Reading WFC,974,['5d47f801-2e7b-4bce-9481-dea919c1311f'],14,,,,,,,,,,,,,,,,Reading WFC,974,00:02:14.724,Pass,
,,,,,,,,,,,2.3334,,,,,,,,,,,,,e9dce40e-660a-4c15-93b3-2cbbb182febb,98,,"[7.0, 6.0]",19782,2,,,0.1269728,,,Left Foot,,,,"[54.0, 12.0]",,High Pass,47.38143,Incomplete,,,,,,,,1,From Throw In,Josanne Potter,10198.0,Left Center Back,6,Reading WFC,974,['2a61dc20-4b77-4039-b8c7-717c7207a1fd'],18,,,,,,,,,,,,,,,,Reading WFC,974,00:02:18.432,Pass,
,,,,,,,,,,,1.9224,,,,,,,,,,,,,2a61dc20-4b77-4039-b8c7-717c7207a1fd,99,,"[67.0, 69.0]",19782,2,,,-0.9272952,,,Right Foot,,,,"[82.0, 49.0]",,Low Pass,25.0,Incomplete,Chloe Arthur,10193.0,,,,,Recovery,1,From Throw In,Aoife Mannion,19503.0,Right Center Back,6,Reading WFC,974,"['1242408d-acb6-4889-8a20-71b151107778', 'c190511d-073c-4890-b354-ceccd4fd9039', 'e9dce40e-660a-4c15-93b3-2cbbb182febb']",20,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:02:20.766,Pass,
,,,,,,,,,,,4.509,,,,,,,,,,,,,c190511d-073c-4890-b354-ceccd4fd9039,101,,"[39.0, 32.0]",19782,2,,,-0.17137912,,,Right Foot,,,,"[91.0, 23.0]",,High Pass,52.773098,Incomplete,Lauren Bruton,15726.0,,,,,Recovery,1,From Throw In,Jade Moore,10190.0,Right Center Midfield,6,Reading WFC,974,"['10155e58-327f-4120-885f-5ae755df0ce0', '22b36775-56a0-40d4-9a94-23be75656d27', '2a61dc20-4b77-4039-b8c7-717c7207a1fd']",22,,,,,,,,,,,,,,,,Reading WFC,974,00:02:22.688,Pass,
,,,,,,,,,,,2.9508,,,,,,,,,,,,,22b36775-56a0-40d4-9a94-23be75656d27,103,,"[30.0, 58.0]",19782,2,,,2.9304993,,,Head,,,,"[2.0, 64.0]",,Low Pass,28.635643,,Hannah Hampton,22032.0,,,,,Recovery,1,From Throw In,Aoife Mannion,19503.0,Right Center Back,6,Reading WFC,974,"['39d36d78-e217-4935-8926-44e04298a74e', 'c190511d-073c-4890-b354-ceccd4fd9039']",27,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:02:27.197,Pass,
,,,,,,,,,,,0.755728,,,,,,,,,,,,,79c4a144-3349-47ec-913f-418030320732,105,,"[1.0, 65.0]",19782,2,,,1.5042281,,,Right Foot,,,,"[2.0, 80.0]",,High Pass,15.033297,Out,,,,,,,,1,From Throw In,Hannah Hampton,22032.0,Goalkeeper,6,Reading WFC,974,,30,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:02:30.148,Pass,
,,,,,,,,,,,0.7021,,,,,,,,,,,,,eea3d5b5-0460-47ae-97bc-5c0cf560a762,106,,"[118.0, 1.0]",19782,2,,,1.929567,,,,,,,"[115.0, 9.0]",,Low Pass,8.5440035,,Fara Williams,10251.0,,,,,Throw-in,1,From Throw In,Mayumi Pacheco,15724.0,Left Back,7,Reading WFC,974,['fc972d00-3b02-4dfb-aec4-848d254a5520'],59,,,,,,,,,,,,,,,,Reading WFC,974,00:02:59.684,Pass,
,,,,,,,,,,,1.3399,,,,,,,,,,,,,8716625d-126a-4f53-8b11-fcfc07596677,109,,"[115.0, 9.0]",19782,3,,,-0.4636476,,,Left Foot,,,,"[119.0, 7.0]",,Low Pass,4.472136,Pass Offside,Mayumi Pacheco,15724.0,,,,,,1,From Throw In,Fara Williams,10251.0,Center Attacking Midfield,7,Reading WFC,974,['20e84ce7-63fc-466b-bc05-79b994e3b79d'],0,,,,,,,,,,,,,,,,Reading WFC,974,00:03:00.482,Pass,
,,,,,,,,,,,3.6898,,,,,,,,,,,,,9c4000e2-5f0a-477f-a071-870b0cff11fb,111,,"[2.0, 67.0]",19782,3,,,0.15264933,,,Right Foot,,,,"[54.0, 75.0]",,High Pass,52.611786,Incomplete,Harriet Scott,19592.0,,,,,Free Kick,1,From Free Kick,Hannah Hampton,22032.0,Goalkeeper,8,Birmingham City WFC,969,"['26697576-3808-49c5-9040-11daa04ec2e3', '5ee30993-ca9e-40d3-a97c-a764be2efcc3']",30,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:03:30.650,Pass,
,,,,,,,,,,,1.5751,,,,,,,,,,,,,26697576-3808-49c5-9040-11daa04ec2e3,114,,"[67.0, 6.0]",19782,3,,True,0.32175055,,,,,,,"[79.0, 10.0]",,High Pass,12.649111,,Brooke Chaplen,15723.0,,,,,Recovery,1,From Free Kick,Rachel Furness,15706.0,Center Midfield,8,Birmingham City WFC,969,"['3f60a5c8-5a61-4f9d-96c9-cc07e274c813', '9c4000e2-5f0a-477f-a071-870b0cff11fb', 'c23381d0-6c12-4cec-a5e7-31eda4f24919']",34,,,,,,,,,,,,,,,,Reading WFC,974,00:03:34.340,Pass,True
,,,,,,,,,,,0.0845,,,,,,,,,,,,,d04683ff-cf20-43bc-a54e-dde89d9917b5,122,,"[38.0, 76.0]",19782,3,,,-2.3561945,,,Left Foot,,,,"[37.0, 75.0]",,Ground Pass,1.4142135,Incomplete,Harriet Scott,19592.0,,,,,,1,From Free Kick,Chloe Arthur,10193.0,Right Center Midfield,8,Birmingham City WFC,969,"['5186e57b-2860-4fc8-96fb-c0c14b95e80a', '5e478af9-443e-45c2-b09f-84fb4045e844', '5e4df4c5-fded-4fc8-9d49-8b899fef8d5f']",39,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:03:39.037,Pass,True
,,,,,,,,,,,1.3645,,,,,,,,,,,,,f1de4774-417d-42a0-ba2c-5a640c1a337e,125,,"[42.0, 80.0]",19782,3,,,-0.9272952,,,,,,,"[54.0, 64.0]",,High Pass,20.0,Incomplete,Lucy Quinn,15564.0,,,,,Throw-in,1,From Throw In,Harriet Scott,19592.0,Right Back,9,Birmingham City WFC,969,"['80c6692c-1e40-445b-9d9e-71d2bdc1ee32', 'e74aed26-555a-4739-80ba-3cd2467aa42d']",50,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:03:50.162,Pass,
,,,,,,,,,,,1.7351,,,,,,,,,,,,,80c6692c-1e40-445b-9d9e-71d2bdc1ee32,127,,"[67.0, 17.0]",19782,3,,,-0.66104317,,,Right Foot,,,,"[76.0, 10.0]",,Low Pass,11.401754,Incomplete,Brooke Chaplen,15723.0,,,,,Recovery,1,From Throw In,Jade Moore,10190.0,Right Center Midfield,9,Birmingham City WFC,969,"['6723a5d0-3ae0-4ac6-894a-bc30305532d5', 'a0cdeb99-f90c-49f5-ac06-8edecbf1a87e', 'f1de4774-417d-42a0-ba2c-5a640c1a337e']",51,,,,,,,,,,,,,,,,Reading WFC,974,00:03:51.527,Pass,
,,,,,,,,,,,1.9405,,,,,,,,,,,,,6723a5d0-3ae0-4ac6-894a-bc30305532d5,129,,"[45.0, 71.0]",19782,3,,,-0.21406068,,,Left Foot,,,,"[68.0, 66.0]",,High Pass,23.537205,Incomplete,,,,,,,Recovery,1,From Throw In,Harriet Scott,19592.0,Right Back,9,Birmingham City WFC,969,"['00ec4948-f5ce-4c28-aff0-0b7e9a28ce2e', '80c6692c-1e40-445b-9d9e-71d2bdc1ee32']",53,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:03:53.262,Pass,
