ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_miscommunication,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,0.306489,,,,,,,,,,,,e2e73d5d-f05a-4513-aa1b-a76175f243c6,19,,,"[27.0, 3.0]",19764,0,,,0.32175055,,,Left Foot,,,,"[30.0, 4.0]",,Ground Pass,3.1622777,,Incomplete,,,,,,,,1,From Kick Off,Megan Alexander,15710.0,Left Back,2,Yeovil Town LFC,970,['d2dadfef-0a75-48de-a4b2-1c2720122cef'],9,,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:00:09.990,Pass,
,,,,,,,,,,,2.3568,,,,,,,,,,,,290be400-64c1-4fdd-bb71-54ddce247502,21,,,"[6.0, 36.0]",19764,0,,,-0.4551008,,,Right Foot,,,,"[53.0, 13.0]",,High Pass,52.3259,,Incomplete,,,,,,,Goal Kick,1,From Goal Kick,Megan Walsh,15709.0,Goalkeeper,3,Yeovil Town LFC,970,['f3a9fa27-eed5-49c9-8ad7-b3d109f5d5c0'],32,,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:00:32.283,Pass,
,,,,,,,,,,,1.6313,,,,,,,,,,,,f3a9fa27-eed5-49c9-8ad7-b3d109f5d5c0,22,,,"[68.0, 68.0]",19764,0,,,-0.24497867,,,Head,,,,"[76.0, 66.0]",,High Pass,8.246211,,Incomplete,,,,,,,Recovery,1,From Goal Kick,Jill Scott,10172.0,Right Defensive Midfield,3,Yeovil Town LFC,970,"['290be400-64c1-4fdd-bb71-54ddce247502', 'ea129479-6a63-4760-a2e8-6f6b90ca5685']",34,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:34.640,Pass,
,,,,,,,,,,,1.3733,,,,,,,,,,,,ea129479-6a63-4760-a2e8-6f6b90ca5685,23,,,"[45.0, 15.0]",19764,0,,,-0.11710875,,,Right Foot,,,,"[62.0, 13.0]",,High Pass,17.117243,,,Emily Syme,15716.0,,,,,Recovery,1,From Goal Kick,Georgia Evans,15707.0,Right Center Midfield,3,Yeovil Town LFC,970,"['df42cf82-086e-43bf-ac5e-f9d69e3ca331', 'f3a9fa27-eed5-49c9-8ad7-b3d109f5d5c0']",36,,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:00:36.272,Pass,
,,,,,,,,,,,0.682445,,,,,,,,,,,,c05de966-de4b-4143-982e-d648b7df2ff7,28,,,"[64.0, 68.0]",19764,0,,True,-3.0172377,,,,,,,"[56.0, 67.0]",,Low Pass,8.062258,,,Keira Walsh,4658.0,,,,,Recovery,1,Regular Play,Jill Scott,10172.0,Right Defensive Midfield,4,Manchester City WFC,746,"['b5d5a28b-5c27-4e06-bb09-142f03593ab6', 'ff36ad65-4faf-425c-b381-ada0c0071416']",39,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:39.109,Pass,True
,,,,,,,,,,,0.664513,,,,,,,,,,,,a0e36efa-f5e4-47bc-a834-e52ab303e8cd,32,,,"[52.0, 60.0]",19764,0,,,-0.82537687,,,Right Foot,,,,"[64.0, 47.0]",,High Pass,17.691807,,,Caroline Weir,10188.0,,,,,Recovery,1,Regular Play,Jennifer Patricia Beattie,17524.0,Left Center Back,4,Manchester City WFC,746,['463b6b8d-903f-42bd-9ea2-2df1ffafecdb'],41,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:41.166,Pass,
,,,,,,,,,,,0.803171,,,,,,,,,,,,89418aee-b9fb-427c-a3d1-f22e86fde1ca,39,,,"[62.0, 36.0]",19764,0,,,-2.9996955,,,Right Foot,,,,"[55.0, 35.0]",,Ground Pass,7.071068,,,Georgia Evans,15707.0,,,,,,1,Regular Play,Olivia Fergusson,15718.0,Center Forward,5,Yeovil Town LFC,970,['50ee6272-db93-4a83-8510-03ce816fb71e'],45,,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:00:45.728,Pass,
,,,,,,,,,,,0.290619,,,,,,,,,,,,24fc021a-b7d8-4117-940c-a72fb3d71337,42,,,"[55.0, 35.0]",19764,0,,,-0.7853982,,,Right Foot,,,,"[57.0, 33.0]",,Ground Pass,2.828427,,Incomplete,,,,,,,,1,Regular Play,Georgia Evans,15707.0,Right Center Midfield,5,Yeovil Town LFC,970,['f1b0ea43-54f0-477e-a1ee-7c8168c4f662'],46,,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:00:46.750,Pass,
,,,,,,,,,,,1.4439,,,,,,,,,,,,83aed7c8-bb83-41b0-bd9d-cc704b87f097,44,,,"[52.0, 35.0]",19764,0,,,2.8023,,,Right Foot,,,,"[35.0, 41.0]",,Ground Pass,18.027756,,,Hannah Short,15717.0,,,,,Recovery,1,Regular Play,Georgia Evans,15707.0,Right Center Midfield,5,Yeovil Town LFC,970,['82e8607f-59b1-420c-b33e-4c827e6de02b'],48,,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:00:48.290,Pass,
,,,,,,,,,,,1.211596,,,,,,,,,,,,855767bd-8f2f-4ee7-9ffb-6602e1cf2134,46,,,"[35.0, 41.0]",19764,0,,,0.68231654,,,Right Foot,,,,"[51.0, 54.0]",,Ground Pass,20.615528,,,Amy Goddard,15708.0,,,,,,1,Regular Play,Hannah Short,15717.0,Right Center Back,5,Yeovil Town LFC,970,['f125d7bd-1da7-4fd5-8fb7-4cfbb8342f1a'],49,,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:00:49.734,Pass,
,,,,,,,,,,,2.382284,,,,,,,,,,,,cd0666ca-d8cd-4fb8-adf4-655582726933,50,,,"[48.0, 51.0]",19764,0,,,-0.95054686,,,Left Foot,,,,"[68.0, 23.0]",,High Pass,34.4093,,Incomplete,,,,,,,,1,Regular Play,Amy Goddard,15708.0,Right Back,5,Yeovil Town LFC,970,"['92d84f12-09e6-4172-ad64-0c1f0df76b9b', 'ddb09793-5beb-489b-8ef6-83918505e46d']",52,,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:00:52.464,Pass,True
,,,,,,,,,,,1.666242,,,,,,,,,,,,ddb09793-5beb-489b-8ef6-83918505e46d,51,,,"[53.0, 58.0]",19764,0,,,-2.7468016,,,Right Foot,,,,"[41.0, 53.0]",,Low Pass,13.0,,,Gemma Bonner,15554.0,,,,,Recovery,1,Regular Play,Tessa Wullaert,10099.0,Right Wing,6,Manchester City WFC,746,"['0024d75c-6553-4ea3-a9bd-1d7296d6675b', 'cd0666ca-d8cd-4fb8-adf4-655582726933']",54,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:54.846,Pass,
,,,,,,,,,,,1.103887,,,,,,,,,,,,f5dd0b47-fc8f-4b62-8ff9-4cf1a18f2374,54,,,"[40.0, 53.0]",19764,0,,,3.0309355,,,Right Foot,,,,"[31.0, 54.0]",,Ground Pass,9.055386,,,Stephanie Houghton,10185.0,,,,,,1,Regular Play,Gemma Bonner,15554.0,Right Back,6,Manchester City WFC,746,['71a3c3ed-c8e5-4294-9c92-0b3e9e4a016d'],57,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:57.313,Pass,
,,,,,,,,,,,1.190338,,,,,,,,,,,,f6761ef3-ee9b-44f2-b723-3cebc56926e2,57,,,"[31.0, 54.0]",19764,0,,,-1.5208379,,,Right Foot,,,,"[32.0, 34.0]",,Ground Pass,20.024984,,,Jennifer Patricia Beattie,17524.0,,,,,,1,Regular Play,Stephanie Houghton,10185.0,Right Center Back,6,Manchester City WFC,746,['274205ef-5f01-4bc7-a60d-0f08cf786360'],59,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:59.282,Pass,
,,,,,,,,,,,1.360158,,,,,,,,,,,,663afa8a-1afc-48f3-a37d-a1de9bc1daff,60,,,"[32.0, 34.0]",19764,1,,,1.0714496,,,Right Foot,,,,"[44.0, 56.0]",,Ground Pass,25.059929,,,Jill Scott,10172.0,,,,,,1,Regular Play,Jennifer Patricia Beattie,17524.0,Left Center Back,6,Manchester City WFC,746,['04fa09fa-0a80-4e12-ab66-a5215910c3f1'],1,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:01:01.171,Pass,
,,,,,,,,,,,1.337342,,,,,,,,,,,,0372eb5f-9ea5-4101-9c64-f98ac7c03128,64,,,"[46.0, 56.0]",19764,1,,,-3.0940096,,,Right Foot,,,,"[25.0, 55.0]",,Ground Pass,21.023796,,,Stephanie Houghton,10185.0,,,,,,1,Regular Play,Jill Scott,10172.0,Right Defensive Midfield,6,Manchester City WFC,746,['6002e9c7-9efd-4acd-9143-e4a580b67a27'],2,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:01:02.571,Pass,
,,,,,,,,,,,1.492911,,,,,,,,,,,,8537f4e0-d645-4848-84ed-5f59b82b64fa,67,,,"[28.0, 57.0]",19764,1,,,-0.035699114,,,Right Foot,,,,"[56.0, 56.0]",,Ground Pass,28.01785,,,Tessa Wullaert,10099.0,,,,,,1,Regular Play,Stephanie Houghton,10185.0,Right Center Back,6,Manchester City WFC,746,['ab080114-d069-492e-8462-367fae5448b0'],4,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:01:04.576,Pass,
,,,,,,,,,,,1.026647,,,,,,,,,,,,b25b7b66-9914-40c6-b862-7d4d9c604df3,71,,,"[55.0, 56.0]",19764,1,,,-2.55359,,,Right Foot,,,,"[46.0, 50.0]",,Ground Pass,10.816654,,,Jill Scott,10172.0,,,,,,1,Regular Play,Tessa Wullaert,10099.0,Right Wing,6,Manchester City WFC,746,"['431fc35b-d3b1-4394-9cfe-acfb4af2dba4', 'c6ca3ab7-ee5a-4ced-af64-c24594c8a885']",6,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:01:06.120,Pass,True
,,,,,,,,,,,4.648391,,,,,,,,,,,,e59de841-0496-45d3-9cc1-61dd04c86743,74,,,"[48.0, 56.0]",19764,1,,,0.41822433,,,Right Foot,,,,"[102.0, 80.0]",,High Pass,59.093147,,Out,,,,,,,,1,Regular Play,Jill Scott,10172.0,Right Defensive Midfield,6,Manchester City WFC,746,,8,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:01:08.409,Pass,
,,,,,,,,,,,1.1983,,,,,,,,,,,,2f7d1afb-611c-4552-9b0f-24e62627e4a8,75,,,"[16.0, 1.0]",19764,1,,,0.06241881,,,,,,,"[32.0, 2.0]",,Low Pass,16.03122,,,Amber Gaylor,15711.0,,,,,Throw-in,1,From Throw In,Megan Alexander,15710.0,Left Back,7,Yeovil Town LFC,970,['37778eca-45dc-44de-bb05-2ad25e28ed01'],25,,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:01:25.943,Pass,
,,,,,,,,,,,0.788399,,,,,,,,,,,,dde70c1c-1fa5-47b2-9332-716143576614,79,,,"[27.0, 3.0]",19764,1,,,3.1415927,,,Left Foot,,,,"[15.0, 3.0]",,Ground Pass,12.0,,,Megan Alexander,15710.0,,,,,,1,From Throw In,Amber Gaylor,15711.0,Left Wing,7,Yeovil Town LFC,970,"['429312f5-1e3d-4563-82cf-176b59d440d3', '444d7600-cf3b-4591-a8b0-071b31833dba']",28,,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:01:28.160,Pass,True
,,,,,,,,,,,1.3305,,,,,,,,,,,,7b6ebe4b-4e27-415d-8348-decfa3945600,81,,,"[15.0, 3.0]",19764,1,,,1.735945,,,Left Foot,,,,"[13.0, 15.0]",,Low Pass,12.165525,,,Ellie Mason,15715.0,,,,,,1,From Throw In,Megan Alexander,15710.0,Left Back,7,Yeovil Town LFC,970,['eb327195-cbc9-4520-971b-f681be18edfc'],28,,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:01:28.949,Pass,
,,,,,,,,,,,2.139369,,,,,,,,,,,,7151d872-9370-4cae-befa-6540489237b7,85,,,"[14.0, 12.0]",19764,1,,,0.07677189,,,Left Foot,,,,"[53.0, 15.0]",,High Pass,39.115215,,Incomplete,,,,,,,,1,From Throw In,Ellie Mason,15715.0,Left Center Back,7,Yeovil Town LFC,970,['0d97fdd7-c9af-4bd9-98f0-a1d3f70cad8c'],30,,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:01:30.745,Pass,
,,,,,,,,,,,1.236031,,,,,,,,,,,,0d97fdd7-c9af-4bd9-98f0-a1d3f70cad8c,86,,,"[68.0, 66.0]",19764,1,,,-0.38050637,,,Head,,,,"[83.0, 60.0]",,High Pass,16.155495,,Incomplete,,,,,,,Recovery,1,From Throw In,Keira Walsh,4658.0,Left Defensive Midfield,7,Yeovil Town LFC,970,"['528efd87-1c6c-4a06-9103-73408b305559', '7151d872-9370-4cae-befa-6540489237b7']",32,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:01:32.885,Pass,
,,,,,,,,,,,2.263493,,,,,,,,,,,,528efd87-1c6c-4a06-9103-73408b305559,87,,,"[38.0, 21.0]",19764,1,,,0.0,,,Right Foot,,,,"[48.0, 21.0]",,Low Pass,10.0,,Incomplete,,,,,,,Recovery,1,From Throw In,Bonnie Horwood,15713.0,Left Center Midfield,7,Yeovil Town LFC,970,"['0d97fdd7-c9af-4bd9-98f0-a1d3f70cad8c', '53afc958-9363-42bb-b91f-6c69e45b99a8']",34,,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:01:34.121,Pass,
,,,,,,,,,,,2.815785,,,,,,,,,,,,53afc958-9363-42bb-b91f-6c69e45b99a8,88,,,"[73.0, 60.0]",19764,1,,,-1.6295521,,,Right Foot,,,,"[71.0, 26.0]",,Ground Pass,34.058773,,,Demi Stokes,4651.0,,,,,Recovery,1,Regular Play,Jill Scott,10172.0,Right Defensive Midfield,8,Manchester City WFC,746,"['528efd87-1c6c-4a06-9103-73408b305559', '73396363-77e9-4287-a3f0-7557715d7028']",36,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:01:36.384,Pass,
,,,,,,,,,,,1.144473,,,,,,,,,,,,b08be2a3-bd77-4672-8c1b-16be79f0c469,91,,,"[67.0, 27.0]",19764,1,,,2.7985687,,,Right Foot,,,,"[53.0, 32.0]",,Ground Pass,14.866069,,,Jennifer Patricia Beattie,17524.0,,,,,,1,Regular Play,Demi Stokes,4651.0,Left Back,8,Manchester City WFC,746,['1d9ea7ed-7146-49d1-8bf0-3982b0d9d471'],41,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:01:41.194,Pass,
,,,,,,,,,,,1.079834,,,,,,,,,,,,f899836a-561a-40b8-8904-c9d4b7d4de50,94,,,"[53.0, 32.0]",19764,1,,,0.7853982,,,Right Foot,,,,"[59.0, 38.0]",,Ground Pass,8.485281,,,Keira Walsh,4658.0,,,,,,1,Regular Play,Jennifer Patricia Beattie,17524.0,Left Center Back,8,Manchester City WFC,746,['5ffe8144-039a-4544-ad10-d7c707fbe3e4'],42,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:01:42.741,Pass,
,,,,,,,,,,,3.870467,,,,,,,,,,,,a73fff2b-0f68-4816-b34b-89eb80ab4816,98,,,"[58.0, 36.0]",19764,1,,,-1.5152978,,,Right Foot,,,,"[59.0, 18.0]",,Ground Pass,18.027756,,,Jennifer Patricia Beattie,17524.0,,,,,,1,Regular Play,Keira Walsh,4658.0,Left Defensive Midfield,8,Manchester City WFC,746,"['890e3076-e46d-471f-bd7d-62fd94a434b2', 'e5224f67-1cfa-4da2-b4e4-06c108b51278']",45,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:01:45.146,Pass,True
,,,,,,,,,,,1.167489,,,,,,,,,,,,aca6dc78-4056-40d0-af89-c8e56071b34e,101,,,"[59.0, 18.0]",19764,1,,,-0.98279375,,,Right Foot,,,,"[67.0, 6.0]",,Ground Pass,14.422205,,,Demi Stokes,4651.0,,,,,,1,Regular Play,Jennifer Patricia Beattie,17524.0,Left Center Back,8,Manchester City WFC,746,['b9848f7f-22e1-4cb5-b765-860c0daa8678'],49,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:01:49.056,Pass,
,,,,,,,,,,,1.820911,,,,,,,,,,,,e404cb69-fbd3-4ccf-b73b-30c392251174,104,,,"[69.0, 15.0]",19764,1,,,3.1415927,,,Left Foot,,,,"[35.0, 15.0]",,Ground Pass,34.0,,,Jennifer Patricia Beattie,17524.0,,,,,,1,Regular Play,Demi Stokes,4651.0,Left Back,8,Manchester City WFC,746,['e6daa0ac-6f4e-4608-8b09-22a8f52463a0'],52,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:01:52.299,Pass,
,,,,,,,,,,,2.279488,,,,,,,,,,,,97c1a675-e777-4a37-94bd-7c796052685e,107,,,"[32.0, 15.0]",19764,1,,,2.2974386,,,Right Foot,,,,"[16.0, 33.0]",,Ground Pass,24.083189,,,Ellie Roebuck,4637.0,,,,,,1,Regular Play,Jennifer Patricia Beattie,17524.0,Left Center Back,8,Manchester City WFC,746,['aeff4761-c891-472b-a28d-1fe6de39d031'],54,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:01:54.942,Pass,
,,,,,,,,,,,3.283978,,,,,,,,,,,,e8ee55a9-d010-42ad-b751-5583ea8064c7,110,,,"[17.0, 40.0]",19764,1,,,0.71883,,,Right Foot,,,,"[49.0, 68.0]",,Ground Pass,42.520584,,,Stephanie Houghton,10185.0,,,,,,1,Regular Play,Ellie Roebuck,4637.0,Goalkeeper,8,Manchester City WFC,746,['997f4c48-4f95-4e10-bae9-ea7d13368e4d'],58,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:01:58.570,Pass,
,,,,,,,,,,,2.376179,,,,,,,,,,,,9fd8e884-cfc5-4d9d-ac8c-dcfe8f4a293b,113,,,"[57.0, 68.0]",19764,2,,,-0.29849893,,,Right Foot,,,,"[96.0, 56.0]",,High Pass,40.804413,,Incomplete,,,,,,,,1,Regular Play,Stephanie Houghton,10185.0,Right Center Back,8,Manchester City WFC,746,['cc9923a7-8294-4046-914b-461aed789b76'],3,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:02:03.919,Pass,
