50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,dd6df0c3-9479-4bd6-84b2-6372b72169a8,1,,,,19810,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Liverpool WFC,966,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 15626, 'name': 'Anke Preuß'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 15630, 'name': 'Leigh-Anne Robe'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 3}, {'player': {'id': 15614, 'name': 'Sophie Elizabeth Bradley-Auckland'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 19777, 'name': 'Niamh Fahey'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 24239, 'name': 'Jemma Elizabeth Purfield'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 23}, {'player': {'id': 19417, 'name': 'Amy Rodgers'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 19}, {'player': {'id': 19416, 'name': 'Laura Coombs'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 15628, 'name': 'Christie Murray'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 10093, 'name': 'Yana Daniëls'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 15613, 'name': 'Rinsola Babajide'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 20}, {'player': {'id': 15611, 'name': 'Courtney Sweetman-Kirk'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Liverpool WFC,966,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,2c8e301f-815f-4229-8dc4-332331e9fc3d,2,,,,19810,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Liverpool WFC,966,,0,,,,,,,,,,,,,,,,"{'formation': 451, 'lineup': [{'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 16391, 'name': 'Loren Dykes'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 16383, 'name': 'Danique Kerkdijk'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 16381, 'name': 'Gemma Evans'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 17274, 'name': 'Poppy Pattinson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 7}, {'player': {'id': 16384, 'name': 'Carla Humphrey'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 8}, {'player': {'id': 10171, 'name': 'Frankie Brown'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 5}, {'player': {'id': 24922, 'name': 'Florence Allen'}, 'position': {'id': 14, 'name': 'Center Midfield'}, 'jersey_number': 12}, {'player': {'id': 10095, 'name': 'Julie Biesmans'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 20}, {'player': {'id': 16386, 'name': 'Lucy Hope'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 14}, {'player': {'id': 23412, 'name': 'Abigail Harrison'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 15}]}",Bristol City WFC,973,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,88aa22e9-bf26-4572-b571-eb6b9f13e59b,3,,,,19810,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Liverpool WFC,966,['c87412d6-5d23-4301-82b8-44fa95442da3'],0,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,c87412d6-5d23-4301-82b8-44fa95442da3,4,,,,19810,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Liverpool WFC,966,['88aa22e9-bf26-4572-b571-eb6b9f13e59b'],0,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,b41de755-0669-471b-bb76-58cdae109b02,1670,,,,19810,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,124,Bristol City WFC,973,['737ce5c8-cbc9-4d51-a738-e6240e7c9e21'],0,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,737ce5c8-cbc9-4d51-a738-e6240e7c9e21,1671,,,,19810,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,124,Bristol City WFC,973,['b41de755-0669-471b-bb76-58cdae109b02'],0,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,1.148925,,,,,,,,,,b07ed157-137f-4577-b921-de00321ca107,5,,,"[60.0, 40.0]",19810,0,,,,,-2.55359,,Right Foot,,,"[54.0, 36.0]",,Ground Pass,,7.2111025,,,Christie Murray,15628.0,,,,,Kick Off,1,From Kick Off,Laura Coombs,19416.0,Right Center Midfield,2,Liverpool WFC,966,['98d9dec2-fee5-489e-aa06-a66c97f7ef70'],0,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:00:00.192,Pass,
,,,,,,,,,,,,,,,,,,4.783413,,,,,,,,,,b8eb0efb-734b-409d-ae6c-56b43f52758e,8,,,"[52.0, 37.0]",19810,0,,,,,-0.6202495,,Right Foot,,,"[101.0, 2.0]",,High Pass,,60.216278,Out,,,,,,,,,1,From Kick Off,Christie Murray,15628.0,Left Center Midfield,2,Liverpool WFC,966,,1,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:00:01.418,Pass,
,,,,,,,,,,,,,,,,,,1.71848,,,,,,,,,,065cb304-9cfc-4e62-ab6a-0817d1d860a2,9,,,"[21.0, 80.0]",19810,0,,,,,-0.11065722,,,,,"[39.0, 78.0]",,High Pass,,18.110771,Incomplete,,,,,,,,Throw-in,1,From Throw In,Florence Allen,24922.0,Center Midfield,3,Bristol City WFC,973,['558bae07-283e-4c11-9b4a-1937cc9e618a'],16,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:16.049,Pass,
,,,,,,,,,,,,,,,,,,0.976547,,,,,,,,,,558bae07-283e-4c11-9b4a-1937cc9e618a,10,,,"[82.0, 3.0]",19810,0,,,,,0.348771,,Head,,,"[93.0, 7.0]",,Low Pass,,11.7046995,,,Courtney Sweetman-Kirk,15611.0,,,,,Recovery,1,Regular Play,Rinsola Babajide,15613.0,Left Wing,4,Liverpool WFC,966,"['065cb304-9cfc-4e62-ab6a-0817d1d860a2', 'd67e0b83-47a9-4c7f-ab98-740e7ae51c73']",17,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:00:17.768,Pass,
