ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,2.71008,,,,,,,,,fe60ecad-228b-4bdf-8218-e40a68b66660,19,,"[68.0, 62.0]",19751,0,,,,-2.1375256,,,Right Foot,,,"[47.0, 29.0]",,Ground Pass,39.115215,,Magdalena Lilly Eriksson,4633.0,,,,,,1,From Kick Off,Sophie Louise Ingle,15549.0,Right Center Midfield,2,Chelsea FCW,971,['6ab204da-b754-4b17-bfc6-c67fff836936'],17,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:17.334,Pass,
,,,,,,,,,,1.190723,,,,,,,,,87c7d79c-80a2-4b3a-8ede-3a3f2b5f1b31,22,,"[48.0, 20.0]",19751,0,,,,-0.61629695,,,Left Foot,,,"[72.0, 3.0]",,Ground Pass,29.410883,,Jonna Ann-Charlotte Andersson,10222.0,,,,,,1,From Kick Off,Magdalena Lilly Eriksson,4633.0,Left Center Back,2,Chelsea FCW,971,['a920fa6e-bace-4a5d-be16-20374131c006'],21,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:21.426,Pass,
,,,,,,,,,,0.880618,,,,,,,,,d211a595-c107-48fb-a67e-ff23c4167861,26,,"[76.0, 3.0]",19751,0,,,,-0.07677189,,,Left Foot,,,"[89.0, 2.0]",,Ground Pass,13.038404,,Bethany England,15550.0,,,,,,1,From Kick Off,Jonna Ann-Charlotte Andersson,10222.0,Left Back,2,Chelsea FCW,971,"['14e789a2-ec78-4fce-8566-a303c3ca1494', '65b8bfb9-9d25-4d66-94a7-4034eae93d87']",24,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:24.724,Pass,True
,,,,,,,,,,1.032918,,,,,,,,,b88c43e4-0d7e-40b3-8401-dd2dd6ad5f09,31,,"[82.0, 1.0]",19751,0,,,,0.0,,,,,,"[85.0, 1.0]",,Low Pass,3.0,,Bethany England,15550.0,,,,,Throw-in,1,From Throw In,Jonna Ann-Charlotte Andersson,10222.0,Left Back,3,Chelsea FCW,971,['7e9fbe0e-bb1c-4633-b24d-45d3fbfd32ea'],59,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:59.265,Pass,
,,,,,,,,,,0.81309,,,,,,,,,a9d0661d-4fca-4671-aa5d-976953cc0431,37,,"[47.0, 80.0]",19751,1,,,,-0.4048918,,,,,,"[54.0, 77.0]",,High Pass,7.615773,,Julia Simic,18150.0,,,,,Throw-in,1,From Throw In,Esmee de Graaf,18154.0,Right Wing Back,4,West Ham United LFC,972,['d56beeab-0d9f-49e6-8c59-95ca7f27e7f7'],13,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:01:13.820,Pass,
,,,,,,,,,,2.404147,,,,,,,,,c288c522-8a83-4aab-8405-14e36c083250,46,,"[36.0, 78.0]",19751,1,,,,-2.4932606,,,Right Foot,,,"[3.0, 53.0]",,Ground Pass,41.400482,,Rebecca Leigh Spencer,18158.0,,,,,,1,From Throw In,Kate Longhurst,18147.0,Center Midfield,4,West Ham United LFC,972,"['bb378098-4f1c-447d-82f2-9cc63371966a', 'fac5879e-7dd9-4ea6-8f3a-ba9ce88e9935']",19,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:01:19.887,Pass,True
,,,,,,,,,,2.962082,,,,,,,,,d709e34b-87bd-404f-88c4-2ac12a793ab4,49,,"[11.0, 59.0]",19751,1,,,,0.17324567,,,Right Foot,,,"[51.0, 66.0]",,High Pass,40.60788,Incomplete,,,,,,,,1,From Throw In,Rebecca Leigh Spencer,18158.0,Goalkeeper,4,West Ham United LFC,972,['cb6c4a08-77ea-43e3-b4f1-af8bedfd1581'],31,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:01:31.306,Pass,
,,,,,,,,,,1.2621,,,,,,,,,cb6c4a08-77ea-43e3-b4f1-af8bedfd1581,50,,"[70.0, 15.0]",19751,1,,,,0.6202495,,,Left Foot,,,"[84.0, 25.0]",,Low Pass,17.20465,,Francesca Kirby,4641.0,,,,,Interception,1,Regular Play,Sophie Louise Ingle,15549.0,Right Center Midfield,5,Chelsea FCW,971,"['9416b8f1-ef9c-4d3b-8519-9806e5f01f76', 'd709e34b-87bd-404f-88c4-2ac12a793ab4']",34,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:01:34.268,Pass,
,,,,,,,,,,0.885742,,,,,,,,,7f69b4c7-1818-438c-b150-b471385d7ca2,54,,"[85.0, 23.0]",19751,1,,,,1.5707964,c1a2a965-72c0-4245-b46c-86f30079bc5c,,Right Foot,,,"[85.0, 30.0]",,Ground Pass,7.0,,Erin Cuthbert,4660.0,True,,,,,1,Regular Play,Francesca Kirby,4641.0,Center Forward,5,Chelsea FCW,971,"['1a98d52b-092e-4151-868d-553a55881d50', '873baf3d-00af-42cf-b561-11ed214c2682']",36,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:01:36.451,Pass,True
,,,,,,,,,,1.531017,,,,,,,,,ca522ce2-397a-4f31-a49d-df260c5aad35,59,,"[120.0, 1.0]",19751,2,,,,1.7405746,,,Right Foot,,,"[114.0, 36.0]",,Low Pass,35.510563,Incomplete,Magdalena Lilly Eriksson,4633.0,,,,,Corner,1,From Corner,Erin Cuthbert,4660.0,Center Attacking Midfield,6,Chelsea FCW,971,"['984dc2c4-2414-4f06-bd35-46b4a8315801', 'a0063c06-bfab-4ce0-b16b-acb71e89b479']",11,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:02:11.775,Pass,
,,,,,,,,,,2.006803,,,,,,,,,d5b53556-4d7b-4b55-8d01-d4f5c05900e9,64,,"[113.0, 2.0]",19751,2,,,,1.6456562,,,Right Foot,True,,"[110.0, 42.0]",,High Pass,40.112343,Incomplete,Millie Bright,4642.0,,True,,,,1,From Corner,Erin Cuthbert,4660.0,Center Attacking Midfield,6,Chelsea FCW,971,"['997ef86a-2577-4e10-88eb-834404dddb3f', 'b472f965-3e26-4450-9e19-07989a850bf8']",18,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:02:18.139,Pass,
,,,,,,,,,,1.325569,,,,,,,,,426f9bdf-230e-424c-8d68-c493c2502c9d,68,,"[33.0, 1.0]",19751,2,,,,0.2914568,,,,,,"[43.0, 4.0]",,High Pass,10.440307,Incomplete,Brianna Visalli,18157.0,,,,,Throw-in,1,From Throw In,Erin Simon,18155.0,Left Wing Back,7,West Ham United LFC,972,"['9f349a80-d83c-4494-8432-8c06b68c5c8e', 'b8af8fb5-3598-4b79-a851-d9cbe18d6351']",45,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:02:45.006,Pass,
,,,,,,,,,,1.624,,,,,,,,,b8af8fb5-3598-4b79-a851-d9cbe18d6351,70,,"[78.0, 77.0]",19751,2,,,,3.1415927,,,Head,,,"[71.0, 77.0]",,High Pass,7.0,,Hannah Jayne Blundell,17275.0,,,,,Interception,1,Regular Play,Bethany England,15550.0,Left Wing,8,Chelsea FCW,971,"['426f9bdf-230e-424c-8d68-c493c2502c9d', '55be731f-d877-4811-909e-1300444cef5e']",46,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:02:46.332,Pass,
,,,,,,,,,,0.701664,,,,,,,,,a6b275f1-dcae-4719-bbc7-88c888140729,73,,"[71.0, 77.0]",19751,2,,,,0.0,,,Right Foot,,,"[79.0, 77.0]",,Ground Pass,8.0,Incomplete,Bethany England,15550.0,,,,,,1,Regular Play,Hannah Jayne Blundell,17275.0,Right Back,8,Chelsea FCW,971,"['a144b119-7b85-4c67-8fd8-f74ac116b473', 'e4a07d4e-5b14-4c10-9404-e35c7a34501e']",48,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:02:48.456,Pass,
,,,,,,,,,,1.961472,,,,,,,,,9a63af2a-1778-4516-9ebe-775a0d4fe9e5,76,,"[73.0, 80.0]",19751,2,,,,-2.9945142,,,,,,"[46.0, 76.0]",,Low Pass,27.294687,,Millie Bright,4642.0,,,,,Throw-in,1,From Throw In,Hannah Jayne Blundell,17275.0,Right Back,9,Chelsea FCW,971,['d5a715e7-7567-4838-be86-e28a88f9ad83'],53,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:02:53.596,Pass,
,,,,,,,,,,3.427825,,,,,,,,,4ea295e0-2be0-4ea3-bdbc-fdb8f49ea8dc,79,,"[45.0, 64.0]",19751,2,,,,-1.5056711,,,Right Foot,,,"[48.0, 18.0]",,Ground Pass,46.09772,,Jonna Ann-Charlotte Andersson,10222.0,,True,,,,1,From Throw In,Millie Bright,4642.0,Right Center Back,9,Chelsea FCW,971,['e2c86e71-5eb3-4558-80a6-1e381fb3f0fd'],57,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:02:57.035,Pass,
,,,,,,,,,,1.664386,,,,,,,,,3dc7de58-5987-4763-a9cf-61e097ff8d1c,83,,"[49.0, 18.0]",19751,3,,,,2.0344439,,,Left Foot,,,"[41.0, 34.0]",,Ground Pass,17.888544,,Magdalena Lilly Eriksson,4633.0,,,,,,1,From Throw In,Jonna Ann-Charlotte Andersson,10222.0,Left Back,9,Chelsea FCW,971,['e9c2e6f4-e3ee-466c-b8ad-e8c31de86eb4'],1,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:03:01.153,Pass,
,,,,,,,,,,1.586965,,,,,,,,,2f6fedb4-64e2-4974-9a5a-dd1f9e2df624,86,,"[46.0, 38.0]",19751,3,,,,1.5707964,,,Left Foot,,,"[46.0, 64.0]",,Ground Pass,26.0,,Millie Bright,4642.0,,,,,,1,From Throw In,Magdalena Lilly Eriksson,4633.0,Left Center Back,9,Chelsea FCW,971,['0eb1d074-d6e1-4d97-9aa8-469587332806'],4,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:03:04.824,Pass,
,,,,,,,,,,1.352889,,,,,,,,,bbe0735b-31b5-437a-8f14-8f329124a3fe,89,,"[54.0, 65.0]",19751,3,,,,0.7419473,,,Right Foot,,,"[66.0, 76.0]",,Ground Pass,16.27882,,Hannah Jayne Blundell,17275.0,,,,,,1,From Throw In,Millie Bright,4642.0,Right Center Back,9,Chelsea FCW,971,['2e68a8c6-2475-4fef-8e3c-86e903141852'],8,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:03:08.256,Pass,
,,,,,,,,,,1.969368,,,,,,,,,4a766a05-2fa8-4cc1-b3b2-376a095aa33a,92,,"[69.0, 77.0]",19751,3,,,,-0.67474097,,,Right Foot,,,"[99.0, 53.0]",,High Pass,38.418747,Incomplete,Francesca Kirby,4641.0,,,,,,1,From Throw In,Hannah Jayne Blundell,17275.0,Right Back,9,Chelsea FCW,971,"['76fbfc6c-6c8b-443b-b483-d23c765c3c60', 'a942ff49-5881-4f4d-8579-a6d207814338']",11,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:03:11.391,Pass,
,,,,,,,,,,0.547328,,,,,,,,,eff54917-6a46-4a7a-acc2-8dfaaf0954f0,95,,"[32.0, 26.0]",19751,3,,,,1.4056476,,,Right Foot,,,"[33.0, 32.0]",,Low Pass,6.0827627,,Julia Simic,18150.0,,,,,Recovery,1,From Throw In,Kate Longhurst,18147.0,Center Midfield,9,Chelsea FCW,971,['86136d4e-b7e0-47e5-b7eb-17cf3d6aa2a2'],14,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:03:14.635,Pass,
,,,,,,,,,,1.7959,,,,,,,,,f3dfbda7-52cf-4135-9eef-e0907400d477,98,,"[33.0, 32.0]",19751,3,,,,-1.2490457,,,Left Foot,,,"[37.0, 20.0]",,Ground Pass,12.649111,Incomplete,Erin Simon,18155.0,,,,,,1,From Throw In,Julia Simic,18150.0,Left Center Midfield,9,Chelsea FCW,971,"['81dc54ce-aad2-4f2c-a755-8db843d9e8ef', 'fe641ced-24a2-4677-9312-fef65a07eb98']",15,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:03:15.671,Pass,
,,,,,,,,,,1.115533,,,,,,,,,0ce4c880-7980-4a4c-ad61-8feeb00a3602,105,,"[103.0, 80.0]",19751,3,,,,-1.3045443,,,,,,"[106.0, 69.0]",,Low Pass,11.401754,,Erin Cuthbert,4660.0,,,,,Throw-in,1,From Throw In,Hannah Jayne Blundell,17275.0,Right Back,10,Chelsea FCW,971,['496bf25e-d608-4604-9608-c083588004c9'],36,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:03:36.222,Pass,
,,,,,,,,,,0.536767,,,,,,,,,a80311ac-0adb-4ada-8238-baaeb6113b66,108,,"[106.0, 69.0]",19751,3,,,,1.6951513,,,Right Foot,,,"[105.0, 77.0]",,Low Pass,8.062258,,Hannah Jayne Blundell,17275.0,,,,,,1,From Throw In,Erin Cuthbert,4660.0,Center Attacking Midfield,10,Chelsea FCW,971,['1568f257-e5f9-47b2-84a2-d460c6fc9d6c'],37,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:03:37.681,Pass,
,,,,,,,,,,0.972601,,,,,,,,,2f84434d-db8f-4b31-a5cf-42a8e2ada94c,115,,"[107.0, 80.0]",19751,3,,,,-1.0636978,,,,,,"[112.0, 71.0]",,Low Pass,10.29563,,Ramona Bachmann,4659.0,,,,,Throw-in,1,From Throw In,Hannah Jayne Blundell,17275.0,Right Back,11,Chelsea FCW,971,['2fcd35a6-883d-4ff0-b1bd-e2542fc2e97a'],50,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:03:50.226,Pass,
,,,,,,,,,,0.481268,,,,,,,,,d463637a-cf1e-4bbb-9a95-0674b4c4d7d8,119,,"[105.0, 68.0]",19751,3,,,,-0.7853982,,,Left Foot,,,"[108.0, 65.0]",,Ground Pass,4.2426405,,Francesca Kirby,4641.0,,,,,,1,From Throw In,Ramona Bachmann,4659.0,Right Wing,11,Chelsea FCW,971,['106836a2-8a9e-4495-a573-7af9483aca33'],53,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:03:53.558,Pass,
,,,,,,,,,,0.619262,,,,,,,,,2f2ac4d3-525d-4985-9394-cf8abb43f63d,122,,"[108.0, 65.0]",19751,3,,,,3.050933,,,Right Foot,,,"[97.0, 66.0]",,Ground Pass,11.045361,,Erin Cuthbert,4660.0,,,,,,1,From Throw In,Francesca Kirby,4641.0,Center Forward,11,Chelsea FCW,971,['b2ca566e-a53a-4792-8a2e-496ffd5f62dd'],54,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:03:54.371,Pass,
,,,,,,,,,,1.254087,,,,,,,,,5fb06b94-b8f3-404a-b94d-de73338a35a0,126,,"[92.0, 67.0]",19751,3,,,,0.69473827,,,Right Foot,,,"[104.0, 77.0]",,Ground Pass,15.6205,,Hannah Jayne Blundell,17275.0,,,,,,1,From Throw In,Erin Cuthbert,4660.0,Center Attacking Midfield,11,Chelsea FCW,971,['38193166-33d6-49f7-a5ae-0b24a487894f'],57,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:03:57.374,Pass,
,,,,,,,,,,0.902825,,,,,,,,,6cc5b39f-9f6c-4c6f-8259-549265c4f967,130,,"[105.0, 77.0]",19751,4,,,,-0.7328151,,,Right Foot,,,"[115.0, 68.0]",,Ground Pass,13.453624,,Francesca Kirby,4641.0,,,,,,1,From Throw In,Hannah Jayne Blundell,17275.0,Right Back,11,Chelsea FCW,971,['3c36b256-231b-4136-a8b8-416bdb6b69d8'],0,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:04:00.300,Pass,
,,,,,,,,,,0.678889,,,,,,,,,dc8eddca-4657-4d0e-ab0b-1892da497645,133,,"[115.0, 66.0]",19751,4,,,,-1.6183795,,,Right Foot,True,,"[114.0, 45.0]",,Ground Pass,21.023796,Incomplete,Bethany England,15550.0,,,,,,1,From Throw In,Francesca Kirby,4641.0,Center Forward,11,Chelsea FCW,971,"['b5af1ba6-7c4b-4820-940e-96350bedaaa6', 'd9c6d637-c35e-445e-a157-8d167cac1b0a']",1,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:04:01.895,Pass,
,,,,,,,,,,1.727609,,,,,,,,,19cdba2d-7a16-47b4-b504-f38594b15d51,137,,"[8.0, 39.0]",19751,4,,,,-0.6794138,,,Right Foot,,,"[34.0, 18.0]",,High Pass,33.42155,Incomplete,Brianna Visalli,18157.0,,,,,,1,From Throw In,Ria Percival,18145.0,Right Center Back,11,Chelsea FCW,971,"['1a9e9219-5c59-4c23-ae49-7fe46d195271', '74a29f80-9806-4a51-b46c-157e6b588732']",3,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:04:03.618,Pass,
,,,,,,,,,,1.619634,,,,,,,,,13d410f4-cec7-467a-8ee2-c718d2471f9b,141,,"[86.0, 62.0]",19751,4,,,,2.9304993,,,Right Foot,,,"[72.0, 65.0]",,Ground Pass,14.3178215,,Millie Bright,4642.0,,,,,,1,From Throw In,Erin Cuthbert,4660.0,Center Attacking Midfield,11,Chelsea FCW,971,['92a37c03-36e2-47c8-8b5f-42738299726e'],6,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:04:06.367,Pass,
,,,,,,,,,,1.488624,,,,,,,,,73083394-2311-4135-8111-7614df17881e,145,,"[67.0, 65.0]",19751,4,,,,-2.55359,,,Right Foot,,,"[40.0, 47.0]",,Ground Pass,32.449963,,Magdalena Lilly Eriksson,4633.0,,,,,,1,From Throw In,Millie Bright,4642.0,Right Center Back,11,Chelsea FCW,971,['39b33d91-0a5b-4db9-8e8c-57938ff4cd0a'],11,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:04:11.120,Pass,
,,,,,,,,,,1.226701,,,,,,,,,0ecf6c4f-f9a4-488a-9c35-bc0038d067b3,148,,"[41.0, 45.0]",19751,4,,,,-0.15264933,,,Left Foot,,,"[54.0, 43.0]",,Ground Pass,13.152946,,Sophie Louise Ingle,15549.0,,,,,,1,From Throw In,Magdalena Lilly Eriksson,4633.0,Left Center Back,11,Chelsea FCW,971,['c1d26138-bee5-43a4-a62d-b1c046cd80e6'],14,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:04:14.150,Pass,
,,,,,,,,,,1.969107,,,,,,,,,3f862b18-98e8-44a1-8974-1fc056043f13,151,,"[49.0, 39.0]",19751,4,,,,-1.4288993,,,Left Foot,,,"[54.0, 4.0]",,Ground Pass,35.35534,,Jonna Ann-Charlotte Andersson,10222.0,,,,,,1,From Throw In,Sophie Louise Ingle,15549.0,Right Center Midfield,11,Chelsea FCW,971,['96f13891-c498-4ffa-9b85-141a3f9f458e'],16,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:04:16.187,Pass,
