bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.0,,,,,,,,,,312dc8d2-0cb6-4f9b-803d-b27ee74c7620,1,,,,19780,0,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Liverpool WFC,966,,0,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 15626, 'name': 'Anke Preuß'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 15629, 'name': 'Satara Murray'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 44}, {'player': {'id': 15614, 'name': 'Sophie Elizabeth Bradley-Auckland'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 15622, 'name': 'Leandra Little'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 12}, {'player': {'id': 15630, 'name': 'Leigh-Anne Robe'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 19417, 'name': 'Amy Rodgers'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 19}, {'player': {'id': 15218, 'name': 'Jessica Anne Clarke'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 7}, {'player': {'id': 15628, 'name': 'Christie Murray'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 19416, 'name': 'Laura Coombs'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'jersey_number': 8}, {'player': {'id': 15611, 'name': 'Courtney Sweetman-Kirk'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 9}, {'player': {'id': 19418, 'name': 'Kirsty Linnett'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 24}]}",Liverpool WFC,966,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,6bf4b79f-353c-433a-9a6d-59357308202b,2,,,,19780,0,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Liverpool WFC,966,,0,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 19419, 'name': 'Marie Hourihan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 19414, 'name': 'Kirsty Barton'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 8}, {'player': {'id': 16394, 'name': 'Laura Rafferty'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 16395, 'name': 'Victoria Williams'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 20}, {'player': {'id': 16392, 'name': 'Felicity Gibbons'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 16397, 'name': 'Chloe Peplow'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 12}, {'player': {'id': 20034, 'name': 'Danielle Buet'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 16393, 'name': 'Ellie Brazil'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 16}, {'player': {'id': 16400, 'name': 'Kayleigh Green'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 15}, {'player': {'id': 16374, 'name': 'Aileen Whelan'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 16378, 'name': 'Iniabasi Anefiok Umotong'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Brighton & Hove Albion WFC,965,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,d71bb6f9-d12f-4feb-8d58-eaae585a7ae1,3,,,,19780,0,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Liverpool WFC,966,['0d6120ba-484a-4989-b55a-9d4b97fa4f55'],0,,,,,,,,,,,,,,,,Liverpool WFC,966,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,0d6120ba-484a-4989-b55a-9d4b97fa4f55,4,,,,19780,0,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Liverpool WFC,966,['d71bb6f9-d12f-4feb-8d58-eaae585a7ae1'],0,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,a5aad518-8c56-43d4-b12b-a60301eec69a,1783,,,,19780,45,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,117,Brighton & Hove Albion WFC,965,['67571237-517a-43cb-9934-21a27f49126a'],0,,,,,,,,,,,,,,,,Liverpool WFC,966,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,67571237-517a-43cb-9934-21a27f49126a,1784,,,,19780,45,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,117,Brighton & Hove Albion WFC,965,['a5aad518-8c56-43d4-b12b-a60301eec69a'],0,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,1.3482,,,,,,,,,,334d74e4-659e-4b4b-9d11-33384d5a4486,5,,,"[60.0, 40.0]",19780,0,,,3.1415927,,,Right Foot,,,,"[52.0, 40.0]",Ground Pass,8.0,,Christie Murray,15628.0,,,,,Kick Off,1,From Kick Off,Laura Coombs,19416.0,Left Attacking Midfield,2,Liverpool WFC,966,['0aee0426-b275-4b93-8a80-64c0863b5f33'],1,,,,,,,,,,,,,,,,Liverpool WFC,966,00:00:01.006,Pass,
,,,,,,,,,,,,,,,3.196082,,,,,,,,,,d6f958c5-9972-400e-8289-3abc99ace1dd,7,,,"[54.0, 40.0]",19780,0,,,-0.82537687,,,Right Foot,,,,"[90.0, 1.0]",High Pass,53.075417,Out,Courtney Sweetman-Kirk,15611.0,,,,,,1,From Kick Off,Christie Murray,15628.0,Right Attacking Midfield,2,Liverpool WFC,966,['512ce74d-9541-4059-82e0-25da2fc4d59c'],2,,,,,,,,,,,,,,,,Liverpool WFC,966,00:00:02.354,Pass,
,,,,,,,,,,,,,,,2.107,,,,,,,,,,3882e8a6-9d7f-4422-b752-ef0a54f407e5,9,,,"[29.0, 80.0]",19780,0,,,-2.488746,,,,,,,"[12.0, 67.0]",Low Pass,21.400934,,Laura Rafferty,16394.0,,,,,Throw-in,1,From Throw In,Kirsty Barton,19414.0,Right Back,3,Brighton & Hove Albion WFC,965,['24214214-52ac-476a-8dae-1635307c4dec'],8,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:08.274,Pass,
,,,,,,,,,,,,,,,2.0037,,,,,,,,,,487464bb-be47-46ca-881d-5a17bb95dba5,12,,,"[13.0, 65.0]",19780,0,,,-1.8438051,,,Right Foot,,,,"[6.0, 40.0]",Ground Pass,25.96151,,Marie Hourihan,19419.0,,,,,,1,From Throw In,Laura Rafferty,16394.0,Right Center Back,3,Brighton & Hove Albion WFC,965,['37c67daa-543e-4528-87c7-3e553b27d7c3'],11,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:11.375,Pass,
,,,,,,,,,,,,,,,2.004,,,,,,,,,,3eacabea-abc7-41f1-aa97-1eb9da9c4918,15,,,"[9.0, 39.0]",19780,0,,,-0.88847977,,,Right Foot,,,,"[22.0, 23.0]",Ground Pass,20.615528,,Victoria Williams,16395.0,,,,,,1,From Throw In,Marie Hourihan,19419.0,Goalkeeper,3,Brighton & Hove Albion WFC,965,['f731f87d-d879-4173-a07a-196c01b5b0c9'],14,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:14.900,Pass,
