50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_miscommunication,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,20ff3d79-086d-4919-9126-82a2e901e00d,1,,,,19789,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Chelsea FCW,971,,0,,,,,,,,,,,,,,,"{'formation': 41221, 'lineup': [{'player': {'id': 19421, 'name': 'Carly Mitchell Telford'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 28}, {'player': {'id': 17275, 'name': 'Hannah Jayne Blundell'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 3}, {'player': {'id': 4657, 'name': 'Anita Amma Ankyewah Asante'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 4633, 'name': 'Magdalena Lilly Eriksson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 16}, {'player': {'id': 10222, 'name': 'Jonna Ann-Charlotte Andersson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 20}, {'player': {'id': 15549, 'name': 'Sophie Louise Ingle'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 4638, 'name': 'Drew Spence'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 24}, {'player': {'id': 4647, 'name': 'So-Yun Ji'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 4660, 'name': 'Erin Cuthbert'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 22}, {'player': {'id': 15553, 'name': 'Karen Julia Carney'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 8}, {'player': {'id': 15550, 'name': 'Bethany England'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 15}]}",Chelsea FCW,971,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,13d9781f-6334-4d89-9b91-c28e5c6e023c,2,,,,19789,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Chelsea FCW,971,,0,,,,,,,,,,,,,,,"{'formation': 4411, 'lineup': [{'player': {'id': 22032, 'name': 'Hannah Hampton'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 29}, {'player': {'id': 19502, 'name': 'Meaghan Sargeant'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 3}, {'player': {'id': 19503, 'name': 'Aoife Mannion'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 25}, {'player': {'id': 15569, 'name': 'Kerys Harrop'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 15567, 'name': 'Paige Williams'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 2}, {'player': {'id': 15557, 'name': 'Emma Follis'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 14}, {'player': {'id': 15562, 'name': 'Lucy Staniforth'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 37}, {'player': {'id': 19501, 'name': 'Hayley Ladd'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 15563, 'name': 'Charlie Wellings'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 15}, {'player': {'id': 10193, 'name': 'Chloe Arthur'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 7}, {'player': {'id': 15564, 'name': 'Lucy Quinn'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 11}]}",Birmingham City WFC,969,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,e363f3ab-a730-4d69-bc78-7ada5ca66061,3,,,,19789,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Chelsea FCW,971,['5fd41e00-e3c1-4c80-8705-53a62b2b57ad'],0,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,5fd41e00-e3c1-4c80-8705-53a62b2b57ad,4,,,,19789,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Chelsea FCW,971,['e363f3ab-a730-4d69-bc78-7ada5ca66061'],0,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,3eab4adb-103b-4cba-b4ee-88b93d76c56d,1981,,,,19789,45,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,110,Chelsea FCW,971,['c73a7ae6-a10a-4547-8d60-4d464ca5078b'],0,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,c73a7ae6-a10a-4547-8d60-4d464ca5078b,1982,,,,19789,45,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,110,Chelsea FCW,971,['3eab4adb-103b-4cba-b4ee-88b93d76c56d'],0,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:00.000,Half Start,
,,,,,,,,,,,,,,1.444249,,,,,,,,,,,,48e02819-d651-4cba-875f-70ec42c3f8cc,5,,,"[61.0, 41.0]",19789,0,,,3.1415927,,,Right Foot,,,,"[55.0, 41.0]",,Ground Pass,6.0,,,Lucy Staniforth,15562.0,,,,,Kick Off,1,From Kick Off,Lucy Quinn,15564.0,Center Forward,2,Birmingham City WFC,969,['087a4720-104e-430b-a8ba-3f0183ef2ff3'],1,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:01.013,Pass,
,,,,,,,,,,,,,,0.2053,,,,,,,,,,,,adad70fa-e31b-4516-8363-e33bbefe8f7a,9,,,"[56.0, 43.0]",19789,0,,,0.32175055,,,Right Foot,,,,"[59.0, 44.0]",,Low Pass,3.1622777,,Incomplete,,,,,,,,1,From Kick Off,Lucy Staniforth,15562.0,Right Center Midfield,2,Birmingham City WFC,969,"['94d9ee5a-838a-4450-ac7d-6c8cf8ee8607', 'e23c6343-7fe5-45a7-97ac-4a807316b214']",3,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:03.318,Pass,True
,,,,,,,,,,,,,,2.1518,,,,,,,,,,,,535f6711-61e8-453b-9967-0d2224b7db15,17,,,"[42.0, 23.0]",19789,0,,,-1.0191413,,,Right Foot,,,,"[50.0, 10.0]",,Ground Pass,15.264338,,Incomplete,Karen Julia Carney,15553.0,,,,,,1,Regular Play,So-Yun Ji,4647.0,Left Center Midfield,3,Chelsea FCW,971,"['55b64766-d164-4c78-893f-f7c4672128ae', '6c5f5a64-da30-4dc6-9090-5b493fccff53']",7,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:07.373,Pass,
,,,,,,,,,,,,,,1.1703,,,,,,,,,,,,566cc77c-a673-4c29-8c12-9e80baa00beb,22,,,"[77.0, 80.0]",19789,0,,,-0.14189705,,,,,,,"[91.0, 78.0]",,High Pass,14.142136,,Incomplete,Lucy Quinn,15564.0,,,,,Throw-in,1,From Throw In,Meaghan Sargeant,19502.0,Right Back,4,Birmingham City WFC,969,"['5fd07e99-46a9-482a-8650-df67859a7e30', '92cf52d0-272b-4c70-83a8-56beff60d428']",18,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:18.109,Pass,
