ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_miscommunication,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,0.0,,,,,,,,,,,3f5e5800-8b6b-4bc1-961a-549b1a1ef19b,1,,,19755,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Manchester City WFC,746,,0,,,,,,,,,,,,,,,,,"{'formation': 42211, 'lineup': [{'player': {'id': 10170, 'name': 'Karen Bardsley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 15554, 'name': 'Gemma Bonner'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 4}, {'player': {'id': 10185, 'name': 'Stephanie Houghton'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 17524, 'name': 'Jennifer Patricia Beattie'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 4651, 'name': 'Demi Stokes'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 10172, 'name': 'Jill Scott'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 4658, 'name': 'Keira Walsh'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 24}, {'player': {'id': 10099, 'name': 'Tessa Wullaert'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 25}, {'player': {'id': 10188, 'name': 'Caroline Weir'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 19}, {'player': {'id': 4643, 'name': 'Georgia Stanway'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 12}, {'player': {'id': 4654, 'name': 'Nikita Parris'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 17}]}",Manchester City WFC,746,00:00:00.000,Starting XI,
,,,,,,,,,,0.0,,,,,,,,,,,1c1a3f63-9abd-4dbf-9627-c7abd27036a2,2,,,19755,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Manchester City WFC,746,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 4640, 'name': 'Rut Hedvig Lindahl'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 17275, 'name': 'Hannah Jayne Blundell'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 3}, {'player': {'id': 4642, 'name': 'Millie Bright'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 4633, 'name': 'Magdalena Lilly Eriksson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 16}, {'player': {'id': 10222, 'name': 'Jonna Ann-Charlotte Andersson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 20}, {'player': {'id': 15549, 'name': 'Sophie Louise Ingle'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 4638, 'name': 'Drew Spence'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 24}, {'player': {'id': 4660, 'name': 'Erin Cuthbert'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 22}, {'player': {'id': 4647, 'name': 'So-Yun Ji'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 15553, 'name': 'Karen Julia Carney'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 8}, {'player': {'id': 15550, 'name': 'Bethany England'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 15}]}",Chelsea FCW,971,00:00:00.000,Starting XI,
,,,,,,,,,,0.0,,,,,,,,,,,189fe967-62e7-4774-9da9-9c14c9f99ddf,3,,,19755,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Manchester City WFC,746,['f292e0b5-1e1b-490a-9226-497ef1923099'],0,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:00.000,Half Start,
,,,,,,,,,,0.0,,,,,,,,,,,f292e0b5-1e1b-490a-9226-497ef1923099,4,,,19755,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Manchester City WFC,746,['189fe967-62e7-4774-9da9-9c14c9f99ddf'],0,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:00.000,Half Start,
,,,,,,,,,,0.0,,,,,,,,,,,8ed8bf21-7b72-4db9-b739-a35d97b2f95f,1687,,,19755,45,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,115,Chelsea FCW,971,['7b304cb5-20b1-4845-8265-f8d591596fe4'],0,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:00.000,Half Start,
,,,,,,,,,,0.0,,,,,,,,,,,7b304cb5-20b1-4845-8265-f8d591596fe4,1688,,,19755,45,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,115,Chelsea FCW,971,['8ed8bf21-7b72-4db9-b739-a35d97b2f95f'],0,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:00.000,Half Start,
,,,,,,,,,,0.893446,,,,,,,,,,,f081d729-339a-413d-a69c-4bf62dd9fd2a,5,,"[61.0, 41.0]",19755,0,,,3.050933,,Right Foot,,,,"[50.0, 42.0]",,Ground Pass,11.045361,,,Sophie Louise Ingle,15549.0,,,,,Kick Off,1,From Kick Off,Bethany England,15550.0,Center Forward,2,Chelsea FCW,971,['53763976-e71e-45d9-b8a0-08b1bcea7c87'],0,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:00.453,Pass,
,,,,,,,,,,1.875565,,,,,,,,,,,396d2fac-3be9-4a34-9be5-5bf30660e20c,8,,"[48.0, 48.0]",19755,0,,,1.5707964,,Right Foot,,,,"[48.0, 76.0]",,Ground Pass,28.0,,,Jonna Ann-Charlotte Andersson,10222.0,,,,,,1,From Kick Off,Sophie Louise Ingle,15549.0,Right Defensive Midfield,2,Chelsea FCW,971,['2a34df42-13cd-413a-8b16-740507705bbf'],2,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:02.659,Pass,
,,,,,,,,,,1.705369,,,,,,,,,,,6f2e2463-8f37-42c8-9342-ed0b60827e25,11,,"[45.0, 76.0]",19755,0,,,-2.9562447,,Right Foot,,,,"[29.0, 73.0]",,Ground Pass,16.27882,,,Millie Bright,4642.0,,,,,,1,From Kick Off,Jonna Ann-Charlotte Andersson,10222.0,Left Back,2,Chelsea FCW,971,['05088b0b-a083-49cf-b93c-25040556116c'],7,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:07.901,Pass,
,,,,,,,,,,2.891781,,,,,,,,,,,d1d8a4b1-2949-4523-a267-36e603a4fa5e,15,,"[29.0, 72.0]",19755,0,,,-2.3086114,,Right Foot,,,,"[9.0, 50.0]",,Ground Pass,29.732138,,,Rut Hedvig Lindahl,4640.0,,,,,,1,From Kick Off,Millie Bright,4642.0,Right Center Back,2,Chelsea FCW,971,"['38f2c123-9d34-4744-a2b1-1b2327b53567', 'd435f67b-1f1f-4347-93fa-d4235e40c966']",10,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:10.004,Pass,True
