ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,0.0,,,,,,,,,,,,,,a816b219-d4f9-462d-9624-0a3c004f86af,1,,,19738,0,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bristol City WFC,973,,0,,,,,,,,,,,,,,,,"{'formation': 32221, 'lineup': [{'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 16383, 'name': 'Danique Kerkdijk'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 10171, 'name': 'Frankie Brown'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 5}, {'player': {'id': 16381, 'name': 'Gemma Evans'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 16384, 'name': 'Carla Humphrey'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 10095, 'name': 'Julie Biesmans'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 20}, {'player': {'id': 16391, 'name': 'Loren Dykes'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 2}, {'player': {'id': 17274, 'name': 'Poppy Pattinson'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 7}, {'player': {'id': 16386, 'name': 'Lucy Hope'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'jersey_number': 14}, {'player': {'id': 16388, 'name': 'Ella Rutherford'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 16390, 'name': 'Juliette Kemppi'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Bristol City WFC,973,00:00:00.000,Starting XI,
,,,,,,,,,,0.0,,,,,,,,,,,,,,32e32ed1-81f8-4d7d-abb0-5bb8610a5580,2,,,19738,0,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bristol City WFC,973,,0,,,,,,,,,,,,,,,,"{'formation': 3412, 'lineup': [{'player': {'id': 15560, 'name': 'Ann-Katrin Berger'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 30}, {'player': {'id': 19502, 'name': 'Meaghan Sargeant'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 19503, 'name': 'Aoife Mannion'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 25}, {'player': {'id': 15569, 'name': 'Kerys Harrop'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 19592, 'name': 'Harriet Scott'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 23}, {'player': {'id': 15567, 'name': 'Paige Williams'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 2}, {'player': {'id': 15565, 'name': 'Marisa Ewers'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 13}, {'player': {'id': 19501, 'name': 'Hayley Ladd'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 15562, 'name': 'Lucy Staniforth'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 37}, {'player': {'id': 15563, 'name': 'Charlie Wellings'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 15}, {'player': {'id': 15557, 'name': 'Emma Follis'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 14}]}",Birmingham City WFC,969,00:00:00.000,Starting XI,
,,,,,,,,,,0.0,,,,,,,,,,,,,,e64a09bf-5288-4950-be91-e7626969a3d4,3,,,19738,0,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bristol City WFC,973,['58c328b0-4530-4c34-b096-d7881ddb9a31'],0,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:00.000,Half Start,
,,,,,,,,,,0.0,,,,,,,,,,,,,,58c328b0-4530-4c34-b096-d7881ddb9a31,4,,,19738,0,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bristol City WFC,973,['e64a09bf-5288-4950-be91-e7626969a3d4'],0,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:00.000,Half Start,
,,,,,,,,,,0.0,,,,,,,,,,,,,,43155441-517e-47ba-919a-fcdcbf9b64ca,1630,,,19738,45,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,110,Birmingham City WFC,969,['40c83419-4f34-403c-86fa-2a4aa0fa6864'],0,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:00.000,Half Start,
,,,,,,,,,,0.0,,,,,,,,,,,,,,40c83419-4f34-403c-86fa-2a4aa0fa6864,1631,,,19738,45,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,110,Birmingham City WFC,969,['43155441-517e-47ba-919a-fcdcbf9b64ca'],0,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:00.000,Half Start,
,,,,,,,,,,0.780841,,,,,,,,,,,,,,47f55c3c-cac7-4ec5-8f43-ef9e77aa555a,5,,"[60.0, 40.0]",19738,0,,,-2.961739,,,Right Foot,,,,"[49.0, 38.0]",,Ground Pass,11.18034,,Hayley Ladd,19501.0,,,Kick Off,1,From Kick Off,Emma Follis,15557.0,Left Center Forward,2,Birmingham City WFC,969,['2be3e851-9bb5-480b-a652-ccb79b7402e5'],0,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:00.377,Pass,
,,,,,,,,,,1.634076,,,,,,,,,,,,,,fd02f1da-f6fb-4f87-93d4-b918a898ffe8,8,,"[45.0, 37.0]",19738,0,,,1.8650309,,,Right Foot,,,,"[35.0, 70.0]",,Ground Pass,34.48188,,Meaghan Sargeant,19502.0,,,,1,From Kick Off,Hayley Ladd,19501.0,Left Defensive Midfield,2,Birmingham City WFC,969,['69691a71-7244-49d8-8ba6-910dee8e5f8b'],2,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:02.677,Pass,
,,,,,,,,,,1.411436,,,,,,,,,,,,,,48798e23-80c4-43fe-8d72-f4a5278253d9,11,,"[38.0, 61.0]",19738,0,,,-2.2896264,,,Right Foot,,,,"[31.0, 53.0]",,Ground Pass,10.630146,,Aoife Mannion,19503.0,,,,1,From Kick Off,Meaghan Sargeant,19502.0,Right Center Back,2,Birmingham City WFC,969,['253e594b-d99d-4876-8c67-423959ebf625'],7,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:07.587,Pass,
,,,,,,,,,,1.947504,,,,,,,,,,,,,,88c4dade-080f-438e-a4fa-f54a08a08830,14,,"[29.0, 46.0]",19738,0,,,-1.1071488,,,Right Foot,,,,"[41.0, 22.0]",,Ground Pass,26.832815,,Kerys Harrop,15569.0,,,,1,From Kick Off,Aoife Mannion,19503.0,Center Back,2,Birmingham City WFC,969,['5a91e1d6-830b-4a91-b7a9-9413f33f5db5'],10,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:10.342,Pass,
