ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,counterpress,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,1.418949,,,,,,,,,,2d801131-d7aa-45c4-bf5c-f57bf1303d25,2173,,"[92.0, 21.0]",19720,57,,,-1.2277724,,,Right Foot,,,"[97.0, 7.0]",Ground Pass,14.866069,,Jonna Ann-Charlotte Andersson,10222.0,,,,2,From Corner,Karen Julia Carney,15553.0,Left Center Midfield,109,Chelsea FCW,971,['8a160431-c4d4-47fb-8fb1-cde6972a1ea5'],14,,,,,,,,,,,,,,,,Chelsea FCW,971,00:12:14.020,Pass,
,,,,,,,,1.688218,,,,,,,,,,18375471-48ed-41d3-b54c-58cfcfa1010d,2176,,"[97.0, 7.0]",19720,57,,,2.1421337,,,Left Foot,,,"[88.0, 21.0]",Ground Pass,16.643316,,So-Yun Ji,4647.0,,,,2,From Corner,Jonna Ann-Charlotte Andersson,10222.0,Left Back,109,Chelsea FCW,971,['6e7d32d7-50ac-4bc6-b95b-0c8b50a91b0b'],16,,,,,,,,,,,,,,,,Chelsea FCW,971,00:12:16.164,Pass,
,,,,,,,,1.718142,,,,,,,,,,426b77c3-480d-44e9-99a6-60eb13734ecf,2179,,"[88.0, 21.0]",19720,57,,,0.8288491,,,Right Foot,,,"[110.0, 45.0]",High Pass,32.55764,,Francesca Kirby,4641.0,,,,2,From Corner,So-Yun Ji,4647.0,Right Center Midfield,109,Chelsea FCW,971,['cd8d5f44-72e0-4874-b212-8dcdb35f9bff'],18,,,,,,,,,,,,,,,,Chelsea FCW,971,00:12:18.970,Pass,
,,,,,,,,2.9161,,,,,,,,,,1e7c99b9-cf72-4791-8341-4d20ec73d217,2183,,"[6.0, 40.0]",19720,57,,,-0.57637525,,,Right Foot,,,"[66.0, 1.0]",High Pass,71.561165,Out,,,,,Goal Kick,2,From Goal Kick,Sophie Baggaley,16376.0,Goalkeeper,110,Bristol City WFC,973,,54,,,,,,,,,,,,,,,,Bristol City WFC,973,00:12:54.469,Pass,
,,,,,,,,2.31023,,,,,,,,,,8b10165a-1994-446d-aef2-5272e8f810b1,2184,,"[61.0, 80.0]",19720,58,,,-2.490516,,,,,,"[40.0, 64.0]",Low Pass,26.400757,,Millie Bright,4642.0,,,Throw-in,2,From Throw In,Hannah Jayne Blundell,17275.0,Right Back,111,Chelsea FCW,971,['cc8747ef-b9ac-4645-adcd-708256992be6'],2,,,,,,,,,,,,,,,,Chelsea FCW,971,00:13:02.771,Pass,
,,,,,,,,1.413781,,,,,,,,,,737fb372-8385-4780-9489-d915b0845436,2187,,"[40.0, 64.0]",19720,58,,,-1.2490457,,,Right Foot,,,"[49.0, 37.0]",Ground Pass,28.460499,,Magdalena Lilly Eriksson,4633.0,,,,2,From Throw In,Millie Bright,4642.0,Right Center Back,111,Chelsea FCW,971,['39716b90-0faf-41e8-ae83-3d4894ccd08d'],8,,,,,,,,,,,,,,,,Chelsea FCW,971,00:13:08.124,Pass,
,,,,,,,,2.403274,,,,,,,,,,0f4d0dd1-8da0-4ab8-a733-9fa8417a4f63,2190,,"[52.0, 32.0]",19720,58,,,-1.0358412,,,Left Foot,,,"[68.0, 5.0]",Ground Pass,31.38471,,Jonna Ann-Charlotte Andersson,10222.0,,,,2,From Throw In,Magdalena Lilly Eriksson,4633.0,Left Center Back,111,Chelsea FCW,971,['8e5d2506-f0d8-42c1-8f9d-65490c08cbbd'],11,,,,,,,,,,,,,,,,Chelsea FCW,971,00:13:11.005,Pass,
,,,,,,,,1.880032,,,,,,,,,,97ede650-bfe9-48d7-a504-cd4cce15ddbe,2193,,"[76.0, 4.0]",19720,58,,,0.35877067,,,Left Foot,,,"[100.0, 13.0]",Ground Pass,25.632011,,Ramona Bachmann,4659.0,,,,2,From Throw In,Jonna Ann-Charlotte Andersson,10222.0,Left Back,111,Chelsea FCW,971,['dda4bc3b-b016-4425-9199-c132838627bd'],14,,,,,,,,,,,,,,,,Chelsea FCW,971,00:13:14.298,Pass,
,,,,,,,,1.075513,,,,,,,,,,6585d6c8-e7cd-49df-9ce7-b091b11b9e87,2197,,"[118.0, 16.0]",19720,58,,,1.6162196,,,Left Foot,True,,"[117.0, 38.0]",High Pass,22.022715,Incomplete,Francesca Kirby,4641.0,,,,2,From Throw In,Ramona Bachmann,4659.0,Right Wing,111,Chelsea FCW,971,"['2e4d83b6-7104-40d4-8312-445a156b2eee', '93ae354f-838e-4cb1-8573-0aa0f3960a9b']",20,,,,,,,,,,,,,,,,Chelsea FCW,971,00:13:20.173,Pass,
,,,,,,,,1.646757,,,,,,,,,,cf416d16-6dc0-4430-b9a5-247c36045e15,2202,,"[114.0, 11.0]",19720,58,,,2.4756234,,,Right Foot,,,"[100.0, 22.0]",Ground Pass,17.804493,,So-Yun Ji,4647.0,,,,2,From Throw In,Ramona Bachmann,4659.0,Right Wing,111,Chelsea FCW,971,['f0f68ba4-70da-4d57-a664-695e713152fa'],26,,,,,,,,,,,,,,,,Chelsea FCW,971,00:13:26.190,Pass,
,,,,,,,,1.345498,,,,,,,,,,587509cd-5ef6-4d35-a541-15262ed167d5,2206,,"[99.0, 23.0]",19720,58,,,0.7853982,,,Right Foot,,,"[111.0, 35.0]",High Pass,16.970562,,Francesca Kirby,4641.0,,,,2,From Throw In,So-Yun Ji,4647.0,Right Center Midfield,111,Chelsea FCW,971,['2c4e2138-1ffb-4041-a3fe-7906b72c7539'],28,,,,,,,,,,,,,,,,Chelsea FCW,971,00:13:28.660,Pass,
,,,,,,,,1.2144,,,,,,,,,,c4d5dd4c-f006-45b1-a82b-8f235c28e235,2209,,"[106.0, 31.0]",19720,58,,,2.863293,,,Right Foot,,,"[99.0, 33.0]",Ground Pass,7.28011,,So-Yun Ji,4647.0,,,,2,From Throw In,Francesca Kirby,4641.0,Center Forward,111,Chelsea FCW,971,['ba81fc01-f399-46ab-b1ed-bc0d1f0aebf7'],32,,,,,,,,,,,,,,,,Chelsea FCW,971,00:13:32.735,Pass,
,,,,,,,,0.5199,,,,,,,,,,fb843f61-c121-4166-9097-d2effaccab6a,2212,,"[99.0, 33.0]",19720,58,,,0.71883,,,Right Foot,,,"[107.0, 40.0]",Low Pass,10.630146,Incomplete,Hannah Jayne Blundell,17275.0,,,,2,From Throw In,So-Yun Ji,4647.0,Right Center Midfield,111,Chelsea FCW,971,"['0e96d4d8-e46a-48b8-9b58-6a739fbc8f6b', '86f3fd72-f3fb-4ab6-b6d7-2fae09fb12d3']",34,,,,,,,,,,,,,,,,Chelsea FCW,971,00:13:34.050,Pass,
,,,,,,,,2.388976,,,,,,,,,,6b873cd2-0f4e-474f-8bce-81e4bf784804,2216,,"[120.0, 80.0]",19720,58,,,-1.9347752,,,Right Foot,,,"[104.0, 38.0]",High Pass,44.94441,,Millie Bright,4642.0,,True,Corner,2,From Corner,Karen Julia Carney,15553.0,Left Center Midfield,112,Chelsea FCW,971,['e16d154d-fe50-4577-b5f9-c0b5465e83d3'],58,,,,,,,,,,,,,,,,Chelsea FCW,971,00:13:58.573,Pass,
,,,,,,,,0.8165,,,,,,,,,,f7c56fa6-ee1e-46c0-b6b8-eb27560d271a,2218,,"[104.0, 38.0]",19720,59,,True,-0.14189705,,,,,,"[111.0, 37.0]",Low Pass,7.071068,Incomplete,,,,,,2,From Corner,Millie Bright,4642.0,Right Center Back,112,Chelsea FCW,971,"['30863965-b1df-41ba-bf8e-bafa2564ce79', 'd99bc8d0-7583-4c33-a1df-5764490fc833']",1,,,,,,,,,,,,,,,,Chelsea FCW,971,00:14:01.042,Pass,True
,,,,,,,,1.291565,,,,,,,,,,fd2e8479-5086-4545-aaaa-ffaa83333f53,2230,,"[107.0, 1.0]",19720,59,,,2.753274,,,,,,"[85.0, 10.0]",Low Pass,23.769728,,Millie Bright,4642.0,,,Throw-in,2,From Throw In,Jonna Ann-Charlotte Andersson,10222.0,Left Back,113,Chelsea FCW,971,['d334cc92-f363-4bb3-abb3-e089d6853ce8'],16,,,,,,,,,,,,,,,,Chelsea FCW,971,00:14:16.441,Pass,
,,,,,,,,2.731892,,,,,,,,,,effb6835-bb2d-404f-a4ff-20da5f609a43,2233,,"[85.0, 14.0]",19720,59,,,2.2565258,,,Left Foot,,,"[67.0, 36.0]",Ground Pass,28.42534,,Magdalena Lilly Eriksson,4633.0,,,,2,From Throw In,Millie Bright,4642.0,Right Center Back,113,Chelsea FCW,971,['d0df9cc0-6c60-42e1-8445-aeece8a1abf2'],19,,,,,,,,,,,,,,,,Chelsea FCW,971,00:14:19.576,Pass,
,,,,,,,,2.213213,,,,,,,,,,25770af6-18f2-4b77-8de3-db241d4af15c,2236,,"[68.0, 38.0]",19720,59,,,1.0460006,,,Left Foot,,,"[90.0, 76.0]",High Pass,43.908997,,Hannah Jayne Blundell,17275.0,,,,2,From Throw In,Magdalena Lilly Eriksson,4633.0,Left Center Back,113,Chelsea FCW,971,['f16baf48-30de-4e3c-b4fb-9d1c5ac9ee9b'],23,,,,,,,,,,,,,,,,Chelsea FCW,971,00:14:23.111,Pass,
,,,,,,,,2.5319,,,,,,,,,,bce6918e-2c17-4819-ae85-c22d2d002f68,2240,,"[110.0, 75.0]",19720,59,,,-1.2847449,,,Right Foot,True,,"[120.0, 41.0]",High Pass,35.44009,Incomplete,,,,,,2,From Throw In,Hannah Jayne Blundell,17275.0,Right Back,113,Chelsea FCW,971,['9e2d37fd-39d8-4a70-a003-a94649303ed4'],30,,,,,,,,,,,,,,,,Chelsea FCW,971,00:14:30.748,Pass,
,,,,,,,,4.103,,,,,,,,,,77b54744-737d-4553-89dd-97e114917c23,2243,,"[22.0, 27.0]",19720,59,,,-0.3510309,,,Right Foot,,,"[93.0, 1.0]",High Pass,75.61085,Out,,,,,,2,From Keeper,Sophie Baggaley,16376.0,Goalkeeper,114,Bristol City WFC,973,,50,,,,,,,,,,,,,,,,Bristol City WFC,973,00:14:50.918,Pass,
,,,,,,,,1.074455,,,,,,,,,,327c8ee9-001a-44d4-8f66-d8d25566cacf,2244,,"[29.0, 80.0]",19720,60,,,-1.1441689,,,,,,"[34.0, 69.0]",Low Pass,12.083046,,Maren Nævdal Mjelde,10395.0,,,Throw-in,2,From Throw In,Hannah Jayne Blundell,17275.0,Right Back,115,Chelsea FCW,971,['76a17d58-9ca9-4724-9818-039883f8b06c'],7,,,,,,,,,,,,,,,,Chelsea FCW,971,00:15:07.290,Pass,
,,,,,,,,2.862102,,,,,,,,,,6bd1e44e-0dbd-44c8-ab47-1c542baa8e2d,2248,,"[34.0, 69.0]",19720,60,,,-1.6142472,,,Left Foot,,,"[33.0, 46.0]",Ground Pass,23.021729,,Magdalena Lilly Eriksson,4633.0,,,,2,From Throw In,Maren Nævdal Mjelde,10395.0,Center Defensive Midfield,115,Chelsea FCW,971,['1a7c55f1-1eb8-428d-9d3a-aca001350e84'],9,,,,,,,,,,,,,,,,Chelsea FCW,971,00:15:09.975,Pass,
,,,,,,,,1.8247,,,,,,,,,,56ce5ddc-d888-4c25-99ec-2f9d4994c478,2251,,"[48.0, 31.0]",19720,60,,,-0.90675014,,,Right Foot,,,"[66.0, 8.0]",Ground Pass,29.206163,,Jonna Ann-Charlotte Andersson,10222.0,,,,2,From Throw In,Magdalena Lilly Eriksson,4633.0,Left Center Back,115,Chelsea FCW,971,['61687aba-e7dd-48a3-a347-4a0b68d16e18'],14,,,,,,,,,,,,,,,,Chelsea FCW,971,00:15:14.115,Pass,
,,,,,,,,1.998633,,,,,,,,,,e414c3dd-baca-4199-ae1a-2f0a79f7210d,2255,,"[72.0, 10.0]",19720,60,,,2.0344439,,,Left Foot,,,"[63.0, 28.0]",Ground Pass,20.12461,,Magdalena Lilly Eriksson,4633.0,,,,2,From Throw In,Jonna Ann-Charlotte Andersson,10222.0,Left Back,115,Chelsea FCW,971,['0b4e257a-c347-463a-9f29-22f58489bcd1'],19,,,,,,,,,,,,,,,,Chelsea FCW,971,00:15:19.384,Pass,
,,,,,,,,2.721524,,,,,,,,,,933b7194-ec54-4dd3-9923-0908ecc72514,2258,,"[66.0, 28.0]",19720,60,,,1.2095926,,,Left Foot,,,"[83.0, 73.0]",High Pass,48.104053,,Ramona Bachmann,4659.0,,True,,2,From Throw In,Magdalena Lilly Eriksson,4633.0,Left Center Back,115,Chelsea FCW,971,['fdc2507b-ca1c-4392-9b4b-a5dabab497dd'],22,,,,,,,,,,,,,,,,Chelsea FCW,971,00:15:22.809,Pass,
,,,,,,,,2.542317,,,,,,,,,,ccdfffe3-520a-47bb-8891-ac1b7661f883,2262,,"[86.0, 75.0]",19720,60,,,0.0,,,Right Foot,,,"[107.0, 75.0]",Ground Pass,21.0,Incomplete,Hannah Jayne Blundell,17275.0,,,,2,From Throw In,Ramona Bachmann,4659.0,Right Wing,115,Chelsea FCW,971,"['9c3058c2-f19f-46c5-b376-fb5503cbd2d7', 'e0c0142d-a4a4-48ec-a596-c8b978d9cf25', 'efa1038c-10f3-4865-a437-ac3240231493']",26,,,,,,,,,,,,,,,,Chelsea FCW,971,00:15:26.440,Pass,True
,,,,,,,,1.054767,,,,,,,,,,0b74f77f-d817-4432-9a2e-4fc1e77dcff5,2265,,"[112.0, 80.0]",19720,60,,,-1.2220253,,,,,,"[116.0, 69.0]",High Pass,11.7046995,,Ramona Bachmann,4659.0,,,Throw-in,2,From Throw In,Hannah Jayne Blundell,17275.0,Right Back,116,Chelsea FCW,971,['bf3a80c0-311e-47cb-9bdf-f5538ad97af3'],49,,,,,,,,,,,,,,,,Chelsea FCW,971,00:15:49.400,Pass,
,,,,,,,,0.6565,,,,,,,,,,b979edd4-7954-4e60-ba61-ac53f4ea132b,2269,,"[116.0, 70.0]",19720,60,,,2.5213432,,,Right Foot,,,"[109.0, 75.0]",Ground Pass,8.602325,,Hannah Jayne Blundell,17275.0,,,,2,From Throw In,Ramona Bachmann,4659.0,Right Wing,116,Chelsea FCW,971,['a085aabc-46bf-4b7b-8562-8d6654fd4280'],51,,,,,,,,,,,,,,,,Chelsea FCW,971,00:15:51.120,Pass,
,,,,,,,,0.868797,,,,,,,,,,619d1871-3cc5-46c0-b2ef-be1451533419,2278,,"[24.0, 4.0]",19720,60,,,0.09966865,,,Left Foot,,,"[34.0, 5.0]",Ground Pass,10.049875,Incomplete,,,,,,2,From Throw In,Julie Biesmans,10095.0,Left Center Midfield,116,Chelsea FCW,971,['ace625f1-a0f8-43d3-b0b7-30e387772302'],56,,,,,,,,,,,,,,,,Bristol City WFC,973,00:15:56.625,Pass,
,,,,,,,,0.929427,,,,,,,,,,a6c50aae-6e84-41af-82cf-132701520b13,2282,,"[90.0, 75.0]",19720,61,,,0.11065722,,,Right Foot,,,"[99.0, 76.0]",Ground Pass,9.055386,,Ramona Bachmann,4659.0,,,,2,From Throw In,So-Yun Ji,4647.0,Right Center Midfield,116,Chelsea FCW,971,['4175ac56-726c-4933-a323-2301b0539c49'],0,,,,,,,,,,,,,,,,Chelsea FCW,971,00:16:00.798,Pass,
,,,,,,,,1.508985,,,,,,,,,,69f3b55b-d7d1-414c-bd32-13108a0a50c0,2286,,"[115.0, 67.0]",19720,61,,,2.9996955,,,Right Foot,,,"[101.0, 69.0]",Ground Pass,14.142136,,So-Yun Ji,4647.0,,,,2,From Throw In,Ramona Bachmann,4659.0,Right Wing,116,Chelsea FCW,971,['fef55da2-a3b9-4f1c-a436-b559cafa1bcc'],8,,,,,,,,,,,,,,,,Chelsea FCW,971,00:16:08.327,Pass,
,,,,,,,,1.872139,,,,,,,,,,a02ec369-4a21-432c-b00c-984e827473dc,2290,,"[95.0, 70.0]",19720,61,,,3.0890095,,,Right Foot,,,"[76.0, 71.0]",Ground Pass,19.026299,,Hannah Jayne Blundell,17275.0,,,,2,From Throw In,So-Yun Ji,4647.0,Right Center Midfield,116,Chelsea FCW,971,['621c3e7e-34d7-44be-8350-0dbcd35b539b'],11,,,,,,,,,,,,,,,,Chelsea FCW,971,00:16:11.055,Pass,
,,,,,,,,1.168277,,,,,,,,,,d820a66b-b0ff-4db2-9ea3-89b8ec765d44,2293,,"[76.0, 71.0]",19720,61,,,0.2914568,,,Right Foot,,,"[86.0, 74.0]",Ground Pass,10.440307,,So-Yun Ji,4647.0,,,,2,From Throw In,Hannah Jayne Blundell,17275.0,Right Back,116,Chelsea FCW,971,['cc98cce6-a025-4491-836d-2c32e56325ce'],13,,,,,,,,,,,,,,,,Chelsea FCW,971,00:16:13.047,Pass,
,,,,,,,,2.3685,,,,,,,,,,8b729864-426b-4ea7-8d8b-9137104aea93,2296,,"[86.0, 74.0]",19720,61,,,-0.4636476,,,Right Foot,,,"[114.0, 60.0]",Ground Pass,31.304953,,Ramona Bachmann,4659.0,,,,2,From Throw In,So-Yun Ji,4647.0,Right Center Midfield,116,Chelsea FCW,971,['0f6e068c-d896-452e-80b2-f86f7d116405'],15,,,,,,,,,,,,,,,,Chelsea FCW,971,00:16:15.122,Pass,
,,,,,,,,1.8063,,,,,,,,,,97aac4cb-209e-4f48-8d00-0c3bd50f2406,2299,,"[114.0, 60.0]",19720,61,,,-1.3258177,,,Right Foot,,,"[115.0, 56.0]",Ground Pass,4.1231055,Incomplete,Karen Julia Carney,15553.0,,,,2,From Throw In,Ramona Bachmann,4659.0,Right Wing,116,Chelsea FCW,971,"['3a922f13-9f03-44af-9bb5-ac347722e0da', 'e1852136-382e-462f-8a6d-47127edd1740']",17,,,,,,,,,,,,,,,,Chelsea FCW,971,00:16:17.571,Pass,
,,,,,,,,2.1625,,,,,,,,,,633b6d71-9049-4a23-a8dd-2e7b1028c13b,2303,,"[8.0, 31.0]",19720,61,,,1.0679531,,,Right Foot,,,"[19.0, 51.0]",Ground Pass,22.825424,,Danique Kerkdijk,16383.0,,,,2,Regular Play,Sophie Baggaley,16376.0,Goalkeeper,117,Bristol City WFC,973,['f06994a4-a05c-4e51-815a-7e5cf76a4417'],31,,,,,,,,,,,,,,,,Bristol City WFC,973,00:16:31.210,Pass,
,,,,,,,,2.4609,,,,,,,,,,43abf30d-ec77-4118-87d2-cb5a11f82048,2307,,"[20.0, 51.0]",19720,61,,,-2.2367656,,,Left Foot,,,"[9.0, 37.0]",Ground Pass,17.804493,,Sophie Baggaley,16376.0,,,,2,Regular Play,Danique Kerkdijk,16383.0,Right Center Back,117,Bristol City WFC,973,"['0ea20c6c-ab41-43c4-bb70-8b560c4b8e59', 'befb79be-1e7e-4f5f-8caa-79284e95c683']",36,,,,,,,,,,,,,,,,Bristol City WFC,973,00:16:36.214,Pass,True
,,,,,,,,2.9142,,,,,,,,,,82006016-5cd6-4de1-ac73-7657bd81cc0a,2310,,"[7.0, 40.0]",19720,61,,,0.47646743,,,Right Foot,,,"[38.0, 56.0]",High Pass,34.88553,Incomplete,,,,,,2,Regular Play,Sophie Baggaley,16376.0,Goalkeeper,117,Bristol City WFC,973,['173245f3-0f84-4a33-ada8-d1550ede44d3'],40,,,,,,,,,,,,,,,,Bristol City WFC,973,00:16:40.104,Pass,
,,,,,,,,1.0829,,,,,,,,,,173245f3-0f84-4a33-ada8-d1550ede44d3,2312,,"[83.0, 25.0]",19720,61,,True,-0.90975314,,,,,,"[90.0, 16.0]",Low Pass,11.401754,Incomplete,,,,,Recovery,2,Regular Play,Jonna Ann-Charlotte Andersson,10222.0,Left Back,117,Bristol City WFC,973,"['82006016-5cd6-4de1-ac73-7657bd81cc0a', '8d44809d-6033-4cbe-aa9c-722febf0bcb8', 'b88d3df6-998d-43ca-bfc6-d1a3526803a0']",43,,,,,,,,,,,,,,,,Chelsea FCW,971,00:16:43.018,Pass,True
,,,,,,,,1.1565,,,,,,,,,,e5e378cb-0de8-4321-8171-351fe7f62a5e,2315,,"[31.0, 65.0]",19720,61,,,-2.7233684,,,Left Foot,,,"[22.0, 61.0]",Ground Pass,9.848858,,Danique Kerkdijk,16383.0,,,,2,Regular Play,Loren Dykes,16391.0,Right Wing Back,117,Bristol City WFC,973,['753a8afc-5620-41d6-a6cf-b6101239e5ff'],44,,,,,,,,,,,,,,,,Bristol City WFC,973,00:16:44.444,Pass,
,,,,,,,,0.7005,,,,,,,,,,3ccad113-d98a-439e-aaa8-e638e2b7ad2c,2318,,"[22.0, 61.0]",19720,61,,,0.19739556,,,Right Foot,,,"[42.0, 65.0]",High Pass,20.396078,Incomplete,,,,,,2,Regular Play,Danique Kerkdijk,16383.0,Right Center Back,117,Bristol City WFC,973,['54a7d287-3144-498e-ba66-04b3653495a2'],45,,,,,,,,,,,,,,,,Bristol City WFC,973,00:16:45.761,Pass,
,,,,,,,,1.0623,,,,,,,,,,253a26ea-2f63-46ff-bca6-50cf1db91748,2320,,"[31.0, 75.0]",19720,61,,,0.27094686,,,Right Foot,,,"[49.0, 80.0]",High Pass,18.681541,Out,,,,,Recovery,2,Regular Play,Loren Dykes,16391.0,Right Wing Back,117,Bristol City WFC,973,,47,,,,,,,,,,,,,,,,Bristol City WFC,973,00:16:47.874,Pass,
,,,,,,,,1.760935,,,,,,,,,,093f83a9-90b5-4e74-931e-429cc36e263a,2321,,"[64.0, 1.0]",19720,61,,,2.5899377,,,,,,"[51.0, 9.0]",Low Pass,15.264338,,Magdalena Lilly Eriksson,4633.0,,,Throw-in,2,From Throw In,Karen Julia Carney,15553.0,Left Center Midfield,118,Chelsea FCW,971,['ca2edb78-3730-44e1-b9af-bdabf2b9cf12'],53,,,,,,,,,,,,,,,,Chelsea FCW,971,00:16:53.167,Pass,
,,,,,,,,2.251192,,,,,,,,,,1cb8edba-94be-4b8d-b325-40e7b027c661,2324,,"[56.0, 27.0]",19720,61,,,1.6506263,,,Left Foot,,,"[54.0, 52.0]",Ground Pass,25.079872,,Millie Bright,4642.0,,,,2,From Throw In,Magdalena Lilly Eriksson,4633.0,Left Center Back,118,Chelsea FCW,971,['82fb1cd9-9ce9-488b-85f9-627eb50d785b'],56,,,,,,,,,,,,,,,,Chelsea FCW,971,00:16:56.928,Pass,
,,,,,,,,1.4757,,,,,,,,,,026d6cab-5386-4ddd-bc3c-8c0137a45d0d,2327,,"[64.0, 53.0]",19720,62,,,1.0427219,,,Right Foot,,,"[78.0, 77.0]",Ground Pass,27.784887,Incomplete,Hannah Jayne Blundell,17275.0,,,,2,From Throw In,Millie Bright,4642.0,Right Center Back,118,Chelsea FCW,971,"['82b5f09d-fc30-404f-9ac6-c1811cc94de9', 'd67ed385-4bae-4213-b81b-15a8e50bd5af']",1,,,,,,,,,,,,,,,,Chelsea FCW,971,00:17:01.643,Pass,
,,,,,,,,0.9721,,,,,,,,,,5034508e-ddc4-411a-b963-afed9d189ec3,2332,,"[79.0, 7.0]",19720,62,,,1.3439975,,,Left Foot,,,"[82.0, 20.0]",Ground Pass,13.341664,Unknown,,,,,,2,From Throw In,Poppy Pattinson,17274.0,Left Wing Back,118,Chelsea FCW,971,['635cba28-0b3f-4590-a602-eb01b526aadb'],8,,,,,,,,,,,,,,,,Bristol City WFC,973,00:17:08.489,Pass,True
,,,,,,,,1.9577,,,,,,,,,,a2c6fcc5-21ac-48ba-a160-d731ddf7ff04,2335,,"[84.0, 8.0]",19720,62,,,0.81871915,,,Left Foot,,,"[113.0, 39.0]",High Pass,42.44997,Incomplete,,,,,Free Kick,2,From Free Kick,Poppy Pattinson,17274.0,Left Wing Back,119,Bristol City WFC,973,['0ce44ea8-7858-4485-bafa-a3cdd862de6c'],54,,,,,,,,,,,,,,,,Bristol City WFC,973,00:17:54.019,Pass,
,,,,,,,,4.0632,,,,,,,,,,3408a4ef-58e1-4686-8b67-482c64fb0577,2339,,"[25.0, 47.0]",19720,62,,,-0.49248576,,,Right Foot,,,"[66.0, 25.0]",High Pass,46.52956,Incomplete,Francesca Kirby,4641.0,,,,2,From Free Kick,Karen Julia Carney,15553.0,Left Center Midfield,119,Bristol City WFC,973,"['99cc00fc-669c-4d69-b2c4-77a6b6fd19f7', 'a08a3408-a45e-489b-b85c-b9d9688cb3c8']",58,,,,,,,,,,,,,,,,Chelsea FCW,971,00:17:58.581,Pass,
,,,,,,,,3.3202,,,,,,,,,,a08a3408-a45e-489b-b85c-b9d9688cb3c8,2341,,"[55.0, 56.0]",19720,63,,,0.5349551,,,Right Foot,,,"[82.0, 72.0]",Low Pass,31.38471,,Lucy Hope,16386.0,,,Recovery,2,From Free Kick,Loren Dykes,16391.0,Right Wing Back,119,Bristol City WFC,973,"['3408a4ef-58e1-4686-8b67-482c64fb0577', 'e2ad3507-c27f-439e-8132-1bbee6548e1a']",2,,,,,,,,,,,,,,,,Bristol City WFC,973,00:18:02.644,Pass,
,,,,,,,,1.1188,,,,,,,,,,fbc205ba-ddf7-4829-8bbd-e1b1ca58d3b0,2344,,"[80.0, 72.0]",19720,63,,,-2.5308666,,,Left Foot,,,"[70.0, 65.0]",Ground Pass,12.206555,,Carla Humphrey,16384.0,,,,2,From Free Kick,Lucy Hope,16386.0,Right Center Midfield,119,Bristol City WFC,973,['d949b546-3929-4c02-acd6-7e77db7245d0'],7,,,,,,,,,,,,,,,,Bristol City WFC,973,00:18:07.481,Pass,
,,,,,,,,2.538694,,,,,,,,,,e9d2a1b7-23e1-4bdf-b06d-94872f9d288a,2347,,"[70.0, 65.0]",19720,63,,,-2.5065658,,,Left Foot,,,"[51.0, 51.0]",Ground Pass,23.600847,,Julie Biesmans,10095.0,,,,2,From Free Kick,Carla Humphrey,16384.0,Right Wing,119,Bristol City WFC,973,['8c0426d8-83b0-464b-a7fe-e9b459d437e0'],9,,,,,,,,,,,,,,,,Bristol City WFC,973,00:18:09.556,Pass,
,,,,,,,,1.6218,,,,,,,,,,553668b6-8def-47da-9e43-67dd1b7248ea,2350,,"[51.0, 51.0]",19720,63,,,-1.665748,,,Left Foot,,,"[49.0, 30.0]",Ground Pass,21.095022,,Frankie Brown,10171.0,,,,2,From Free Kick,Julie Biesmans,10095.0,Left Center Midfield,119,Bristol City WFC,973,['02c746eb-b527-45fb-b0e8-dd1be18a5f43'],12,,,,,,,,,,,,,,,,Bristol City WFC,973,00:18:12.715,Pass,
,,,,,,,,2.5332,,,,,,,,,,d1340794-eb56-4b6a-b563-d3a296505215,2353,,"[49.0, 30.0]",19720,63,,,2.809533,,,Left Foot,,,"[20.0, 40.0]",Ground Pass,30.675724,,Sophie Baggaley,16376.0,,,,2,From Free Kick,Frankie Brown,10171.0,Center Back,119,Bristol City WFC,973,['7e989421-fa1a-4e30-801e-6066650a9d82'],14,,,,,,,,,,,,,,,,Bristol City WFC,973,00:18:14.376,Pass,
,,,,,,,,2.8491,,,,,,,,,,fd1eefb2-f5ce-45d5-91d1-2197419b06af,2356,,"[24.0, 40.0]",19720,63,,,-0.6578886,,,Right Foot,,,"[68.0, 6.0]",High Pass,55.605755,,Ella Rutherford,16388.0,,,,2,From Free Kick,Sophie Baggaley,16376.0,Goalkeeper,119,Bristol City WFC,973,['d3c41e95-03a2-45d9-bd90-bb7cf7612322'],21,,,,,,,,,,,,,,,,Bristol City WFC,973,00:18:21.001,Pass,
