ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_miscommunication,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,1.864348,,,,,,,,,,,77da33d6-889f-46f0-abb4-f3cb65a81c9c,18,,"[63.0, 3.0]",19744,0,,,2.020556,,,Left Foot,,,"[49.0, 32.0]",,Ground Pass,32.202484,,,Louise Quinn,15621.0,,,,,,1,From Throw In,Emma Mukandi,18998.0,Left Center Back,3,Arsenal WFC,968,['bf5e2f6b-bf80-4cac-aeac-b8b82030accf'],17,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:17.994,Pass,
,,,,,,,,,,,,,1.6568,,,,,,,,,,,f80fc07f-9453-4146-94a8-1902262d508a,21,,"[47.0, 33.0]",19744,0,,,1.3339475,,,Right Foot,,,"[54.0, 62.0]",,Low Pass,29.832869,,,Leah Williamson,18999.0,,,,,,1,From Throw In,Louise Quinn,15621.0,Center Back,3,Arsenal WFC,968,['11c4cc01-05d4-4673-b596-38de25b1e7a0'],21,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:21.508,Pass,
,,,,,,,,,,,,,1.9649,,,,,,,,,,,ef0ddaa1-eebc-487e-9e89-df20d63809f2,24,,"[57.0, 66.0]",19744,0,,,-0.13432144,,,Right Foot,,,"[94.0, 61.0]",,Ground Pass,37.336308,,Incomplete,Vivianne Miedema,15623.0,,,,,,1,From Throw In,Leah Williamson,18999.0,Right Center Back,3,Arsenal WFC,968,"['180a699c-9daa-449b-a831-308f1795f153', '68dd1c8d-79d0-4847-a0f6-5061103c06b8']",25,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:25.508,Pass,
,,,,,,,,,,,,,0.9353,,,,,,,,,,,952caa02-d563-4788-87ee-22337bfdccf1,32,,"[50.0, 25.0]",19744,0,,,1.7681919,,,Right Foot,,,"[48.0, 35.0]",,Ground Pass,10.198039,,,Carla Humphrey,16384.0,,,,,,1,Regular Play,Ella Rutherford,16388.0,Left Wing,4,Bristol City WFC,973,"['09f74667-2d08-4abb-9e63-49df8fc39047', '523c31bd-4fc7-4103-9ae9-90532bb0a7b1']",32,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:32.106,Pass,True
,,,,,,,,,,,,,2.203702,,,,,,,,,,,cb1169a7-56a8-4cf6-8842-3681f60a79a1,35,,"[48.0, 36.0]",19744,0,,,2.016902,,,Right Foot,,,"[37.0, 59.0]",,Ground Pass,25.495098,,,Danique Kerkdijk,16383.0,,,,,,1,Regular Play,Carla Humphrey,16384.0,Right Center Midfield,4,Bristol City WFC,973,['260cc61c-8039-42a0-ae4e-c411aaa17ac1'],33,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:33.809,Pass,
,,,,,,,,,,,,,2.5099,,,,,,,,,,,91d3c3d1-2162-4068-9048-659bac18238b,38,,"[29.0, 56.0]",19744,0,,,-2.8501358,,,Right Foot,,,"[9.0, 50.0]",,Ground Pass,20.880613,,,Sophie Baggaley,16376.0,,,,,,1,Regular Play,Danique Kerkdijk,16383.0,Right Center Back,4,Bristol City WFC,973,['af42aaeb-9ef4-4a1b-8cbf-27267a6409a0'],38,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:38.946,Pass,
,,,,,,,,,,,,,2.5895,,,,,,,,,,,a259590c-d3af-4713-8d09-635b6bb47a60,41,,"[9.0, 50.0]",19744,0,,,0.66596925,,,Right Foot,,,"[37.0, 72.0]",,Ground Pass,35.608986,,Incomplete,Loren Dykes,16391.0,,,,,,1,Regular Play,Sophie Baggaley,16376.0,Goalkeeper,4,Bristol City WFC,973,"['83852ced-5938-495e-aa3c-815c1d50b623', 'a2beef4a-0310-41ae-b041-615044ceedcf']",41,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:41.576,Pass,
,,,,,,,,,,,,,1.0289,,,,,,,,,,,e1da0359-8311-4332-a3fb-67e1f4239844,46,,"[100.0, 11.0]",19744,0,,,1.1284221,,,Left Foot,True,,"[109.0, 30.0]",,Low Pass,21.023796,,Incomplete,Vivianne Miedema,15623.0,,,,,,1,Regular Play,Katie McCabe,15620.0,Right Center Midfield,5,Arsenal WFC,968,"['3ecb4f90-d1fb-44ad-8ff0-5b406f139d4e', '641c5dbc-2360-498d-a7c6-bc700670120e', 'b137a3f7-ac31-469f-b1ca-bf0b7589e46c']",46,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:46.513,Pass,True
,,,,,,,,,,,,,1.5258,,,,,,,,,,,c87823ec-9958-42c7-a4b5-a2bb77cf69a6,51,,"[118.0, 53.0]",19744,0,,,-1.7894653,,,Right Foot,True,,"[116.0, 44.0]",,Ground Pass,9.219544,,Incomplete,,,,,,,,1,Regular Play,Lisa Evans,10179.0,Left Midfield,5,Arsenal WFC,968,['35b3095b-2016-42fd-b3e8-04e321b55cea'],51,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:51.136,Pass,
,,,,,,,,,,,,,4.5183,,,,,,,,,,,96ad3be8-4ebf-4e78-a9ba-029b48480896,54,,"[19.0, 41.0]",19744,1,,,-0.02040533,,,Drop Kick,,,"[68.0, 40.0]",,High Pass,49.010204,,Incomplete,Juliette Kemppi,16390.0,,,,,,1,Regular Play,Sophie Baggaley,16376.0,Goalkeeper,5,Arsenal WFC,968,"['405b7f4f-9f57-4c4a-af95-ee9bfb06db35', '482d6831-b59e-4e6c-a9e8-548fbac4c5e4']",8,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:01:08.487,Pass,
,,,,,,,,,,,,,1.4965,,,,,,,,,,,405b7f4f-9f57-4c4a-af95-ee9bfb06db35,57,,"[53.0, 41.0]",19744,1,,,2.8706458,,,Right Foot,,,"[35.0, 46.0]",,Ground Pass,18.681541,,,Louise Quinn,15621.0,,,,,Recovery,1,Regular Play,Leah Williamson,18999.0,Right Center Back,5,Arsenal WFC,968,"['3440f952-7ff1-4a2b-86da-be1ccd2c1aec', '96ad3be8-4ebf-4e78-a9ba-029b48480896', '9bc1f421-cfa2-4390-b1bb-322570af2876']",13,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:13.006,Pass,True
,,,,,,,,,,,,,1.3794,,,,,,,,,,,49ce87fd-697b-4474-b2f7-704d7dbbe02a,60,,"[35.0, 46.0]",19744,1,,,1.5707964,,,Left Foot,,,"[35.0, 65.0]",,Ground Pass,19.0,,,Leah Williamson,18999.0,,,,,,1,Regular Play,Louise Quinn,15621.0,Center Back,5,Arsenal WFC,968,['1ff9cc2e-6d89-439b-8f74-b96484103b6e'],15,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:15.396,Pass,
,,,,,,,,,,,,,1.0649,,,,,,,,,,,3ea7d4ec-b583-4056-9867-9008728e5bce,63,,"[47.0, 68.0]",19744,1,,,0.6435011,,,Left Foot,,,"[59.0, 77.0]",,Ground Pass,15.0,,,Danielle van de Donk,10658.0,,,,,,1,Regular Play,Leah Williamson,18999.0,Right Center Back,5,Arsenal WFC,968,['f919f1e3-8cf1-4d82-b104-bf4ea02d5d5c'],21,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:21.672,Pass,
,,,,,,,,,,,,,0.2954,,,,,,,,,,,2185850f-6705-47e5-baf7-8026025b0544,71,,"[57.0, 14.0]",19744,1,,,0.6435011,,,Left Foot,,,"[61.0, 17.0]",,Low Pass,5.0,,Incomplete,,,,,,,,1,Regular Play,Ella Rutherford,16388.0,Left Wing,6,Bristol City WFC,973,"['35e143f5-8b8b-4f6a-80e8-0a258b9f989c', 'bab9e4aa-6860-4afb-a909-84c379b33e50']",27,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:01:27.026,Pass,True
,,,,,,,,,,,,,0.5802,,,,,,,,,,,70d71395-2f8a-468d-be8a-6721942d1ba5,76,,"[51.0, 18.0]",19744,1,,,-0.5585993,,,Left Foot,,,"[59.0, 13.0]",,Ground Pass,9.433981,,,Ella Rutherford,16388.0,,,,,,1,Regular Play,Poppy Pattinson,17274.0,Left Midfield,6,Bristol City WFC,973,"['5477b0f3-7e74-4804-87df-9e9754ae9b65', '9c6a58bc-85a1-4c10-aa67-19ae6079816b']",30,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:01:30.010,Pass,True
,,,,,,,,,,,,,2.751404,,,,,,,,,,,bb7da378-b7f3-4c82-86eb-2949fdb0a8d6,80,,"[52.0, 33.0]",19744,1,,,2.1840036,,,Left Foot,,,"[33.0, 60.0]",,Ground Pass,33.01515,,,Danique Kerkdijk,16383.0,,,,,,1,Regular Play,Ella Rutherford,16388.0,Left Wing,6,Bristol City WFC,973,['a77b6418-09c1-472f-837d-ebf8080e9b00'],33,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:01:33.347,Pass,
,,,,,,,,,,,,,1.804,,,,,,,,,,,122959ed-9b88-4132-83d8-4d8281fe0e20,84,,"[31.0, 65.0]",19744,1,,,0.60228735,,,Right Foot,,,"[47.0, 76.0]",,Ground Pass,19.416489,,,Loren Dykes,16391.0,,,,,,1,Regular Play,Danique Kerkdijk,16383.0,Right Center Back,6,Bristol City WFC,973,['89d614f8-5a3e-4b14-8059-1fcfe8cd1815'],38,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:01:38.235,Pass,
,,,,,,,,,,,,,1.9592,,,,,,,,,,,350ab7a3-4309-4d00-8c7b-996f5a090c74,88,,"[36.0, 76.0]",19744,1,,,-2.9889433,,,Right Foot,,,"[23.0, 74.0]",,Ground Pass,13.152946,,,Danique Kerkdijk,16383.0,,,,,,1,Regular Play,Loren Dykes,16391.0,Right Midfield,6,Bristol City WFC,973,"['88661335-2029-4ecc-ac5e-4d4997f1be08', 'f2946b3e-1f1b-4159-ad45-e905ee74fc55']",41,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:01:41.088,Pass,True
,,,,,,,,,,,,,1.7991,,,,,,,,,,,ce661684-8979-4fd2-9517-8e6da4e5c1f6,91,,"[23.0, 74.0]",19744,1,,,-0.3529904,,,Right Foot,,,"[61.0, 60.0]",,High Pass,40.496914,,,Juliette Kemppi,16390.0,,,,,,1,Regular Play,Danique Kerkdijk,16383.0,Right Center Back,6,Bristol City WFC,973,['30e991fd-51ee-43e2-9970-626a1c791535'],43,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:01:43.088,Pass,
,,,,,,,,,,,,,1.96186,,,,,,,,,,,333d6aee-04fd-4309-88b5-014d1971774b,102,,"[67.0, 15.0]",19744,1,,,2.6271412,,,Left Foot,,,"[44.0, 28.0]",,Ground Pass,26.41969,,,Louise Quinn,15621.0,,,,,,1,Regular Play,Katie McCabe,15620.0,Right Center Midfield,7,Arsenal WFC,968,['4131156e-ef01-4ae1-af71-5aa7f740c641'],48,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:48.503,Pass,
,,,,,,,,,,,,,1.8597,,,,,,,,,,,58ff1dfc-d635-45fd-9ccc-7f86bd6b130d,105,,"[44.0, 28.0]",19744,1,,,0.8224183,,,Right Foot,,,"[57.0, 42.0]",,Ground Pass,19.104973,,,Dominique Johanna Anna Petrone Janssen,10666.0,,,,,,1,Regular Play,Louise Quinn,15621.0,Center Back,7,Arsenal WFC,968,['17c4a802-ea98-4cdf-8285-b7c05d1347c4'],50,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:50.498,Pass,
,,,,,,,,,,,,,1.2484,,,,,,,,,,,00911dfb-6787-4b1f-9aad-86080d980958,108,,"[64.0, 43.0]",19744,1,,,-0.38831872,,,Right Foot,,,"[86.0, 34.0]",,Ground Pass,23.769728,,,Vivianne Miedema,15623.0,,,,,,1,Regular Play,Dominique Johanna Anna Petrone Janssen,10666.0,Center Defensive Midfield,7,Arsenal WFC,968,['fa5ae0a4-72fe-4d63-af2f-66c2fd56ae17'],54,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:54.577,Pass,
,,,,,,,,,,,,,3.588786,,,,,,,,,,,a406b863-3678-4f1c-b024-4b9345e85ec3,112,,"[90.0, 17.0]",19744,1,,,-0.88847977,,,Left Foot,,,"[103.0, 1.0]",,Ground Pass,20.615528,,Out,Katie McCabe,15620.0,,,,,,1,Regular Play,Vivianne Miedema,15623.0,Right Center Forward,7,Arsenal WFC,968,['a9cace2e-a170-4f92-abf5-344a71b9fa42'],59,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:59.354,Pass,
,,,,,,,,,,,,,1.2867,,,,,,,,,,,856861b7-9ab4-4957-91d6-9dd688a6b8c8,114,,"[15.0, 80.0]",19744,2,,,-0.32175055,,,,,,"[36.0, 73.0]",,High Pass,22.135944,,,Lucy Hope,16386.0,,,,,Throw-in,1,From Throw In,Loren Dykes,16391.0,Right Midfield,8,Bristol City WFC,973,['48ba95e8-9bf5-49fc-96ce-b3cbb15d2f22'],16,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:02:16.756,Pass,
,,,,,,,,,,,,,0.7048,,,,,,,,,,,6e574679-5f62-4c77-b35a-e28f7cba6a29,116,,"[36.0, 73.0]",19744,2,,,0.09966865,,,Head,,,"[46.0, 74.0]",,Low Pass,10.049875,,Incomplete,Juliette Kemppi,16390.0,,,,,,1,From Throw In,Lucy Hope,16386.0,Right Wing,8,Bristol City WFC,973,"['d8281da9-5c99-4e46-b444-ccf02e46061e', 'f081ea02-280d-44c8-8bb8-48be465d98ba']",18,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:02:18.123,Pass,
,,,,,,,,,,,,,1.5386,,,,,,,,,,,dc9ec83c-908c-40d1-bb47-e1d31fe3a4e2,120,,"[74.0, 6.0]",19744,2,,,0.0,,,Left Foot,,,"[88.0, 6.0]",,Ground Pass,14.0,,,Katie McCabe,15620.0,,,,,,1,Regular Play,Emma Mukandi,18998.0,Left Center Back,9,Arsenal WFC,968,['7e353980-ad79-4a64-bca6-d9bd08d4c713'],19,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:02:19.209,Pass,
,,,,,,,,,,,,,2.561,,,,,,,,,,,c3f40ad5-2a3d-49fe-b076-cf09ae35e2b9,123,,"[88.0, 6.0]",19744,2,,,2.425849,,,Right Foot,,,"[65.0, 26.0]",,Ground Pass,30.479502,,,Louise Quinn,15621.0,,,,,,1,Regular Play,Katie McCabe,15620.0,Right Center Midfield,9,Arsenal WFC,968,['98d2f409-1272-4c46-8b67-21702f9e9a99'],20,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:02:20.823,Pass,
,,,,,,,,,,,,,1.2303,,,,,,,,,,,b140d59e-bed6-4e9a-a0ee-370e830fd3bd,126,,"[65.0, 26.0]",19744,2,,,0.71883,,,Right Foot,,,"[73.0, 33.0]",,Ground Pass,10.630146,,,Dominique Johanna Anna Petrone Janssen,10666.0,,,,,,1,Regular Play,Louise Quinn,15621.0,Center Back,9,Arsenal WFC,968,['9ba9b342-5c79-4d25-a393-013e1f5df73a'],23,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:02:23.424,Pass,
,,,,,,,,,,,,,1.3238,,,,,,,,,,,84954563-796d-407c-96ed-ab1c25d3ecff,129,,"[73.0, 33.0]",19744,2,,,2.6779451,,,Right Foot,,,"[57.0, 41.0]",,Ground Pass,17.888544,,,Leah Williamson,18999.0,,,,,,1,Regular Play,Dominique Johanna Anna Petrone Janssen,10666.0,Center Defensive Midfield,9,Arsenal WFC,968,['c7481d1d-f908-4e5a-b68a-6c00ef996ebf'],24,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:02:24.695,Pass,
,,,,,,,,,,,,,0.833,,,,,,,,,,,5069f489-1d2d-4d4b-8d93-332058f65cb9,132,,"[71.0, 39.0]",19744,2,,,-0.8685394,,,Right Foot,,,"[82.0, 26.0]",,Ground Pass,17.029387,,,Danielle van de Donk,10658.0,,,,,,1,Regular Play,Leah Williamson,18999.0,Right Center Back,9,Arsenal WFC,968,['43166ef4-aa14-450b-81c9-8c0b152d2d32'],29,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:02:29.884,Pass,
,,,,,,,,,,,,,1.2883,,,,,,,,,,,557e49fa-5215-41dd-b8e2-cfd8c35970f1,135,,"[82.0, 26.0]",19744,2,,,-2.9441972,,,Right Foot,,,"[72.0, 24.0]",,Ground Pass,10.198039,,,Dominique Johanna Anna Petrone Janssen,10666.0,,,,,,1,Regular Play,Danielle van de Donk,10658.0,Right Midfield,9,Arsenal WFC,968,['98703824-7cf8-46c8-bad3-59f2eee41fcc'],30,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:02:30.798,Pass,
,,,,,,,,,,,,,1.474442,,,,,,,,,,,35092d7e-9b4c-4b34-8c2d-c3aaa9e0509f,138,,"[72.0, 24.0]",19744,2,,,-1.929567,,,Right Foot,,,"[66.0, 8.0]",,Ground Pass,17.088007,,,Emma Mukandi,18998.0,,,,,,1,Regular Play,Dominique Johanna Anna Petrone Janssen,10666.0,Center Defensive Midfield,9,Arsenal WFC,968,['63c96a96-73d2-46e6-ab27-568c904f3066'],32,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:02:32.192,Pass,
,,,,,,,,,,,,,0.7503,,,,,,,,,,,df0e940b-da2d-4298-9e83-d20b3d2a16cb,141,,"[66.0, 9.0]",19744,2,,,0.11710875,,,Left Foot,,,"[83.0, 11.0]",,Ground Pass,17.117243,,Incomplete,Jordan Nobbs,10192.0,,,,,,1,Regular Play,Emma Mukandi,18998.0,Left Center Back,9,Arsenal WFC,968,"['17e7a0fe-9faf-421a-b520-6c845a1e0644', '589e228e-1174-4f99-b18e-74c78c7db1b2']",34,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:02:34.933,Pass,
,,,,,,,,,,,,,1.4467,,,,,,,,,,,6f6ff4a3-e15d-4cee-9de3-efb782006145,146,,"[44.0, 75.0]",19744,2,,,-1.080839,,,Right Foot,,,"[52.0, 60.0]",,Ground Pass,17.0,,,Lucy Hope,16386.0,,,,,,1,Regular Play,Carla Humphrey,16384.0,Right Center Midfield,10,Bristol City WFC,973,"['06df390a-d22b-47c2-be80-8db0055cb06f', '6cc8ca6e-1d28-4a12-8455-ebeb4144662e']",38,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:02:38.005,Pass,True
