50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,1.330295,,,,,,,,,,,,,c3378ed8-4137-4d5b-aaec-61d7e6e4818a,17,,"[83.0, 60.0]",19815,0,,,,-0.98279375,,Right Foot,,,,"[89.0, 51.0]",,Low Pass,,10.816654,,,,Megan Connolly,23413.0,,,,,,,1,From Kick Off,Emily Simpkins,23289.0,Right Center Midfield,2,Brighton & Hove Albion WFC,965,['4f501434-3734-4bbd-9a16-8fceb17edf98'],13,,,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:13.335,Pass,
,,,,,,,,,,,,,,,,,1.057901,,,,,,,,,,,,,3b9e007f-ef19-452d-885f-c4a57eddb627,21,,"[82.0, 52.0]",19815,0,,,,1.4994888,,Right Foot,,,,"[83.0, 66.0]",,Ground Pass,,14.035668,,,,Kate Natkiel,16399.0,,,,,,,1,From Kick Off,Megan Connolly,23413.0,Left Center Midfield,2,Brighton & Hove Albion WFC,965,['2ecd7997-80b6-4d27-b261-2af69e52840d'],16,,,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:16.097,Pass,
,,,,,,,,,,,,,,,,,1.745223,,,,,,,,,,,,,fcc78e0a-21a4-4164-bd9c-4b9eb885bbfc,25,,"[81.0, 63.0]",19815,0,,,,-2.3561945,,Right Foot,,,,"[74.0, 56.0]",,Ground Pass,,9.899495,,,,Danielle Buet,20034.0,,,,,,,1,From Kick Off,Kate Natkiel,16399.0,Right Midfield,2,Brighton & Hove Albion WFC,965,['52ef833c-9c46-40c7-afb1-704aac1033a7'],18,,,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:18.664,Pass,
,,,,,,,,,,,,,,,,,1.980252,,,,,,,,,,,,,d38d8a9b-1623-4139-8666-121085c6e041,28,,"[71.0, 45.0]",19815,0,,,,-1.7126933,,Right Foot,,,,"[68.0, 24.0]",,Ground Pass,,21.213203,,,,Victoria Williams,16395.0,,,,,,,1,From Kick Off,Danielle Buet,20034.0,Center Defensive Midfield,2,Brighton & Hove Albion WFC,965,['79e3baca-013a-4b8d-ba0c-94e3cf3a90d1'],21,,,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:21.932,Pass,
,,,,,,,,,,,,,,,,,3.442546,,,,,,,,,,,,,cb626fc3-2c9f-4b7d-baf6-79bf1e9a615f,32,,"[67.0, 25.0]",19815,0,,,,0.37298772,,Right Foot,,,,"[113.0, 43.0]",,High Pass,,49.396355,,Incomplete,,Kayleigh Green,16400.0,,,,,,,1,From Kick Off,Victoria Williams,16395.0,Left Center Back,2,Brighton & Hove Albion WFC,965,"['602f254e-e09d-405b-a99b-49bc91b24d9e', '7a9b64a9-6a47-41d8-b581-e01c1c2ea8a1', 'eaed43ff-77a5-41e7-8aed-b6edc66b3ac5']",25,,,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:25.628,Pass,True
,,,,,,,,,,,,,,,,,3.306862,,,,,,,,,,,,,1d02251a-e703-4167-b9f0-3f758ac11a68,36,,"[15.0, 44.0]",19815,0,,,,0.96850896,,Keeper Arm,,,,"[37.0, 76.0]",,Low Pass,,38.832977,,,,Lisa Evans,10179.0,,,,,,,1,Regular Play,Sari van Veenendaal,10646.0,Goalkeeper,3,Arsenal WFC,968,['42d9d200-ade7-47c5-be6d-7bfb64d1413b'],32,,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:32.071,Pass,
,,,,,,,,,,,,,,,,,1.495932,,,,,,,,,,,,,f32d65c1-87af-4070-9591-68bd555fb9f5,40,,"[41.0, 78.0]",19815,0,,,,-2.5213432,,Right Foot,,,,"[20.0, 63.0]",,Ground Pass,,25.806976,,,,Leah Williamson,18999.0,,,,,,,1,Regular Play,Lisa Evans,10179.0,Right Back,3,Arsenal WFC,968,['702df9c2-da7e-42fd-86ee-f42293e0dd9a'],36,,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:36.137,Pass,
,,,,,,,,,,,,,,,,,2.259254,,,,,,,,,,,,,2b411fc6-9cb4-42ab-aca8-452443ce34d7,43,,"[23.0, 62.0]",19815,0,,,,-1.4570043,,Right Foot,,,,"[27.0, 27.0]",,Ground Pass,,35.22783,,,,Louise Quinn,15621.0,,,,,,,1,Regular Play,Leah Williamson,18999.0,Right Center Back,3,Arsenal WFC,968,['3eb11641-c158-42d7-809a-ee4f43f728db'],39,,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:39.061,Pass,
,,,,,,,,,,,,,,,,,1.417688,,,,,,,,,,,,,586e0e1a-6d46-481a-a136-6d4a47239ea1,46,,"[35.0, 25.0]",19815,0,,,,-1.3825748,,Right Foot,,,,"[39.0, 4.0]",,Ground Pass,,21.377558,,,,Katrine Veje,10088.0,,,,,,,1,Regular Play,Louise Quinn,15621.0,Left Center Back,3,Arsenal WFC,968,['f3288cbc-4a89-4456-bb12-9ccc74b643e2'],44,,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:44.278,Pass,
,,,,,,,,,,,,,,,,,1.189261,,,,,,,,,,,,,618ba5e7-95ed-4da0-857e-2340d0e036e7,49,,"[39.0, 5.0]",19815,0,,,,2.3561945,,Left Foot,,,,"[30.0, 14.0]",,Ground Pass,,12.727922,,,,Louise Quinn,15621.0,,,,,,,1,Regular Play,Katrine Veje,10088.0,Left Back,3,Arsenal WFC,968,['bbbf09ee-a146-4f7d-8a03-6d147f4520a5'],46,,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:46.767,Pass,
,,,,,,,,,,,,,,,,,0.645093,,,,,,,,,,,,,46a36e51-448d-4f2d-a205-f0491d74907b,53,,"[28.0, 14.0]",19815,0,,,,-0.844154,,Right Foot,,,,"[36.0, 5.0]",,Ground Pass,,12.0415945,,,,Katrine Veje,10088.0,,,,,,,1,Regular Play,Louise Quinn,15621.0,Left Center Back,3,Arsenal WFC,968,['0d823640-9f0a-4a16-a888-9d4cbf49c086'],48,,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:48.341,Pass,
,,,,,,,,,,,,,,,,,1.394039,,,,,,,,,,,,,1b09af50-77f5-4ffc-a1a1-3bdbcb3efd8e,56,,"[36.0, 5.0]",19815,0,,,,1.3521274,,Left Foot,,,,"[40.0, 23.0]",,Ground Pass,,18.439089,,,,Dominique Johanna Anna Petrone Janssen,10666.0,,,,,,,1,Regular Play,Katrine Veje,10088.0,Left Back,3,Arsenal WFC,968,['8c3a6774-9d4d-41eb-ade5-322a230ac434'],49,,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:49.909,Pass,
,,,,,,,,,,,,,,,,,1.949661,,,,,,,,,,,,,e3dcb709-0b44-44f8-af36-042b9f0ca9d5,59,,"[42.0, 25.0]",19815,0,,,,0.7977432,,Right Foot,,,,"[82.0, 66.0]",,High Pass,,57.280014,,Incomplete,,Katie McCabe,15620.0,,,True,Through Ball,True,,1,Regular Play,Dominique Johanna Anna Petrone Janssen,10666.0,Right Center Midfield,3,Arsenal WFC,968,"['350e191c-a8f8-4413-b256-8abe904ac7ca', 'b79d3a09-f693-4b53-9e54-c7c667e22167']",53,,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:53.368,Pass,
,,,,,,,,,,,,,,,,,1.040323,,,,,,,,,,,,,0a6d94e5-e7ef-4e5e-a922-4fa60d84716e,63,,"[39.0, 29.0]",19815,0,,,,1.1383885,,Left Foot,,,,"[45.0, 42.0]",,Ground Pass,,14.3178215,,,,Danielle Buet,20034.0,,,,,,,1,Regular Play,Felicity Gibbons,16392.0,Left Back,4,Brighton & Hove Albion WFC,965,['c26af1ad-e1ec-4172-aa36-19f12625a7a5'],57,,,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:57.561,Pass,
,,,,,,,,,,,,,,,,,1.634196,,,,,,,,,,,,,5606bee1-9575-49d6-b2f4-90fa859b92ac,66,,"[43.0, 43.0]",19815,0,,,,1.677532,,Right Foot,,,,"[40.0, 71.0]",,Ground Pass,,28.160255,,,,Kirsty Barton,19414.0,,,,,,,1,Regular Play,Danielle Buet,20034.0,Center Defensive Midfield,4,Brighton & Hove Albion WFC,965,['70e3d311-d8f8-4845-9d06-1548bbbe59d9'],59,,,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:59.973,Pass,
,,,,,,,,,,,,,,,,,1.1398,,,,,,,,,,,,,78e8dd0a-4009-4cd9-8d02-5c3073dd735f,69,,"[41.0, 72.0]",19815,1,,,,-0.63274884,,Right Foot,,,,"[56.0, 61.0]",,Ground Pass,,18.601076,,,,Emily Simpkins,23289.0,,,,,,,1,Regular Play,Kirsty Barton,19414.0,Right Back,4,Brighton & Hove Albion WFC,965,['6b57e591-130e-4839-861c-6480838b587f'],2,,,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:01:02.901,Pass,
,,,,,,,,,,,,,,,,,0.709755,,,,,,,,,,,,,7147632a-55ef-4c3d-8702-fd8c7820119d,77,,"[68.0, 24.0]",19815,1,,,,2.0344439,,Right Foot,,,,"[65.0, 30.0]",,Ground Pass,,6.708204,,,,Dominique Johanna Anna Petrone Janssen,10666.0,,,,,,,1,Regular Play,Danielle van de Donk,10658.0,Left Center Midfield,5,Arsenal WFC,968,['5c440f4d-19d1-41fd-9236-a34119559248'],7,,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:07.527,Pass,
,,,,,,,,,,,,,,,,,1.649495,,,,,,,,,,,,,4856091a-d173-4474-94d6-be0cc7a2f118,81,,"[64.0, 33.0]",19815,1,,,,2.1854594,,Left Foot,,,,"[52.0, 50.0]",,Ground Pass,,20.808653,,,,Leah Williamson,18999.0,,,,,,,1,Regular Play,Dominique Johanna Anna Petrone Janssen,10666.0,Right Center Midfield,5,Arsenal WFC,968,"['9baf75ca-41d1-40fa-a235-ba06ab6bdc06', 'd9de8078-4be7-457e-8099-92a575508069']",9,,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:09.946,Pass,True
,,,,,,,,,,,,,,,,,1.699692,,,,,,,,,,,,,2fe3bc43-0a0e-4c11-9edb-dce23446bb2b,84,,"[64.0, 58.0]",19815,1,,,,1.1071488,,Right Foot,,,,"[74.0, 78.0]",,Ground Pass,,22.36068,,,,Lisa Evans,10179.0,,,,,,,1,Regular Play,Leah Williamson,18999.0,Right Center Back,5,Arsenal WFC,968,['3ddfbc20-2bea-44f9-b046-d9eea4c8ec99'],15,,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:15.843,Pass,
,,,,,,,,,,,,,,,,,1.506383,,,,,,,,,,,,,b9aafad7-ab32-44ef-8262-22d431a8b8cc,88,,"[75.0, 77.0]",19815,1,,,,-1.4056476,,Right Foot,,,,"[77.0, 65.0]",,Ground Pass,,12.165525,,,,Dominique Johanna Anna Petrone Janssen,10666.0,,,,,,,1,Regular Play,Lisa Evans,10179.0,Right Back,5,Arsenal WFC,968,"['ef594b4d-9abb-48b7-9264-091dfcde7dc3', 'f2e7e15f-faee-469c-9479-570bf7d9c7ba']",18,,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:18.383,Pass,True
,,,,,,,,,,,,,,,,,1.221454,,,,,,,,,,,,,b34fed82-e47d-4809-9269-11c132636b6d,92,,"[77.0, 72.0]",19815,1,,,,-3.0916343,,Left Foot,,,,"[57.0, 71.0]",,Ground Pass,,20.024984,,,,Leah Williamson,18999.0,,,,,,,1,Regular Play,Dominique Johanna Anna Petrone Janssen,10666.0,Right Center Midfield,5,Arsenal WFC,968,"['2d8bb8b0-5730-4556-a7c5-c709a7029127', 'b7a4c173-b41e-42ee-b569-c9c1ce923773']",21,,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:21.113,Pass,True
,,,,,,,,,,,,,,,,,2.080329,,,,,,,,,,,,,c3dfa9e9-91ad-46ec-8182-b899dc4e441d,95,,"[57.0, 63.0]",19815,1,,,,-1.5707964,,Right Foot,,,,"[57.0, 38.0]",,Ground Pass,,25.0,,,,Louise Quinn,15621.0,,,,,,,1,Regular Play,Leah Williamson,18999.0,Right Center Back,5,Arsenal WFC,968,['cfe8254e-ed9e-420b-b26e-69fdf3c9cab0'],23,,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:23.516,Pass,
,,,,,,,,,,,,,,,,,1.32041,,,,,,,,,,,,,fd950533-4f3b-4eda-9de8-bab7899b67c0,98,,"[57.0, 38.0]",19815,1,,,,-1.076855,,Right Foot,,,,"[64.0, 25.0]",,Ground Pass,,14.764823,,,,Kim Little,15616.0,,,,,,,1,Regular Play,Louise Quinn,15621.0,Left Center Back,5,Arsenal WFC,968,['1676c024-8203-4b36-8096-f462eae4b4c4'],26,,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:26.247,Pass,
,,,,,,,,,,,,,,,,,0.802188,,,,,,,,,,,,,f586ffa9-5bd3-4366-bc54-c3b9e57cf59f,101,,"[64.0, 26.0]",19815,1,,,,0.0,,Right Foot,,,,"[83.0, 26.0]",,Ground Pass,,19.0,,,,Bethany Mead,15619.0,,,,,,,1,Regular Play,Kim Little,15616.0,Center Defensive Midfield,5,Arsenal WFC,968,['2fa2589b-21d4-4a1a-a1d7-0be9c7fecd22'],28,,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:28.552,Pass,
,,,,,,,,,,,,,,,,,3.564552,,,,,,,,,,,,,29a2d12a-c034-4f99-b4ef-928a11a3c003,105,,"[85.0, 31.0]",19815,1,,,,-0.15499674,,Right Foot,,,,"[117.0, 26.0]",,Ground Pass,,32.38827,,,,Vivianne Miedema,15623.0,,,,Through Ball,True,,1,Regular Play,Bethany Mead,15619.0,Left Midfield,5,Arsenal WFC,968,"['3eb07f08-c57d-48f9-8a17-26be5b18029d', '6730a8ea-176d-4157-81a8-0c0503198638']",30,,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:30.733,Pass,True
,,,,,,,,,,,,,,,,,1.0299,,,,,,,,,,,,,6be50862-6964-4920-a2dc-00ae2ca186b2,108,,"[117.0, 26.0]",19815,1,,,,2.2142975,500af4c4-7e09-4114-abdf-47b31d7bd464,Right Foot,True,True,,"[108.0, 38.0]",,Ground Pass,,15.0,,,,Kim Little,15616.0,True,,,,,,1,Regular Play,Vivianne Miedema,15623.0,Center Forward,5,Arsenal WFC,968,['0d6e0f4f-63d5-4c0e-87dc-028bbf0a1a00'],35,,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:35.548,Pass,
,,,,,,,,,,,,,,,,,1.152807,,,,,,,,,,,,,76d90f9f-5abe-4df6-b838-65437f57bb99,112,,"[6.0, 1.0]",19815,2,,,,0.41822433,,,,,,"[15.0, 5.0]",,High Pass,,9.848858,,,,Aileen Whelan,16374.0,,,,,,Throw-in,1,From Throw In,Felicity Gibbons,16392.0,Left Back,6,Brighton & Hove Albion WFC,965,['ce2e3f0f-5589-4a2d-87f3-121dbcebd508'],2,,,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:02:02.231,Pass,
,,,,,,,,,,,,,,,,,0.6766,,,,,,,,,,,,,4a0a9cc9-5a57-4a6d-b188-196f3741d13a,116,,"[15.0, 4.0]",19815,2,,,,-2.55359,,Left Foot,,,,"[12.0, 2.0]",,Ground Pass,,3.6055512,,,,Felicity Gibbons,16392.0,,,,,,,1,From Throw In,Aileen Whelan,16374.0,Left Midfield,6,Brighton & Hove Albion WFC,965,"['26174273-1cdc-4f1a-9d4a-4cf4a15dbe3a', '2b4553c5-f1de-4178-886c-d0d42250fdda']",3,,,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:02:03.788,Pass,True
,,,,,,,,,,,,,,,,,3.174618,,,,,,,,,,,,,8f08f5ec-88b8-4e6c-abec-a6b127dcc77e,118,,"[11.0, 2.0]",19815,2,,,,-0.032246884,,Left Foot,,,,"[42.0, 1.0]",,High Pass,,31.016125,,Out,,,,,,,,,,1,From Throw In,Felicity Gibbons,16392.0,Left Back,6,Brighton & Hove Albion WFC,965,,4,,,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:02:04.465,Pass,
,,,,,,,,,,,,,,,,,0.618722,,,,,,,,,,,,,74c8eec7-7711-42e4-a88a-06a18396b9a3,119,,"[85.0, 80.0]",19815,2,,,,-1.2924967,,,,,,"[87.0, 73.0]",,High Pass,,7.28011,,,,Danielle van de Donk,10658.0,,,,,,Throw-in,1,From Throw In,Lisa Evans,10179.0,Right Back,7,Arsenal WFC,968,['585fc4aa-570e-4033-b23f-e0d1e587a4e6'],31,,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:02:31.394,Pass,
,,,,,,,,,,,,,,,,,0.737554,,,,,,,,,,,,,c95bc7b8-4abb-4fcb-b41c-2950dc04b11a,122,,"[88.0, 72.0]",19815,2,,,,1.5707964,,Right Foot,,,,"[88.0, 78.0]",,Low Pass,,6.0,,,,Lisa Evans,10179.0,,,,,,,1,From Throw In,Danielle van de Donk,10658.0,Left Center Midfield,7,Arsenal WFC,968,['65c6c304-7488-4db4-b624-189e09533c3c'],32,,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:02:32.191,Pass,
