50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_offensive,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,0.0,,,,,,,,,,b2827a87-fb25-4e09-bca1-9c81547c160e,1,,,,19773,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Everton LFC,967,,0,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 15576, 'name': 'Kirstie Levell'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 18254, 'name': 'Megan Finnigan'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 20}, {'player': {'id': 15574, 'name': 'Georgia Brougham'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 15575, 'name': 'Gabrielle George'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 19687, 'name': 'Taylor Hinds'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 14}, {'player': {'id': 15577, 'name': 'Angharad James'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 12}, {'player': {'id': 15558, 'name': 'Dominique Bruinenberg'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 22}, {'player': {'id': 15559, 'name': 'Simone Magill'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 10}, {'player': {'id': 15579, 'name': 'Inessa Kaagman'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 8}, {'player': {'id': 15570, 'name': 'Chloe Kelly'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 18253, 'name': 'Hannah Cain'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 16}]}",Everton LFC,967,00:00:00.000,Starting XI,
,,,,,,,,,,,,,0.0,,,,,,,,,,bfc035f0-e5e1-4b0b-9ef2-ab1ba3bff0fc,2,,,,19773,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Everton LFC,967,,0,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 15626, 'name': 'Anke Preuß'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 15629, 'name': 'Satara Murray'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 44}, {'player': {'id': 15614, 'name': 'Sophie Elizabeth Bradley-Auckland'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 15618, 'name': 'Jasmine Matthews'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 2}, {'player': {'id': 15630, 'name': 'Leigh-Anne Robe'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 19777, 'name': 'Niamh Fahey'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 15218, 'name': 'Jessica Anne Clarke'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 7}, {'player': {'id': 19416, 'name': 'Laura Coombs'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 15628, 'name': 'Christie Murray'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 15613, 'name': 'Rinsola Babajide'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 20}, {'player': {'id': 15611, 'name': 'Courtney Sweetman-Kirk'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Liverpool WFC,966,00:00:00.000,Starting XI,
,,,,,,,,,,,,,0.0,,,,,,,,,,2bb7e3a8-6c79-47e8-9e16-e264ef18ddc7,3,,,,19773,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Everton LFC,967,['098c99d4-0a53-46f0-8e09-7519dc95c8fc'],0,,,,,,,,,,,,,,,,Everton LFC,967,00:00:00.000,Half Start,
,,,,,,,,,,,,,0.0,,,,,,,,,,098c99d4-0a53-46f0-8e09-7519dc95c8fc,4,,,,19773,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Everton LFC,967,['2bb7e3a8-6c79-47e8-9e16-e264ef18ddc7'],0,,,,,,,,,,,,,,,,Liverpool WFC,966,00:00:00.000,Half Start,
,,,,,,,,,,,,,0.0,,,,,,,,,,c8d3dc9b-4c82-464f-931c-0a197fc5aadc,1902,,,,19773,45,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,104,Everton LFC,967,['a1f19b2e-6447-421d-a704-5337f02f52d6'],0,,,,,,,,,,,,,,,,Liverpool WFC,966,00:00:00.000,Half Start,
,,,,,,,,,,,,,0.0,,,,,,,,,,a1f19b2e-6447-421d-a704-5337f02f52d6,1903,,,,19773,45,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,104,Everton LFC,967,['c8d3dc9b-4c82-464f-931c-0a197fc5aadc'],0,,,,,,,,,,,,,,,,Everton LFC,967,00:00:00.000,Half Start,
,,,,,,,,,,,,,1.062828,,,,,,,,,,bd0a887f-5759-4e11-aa53-ad74d9397542,5,,,"[61.0, 41.0]",19773,0,,,2.863293,,,Right Foot,,,,"[54.0, 43.0]",,Ground Pass,7.28011,,Christie Murray,15628.0,,,,,Kick Off,1,From Kick Off,Laura Coombs,19416.0,Right Center Midfield,2,Liverpool WFC,966,['ab38d205-9fd8-49c0-b21e-36bc084fc4ef'],0,,,,,,,,,,,,,,,,Liverpool WFC,966,00:00:00.909,Pass,
,,,,,,,,,,,,,3.1796,,,,,,,,,,c8e365fa-13a7-4a3e-a559-e0bf02a8ff20,8,,,"[55.0, 44.0]",19773,0,,,-0.6435011,,,Right Foot,,,,"[83.0, 23.0]",,High Pass,35.0,,Courtney Sweetman-Kirk,15611.0,,,,,,1,From Kick Off,Christie Murray,15628.0,Left Center Midfield,2,Liverpool WFC,966,['0be9739a-4486-4d5d-9501-88fbdcf9f05f'],2,,,,,,,,,,,,,,,,Liverpool WFC,966,00:00:02.126,Pass,
,,,,,,,,,,,,,1.018879,,,,,,,,,,df3febdc-8310-4078-8a6f-ca99f43c8d77,11,,,"[83.0, 23.0]",19773,0,,True,1.7894653,,,,,,,"[81.0, 32.0]",,High Pass,9.219544,Incomplete,Laura Coombs,19416.0,,,,,,1,From Kick Off,Courtney Sweetman-Kirk,15611.0,Center Forward,2,Liverpool WFC,966,"['263dc14a-7ecf-4800-bfed-f4b570180c8b', '2905d99a-39c1-4083-bbc5-ac484a3a80c2', 'b1836387-8615-4c94-b634-bd53865ca13a']",5,,,,,,,,,,,,,,,,Liverpool WFC,966,00:00:05.305,Pass,True
,,,,,,,,,,,,,1.334349,,,,,,,,,,2905d99a-39c1-4083-bbc5-ac484a3a80c2,13,,,"[40.0, 49.0]",19773,0,,,-0.19739556,,,Left Foot,,,,"[55.0, 46.0]",,Ground Pass,15.297058,Incomplete,,,,,,,Recovery,1,From Kick Off,Dominique Bruinenberg,15558.0,Left Center Midfield,2,Liverpool WFC,966,"['902b751e-5fb1-4435-a498-9e812427d296', 'df3febdc-8310-4078-8a6f-ca99f43c8d77']",6,,,,,,,,,,,,,,,,Everton LFC,967,00:00:06.324,Pass,
