ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,carry_end_location,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,0.0,,,,,,,,,,,bd665922-2887-43d7-a375-6dca3d6f39e2,1,,,,19726,0,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Everton LFC,967,,0,,,,,,,,,,,,,,"{'formation': 32221, 'lineup': [{'player': {'id': 15576, 'name': 'Kirstie Levell'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 18254, 'name': 'Megan Finnigan'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 20}, {'player': {'id': 15574, 'name': 'Georgia Brougham'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 4}, {'player': {'id': 15575, 'name': 'Gabrielle George'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 15578, 'name': 'Faye Bryson'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 2}, {'player': {'id': 19687, 'name': 'Taylor Hinds'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 14}, {'player': {'id': 15577, 'name': 'Angharad James'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 12}, {'player': {'id': 15573, 'name': 'Abbey-Leigh Stringer'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 13}, {'player': {'id': 15559, 'name': 'Simone Magill'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 10}, {'player': {'id': 15579, 'name': 'Inessa Kaagman'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 8}, {'player': {'id': 18253, 'name': 'Hannah Cain'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 16}]}",Everton LFC,967,00:00:00.000,Starting XI,
,,,,,,,,,0.0,,,,,,,,,,,73e223da-f520-491e-ac4c-d9974df23566,2,,,,19726,0,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Everton LFC,967,,0,,,,,,,,,,,,,,"{'formation': 41221, 'lineup': [{'player': {'id': 19421, 'name': 'Carly Mitchell Telford'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 28}, {'player': {'id': 19422, 'name': 'Jessica Carter'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 7}, {'player': {'id': 4642, 'name': 'Millie Bright'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 4633, 'name': 'Magdalena Lilly Eriksson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 16}, {'player': {'id': 10222, 'name': 'Jonna Ann-Charlotte Andersson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 20}, {'player': {'id': 15549, 'name': 'Sophie Louise Ingle'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 15553, 'name': 'Karen Julia Carney'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 4647, 'name': 'So-Yun Ji'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 17273, 'name': 'Adelina Engman'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 17}, {'player': {'id': 4659, 'name': 'Ramona Bachmann'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 23}, {'player': {'id': 4638, 'name': 'Drew Spence'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 24}]}",Chelsea FCW,971,00:00:00.000,Starting XI,
,,,,,,,,,0.0,,,,,,,,,,,2dc1fb9e-1da8-4226-9253-a81623171f1c,3,,,,19726,0,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Everton LFC,967,['612ad5b3-6e51-4256-aa74-b5d013c17c9b'],0,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:00.000,Half Start,
,,,,,,,,,0.0,,,,,,,,,,,612ad5b3-6e51-4256-aa74-b5d013c17c9b,4,,,,19726,0,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Everton LFC,967,['2dc1fb9e-1da8-4226-9253-a81623171f1c'],0,,,,,,,,,,,,,,,Everton LFC,967,00:00:00.000,Half Start,
,,,,,,,,,0.0,,,,,,,,,,,82c4d6ba-1075-4f75-b7da-ccdecff3c111,1619,,,,19726,45,,,,,,,,,,,,,,,,,,2,Regular Play,,,,110,Everton LFC,967,['7f08ca6b-1238-464d-b90f-337be26c804a'],0,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:00.000,Half Start,
,,,,,,,,,0.0,,,,,,,,,,,7f08ca6b-1238-464d-b90f-337be26c804a,1620,,,,19726,45,,,,,,,,,,,,,,,,,,2,Regular Play,,,,110,Everton LFC,967,['82c4d6ba-1075-4f75-b7da-ccdecff3c111'],0,,,,,,,,,,,,,,,Everton LFC,967,00:00:00.000,Half Start,
,,,,,,,,,0.8829,,,,,,,,,,,e39863bb-9327-45e6-b2fd-8c7a9670e888,5,,,"[61.0, 41.0]",19726,0,,,2.4329665,,Right Foot,,,,"[54.0, 47.0]",Ground Pass,9.219544,,So-Yun Ji,4647.0,,,Kick Off,1,From Kick Off,Drew Spence,4638.0,Center Forward,2,Chelsea FCW,971,['3af22d96-1eda-4fba-9196-086ad81a0595'],1,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:01.262,Pass,
,,,,,,,,,1.4865,,,,,,,,,,,f790d2cb-d6da-42a2-a389-cffd2815ed97,8,,,"[55.0, 50.0]",19726,0,,,1.5308176,,Right Foot,,,,"[56.0, 75.0]",Ground Pass,25.019993,,Jessica Carter,19422.0,,,,1,From Kick Off,So-Yun Ji,4647.0,Left Center Midfield,2,Chelsea FCW,971,['1f9d9fb5-8a7b-408a-974c-6e09957dda6b'],3,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:03.149,Pass,
,,,,,,,,,1.1257,,,,,,,,,,,ab2727e6-f60b-4217-a3ac-629cfa9a3185,11,,,"[66.0, 77.0]",19726,0,,,-2.3561945,,Right Foot,,,,"[58.0, 69.0]",Ground Pass,11.313708,,So-Yun Ji,4647.0,,,,1,From Kick Off,Jessica Carter,19422.0,Right Back,2,Chelsea FCW,971,['7bd011e6-09ce-40ad-abc1-04fb0ef3a3ea'],7,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:07.173,Pass,
,,,,,,,,,1.69778,,,,,,,,,,,c4b39b26-749b-4a41-96a3-615ddc666a85,14,,,"[57.0, 66.0]",19726,0,,,-1.7088023,,Right Foot,,,,"[52.0, 30.0]",Low Pass,36.345562,,Magdalena Lilly Eriksson,4633.0,,,,1,From Kick Off,So-Yun Ji,4647.0,Left Center Midfield,2,Chelsea FCW,971,['914b42be-d3ed-47f3-a826-482947e1ded6'],9,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:09.805,Pass,
