50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_end_location,pass_height,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,5.2888,,,,,,,,,,,,,,5960e7a8-e745-439c-88d1-6e92e8bafd70,2350,,,"[21.0, 66.0]",19743,56,,,,-0.8176451,,,Right Foot,,"[66.0, 18.0]",Low Pass,65.795135,Incomplete,,,,True,,,Recovery,2,Regular Play,Sophie Louise Ingle,15549.0,Right Defensive Midfield,120,Birmingham City WFC,969,"['6caa8ef7-2233-42d7-8287-2b05669531fc', '779a45a2-45f3-499f-bfb7-12766f72f708']",14,,,,,,,,,,,,,,,,Chelsea FCW,971,00:11:14.643,Pass,True
,,,,,,,,,,,1.089119,,,,,,,,,,,,,,52945339-68fd-4059-bee0-b788c59c76a9,2356,,,"[50.0, 78.0]",19743,56,,,,-1.4056476,,,Right Foot,,"[51.0, 72.0]",Ground Pass,6.0827627,,Chloe Arthur,10193.0,,,,,Free Kick,2,From Free Kick,Meaghan Sargeant,19502.0,Right Center Back,121,Birmingham City WFC,969,['9b5a4c24-5bf7-4573-a58c-b7c893d26364'],35,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:11:35.888,Pass,
,,,,,,,,,,,1.484407,,,,,,,,,,,,,,b3f3f4cf-eac1-467f-bf15-d9a88746d12e,2359,,,"[51.0, 72.0]",19743,56,,,,2.7367008,,,Right Foot,,"[44.0, 75.0]",Ground Pass,7.615773,,Meaghan Sargeant,19502.0,,,,,,2,From Free Kick,Chloe Arthur,10193.0,Right Defensive Midfield,121,Birmingham City WFC,969,['67ca57eb-30f9-48d2-9cd6-23fccd29916b'],37,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:11:37.057,Pass,
,,,,,,,,,,,2.163127,,,,,,,,,,,,,,17845845-091b-46b5-ab05-b62fb4a95f69,2362,,,"[32.0, 60.0]",19743,56,,,,-2.3561945,,,Right Foot,,"[14.0, 42.0]",Ground Pass,25.455845,,Ann-Katrin Berger,15560.0,,,,,,2,From Free Kick,Meaghan Sargeant,19502.0,Right Center Back,121,Birmingham City WFC,969,['1a758e32-3870-4681-b94a-8488cef126e6'],44,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:11:44.492,Pass,
,,,,,,,,,,,2.1984,,,,,,,,,,,,,,9feb32a4-db28-4edc-8dfa-c17eec41c97f,2365,,,"[14.0, 42.0]",19743,56,,,,-0.9944211,,,Right Foot,,"[27.0, 22.0]",Ground Pass,23.853722,,Aoife Mannion,19503.0,,,,,,2,From Free Kick,Ann-Katrin Berger,15560.0,Goalkeeper,121,Birmingham City WFC,969,['762a8e1d-9055-46a4-8d22-980fb57b3a29'],46,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:11:46.695,Pass,
,,,,,,,,,,,1.3871,,,,,,,,,,,,,,d83c9d1c-89d3-4804-ae48-7e9362ab7097,2368,,,"[34.0, 23.0]",19743,56,,,,-0.61320734,,,Right Foot,,"[61.0, 4.0]",Ground Pass,33.01515,,Charlie Wellings,15563.0,,,,,,2,From Free Kick,Aoife Mannion,19503.0,Left Center Back,121,Birmingham City WFC,969,['a55e0221-a475-4a14-b68c-a4f12404a142'],50,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:11:50.900,Pass,
,,,,,,,,,,,0.3833,,,,,,,,,,,,,,2560055c-7440-46b7-b513-ddccad75c535,2371,,,"[61.0, 4.0]",19743,56,,,,0.24497867,,,Right Foot,,"[65.0, 5.0]",Ground Pass,4.1231055,Incomplete,,,,,,,,2,From Free Kick,Charlie Wellings,15563.0,Right Wing,121,Birmingham City WFC,969,['0bc0bd91-9594-4ce1-98d9-4e6033230b35'],52,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:11:52.527,Pass,
,,,,,,,,,,,1.10393,,,,,,,,,,,,,,9aaf6976-0b87-43fb-8ce3-a9651afc55bc,2373,,,"[53.0, 1.0]",19743,56,,,,2.9147937,,,,,"[40.0, 4.0]",Low Pass,13.341664,,Aoife Mannion,19503.0,,,,,Throw-in,2,From Throw In,Kerys Harrop,15569.0,Left Back,122,Birmingham City WFC,969,['bea7c3b0-4814-41e3-9ffe-b044f550858d'],57,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:11:57.772,Pass,
,,,,,,,,,,,1.1028,,,,,,,,,,,,,,79f019e4-d9bf-4056-aab6-e46bf4c70222,2377,,,"[54.0, 19.0]",19743,57,,,,0.09966865,,,Right Foot,,"[84.0, 22.0]",High Pass,30.149628,,Lucy Staniforth,15562.0,,,,,,2,From Throw In,Aoife Mannion,19503.0,Left Center Back,122,Birmingham City WFC,969,['0300d275-7823-49bb-a1b6-47ba64c8e708'],4,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:12:04.130,Pass,
,,,,,,,,,,,2.1063,,,,,,,,,,,,,,343d1949-426e-4710-9ee0-fcc8161abdc1,2379,,,"[84.0, 22.0]",19743,57,,,,3.1415927,,,Head,,"[69.0, 22.0]",High Pass,15.0,Incomplete,Emma Follis,15557.0,,,,,,2,From Throw In,Lucy Staniforth,15562.0,Center Attacking Midfield,122,Birmingham City WFC,969,"['b6aefc65-b2f8-4df1-827e-13dee03dec9d', 'ef9a062d-0a29-4bd2-98bd-f1d075868bf9']",5,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:12:05.272,Pass,
,,,,,,,,,,,4.08,,,,,,,,,,,,,,b6aefc65-b2f8-4df1-827e-13dee03dec9d,2381,,,"[52.0, 59.0]",19743,57,,,,-0.084901795,,,Right Foot,,"[99.0, 55.0]",High Pass,47.169907,,Francesca Kirby,4641.0,,,,,Recovery,2,From Throw In,Sophie Louise Ingle,15549.0,Right Defensive Midfield,122,Birmingham City WFC,969,"['068b50db-47df-4042-a5d6-61a940da7154', '343d1949-426e-4710-9ee0-fcc8161abdc1']",7,,,,,,,,,,,,,,,,Chelsea FCW,971,00:12:07.379,Pass,
,,,,,,,,,,,1.409948,,,,,,,,,,,,,,dfabe783-5f57-47d9-8f26-ba5e9f39e22f,2390,,,"[3.0, 25.0]",19743,57,,,,-1.2490457,,,Right Foot,,"[7.0, 13.0]",Ground Pass,12.649111,,Kerys Harrop,15569.0,,,,,,2,From Throw In,Meaghan Sargeant,19502.0,Right Center Back,122,Birmingham City WFC,969,['1818b519-eb75-45b9-81a8-c9f3a873d9f0'],17,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:12:17.343,Pass,
,,,,,,,,,,,1.078171,,,,,,,,,,,,,,e63fcb68-3002-4a69-b157-478e0cc3d085,2393,,,"[7.0, 10.0]",19743,57,,,,0.7853982,,,Left Foot,,"[16.0, 19.0]",Ground Pass,12.727922,,Aoife Mannion,19503.0,,,,,,2,From Throw In,Kerys Harrop,15569.0,Left Back,122,Birmingham City WFC,969,['eca72ff1-1cc5-431b-a3e0-8f6fc294b22e'],19,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:12:19.572,Pass,
,,,,,,,,,,,1.1617,,,,,,,,,,,,,,d969ae0d-e592-4618-b3f6-7823da35989b,2397,,,"[13.0, 14.0]",19743,57,,,,-2.0344439,,,Left Foot,,"[8.0, 4.0]",Ground Pass,11.18034,,Kerys Harrop,15569.0,,,,,,2,From Throw In,Aoife Mannion,19503.0,Left Center Back,122,Birmingham City WFC,969,['e346b140-5c29-4f7c-95b0-999d15165c77'],22,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:12:22.272,Pass,
,,,,,,,,,,,1.447166,,,,,,,,,,,,,,3ae1afe5-523b-47fe-ac72-7c3a72092ca1,2400,,,"[8.0, 4.0]",19743,57,,,,-0.15660188,,,Left Foot,,"[27.0, 1.0]",High Pass,19.235384,Out,Charlie Wellings,15563.0,,,,,,2,From Throw In,Kerys Harrop,15569.0,Left Back,122,Birmingham City WFC,969,['d741dc97-c217-4737-832a-8065412494c1'],23,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:12:23.513,Pass,
,,,,,,,,,,,1.014382,,,,,,,,,,,,,,ec98eb35-117e-46ef-abf3-6801e0c4ad20,2402,,,"[93.0, 80.0]",19743,57,,,,-1.5707964,,,,,"[93.0, 69.0]",High Pass,11.0,,So-Yun Ji,4647.0,,,,,Throw-in,2,From Throw In,Jessica Carter,19422.0,Right Back,123,Chelsea FCW,971,['89c27c96-434a-4f8a-960f-0e61c98b9bae'],35,,,,,,,,,,,,,,,,Chelsea FCW,971,00:12:35.939,Pass,
,,,,,,,,,,,1.157804,,,,,,,,,,,,,,e3b3aa08-0b08-43b2-b827-fde1d8a21caf,2405,,,"[92.0, 69.0]",19743,57,,,,1.4711276,,,Right Foot,,"[93.0, 79.0]",Low Pass,10.049875,,Jessica Carter,19422.0,,,,,,2,From Throw In,So-Yun Ji,4647.0,Center Attacking Midfield,123,Chelsea FCW,971,['bdef523b-2f34-4e16-a062-19cd58cf887a'],37,,,,,,,,,,,,,,,,Chelsea FCW,971,00:12:37.359,Pass,
,,,,,,,,,,,1.3884,,,,,,,,,,,,,,21e29332-808c-44c7-b928-fed6c1f850c3,2408,,,"[93.0, 79.0]",19743,57,,,,-1.6814536,,,Right Foot,,"[92.0, 70.0]",High Pass,9.055386,Incomplete,So-Yun Ji,4647.0,,,,,,2,From Throw In,Jessica Carter,19422.0,Right Back,123,Chelsea FCW,971,"['3dca8e7b-475e-4b5d-bf2a-dcc34b3a7496', '937288cd-9b42-47c3-8eab-8c636f1176f5']",38,,,,,,,,,,,,,,,,Chelsea FCW,971,00:12:38.557,Pass,
,,,,,,,,,,,1.6456,,,,,,,,,,,,,,3dca8e7b-475e-4b5d-bf2a-dcc34b3a7496,2410,,,"[29.0, 11.0]",19743,57,,,,-1.5707964,,,Head,,"[29.0, 7.0]",High Pass,4.0,,Charlie Wellings,15563.0,,,,,Interception,2,From Throw In,Lucy Staniforth,15562.0,Center Attacking Midfield,123,Chelsea FCW,971,"['21e29332-808c-44c7-b928-fed6c1f850c3', 'fdafab9b-958e-4e2f-89c2-530e9d0805ae']",39,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:12:39.946,Pass,
,,,,,,,,,,,0.606889,,,,,,,,,,,,,,9462b30c-042a-4e74-80e4-9a6dcf6d1bfe,2416,,,"[93.0, 73.0]",19743,57,,,,0.32175055,,,Right Foot,,"[99.0, 75.0]",Ground Pass,6.3245554,,Bethany England,15550.0,,,,,,2,From Throw In,So-Yun Ji,4647.0,Center Attacking Midfield,123,Chelsea FCW,971,['c230cfad-a297-4746-a9a9-f04840435a40'],43,,,,,,,,,,,,,,,,Chelsea FCW,971,00:12:43.823,Pass,
,,,,,,,,,,,1.4261,,,,,,,,,,,,,,4f334496-9814-4295-95bd-e890f37a8313,2419,,,"[99.0, 75.0]",19743,57,,,,-2.158799,,,Left Foot,,"[95.0, 69.0]",Ground Pass,7.2111025,Incomplete,So-Yun Ji,4647.0,,,,,,2,From Throw In,Bethany England,15550.0,Left Midfield,123,Chelsea FCW,971,"['5846b6c6-e225-4c20-af37-0c8d7be3b572', '8c55d256-f4b5-4a91-a0df-af9d73a7c9e6']",44,,,,,,,,,,,,,,,,Chelsea FCW,971,00:12:44.470,Pass,
,,,,,,,,,,,1.0088,,,,,,,,,,,,,,9ffa461a-7212-4ccf-b5d3-3e86392f4baa,2428,,,"[96.0, 70.0]",19743,57,,,,-0.9652517,,,Right Foot,,"[105.0, 57.0]",Ground Pass,15.811388,Incomplete,Bethany England,15550.0,,,,,,2,From Throw In,So-Yun Ji,4647.0,Center Attacking Midfield,123,Chelsea FCW,971,"['395e7130-aec0-4094-a1b7-1cb66d155656', '42a8d450-06f7-434c-986f-bea499951717', '437b6079-c8d3-443b-b127-090b2a4e733a']",49,,,,,,,,,,,,,,,,Chelsea FCW,971,00:12:49.180,Pass,True
,,,,,,,,,,,1.407684,,,,,,,,,,,,,,08a1fc4b-968a-4949-9b33-d69b14f59731,2432,,,"[5.0, 23.0]",19743,57,,,,-1.2679114,,,Right Foot,,"[10.0, 7.0]",Ground Pass,16.763054,,Kerys Harrop,15569.0,,,,,,2,From Throw In,Aoife Mannion,19503.0,Left Center Back,123,Chelsea FCW,971,['b5ea2b3c-34ec-4fe3-9073-4f43ae37c5fb'],52,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:12:52.787,Pass,
,,,,,,,,,,,1.385964,,,,,,,,,,,,,,fbb4926c-0176-4ca5-b59d-b100087a7fe9,2440,,,"[104.0, 70.0]",19743,58,,,,-1.2924967,,,Right Foot,,"[108.0, 56.0]",Ground Pass,14.56022,,Francesca Kirby,4641.0,,,,,Recovery,2,From Throw In,So-Yun Ji,4647.0,Center Attacking Midfield,123,Chelsea FCW,971,['e6cebd9d-a650-4815-b291-05be433f44cb'],2,,,,,,,,,,,,,,,,Chelsea FCW,971,00:13:02.992,Pass,
,,,,,,,,,,,0.7531,,,,,,,,,,,,,,2b3eb583-f0a2-4ecc-8fc6-8c550c632baa,2443,,,"[109.0, 54.0]",19743,58,,,,-1.9890207,627ed789-ec90-47f4-8248-0b4c98b0515b,,Right Foot,,"[105.0, 45.0]",Ground Pass,9.848858,,Erin Cuthbert,4660.0,True,,,,,2,From Throw In,Francesca Kirby,4641.0,Center Forward,123,Chelsea FCW,971,['b6925791-e343-4347-ad19-2785f3a4d53d'],5,,,,,,,,,,,,,,,,Chelsea FCW,971,00:13:05.111,Pass,
,,,,,,,,,,,2.837195,,,,,,,,,,,,,,37e2934c-36be-47a3-a732-ed7c45df4a4a,2448,,,"[14.0, 58.0]",19743,58,,True,,0.6310794,,,Keeper Arm,,"[40.0, 77.0]",Ground Pass,32.202484,,Harriet Scott,19592.0,,,,,,2,From Keeper,Ann-Katrin Berger,15560.0,Goalkeeper,125,Birmingham City WFC,969,['b4207bcb-386e-42a9-80ab-03b341cf314e'],23,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:13:23.132,Pass,
,,,,,,,,,,,1.456915,,,,,,,,,,,,,,d5974bb1-abd0-4fcd-9c18-c9a5ea145d4d,2452,,,"[41.0, 77.0]",19743,58,,,,-2.3996453,,,Right Foot,,"[29.0, 66.0]",Ground Pass,16.27882,,Meaghan Sargeant,19502.0,,,,,,2,Regular Play,Harriet Scott,19592.0,Right Back,126,Birmingham City WFC,969,"['023becee-6bc4-4da5-a6a0-596714e4108b', '853b058d-c1e6-4b08-a292-0938a8a0279d']",26,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:13:26.428,Pass,True
,,,,,,,,,,,0.955182,,,,,,,,,,,,,,a573cbb0-1d60-4245-957e-46f30eb9aac0,2455,,,"[29.0, 66.0]",19743,58,,,,-0.7853982,,,Right Foot,,"[36.0, 59.0]",Ground Pass,9.899495,,Hayley Ladd,19501.0,,,,,,2,Regular Play,Meaghan Sargeant,19502.0,Right Center Back,127,Birmingham City WFC,969,['51822152-de30-40a6-a09e-ec459b3d001f'],28,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:13:28.958,Pass,
,,,,,,,,,,,1.835026,,,,,,,,,,,,,,2e7cf657-a8fa-4cf2-8b9c-10eb208a20d6,2458,,,"[37.0, 54.0]",19743,58,,,,-1.7607846,,,Right Foot,,"[32.0, 28.0]",Ground Pass,26.476404,,Kerys Harrop,15569.0,,,,,,2,Regular Play,Hayley Ladd,19501.0,Left Defensive Midfield,128,Birmingham City WFC,969,['aebf0e38-028e-4c62-a5ec-62e9a4222c54'],31,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:13:31.144,Pass,
,,,,,,,,,,,1.2497,,,,,,,,,,,,,,c4785331-374a-403e-915f-b5609cfc2b17,2461,,,"[33.0, 26.0]",19743,58,,,,-0.27094686,,,Left Foot,,"[69.0, 16.0]",Low Pass,37.363083,,Charlie Wellings,15563.0,,,,,,2,Regular Play,Kerys Harrop,15569.0,Left Back,129,Birmingham City WFC,969,['9512de21-65bb-43ee-a03a-f563138019e3'],34,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:13:34.309,Pass,
,,,,,,,,,,,0.932133,,,,,,,,,,,,,,6f202658-76b2-4c77-9ce5-374e3baf1ce6,2465,,,"[13.0, 61.0]",19743,58,,,,-0.4636476,,,Right Foot,,"[23.0, 56.0]",Ground Pass,11.18034,,Millie Bright,4642.0,,,,,Recovery,2,Regular Play,Rut Hedvig Lindahl,4640.0,Goalkeeper,130,Chelsea FCW,971,['8cf4e010-d13a-4822-a20d-e469e7101f33'],39,,,,,,,,,,,,,,,,Chelsea FCW,971,00:13:39.316,Pass,
,,,,,,,,,,,1.529128,,,,,,,,,,,,,,e83b7c81-9ec9-45ab-b427-23610d7210bc,2468,,,"[28.0, 53.0]",19743,58,,,,-1.4601392,,,Right Foot,,"[31.0, 26.0]",Ground Pass,27.166155,,Magdalena Lilly Eriksson,4633.0,,,,,,2,Regular Play,Millie Bright,4642.0,Right Center Back,130,Chelsea FCW,971,['e34e8344-dc98-4495-90c0-537899e1e984'],42,,,,,,,,,,,,,,,,Chelsea FCW,971,00:13:42.341,Pass,
,,,,,,,,,,,1.557452,,,,,,,,,,,,,,90d0f3f1-917e-44bf-b998-819c914faf9e,2471,,,"[34.0, 23.0]",19743,58,,,,-0.76101273,,,Right Foot,,"[55.0, 3.0]",Ground Pass,29.0,,Jonna Ann-Charlotte Andersson,10222.0,,,,,,2,Regular Play,Magdalena Lilly Eriksson,4633.0,Left Center Back,130,Chelsea FCW,971,['83cb981d-d87c-4d24-8a72-70e1f20fea87'],45,,,,,,,,,,,,,,,,Chelsea FCW,971,00:13:45.388,Pass,
,,,,,,,,,,,2.761379,,,,,,,,,,,,,,83e93d02-5cf6-485c-8490-a58fc6f752a8,2475,,,"[46.0, 6.0]",19743,58,,,,2.3720663,,,Right Foot,,"[14.0, 37.0]",Ground Pass,44.553337,,Rut Hedvig Lindahl,4640.0,,,,,,2,Regular Play,Jonna Ann-Charlotte Andersson,10222.0,Left Back,130,Chelsea FCW,971,['c789bd2f-a1e0-49ff-8a90-a92cd1258e52'],49,,,,,,,,,,,,,,,,Chelsea FCW,971,00:13:49.576,Pass,
,,,,,,,,,,,1.962761,,,,,,,,,,,,,,8561b5cc-8a28-4816-9e2e-d1cc6b35661a,2478,,,"[14.0, 37.0]",19743,58,,,,-1.152572,,,Right Foot,,"[22.0, 19.0]",Ground Pass,19.697716,,Magdalena Lilly Eriksson,4633.0,,,,,,2,Regular Play,Rut Hedvig Lindahl,4640.0,Goalkeeper,130,Chelsea FCW,971,['d841087c-945e-424e-99b8-ee9409078140'],54,,,,,,,,,,,,,,,,Chelsea FCW,971,00:13:54.314,Pass,
,,,,,,,,,,,1.549765,,,,,,,,,,,,,,1117e69e-0930-4514-bb9c-032af6dcb1d0,2482,,,"[36.0, 10.0]",19743,58,,,,-0.41822433,,,Left Foot,,"[54.0, 2.0]",Ground Pass,19.697716,,Jonna Ann-Charlotte Andersson,10222.0,,,,,,2,Regular Play,Magdalena Lilly Eriksson,4633.0,Left Center Back,130,Chelsea FCW,971,['260e23aa-71d7-4d73-a2cf-91123f98b01b'],59,,,,,,,,,,,,,,,,Chelsea FCW,971,00:13:59.526,Pass,
,,,,,,,,,,,1.1225,,,,,,,,,,,,,,e5195e1c-53ce-4d6c-8ed6-66d5c21906dc,2486,,,"[75.0, 2.0]",19743,59,,,,0.7853982,,,Left Foot,,"[92.0, 19.0]",Ground Pass,24.04163,,Francesca Kirby,4641.0,,,,,,2,Regular Play,Jonna Ann-Charlotte Andersson,10222.0,Left Back,130,Chelsea FCW,971,"['75c8617e-b593-41b7-a33b-7402c36496cc', 'd661e4e2-22ca-4c89-b088-3104ad185dd3']",4,,,,,,,,,,,,,,,,Chelsea FCW,971,00:14:04.988,Pass,True
,,,,,,,,,,,1.599,,,,,,,,,,,,,,cfcdca4c-5fcb-4ce7-8be8-862325eb0add,2489,,,"[92.0, 19.0]",19743,59,,,,1.4909663,,,Right Foot,,"[94.0, 44.0]",High Pass,25.079872,Incomplete,Bethany England,15550.0,,,,,,2,Regular Play,Francesca Kirby,4641.0,Center Forward,130,Chelsea FCW,971,"['6155f6fc-4f4e-4287-a2dd-0b847a85ab2a', 'a28a038c-a30d-4c5d-991c-818ca221f840']",6,,,,,,,,,,,,,,,,Chelsea FCW,971,00:14:06.687,Pass,
,,,,,,True,,,,,1.419684,,,,,,,,,,,,,,6155f6fc-4f4e-4287-a2dd-0b847a85ab2a,2491,,,"[27.0, 37.0]",19743,59,,,,2.3561945,,,Head,,"[21.0, 43.0]",High Pass,8.485281,,Aoife Mannion,19503.0,,,,,Interception,2,Regular Play,Kerys Harrop,15569.0,Left Back,131,Birmingham City WFC,969,"['c27533e7-6b6e-4a04-9acc-8ac5ed4de2e0', 'cfcdca4c-5fcb-4ce7-8be8-862325eb0add']",8,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:14:08.286,Pass,
,,,,,,,,,,,1.752706,,,,,,,,,,,,,,d06cc2c9-1a41-428c-9222-306da7b1289f,2495,,,"[21.0, 42.0]",19743,59,,,,0.38050637,,,Right Foot,,"[31.0, 46.0]",Ground Pass,10.770329,,Hayley Ladd,19501.0,,,,,,2,Regular Play,Aoife Mannion,19503.0,Left Center Back,131,Birmingham City WFC,969,"['0727e9bd-664d-480d-9064-62abf0304669', 'a1744670-0db5-4666-b071-112e60315b64']",10,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:14:10.623,Pass,True
,,,,,,,,,,,1.507087,,,,,,,,,,,,,,6e1a17cd-5b23-420e-b314-2c5790d2bec7,2503,,,"[81.0, 69.0]",19743,59,,,,-1.0191413,,,Right Foot,,"[89.0, 56.0]",Ground Pass,15.264338,,So-Yun Ji,4647.0,,,,,,2,Regular Play,Bethany England,15550.0,Left Midfield,132,Chelsea FCW,971,['18354127-366d-4353-b437-c4c6f847a30f'],20,,,,,,,,,,,,,,,,Chelsea FCW,971,00:14:20.839,Pass,
,,,,,,,,,,,0.8173,,,,,,,,,,,,,,da416530-3d9a-47ce-b2ac-34c01e33a97f,2506,,,"[95.0, 53.0]",19743,59,,,,-1.487655,6170afa5-68f3-42a0-8a88-529f811a12d4,,Right Foot,,"[96.0, 41.0]",Ground Pass,12.0415945,,Francesca Kirby,4641.0,True,,,,,2,Regular Play,So-Yun Ji,4647.0,Center Attacking Midfield,132,Chelsea FCW,971,['e86cbbb5-8d3a-4880-b9ff-72625d448f0a'],24,,,,,,,,,,,,,,,,Chelsea FCW,971,00:14:24.758,Pass,
,,,,,,,,,,,1.6553,,,,,,,,,,,,,,ac9ed1bb-053d-4325-a18b-372ad8d25823,2518,,,"[24.0, 64.0]",19743,59,,,,0.23374318,,,Right Foot,,"[45.0, 69.0]",Ground Pass,21.587032,,Emma Follis,15557.0,,,,,,2,Regular Play,Sarah Emma Mayling,19500.0,Left Wing,132,Chelsea FCW,971,"['1de0b063-b655-4c2a-91ca-34a5beeb329d', 'bf1ee510-42e6-4f80-9ee2-817a35716e3a']",31,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:14:31.502,Pass,True
,,,,,,,,,,,6.204309,,,,,,,,,,,,,,c0cfbe81-e455-4b38-abc2-03110b8a8ebb,2528,,,"[83.0, 1.0]",19743,59,,True,,1.4513674,,,,,"[86.0, 26.0]",High Pass,25.179358,,Erin Cuthbert,4660.0,,,,,Throw-in,2,From Throw In,Jonna Ann-Charlotte Andersson,10222.0,Left Back,133,Chelsea FCW,971,['8ee61d00-a6b9-476b-8eb8-78f9443490c7'],41,,,,,,,,,,,,,,,,Chelsea FCW,971,00:14:41.502,Pass,
,,,,,,,,,,,2.233137,,,,,,,,,,,,,,9634ee57-41a7-4e92-9945-305633d968d0,2530,,,"[86.0, 26.0]",19743,59,,,,1.0714496,,,Right Foot,,"[104.0, 59.0]",Ground Pass,37.589893,,Jessica Carter,19422.0,,,,,,2,From Throw In,Erin Cuthbert,4660.0,Right Midfield,133,Chelsea FCW,971,['242f3d83-5e76-4782-89e3-088c1d9a5b14'],48,,,,,,,,,,,,,,,,Chelsea FCW,971,00:14:48.595,Pass,
,,,,,,,,,,,0.5845,,,,,,,,,,,,,,4c054d4e-bef5-440f-87c2-942b87f24771,2533,,,"[105.0, 59.0]",19743,59,,,,-1.2036225,,,Right Foot,,"[110.0, 46.0]",Ground Pass,13.928389,Incomplete,,,,,,,,2,From Throw In,Jessica Carter,19422.0,Right Back,133,Chelsea FCW,971,['3df0f708-62de-4e2d-9d28-9ba65c7b45cb'],51,,,,,,,,,,,,,,,,Chelsea FCW,971,00:14:51.217,Pass,
,,,,,,,,,,,4.653892,,,,,,,,,,,,,,96231f15-4a01-476b-9aab-1cc6f5e82cd6,2536,,,"[15.0, 39.0]",19743,59,,,,1.4157996,,,Right Foot,,"[20.0, 71.0]",Ground Pass,32.38827,,Chloe Arthur,10193.0,,,,,Recovery,2,Regular Play,Aoife Mannion,19503.0,Left Center Back,134,Birmingham City WFC,969,"['91deaa58-6ddb-4591-a220-701634d28d34', 'e18c2958-0b3a-46f9-9f63-74e224db3b75']",53,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:14:53.523,Pass,True
,,,,,,,,,,,1.104284,,,,,,,,,,,,,,c1d3a7ce-e41e-424b-973d-74b29c054fd1,2540,,,"[33.0, 72.0]",19743,60,,,,0.5404195,,,Right Foot,,"[43.0, 78.0]",Ground Pass,11.661903,,Sarah Emma Mayling,19500.0,,,,,,2,Regular Play,Chloe Arthur,10193.0,Right Defensive Midfield,134,Birmingham City WFC,969,['be538b81-2355-49d4-bf99-d50d0254c56f'],1,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:15:01.215,Pass,
,,,,,,,,,,,1.536171,,,,,,,,,,,,,,e4ad643d-1b2d-4516-b5d4-22d826e554df,2543,,,"[43.0, 78.0]",19743,60,,,,-2.8023,,,Right Foot,,"[26.0, 72.0]",Ground Pass,18.027756,,Chloe Arthur,10193.0,,,,,,2,Regular Play,Sarah Emma Mayling,19500.0,Left Wing,134,Birmingham City WFC,969,['2ecd0463-0896-4e49-9c71-8c6f4d903910'],2,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:15:02.363,Pass,
,,,,,,,,,,,1.801068,,,,,,,,,,,,,,1ed1a38f-9fae-4843-a27c-cf6d7a5c24aa,2546,,,"[37.0, 71.0]",19743,60,,,,-2.4227626,,,Right Foot,,"[21.0, 57.0]",Ground Pass,21.260292,,Meaghan Sargeant,19502.0,,,,,,2,Regular Play,Chloe Arthur,10193.0,Right Defensive Midfield,134,Birmingham City WFC,969,['4a5d457f-7744-4bac-a21b-16abf814bf0c'],7,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:15:07.486,Pass,
