50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,0.0,,,,,,,,,,c7456d54-671d-4826-bdda-048b8f64690a,1,,,,19748,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Chelsea FCW,971,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 19421, 'name': 'Carly Mitchell Telford'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 28}, {'player': {'id': 17275, 'name': 'Hannah Jayne Blundell'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 3}, {'player': {'id': 4642, 'name': 'Millie Bright'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 4633, 'name': 'Magdalena Lilly Eriksson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 16}, {'player': {'id': 10222, 'name': 'Jonna Ann-Charlotte Andersson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 20}, {'player': {'id': 15549, 'name': 'Sophie Louise Ingle'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 5}, {'player': {'id': 4638, 'name': 'Drew Spence'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 24}, {'player': {'id': 15550, 'name': 'Bethany England'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 15}, {'player': {'id': 4647, 'name': 'So-Yun Ji'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 4660, 'name': 'Erin Cuthbert'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 22}, {'player': {'id': 4641, 'name': 'Francesca Kirby'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 14}]}",Chelsea FCW,971,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,0.0,,,,,,,,,,3328a01a-ec9b-4775-afb0-9de1c2d19991,2,,,,19748,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Chelsea FCW,971,,0,,,,,,,,,,,,,,,,"{'formation': 42121, 'lineup': [{'player': {'id': 19778, 'name': 'Frances Kitching'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 18}, {'player': {'id': 15629, 'name': 'Satara Murray'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 44}, {'player': {'id': 15614, 'name': 'Sophie Elizabeth Bradley-Auckland'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 15618, 'name': 'Jasmine Matthews'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 2}, {'player': {'id': 15630, 'name': 'Leigh-Anne Robe'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 19779, 'name': 'Rhiannon Roberts'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 19777, 'name': 'Niamh Fahey'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 19416, 'name': 'Laura Coombs'}, 'position': {'id': 14, 'name': 'Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 15218, 'name': 'Jessica Anne Clarke'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 7}, {'player': {'id': 15613, 'name': 'Rinsola Babajide'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 20}, {'player': {'id': 19418, 'name': 'Kirsty Linnett'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 24}]}",Liverpool WFC,966,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,0.0,,,,,,,,,,57bb0b9f-b977-46f4-97b2-a4dbc20b8ce0,3,,,,19748,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Chelsea FCW,971,['350a61c3-4ff0-4cd9-9f6d-e950037e495a'],0,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,350a61c3-4ff0-4cd9-9f6d-e950037e495a,4,,,,19748,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Chelsea FCW,971,['57bb0b9f-b977-46f4-97b2-a4dbc20b8ce0'],0,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,78c55ff4-df21-49b9-b0b3-cb639d2bcfde,1778,,,,19748,45,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,105,Chelsea FCW,971,['729f066f-0331-482c-b610-54b94fed411c'],0,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,729f066f-0331-482c-b610-54b94fed411c,1779,,,,19748,45,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,105,Chelsea FCW,971,['78c55ff4-df21-49b9-b0b3-cb639d2bcfde'],0,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:00:00.000,Half Start,
,,,,,,,,,,,,,,1.753251,,,,,,,,,,035896d3-6e4d-47d0-8a16-730670ee7be9,5,,,"[61.0, 41.0]",19748,0,,,,-2.8706458,,,Right Foot,,,"[43.0, 36.0]",,Ground Pass,18.681541,,Niamh Fahey,19777.0,,,,,Kick Off,1,From Kick Off,Laura Coombs,19416.0,Center Midfield,2,Liverpool WFC,966,['4cfdad23-5bcd-4e10-95e7-c55b77d538ff'],0,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:00:00.100,Pass,
,,,,,,,,,,,,,,0.793286,,,,,,,,,,95664be5-18b0-49a0-8c55-48c8007df411,8,,,"[43.0, 36.0]",19748,0,,,,2.1025205,,,Left Foot,,,"[33.0, 53.0]",,Ground Pass,19.723083,,Rhiannon Roberts,19779.0,,,,,,1,From Kick Off,Niamh Fahey,19777.0,Left Defensive Midfield,2,Liverpool WFC,966,['6ff255af-c267-4dbd-9e95-50c67def3334'],2,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:00:02.524,Pass,
,,,,,,,,,,,,,,1.333206,,,,,,,,,,ef340115-0e56-4ad5-96c4-2a952f0642f3,11,,,"[32.0, 53.0]",19748,0,,,,1.5707964,,,Right Foot,,,"[32.0, 73.0]",,Ground Pass,20.0,,Satara Murray,15629.0,,,,,,1,From Kick Off,Rhiannon Roberts,19779.0,Right Defensive Midfield,2,Liverpool WFC,966,['3b2de930-c276-4e0c-91db-a6b2f49f5e36'],3,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:00:03.684,Pass,
,,,,,,,,,,,,,,1.500571,,,,,,,,,,f9d0e029-b36b-4a8b-813b-eb9bbab07dfd,15,,,"[40.0, 76.0]",19748,0,,,,-0.18534794,,,Right Foot,,,"[72.0, 70.0]",,High Pass,32.55764,Incomplete,Kirsty Linnett,19418.0,,,,,,1,From Kick Off,Satara Murray,15629.0,Right Back,2,Liverpool WFC,966,"['6bec6a9c-d01f-43d0-a9be-2752187eb2b9', 'ad2fbb40-fe5f-4a1a-a028-2e74ccdb229e']",6,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:00:06.890,Pass,
