bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,5.754322,,,,,,,,,,501c61d5-3060-4274-89d7-77549d75bfec,18,,"[52.0, 62.0]",19787,0,,,,0.2914568,,,Right Foot,,,"[112.0, 80.0]",,High Pass,62.641838,Out,Harriet Scott,19592.0,,,,,,1,From Kick Off,Meaghan Sargeant,19502.0,Right Center Back,2,Birmingham City WFC,969,['155ab9e7-770a-4bed-87bb-a5c0abbb3aaf'],13,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:13.077,Pass,
,,,,,,,,,,,1.7194,,,,,,,,,,7d5c0e3a-62d6-43bb-b445-bfff4d3debd0,20,,"[8.0, 1.0]",19787,0,,,,0.14189705,,,,,,"[29.0, 4.0]",,High Pass,21.213203,Incomplete,Rosella Ayane,21048.0,,,,,Throw-in,1,From Throw In,Poppy Pattinson,17274.0,Left Back,3,Bristol City WFC,973,"['0bce7eb6-16be-4a0a-b5eb-bd3982351401', 'c2485763-0d4d-4489-828e-952dca344373']",34,,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:34.231,Pass,
,,,,,,,,,,,2.0157,,,,,,,,,,c2485763-0d4d-4489-828e-952dca344373,22,,"[92.0, 77.0]",19787,0,,,,-0.65284663,,,Head,,,"[109.0, 64.0]",,High Pass,21.400934,Incomplete,Lucy Staniforth,15562.0,,,,,Recovery,1,From Throw In,Harriet Scott,19592.0,Right Back,3,Bristol City WFC,973,"['7d5c0e3a-62d6-43bb-b445-bfff4d3debd0', 'b122acaf-eee6-4c9d-ab20-88fc2ad709a9', 'b6f6666d-818c-41d2-8164-9e752a7780f2']",35,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:35.950,Pass,
,,,,,,,,,,,2.0672,,,,,,,,,,b122acaf-eee6-4c9d-ab20-88fc2ad709a9,25,,"[12.0, 17.0]",19787,0,,,True,-1.2490457,,,,,,"[16.0, 5.0]",,High Pass,12.649111,,Ella Rutherford,16388.0,,,,,Interception,1,From Throw In,Gemma Evans,16381.0,Left Center Back,3,Bristol City WFC,973,"['157811c0-139c-4819-8ecf-eae6a281e973', '28330daa-9ce7-4685-a4ad-aa6e19f7f798', 'c2485763-0d4d-4489-828e-952dca344373']",37,,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:37.966,Pass,True
,,,,,,,,,,,1.1244,,,,,,,,,,ff4b81ef-9e41-45e5-a5b2-3fd24998c291,28,,"[17.0, 5.0]",19787,0,,,,-0.058755822,,,Left Foot,,,"[34.0, 4.0]",,High Pass,17.029387,Incomplete,Rosella Ayane,21048.0,,,,,,1,From Throw In,Ella Rutherford,16388.0,Left Midfield,3,Bristol City WFC,973,"['7a61b769-190e-47a5-bd36-091924b0a5d1', 'c797c16f-3b0d-48a6-a036-47924010b5ea']",40,,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:40.085,Pass,
,,,,,,,,,,,1.1562,,,,,,,,,,c797c16f-3b0d-48a6-a036-47924010b5ea,30,,"[87.0, 77.0]",19787,0,,,,-1.5707964,,,Left Foot,,,"[87.0, 72.0]",,Low Pass,5.0,,Hayley Ladd,19501.0,,,,,Recovery,1,Regular Play,Harriet Scott,19592.0,Right Back,4,Birmingham City WFC,969,"['a3cee0fc-f4e3-4a19-845c-f0b88c8549dc', 'ff4b81ef-9e41-45e5-a5b2-3fd24998c291']",41,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:41.209,Pass,
,,,,,,,,,,,1.488918,,,,,,,,,,dac3f871-bfba-43b2-81ff-d43870be8863,34,,"[86.0, 68.0]",19787,0,,,,-2.3561945,,,Right Foot,,,"[65.0, 47.0]",,Ground Pass,29.698484,,Kerys Harrop,15569.0,,,,,,1,Regular Play,Hayley Ladd,19501.0,Left Center Midfield,4,Birmingham City WFC,969,['976e594e-f407-4d27-8d7f-c59e5a5bed36'],44,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:44.573,Pass,
,,,,,,,,,,,1.754228,,,,,,,,,,7d87a7ee-f130-4858-bb44-19c907bca689,37,,"[65.0, 50.0]",19787,0,,,,1.6142472,,,Left Foot,,,"[64.0, 73.0]",,Ground Pass,23.021729,,Meaghan Sargeant,19502.0,,,,,,1,Regular Play,Kerys Harrop,15569.0,Left Center Back,4,Birmingham City WFC,969,['91443948-d43d-4f91-95bc-52f9d437f860'],47,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:47.510,Pass,
,,,,,,,,,,,1.218,,,,,,,,,,9bb1ac77-48f0-4387-a996-19aa53181f84,41,,"[64.0, 74.0]",19787,0,,,,0.34302393,,,Right Foot,,,"[78.0, 79.0]",,Ground Pass,14.866069,,Harriet Scott,19592.0,,,,,,1,Regular Play,Meaghan Sargeant,19502.0,Right Center Back,4,Birmingham City WFC,969,"['3a682457-a83f-4d33-9a8d-d0c1e5ef2385', 'b6b31b72-3ca7-47a6-b529-cf3c7803e597']",50,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:50.167,Pass,True
,,,,,,,,,,,2.982997,,,,,,,,,,32d89e13-b446-455d-b5fc-6b9f6fe81b4f,45,,"[78.0, 79.0]",19787,0,,,,-0.031239834,,,Right Foot,,,"[110.0, 78.0]",,Ground Pass,32.01562,,Charlie Wellings,15563.0,,,,,,1,Regular Play,Harriet Scott,19592.0,Right Back,4,Birmingham City WFC,969,"['8fcaa960-516e-4f9b-83fa-974de472f3ef', 'a7d963cb-9207-4624-8924-a3e947faf478']",52,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:52.358,Pass,True
,,,,,,,,,,,0.775511,,,,,,,,,,a4d7b79e-f4f4-4a31-a52f-d47e332a81d1,49,,"[112.0, 78.0]",19787,0,,,,-2.2142975,,,Left Foot,,,"[109.0, 74.0]",,Ground Pass,5.0,,Harriet Scott,19592.0,,,,,,1,Regular Play,Charlie Wellings,15563.0,Center Forward,4,Birmingham City WFC,969,"['a4f62fd2-d390-46e2-afa4-b10c0c600b45', 'cc560d68-484b-4753-ae4b-21d51f923a3f']",58,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:58.199,Pass,True
,,,,,,,,,,,5.453649,,,,,,,,,,1cea4c12-a37c-4b27-a1c4-757ee498a0e1,53,,"[108.0, 61.0]",19787,1,,,,-1.359703,,,Left Foot,True,,"[120.0, 5.0]",,High Pass,57.271286,Out,,,,True,,,,1,Regular Play,Harriet Scott,19592.0,Right Back,4,Birmingham City WFC,969,['989a2a87-1732-439c-bd91-545663204a69'],1,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:01:01.359,Pass,True
,,,,,,,,,,,3.327,,,,,,,,,,be5f0ee0-2407-453a-aefb-24920f2d0113,54,,"[6.0, 44.0]",19787,1,,,,0.44237423,,,Right Foot,,,"[63.0, 71.0]",,High Pass,63.07139,Incomplete,Rosella Ayane,21048.0,,,,,Goal Kick,1,From Goal Kick,Sophie Baggaley,16376.0,Goalkeeper,5,Bristol City WFC,973,"['7ab27351-c4ba-493e-9dd4-ebf5aa2f8821', 'd85a5825-78ae-4b96-8f5b-37aab85e0528']",39,,,,,,,,,,,,,,,,Bristol City WFC,973,00:01:39.855,Pass,
,,,,,,,,,,,2.0309,,,,,,,,,,7ab27351-c4ba-493e-9dd4-ebf5aa2f8821,57,,"[58.0, 10.0]",19787,1,,,True,-0.15264933,,,,,,"[71.0, 8.0]",,High Pass,13.152946,,Paige Williams,15567.0,,,,,Recovery,1,Regular Play,Kerys Harrop,15569.0,Left Center Back,6,Birmingham City WFC,969,"['1b0e047a-341c-4a5d-8722-08d97ce04033', '8499c658-d15e-431a-8940-8e1cfb09510f', 'be5f0ee0-2407-453a-aefb-24920f2d0113']",43,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:01:43.182,Pass,True
,,,,,,,,,,,1.9866,,,,,,,,,,66b324e2-7d4e-494e-91b7-4f1d603bef27,59,,"[71.0, 8.0]",19787,1,,,,0.7853982,,,Head,,,"[84.0, 21.0]",,High Pass,18.384777,,Lucy Staniforth,15562.0,,,,,,1,Regular Play,Paige Williams,15567.0,Left Back,6,Birmingham City WFC,969,['029205ac-b0d8-4635-bc19-bc31c8f5c072'],45,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:01:45.319,Pass,
,,,,,,,,,,,3.3994,,,,,,,,,,f665e12c-5ef2-4bab-a591-33039fffcfc9,62,,"[85.0, 21.0]",19787,1,,,,-0.17219082,,,Right Foot,,,"[108.0, 17.0]",,High Pass,23.345236,Incomplete,Emma Follis,15557.0,,,,,,1,Regular Play,Lucy Staniforth,15562.0,Left Wing,6,Birmingham City WFC,969,"['83baf565-ab62-4091-bdb9-9b5accde3639', '9e628b71-fa7d-44ea-b2f6-78a7248e421f', 'c13ef877-9edc-46b3-a897-b3c26ce967e3']",47,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:01:47.306,Pass,True
,,,,,,,,,,,1.0437,,,,,,,,,,7e313456-03ca-4768-b8c2-97d2303c2b7f,65,,"[109.0, 1.0]",19787,2,,,,1.3101939,,,,,,"[113.0, 16.0]",,High Pass,15.524175,,Lucy Staniforth,15562.0,,,,,Throw-in,1,From Throw In,Paige Williams,15567.0,Left Back,7,Birmingham City WFC,969,['8a909474-7da9-4575-8098-0422fcb4d86c'],13,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:02:13.864,Pass,
,,,,,,,,,,,1.3723,,,,,,,,,,5b61cc66-b7eb-48af-9e8a-c525cae42a05,67,,"[113.0, 16.0]",19787,2,,,,-1.7975951,,,Right Foot,,,"[110.0, 3.0]",,Low Pass,13.341664,,Paige Williams,15567.0,,,,,,1,From Throw In,Lucy Staniforth,15562.0,Left Wing,7,Birmingham City WFC,969,['ba8ece73-53d9-4781-97e7-16617106cb80'],14,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:02:14.907,Pass,
,,,,,,,,,,,0.5179,,,,,,,,,,16b2f79b-8f36-4480-9587-4eca1850bf1d,76,,"[115.0, 3.0]",19787,2,,,,2.819842,,,Left Foot,,,"[112.0, 4.0]",,Ground Pass,3.1622777,Incomplete,Kerys Harrop,15569.0,,,,,,1,From Throw In,Paige Williams,15567.0,Left Back,7,Birmingham City WFC,969,"['b733491f-47aa-4ab7-8a70-b6d1953f37fa', 'c8194d2c-41e7-4a0c-a339-a4cea44227a0', 'd06c748c-84a8-438e-a74f-e7ae140e4242']",20,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:02:20.043,Pass,True
,,,,,,,,,,,0.7633,,,,,,,,,,b1de41e4-d1a2-4e15-b82d-59ba3e896f71,79,,"[111.0, 1.0]",19787,2,,,,2.9147937,,,,,,"[98.0, 4.0]",,Low Pass,13.341664,,Charlie Wellings,15563.0,,,,,Throw-in,1,From Throw In,Paige Williams,15567.0,Left Back,8,Birmingham City WFC,969,['b342ff35-08ad-4204-a4e2-edd75c2528f9'],37,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:02:37.860,Pass,
,,,,,,,,,,,0.8769,,,,,,,,,,70bb8100-cbfa-43ab-8d43-c81c0cb047d3,83,,"[99.0, 2.0]",19787,2,,,,0.26625204,,,Right Foot,,,"[110.0, 5.0]",,Low Pass,11.401754,,Paige Williams,15567.0,,,,,,1,From Throw In,Charlie Wellings,15563.0,Center Forward,8,Birmingham City WFC,969,"['04f43eb0-16a1-403f-a473-9e84e05d08df', '3b012c0c-91ac-439c-aabc-0e44e9429b9e']",38,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:02:38.663,Pass,True
,,,,,,,,,,,1.3137,,,,,,,,,,2946dc1d-d65b-41c9-8511-a2a6d48dcd26,86,,"[110.0, 5.0]",19787,2,,,,2.2455373,,,Left Foot,,,"[106.0, 10.0]",,Ground Pass,6.4031243,Incomplete,Charlie Wellings,15563.0,,,,,,1,From Throw In,Paige Williams,15567.0,Left Back,8,Birmingham City WFC,969,"['04f43eb0-16a1-403f-a473-9e84e05d08df', '1fcf872c-0069-42a1-83a6-45fc3b135193', '62947d5f-23b6-4d53-9e40-2b143202f174']",39,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:02:39.605,Pass,True
,,,,,,,,,,,1.285,,,,,,,,,,16b091a2-f503-450c-a43b-3da2ccf9923b,90,,"[29.0, 72.0]",19787,2,,,,-1.19029,,,Head,,,"[31.0, 67.0]",,Low Pass,5.3851647,Incomplete,Lucy Hope,16386.0,,,,,Recovery,1,From Throw In,Rosella Ayane,21048.0,Center Forward,8,Birmingham City WFC,969,"['cf5cd1f6-1ee6-44ef-9450-323685eff7a9', 'f2572c08-01ac-453e-92bc-48072febbe4d']",42,,,,,,,,,,,,,,,,Bristol City WFC,973,00:02:42.588,Pass,
,,,,,,,,,,,3.0819,,,,,,,,,,cf5cd1f6-1ee6-44ef-9450-323685eff7a9,92,,"[90.0, 14.0]",19787,2,,,,1.5707964,,,Right Foot,,,"[90.0, 34.0]",,Low Pass,20.0,,Harriet Scott,19592.0,,,,,Interception,1,From Throw In,Lucy Staniforth,15562.0,Left Wing,8,Birmingham City WFC,969,"['16b091a2-f503-450c-a43b-3da2ccf9923b', '91170587-37dc-48bf-b5c6-9042e058d905']",43,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:02:43.873,Pass,
,,,,,,,,,,,1.1504,,,,,,,,,,ae93afdb-a518-40fe-ac21-09280866eb3c,96,,"[88.0, 31.0]",19787,2,,,,3.1415927,,,Left Foot,,,"[84.0, 31.0]",,Ground Pass,4.0,,Hayley Ladd,19501.0,,,,,,1,From Throw In,Harriet Scott,19592.0,Right Back,8,Birmingham City WFC,969,['808aa315-f3d7-487f-b6ea-565089dd5604'],48,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:02:48.589,Pass,
,,,,,,,,,,,0.8472,,,,,,,,,,1b2f124f-a61b-430f-ad08-64986f65cb8e,98,,"[84.0, 31.0]",19787,2,,,,-0.27094686,,,Right Foot,,,"[102.0, 26.0]",,Low Pass,18.681541,,Emma Follis,15557.0,,,,,,1,From Throw In,Hayley Ladd,19501.0,Left Center Midfield,8,Birmingham City WFC,969,['f34de723-7cb9-4333-8279-a9d390b5a249'],49,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:02:49.740,Pass,
,,,,,,,,,,,1.2761,,,,,,,,,,e64cce4e-a84a-47e0-87d5-9e201fb32a1d,100,,"[102.0, 26.0]",19787,2,,,,-2.976444,,,Left Foot,,,"[96.0, 25.0]",,Low Pass,6.0827627,,Charlie Wellings,15563.0,,,,,,1,From Throw In,Emma Follis,15557.0,Right Wing,8,Birmingham City WFC,969,['90e35ae9-c810-4b36-9f1e-c4c59fb9d575'],50,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:02:50.587,Pass,
,,,,,,,,,,,1.2577,,,,,,,,,,0db37c2b-db64-47ff-a132-0117de715930,103,,"[96.0, 25.0]",19787,2,,,,-0.4636476,,,Right Foot,,,"[106.0, 20.0]",,Ground Pass,11.18034,Incomplete,Paige Williams,15567.0,,,,,,1,From Throw In,Charlie Wellings,15563.0,Center Forward,8,Birmingham City WFC,969,"['08804470-e324-47a7-add5-96177bb49eea', 'a9ef7692-3525-4c32-b3ab-79a166ece6dc']",51,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:02:51.943,Pass,
,,,,,,,,,,,0.9715,,,,,,,,,,08804470-e324-47a7-add5-96177bb49eea,106,,"[15.0, 61.0]",19787,2,,,,-1.735945,,,Right Foot,,,"[14.0, 55.0]",,Ground Pass,6.0827627,,Loren Dykes,16391.0,,,,,Recovery,1,From Throw In,Carla Humphrey,16384.0,Right Midfield,8,Birmingham City WFC,969,"['0db37c2b-db64-47ff-a132-0117de715930', '4009413e-cac1-4d1d-a62f-e44736888073', 'ef44d326-e351-4bd6-a426-b1e5ae40a0c5']",53,,,,,,,,,,,,,,,,Bristol City WFC,973,00:02:53.201,Pass,True
,,,,,,,,,,,2.2562,,,,,,,,,,232d6d30-4e3a-4da3-9db3-ccccf90caf54,109,,"[14.0, 55.0]",19787,2,,,,0.68767124,,,Right Foot,,,"[42.0, 78.0]",,High Pass,36.23534,Incomplete,Rosella Ayane,21048.0,,,,,,1,From Throw In,Loren Dykes,16391.0,Right Back,8,Birmingham City WFC,969,"['4fd76f26-ed7c-4438-b83a-8961db93db83', 'e60b1209-bf2e-4464-9223-edba81c857ca']",54,,,,,,,,,,,,,,,,Bristol City WFC,973,00:02:54.200,Pass,
,,,,,,,,,,,1.2958,,,,,,,,,,228a2817-cd54-48a3-8561-23df6e411c8c,112,,"[44.0, 80.0]",19787,3,,,,-0.11065722,,,,,,"[62.0, 78.0]",,High Pass,18.110771,Incomplete,Rosella Ayane,21048.0,,,,,Throw-in,1,From Throw In,Loren Dykes,16391.0,Right Back,9,Bristol City WFC,973,"['aff3b214-9b90-4c28-87b6-f89ce34c5055', 'eba4605f-5d9d-41a4-b0ff-8b2d27ce12c0']",8,,,,,,,,,,,,,,,,Bristol City WFC,973,00:03:08.484,Pass,
,,,,,,,,,,,1.4319,,,,,,,,,,aff3b214-9b90-4c28-87b6-f89ce34c5055,114,,"[59.0, 3.0]",19787,3,,,,0.1798535,,,Head,,,"[70.0, 5.0]",,High Pass,11.18034,,Charlie Wellings,15563.0,,,,,Recovery,1,Regular Play,Paige Williams,15567.0,Left Back,10,Birmingham City WFC,969,"['228a2817-cd54-48a3-8561-23df6e411c8c', 'dcbaf0a5-5506-45ac-b919-ce50a1ae2ab2']",9,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:03:09.780,Pass,
,,,,,,,,,,,1.2489,,,,,,,,,,b0a22adb-87cc-4d1a-b121-25ab74b66416,117,,"[69.0, 4.0]",19787,3,,,,0.38050637,,,Head,,,"[79.0, 8.0]",,Low Pass,10.770329,,Emma Follis,15557.0,,,,,,1,Regular Play,Charlie Wellings,15563.0,Center Forward,10,Birmingham City WFC,969,"['55a9b2ea-6f70-4f8a-9d53-1a078aa20b60', 'edc2c14d-00c0-457a-a3a8-549e562b52a2']",11,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:03:11.292,Pass,True
