50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,05ce1f1c-f304-4fdc-90b7-cdb4b83240aa,1,,,,19813,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,West Ham United LFC,972,,0,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 22027, 'name': 'Anne Moorhouse'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 18155, 'name': 'Erin Simon'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 3}, {'player': {'id': 18151, 'name': 'Gilly Louise Scarlett Flaherty'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 18159, 'name': 'Brooke Hendrix'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 18156, 'name': 'Claire Lauren Rafferty'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 11}, {'player': {'id': 22798, 'name': 'So-Hyun Cho'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 20}, {'player': {'id': 18147, 'name': 'Kate Longhurst'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 12}, {'player': {'id': 18157, 'name': 'Brianna Visalli'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 15}, {'player': {'id': 8297, 'name': 'Adriana Kristina Leon'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 19}, {'player': {'id': 18153, 'name': 'Alisha Lehmann'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 18146, 'name': 'Leanne Kiernan'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 8}]}",West Ham United LFC,972,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,6b8a5a3f-efa7-49c5-a934-b302257dbd28,2,,,,19813,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,West Ham United LFC,972,,0,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 22032, 'name': 'Hannah Hampton'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 29}, {'player': {'id': 19592, 'name': 'Harriet Scott'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 23}, {'player': {'id': 19502, 'name': 'Meaghan Sargeant'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 19503, 'name': 'Aoife Mannion'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 25}, {'player': {'id': 15569, 'name': 'Kerys Harrop'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 6}, {'player': {'id': 19501, 'name': 'Hayley Ladd'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 15565, 'name': 'Marisa Ewers'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 13}, {'player': {'id': 15557, 'name': 'Emma Follis'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 14}, {'player': {'id': 10193, 'name': 'Chloe Arthur'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 7}, {'player': {'id': 15563, 'name': 'Charlie Wellings'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 15}, {'player': {'id': 10180, 'name': 'Ellen White'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Birmingham City WFC,969,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,c359946e-6e2b-49a8-8bde-27cafaffe10b,3,,,,19813,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,West Ham United LFC,972,['51dfd3e0-6406-43d0-8fc0-915fa353bd26'],0,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,51dfd3e0-6406-43d0-8fc0-915fa353bd26,4,,,,19813,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,West Ham United LFC,972,['c359946e-6e2b-49a8-8bde-27cafaffe10b'],0,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,cf6fe809-a926-4e3b-afae-1680e15784c6,1630,,,,19813,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,86,West Ham United LFC,972,['96f3ff9c-28c3-4fcd-b7d2-9df7499a8944'],0,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,96f3ff9c-28c3-4fcd-b7d2-9df7499a8944,1631,,,,19813,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,86,West Ham United LFC,972,['cf6fe809-a926-4e3b-afae-1680e15784c6'],0,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.964228,,,,,,,,,,,,,3a4d823b-5e6a-417c-8b0b-9a1e82ce3a91,5,,,"[61.0, 41.0]",19813,0,,,,,-2.976444,,Right Foot,,,"[49.0, 39.0]",,Ground Pass,,12.165525,,,,,Hayley Ladd,19501.0,,,,,Kick Off,1,From Kick Off,Ellen White,10180.0,Center Forward,2,Birmingham City WFC,969,['f34c0c17-1887-45aa-9cad-bc6f3611c448'],0,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:00.999,Pass,
,,,,,,,,,,,,,,,1.700807,,,,,,,,,,,,,ea27ebd6-ad6b-4f13-bb1f-04108c9db9ce,8,,,"[48.0, 39.0]",19813,0,,,,,1.6539376,,Right Foot,,,"[45.0, 75.0]",,Ground Pass,,36.124783,,,,,Harriet Scott,19592.0,,,,,,1,From Kick Off,Hayley Ladd,19501.0,Right Defensive Midfield,2,Birmingham City WFC,969,['8a20a5cb-190c-47d2-9dce-1a7efd1ce8a9'],4,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:04.048,Pass,
,,,,,,,,,,,,,,,3.24165,,,,,,,,,,,,,9589c12f-3761-4349-ab34-d662160a632c,11,,,"[41.0, 68.0]",19813,0,,,,,-2.3398025,,Right Foot,,,"[11.0, 37.0]",,Ground Pass,,43.13931,,,,,Hannah Hampton,22032.0,,,,,,1,From Kick Off,Harriet Scott,19592.0,Right Back,2,Birmingham City WFC,969,['74a5a965-f74a-4819-b5f4-08f23e15397b'],8,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:08.664,Pass,
,,,,,,,,,,,,,,,1.764626,,,,,,,,,,,,,7161fddf-bb32-4974-9f46-d1e9e601c64a,14,,,"[13.0, 39.0]",19813,0,,,,,1.4711276,,Left Foot,,,"[15.0, 59.0]",,Ground Pass,,20.09975,,,,,Meaghan Sargeant,19502.0,,,,,,1,From Kick Off,Hannah Hampton,22032.0,Goalkeeper,2,Birmingham City WFC,969,['de7b9d89-a8e8-4672-aca4-aef5f7a49b58'],13,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:13.408,Pass,
,,,,,,,,,,,,,,,2.396265,,,,,,,,,,,,,b166cf19-4617-4114-9150-fce2be833fed,17,,,"[16.0, 59.0]",19813,0,,,,,-1.9237868,,Right Foot,,,"[9.0, 40.0]",,Ground Pass,,20.248457,,,,,Hannah Hampton,22032.0,,,,,,1,From Kick Off,Meaghan Sargeant,19502.0,Right Center Back,2,Birmingham City WFC,969,['f184a533-62f9-4abe-aefd-d9686cb99773'],16,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:16.537,Pass,
,,,,,,,,,,,,,,,1.3689,,,,,,,,,,,,,c7321e9c-0fa9-41cf-9b77-0b2298379233,20,,,"[10.0, 39.0]",19813,0,,,,,-1.2490457,,Right Foot,,,"[16.0, 21.0]",,Ground Pass,,18.973665,,,,,Aoife Mannion,19503.0,,,,,,1,From Kick Off,Hannah Hampton,22032.0,Goalkeeper,2,Birmingham City WFC,969,['d9260180-3848-423e-9e0d-72dde6794792'],20,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:20.178,Pass,
,,,,,,,,,,,,,,,1.667312,,,,,,,,,,,,,be7e77f7-30c9-45a8-85fb-7fd9168f58be,22,,,"[16.0, 21.0]",19813,0,,,,,1.9416876,,Right Foot,,,"[9.0, 39.0]",,Ground Pass,,19.313208,,,,,Hannah Hampton,22032.0,,,,,,1,From Kick Off,Aoife Mannion,19503.0,Left Center Back,2,Birmingham City WFC,969,['f208158d-acef-457d-b1fc-7a7bdb535eba'],21,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:21.547,Pass,
,,,,,,,,,,,,,,,2.9774,,,,,,,,,,,,,d85d571d-bfe6-4e09-b05e-08e122c615e4,26,,,"[11.0, 39.0]",19813,0,,,,,-0.9179497,,Right Foot,,,"[37.0, 5.0]",,High Pass,,42.80187,,,Incomplete,,Kerys Harrop,15569.0,,,,,,1,From Kick Off,Hannah Hampton,22032.0,Goalkeeper,2,Birmingham City WFC,969,"['2c7b1cad-7511-4f23-8253-ce1cb432d50a', '4301bda6-90a4-46df-9d57-e989a752024a', '9cd1cad7-2218-4016-a5e9-70f83a3387f4']",23,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:23.682,Pass,True
,,,,,,,,,,,,,,,4.206777,,,,,,,,,,,,,2c7b1cad-7511-4f23-8253-ce1cb432d50a,28,,,"[84.0, 76.0]",19813,0,,,,,-0.7665325,,Head,,,"[111.0, 50.0]",,High Pass,,37.48333,,,Incomplete,,,,,,,,Recovery,1,From Kick Off,Erin Simon,18155.0,Right Back,2,Birmingham City WFC,969,"['a9c5febc-4435-4e53-9085-0787334ccee3', 'd85d571d-bfe6-4e09-b05e-08e122c615e4']",26,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:26.660,Pass,
,,,,,,,,,,,,,,,0.83539,,,,,,,,,,,,,8e02507a-53d3-4844-8649-4db5bb265aed,31,,,"[13.0, 33.0]",19813,0,,,,,0.0,,Keeper Arm,,,"[17.0, 33.0]",,Ground Pass,,4.0,,,,,Aoife Mannion,19503.0,,,,,,1,From Kick Off,Hannah Hampton,22032.0,Goalkeeper,2,Birmingham City WFC,969,['ef2c85b6-b313-49d3-8ca0-f7d44554a0dd'],31,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:31.233,Pass,
,,,,,,,,,,,,,,,2.678134,,,,,,,,,,,,,a44d259e-bd96-4086-b078-469ed4fe5b9b,34,,,"[16.0, 41.0]",19813,0,,,,,1.1839206,,Right Foot,,,"[27.0, 68.0]",,Ground Pass,,29.15476,,,,,Meaghan Sargeant,19502.0,,,,,,1,From Kick Off,Aoife Mannion,19503.0,Left Center Back,2,Birmingham City WFC,969,['a06cd798-3f25-4015-ba02-4744dd6f878f'],34,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:34.208,Pass,
,,,,,,,,,,,,,,,1.2004,,,,,,,,,,,,,cf222eb9-1ace-43c5-b09e-acbeb5499f51,37,,,"[28.0, 69.0]",19813,0,,,,,-0.5880026,,Right Foot,,,"[37.0, 63.0]",,Ground Pass,,10.816654,,,,,Hayley Ladd,19501.0,,,,,,1,From Kick Off,Meaghan Sargeant,19502.0,Right Center Back,2,Birmingham City WFC,969,['5303b253-7762-4525-bec1-08eddd2547e7'],38,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:38.513,Pass,
,,,,,,,,,,,,,,,1.2371,,,,,,,,,,,,,f9949e47-1453-4dda-b61f-2290cf0216eb,40,,,"[33.0, 60.0]",19813,0,,,,,-2.003204,,Right Foot,,,"[27.0, 47.0]",,Ground Pass,,14.3178215,,,,,Aoife Mannion,19503.0,,,,,,1,From Kick Off,Hayley Ladd,19501.0,Right Defensive Midfield,2,Birmingham City WFC,969,['43a6a88d-2153-4041-9d24-3bde2b580514'],39,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:39.735,Pass,
,,,,,,,,,,,,,,,1.115753,,,,,,,,,,,,,ea1fe196-2860-4d33-b219-8402d4719746,43,,,"[40.0, 25.0]",19813,0,,,,,-1.217806,,Right Foot,,,"[47.0, 6.0]",,Ground Pass,,20.248457,,,,,Kerys Harrop,15569.0,,,,,,1,From Kick Off,Aoife Mannion,19503.0,Left Center Back,2,Birmingham City WFC,969,['d644291a-a26a-4878-a3ea-119bd4ee3f9e'],45,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:45.795,Pass,
,,,,,,,,,,,,,,,0.930203,,,,,,,,,,,,,f6944544-f582-47f4-8b8e-d30d1edff51d,46,,,"[47.0, 6.0]",19813,0,,,,,2.2455373,,Left Foot,,,"[39.0, 16.0]",,Ground Pass,,12.806249,,,,,Aoife Mannion,19503.0,,,,,,1,From Kick Off,Kerys Harrop,15569.0,Left Back,2,Birmingham City WFC,969,['0021bfd1-744f-4ae5-ba85-fad77aefbfcc'],47,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:47.668,Pass,
,,,,,,,,,,,,,,,2.4577,,,,,,,,,,,,,c2293e5b-e9b2-4b0e-bd02-f2ae265b055c,49,,,"[43.0, 17.0]",19813,0,,,,,0.56810474,,Right Foot,,,"[90.0, 47.0]",,High Pass,,55.758408,,,Pass Offside,,Ellen White,10180.0,,,Through Ball,True,,1,From Kick Off,Aoife Mannion,19503.0,Left Center Back,2,Birmingham City WFC,969,['00807285-c627-43bf-9f28-659e9647346e'],50,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:50.081,Pass,
,,,,,,,,,,,,,,,1.674448,,,,,,,,,,,,,f72f6e25-44e2-4dc8-9035-619c4a401537,51,,,"[34.0, 25.0]",19813,1,,,,,2.4980915,,Left Foot,,,"[18.0, 37.0]",,Ground Pass,,20.0,,,,,Anne Moorhouse,22027.0,,,,,Free Kick,1,From Free Kick,Brooke Hendrix,18159.0,Left Center Back,3,West Ham United LFC,972,['d9880990-9e05-46f7-98c5-5a618fc58e42'],7,,,,,,,,,,,,,,,West Ham United LFC,972,00:01:07.302,Pass,
,,,,,,,,,,,,,,,1.9818,,,,,,,,,,,,,a5869489-e233-4255-96cb-d8f2f290358f,54,,,"[20.0, 37.0]",19813,1,,,,,1.1659045,,Right Foot,,,"[29.0, 58.0]",,Ground Pass,,22.847319,,,,,Gilly Louise Scarlett Flaherty,18151.0,,,,,,1,From Free Kick,Anne Moorhouse,22027.0,Goalkeeper,3,West Ham United LFC,972,['c6f0fbf5-8f57-48c4-949b-5590c8406740'],11,,,,,,,,,,,,,,,West Ham United LFC,972,00:01:11.298,Pass,
