bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,1.768009,,,,,,,,,,,,,b4fe7063-d591-4af8-a159-c2251df27224,17,,"[71.0, 75.0]",19811,0,,,,-2.6271412,,Right Foot,,,,"[48.0, 62.0]",,Ground Pass,,26.41969,,,Leah Williamson,18999.0,,,,,,,1,From Kick Off,Lisa Evans,10179.0,Right Back,2,Arsenal WFC,968,['5f8c04d0-0ff7-4b99-91ca-570972894461'],9,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:09.861,Pass,
,,,,,,,,,,,,,,,2.257742,,,,,,,,,,,,,e8369417-b3c3-4bca-8607-64132817a7b0,20,,"[48.0, 61.0]",19811,0,,,,-1.5042281,,Right Foot,,,,"[50.0, 31.0]",,Ground Pass,,30.066593,,,Louise Quinn,15621.0,,,,,,,1,From Kick Off,Leah Williamson,18999.0,Right Center Back,2,Arsenal WFC,968,['76e8b935-c4a3-4dfc-9a8a-e6171daa76d4'],12,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:12.609,Pass,
,,,,,,,,,,,,,,,1.894157,,,,,,,,,,,,,7bffc0a1-df92-4d25-a37f-6e23987e1ca3,24,,"[57.0, 28.0]",19811,0,,,,2.2142975,,Right Foot,,,,"[42.0, 48.0]",,Low Pass,,25.0,,,Leah Williamson,18999.0,,,,,,,1,From Kick Off,Louise Quinn,15621.0,Left Center Back,2,Arsenal WFC,968,"['338e8e92-ba2d-4fc6-9dbd-eebc7455d88f', '9bedfc45-fd56-4378-9b78-68132125fdcf']",17,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:17.520,Pass,True
,,,,,,,,,,,,,,,1.567336,,,,,,,,,,,,,f3a60ced-b4fa-4dd0-99ec-144878325331,27,,"[42.0, 53.0]",19811,0,,,,0.9011574,,Right Foot,,,,"[61.0, 77.0]",,Ground Pass,,30.610456,,,Lisa Evans,10179.0,,,,,,,1,From Kick Off,Leah Williamson,18999.0,Right Center Back,2,Arsenal WFC,968,['278cf6f8-2da1-4a6f-8ea7-fc1e7f901e36'],21,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:21.185,Pass,
,,,,,,,,,,,,,,,1.4276,,,,,,,,,,,,,046838e9-85d6-443c-b24c-5fc74f0bf535,30,,"[61.0, 77.0]",19811,0,,,,-2.0899425,,Right Foot,,,,"[53.0, 63.0]",,Ground Pass,,16.124516,,,Leah Williamson,18999.0,,,,,,,1,From Kick Off,Lisa Evans,10179.0,Right Back,2,Arsenal WFC,968,['a468b564-8f67-431c-8349-94b24c832d23'],23,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:23.349,Pass,
,,,,,,,,,,,,,,,1.1319,,,,,,,,,,,,,d5f29388-5516-4070-a776-c9c57574d472,33,,"[56.0, 65.0]",19811,0,,,,0.87605804,,Right Foot,,,,"[66.0, 77.0]",,Ground Pass,,15.6205,,,Lisa Evans,10179.0,,,,,,,1,From Kick Off,Leah Williamson,18999.0,Right Center Back,2,Arsenal WFC,968,['505f9d65-ce62-4367-b56c-c5f1d32b7370'],26,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:26.707,Pass,
,,,,,,,,,,,,,,,0.843574,,,,,,,,,,,,,e6a93160-b18a-4588-ab34-b8c77f18258a,36,,"[67.0, 77.0]",19811,0,,,,-1.849096,,Right Foot,,,,"[65.0, 70.0]",,Ground Pass,,7.28011,,,Kim Little,15616.0,,,,,,,1,From Kick Off,Lisa Evans,10179.0,Right Back,2,Arsenal WFC,968,['2cc74191-594b-4085-8472-964f0113a19c'],29,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:29.891,Pass,
,,,,,,,,,,,,,,,0.902894,,,,,,,,,,,,,502f8991-50e8-4810-add5-e2001a54e862,39,,"[64.0, 70.0]",19811,0,,,,1.7126933,,Right Foot,,,,"[63.0, 77.0]",,Ground Pass,,7.071068,,,Lisa Evans,10179.0,,,,,,,1,From Kick Off,Kim Little,15616.0,Right Defensive Midfield,2,Arsenal WFC,968,"['14e0953d-26a3-4874-ac83-35e163a9ec2e', '2a0b5de4-4647-4ddb-b324-97da1ecd9d6d']",30,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:30.734,Pass,True
,,,,,,,,,,,,,,,1.0522,,,,,,,,,,,,,c61f46c4-0548-460e-ab87-7713c41a37f6,43,,"[65.0, 78.0]",19811,0,,,,0.0,,Right Foot,,,,"[76.0, 78.0]",,Ground Pass,,11.0,Incomplete,,Bethany Mead,15619.0,,,,,,,1,From Kick Off,Lisa Evans,10179.0,Right Back,2,Arsenal WFC,968,"['54d11e60-edb2-44b0-80b0-c45164b69e4a', 'c77e31d9-b18e-4b60-a0d2-f81e6a7303d5', 'd2326930-5167-4be6-bc93-df12ef8d35d8']",32,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:32.098,Pass,True
,,,,,,,,,,,,,,,0.770845,,,,,,,,,,,,,78d44575-62c6-47da-9db7-5606b5b1479c,46,,"[50.0, 80.0]",19811,0,,,,-1.0636978,,,,,,"[55.0, 71.0]",,Low Pass,,10.29563,,,Kim Little,15616.0,,,,,,Throw-in,1,From Throw In,Lisa Evans,10179.0,Right Back,3,Arsenal WFC,968,['8541abdf-efd8-4955-9810-ead543867778'],54,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:54.811,Pass,
,,,,,,,,,,,,,,,0.5932,,,,,,,,,,,,,27836243-d017-4d27-b41d-1fc33fd04fd2,50,,"[53.0, 75.0]",19811,0,,,,2.6011732,,Right Foot,,,,"[48.0, 78.0]",,Ground Pass,,5.8309517,,,Lisa Evans,10179.0,,,,,,,1,From Throw In,Kim Little,15616.0,Right Defensive Midfield,3,Arsenal WFC,968,['acaaed09-3e42-4d41-a09d-c667307b2c9b'],56,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:56.643,Pass,
,,,,,,,,,,,,,,,2.96725,,,,,,,,,,,,,a8289423-24ed-4a8c-9a66-46d9f385713a,52,,"[48.0, 78.0]",19811,0,,,,0.035699114,,Right Foot,,,,"[76.0, 79.0]",,High Pass,,28.01785,Out,,Bethany Mead,15619.0,,,,,,,1,From Throw In,Lisa Evans,10179.0,Right Back,3,Arsenal WFC,968,['f9c5225d-b748-41bc-a98f-230c7972492a'],57,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:57.236,Pass,
,,,,,,,,,,,,,,,1.3682,,,,,,,,,,,,,53f132e2-7d0f-4cbd-ad97-8515626dc641,54,,"[46.0, 1.0]",19811,1,,,,0.13255154,,,,,,"[61.0, 3.0]",,High Pass,,15.132746,,,Simone Magill,15559.0,,,,,,Throw-in,1,From Throw In,Danielle Turner,15571.0,Left Back,4,Everton LFC,967,['98879cda-11fd-4ed3-bf2f-07ec9e17a805'],11,,,,,,,,,,,,,,,,,Everton LFC,967,00:01:11.022,Pass,
,,,,,,,,,,,,,,,1.5865,,,,,,,,,,,,,62fcec9b-e048-46a0-a802-0f24abd94bef,57,,"[61.0, 3.0]",19811,1,,,True,0.08314123,,,,,,"[73.0, 4.0]",,Low Pass,,12.0415945,Incomplete,,Hannah Cain,18253.0,,,,,,,1,From Throw In,Simone Magill,15559.0,Center Forward,4,Everton LFC,967,"['14f95fa0-7b30-4e2f-9cf8-9b962e084b35', 'd9a5133f-2c34-430b-9da8-320bca136c41', 'ddd21af3-dc76-4667-a26f-796634af7c2f']",12,,,,,,,,,,,,,,,,,Everton LFC,967,00:01:12.444,Pass,True
,,,,,,,,,,,,,,,1.1065,,,,,,,,,,,,,ddd21af3-dc76-4667-a26f-796634af7c2f,59,,"[48.0, 77.0]",19811,1,,,,-0.43662715,,Right Foot,,,,"[63.0, 70.0]",,High Pass,,16.552946,Incomplete,,,,,,,,,Recovery,1,From Throw In,Leah Williamson,18999.0,Right Center Back,4,Everton LFC,967,"['62fcec9b-e048-46a0-a802-0f24abd94bef', 'da8c30ab-32bc-46c8-9441-daad8201e91a']",14,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:14.031,Pass,
,,,,,,,,,,,,,,,0.982664,,,,,,,,,,,,,d095dbb6-4ab4-42e5-8938-4e421ff82e4d,61,,"[72.0, 80.0]",19811,1,,,,-1.012197,,,,,,"[77.0, 72.0]",,High Pass,,9.433981,Incomplete,,Bethany Mead,15619.0,,,,,,Throw-in,1,From Throw In,Lisa Evans,10179.0,Right Back,5,Arsenal WFC,968,"['1874034e-c37a-4762-b88c-ef5bd04a906b', 'f9b02a76-e9f5-41f5-9736-6be19a945def']",20,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:20.355,Pass,
,,,,,,,,,,,,,,,1.606539,,,,,,,,,,,,,f9b02a76-e9f5-41f5-9736-6be19a945def,63,,"[44.0, 9.0]",19811,1,,,,0.86217004,,Right Foot,,,,"[50.0, 16.0]",,Low Pass,,9.219544,,,Inessa Kaagman,15579.0,,,,,,Recovery,1,Regular Play,Danielle Turner,15571.0,Left Back,6,Everton LFC,967,"['c79c15ea-9e25-4e82-bb37-d63c355563ea', 'd095dbb6-4ab4-42e5-8938-4e421ff82e4d']",21,,,,,,,,,,,,,,,,,Everton LFC,967,00:01:21.338,Pass,
,,,,,,,,,,,,,,,0.771542,,,,,,,,,,,,,eb894ca8-b2c7-421e-8764-8509022c91e2,67,,"[50.0, 17.0]",19811,1,,,,-2.863293,,Left Foot,,,,"[43.0, 15.0]",,Ground Pass,,7.28011,,,Abbey-Leigh Stringer,15573.0,,,,,,,1,Regular Play,Inessa Kaagman,15579.0,Center Attacking Midfield,6,Everton LFC,967,"['04197f6c-1eed-4445-a5e6-9b662feacf4c', '0d690662-ac36-423f-bd88-97278f932436']",23,,,,,,,,,,,,,,,,,Everton LFC,967,00:01:23.004,Pass,True
,,,,,,,,,,,,,,,0.959886,,,,,,,,,,,,,8455721f-48cd-47a7-b140-d362ad8f1749,70,,"[43.0, 15.0]",19811,1,,,,0.094951704,,Left Foot,,,,"[64.0, 17.0]",,Low Pass,,21.095022,,,Simone Magill,15559.0,,,,,,,1,Regular Play,Abbey-Leigh Stringer,15573.0,Left Defensive Midfield,6,Everton LFC,967,['013bf85d-4078-48bb-9eaa-f5ba8875c801'],23,,,,,,,,,,,,,,,,,Everton LFC,967,00:01:23.815,Pass,
,,,,,,,,,,,,,,,0.999444,,,,,,,,,,,,,20022c22-223b-4067-b4e9-357cd78aa8f0,74,,"[64.0, 22.0]",19811,1,,,,2.2655346,,Right Foot,,,,"[59.0, 28.0]",,Ground Pass,,7.81025,,,Inessa Kaagman,15579.0,,,,,,,1,Regular Play,Simone Magill,15559.0,Center Forward,6,Everton LFC,967,"['57d10240-5998-470f-99c4-a6116ebf3d7b', 'f4c62c57-477d-4806-92ca-587b5792c7a2']",26,,,,,,,,,,,,,,,,,Everton LFC,967,00:01:26.220,Pass,True
,,,,,,,,,,,,,,,5.89374,,,,,,,,,,,,,bcaede39-2fbd-432c-8874-b4d625299bee,77,,"[58.0, 25.0]",19811,1,,,,-0.22560124,,Left Foot,,,,"[119.0, 11.0]",,High Pass,,62.58594,,,Hannah Cain,18253.0,,,,,,,1,Regular Play,Inessa Kaagman,15579.0,Center Attacking Midfield,6,Everton LFC,967,['7b8451e0-6bda-4478-a6d5-cd5bacf8142f'],28,,,,,,,,,,,,,,,,,Everton LFC,967,00:01:28.041,Pass,
,,,,,,,,,,,,,,,0.1473,,,,,,,,,,,,,4be2e46a-b77c-4d77-8177-d9598230a989,80,,"[119.0, 12.0]",19811,1,,,,1.5707964,,Left Foot,,,,"[119.0, 18.0]",,Low Pass,,6.0,Incomplete,,,,,,,,,,1,Regular Play,Hannah Cain,18253.0,Left Wing,6,Everton LFC,967,['aa929e2a-58a5-4894-9007-9a225fb62857'],33,,,,,,,,,,,,,,,,,Everton LFC,967,00:01:33.975,Pass,
,,,,,,,,,,,,,,,2.270352,,,,,,,,,,,,,efec7dae-1949-47a8-8e8f-4ee875b04661,82,,"[120.0, 1.0]",19811,2,,,,1.6162196,,Right Foot,,,,"[118.0, 45.0]",,High Pass,True,44.04543,Incomplete,,Chantelle Boye-Hlorkah,15556.0,,,True,Inswinging,,Corner,1,From Corner,Angharad James,15577.0,Right Defensive Midfield,7,Everton LFC,967,"['1588c967-b783-4e83-816a-ec024cdbfefd', '3d4889bb-2470-406a-b3cb-9ea0220a69a3']",3,,,,,,,,,,,,,,,,,Everton LFC,967,00:02:03.425,Pass,
,,,,,,,,,,,,,,,4.7191,,,,,,,,,,,,,15ceeaaa-5db1-412b-947a-b6fb5aa687a5,89,,"[7.0, 9.0]",19811,2,,,,0.12970254,,Left Foot,,,,"[76.0, 18.0]",,High Pass,,69.58448,Incomplete,,Kim Little,15616.0,,,,,,,1,From Corner,Katrine Veje,10088.0,Left Back,7,Everton LFC,967,"['8b785eeb-0055-4aef-8ce8-0fa196a82b14', 'e4a11c00-a104-4032-8515-b85ec0454ab2']",9,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:02:09.779,Pass,
,,,,,,,,,,,,,,,2.424863,,,,,,,,,,,,,e4a11c00-a104-4032-8515-b85ec0454ab2,91,,"[45.0, 63.0]",19811,2,,,,-2.3996453,,Left Foot,,,,"[21.0, 41.0]",,Low Pass,,32.55764,,,Kirstie Levell,15576.0,,,,,,Recovery,1,From Corner,Danielle Turner,15571.0,Left Back,7,Everton LFC,967,"['15ceeaaa-5db1-412b-947a-b6fb5aa687a5', 'bc2c4697-919c-4ee9-acb0-6d8e149c6ec8']",14,,,,,,,,,,,,,,,,,Everton LFC,967,00:02:14.498,Pass,
,,,,,,,,,,,,,,,1.860699,,,,,,,,,,,,,18e386a5-2029-40f8-9214-cd75ed250b59,94,,"[24.0, 43.0]",19811,2,,,,1.2341216,,Left Foot,,,,"[31.0, 63.0]",,Ground Pass,,21.189621,,,Danielle Turner,15571.0,,,,,,,1,From Corner,Kirstie Levell,15576.0,Goalkeeper,7,Everton LFC,967,['73b124ef-d4c4-4315-97b3-4a3cd45caa29'],17,,,,,,,,,,,,,,,,,Everton LFC,967,00:02:17.693,Pass,
,,,,,,,,,,,,,,,1.229589,,,,,,,,,,,,,a4a2f207-b342-4424-9373-d6dd0a9291af,97,,"[34.0, 62.0]",19811,2,,,,0.81569195,,Left Foot,,,,"[50.0, 79.0]",,Ground Pass,,23.345236,,,Taylor Hinds,19687.0,,,,,,,1,From Corner,Danielle Turner,15571.0,Left Back,7,Everton LFC,967,['58604943-cdc7-4a32-85b6-c2b4ea97b94a'],21,,,,,,,,,,,,,,,,,Everton LFC,967,00:02:21.342,Pass,
,,,,,,,,,,,,,,,2.853533,,,,,,,,,,,,,a6559f0c-605f-43d8-a70a-62b17607074c,101,,"[49.0, 78.0]",19811,2,,,,-2.6224465,,Right Foot,,,,"[21.0, 62.0]",,Low Pass,,32.24903,,,Danielle Turner,15571.0,,,,,,,1,From Corner,Taylor Hinds,19687.0,Right Back,7,Everton LFC,967,"['3760d9e7-06cc-4652-a5c0-d4a887884773', '3d758e2f-92c9-44ef-b886-073bb3e439fd']",22,,,,,,,,,,,,,,,,,Everton LFC,967,00:02:22.705,Pass,True
,,,,,,,,,,,,,,,1.500242,,,,,,,,,,,,,49f2a613-ef5c-48a6-80d3-f6501f8c5d02,105,,"[19.0, 63.0]",19811,2,,,,-1.9890207,,Left Foot,,,,"[11.0, 45.0]",,Ground Pass,,19.697716,,,Kirstie Levell,15576.0,,,,,,,1,From Corner,Danielle Turner,15571.0,Left Back,7,Everton LFC,967,"['26d4b0fa-2102-4a4d-a557-2be0a6e1ea61', '82674f5b-e013-46bc-9757-b4696ff4fa95']",25,,,,,,,,,,,,,,,,,Everton LFC,967,00:02:25.992,Pass,True
,,,,,,,,,,,,,,,2.16,,,,,,,,,,,,,951a2505-cd34-4598-a3a6-069373701465,109,,"[11.0, 44.0]",19811,2,,,,0.097253196,,Right Foot,,,,"[52.0, 48.0]",,Low Pass,,41.19466,Incomplete,,,,,,,,,,1,From Corner,Kirstie Levell,15576.0,Goalkeeper,7,Everton LFC,967,['3f5a43af-8eeb-426d-a24d-6191fee47736'],27,,,,,,,,,,,,,,,,,Everton LFC,967,00:02:27.652,Pass,
,,,,,,,,,,,,,,,0.532128,,,,,,,,,,,,,b5edd57c-d9ff-4489-bead-1882900e4bf6,113,,"[74.0, 34.0]",19811,2,,,,0.7086263,,Right Foot,,,,"[81.0, 40.0]",,Ground Pass,,9.219544,Incomplete,,Vivianne Miedema,15623.0,,,,,,,1,From Corner,Dominique Johanna Anna Petrone Janssen,10666.0,Left Defensive Midfield,7,Everton LFC,967,"['641719d9-d173-4d3f-b51c-1b1caf3c449e', '7030001b-8601-43da-b1e1-dfe1e89078ca']",31,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:02:31.357,Pass,
,,,,,,,,,,True,,,,,0.787971,,,,,,,,,,,,,641719d9-d173-4d3f-b51c-1b1caf3c449e,115,,"[40.0, 41.0]",19811,2,,,,-0.66104317,,Left Foot,,,,"[49.0, 34.0]",,Ground Pass,,11.401754,,,Inessa Kaagman,15579.0,,,,,,Interception,1,From Corner,Angharad James,15577.0,Right Defensive Midfield,7,Everton LFC,967,"['b5edd57c-d9ff-4489-bead-1882900e4bf6', 'c8d84ddb-cc9d-4f9e-94ae-022139805f6f']",31,,,,,,,,,,,,,,,,,Everton LFC,967,00:02:31.889,Pass,
,,,,,,,,,,,,,,,1.4229,,,,,,,,,,,,,ce4d629d-43ce-46d0-aaff-ce04f2410172,119,,"[53.0, 32.0]",19811,2,,,,0.5191461,,Left Foot,,,,"[81.0, 48.0]",,High Pass,,32.24903,Incomplete,,Simone Magill,15559.0,,,,,,,1,From Corner,Inessa Kaagman,15579.0,Center Attacking Midfield,7,Everton LFC,967,"['3e59a8a2-8706-43ce-bc26-28631d6d95d0', '61e6ef19-3331-4647-85cc-18e4f68665dc', 'fe8692af-4161-4ec4-b174-69c8beed50ee']",34,,,,,,,,,,,,,,,,,Everton LFC,967,00:02:34.063,Pass,True
