ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_miscommunication,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,0.0,,,,,,,,,,,,8aa06919-da10-4f9a-af75-5cf04a0b9a1e,1,,,,19795,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Reading WFC,974,,0,,,,,,,,,,,,,,,,"{'formation': 4222, 'lineup': [{'player': {'id': 15719, 'name': 'Grace Moloney'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 15725, 'name': 'Natasha Harding'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 11}, {'player': {'id': 21021, 'name': 'Molly Bartrip'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 10198, 'name': 'Josanne Potter'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 22}, {'player': {'id': 15724, 'name': 'Mayumi Pacheco'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 15706, 'name': 'Rachel Furness'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 7}, {'player': {'id': 10251, 'name': 'Fara Williams'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 10190, 'name': 'Jade Moore'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 18}, {'player': {'id': 18149, 'name': 'Remi Allen'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 8}, {'player': {'id': 15726, 'name': 'Lauren Bruton'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 10}, {'player': {'id': 15723, 'name': 'Brooke Chaplen'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 19}]}",Reading WFC,974,00:00:00.000,Starting XI,
,,,,,,,,,,0.0,,,,,,,,,,,,9ce1ba1c-b6cb-444a-a19b-9ba690322442,2,,,,19795,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Reading WFC,974,,0,,,,,,,,,,,,,,,,"{'formation': 41221, 'lineup': [{'player': {'id': 22027, 'name': 'Anne Moorhouse'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 18145, 'name': 'Ria Percival'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 18151, 'name': 'Gilly Louise Scarlett Flaherty'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 18159, 'name': 'Brooke Hendrix'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 18155, 'name': 'Erin Simon'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 18148, 'name': 'Lucienne Reichardt'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 22798, 'name': 'So-Hyun Cho'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 20}, {'player': {'id': 18147, 'name': 'Kate Longhurst'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 12}, {'player': {'id': 18153, 'name': 'Alisha Lehmann'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 7}, {'player': {'id': 18146, 'name': 'Leanne Kiernan'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 8}, {'player': {'id': 4653, 'name': 'Jane Ross'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",West Ham United LFC,972,00:00:00.000,Starting XI,
,,,,,,,,,,0.0,,,,,,,,,,,,84c60f36-c7f6-48d7-bce2-f4249b7c94c0,3,,,,19795,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Reading WFC,974,['3bffcf1f-c8d8-4fbe-938d-2b6f8a4da71e'],0,,,,,,,,,,,,,,,,,Reading WFC,974,00:00:00.000,Half Start,
,,,,,,,,,,0.0,,,,,,,,,,,,3bffcf1f-c8d8-4fbe-938d-2b6f8a4da71e,4,,,,19795,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Reading WFC,974,['84c60f36-c7f6-48d7-bce2-f4249b7c94c0'],0,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:00.000,Half Start,
,,,,,,,,,,0.0,,,,,,,,,,,,909f2542-f93a-462c-b52e-5d0c120c6b37,1493,,,,19795,45,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,99,West Ham United LFC,972,['c341fb60-1571-4257-878e-32efe90f9b9a'],0,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:00.000,Half Start,
,,,,,,,,,,0.0,,,,,,,,,,,,c341fb60-1571-4257-878e-32efe90f9b9a,1494,,,,19795,45,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,99,West Ham United LFC,972,['909f2542-f93a-462c-b52e-5d0c120c6b37'],0,,,,,,,,,,,,,,,,,Reading WFC,974,00:00:00.000,Half Start,
,,,,,,,,,,1.7322,,,,,,,,,,,,c136ebe4-d013-41f0-b002-4a04ac2e63fc,5,,,"[60.0, 40.0]",19795,0,,,-2.896614,,,Right Foot,,,,"[40.0, 35.0]",,Ground Pass,20.615528,,,Josanne Potter,10198.0,,,,,Kick Off,1,From Kick Off,Fara Williams,10251.0,Left Defensive Midfield,2,Reading WFC,974,['f7f00115-61f9-4d4b-ab09-c764c73d9533'],0,,,,,,,,,,,,,,,,,Reading WFC,974,00:00:00.080,Pass,
,,,,,,,,,,1.631295,,,,,,,,,,,,d35ecd2f-734a-46ba-a5fb-3dcfcf572160,8,,,"[46.0, 36.0]",19795,0,,,1.7782925,,,Left Foot,,,,"[42.0, 55.0]",,Ground Pass,19.416489,,,Molly Bartrip,21021.0,,,,,,1,From Kick Off,Josanne Potter,10198.0,Left Center Back,2,Reading WFC,974,['161d62c8-a35b-4572-8734-847165fd360f'],4,,,,,,,,,,,,,,,,,Reading WFC,974,00:00:04.049,Pass,
,,,,,,,,,,2.1013,,,,,,,,,,,,f71ed83c-2e1c-47b4-8b5e-3e3287956d2b,11,,,"[42.0, 55.0]",19795,0,,,-1.4536875,,,Right Foot,,,,"[44.0, 38.0]",,Ground Pass,17.117243,,,Josanne Potter,10198.0,,,,,,1,From Kick Off,Molly Bartrip,21021.0,Right Center Back,2,Reading WFC,974,['a51fbb2d-7a13-4d22-8156-63cf96ba6298'],6,,,,,,,,,,,,,,,,,Reading WFC,974,00:00:06.127,Pass,
,,,,,,,,,,2.8537,,,,,,,,,,,,b99d2f2a-a192-4f60-917a-70178b2f85f7,13,,,"[44.0, 38.0]",19795,0,,,3.070285,,,Left Foot,,,,"[16.0, 40.0]",,Ground Pass,28.071337,,,Grace Moloney,15719.0,,,,,,1,From Kick Off,Josanne Potter,10198.0,Left Center Back,2,Reading WFC,974,['881af368-81fb-4cf7-a7f1-4ff4d18fca97'],8,,,,,,,,,,,,,,,,,Reading WFC,974,00:00:08.229,Pass,
