ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,0.0,,,,,,,,,,,,,,,8c71706e-7f57-430a-8fbc-60550db63d89,1,,,,19779,0,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bristol City WFC,973,,0,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 16391, 'name': 'Loren Dykes'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 16383, 'name': 'Danique Kerkdijk'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 16381, 'name': 'Gemma Evans'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 17274, 'name': 'Poppy Pattinson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 7}, {'player': {'id': 10171, 'name': 'Frankie Brown'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 10095, 'name': 'Julie Biesmans'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 20}, {'player': {'id': 16380, 'name': 'Katie Rood'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 16386, 'name': 'Lucy Hope'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 14}, {'player': {'id': 16388, 'name': 'Ella Rutherford'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 16390, 'name': 'Juliette Kemppi'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Bristol City WFC,973,00:00:00.000,Starting XI,
,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0a7c89b3-e30c-4518-87dd-27bf3406d612,2,,,,19779,0,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bristol City WFC,973,,0,,,,,,,,,,,,,,,"{'formation': 4222, 'lineup': [{'player': {'id': 4637, 'name': 'Ellie Roebuck'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 26}, {'player': {'id': 4648, 'name': 'Abbie McManus'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 23}, {'player': {'id': 10185, 'name': 'Stephanie Houghton'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 17524, 'name': 'Jennifer Patricia Beattie'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 4651, 'name': 'Demi Stokes'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 10172, 'name': 'Jill Scott'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 4658, 'name': 'Keira Walsh'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 24}, {'player': {'id': 10099, 'name': 'Tessa Wullaert'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 25}, {'player': {'id': 10188, 'name': 'Caroline Weir'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 19}, {'player': {'id': 4654, 'name': 'Nikita Parris'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 17}, {'player': {'id': 4643, 'name': 'Georgia Stanway'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 12}]}",Manchester City WFC,746,00:00:00.000,Starting XI,
,,,,,,,,,,,0.0,,,,,,,,,,,,,,,36e59699-4cad-4ada-a050-6a25f4cac55d,3,,,,19779,0,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bristol City WFC,973,['470dc804-728f-42d7-b7e7-7fb658c36e3e'],0,,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:00.000,Half Start,
,,,,,,,,,,,0.0,,,,,,,,,,,,,,,470dc804-728f-42d7-b7e7-7fb658c36e3e,4,,,,19779,0,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bristol City WFC,973,['36e59699-4cad-4ada-a050-6a25f4cac55d'],0,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:00.000,Half Start,
,,,,,,,,,,,0.0,,,,,,,,,,,,,,,3a01db61-a101-493f-9c48-4a72186c97f6,2089,,,,19779,45,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,95,Manchester City WFC,746,['0402d466-aa38-498f-8e75-5a0b194264d4'],0,,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:00.000,Half Start,
,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0402d466-aa38-498f-8e75-5a0b194264d4,2090,,,,19779,45,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,95,Manchester City WFC,746,['3a01db61-a101-493f-9c48-4a72186c97f6'],0,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:00.000,Half Start,
,,,,,,,,,,,0.879928,,,,,,,,,,,,,,,6e37119c-80ed-401b-bab2-b44a525a2de3,5,,,"[60.0, 40.0]",19779,0,,,,-3.0648208,,,Right Foot,,,"[47.0, 39.0]",,Ground Pass,13.038404,,Keira Walsh,4658.0,,,Kick Off,1,From Kick Off,Nikita Parris,4654.0,Right Center Forward,2,Manchester City WFC,746,['4632964c-c75f-460c-a58a-396efd728125'],1,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:01.240,Pass,
,,,,,,,,,,,1.714449,,,,,,,,,,,,,,,c2582d05-a79c-42da-b031-8dfa3b40ae23,8,,,"[50.0, 38.0]",19779,0,,,,-1.8000282,,,Right Foot,,,"[43.0, 8.0]",,Ground Pass,30.805843,,Demi Stokes,4651.0,,,,1,From Kick Off,Keira Walsh,4658.0,Left Defensive Midfield,2,Manchester City WFC,746,['3ec6cf87-b3dd-4ca9-8890-7b18ef563d1a'],2,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:02.790,Pass,
,,,,,,,,,,,1.221499,,,,,,,,,,,,,,,461bfb97-14aa-4d26-b69f-29086652a70d,12,,,"[42.0, 8.0]",19779,0,,,,2.896614,,,Left Foot,,,"[26.0, 12.0]",,Ground Pass,16.492422,,Jennifer Patricia Beattie,17524.0,,,,1,From Kick Off,Demi Stokes,4651.0,Left Back,2,Manchester City WFC,746,['046ae0a2-509a-4970-8bb2-636ebedd9d63'],5,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:05.642,Pass,
,,,,,,,,,,,2.662163,,,,,,,,,,,,,,,827b573c-153c-401a-a65c-a750bb0c5ed5,15,,,"[27.0, 21.0]",19779,0,,,,1.5458015,,,Right Foot,,,"[28.0, 61.0]",,Ground Pass,40.012497,,Stephanie Houghton,10185.0,,True,,1,From Kick Off,Jennifer Patricia Beattie,17524.0,Left Center Back,2,Manchester City WFC,746,['9519f2db-9919-4dad-96cc-b93c01ea8af1'],7,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:07.934,Pass,
