50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,0.0,,,,,,,,,,,,876e52c3-49c3-432d-b813-5f02c1f5f3e1,1,,,,19788,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Yeovil Town LFC,970,,0,,,,,,,,,,,,,,,"{'formation': 4222, 'lineup': [{'player': {'id': 15709, 'name': 'Megan Walsh'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 19774, 'name': 'Charlotte Buxton'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 15}, {'player': {'id': 15717, 'name': 'Hannah Short'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 15712, 'name': 'Nicola Cousins'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 15710, 'name': 'Megan Alexander'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 15707, 'name': 'Georgia Evans'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 16}, {'player': {'id': 15713, 'name': 'Bonnie Horwood'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 15714, 'name': 'Anne-Marie Heatherson'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 9}, {'player': {'id': 15705, 'name': 'Emily Donovan'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 14}, {'player': {'id': 21290, 'name': 'Erin Bloomfield'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 26}, {'player': {'id': 15718, 'name': 'Olivia Fergusson'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 7}]}",Yeovil Town LFC,970,00:00:00.000,Starting XI,
,,,,,,,,,,,,,0.0,,,,,,,,,,,,7d4e68b2-a0ca-422c-85e0-c1a037cf5530,2,,,,19788,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Yeovil Town LFC,970,,0,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 15626, 'name': 'Anke Preuß'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 15629, 'name': 'Satara Murray'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 44}, {'player': {'id': 15614, 'name': 'Sophie Elizabeth Bradley-Auckland'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 15618, 'name': 'Jasmine Matthews'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 2}, {'player': {'id': 15630, 'name': 'Leigh-Anne Robe'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 15628, 'name': 'Christie Murray'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 19417, 'name': 'Amy Rodgers'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 19}, {'player': {'id': 15218, 'name': 'Jessica Anne Clarke'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 7}, {'player': {'id': 19416, 'name': 'Laura Coombs'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 8}, {'player': {'id': 10093, 'name': 'Yana Daniëls'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 15611, 'name': 'Courtney Sweetman-Kirk'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Liverpool WFC,966,00:00:00.000,Starting XI,
,,,,,,,,,,,,,0.0,,,,,,,,,,,,c3f3d565-7298-41ab-9df5-5ab09248c9f4,3,,,,19788,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Yeovil Town LFC,970,['333fb350-93bd-4f37-a266-25147c3c1949'],0,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:00:00.000,Half Start,
,,,,,,,,,,,,,0.0,,,,,,,,,,,,333fb350-93bd-4f37-a266-25147c3c1949,4,,,,19788,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Yeovil Town LFC,970,['c3f3d565-7298-41ab-9df5-5ab09248c9f4'],0,,,,,,,,,,,,,,,,Liverpool WFC,966,00:00:00.000,Half Start,
,,,,,,,,,,,,,0.0,,,,,,,,,,,,274f01ca-9566-440a-9ac0-3c477c7dd0b5,1549,,,,19788,45,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,97,Yeovil Town LFC,970,['d342b108-fcaa-48a8-8868-c2c72a783931'],0,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:00:00.000,Half Start,
,,,,,,,,,,,,,0.0,,,,,,,,,,,,d342b108-fcaa-48a8-8868-c2c72a783931,1550,,,,19788,45,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,97,Yeovil Town LFC,970,['274f01ca-9566-440a-9ac0-3c477c7dd0b5'],0,,,,,,,,,,,,,,,,Liverpool WFC,966,00:00:00.000,Half Start,
,,,,,,,,,,,,,1.2123,,,,,,,,,,,,624c41bf-d41d-48fc-9c7a-bff511ee6675,5,,,"[61.0, 41.0]",19788,0,,,,3.0309355,,Right Foot,,,,"[52.0, 42.0]",,Ground Pass,9.055386,,Christie Murray,15628.0,,,,,Kick Off,1,From Kick Off,Laura Coombs,19416.0,Center Attacking Midfield,2,Liverpool WFC,966,['82452c9d-9262-47f1-8b56-21e5a376b88a'],0,,,,,,,,,,,,,,,,Liverpool WFC,966,00:00:00.223,Pass,
,,,,,,,,,,,,,4.065748,,,,,,,,,,,,bcbb8955-c076-410e-8715-b218c49902ce,9,,,"[53.0, 44.0]",19788,0,,,,-0.35399744,,Right Foot,,,,"[99.0, 27.0]",,High Pass,49.0408,Incomplete,Yana Daniëls,10093.0,,,,,,1,From Kick Off,Christie Murray,15628.0,Right Center Midfield,2,Liverpool WFC,966,"['31a6ddeb-95b3-4d39-9cf9-7968f60468be', 'f346407a-1989-4902-99f3-85e48b55d6df']",1,,,,,,,,,,,,,,,,Liverpool WFC,966,00:00:01.731,Pass,
,,,,,,,,,,,,,0.876229,,,,,,,,,,,,4849f9ae-114c-4de8-8ce1-bcd23e34f679,18,,,"[92.0, 34.0]",19788,0,,,,1.9513026,7bc593a2-289b-43e8-9718-fae341b16e3a,Right Foot,,,,"[88.0, 44.0]",,Low Pass,10.770329,,Christie Murray,15628.0,True,,,,,1,From Kick Off,Yana Daniëls,10093.0,Left Wing,2,Liverpool WFC,966,['db17424f-2f5d-4dd1-99b0-f22ddae7a037'],8,,,,,,,,,,,,,,,,Liverpool WFC,966,00:00:08.983,Pass,
,,,,,,,,,,,,,3.3394,,,,,,,,,,,,012cf7e5-c8b0-4123-8105-2abbae04eb07,24,,,"[16.0, 53.0]",19788,0,,,,-0.39234015,,Drop Kick,,,,"[74.0, 29.0]",,High Pass,62.76942,,Olivia Fergusson,15718.0,,,,,,1,From Keeper,Megan Walsh,15709.0,Goalkeeper,4,Yeovil Town LFC,970,['0cb1a1aa-6aeb-4506-8e96-b3c7ed2808ab'],22,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:00:22.645,Pass,
