ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,2.6669,,,,,,,,,,c804a356-6899-4387-b557-9d62b017b06c,17,,"[9.0, 43.0]",19735,0,,,,-0.3416155,,,Right Foot,,,"[54.0, 27.0]",,High Pass,47.759815,Incomplete,,,,,,,,1,From Kick Off,Rebecca Leigh Spencer,18158.0,Goalkeeper,2,West Ham United LFC,972,"['08973665-a333-49be-9b16-72d1b82c14bc', 'd1d87383-6fdc-425c-a96c-0b08988a9b82']",9,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:09.112,Pass,True
,,,,,,,,,,1.452576,,,,,,,,,,d1d87383-6fdc-425c-a96c-0b08988a9b82,18,,"[67.0, 54.0]",19735,0,,,,-0.18534794,,,Left Foot,,,"[83.0, 51.0]",,Low Pass,16.27882,Incomplete,Keira Walsh,4658.0,,,,,Recovery,1,From Kick Off,Jill Scott,10172.0,Right Center Midfield,2,West Ham United LFC,972,"['704669f5-b31a-4bf3-96b6-8aebe8138749', 'c804a356-6899-4387-b557-9d62b017b06c', 'f5c854b0-4333-4b4a-ac0a-00f231ce4bec']",11,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:11.779,Pass,
,,,,,,,,,,2.659424,,,,,,,,,,f5c854b0-4333-4b4a-ac0a-00f231ce4bec,20,,"[38.0, 30.0]",19735,0,,,,-1.00748,,,Right Foot,,,"[50.0, 11.0]",,Low Pass,22.472204,,Claire Lauren Rafferty,18156.0,,,,,Recovery,1,From Kick Off,Ria Percival,18145.0,Center Defensive Midfield,2,West Ham United LFC,972,"['06c1399a-08f3-4c65-b8d9-b634a8802ac5', 'd1d87383-6fdc-425c-a96c-0b08988a9b82']",13,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:13.231,Pass,
,,,,,,,,,,3.864212,,,,,,,,,,0b1abcbf-3e70-4682-ad27-5367235e1800,24,,"[51.0, 12.0]",19735,0,,,,0.14189705,,,Left Foot,,,"[100.0, 19.0]",,High Pass,49.497475,Incomplete,Jane Ross,4653.0,,,,,,1,From Kick Off,Claire Lauren Rafferty,18156.0,Left Back,2,West Ham United LFC,972,"['bd81f750-cce6-46ab-9b77-20511a5cc016', 'c1e93baf-5887-4462-a29a-501db86e845b']",16,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:16.077,Pass,
,,,,,,,,,,1.899288,,,,,,,,,,c1e93baf-5887-4462-a29a-501db86e845b,26,,"[21.0, 62.0]",19735,0,,,,-2.2455373,,,Right Foot,,,"[13.0, 52.0]",,Ground Pass,12.806249,,Ellie Roebuck,4637.0,,,,,Recovery,1,Regular Play,Stephanie Houghton,10185.0,Right Center Back,3,Manchester City WFC,746,"['0b1abcbf-3e70-4682-ad27-5367235e1800', 'd82423ca-cf6e-4993-9c4c-6db82e175806']",19,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:19.941,Pass,
,,,,,,,,,,3.721045,,,,,,,,,,d7d70e43-2ae2-4bc3-a175-3a8cf3591d1e,29,,"[14.0, 52.0]",19735,0,,,,-0.38831872,,,Right Foot,,,"[36.0, 43.0]",,High Pass,23.769728,Unknown,,,,,,,,1,Regular Play,Ellie Roebuck,4637.0,Goalkeeper,3,Manchester City WFC,746,['85c36727-de17-4900-8c62-d373aa884c47'],21,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:21.841,Pass,True
,,,,,,,,,,4.366598,,,,,,,,,,051161bc-b8dc-46fd-b528-82eceaaab3a2,34,,"[80.0, 35.0]",19735,0,,,,0.61320734,,,Right Foot,,,"[107.0, 54.0]",,High Pass,33.01515,Injury Clearance,,,,,,,Recovery,1,Other,Julia Simic,18150.0,Left Center Midfield,5,West Ham United LFC,972,,57,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:57.874,Pass,
,,,,,,,,,,1.130081,,,,,,,,,,f51c460f-9629-4b2c-94ef-7fd0522e8ef8,37,,"[14.0, 27.0]",19735,1,,,,-0.67474097,,,Keeper Arm,,,"[24.0, 19.0]",,Low Pass,12.806249,,Jennifer Patricia Beattie,17524.0,,,,,,1,Regular Play,Ellie Roebuck,4637.0,Goalkeeper,6,Manchester City WFC,746,['2ee38c90-861a-4725-b28b-54463c78f36e'],3,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:01:03.000,Pass,
,,,,,,,,,,2.774637,,,,,,,,,,6070b6f8-ff3e-4dc9-9c27-1cc2d62b26c2,40,,"[24.0, 22.0]",19735,1,,,,1.6588037,,,Right Foot,,,"[21.0, 56.0]",,Ground Pass,34.132095,,Stephanie Houghton,10185.0,,,,,,1,Regular Play,Jennifer Patricia Beattie,17524.0,Left Center Back,6,Manchester City WFC,746,['e4236952-cc3a-4d65-b431-ef44037c0aaf'],5,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:01:05.158,Pass,
,,,,,,,,,,1.364793,,,,,,,,,,6990a970-1392-4822-ad86-5084086e8f5f,43,,"[33.0, 57.0]",19735,1,,,,-1.5120405,,,Right Foot,,,"[35.0, 23.0]",,Ground Pass,34.058773,,Jennifer Patricia Beattie,17524.0,,,,,,1,Regular Play,Stephanie Houghton,10185.0,Right Center Back,6,Manchester City WFC,746,['c68cafc1-603b-4f19-b645-765513af51cf'],11,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:01:11.198,Pass,
,,,,,,,,,,1.107442,,,,,,,,,,1402f125-59f0-4487-a521-bec78086e019,46,,"[37.0, 24.0]",19735,1,,,,0.5404195,,,Right Foot,,,"[42.0, 27.0]",,Ground Pass,5.8309517,,Keira Walsh,4658.0,,,,,,1,Regular Play,Jennifer Patricia Beattie,17524.0,Left Center Back,6,Manchester City WFC,746,['4ccadbd5-16bc-43f2-b462-a6b0c5e8618a'],14,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:01:14.194,Pass,
,,,,,,,,,,1.440223,,,,,,,,,,80dc2557-bc8c-4594-8aee-6de93120719f,53,,"[49.0, 25.0]",19735,1,,,,-0.43984258,,,Right Foot,,,"[66.0, 17.0]",,Ground Pass,18.788294,,Caroline Weir,10188.0,,,,,,1,Regular Play,Keira Walsh,4658.0,Center Defensive Midfield,6,Manchester City WFC,746,['0f07db00-7114-4e34-bc33-708c04fef739'],18,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:01:18.529,Pass,
,,,,,,,,,,1.356157,,,,,,,,,,0372cad4-8d24-4895-a824-27f73c2b4b52,56,,"[68.0, 18.0]",19735,1,,,,-1.1071488,,,Left Foot,,,"[76.0, 2.0]",,Ground Pass,17.888544,,Esme Beth Morgan,4649.0,,,,,,1,Regular Play,Caroline Weir,10188.0,Left Center Midfield,6,Manchester City WFC,746,['36d7168b-2e05-4cf0-8260-3d475068b2ad'],21,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:01:21.429,Pass,
,,,,,,,,,,1.309303,,,,,,,,,,a9abe8bc-acc6-4bf4-943c-6ab742478bb4,59,,"[76.0, 2.0]",19735,1,,,,0.0,,,Right Foot,,,"[90.0, 2.0]",,Ground Pass,14.0,,Claire Emslie,4646.0,,,,,,1,Regular Play,Esme Beth Morgan,4649.0,Left Back,6,Manchester City WFC,746,['6949b253-58d6-4304-9c62-1e876294a2f3'],23,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:01:23.312,Pass,
,,,,,,,,,,1.372648,,,,,,,,,,b76a35d6-d24d-472a-81cd-a0b246aa1233,62,,"[90.0, 2.0]",19735,1,,,,0.1798535,,,Right Foot,,,"[101.0, 4.0]",,Ground Pass,11.18034,,Caroline Weir,10188.0,,,,,,1,Regular Play,Claire Emslie,4646.0,Left Wing,6,Manchester City WFC,746,['2a7a601e-2b2c-4ce5-9df8-30bdc9a4d9f3'],27,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:01:27.259,Pass,
,,,,,,,,,,0.008865,,,,,,,,,,cbaeafa5-7263-4d4a-a53f-ed983240f948,65,,"[106.0, 4.0]",19735,1,,,,1.4288993,,,Left Foot,,,"[107.0, 11.0]",,High Pass,7.071068,Incomplete,,,,,,,,1,Regular Play,Caroline Weir,10188.0,Left Center Midfield,6,Manchester City WFC,746,['13da86fc-e1ee-49ac-8940-a3a2bef001c1'],30,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:01:30.080,Pass,
,,,,,,,,,,2.058,,,,,,,,,,9b117c74-bc60-4106-9616-95a1958587d9,68,,"[107.0, 23.0]",19735,1,,,True,-2.819842,9d4f70b1-688f-456d-8c21-c4ab70e0fdf1,,,,,"[104.0, 22.0]",True,Low Pass,3.1622777,,Caroline Weir,10188.0,,,,,Recovery,1,Regular Play,Claire Emslie,4646.0,Left Wing,6,Manchester City WFC,746,"['0b3cb67b-6d8e-4035-a4e5-607741380eaf', '6f44e277-5203-47ca-9b77-ec2ba1883b1b']",32,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:01:32.861,Pass,True
,,,,,,,,,,1.998925,,,,,,,,,,285f7e0d-5b3f-49b9-ace9-26a633520ee3,72,,"[61.0, 41.0]",19735,2,,True,,2.7367008,,,Right Foot,,,"[40.0, 50.0]",,Ground Pass,22.847319,,Kate Longhurst,18147.0,,,,,Kick Off,1,From Kick Off,Jane Ross,4653.0,Center Forward,7,West Ham United LFC,972,['89ce7df4-fcbb-4d58-a267-f65de378ab69'],6,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:02:06.938,Pass,
,,,,,,,,,,2.257483,,,,,,,,,,fa240423-45c6-4df6-85da-4d1c68c3297d,74,,"[40.0, 50.0]",19735,2,,True,,3.0648208,,,Right Foot,,,"[27.0, 51.0]",,Ground Pass,13.038404,,Gilly Louise Scarlett Flaherty,18151.0,,,,,,1,From Kick Off,Kate Longhurst,18147.0,Right Center Midfield,7,West Ham United LFC,972,['d89e79d3-6a62-4003-9085-e78b8f2bd1ee'],9,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:02:09.911,Pass,
,,,,,,,,,,6.451471,,,,,,,,,,09f008ee-0336-477b-9ae9-5cf412d550c1,76,,"[29.0, 51.0]",19735,2,,True,,0.35563588,,,Right Foot,,,"[99.0, 77.0]",,High Pass,74.672615,Incomplete,Alisha Lehmann,18153.0,,,,,,1,From Kick Off,Gilly Louise Scarlett Flaherty,18151.0,Right Center Back,7,West Ham United LFC,972,"['3d660647-f5b0-4bbf-a64c-a358737663f2', '7ad5abe8-3fc9-4dda-83ce-7b552877ca68']",14,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:02:14.000,Pass,
,,,,,,,,,,0.471038,,,,,,,,,,7ad5abe8-3fc9-4dda-83ce-7b552877ca68,78,,"[22.0, 4.0]",19735,2,,True,,-0.6435011,,,Head,,,"[26.0, 1.0]",,Low Pass,5.0,Out,,,,,,,Recovery,1,From Kick Off,Esme Beth Morgan,4649.0,Left Back,7,West Ham United LFC,972,['09f008ee-0336-477b-9ae9-5cf412d550c1'],20,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:02:20.452,Pass,
,,,,,,,,,,1.564185,,,,,,,,,,965ad7a9-8d4f-499d-a6da-ae44b268c8ca,79,,"[106.0, 80.0]",19735,2,,,,-0.9272952,,,,,,"[118.0, 64.0]",,Low Pass,20.0,,Jane Ross,4653.0,,,,,Throw-in,1,From Throw In,Erin Simon,18155.0,Right Back,8,West Ham United LFC,972,['f4320b97-c3ee-41c7-b45f-c5dcd4ae5db8'],32,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:02:32.467,Pass,
,,,,,,,,,,2.0352,,,,,,,,,,4724a23f-74d7-4ec1-b4cc-9481be77f61e,84,,"[3.0, 13.0]",19735,2,,,,0.08314123,,,Right Foot,,,"[27.0, 15.0]",,High Pass,24.083189,,Claire Emslie,4646.0,,,,,Recovery,1,From Throw In,Esme Beth Morgan,4649.0,Left Back,8,West Ham United LFC,972,['dfb6c9a9-3c40-49a9-9fb9-b563fe3c8adc'],34,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:02:34.491,Pass,
,,,,,,,,,,1.9124,,,,,,,,,,236954b8-85ec-493f-a824-419f3267f810,87,,"[28.0, 16.0]",19735,2,,,,0.14189705,,,Head,,,"[42.0, 18.0]",,Low Pass,14.142136,Incomplete,,,,,,,,1,From Throw In,Claire Emslie,4646.0,Left Wing,8,West Ham United LFC,972,"['4b862303-bac7-43a8-bb0d-ae5121ff9a6f', 'c86f596d-77e0-48bf-ad89-4a79d50893c1']",36,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:02:36.526,Pass,True
,,,,,,,,,,2.335144,,,,,,,,,,c86f596d-77e0-48bf-ad89-4a79d50893c1,88,,"[79.0, 63.0]",19735,2,,,,-1.3329604,,,Right Foot,,,"[87.0, 30.0]",,Ground Pass,33.955853,,Brianna Visalli,18157.0,,,,,Recovery,1,From Throw In,Gilly Louise Scarlett Flaherty,18151.0,Right Center Back,8,West Ham United LFC,972,"['236954b8-85ec-493f-a824-419f3267f810', '8204db60-c623-4a4b-969a-8c12ea4f3bcf']",38,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:02:38.439,Pass,
,,,,,,,,,,1.561446,,,,,,,,,,6b14d9b3-136a-4d73-b081-d38d8d16406e,91,,"[86.0, 31.0]",19735,2,,,,-3.070285,,,Right Foot,,,"[72.0, 30.0]",,Ground Pass,14.035668,,Claire Lauren Rafferty,18156.0,,,,,,1,From Throw In,Brianna Visalli,18157.0,Left Wing,8,West Ham United LFC,972,['b3f28b80-fb6a-496f-9144-0593cf485be2'],40,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:02:40.886,Pass,
,,,,,,,,,,2.600412,,,,,,,,,,5847198c-41df-4e59-b877-c6614da782f7,94,,"[77.0, 31.0]",19735,2,,,,0.43535328,,,Left Foot,,,"[120.0, 51.0]",,Low Pass,47.423622,Out,Kate Longhurst,18147.0,,,,,,1,From Throw In,Claire Lauren Rafferty,18156.0,Left Back,8,West Ham United LFC,972,['ff597702-cbd5-4e64-8395-6049999c8ac9'],44,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:02:44.345,Pass,
,,,,,,,,,,2.056751,,,,,,,,,,b06845f2-c49f-4998-a8a0-a90c071d8702,96,,"[6.0, 40.0]",19735,3,,,,1.4410938,,,Right Foot,,,"[9.0, 63.0]",,Ground Pass,23.194826,,Stephanie Houghton,10185.0,,,,,Goal Kick,1,From Goal Kick,Ellie Roebuck,4637.0,Goalkeeper,9,Manchester City WFC,746,['fd91772a-2736-433d-adee-e7fae2516a77'],2,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:03:02.736,Pass,
,,,,,,,,,,2.15,,,,,,,,,,469b0d2e-44b5-4ae5-84c1-1b168eb25ee2,99,,"[9.0, 63.0]",19735,3,,,,-0.30587888,,,Right Foot,,,"[28.0, 57.0]",,Ground Pass,19.924858,,Jill Scott,10172.0,,,,,,1,From Goal Kick,Stephanie Houghton,10185.0,Right Center Back,9,Manchester City WFC,746,"['4437097a-e0c6-4178-a798-c44ec2270ac1', 'f376ad5f-3392-4a38-94c1-01bdd91265cd']",4,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:03:04.793,Pass,True
,,,,,,,,,,1.431851,,,,,,,,,,3369f547-7b0f-43b0-a8f3-a1eb0fd688d5,102,,"[23.0, 57.0]",19735,3,,,,2.0344439,,,Right Foot,,,"[15.0, 73.0]",,Ground Pass,17.888544,,Stephanie Houghton,10185.0,,,,,,1,From Goal Kick,Jill Scott,10172.0,Right Center Midfield,9,Manchester City WFC,746,['a1cab7bb-4b87-4eaf-ad9e-e47471021b08'],8,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:03:08.616,Pass,
,,,,,,,,,,2.294427,,,,,,,,,,522c7f6d-924b-4953-92c2-2b8b201dc493,104,,"[16.0, 73.0]",19735,3,,,,-1.8817946,,,Right Foot,,,"[7.0, 45.0]",,Ground Pass,29.410883,,Ellie Roebuck,4637.0,,,,,,1,From Goal Kick,Stephanie Houghton,10185.0,Right Center Back,9,Manchester City WFC,746,['1a281cac-d620-4b89-9386-5f791f20d823'],10,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:03:10.048,Pass,
,,,,,,,,,,1.808431,,,,,,,,,,ef74aa64-ca1d-4796-a162-7763ab16622d,107,,"[10.0, 45.0]",19735,3,,,,-0.9707461,,,Right Foot,,,"[23.0, 26.0]",,Ground Pass,23.021729,,Jennifer Patricia Beattie,17524.0,,,,,,1,From Goal Kick,Ellie Roebuck,4637.0,Goalkeeper,9,Manchester City WFC,746,['3dff96f9-60f3-4063-be27-f29eb1429b7d'],14,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:03:14.193,Pass,
,,,,,,,,,,1.024967,,,,,,,,,,710cd253-5458-45e2-8cb4-33590a351b88,110,,"[28.0, 26.0]",19735,3,,,,1.076855,,,Right Foot,,,"[35.0, 39.0]",,Ground Pass,14.764823,,Keira Walsh,4658.0,,,,,,1,From Goal Kick,Jennifer Patricia Beattie,17524.0,Left Center Back,9,Manchester City WFC,746,['1a16a200-4ae4-4c14-9986-7382cf514657'],18,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:03:18.122,Pass,
,,,,,,,,,,1.660406,,,,,,,,,,711a5936-163b-466f-8215-4a32f9f6741e,113,,"[34.0, 39.0]",19735,3,,,,-1.815775,,,Right Foot,,,"[30.0, 23.0]",,Ground Pass,16.492422,,Jennifer Patricia Beattie,17524.0,,,,,,1,From Goal Kick,Keira Walsh,4658.0,Center Defensive Midfield,9,Manchester City WFC,746,['0a366c7d-3219-483d-a61f-09327e0d3b5e'],19,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:03:19.324,Pass,
,,,,,,,,,,2.199961,,,,,,,,,,fb3d3047-58b5-43da-a238-0e128a513253,116,,"[30.0, 24.0]",19735,3,,,,1.6332152,,,Left Foot,,,"[28.0, 56.0]",,Ground Pass,32.06244,,Stephanie Houghton,10185.0,,,,,,1,From Goal Kick,Jennifer Patricia Beattie,17524.0,Left Center Back,9,Manchester City WFC,746,['ee922b1f-096c-4a9a-ab72-085b45d5cafd'],21,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:03:21.484,Pass,
