ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_miscommunication,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,1.167014,,,,,,,,,,,,,,,0f4d5c2d-ba4e-4688-a8c8-80baf328f356,2927,,,"[44.0, 61.0]",19746,91,,True,-1.1071488,,,,,"[53.0, 43.0]",,High Pass,20.12461,,Incomplete,,,,,,,Recovery,2,From Goal Kick,Megan Finnigan,18254.0,Right Center Back,190,West Ham United LFC,972,"['5a290fd5-40c7-45fa-980c-54f29bae08ff', '931bd5be-6129-42ab-8dec-06e58bab830d', 'bd8e4f45-5b80-4ce5-b563-22958c34e6b5']",36,,,,,,,,,,,,,,,,,,Everton LFC,967,00:46:36.520,Pass,True
,,,,,,,,,,0.948508,,,,,,,,,,,,,,,bf0ecf1e-4700-438f-aef2-8edc4629c6d8,2932,,,"[68.0, 36.0]",19746,91,,,-2.819842,,Right Foot,,,"[62.0, 34.0]",,Ground Pass,6.3245554,,,Kate Longhurst,18147.0,,,,,Recovery,2,From Goal Kick,Julia Simic,18150.0,Right Center Midfield,190,West Ham United LFC,972,['40532e57-7e76-4d72-bfae-05a9d43c520c'],40,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:46:40.197,Pass,
,,,,,,,,,,4.171353,,,,,,,,,,,,,,,6751b458-49a6-478c-b3c7-4f5da443f9b1,2935,,,"[62.0, 33.0]",19746,91,,,0.87605804,,Right Foot,,,"[97.0, 75.0]",,High Pass,54.67175,,,Leanne Kiernan,18146.0,,True,,,,2,From Goal Kick,Kate Longhurst,18147.0,Center Midfield,190,West Ham United LFC,972,['a125a6e7-3dea-4a20-9714-8a54778f0b2e'],41,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:46:41.239,Pass,
,,,,,,,,,,1.49849,,,,,,,,,,,,,,,55b21629-9e38-40f0-852c-2742d0ae1a47,2943,,,"[19.0, 6.0]",19746,91,,,0.031239834,,Left Foot,,,"[51.0, 7.0]",,High Pass,32.01562,,Incomplete,Elise Hughes,21230.0,,,,,,2,From Goal Kick,Inessa Kaagman,15579.0,Right Attacking Midfield,190,West Ham United LFC,972,"['0a5b0140-9323-4da4-b3c5-77f62bd0229a', 'db238127-9bd4-4db2-a0d6-6b1c7623e1b3']",54,,,,,,,,,,,,,,,,,,Everton LFC,967,00:46:54.969,Pass,
,,,,,,,,,,1.530452,,,,,,,,,,,,,,,e1b26101-887c-4175-8f17-a40c61faa09c,2953,,,"[42.0, 9.0]",19746,92,,,1.8766752,,Right Foot,,,"[36.0, 28.0]",,Ground Pass,19.924858,,,Abbey-Leigh Stringer,15573.0,,,,,Free Kick,2,From Free Kick,Georgia Brougham,15574.0,Center Back,192,Everton LFC,967,['86326706-679d-4ed6-93cb-64843ad97ea9'],9,,,,,,,,,,,,,,,,,,Everton LFC,967,00:47:09.347,Pass,
,,,,,,,,,,1.524356,,,,,,,,,,,,,,,37d7cc9a-0824-4afa-939a-2e09aaa4fdd1,2956,,,"[39.0, 29.0]",19746,92,,,1.1220729,,Left Foot,,,"[52.0, 56.0]",,Ground Pass,29.966648,,,Megan Finnigan,18254.0,,,,,,2,From Free Kick,Abbey-Leigh Stringer,15573.0,Right Defensive Midfield,192,Everton LFC,967,['463ea81c-2e26-4baf-a197-8fd536b53348'],12,,,,,,,,,,,,,,,,,,Everton LFC,967,00:47:12.928,Pass,
,,,,,,,,,,1.314042,,,,,,,,,,,,,,,37cdabf4-db6c-4216-add1-813d8221d619,2959,,,"[56.0, 67.0]",19746,92,,,-1.2120256,,Right Foot,,,"[59.0, 59.0]",,Ground Pass,8.5440035,,,Angharad James,15577.0,,,,,,2,From Free Kick,Megan Finnigan,18254.0,Right Center Back,192,Everton LFC,967,['e8aa6fee-2aaf-4179-8a3b-5cf19e51c124'],17,,,,,,,,,,,,,,,,,,Everton LFC,967,00:47:17.110,Pass,
,,,,,,,,,,1.490656,,,,,,,,,,,,,,,a9ba1044-83ff-4c61-bb85-abdd03dd1ad0,2962,,,"[65.0, 62.0]",19746,92,,,-0.34302393,,Right Foot,,,"[93.0, 52.0]",,High Pass,29.732138,,Incomplete,Gabrielle George,15575.0,,,,,,2,From Free Kick,Angharad James,15577.0,Left Defensive Midfield,192,Everton LFC,967,"['76132cf9-3ee0-4ce4-a61f-7b93a6603f0e', 'bc4630a3-4031-43b3-a18d-7259f64c5d2b']",19,,,,,,,,,,,,,,,,,,Everton LFC,967,00:47:19.745,Pass,
,,,,,,,,,,1.42494,,,,,,,,,,,,,,,76132cf9-3ee0-4ce4-a61f-7b93a6603f0e,2964,,,"[28.0, 29.0]",19746,92,,,0.18534794,,Head,,,"[44.0, 32.0]",,Low Pass,16.27882,,Incomplete,,,,,,,Recovery,2,From Free Kick,Gilly Louise Scarlett Flaherty,18151.0,Center Back,192,Everton LFC,967,"['a270af7e-5693-46ea-aa11-0095e8e75202', 'a9ba1044-83ff-4c61-bb85-abdd03dd1ad0']",21,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:47:21.236,Pass,
,,,,,,,,,,1.577074,,,,,,,,,,,,,,,9a951ce5-e650-4d3c-ab21-67b068e8ddc1,2968,,,"[78.0, 48.0]",19746,92,,,-2.0899425,,Right Foot,,,"[70.0, 34.0]",,Ground Pass,16.124516,,,Georgia Brougham,15574.0,,,,,,2,From Free Kick,Abbey-Leigh Stringer,15573.0,Right Defensive Midfield,192,Everton LFC,967,"['48a3a740-9073-49fe-acac-8f7f791a3792', '7a420792-7765-4e59-ba03-47065c376d7a']",24,,,,,,,,,,,,,,,,,,Everton LFC,967,00:47:24.407,Pass,True
,,,,,,,,,,0.69706,,,,,,,,,,,,,,,dede124a-8afd-425d-ad4f-bda5e85d6a33,2971,,,"[73.0, 32.0]",19746,92,,,-0.29849893,,Left Foot,,,"[86.0, 28.0]",,Ground Pass,13.601471,,,Inessa Kaagman,15579.0,,,,,,2,From Free Kick,Georgia Brougham,15574.0,Center Back,192,Everton LFC,967,['923978bf-7064-4478-ada3-d4f72008c575'],28,,,,,,,,,,,,,,,,,,Everton LFC,967,00:47:28.268,Pass,
,,,,,,,,,,0.615073,,,,,,,,,,,,,,,ccbfb5fb-47ec-4c62-979c-af7cf492f920,2975,,,"[87.0, 12.0]",19746,92,,,1.5707964,,Right Foot,,,"[87.0, 20.0]",,Ground Pass,8.0,,Incomplete,,,,,,,,2,From Free Kick,Inessa Kaagman,15579.0,Right Attacking Midfield,192,Everton LFC,967,['631ae3e9-f593-4e46-97d5-b9f0f5204976'],32,,,,,,,,,,,,,,,,,,Everton LFC,967,00:47:32.596,Pass,
,,,,,,,,,,1.135758,,,,,,,,,,,,,,,4d2ddbfa-83e7-453c-8f6d-8e64fc46beaf,2977,,,"[34.0, 61.0]",19746,92,,,2.6779451,,Right Foot,,,"[24.0, 66.0]",,Ground Pass,11.18034,,,Erin Simon,18155.0,,,,,Recovery,2,From Free Kick,Kate Longhurst,18147.0,Center Midfield,192,Everton LFC,967,['20d41f43-ddca-4f19-b76d-3df216098a23'],34,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:47:34.142,Pass,
,,,,,,,,,,5.120023,,,,,,,,,,,,,,,834b8646-e552-4c54-9456-5f85eda13370,2980,,,"[28.0, 71.0]",19746,92,,,-0.15808997,,Right Foot,,,"[97.0, 60.0]",,Low Pass,69.87131,,Incomplete,,,,,,,,2,From Free Kick,Erin Simon,18155.0,Left Wing Back,192,Everton LFC,967,['738d70be-86c5-4fbc-aec2-e6e4c47aea02'],36,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:47:36.309,Pass,
,,,,,,,,,,1.84159,,,,,,,,,,,,,,,738d70be-86c5-4fbc-aec2-e6e4c47aea02,2981,,,"[24.0, 21.0]",19746,92,,,2.3217254,,Right Foot,,,"[10.0, 36.0]",,Ground Pass,20.518284,,,Kirstie Levell,15576.0,,,,,Recovery,2,From Free Kick,Abbey-Leigh Stringer,15573.0,Right Defensive Midfield,192,Everton LFC,967,"['834b8646-e552-4c54-9456-5f85eda13370', 'd13f3e42-f4a8-4bd3-baa3-26a11e8d6fda']",41,,,,,,,,,,,,,,,,,,Everton LFC,967,00:47:41.429,Pass,
,,,,,,,,,,2.059598,,,,,,,,,,,,,,,71573cc0-789c-4cd1-9b8e-143f61ca1d83,2984,,,"[11.0, 36.0]",19746,92,,,0.9944211,,Right Foot,,,"[24.0, 56.0]",,Ground Pass,23.853722,,,Megan Finnigan,18254.0,,,,,,2,From Free Kick,Kirstie Levell,15576.0,Goalkeeper,192,Everton LFC,967,['e63ab34d-947c-4ffd-b26f-c14b2eb7eb35'],44,,,,,,,,,,,,,,,,,,Everton LFC,967,00:47:44.088,Pass,
,,,,,,,,,,1.737805,,,,,,,,,,,,,,,bbec3163-f060-4bb9-9a92-7ed132f8a2e6,2987,,,"[41.0, 60.0]",19746,92,,,0.81569195,,Right Foot,,,"[57.0, 77.0]",,Ground Pass,23.345236,,Incomplete,Chantelle Boye-Hlorkah,15556.0,,,,,,2,From Free Kick,Megan Finnigan,18254.0,Right Center Back,192,Everton LFC,967,"['414f4cff-4a3f-4352-b7aa-c2ec93b2cc9a', '57e3838c-f991-4a69-8bad-07aeded6b562']",49,,,,,,,,,,,,,,,,,,Everton LFC,967,00:47:49.889,Pass,
,,,,,,,,,,3.704038,,,,,,,,,,,,,,,b4f3bd52-1af6-4bde-a60f-d16bd8ca14fd,2993,,,"[70.0, 1.0]",19746,93,,,0.30587888,,,,,"[108.0, 13.0]",,High Pass,39.849716,,Incomplete,Leanne Kiernan,18146.0,,,,,Throw-in,2,From Throw In,Erin Simon,18155.0,Left Wing Back,193,West Ham United LFC,972,"['6757c310-71ab-4672-b2c5-471d23f73a28', '7260f53a-570c-4c64-ba3b-aabf5b26a956']",12,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:48:12.054,Pass,
,,,,,,,,,,3.37319,,,,,,,,,,,,,,,17ed7121-e5a1-4396-b24b-0b89d75ac03c,2999,,,"[11.0, 68.0]",19746,93,,,-0.5349551,,Right Foot,,,"[65.0, 36.0]",,High Pass,62.76942,,Incomplete,Inessa Kaagman,15579.0,,,,,Free Kick,2,From Free Kick,Chantelle Boye-Hlorkah,15556.0,Right Midfield,194,Everton LFC,967,"['02d940d8-84e4-4ea5-b25a-1ff14af060dc', '4c3abda2-c96e-43ed-9093-c15357db7759']",24,,,,,,,,,,,,,,,,,,Everton LFC,967,00:48:24.281,Pass,
,,,,,,,,,,4.159964,,,,,,,,,,,,,,,67433d8b-75d9-4d12-aec2-b1f67fae597e,3003,,,"[59.0, 45.0]",19746,93,,,0.69192135,,Left Foot,,,"[94.0, 74.0]",,Low Pass,45.453274,,,Kate Longhurst,18147.0,,,,,,2,From Free Kick,Esmee de Graaf,18154.0,Right Wing Back,194,Everton LFC,967,['d4cfe325-6c23-4175-b854-3079c040e426'],28,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:48:28.763,Pass,
,,,,,,,,,,1.345952,,,,,,,,,,,,,,,325dcbf6-1c91-4501-b66d-c96c0d908aaf,3011,,,"[7.0, 7.0]",19746,93,,,1.4056476,,Right Foot,,,"[8.0, 13.0]",,Ground Pass,6.0827627,,,Danielle Turner,15571.0,,,,,,2,From Free Kick,Abbey-Leigh Stringer,15573.0,Right Defensive Midfield,194,Everton LFC,967,"['a682553d-4348-4165-a8d8-269bacd2e249', 'dbd93810-bdf0-4a32-a751-5be14820d244']",41,,,,,,,,,,,,,,,,,,Everton LFC,967,00:48:41.721,Pass,True
,,,,,,,,,,4.405152,,,,,,,,,,,,,,,aabbf20b-26ea-4f55-83e8-38cdb52b3917,3014,,,"[35.0, 16.0]",19746,93,,,0.16743177,,Left Foot,,,"[106.0, 28.0]",,High Pass,72.00694,,Incomplete,,,,,,,,2,From Free Kick,Danielle Turner,15571.0,Left Midfield,194,Everton LFC,967,['5c8da69d-fc3f-4971-8033-2c30f16f61b8'],49,,,,,,,,,,,,,,,,,,Everton LFC,967,00:48:49.239,Pass,
,,,,,,,,,,2.483847,,,,,,,,,,,,,,,5122d1dd-40a7-4878-9c9f-71403dab8b90,3017,,,"[18.0, 28.0]",19746,94,,,-0.21866895,,Right Foot,,,"[63.0, 18.0]",,High Pass,46.09772,,Incomplete,,,,,,,,2,From Free Kick,Rebecca Leigh Spencer,18158.0,Goalkeeper,194,Everton LFC,967,['f5b28a04-f652-490f-9782-dd3ec1d8e9b8'],10,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:49:10.640,Pass,
,,,,,,,,,,1.769109,,,,,,,,,,,,,,,f5b28a04-f652-490f-9782-dd3ec1d8e9b8,3018,,,"[58.0, 63.0]",19746,94,,,0.5404195,,Head,,,"[63.0, 66.0]",,High Pass,5.8309517,,Incomplete,,,,,,,Recovery,2,From Free Kick,Angharad James,15577.0,Left Defensive Midfield,194,Everton LFC,967,"['5122d1dd-40a7-4878-9c9f-71403dab8b90', 'a82ead85-a685-40ca-a55c-5f5b14793116']",13,,,,,,,,,,,,,,,,,,Everton LFC,967,00:49:13.124,Pass,
,,,,,,,,,,1.451596,,,,,,,,,,,,,,,a82ead85-a685-40ca-a55c-5f5b14793116,3019,,,"[58.0, 15.0]",19746,94,,,-0.9048271,,Head,,,"[69.0, 1.0]",,Low Pass,17.804493,,Out,,,,,,,Recovery,2,From Free Kick,Julia Simic,18150.0,Right Center Midfield,194,Everton LFC,967,['f5b28a04-f652-490f-9782-dd3ec1d8e9b8'],14,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:49:14.893,Pass,
,,,,,,,,,,1.063077,,,,,,,,,,,,,,,6a9cd976-0a67-41b5-9261-a33d9cc164c9,3020,,,"[53.0, 80.0]",19746,94,,,-1.0303768,,,,,"[59.0, 70.0]",,High Pass,11.661903,,,Abbey-Leigh Stringer,15573.0,,,,,Throw-in,2,From Throw In,Chantelle Boye-Hlorkah,15556.0,Right Midfield,195,Everton LFC,967,['72b3bf07-8116-4263-afa0-6b3ef47e1ae3'],21,,,,,,,,,,,,,,,,,,Everton LFC,967,00:49:21.676,Pass,
,,,,,,,,,,0.986752,,,,,,,,,,,,,,,b7ea5aeb-54fd-4fd5-9302-1290191b0fd9,3024,,,"[63.0, 55.0]",19746,94,,,-0.41241044,,Left Foot,,,"[79.0, 48.0]",,Ground Pass,17.464249,,,Gabrielle George,15575.0,,,,,,2,From Throw In,Abbey-Leigh Stringer,15573.0,Right Defensive Midfield,195,Everton LFC,967,['d6c5c9a9-ca8d-4a1d-9f67-13c6ff5c67c8'],27,,,,,,,,,,,,,,,,,,Everton LFC,967,00:49:27.606,Pass,
,,,,,,,,,,2.677455,,,,,,,,,,,,,,,085e8226-8068-42e4-83eb-b0a080d13d9d,3028,,,"[79.0, 44.0]",19746,94,,,-0.6287963,,Left Foot,,,"[101.0, 28.0]",,Ground Pass,27.202942,,Pass Offside,Danielle Turner,15571.0,,,,,,2,From Throw In,Gabrielle George,15575.0,Left Center Back,195,Everton LFC,967,"['369c385d-105b-442e-8ec0-00d6a9751107', '7c5322c5-aa00-4a5f-8623-2cae509ba792']",29,,,,,,,,,,,,,,,,,,Everton LFC,967,00:49:29.823,Pass,True
,,,,,,,,,,5.373979,,,,,,,,,,,,,,,cd556341-6485-4e3b-b91c-efd5a5f226c4,3030,,,"[24.0, 52.0]",19746,95,,,0.25981438,,Right Foot,,,"[103.0, 73.0]",,High Pass,81.7435,,Incomplete,Jane Ross,4653.0,,,,,Free Kick,2,From Free Kick,Rebecca Leigh Spencer,18158.0,Goalkeeper,196,West Ham United LFC,972,"['2a328ecf-118d-46e0-860e-ea8c778a3507', '72db08a3-9cc9-4f51-8eaf-d8f0db419113']",6,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:50:06.437,Pass,
,,,,,,,,,,1.403986,,,,,,,,,,,,,,,fb097ebf-35ad-46b4-8040-af62f27e85f0,3039,,,"[113.0, 70.0]",19746,95,,,-1.6092389,,Right Foot,True,,"[112.0, 44.0]",,High Pass,26.019224,,Incomplete,,,,,,,,2,From Free Kick,Leanne Kiernan,18146.0,Right Center Forward,196,West Ham United LFC,972,['3221af60-fe04-4787-996c-908a5cfc5555'],16,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:50:16.009,Pass,
,,,,,,,,,,2.116824,,,,,,,,,,,,,,,58ce3d13-b6d3-4400-9409-e3b5a6c5393b,3047,,,"[59.0, 78.0]",19746,95,,,-0.03029376,,Right Foot,,,"[92.0, 77.0]",,Ground Pass,33.01515,,Incomplete,Gabrielle George,15575.0,,,,,,2,From Free Kick,Chantelle Boye-Hlorkah,15556.0,Right Midfield,196,West Ham United LFC,972,"['cbeaa045-9e03-4fc4-9886-01a632dc7cf5', 'e9ef336c-5145-4764-83bf-caad15f32941']",25,,,,,,,,,,,,,,,,,,Everton LFC,967,00:50:25.747,Pass,
,,,,,,,,,,1.072454,,,,,,,,,,,,,,,23eb3598-3691-4d6c-9c84-87e295d837c5,3050,,,"[78.0, 80.0]",19746,95,,,-0.26625204,,,,,"[89.0, 77.0]",,High Pass,11.401754,,,Gabrielle George,15575.0,,,,,Throw-in,2,From Throw In,Chantelle Boye-Hlorkah,15556.0,Right Midfield,197,Everton LFC,967,['3b7f1cf7-aec9-4c7e-87d1-a7a150967a36'],31,,,,,,,,,,,,,,,,,,Everton LFC,967,00:50:31.702,Pass,
,,,,,,,,,,0.834686,,,,,,,,,,,,,,,01d00ee0-e05b-4b6b-9cb1-ea3fbe81d8c2,3056,,,"[31.0, 5.0]",19746,95,,,2.4149504,,Right Foot,,,"[22.0, 13.0]",,Ground Pass,12.0415945,,,Vyan Sampson,21014.0,,,,,Recovery,2,From Throw In,Julia Simic,18150.0,Right Center Midfield,197,Everton LFC,967,['65b3baf6-b058-45fa-a62c-37315ef007c0'],34,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:50:34.341,Pass,
,,,,,,,,,,2.378002,,,,,,,,,,,,,,,9886e98e-3ba0-4d09-a0e0-4943e498ee62,3059,,,"[22.0, 12.0]",19746,95,,,-0.14189705,,Right Foot,,,"[57.0, 7.0]",,Low Pass,35.35534,,Incomplete,,,,,,,,2,From Throw In,Vyan Sampson,21014.0,Left Center Back,197,Everton LFC,967,['23e120cd-02ab-40a2-ad5d-05549f4521b0'],35,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:50:35.484,Pass,
,,,,,,,,,,1.913527,,,,,,,,,,,,,,,d00932dd-ed20-4302-9c76-04d726e947eb,3062,,,"[66.0, 73.0]",19746,95,,,-2.095592,,Right Foot,,,"[55.0, 54.0]",,Ground Pass,21.954498,,,Georgia Brougham,15574.0,,,,,,2,From Throw In,Megan Finnigan,18254.0,Right Center Back,197,Everton LFC,967,['dfc970b6-05d0-439e-bd06-3987c7999dca'],39,,,,,,,,,,,,,,,,,,Everton LFC,967,00:50:39.172,Pass,
,,,,,,,,,,1.935192,,,,,,,,,,,,,,,6c1bb249-60db-4a9a-84cb-0fc84ba45fa9,3065,,,"[63.0, 53.0]",19746,95,,,-0.088007376,,Right Foot,,,"[97.0, 50.0]",,High Pass,34.132095,,Incomplete,Gabrielle George,15575.0,,,,,,2,From Throw In,Georgia Brougham,15574.0,Center Back,197,Everton LFC,967,"['cc3a8fba-8429-4511-b23b-57c1cf046915', 'd73b15dc-0445-4473-9324-74bc7ef28a87']",42,,,,,,,,,,,,,,,,,,Everton LFC,967,00:50:42.425,Pass,
,,,,,,,,,,2.682057,,,,,,,,,,,,,,,d73b15dc-0445-4473-9324-74bc7ef28a87,3067,,,"[24.0, 31.0]",19746,95,,,-0.8960554,,Head,,,"[40.0, 11.0]",,Low Pass,25.612497,,Incomplete,Brianna Visalli,18157.0,,,,,Recovery,2,From Throw In,Gilly Louise Scarlett Flaherty,18151.0,Center Back,197,Everton LFC,967,"['4285b1ca-b38c-4f89-a002-dc5605bc8a51', '6592a510-4a62-4268-a8d7-31f0c53def90', '6c1bb249-60db-4a9a-84cb-0fc84ba45fa9']",44,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:50:44.360,Pass,
,,,,,,,,,,3.130901,,,,,,,,,,,,,,,acf8c102-3713-4611-90bb-753e0b23b00f,3073,,,"[6.0, 40.0]",19746,96,,,-0.18255985,,Right Foot,,,"[71.0, 28.0]",,High Pass,66.09841,,Incomplete,,,,,,,Goal Kick,2,From Goal Kick,Rebecca Leigh Spencer,18158.0,Goalkeeper,198,West Ham United LFC,972,['632fc389-c245-41dd-90d5-3782ac7d2c47'],11,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:51:11.285,Pass,
,,,,,,,,,,1.575778,,,,,,,,,,,,,,,632fc389-c245-41dd-90d5-3782ac7d2c47,3074,,,"[50.0, 53.0]",19746,96,,,-0.39479113,,Right Foot,,,"[74.0, 43.0]",,High Pass,26.0,,Incomplete,,,,,,,Interception,2,From Goal Kick,Georgia Brougham,15574.0,Center Back,198,West Ham United LFC,972,"['acf8c102-3713-4611-90bb-753e0b23b00f', 'd6d601f0-c3e6-4e25-bc46-dd402e34b4d8']",14,,,,,,,,,,,,,,,,,,Everton LFC,967,00:51:14.416,Pass,
,,,,,,,,,,0.958378,,,,,,,,,,,,,,,d6d601f0-c3e6-4e25-bc46-dd402e34b4d8,3075,,,"[47.0, 38.0]",19746,96,,,-0.19739556,,Right Foot,,,"[57.0, 36.0]",,Ground Pass,10.198039,,Unknown,,,,,,,Recovery,2,From Goal Kick,Esmee de Graaf,18154.0,Right Wing Back,198,West Ham United LFC,972,['632fc389-c245-41dd-90d5-3782ac7d2c47'],15,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:51:15.992,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,8fdab10c-4837-454c-aeba-3d8bbb1cd0d7,6,,,"[49.0, 42.0]",19746,0,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Kate Longhurst,18147.0,Center Midfield,2,West Ham United LFC,972,['bac4bb17-d26f-4c0f-830f-2640909aaacc'],2,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:02.406,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,846d04fe-cd53-4380-be42-ab0695900483,9,,,"[56.0, 78.0]",19746,0,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Esmee de Graaf,18154.0,Right Wing Back,2,West Ham United LFC,972,['0cf7e992-36fa-42ab-a972-a547de7f1023'],5,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:05.880,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,c59d360d-3756-496f-8d9e-20a74fd472eb,19,,,"[37.0, 5.0]",19746,0,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Gabrielle George,15575.0,Left Center Back,3,Everton LFC,967,['571433fa-e1a4-47d2-961d-7045e4200853'],10,,,,,,,,,,,,,,,,,,Everton LFC,967,00:00:10.296,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,fbc5ab2d-a5f1-4f8c-80cf-a3550dfc544a,22,,,"[43.0, 13.0]",19746,0,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Angharad James,15577.0,Left Defensive Midfield,3,Everton LFC,967,['6e61c15c-8093-43ba-b7ff-1aaf7a6edb07'],10,,,,,,,,,,,,,,,,,,Everton LFC,967,00:00:10.796,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,31533498-99a5-4237-adec-e44534676531,25,,,"[31.0, 19.0]",19746,0,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Georgia Brougham,15574.0,Center Back,3,Everton LFC,967,['32fe7f0a-e3a5-4b3a-a509-c23bb935636d'],11,,,,,,,,,,,,,,,,,,Everton LFC,967,00:00:11.700,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,5e919223-6e0a-4319-9436-4e633774d331,29,,,"[33.0, 8.0]",19746,0,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Gabrielle George,15575.0,Left Center Back,3,Everton LFC,967,['341220e0-ba37-47a6-b971-71da87e55327'],13,,,,,,,,,,,,,,,,,,Everton LFC,967,00:00:13.313,Ball Receipt*,
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,53b84254-e3ee-4be9-ab33-f73098a2fac6,32,,,"[81.0, 14.0]",19746,0,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Claudia Walker,15580.0,Center Forward,3,Everton LFC,967,['3f02fed4-d01d-4462-9328-0ddd2476e86c'],16,,,,,,,,,,,,,,,,,,Everton LFC,967,00:00:16.530,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,f290b891-2d49-4ba5-9c4a-5881eee8c59b,36,,,"[111.0, 13.0]",19746,0,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Inessa Kaagman,15579.0,Right Attacking Midfield,4,Everton LFC,967,"['35944b68-f4fc-4046-bd40-59fcca44b691', '9ee6e2ab-e4b0-4dd3-8bbd-aede17cd7366']",46,,,,,,,,,,,,,,,,,,Everton LFC,967,00:00:46.164,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,c2ba157d-84e3-4f23-98c8-ee1719b5278f,41,,,"[115.0, 42.0]",19746,1,,,,,,,,,,,,,,,,,,,,,1,From Corner,Megan Finnigan,18254.0,Right Center Back,5,Everton LFC,967,['db21f37c-b01b-4eaf-a855-eb3a656bfcaf'],15,,,,,,,,,,,,,,,,,,Everton LFC,967,00:01:15.694,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,efa44e5c-3bf3-4b42-87ff-b132168e35d2,47,,,"[74.0, 52.0]",19746,1,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Claudia Walker,15580.0,Center Forward,7,Everton LFC,967,['67420dc3-89b4-47f5-b9dc-0098e08b585a'],51,,,,,,,,,,,,,,,,,,Everton LFC,967,00:01:51.366,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,24479488-da46-42b0-81df-e8bca3f8ec3b,50,,,"[66.0, 49.0]",19746,1,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Chloe Kelly,15570.0,Left Attacking Midfield,7,Everton LFC,967,['807316db-a841-4860-a5aa-46e7f45ee686'],52,,,,,,,,,,,,,,,,,,Everton LFC,967,00:01:52.539,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,b1d16a97-9e8c-4115-b787-28238a22633c,54,,,"[55.0, 49.0]",19746,1,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Abbey-Leigh Stringer,15573.0,Right Defensive Midfield,7,Everton LFC,967,['06b05052-de71-4f41-bd4a-aad7b8f7096a'],53,,,,,,,,,,,,,,,,,,Everton LFC,967,00:01:53.895,Ball Receipt*,
