ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_miscommunication,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,0.822902,,,,,,,,,,,41506bb0-8aa0-42ba-b100-73a3808f5e8f,16,,,"[53.0, 20.0]",19736,0,,,,0.43240777,,,Right Foot,,,,"[66.0, 26.0]",,High Pass,14.3178215,,,Jordan Nobbs,10192.0,,,,,Recovery,1,Regular Play,Lia Wälti,10405.0,Left Defensive Midfield,3,Arsenal WFC,968,"['78fc81fb-3701-4f56-8843-0eeb86110c39', '9db46b23-60ef-475b-808e-012d4a9b285c']",9,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:09.537,Pass,
,,,,,,,,,,,1.265381,,,,,,,,,,,2675086d-bf53-4355-94dd-3fb82ae54228,20,,,"[64.0, 28.0]",19736,0,,,,1.6475682,,,Right Foot,,,,"[63.0, 41.0]",,Low Pass,13.038404,,,Danielle van de Donk,10658.0,,,,,,1,Regular Play,Jordan Nobbs,10192.0,Center Attacking Midfield,3,Arsenal WFC,968,"['9a88fda6-16eb-4d5e-a9a7-54a3594f4d40', 'd6a352ef-9bdb-49db-85d0-f8425d42f989']",11,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:11.827,Pass,True
,,,,,,,,,,,0.668572,,,,,,,,,,,6a223d5b-89bc-40a2-86f9-7f2eb6adbdca,24,,,"[56.0, 37.0]",19736,0,,,,2.4980915,,,Right Foot,,,,"[44.0, 46.0]",,Ground Pass,15.0,,,Leah Williamson,18999.0,,,,,,1,Regular Play,Danielle van de Donk,10658.0,Right Wing,3,Arsenal WFC,968,['fb70bdeb-e237-4cdd-86dc-3d59aa612335'],15,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:15.547,Pass,
,,,,,,,,,,,4.300957,,,,,,,,,,,3f482950-0b50-4b70-818f-94e70dd6797b,27,,,"[50.0, 51.0]",19736,0,,,,0.12062367,,,Right Foot,,,,"[116.0, 59.0]",,High Pass,66.48308,,Incomplete,,,,,,,,1,Regular Play,Leah Williamson,18999.0,Right Center Back,3,Arsenal WFC,968,['6ad9de61-c850-466f-91ee-7314fc888cea'],18,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:18.362,Pass,
,,,,,,,,,,,1.727557,,,,,,,,,,,1fe61a9a-1ab4-4b60-96a9-6c5716672116,30,,,"[6.0, 28.0]",19736,0,,,,0.8176451,,,Right Foot,,,,"[21.0, 44.0]",,Ground Pass,21.931713,,,Millie Bright,4642.0,,,,,,1,Regular Play,Carly Mitchell Telford,19421.0,Goalkeeper,4,Chelsea FCW,971,['af8db18a-9ad9-471a-ae84-c622c6ebd952'],24,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:24.837,Pass,
,,,,,,,,,,,1.116013,,,,,,,,,,,c30746ee-4350-4bd5-9238-47d0b15629ab,33,,,"[24.0, 51.0]",19736,0,,,,0.38831872,,,Right Foot,,,,"[46.0, 60.0]",,Ground Pass,23.769728,,,So-Yun Ji,4647.0,,,,,,1,Regular Play,Millie Bright,4642.0,Right Center Back,4,Chelsea FCW,971,['870e1fd5-cdc1-4f6d-8d67-bc92b26eaf85'],28,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:28.997,Pass,
,,,,,,,,,,,2.741509,,,,,,,,,,,d545f350-448c-4cf5-a857-33bccaaf5083,37,,,"[46.0, 60.0]",19736,0,,,,2.5636907,,,Right Foot,,,,"[23.0, 75.0]",,Ground Pass,27.45906,,,Jessica Carter,19422.0,,,,,,1,Regular Play,So-Yun Ji,4647.0,Right Center Midfield,4,Chelsea FCW,971,['8a1db091-a373-4000-877c-6484582625ef'],30,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:30.153,Pass,
,,,,,,,,,,,1.126031,,,,,,,,,,,dcbaa9a2-2347-4208-8389-551a5e32d0b5,40,,,"[23.0, 75.0]",19736,0,,,,-2.0344439,,,Left Foot,,,,"[17.0, 63.0]",,Ground Pass,13.416408,,,Millie Bright,4642.0,,,,,,1,Regular Play,Jessica Carter,19422.0,Right Back,4,Chelsea FCW,971,['afe18730-6e8e-4810-b593-0478bb5649c9'],33,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:33.173,Pass,
,,,,,,,,,,,2.736864,,,,,,,,,,,72b54a89-e7e3-4702-aed4-600f5b2c2e8e,44,,,"[21.0, 69.0]",19736,0,,,,-0.21866895,,,Right Foot,,,,"[75.0, 57.0]",,High Pass,55.31727,,Incomplete,,,,,,,,1,Regular Play,Millie Bright,4642.0,Right Center Back,4,Chelsea FCW,971,['09bca4a1-4e47-4da3-b714-71925eebf41b'],36,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:36.021,Pass,
,,,,,,,,,,,1.680536,,,,,,,,,,,09bca4a1-4e47-4da3-b714-71925eebf41b,45,,,"[46.0, 24.0]",19736,0,,,,0.4266275,,,Head,,,,"[57.0, 29.0]",,High Pass,12.083046,,Incomplete,,,,,,,Recovery,1,Regular Play,Dominique Johanna Anna Petrone Janssen,10666.0,Left Center Back,4,Chelsea FCW,971,"['72b54a89-e7e3-4702-aed4-600f5b2c2e8e', 'f091f186-0112-4142-96c2-2d6630262575']",38,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:38.758,Pass,
,,,,,,,,,,,2.445972,,,,,,,,,,,f091f186-0112-4142-96c2-2d6630262575,46,,,"[64.0, 52.0]",19736,0,,,,0.1798535,,,Head,,,,"[75.0, 54.0]",,High Pass,11.18034,,Incomplete,,,,,,,Recovery,1,Regular Play,Millie Bright,4642.0,Right Center Back,4,Chelsea FCW,971,"['09bca4a1-4e47-4da3-b714-71925eebf41b', '6c38f7bf-9f5c-456a-ae77-94afde3182f6']",40,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:40.438,Pass,
,,,,,,,,,,,1.860703,,,,,,,,,,,6c38f7bf-9f5c-456a-ae77-94afde3182f6,47,,,"[46.0, 27.0]",19736,0,,,,0.29849893,,,Head,,,,"[59.0, 31.0]",,High Pass,13.601471,,,Jordan Nobbs,10192.0,,,,,Recovery,1,Regular Play,Emma Mukandi,18998.0,Left Back,5,Arsenal WFC,968,"['f091f186-0112-4142-96c2-2d6630262575', 'f36ebfc5-eace-4017-8879-ab0b0d96ce11']",42,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:42.884,Pass,
,,,,,,,,,,,1.010185,,,,,,,,,,,5dd16df0-5a02-40df-ab2a-5a7f1e2cc781,49,,,"[59.0, 31.0]",19736,0,,,,2.896614,,,Other,,,,"[55.0, 32.0]",,Low Pass,4.1231055,,,Kim Little,15616.0,,,,,,1,Regular Play,Jordan Nobbs,10192.0,Center Attacking Midfield,5,Arsenal WFC,968,['fc5397b0-f8d1-46f4-becd-6f8afffb24bc'],44,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:44.745,Pass,
,,,,,,,,,,,1.448288,,,,,,,,,,,46add598-d24e-4787-ae34-0a549093200b,56,,,"[57.0, 55.0]",19736,0,,,,2.2455373,,,Right Foot,,,,"[49.0, 65.0]",,Ground Pass,12.806249,,,Millie Bright,4642.0,,,,,,1,Regular Play,So-Yun Ji,4647.0,Right Center Midfield,6,Chelsea FCW,971,['03638f08-d461-4f68-aa02-21658755615f'],57,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:57.073,Pass,
,,,,,,,,,,,2.497097,,,,,,,,,,,00e4d6e9-5369-4f0e-9b70-ba5421de433a,59,,,"[49.0, 66.0]",19736,0,,,,-2.3162158,,,Right Foot,,,,"[25.0, 40.0]",,Ground Pass,35.383614,,,Carly Mitchell Telford,19421.0,,,,,,1,Regular Play,Millie Bright,4642.0,Right Center Back,6,Chelsea FCW,971,['4d8dac06-b453-41ab-9f88-03318e5df876'],59,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:59.586,Pass,
,,,,,,,,,,,1.699513,,,,,,,,,,,0248947c-5975-492f-b40d-d26f4c402da4,61,,,"[25.0, 40.0]",19736,1,,,,-0.41822433,,,Right Foot,,,,"[43.0, 32.0]",,Ground Pass,19.697716,,,Magdalena Lilly Eriksson,4633.0,,,,,,1,Regular Play,Carly Mitchell Telford,19421.0,Goalkeeper,6,Chelsea FCW,971,['86570a03-ee4a-4fb7-813f-1edf0e02ce43'],2,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:01:02.083,Pass,
,,,,,,,,,,,1.4085,,,,,,,,,,,1ed629dc-9a48-4d58-af00-1e44b43e035c,64,,,"[64.0, 18.0]",19736,1,,,,0.1882215,,,Left Foot,,,,"[85.0, 22.0]",,Ground Pass,21.377558,,,Drew Spence,4638.0,,,,,,1,Regular Play,Magdalena Lilly Eriksson,4633.0,Left Center Back,6,Chelsea FCW,971,['03678f84-456c-4709-9bc4-e86e83d9a7ff'],7,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:01:07.989,Pass,
,,,,,,,,,,,1.742966,,,,,,,,,,,dca94b42-d0e5-4b68-ab8a-7e194d4aecb1,68,,,"[80.0, 21.0]",19736,1,,,,-2.7367008,,,Right Foot,,,,"[59.0, 12.0]",,Ground Pass,22.847319,,,Magdalena Lilly Eriksson,4633.0,,,,,,1,Regular Play,Drew Spence,4638.0,Left Center Midfield,6,Chelsea FCW,971,['b42eebae-f1f4-4e0a-a162-825bea2b51c3'],11,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:01:11.739,Pass,
,,,,,,,,,,,2.665577,,,,,,,,,,,769c8832-458e-4e21-ba8d-dee9045e3970,72,,,"[55.0, 22.0]",19736,1,,,,2.7790484,,,Left Foot,,,,"[26.0, 33.0]",,Ground Pass,31.016125,,,Carly Mitchell Telford,19421.0,,,,,,1,Regular Play,Magdalena Lilly Eriksson,4633.0,Left Center Back,6,Chelsea FCW,971,['6a31fd09-aad8-4671-9c18-54001b9531f7'],14,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:01:14.742,Pass,
,,,,,,,,,,,3.58016,,,,,,,,,,,6ca72509-9079-4b0a-80c4-edeb5d1cac92,75,,,"[28.0, 45.0]",19736,1,,,,0.5070985,,,Right Foot,,,,"[91.0, 80.0]",,High Pass,72.06941,,Out,,,,,,,,1,Regular Play,Carly Mitchell Telford,19421.0,Goalkeeper,6,Chelsea FCW,971,,19,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:01:19.605,Pass,
,,,,,,,,,,,2.142246,,,,,,,,,,,fbeb719e-ca5b-4e7f-9700-452fd2b54ab1,76,,,"[34.0, 1.0]",19736,1,,,,0.75976276,,,,,,,"[54.0, 20.0]",,Low Pass,27.58623,,,Bethany Mead,15619.0,,,,,Throw-in,1,From Throw In,Emma Mukandi,18998.0,Left Back,7,Arsenal WFC,968,['d19768bf-3f4c-4cc8-824c-d5d5072a4f4c'],37,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:37.238,Pass,
,,,,,,,,,,,2.573475,,,,,,,,,,,a43c0056-9ca7-44fb-901e-dac74892b17b,82,,,"[58.0, 57.0]",19736,1,,,,-2.6779451,,,Right Foot,,,,"[24.0, 40.0]",,Ground Pass,38.013157,,,Carly Mitchell Telford,19421.0,,,,,,1,Regular Play,Maria Thorisdottir,4636.0,Center Defensive Midfield,8,Chelsea FCW,971,['1387f870-3cbf-43ac-b13b-ad01a002ca57'],42,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:01:42.073,Pass,
,,,,,,,,,,,2.557,,,,,,,,,,,799e99a1-4365-4d44-af3b-93c7f6bac473,85,,,"[26.0, 45.0]",19736,1,,,,0.86217004,,,Right Foot,,,,"[56.0, 80.0]",,High Pass,46.09772,,,Jessica Carter,19422.0,,,,,,1,Regular Play,Carly Mitchell Telford,19421.0,Goalkeeper,8,Chelsea FCW,971,['2b181fdc-f631-477b-9df3-8586e82268ef'],48,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:01:48.491,Pass,
,,,,,,,,,,,1.139074,,,,,,,,,,,ec972c4a-8d48-4e5e-ad43-5b5c0098f8c2,87,,,"[56.0, 80.0]",19736,1,,,,-1.160669,,,Head,,,,"[66.0, 57.0]",,Low Pass,25.079872,,Incomplete,,,,,,,,1,Regular Play,Jessica Carter,19422.0,Right Back,8,Chelsea FCW,971,['8f3d582e-04dd-4eaa-964f-c3150ba01cd3'],51,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:01:51.048,Pass,
,,,,,,,,,,,2.378226,,,,,,,,,,,8f3d582e-04dd-4eaa-964f-c3150ba01cd3,88,,,"[55.0, 24.0]",19736,1,,,,-0.7328151,,,Head,,,,"[65.0, 15.0]",,Low Pass,13.453624,,Incomplete,Bethany Mead,15619.0,,,,,Recovery,1,Regular Play,Lia Wälti,10405.0,Left Defensive Midfield,8,Chelsea FCW,971,"['8450aaad-2a1c-478f-8e8e-44b0af367f6c', '9f559d3e-4375-4f87-b830-f04132a56628', 'ec972c4a-8d48-4e5e-ad43-5b5c0098f8c2']",52,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:52.187,Pass,
,,,,,,,,,,,0.666709,,,,,,,,,,,9f559d3e-4375-4f87-b830-f04132a56628,90,,,"[56.0, 66.0]",19736,1,,,,-0.67474097,,,Left Foot,,,,"[61.0, 62.0]",,Ground Pass,6.4031243,,,So-Yun Ji,4647.0,,,,,Recovery,1,Regular Play,Jessica Carter,19422.0,Right Back,8,Chelsea FCW,971,"['8f3d582e-04dd-4eaa-964f-c3150ba01cd3', 'e393e47b-1e30-4db7-88d6-07bd80038808']",54,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:01:54.565,Pass,
,,,,,,,,,,,1.68304,,,,,,,,,,,f5c2c97e-b2e7-47da-8e1f-18d4395e4f01,96,,,"[69.0, 58.0]",19736,1,,,,0.22679885,,,Left Foot,,,,"[95.0, 64.0]",,Ground Pass,26.683329,,,Ramona Bachmann,4659.0,,,,,,1,Regular Play,So-Yun Ji,4647.0,Right Center Midfield,8,Chelsea FCW,971,['22558778-493b-413d-8869-2e26fb284b98'],57,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:01:57.610,Pass,
,,,,,,,,,,,0.951822,,,,,,,,,,,bfcc5fa7-3282-4093-b8b8-b17cb2fe9c8d,100,,,"[109.0, 66.0]",19736,2,,,,-2.896614,,,Right Foot,,,,"[101.0, 64.0]",,Ground Pass,8.246211,,,Adelina Engman,17273.0,,,,,,1,Regular Play,Ramona Bachmann,4659.0,Right Wing,8,Chelsea FCW,971,['9cf02a2a-8fe9-4eee-ad7a-1e809149daa3'],2,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:02:02.379,Pass,
,,,,,,,,,,,1.214686,,,,,,,,,,,ba895550-4c88-41a8-b387-fba568130008,103,,,"[120.0, 58.0]",19736,2,,,,-2.077895,,,Right Foot,,,,"[115.0, 49.0]",,Ground Pass,10.29563,,Incomplete,,,,,,,,1,Regular Play,Adelina Engman,17273.0,Left Wing,8,Chelsea FCW,971,['00c93fdb-6d30-436d-904b-092cec779244'],6,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:02:06.561,Pass,
,,,,,,,,,,,0.868857,,,,,,,,,,,bec46537-515a-4053-b5ce-999fb16831e2,105,,,"[3.0, 20.0]",19736,2,,,,-0.14189705,,,Left Foot,,,,"[17.0, 18.0]",,Ground Pass,14.142136,,Incomplete,,,,,,,Recovery,1,Regular Play,Dominique Johanna Anna Petrone Janssen,10666.0,Left Center Back,8,Chelsea FCW,971,['e3800ded-7f29-4b36-9789-4427c1df6a48'],9,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:02:09.715,Pass,
,,,,,,,,,,,6.026929,,,,,,,,,,,527b1182-d1b3-448b-9b1b-7708e39142b5,108,,,"[111.0, 64.0]",19736,2,,,,-1.4194208,,,Right Foot,True,,,"[120.0, 5.0]",,High Pass,59.682495,,Incomplete,,,,True,,,,1,Regular Play,Jessica Carter,19422.0,Right Back,8,Chelsea FCW,971,['b2680d11-5840-4d3f-8e58-2de3b948f5f4'],12,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:02:12.168,Pass,
,,,,,,,,,,,1.810995,,,,,,,,,,,54ccf8f9-9dc5-4cdd-bd8c-dddffae7788f,111,,,"[6.0, 80.0]",19736,2,,,,-0.7086263,,,Right Foot,,,,"[20.0, 68.0]",,Ground Pass,18.439089,,,Danielle van de Donk,10658.0,,,,,,1,Regular Play,Lisa Evans,10179.0,Right Back,9,Arsenal WFC,968,['49473dbf-4589-481c-86f8-86eb3f820b1f'],20,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:02:20.575,Pass,
,,,,,,,,,,,0.961743,,,,,,,,,,,f5b745d3-dde2-4b35-9043-79dccafee63e,114,,,"[19.0, 68.0]",19736,2,,,,-2.4087775,,,Right Foot,,,,"[9.0, 59.0]",,Ground Pass,13.453624,,,Leah Williamson,18999.0,,,,,,1,Regular Play,Danielle van de Donk,10658.0,Right Wing,9,Arsenal WFC,968,['8270da26-c064-48ed-81d3-1cb4eae90ef1'],23,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:02:23.391,Pass,
,,,,,,,,,,,1.445191,,,,,,,,,,,89baa551-f2bb-4fb5-bc59-43122816cfbc,117,,,"[10.0, 58.0]",19736,2,,,,-1.8370484,,,Right Foot,,,,"[4.0, 36.0]",,Ground Pass,22.803509,,,Pauline Peyraud Magnin,15615.0,,,,,,1,Regular Play,Leah Williamson,18999.0,Right Center Back,9,Arsenal WFC,968,['d46abb13-5364-44b1-a232-73cb56d0229d'],25,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:02:25.923,Pass,
,,,,,,,,,,,2.088196,,,,,,,,,,,8400e37d-08c3-4b5b-82f8-3c7801b526f1,121,,,"[6.0, 34.0]",19736,2,,,,-0.4201967,,,Left Foot,,,,"[53.0, 13.0]",,High Pass,51.47815,,,Bethany Mead,15619.0,,,,,,1,Regular Play,Pauline Peyraud Magnin,15615.0,Goalkeeper,9,Arsenal WFC,968,"['8657c086-c905-462f-baf6-f9427f31b982', 'e7a71fe7-82dc-4a3c-b7e9-940ffd8206c1']",29,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:02:29.693,Pass,True
