50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_miscommunication,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,0.0,,,,,,,,,,,,,ce85a5fe-5539-4a75-b3ed-dd26149196be,1,,,,19776,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Brighton & Hove Albion WFC,965,,0,,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 19419, 'name': 'Marie Hourihan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 19414, 'name': 'Kirsty Barton'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 8}, {'player': {'id': 16394, 'name': 'Laura Rafferty'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 16395, 'name': 'Victoria Williams'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 20}, {'player': {'id': 16392, 'name': 'Felicity Gibbons'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 16400, 'name': 'Kayleigh Green'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 15}, {'player': {'id': 16393, 'name': 'Ellie Brazil'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 16}, {'player': {'id': 16397, 'name': 'Chloe Peplow'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 12}, {'player': {'id': 22337, 'name': 'Maya Le Tissier'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 23}, {'player': {'id': 16374, 'name': 'Aileen Whelan'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 7}, {'player': {'id': 16378, 'name': 'Iniabasi Anefiok Umotong'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Brighton & Hove Albion WFC,965,00:00:00.000,Starting XI,
,,,,,,,,,,,0.0,,,,,,,,,,,,,1feb69b9-8efa-4668-878f-cb66b54a4e69,2,,,,19776,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Brighton & Hove Albion WFC,965,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 4640, 'name': 'Rut Hedvig Lindahl'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 17275, 'name': 'Hannah Jayne Blundell'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 3}, {'player': {'id': 4642, 'name': 'Millie Bright'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 4633, 'name': 'Magdalena Lilly Eriksson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 16}, {'player': {'id': 10222, 'name': 'Jonna Ann-Charlotte Andersson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 20}, {'player': {'id': 4638, 'name': 'Drew Spence'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 24}, {'player': {'id': 15549, 'name': 'Sophie Louise Ingle'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 5}, {'player': {'id': 4659, 'name': 'Ramona Bachmann'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 23}, {'player': {'id': 4647, 'name': 'So-Yun Ji'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 15553, 'name': 'Karen Julia Carney'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 8}, {'player': {'id': 4660, 'name': 'Erin Cuthbert'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 22}]}",Chelsea FCW,971,00:00:00.000,Starting XI,
,,,,,,,,,,,0.0,,,,,,,,,,,,,98ff3f99-99fa-4517-adb8-93e5173e9a63,3,,,,19776,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Brighton & Hove Albion WFC,965,['23082d67-4765-453c-8651-af70fcd1fc2e'],0,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:00.000,Half Start,
,,,,,,,,,,,0.0,,,,,,,,,,,,,23082d67-4765-453c-8651-af70fcd1fc2e,4,,,,19776,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Brighton & Hove Albion WFC,965,['98ff3f99-99fa-4517-adb8-93e5173e9a63'],0,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:00.000,Half Start,
,,,,,,,,,,,0.0,,,,,,,,,,,,,56a6ede8-40ef-451e-93ea-555579cff6e7,1945,,,,19776,45,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,104,Chelsea FCW,971,['9e3a983e-27ef-4ec9-9c09-3f905e834018'],0,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:00.000,Half Start,
,,,,,,,,,,,0.0,,,,,,,,,,,,,9e3a983e-27ef-4ec9-9c09-3f905e834018,1946,,,,19776,45,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,104,Chelsea FCW,971,['56a6ede8-40ef-451e-93ea-555579cff6e7'],0,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:00.000,Half Start,
,,,,,,,,,,,1.5442,,,,,,,,,,,,,b4b19d41-597c-4d7d-8a2e-ce755fc47080,5,,,"[61.0, 41.0]",19776,0,,,-2.8049178,,,Right Foot,,,,"[41.0, 34.0]",,Ground Pass,21.189621,,,Maya Le Tissier,22337.0,,,,,Kick Off,1,From Kick Off,Iniabasi Anefiok Umotong,16378.0,Center Forward,2,Brighton & Hove Albion WFC,965,['7cdc3335-6daa-4367-a53d-cc936ff9ae0d'],0,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:00.458,Pass,
,,,,,,,,,,,1.380873,,,,,,,,,,,,,e854f317-abfb-43bf-87d4-4f7b9596e6b6,8,,,"[41.0, 39.0]",19776,0,,,2.0899425,,,Right Foot,,,,"[29.0, 60.0]",,Ground Pass,24.186773,,,Laura Rafferty,16394.0,,,,,,1,From Kick Off,Maya Le Tissier,22337.0,Left Center Midfield,2,Brighton & Hove Albion WFC,965,['becd1e96-a7a0-4eda-bd20-63ca27947088'],2,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:02.668,Pass,
,,,,,,,,,,,1.2461,,,,,,,,,,,,,369a208e-f011-4b60-adc3-5d97f35e2f79,11,,,"[36.0, 63.0]",19776,0,,,1.1583859,,,Right Foot,,,,"[43.0, 79.0]",,Ground Pass,17.464249,,,Kirsty Barton,19414.0,,,,,,1,From Kick Off,Laura Rafferty,16394.0,Right Center Back,2,Brighton & Hove Albion WFC,965,['2fb33cbd-4b5d-4c0e-8ed4-13d2dbe0e08a'],6,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:06.624,Pass,
,,,,,,,,,,,0.920444,,,,,,,,,,,,,e5284c70-d182-48f9-bd59-e64eef9b0f02,15,,,"[42.0, 78.0]",19776,0,,,-2.4227626,,,Right Foot,,,,"[34.0, 71.0]",,Ground Pass,10.630146,,,Laura Rafferty,16394.0,,,,,,1,From Kick Off,Kirsty Barton,19414.0,Right Back,2,Brighton & Hove Albion WFC,965,"['3f091518-4155-4a07-b253-13c54d40fe60', '49e6f89b-a42b-4799-a735-9db28296a26b']",7,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:07.907,Pass,True
