50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_penalty,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,d9641b07-2443-4735-9807-ff5ea35881f6,1,,,19818,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Manchester City WFC,746,,0,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 4637, 'name': 'Ellie Roebuck'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 26}, {'player': {'id': 4648, 'name': 'Abbie McManus'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 23}, {'player': {'id': 10185, 'name': 'Stephanie Houghton'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 15554, 'name': 'Gemma Bonner'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 23465, 'name': 'Megan Campbell'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 20}, {'player': {'id': 4646, 'name': 'Claire Emslie'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 22}, {'player': {'id': 4643, 'name': 'Georgia Stanway'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 12}, {'player': {'id': 4658, 'name': 'Keira Walsh'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 24}, {'player': {'id': 15555, 'name': 'Lauren Hemp'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 15}, {'player': {'id': 4654, 'name': 'Nikita Parris'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 17}, {'player': {'id': 20725, 'name': 'Pauline Bremer'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 9}]}",Manchester City WFC,746,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,80a4abc2-92ab-4ce9-a96c-3f4684ce812a,2,,,19818,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Manchester City WFC,746,,0,,,,,,,,,,,,,,,,,"{'formation': 4411, 'lineup': [{'player': {'id': 15709, 'name': 'Megan Walsh'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 19774, 'name': 'Charlotte Buxton'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 15}, {'player': {'id': 15717, 'name': 'Hannah Short'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 15715, 'name': 'Ellie Mason'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 12}, {'player': {'id': 15710, 'name': 'Megan Alexander'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 10195, 'name': 'Rachel Mclauchlan'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 25}, {'player': {'id': 15707, 'name': 'Georgia Evans'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 16}, {'player': {'id': 15713, 'name': 'Bonnie Horwood'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 15705, 'name': 'Emily Donovan'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 14}, {'player': {'id': 15716, 'name': 'Emily Syme'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 4}, {'player': {'id': 15718, 'name': 'Olivia Fergusson'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 7}]}",Yeovil Town LFC,970,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,dca4a1ec-b490-48a7-a3e0-6a8d31724e5b,3,,,19818,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Manchester City WFC,746,['2ab6415c-dc9b-481a-8356-97e2224a1f66'],0,,,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,2ab6415c-dc9b-481a-8356-97e2224a1f66,4,,,19818,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Manchester City WFC,746,['dca4a1ec-b490-48a7-a3e0-6a8d31724e5b'],0,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,f8e84796-dbeb-41eb-a7d7-b15be7f1f7ee,1831,,,19818,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,87,Manchester City WFC,746,['0e37bc61-bd62-407e-8b01-7fd98afac7e8'],0,,,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0e37bc61-bd62-407e-8b01-7fd98afac7e8,1832,,,19818,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,87,Manchester City WFC,746,['f8e84796-dbeb-41eb-a7d7-b15be7f1f7ee'],0,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.703691,,,,,,,,,,,,ce12273a-b7e0-42df-b92e-439c5cde15ad,5,,"[61.0, 41.0]",19818,0,,,-3.0172377,,Right Foot,,,"[53.0, 40.0]",,Ground Pass,,8.062258,,,,,Keira Walsh,4658.0,,,,,,Kick Off,1,From Kick Off,Nikita Parris,4654.0,Right Center Forward,2,Manchester City WFC,746,['57c286c3-478e-4de2-bedb-783d9ef00470'],0,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:00.496,Pass,
,,,,,,,,,,,,,,,,,1.229722,,,,,,,,,,,,c6a90591-2818-44b5-8b1d-bbbc3e25d09e,8,,"[53.0, 44.0]",19818,0,,,1.5707964,,Right Foot,,,"[53.0, 75.0]",,Ground Pass,,31.0,,,Incomplete,,Abbie McManus,4648.0,,,,,,,1,From Kick Off,Keira Walsh,4658.0,Left Center Midfield,2,Manchester City WFC,746,"['8086394b-9c7a-442c-bad5-64434b25aefc', 'a23af6e2-bdff-46cf-8a87-a515b6682766']",2,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:02.143,Pass,
,,,,,,,,,,,,,,,,,0.870439,,,,,,,,,,,,93c36e53-585a-451c-83d5-ea4d83ab7063,13,,"[73.0, 6.0]",19818,0,,,-2.819842,,Right Foot,,,"[64.0, 3.0]",,Ground Pass,,9.486833,,,,,Megan Alexander,15710.0,,,,,,,1,Regular Play,Emily Donovan,15705.0,Left Midfield,3,Yeovil Town LFC,970,"['51e76318-08cd-4127-89eb-94d72e9ab247', 'b489b8bf-8810-419a-9472-262bf03761fc']",6,,,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:00:06.145,Pass,True
,,,,,,,,,,,,,,,,,1.4749,,,,,,,,,,,,6719a2ac-fd2e-445b-9f9b-bf3d049bd44a,17,,"[105.0, 4.0]",19818,0,,,1.3439975,,Left Foot,True,,"[111.0, 30.0]",,Low Pass,,26.683329,,,,,Emily Syme,15716.0,,,,,,,1,Regular Play,Megan Alexander,15710.0,Left Back,3,Yeovil Town LFC,970,"['0520d693-fe9f-4e32-afa2-f274fc3b93be', 'ced23223-8fbd-4487-b41e-7c01d79155c2']",12,,,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:00:12.775,Pass,True
