50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,fcf9507d-4744-4345-84e7-d7a95ded6a2f,1,,,,3802685,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Lens,168,,0,,,,,,,,,,,,,,,,"{'formation': 343, 'lineup': [{'player': {'id': 7282, 'name': 'Jean-Louis Leca'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 16}, {'player': {'id': 7324, 'name': 'Jonathan Gradit'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 24}, {'player': {'id': 11820, 'name': 'Kevin Danso'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 4}, {'player': {'id': 30415, 'name': 'Facundo Axel Medina'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 14}, {'player': {'id': 7252, 'name': 'Jonathan Clauss'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 11}, {'player': {'id': 7979, 'name': 'Przemysław Frankowski'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 29}, {'player': {'id': 13851, 'name': 'Cheick Oumar Doucoure'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 28}, {'player': {'id': 7791, 'name': 'Seko Fofana'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 3130, 'name': 'Gaël Kakuta'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 10}, {'player': {'id': 36995, 'name': 'David Pereira da Costa'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 20}, {'player': {'id': 35705, 'name': 'Arnaud Kalimuendo Muinga'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 15}]}",Lens,168,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,a58b993d-e6db-4f49-a1c5-f92fe49839e8,2,,,,3802685,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Lens,168,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 5597, 'name': 'Keylor Navas Gamboa'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 5245, 'name': 'Achraf Hakimi Mouh'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 4372, 'name': 'Marcos Aoás Corrêa'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 2999, 'name': 'Presnel Kimpembe'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 15651, 'name': 'Juan Bernat Velasco'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 14}, {'player': {'id': 13621, 'name': 'Danilo Luís Hélio Pereira'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 15}, {'player': {'id': 16308, 'name': 'Leandro Daniel Paredes'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 3166, 'name': 'Marco Verratti'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 30}, {'player': {'id': 2995, 'name': 'Ángel Fabián Di María Hernández'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 6987, 'name': 'Mauro Emanuel Icardi Rivero'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Paris Saint-Germain,131,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,b2d8483b-29f7-4b95-9489-1f141f4e7c06,3,,,,3802685,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Lens,168,['df1c39a6-dc61-4313-941f-08e29280fbdd'],0,,,,,,,,,,,,,,,,,Lens,168,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,df1c39a6-dc61-4313-941f-08e29280fbdd,4,,,,3802685,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Lens,168,['b2d8483b-29f7-4b95-9489-1f141f4e7c06'],0,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,1970b167-9f91-43f9-bda6-606faaaf7a5d,2124,,,,3802685,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,107,Paris Saint-Germain,131,['e8abcca1-5fbb-4fa4-acc1-ace8e159dc9d'],0,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,e8abcca1-5fbb-4fa4-acc1-ace8e159dc9d,2125,,,,3802685,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,107,Paris Saint-Germain,131,['1970b167-9f91-43f9-bda6-606faaaf7a5d'],0,,,,,,,,,,,,,,,,,Lens,168,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,1.077904,,,,,,,,,,,,,ae7dc323-0843-408d-ba29-1e2c39b35874,5,,,"[60.0, 40.0]",3802685,0,,,,,2.4397433,,Left Foot,,,,"[49.0, 49.3]",,Ground Pass,,14.404513,,,,,Leandro Daniel Paredes,16308.0,,,,,Kick Off,1,From Kick Off,Mauro Emanuel Icardi Rivero,6987.0,Center Forward,2,Paris Saint-Germain,131,['e9c71bd3-425f-4ee6-b335-29b526dce944'],0,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:00.418,Pass,
,,,,,,,,,,,,,,,,,0.947825,,,,,,,,,,,,,f7564e30-df39-49e7-9182-c7cefc6647f8,7,,,"[49.3, 49.3]",3802685,0,,,,,-2.1014361,,Right Foot,,,,"[42.2, 37.2]",,Ground Pass,,14.029255,,,,,Danilo Luís Hélio Pereira,13621.0,,,,,,1,From Kick Off,Leandro Daniel Paredes,16308.0,Right Center Midfield,2,Paris Saint-Germain,131,['52a8a50f-ffe7-479f-a24b-c07ad4354a40'],1,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:01.496,Pass,
,,,,,,,,,,,,,,,,,1.42095,,,,,,,,,,,,,226b8a54-27d6-4f9d-9784-4dfd4e027c9e,9,,,"[42.2, 37.2]",3802685,0,,,,,2.9242992,,Right Foot,,,,"[34.5, 38.9]",,Ground Pass,,7.8854294,,,,,Marcos Aoás Corrêa,4372.0,,,,,,1,From Kick Off,Danilo Luís Hélio Pereira,13621.0,Center Defensive Midfield,2,Paris Saint-Germain,131,['37068949-29da-473d-bebe-16a89db5e26f'],2,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:02.444,Pass,
,,,,,,,,,,,,,,,,,1.73261,,,,,,,,,,,,,9b1a3e05-8277-44e0-9bc1-1f7f66b4f221,12,,,"[34.9, 45.1]",3802685,0,,,,,-1.8063413,,Right Foot,,,,"[27.7, 15.1]",,Ground Pass,,30.851904,,,,,Presnel Kimpembe,2999.0,,,,,,1,From Kick Off,Marcos Aoás Corrêa,4372.0,Right Center Back,2,Paris Saint-Germain,131,['9cde3872-94f4-42a8-9b3c-a1a51c3dc11f'],6,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:06.363,Pass,
