ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.985167,,,,,,,,,,,,f922a6d4-ac64-4885-b88c-bb1d1b248ec1,15,,"[48.0, 37.2]",3802802,0,,,,-1.2639067,,Right Foot,,"[57.0, 8.8]",,Ground Pass,,29.791945,,,,Kylian Mbappé Lottin,3009.0,,,,,,,1,From Kick Off,Leandro Daniel Paredes,16308.0,Center Defensive Midfield,2,Paris Saint-Germain,131,['67cd303d-302b-49c5-a356-3ef53b30205a'],7,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:07.568,Pass,
,,,,,,,,,,,,,,,,1.485753,,,,,,,,,,,,4fd98f53-229b-48b2-9304-0e4c557ef5bd,17,,"[57.0, 8.8]",3802802,0,,,,2.7162538,,Right Foot,,"[45.3, 14.1]",,Ground Pass,,12.844454,,,,Sergio Ramos García,5201.0,,,,,,,1,From Kick Off,Kylian Mbappé Lottin,3009.0,Left Wing,2,Paris Saint-Germain,131,['84c2fdfa-5348-4881-8c86-29b0877577c6'],9,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:09.554,Pass,
,,,,,,,,,,,,,,,,1.017889,,,,,,,,,,,,1e1af705-b99a-4aa9-a18e-5cea173ac761,20,,"[46.4, 13.2]",3802802,0,,,,-0.5236218,,Right Foot,,"[63.2, 3.5]",,Ground Pass,,19.399227,,,,Nuno Mendes,41092.0,,,,,,,1,From Kick Off,Sergio Ramos García,5201.0,Left Center Back,2,Paris Saint-Germain,131,['1c2fb7ab-8806-420d-b2f2-76aa7885b601'],11,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:11.810,Pass,
,,,,,,,,,,,,,,,,1.439787,,,,,,,,,,,,b22b59d4-bff5-4a31-bbc7-cd8f73214805,22,,"[63.2, 3.5]",3802802,0,,,,2.9005613,,Left Foot,,"[45.3, 7.9]",,Ground Pass,,18.432852,,,,Sergio Ramos García,5201.0,,,,,,,1,From Kick Off,Nuno Mendes,41092.0,Left Back,2,Paris Saint-Germain,131,['13be1fe6-90db-44b5-9b47-094bb56f0a3b'],12,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:12.828,Pass,
,,,,,,,,,,,,,,,,1.484607,,,,,,,,,,,,6e228701-a591-42ef-b3cc-7cb1a8a01ef7,25,,"[43.8, 18.1]",3802802,0,,,,1.6882654,,Right Foot,,"[40.0, 50.3]",,Ground Pass,,32.423447,,,,Marcos Aoás Corrêa,4372.0,,,,,,,1,From Kick Off,Sergio Ramos García,5201.0,Left Center Back,2,Paris Saint-Germain,131,['21f82168-0ca3-4f4f-b60b-43d4330d8e88'],16,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:16.014,Pass,
,,,,,,,,,,,,,,,,1.073636,,,,,,,,,,,,62db9b62-6dbc-41a4-924d-9117c594d8fb,28,,"[39.7, 50.6]",3802802,0,,,,-0.2220819,,Right Foot,,"[55.2, 47.1]",,Ground Pass,,15.890248,,,,Leandro Daniel Paredes,16308.0,,,,,,,1,From Kick Off,Marcos Aoás Corrêa,4372.0,Right Center Back,2,Paris Saint-Germain,131,['c9515be6-3e80-4b2c-96a1-127a2df19fec'],18,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:18.723,Pass,
,,,,,,,,,,,,,,,,1.930915,,,,,,,,,,,,10a8e6e3-9d3e-49c1-828b-d8e1d9a43f58,30,,"[54.9, 46.2]",3802802,0,,,,-2.2808657,,Left Foot,,"[35.3, 23.4]",,Ground Pass,,30.066593,,,,Sergio Ramos García,5201.0,,,,,,,1,From Kick Off,Leandro Daniel Paredes,16308.0,Center Defensive Midfield,2,Paris Saint-Germain,131,['6bf6cca2-4721-4715-b3c2-9cf80bed2cea'],19,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:19.797,Pass,
,,,,,,,,,,,,,,,,1.571946,,,,,,,,,,,,9386fb77-0cfe-41b6-94a2-41017aeb04ad,32,,"[35.3, 23.4]",3802802,0,,,,-0.90790474,,Right Foot,,"[49.9, 4.7]",,Ground Pass,,23.72446,,,,Nuno Mendes,41092.0,,,,,,,1,From Kick Off,Sergio Ramos García,5201.0,Left Center Back,2,Paris Saint-Germain,131,['984af347-745d-4c3e-af07-68f38a1b040c'],21,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:21.728,Pass,
,,,,,,,,,,,,,,,,1.486658,,,,,,,,,,,,2c42741d-0973-4850-aa19-e2b456cfc969,34,,"[49.9, 4.7]",3802802,0,,,,2.3525581,,Left Foot,,"[36.2, 18.5]",,Ground Pass,,19.445564,,,,Sergio Ramos García,5201.0,,,,,,,1,From Kick Off,Nuno Mendes,41092.0,Left Back,2,Paris Saint-Germain,131,['91c5341d-99b1-4162-912c-22d643826c62'],23,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:23.300,Pass,
,,,,,,,,,,,,,,,,3.292477,,,,,,,,,,,,bd8bf84d-611e-4e49-b68b-dcbe6818c374,37,,"[37.6, 25.7]",3802802,0,,,,1.2132096,,Right Foot,,"[54.9, 72.0]",,Ground Pass,,49.42651,,,,Danilo Luís Hélio Pereira,13621.0,,,True,,,,1,From Kick Off,Sergio Ramos García,5201.0,Left Center Back,2,Paris Saint-Germain,131,['194db4b6-4751-46de-81a4-4eeb9d16b291'],26,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:26.011,Pass,
,,,,,,,,,,,,,,,,0.804507,,,,,,,,,,,,0d609255-fb08-4814-8c7b-d56f6b7446ce,43,,"[57.3, 80.0]",3802802,0,,,,-2.9029834,,,,"[49.9, 78.2]",,Low Pass,,7.615773,,,,Danilo Luís Hélio Pereira,13621.0,,,,,,Throw-in,1,From Throw In,Thilo Kehrer,8511.0,Right Back,3,Paris Saint-Germain,131,['84e56797-1870-45c1-950a-0c324c6c21ff'],37,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:37.578,Pass,
,,,,,,,,,,,,,,,,2.421616,,,,,,,,,,,,83dc0fb5-bd47-46ae-bd5b-e533145e6e0c,46,,"[45.9, 77.0]",3802802,0,,,,-2.8003173,,Left Foot,,"[16.9, 66.7]",,Ground Pass,,30.774828,,,,Marcos Aoás Corrêa,4372.0,,,,,,,1,From Throw In,Danilo Luís Hélio Pereira,13621.0,Right Center Midfield,3,Paris Saint-Germain,131,['26aa8b98-4b5a-4d00-b381-584fb631a44b'],39,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:39.645,Pass,
,,,,,,,,,,,,,,,,1.855563,,,,,,,,,,,,d5a95b8b-6419-49ba-afd9-704818405b71,48,,"[16.9, 66.5]",3802802,0,,,,-1.6198367,,Right Foot,,"[15.3, 33.9]",,Ground Pass,,32.63924,,,,Sergio Ramos García,5201.0,,,,,,,1,From Throw In,Marcos Aoás Corrêa,4372.0,Right Center Back,3,Paris Saint-Germain,131,['098d3ea8-48c2-4882-9dbd-11b240c9fe08'],42,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:42.066,Pass,
,,,,,,,,,,,,,,,,1.405703,,,,,,,,,,,,d04ef9a8-a5d8-4c34-a21b-09f7aa761b88,51,,"[25.6, 27.2]",3802802,0,,,,-0.8634998,,Right Foot,,"[36.2, 14.8]",,Ground Pass,,16.313185,,,,Marco Verratti,3166.0,,,,,,,1,From Throw In,Sergio Ramos García,5201.0,Left Center Back,3,Paris Saint-Germain,131,['ac01f818-6f43-4fdc-8ad4-4adea56c9545'],47,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:47.286,Pass,
,,,,,,,,,,,,,,,,1.235038,,,,,,,,,,,,4cd6684c-4626-4aa8-9ec9-092a14eef3b5,54,,"[32.4, 13.4]",3802802,0,,,,1.3545768,,Right Foot,,"[36.2, 30.7]",,Ground Pass,,17.712425,,,,Leandro Daniel Paredes,16308.0,,,,,,,1,From Throw In,Marco Verratti,3166.0,Left Center Midfield,3,Paris Saint-Germain,131,['a7fc64dc-ce07-45a9-8c52-bb1a39889ac6'],49,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:49.700,Pass,
,,,,,,,,,,,,,,,,0.992377,,,,,,,,,,,,3199257f-02a2-4338-bea7-b08bfd8e12a4,57,,"[36.7, 31.4]",3802802,0,,,,-2.1730838,,Right Foot,,"[31.2, 23.4]",,Ground Pass,,9.708244,,,,Marco Verratti,3166.0,,,,,,,1,From Throw In,Leandro Daniel Paredes,16308.0,Center Defensive Midfield,3,Paris Saint-Germain,131,['ce51a6f3-01f9-42a6-83bb-339c1e93db0c'],51,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:51.381,Pass,
,,,,,,,,,,,,,,,,2.442035,,,,,,,,,,,,c36221b4-b043-4813-8083-6403b6f992d0,60,,"[32.6, 24.5]",3802802,0,,,,1.5840935,,Left Foot,,"[32.1, 62.1]",,Low Pass,,37.603325,,,,Marcos Aoás Corrêa,4372.0,,,,,,,1,From Throw In,Marco Verratti,3166.0,Left Center Midfield,3,Paris Saint-Germain,131,['ef614b6a-1f4c-49ce-8b04-f81343e9391d'],53,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:53.125,Pass,
,,,,,,,,,,,,,,,,3.76666,,,,,,,,,,,,ba286cdb-17aa-4f8c-b945-b966654569d8,63,,"[42.9, 63.0]",3802802,0,,,,-0.34120706,,Right Foot,,"[105.7, 40.7]",,High Pass,,66.6418,,Incomplete,,Kylian Mbappé Lottin,3009.0,,,,,,,1,From Throw In,Marcos Aoás Corrêa,4372.0,Right Center Back,3,Paris Saint-Germain,131,"['57426f80-a1c2-41e7-b425-504a3b540d4a', 'a534de62-d17b-40a5-bc0f-80b29e0ddbd9']",57,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:57.303,Pass,
,,,,,,,,,,,,,,,,2.036821,,,,,,,,,,,,ed463366-7207-4885-8257-38c9346af76a,67,,"[14.2, 36.2]",3802802,1,,,,-1.0747527,,Keeper Arm,,"[32.6, 2.2]",,Low Pass,,38.65954,,,,Maxime Busi,23922.0,,,,,,,1,Regular Play,Predrag Rajković,15731.0,Goalkeeper,4,Stade de Reims,156,['45b9f1a0-2428-4409-b1a7-52d0600f074e'],3,,,,,,,,,,,,,,,,,,Stade de Reims,156,00:01:03.245,Pass,
,,,,,,,,,,,,,,,,1.255599,,,,,,,,,,,,d3e2d5d7-6994-4731-832a-15773dde6835,70,,"[32.6, 2.2]",3802802,1,,,,1.0361074,,Right Foot,,"[38.7, 12.5]",,Ground Pass,,11.970798,,,,Jens-Lys Michel Cajuste,26063.0,,,,,,,1,Regular Play,Maxime Busi,23922.0,Left Wing Back,4,Stade de Reims,156,['2fa3a2f6-dacd-454a-b8bf-1ccea2f460a8'],6,,,,,,,,,,,,,,,,,,Stade de Reims,156,00:01:06.381,Pass,
,,,,,,,,,,,,,,,,1.466424,,,,,,,,,,,,43c2f3d1-5eaa-4372-9900-f8e0431f51f1,74,,"[38.4, 12.7]",3802802,1,,,,-0.670122,,Left Foot,,"[54.3, 0.1]",,Ground Pass,,20.287188,,Out,,Bradley Locko,132418.0,,,,,,,1,Regular Play,Jens-Lys Michel Cajuste,26063.0,Left Defensive Midfield,4,Stade de Reims,156,['2624226d-d184-495d-b562-cfd5bb441b15'],7,,,,,,,,,,,,,,,,,,Stade de Reims,156,00:01:07.746,Pass,
,,,,,,,,,,,,,,,,1.070644,,,,,,,,,,,,957957bd-6790-4bb3-97ee-ba91fd2f3ae3,76,,"[67.2, 80.0]",3802802,1,,,,-1.6951513,,,,"[65.8, 68.8]",,Low Pass,,11.287161,,,,Leandro Daniel Paredes,16308.0,,,,,,Throw-in,1,From Throw In,Thilo Kehrer,8511.0,Right Back,5,Paris Saint-Germain,131,['318f0fed-9954-4b7d-8526-0c1171dfe2da'],13,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:13.647,Pass,
,,,,,,,,,,,,,,,,1.719345,,,,,,,,,,,,1a5a4e94-4d1e-4c7f-be48-4b5681770767,80,,"[62.8, 64.1]",3802802,1,,,,-1.8811247,,Left Foot,,"[53.5, 35.1]",,Ground Pass,,30.45472,,,,Sergio Ramos García,5201.0,,,,,,,1,From Throw In,Leandro Daniel Paredes,16308.0,Center Defensive Midfield,5,Paris Saint-Germain,131,"['0c2ccf2f-94fa-47f5-8212-1c0837d45b92', 'e01df97a-5efd-4e69-a718-f429e3e1ac01']",16,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:16.333,Pass,True
,,,,,,,,,,,,,,,,1.184254,,,,,,,,,,,,787f4c6e-51c3-42f0-be33-81df1d4d154c,83,,"[64.1, 28.4]",3802802,1,,,,-0.76236075,,Right Foot,,"[75.2, 17.8]",,Ground Pass,,15.3482895,,,,Kylian Mbappé Lottin,3009.0,,,,,,,1,From Throw In,Sergio Ramos García,5201.0,Left Center Back,5,Paris Saint-Germain,131,['7eba7869-ce98-4b59-a8b8-8c9f52859c1b'],21,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:21.253,Pass,
,,,,,,,,,,,,,,,,1.003934,,,,,,,,,,,,a7037b60-f1a7-4025-a78d-a6c18e7b1a94,86,,"[74.9, 16.4]",3802802,1,,,,1.8822379,,Right Foot,,"[70.2, 31.0]",,Ground Pass,,15.337862,,,,Marco Verratti,3166.0,,,,,,,1,From Throw In,Kylian Mbappé Lottin,3009.0,Left Wing,5,Paris Saint-Germain,131,"['7a1dd58b-0412-4b10-b973-eae73cc13e4f', 'ff9fda8a-c440-477c-bce5-cf0fcfca591d']",22,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:22.437,Pass,True
,,,,,,,,,,,,,,,,0.637612,,,,,,,,,,,,c0370d87-e2e9-49b7-903d-306d4d52dd22,89,,"[72.5, 31.6]",3802802,1,,,,0.5391054,,Right Foot,,"[83.7, 38.3]",,Ground Pass,,13.051054,,,,Ángel Fabián Di María Hernández,2995.0,,,,,,,1,From Throw In,Marco Verratti,3166.0,Left Center Midfield,5,Paris Saint-Germain,131,['d61a80be-0878-41d3-9b94-53b6d55079ac'],24,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:24.266,Pass,
,,,,,,,,,,,,,,,,0.807643,,,,,,,,,,,,9dd75559-115e-4208-b55d-2f45f5a8822e,91,,"[83.7, 38.3]",3802802,1,,,,-0.8897793,d0d26f0c-94c9-4458-94f1-e07831c1d452,Right Foot,,"[88.4, 32.5]",,Ground Pass,,7.465253,,,,Kylian Mbappé Lottin,3009.0,True,,,,,,1,From Throw In,Ángel Fabián Di María Hernández,2995.0,Right Wing,5,Paris Saint-Germain,131,['0ab04112-1117-4b7d-a2f7-4435f1fb89c6'],24,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:24.904,Pass,
,,,,,,,,,,,,,,,,1.159389,,,,,,,,,,,,529b3e4a-02ce-40c3-98ed-fd288a619057,96,,"[6.0, 44.0]",3802802,1,True,,,-1.5355686,,Right Foot,,"[6.8, 21.3]",,Ground Pass,,22.714092,,,,Yunis Abdelhamid,7378.0,,,,,,Goal Kick,1,From Goal Kick,Predrag Rajković,15731.0,Goalkeeper,6,Stade de Reims,156,['365d0c26-561c-4641-b2b4-e416c27fc60a'],46,,,,,,,,,,,,,,,,,,Stade de Reims,156,00:01:46.386,Pass,
,,,,,,,,,,,,,,,,0.927008,,,,,,,,,,,,640c3814-03ae-4ce9-ab06-3e3bbe619499,98,,"[5.7, 15.1]",3802802,1,,,,0.13067958,,Left Foot,,"[23.2, 17.4]",,Ground Pass,,17.650496,,,,Jens-Lys Michel Cajuste,26063.0,,,,,,,1,From Goal Kick,Yunis Abdelhamid,7378.0,Left Center Back,6,Stade de Reims,156,['629f2e6d-fb53-418e-8d37-99abc3c88285'],49,,,,,,,,,,,,,,,,,,Stade de Reims,156,00:01:49.354,Pass,
,,,,,,,,,,,,,,,,1.284171,,,,,,,,,,,,84893faf-f057-4395-886f-080de2419918,101,,"[23.2, 17.4]",3802802,1,,,,-1.4386594,,Left Foot,,"[25.3, 1.6]",,Ground Pass,,15.938946,,,,Maxime Busi,23922.0,,,,,,,1,From Goal Kick,Jens-Lys Michel Cajuste,26063.0,Left Defensive Midfield,6,Stade de Reims,156,['c9756165-ba04-4e88-b7da-2484ae054625'],50,,,,,,,,,,,,,,,,,,Stade de Reims,156,00:01:50.401,Pass,
,,,,,,,,,,,,,,,,0.817187,,,,,,,,,,,,10022108-6504-4a48-a7e0-2b1346232f84,104,,"[29.9, 1.6]",3802802,1,,,,-0.018179815,,Right Foot,,"[46.4, 1.3]",,Ground Pass,,16.502728,,,,Hugo Ekitike,50429.0,,,,,,,1,From Goal Kick,Maxime Busi,23922.0,Left Wing Back,6,Stade de Reims,156,['b2290f47-377d-4d1a-bfd6-de1190863763'],52,,,,,,,,,,,,,,,,,,Stade de Reims,156,00:01:52.873,Pass,
,,,,,,,,,,,,,,,,0.865049,,,,,,,,,,,,e16319a2-3e81-46ab-86c3-43ad4c2f55c7,108,,"[45.5, 1.9]",3802802,1,,,,1.7183644,,Right Foot,,"[44.4, 9.3]",,Ground Pass,,7.48131,,,,Bradley Locko,132418.0,,,,,,,1,From Goal Kick,Hugo Ekitike,50429.0,Center Forward,6,Stade de Reims,156,['1b3ccf6c-9a7e-4238-9755-f93e3341b1df'],53,,,,,,,,,,,,,,,,,,Stade de Reims,156,00:01:53.863,Pass,
