bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,3b60d84b-aba8-4952-9680-1d11f42fbea0,1,,,,3802948,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Paris Saint-Germain,131,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 5597, 'name': 'Keylor Navas Gamboa'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 5245, 'name': 'Achraf Hakimi Mouh'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 4372, 'name': 'Marcos Aoás Corrêa'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 5201, 'name': 'Sergio Ramos García'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 2999, 'name': 'Presnel Kimpembe'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 3166, 'name': 'Marco Verratti'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 13621, 'name': 'Danilo Luís Hélio Pereira'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 15}, {'player': {'id': 2995, 'name': 'Ángel Fabián Di María Hernández'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 30}, {'player': {'id': 4320, 'name': 'Neymar da Silva Santos Junior'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 3009, 'name': 'Kylian Mbappé Lottin'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 7}]}",Paris Saint-Germain,131,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,e84bd771-5834-4118-9925-9323d557c0c8,2,,,,3802948,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Paris Saint-Germain,131,,0,,,,,,,,,,,,,,,,,"{'formation': 343, 'lineup': [{'player': {'id': 22318, 'name': 'Marc-Aurèle Caillard'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 30}, {'player': {'id': 5655, 'name': 'Dylan Daniel Mahmoud Bronn'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 23331, 'name': 'Boubakar Kouyate'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 23}, {'player': {'id': 30447, 'name': 'Jean-Armel Kana-Biyik'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 27}, {'player': {'id': 86899, 'name': 'William Mikelbrencis'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 25}, {'player': {'id': 41052, 'name': 'Fali Candé'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 13}, {'player': {'id': 3414, 'name': 'Vincent Pajot'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 58878, 'name': 'Boubacar Traore'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 50498, 'name': 'Pape Matar Sarr'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 15}, {'player': {'id': 4777, 'name': 'Farid Boulaya'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 7536, 'name': 'Didier Lamkel Zé'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 22}]}",Metz,141,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,ba2b7418-ccd5-4298-b095-bd4c8d095cd5,3,,,,3802948,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Paris Saint-Germain,131,['ada91dec-7bac-4ee6-8f12-8aad7d1e9aa2'],0,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,ada91dec-7bac-4ee6-8f12-8aad7d1e9aa2,4,,,,3802948,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Paris Saint-Germain,131,['ba2b7418-ccd5-4298-b095-bd4c8d095cd5'],0,,,,,,,,,,,,,,,,,,Metz,141,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,30b83313-59c2-4663-837d-ecffbdfee86a,2033,,,,3802948,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,90,Metz,141,['2a5147fe-fb4e-42cf-9610-0246bbfd3cb3'],0,,,,,,,,,,,,,,,,,,Metz,141,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,2a5147fe-fb4e-42cf-9610-0246bbfd3cb3,2034,,,,3802948,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,90,Metz,141,['30b83313-59c2-4663-837d-ecffbdfee86a'],0,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,1.247874,,,,,,,,,,,,,fb2a0636-a0b8-40a2-a9e1-2883bf090ecc,5,,,"[61.0, 40.1]",3802948,0,,,,,-2.6026907,,Right Foot,,,"[51.3, 34.3]",,Ground Pass,,11.30177,,,,Marco Verratti,3166.0,,,,,Kick Off,1,From Kick Off,Kylian Mbappé Lottin,3009.0,Center Forward,2,Paris Saint-Germain,131,['b1c0ea74-4fd9-4286-b0b5-44eceb70a4a3'],0,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:00.877,Pass,
,,,,,,,,,,,,,,,,,0.833492,,,,,,,,,,,,,4c017f2a-453f-475f-b875-102c7abb74a0,8,,,"[50.8, 33.8]",3802948,0,,,,,1.9264323,,Right Foot,,,"[46.9, 44.3]",,Ground Pass,,11.200892,,,,Danilo Luís Hélio Pereira,13621.0,,,,,,1,From Kick Off,Marco Verratti,3166.0,Right Defensive Midfield,2,Paris Saint-Germain,131,['33eb4e3f-0cd8-42c2-a7bb-85c26a67b5c5'],3,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:03.193,Pass,
,,,,,,,,,,,,,,,,,1.056934,,,,,,,,,,,,,123eb1b0-9657-44d3-9c58-44e3f099bf53,11,,,"[45.4, 46.2]",3802948,0,,,,,1.8145297,,Right Foot,,,"[40.7, 65.1]",,Ground Pass,,19.475626,,,,Achraf Hakimi Mouh,5245.0,,,,,,1,From Kick Off,Danilo Luís Hélio Pereira,13621.0,Left Defensive Midfield,2,Paris Saint-Germain,131,['1a9c5032-712c-4d83-b687-38b07e97f7e8'],5,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:05.203,Pass,
,,,,,,,,,,,,,,,,,1.29831,,,,,,,,,,,,,2fc38cfe-a80d-49ef-b93d-5d3bba3f51a5,14,,,"[40.7, 65.6]",3802948,0,,,,,0.6550552,,Right Foot,,,"[55.8, 77.2]",,Ground Pass,,19.041271,,,,Ángel Fabián Di María Hernández,2995.0,,,,,,1,From Kick Off,Achraf Hakimi Mouh,5245.0,Right Back,2,Paris Saint-Germain,131,['500f8dd4-4864-4536-bc74-263ad925d685'],7,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:07.484,Pass,
