50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,415f41ed-d045-40a0-ba26-bf951fa5bddc,1,,,3802699,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Paris Saint-Germain,131,,0,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 7036, 'name': 'Gianluigi Donnarumma'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 50}, {'player': {'id': 8511, 'name': 'Thilo Kehrer'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 24}, {'player': {'id': 4372, 'name': 'Marcos Aoás Corrêa'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 2999, 'name': 'Presnel Kimpembe'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 15651, 'name': 'Juan Bernat Velasco'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 14}, {'player': {'id': 13621, 'name': 'Danilo Luís Hélio Pereira'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 15}, {'player': {'id': 3567, 'name': 'Georginio Wijnaldum'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 18}, {'player': {'id': 3436, 'name': 'Idrissa Gana Gueye'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 27}, {'player': {'id': 2995, 'name': 'Ángel Fabián Di María Hernández'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 4320, 'name': 'Neymar da Silva Santos Junior'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 30}]}",Paris Saint-Germain,131,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,871d5145-2f64-4c15-9a90-3d06121979f9,2,,,3802699,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Paris Saint-Germain,131,,0,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 29342, 'name': 'Ivo Grbić'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 10349, 'name': 'Mehmet Zeki Çelik'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 3960, 'name': 'José Miguel da Rocha Fonte'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 29992, 'name': 'Tiago Emanuel Embaló Djaló'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 10848, 'name': 'Reinildo Isnard Mandava'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 28}, {'player': {'id': 3007, 'name': 'Nanitamo Jonathan Ikoné'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 10}, {'player': {'id': 3154, 'name': 'Miguel Ângelo da Silva Rocha'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 3593, 'name': 'Renato Júnior Luz Sanches'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 18}, {'player': {'id': 4256, 'name': 'Jonathan Bamba'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 7}, {'player': {'id': 23640, 'name': 'Jonathan David'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 9}, {'player': {'id': 11086, 'name': 'Burak Yılmaz'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 17}]}",Lille,143,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,36807b35-c9ca-4db5-87e3-b02ba86e2501,3,,,3802699,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Paris Saint-Germain,131,['9ae7183f-6186-4ac9-9b7c-5f4f1d66d465'],0,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,9ae7183f-6186-4ac9-9b7c-5f4f1d66d465,4,,,3802699,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Paris Saint-Germain,131,['36807b35-c9ca-4db5-87e3-b02ba86e2501'],0,,,,,,,,,,,,,,,,,,Lille,143,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,a25af9ad-3b4b-4509-bfb1-904db4fa53f2,1860,,,3802699,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,84,Paris Saint-Germain,131,['d5b9c67b-052e-4847-b633-9bbf352555e0'],0,,,,,,,,,,,,,,,,,,Lille,143,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,d5b9c67b-052e-4847-b633-9bbf352555e0,1861,,,3802699,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,84,Paris Saint-Germain,131,['a25af9ad-3b4b-4509-bfb1-904db4fa53f2'],0,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,1.235858,,,,,,,,,,,bd3224c8-9d10-4cf1-b445-8be0b39d0713,5,,"[60.0, 40.0]",3802699,0,,,,,-3.0520887,,Right Foot,,,,"[44.4, 38.6]",,Ground Pass,,15.662695,,,,,Danilo Luís Hélio Pereira,13621.0,,,,,Kick Off,1,From Kick Off,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,2,Paris Saint-Germain,131,['77ae1bc1-df74-41de-81c5-2657102078ba'],0,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:00.806,Pass,
,,,,,,,,,,,,,,,,,1.427823,,,,,,,,,,,89ec2168-e44c-41d3-a8b3-58bca7566023,8,,"[45.7, 38.8]",3802699,0,,,,,-1.580697,,Right Foot,,,,"[45.4, 8.5]",,Ground Pass,,30.301485,,,,,Juan Bernat Velasco,15651.0,,,,,,1,From Kick Off,Danilo Luís Hélio Pereira,13621.0,Center Defensive Midfield,2,Paris Saint-Germain,131,['7df463c3-812e-4f28-8c81-994390005168'],2,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:02.803,Pass,
,,,,,,,,,,,,,,,,,1.155408,,,,,,,,,,,261346ca-97a9-40b9-a950-19e37a663395,11,,"[45.4, 8.5]",3802699,0,,,,,2.7672591,,Left Foot,,,,"[31.4, 14.0]",,Ground Pass,,15.041609,,,,,Presnel Kimpembe,2999.0,,,,,,1,From Kick Off,Juan Bernat Velasco,15651.0,Left Back,2,Paris Saint-Germain,131,['027b4b25-fcfc-46a8-8a62-6b0f130e0deb'],6,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:06.036,Pass,
,,,,,,,,,,,,,,,,,1.386188,,,,,,,,,,,ce2c533b-7069-4a9d-936f-3973b1efc4ac,14,,"[31.9, 15.1]",3802699,0,,,,,1.9744302,,Left Foot,,,,"[23.7, 34.3]",,Ground Pass,,20.877739,,,,,Marcos Aoás Corrêa,4372.0,,,,,,1,From Kick Off,Presnel Kimpembe,2999.0,Left Center Back,2,Paris Saint-Germain,131,['f7f8e194-95d7-4877-ab74-ad7643ecdff8'],8,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:08.118,Pass,
