bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,f9fe27b3-91e4-48c8-a794-cb13cc7b12d5,1,,,,3802902,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Marseille,147,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 6792, 'name': 'Pau López Sabata'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 16}, {'player': {'id': 3365, 'name': 'Valentin Rongier'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 21}, {'player': {'id': 17592, 'name': 'William Saliba'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 6307, 'name': 'Duje Ćaleta-Car'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 15}, {'player': {'id': 22203, 'name': 'Luan Peres Petroni'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 14}, {'player': {'id': 7345, 'name': 'Mattéo Guendouzi Olié'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 4433, 'name': 'Boubacar Kamara'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 8105, 'name': 'Pol Mikel Lirola Kosok'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 29}, {'player': {'id': 3491, 'name': 'Dimitri Payet'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 6971, 'name': 'Cengiz Ünder'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 17}, {'player': {'id': 5665, 'name': 'Arkadiusz Milik'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Marseille,147,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,318a4aa7-f6b5-4e61-94fa-b83feffeb2e2,2,,,,3802902,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Marseille,147,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 5597, 'name': 'Keylor Navas Gamboa'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 5245, 'name': 'Achraf Hakimi Mouh'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 4372, 'name': 'Marcos Aoás Corrêa'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 2999, 'name': 'Presnel Kimpembe'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 41092, 'name': 'Nuno Mendes'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 25}, {'player': {'id': 3166, 'name': 'Marco Verratti'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 13621, 'name': 'Danilo Luís Hélio Pereira'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 15}, {'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 30}, {'player': {'id': 4320, 'name': 'Neymar da Silva Santos Junior'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 2995, 'name': 'Ángel Fabián Di María Hernández'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 3009, 'name': 'Kylian Mbappé Lottin'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 7}]}",Paris Saint-Germain,131,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,4d30a79c-d464-4b62-a32b-88c51ce5db8d,3,,,,3802902,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Marseille,147,['bd0ac395-c5a7-4fef-9f6d-ec6c2c33843c'],0,,,,,,,,,,,,,,,,,,Marseille,147,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,bd0ac395-c5a7-4fef-9f6d-ec6c2c33843c,4,,,,3802902,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Marseille,147,['4d30a79c-d464-4b62-a32b-88c51ce5db8d'],0,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,3133433d-e272-4279-ace7-9fe2536c01cb,1972,,,,3802902,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,93,Paris Saint-Germain,131,['4a56e360-2102-4019-8319-26d9d3ef44d9'],0,,,,,,,,,,,,,,,,,,Marseille,147,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,4a56e360-2102-4019-8319-26d9d3ef44d9,1973,,,,3802902,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,93,Paris Saint-Germain,131,['3133433d-e272-4279-ace7-9fe2536c01cb'],0,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,1.803385,,,,,,,,,,,,2c05dd50-615f-468d-bcb4-760a8f61f867,5,,,"[61.0, 40.1]",3802902,0,,,,3.1334627,,Right Foot,,,,"[48.7, 40.2]",Ground Pass,,12.300406,,,,,Neymar da Silva Santos Junior,4320.0,,,,,Kick Off,1,From Kick Off,Kylian Mbappé Lottin,3009.0,Center Forward,2,Paris Saint-Germain,131,['1b1b0a6f-7a7d-4733-b4a8-bbf347de53c1'],1,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:01.076,Pass,
,,,,,,,,,,,,,,,,,,0.832149,,,,,,,,,,,,102b0133-51bd-4704-941c-34f580eff3ec,8,,,"[48.5, 40.2]",3802902,0,,,,-2.0795262,,Right Foot,,,,"[45.6, 35.0]",Ground Pass,,5.9539905,,,,,Marco Verratti,3166.0,,,,,,1,From Kick Off,Neymar da Silva Santos Junior,4320.0,Center Attacking Midfield,2,Paris Saint-Germain,131,['73e8009d-0961-4045-891e-34ef31fed71b'],2,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:02.999,Pass,
,,,,,,,,,,,,,,,,,,1.340552,,,,,,,,,,,,5b8666d5-e148-46e3-a9ca-18885c7abcfc,11,,,"[43.5, 35.9]",3802902,0,,,,2.326416,,Right Foot,,,,"[32.1, 48.0]",Ground Pass,,16.62438,,,,,Marcos Aoás Corrêa,4372.0,,,,,,1,From Kick Off,Marco Verratti,3166.0,Right Defensive Midfield,2,Paris Saint-Germain,131,['efcc0132-f976-4d3e-bf2a-a67d108a2d69'],4,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:04.808,Pass,
,,,,,,,,,,,,,,,,,,1.042102,,,,,,,,,,,,e7c2c275-5ca5-4b22-995d-40a7f11cfc2e,14,,,"[33.5, 51.2]",3802902,0,,,,1.1517925,,Right Foot,,,,"[38.8, 63.1]",Ground Pass,,13.0268955,,,,,Danilo Luís Hélio Pereira,13621.0,,,,,,1,From Kick Off,Marcos Aoás Corrêa,4372.0,Right Center Back,2,Paris Saint-Germain,131,['3da23ded-84b2-4fe5-ad29-7ac4c6aa39fc'],6,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:06.954,Pass,
