ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,6a2cdc0a-e26b-470f-8658-33ae4bbfa56f,1,,,3802793,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Paris Saint-Germain,131,,0,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 7036, 'name': 'Gianluigi Donnarumma'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 50}, {'player': {'id': 5245, 'name': 'Achraf Hakimi Mouh'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 4372, 'name': 'Marcos Aoás Corrêa'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 2999, 'name': 'Presnel Kimpembe'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 41092, 'name': 'Nuno Mendes'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 25}, {'player': {'id': 13621, 'name': 'Danilo Luís Hélio Pereira'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 15}, {'player': {'id': 3436, 'name': 'Idrissa Gana Gueye'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 27}, {'player': {'id': 28346, 'name': 'Eric Junior Dina Ebimbe'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 28}, {'player': {'id': 2995, 'name': 'Ángel Fabián Di María Hernández'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 3009, 'name': 'Kylian Mbappé Lottin'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 30}]}",Paris Saint-Germain,131,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,adfa0336-028d-4f40-8197-41ec4cce50ce,2,,,3802793,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Paris Saint-Germain,131,,0,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 3360, 'name': 'Walter Daniel Benítez'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 40}, {'player': {'id': 29305, 'name': 'Jordan Lotomba'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 23}, {'player': {'id': 11532, 'name': 'Jean-Clair Todibo'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 25}, {'player': {'id': 3197, 'name': 'Dante Bonfim da Costa Santos'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 33221, 'name': 'Melvin Bard'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 26}, {'player': {'id': 3600, 'name': 'Morgan Schneiderlin'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 3951, 'name': 'Mario Lemina'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 32015, 'name': 'Hichem Boudaoui'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 28}, {'player': {'id': 8063, 'name': 'Justin Kluivert'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 21}, {'player': {'id': 3038, 'name': 'Andy Delort'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 7}, {'player': {'id': 6302, 'name': 'Kasper Dolberg'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 9}]}",OGC Nice,136,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,6399e642-a0f7-4684-8af3-b2b8b08e90c3,3,,,3802793,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Paris Saint-Germain,131,['54496117-8993-4d86-a52b-c5d4e4bdd66a'],0,,,,,,,,,,,,,,,,,,OGC Nice,136,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,54496117-8993-4d86-a52b-c5d4e4bdd66a,4,,,3802793,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Paris Saint-Germain,131,['6399e642-a0f7-4684-8af3-b2b8b08e90c3'],0,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,877d6b07-4bb7-442d-bc23-7f1dccd59937,2043,,,3802793,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,96,OGC Nice,136,['9c1a712e-8201-471e-826b-fa740ea16a45'],0,,,,,,,,,,,,,,,,,,OGC Nice,136,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,9c1a712e-8201-471e-826b-fa740ea16a45,2044,,,3802793,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,96,OGC Nice,136,['877d6b07-4bb7-442d-bc23-7f1dccd59937'],0,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.966472,,,,,,,,,,,,,c1c6e51f-8314-4074-903d-e851645d0846,5,,"[61.0, 40.1]",3802793,0,,,,,-2.9691296,,Left Foot,,,,"[45.5, 37.4]",Ground Pass,,15.733404,,,Danilo Luís Hélio Pereira,13621.0,,,,,Kick Off,1,From Kick Off,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,2,Paris Saint-Germain,131,['1f0f43e1-7207-4411-8a6a-124d8a60aa27'],0,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:00.559,Pass,
,,,,,,,,,,,,,,,,1.098113,,,,,,,,,,,,,6c0fe21b-5e45-4301-9780-790e8404a386,8,,"[44.6, 38.7]",3802793,0,,,,,-1.5204188,,Right Foot,,,,"[45.2, 26.8]",Ground Pass,,11.915116,,,Eric Junior Dina Ebimbe,28346.0,,,,,,1,From Kick Off,Danilo Luís Hélio Pereira,13621.0,Center Defensive Midfield,2,Paris Saint-Germain,131,['31405574-e542-46ed-808c-fc0fdd130c57'],2,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:02.121,Pass,
,,,,,,,,,,,,,,,,1.23236,,,,,,,,,,,,,18e30f8e-2eb9-4a63-87e1-c47f3d601d1c,11,,"[45.2, 26.8]",3802793,0,,,,,-1.600938,,Right Foot,,,,"[44.6, 6.9]",Ground Pass,,19.909042,,,Nuno Mendes,41092.0,,,,,,1,From Kick Off,Eric Junior Dina Ebimbe,28346.0,Left Center Midfield,2,Paris Saint-Germain,131,['ccee11a6-6cbb-4a0f-8dc6-957c6b33bc72'],5,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:05.118,Pass,
,,,,,,,,,,,,,,,,1.535241,,,,,,,,,,,,,049a65ba-a1e7-4d66-b79b-2a49b78d2b2c,14,,"[44.6, 6.7]",3802793,0,,,,,2.621625,,Left Foot,,,,"[31.5, 14.2]",Ground Pass,,15.095033,,,Presnel Kimpembe,2999.0,,,,,,1,From Kick Off,Nuno Mendes,41092.0,Left Back,2,Paris Saint-Germain,131,['dcbbc555-ece2-42d9-a2c1-1ce56052f2e8'],6,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:06.431,Pass,
