50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.851155,,,,,,,,,,,,5c7120cb-b2fd-4e3e-9312-4be2cdbffd32,18,,,"[29.2, 14.3]",3802809,0,,,,,-1.0792056,,Right Foot,,,"[36.0, 1.6]",,Ground Pass,,14.405902,,,,Nuno Mendes,41092.0,,,,,,,1,From Kick Off,Presnel Kimpembe,2999.0,Left Center Back,2,Paris Saint-Germain,131,"['37e0ae81-a624-4679-8c9f-517d1e00cbd1', '738bee1b-a9f5-468e-a9e5-d9f5fae3c4d6']",10,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:10.787,Pass,True
,,,,,,,,,,,,,,,,,,1.646293,,,,,,,,,,,,75c0a8cb-f7d9-4836-b313-af17e20517a8,25,,,"[35.6, 2.5]",3802809,0,,,,,2.6516354,,Left Foot,,,"[25.1, 8.1]",,Low Pass,,11.9,,,,Presnel Kimpembe,2999.0,,,,,,Recovery,1,From Kick Off,Nuno Mendes,41092.0,Left Back,2,Paris Saint-Germain,131,"['15aaf0bc-fd0f-49d7-9771-a9085b85deeb', '1fa9ae09-c583-46d2-bb1a-23089a65654a']",13,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:13.419,Pass,True
,,,,,,,,,,,,,,,,,,1.697379,,,,,,,,,,,,4a6f463e-2faa-4994-ae44-07f8bd32a4c1,28,,,"[18.9, 19.8]",3802809,0,,,,,2.153873,,Right Foot,,,"[6.5, 38.6]",,Ground Pass,,22.521101,,,,Gianluigi Donnarumma,7036.0,,,,,,,1,From Kick Off,Presnel Kimpembe,2999.0,Left Center Back,2,Paris Saint-Germain,131,['fa4cb4a0-efae-4e8d-a91e-d7374822ca82'],16,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:16.759,Pass,
,,,,,,,,,,,,,,,,,,0.852128,,,,,,,,,,,,8de04001-c495-4209-b6d8-ac64b4bb050e,31,,,"[6.5, 38.6]",3802809,0,,,,,-0.21979508,,Right Foot,,,"[15.9, 36.5]",,Ground Pass,,9.631719,,,,Marco Verratti,3166.0,,,,,,,1,From Kick Off,Gianluigi Donnarumma,7036.0,Goalkeeper,2,Paris Saint-Germain,131,['64b47f27-2a04-4ccc-8c94-8bbfa84bda1e'],20,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:20.255,Pass,
,,,,,,,,,,,,,,,,,,0.922665,,,,,,,,,,,,1678b065-caff-484b-8039-5e593963094b,35,,,"[13.7, 35.2]",3802809,0,,,,,3.0281577,,Right Foot,,,"[5.8, 36.1]",,Ground Pass,,7.9511003,,,,Gianluigi Donnarumma,7036.0,,,,,,,1,From Kick Off,Marco Verratti,3166.0,Left Defensive Midfield,2,Paris Saint-Germain,131,"['a7ee73de-b4db-4a34-9445-370338367eed', 'acdf6d67-f23f-44f4-97d2-a4c2b5940199']",21,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:21.853,Pass,True
,,,,,,,,,,,,,,,,,,2.609886,,,,,,,,,,,,16571a9c-b203-4282-bf1f-664c50cbc776,37,,,"[5.4, 36.1]",3802809,0,,,,,0.0,,Left Foot,,,"[48.0, 36.1]",,High Pass,,42.6,,,Incomplete,Kylian Mbappé Lottin,3009.0,,,,,,,1,From Kick Off,Gianluigi Donnarumma,7036.0,Goalkeeper,2,Paris Saint-Germain,131,"['3c9215df-a5da-41c8-95ca-bad6408384d5', 'acdf6d67-f23f-44f4-97d2-a4c2b5940199', 'd016a6d7-1dbc-4af8-ba3a-ae7caef43e00']",22,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:22.776,Pass,True
,,,,,,,,,,,,,,,,,,2.024356,,,,,,,,,,,,d016a6d7-1dbc-4af8-ba3a-ae7caef43e00,40,,,"[72.1, 44.0]",3802809,0,,,,True,-2.0550065,,,,,"[64.0, 28.6]",,High Pass,,17.400288,,,Incomplete,Birger Meling,16353.0,,,,,,Recovery,1,From Kick Off,Warmed Omari,39265.0,Right Center Back,2,Paris Saint-Germain,131,"['16571a9c-b203-4282-bf1f-664c50cbc776', '1bb25d24-7d5a-4705-aa1c-58c79b708bff', '2c2427db-9934-423e-ab85-6e86dc21850e', '67456484-c40c-4bf7-a13e-96f04c4876c4']",25,,,,,,,,,,,,,,,,Rennes,134,00:00:25.386,Pass,True
,,,,,,,,,,,,,,,,,,1.689386,,,,,,,,,,,,b9227d44-5a39-440c-afbb-755c6d5fd98d,43,,,"[64.2, 39.7]",3802809,0,,,,,-0.8003224,,Right Foot,,,"[70.8, 32.9]",,Low Pass,,9.476286,,,,Flavien Tait,3550.0,,,,,,Recovery,1,Regular Play,Warmed Omari,39265.0,Right Center Back,3,Rennes,134,['7b95cd2e-59d6-4cf3-8d20-d0d1fe6756bc'],28,,,,,,,,,,,,,,,,Rennes,134,00:00:28.205,Pass,
,,,,,,,,,,,,,,,,,,1.395345,,,,,,,,,,,,4f900bc0-d906-480a-99bb-fc4ff95cf2dd,46,,,"[81.8, 23.5]",3802809,0,,,,,-0.44956404,,Right Foot,,,"[96.1, 16.6]",,Ground Pass,,15.877657,,,,Kamaldeen Sulemana,35658.0,,,,,,,1,Regular Play,Flavien Tait,3550.0,Left Center Midfield,3,Rennes,134,['795eb168-69c9-4c4c-8e9d-91cf71ceeec9'],31,,,,,,,,,,,,,,,,Rennes,134,00:00:31.664,Pass,
,,,,,,,,,,,,,,,,,,0.259027,,,,,,,,,,,,d2d582b5-fde2-4953-8b74-30167d0daedd,54,,,"[110.0, 22.0]",3802809,0,,,,,1.929567,,Left Foot,,,"[108.5, 26.0]",,Ground Pass,,4.2720017,,,Incomplete,Flavien Tait,3550.0,,,,,,,1,Regular Play,Kamaldeen Sulemana,35658.0,Left Midfield,3,Rennes,134,"['7a2194ec-5d39-4455-b718-f8ff426b7b1a', 'fe96e22c-608c-4680-bc29-14260fa6a192']",35,,,,,,,,,,,,,,,,Rennes,134,00:00:35.965,Pass,
,,,,,,,,,,,,,,,,,,0.202815,,,,,,,,,,,,6c44c3a0-0712-4aab-bc6e-d25ce984eaf1,62,,,"[117.7, 23.5]",3802809,0,,,,,1.5707964,,Left Foot,,,"[117.7, 27.8]",,Ground Pass,,4.3,,,Incomplete,,,,,,,,,1,Regular Play,Birger Meling,16353.0,Left Back,3,Rennes,134,['d422567a-b318-45f0-b184-d4430e157abb'],39,,,,,,,,,,,,,,,,Rennes,134,00:00:39.702,Pass,
,,,,,,,,,,,,,,,,,,1.315907,,,,,,,,,,,,58b72b7c-5b05-43a5-ba53-4fee332c5ba0,64,,,"[120.0, 0.1]",3802809,1,,,,,1.7989916,,Right Foot,,,"[111.5, 36.7]",,High Pass,True,37.57406,,,Incomplete,,,,,,Inswinging,,Corner,1,From Corner,Benjamin Bourigeaud,3426.0,Right Midfield,4,Rennes,134,['31432435-bb12-4eaa-a150-e27ec9fbe2a5'],10,,,,,,,,,,,,,,,,Rennes,134,00:01:10.514,Pass,
,,,,,,,,,,,,,,,,,,1.205833,,,,,,,,,,,,ddafe887-03c5-4ce8-b082-20e4347753cc,68,,,"[78.3, 43.2]",3802809,1,,,,,0.5373501,,Right Foot,,,"[102.3, 57.5]",,Low Pass,,27.937252,,,Incomplete,Gaëtan Laborde,3190.0,,,,,,,1,From Corner,Hamari Traoré,3248.0,Right Back,4,Rennes,134,"['30ceec3e-a8a3-4bb8-9b48-469a7c0ee1eb', 'b8bb14a7-2c2e-490d-b849-a16ddafacb97']",18,,,,,,,,,,,,,,,,Rennes,134,00:01:18.144,Pass,
,,,,,,,,,,,,,,,,,,2.138128,,,,,,,,,,,,30ceec3e-a8a3-4bb8-9b48-469a7c0ee1eb,70,,,"[17.8, 22.6]",3802809,1,,,,,-0.10936579,,Left Foot,,,"[43.3, 19.8]",,Ground Pass,,25.653265,,,,Kylian Mbappé Lottin,3009.0,,,,,,Interception,1,Regular Play,Nuno Mendes,41092.0,Left Back,5,Paris Saint-Germain,131,"['d71432e6-ebe4-4383-950e-de40ce5ba6f4', 'ddafe887-03c5-4ce8-b082-20e4347753cc']",19,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:19.350,Pass,
,,,,,,,,,,,,,,,,,,0.582002,,,,,,,,,,,,599da427-15af-47b1-8bc2-5ca7701b3209,73,,,"[42.8, 20.5]",3802809,1,,,,,-2.1036403,,Left Foot,,,"[40.5, 16.6]",,Ground Pass,,4.527693,,,,Ángel Fabián Di María Hernández,2995.0,,,,,,,1,Regular Play,Kylian Mbappé Lottin,3009.0,Center Forward,5,Paris Saint-Germain,131,"['6f2ea4a2-0258-48a5-9302-cd93d342a226', '97bdcd77-20f3-4c18-8e52-5626fb752852']",21,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:21.488,Pass,True
,,,,,,,,,,,,,,,,,,0.471611,,,,,,,,,,,,02610911-74da-43ba-8fc8-59e10df69682,76,,,"[50.3, 17.3]",3802809,1,,,,,-0.124354996,,Left Foot,,,"[59.1, 16.2]",,Ground Pass,,8.868484,,,Incomplete,Kylian Mbappé Lottin,3009.0,,,,,,,1,Regular Play,Ángel Fabián Di María Hernández,2995.0,Right Wing,5,Paris Saint-Germain,131,"['cd7d316d-b3ac-419b-b1fb-3aa7a7119d2f', 'ece97b34-fdf0-46f8-99b0-edea029703b8']",23,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:23.455,Pass,
,,,,,,,,,,,,,,,,,,0.807412,,,,,,,,,,,,ed7190cf-92fb-42af-8132-6b89656e62a2,81,,,"[42.0, 42.3]",3802809,1,,,,,0.10308161,,Left Foot,,,"[56.5, 43.8]",,Ground Pass,,14.57738,,,,Flavien Tait,3550.0,,,,,,,1,Regular Play,Nayef Aguerd,12149.0,Left Center Back,6,Rennes,134,['b815bf2e-38f8-41ce-9dd0-521657406a05'],27,,,,,,,,,,,,,,,,Rennes,134,00:01:27.798,Pass,
,,,,,,,,,,,,,,,,,,1.406248,,,,,,,,,,,,6ee3b040-6a5a-4fc2-80b1-acd52978c516,83,,,"[56.5, 43.8]",3802809,1,,,,,2.6224465,,Right Foot,,,"[36.2, 55.4]",,Ground Pass,,23.380547,,,,Warmed Omari,39265.0,,,,,,,1,Regular Play,Flavien Tait,3550.0,Left Center Midfield,6,Rennes,134,['7ee6944b-7664-4810-b07b-19afc1601da6'],28,,,,,,,,,,,,,,,,Rennes,134,00:01:28.605,Pass,
,,,,,,,,,,,,,,,,,,1.221888,,,,,,,,,,,,e7741a25-d25b-4073-9c23-839c2147aa37,86,,,"[37.0, 55.6]",3802809,1,,,,,0.6373188,,Left Foot,,,"[57.8, 71.0]",,Ground Pass,,25.880495,,,,Hamari Traoré,3248.0,,,,,,,1,Regular Play,Warmed Omari,39265.0,Right Center Back,6,Rennes,134,['51811134-e9da-4851-abd4-90488a2cc6b4'],30,,,,,,,,,,,,,,,,Rennes,134,00:01:30.809,Pass,
,,,,,,,,,,,,,,,,,,0.843127,,,,,,,,,,,,16973057-4ae3-432b-9b95-b61f9451d71d,89,,,"[61.4, 73.7]",3802809,1,,,,,-1.252346,,Right Foot,,,"[64.4, 64.6]",,Ground Pass,,9.581754,,,,Martin Terrier,4420.0,,,,,,,1,Regular Play,Hamari Traoré,3248.0,Right Back,6,Rennes,134,['5b83951e-fa99-4b5b-aa2f-092d418fb6b2'],34,,,,,,,,,,,,,,,,Rennes,134,00:01:34.470,Pass,
,,,,,,,,,,,,,,,,,,0.889281,,,,,,,,,,,,87dfcad9-0ca2-42ab-8f9d-2f9550fa2e10,91,,,"[64.4, 64.6]",3802809,1,,,,,1.8890133,,Right Foot,,,"[61.6, 73.1]",,Ground Pass,,8.949302,,,,Hamari Traoré,3248.0,,,,,,,1,Regular Play,Martin Terrier,4420.0,Left Center Forward,6,Rennes,134,['95b9b2ea-5885-4e94-b90f-f3978eacc169'],35,,,,,,,,,,,,,,,,Rennes,134,00:01:35.313,Pass,
,,,,,,,,,,,,,,,,,,0.578958,,,,,,,,,,,,06c40556-dfe8-45ac-8a98-c2cb79adfd25,94,,,"[61.6, 73.1]",3802809,1,,,,,-1.8995891,,Right Foot,,,"[58.7, 64.6]",,Ground Pass,,8.9810915,,,,Jonas Martin,2950.0,,,,,,,1,Regular Play,Hamari Traoré,3248.0,Right Back,6,Rennes,134,['3e770da6-d94e-4039-b844-afaf4cf4d1d8'],36,,,,,,,,,,,,,,,,Rennes,134,00:01:36.222,Pass,
,,,,,,,,,,,,,,,,,,1.894924,,,,,,,,,,,,d3e7ca1d-a7d0-4ea0-905d-edb6ec01782e,97,,,"[65.1, 67.5]",3802809,1,,,,,0.95173025,,Right Foot,,,"[70.8, 75.5]",,Ground Pass,,9.822932,,,,Hamari Traoré,3248.0,,,,,,,1,Regular Play,Jonas Martin,2950.0,Right Center Midfield,6,Rennes,134,['04d633d3-c6f7-4658-9b2f-707941c969cc'],39,,,,,,,,,,,,,,,,Rennes,134,00:01:39.133,Pass,
,,,,,,,,,,,,,,,,,,0.860672,,,,,,,,,,,,03cbd606-9df7-4234-89b4-1408a5652d1a,100,,,"[74.7, 76.7]",3802809,1,,,,,-0.28567278,,Right Foot,,,"[89.0, 72.5]",,High Pass,,14.904026,,,Incomplete,Martin Terrier,4420.0,,,,Through Ball,True,,1,Regular Play,Hamari Traoré,3248.0,Right Back,6,Rennes,134,"['3c6d96cc-ad5c-44cb-9968-ea4848c6eec9', 'ee026a41-093e-4e26-971a-637c628e2836']",43,,,,,,,,,,,,,,,,Rennes,134,00:01:43.098,Pass,
,,,,,,,,,,,,,,,,,,0.729018,,,,,,,,,,,,63e81388-5e50-4814-b441-83334c3a84e8,103,,,"[85.2, 80.0]",3802809,1,,,,,-1.8370484,,,,,"[82.8, 71.2]",,Low Pass,,9.121404,,,,Flavien Tait,3550.0,,,,,,Throw-in,1,From Throw In,Hamari Traoré,3248.0,Right Back,7,Rennes,134,['4c41732e-02c9-43e5-b551-24abbd8afa5e'],59,,,,,,,,,,,,,,,,Rennes,134,00:01:59.581,Pass,
,,,,,,,,,,,,,,,,,,1.014125,,,,,,,,,,,,41f96fb2-ca0a-4125-8280-8694ca3bafa4,109,,,"[117.0, 68.4]",3802809,2,,,,,-1.6273397,,Right Foot,True,,"[115.5, 41.9]",,Ground Pass,,26.54242,,,Incomplete,Gaëtan Laborde,3190.0,,,,,,,1,From Throw In,Flavien Tait,3550.0,Left Center Midfield,7,Rennes,134,"['40707757-19d2-4432-932e-fa03c0e2abf4', 'e118e9c8-5615-4222-9804-c9f8375b99f1']",8,,,,,,,,,,,,,,,,Rennes,134,00:02:08.226,Pass,
,,,,,,,,,,,,,,,,,,2.546372,,,,,,,,,,,,0fef8e5a-a703-49be-9936-1f0278d3ef63,112,,,"[11.4, 32.4]",3802809,2,,True,,,0.15602484,,Keeper Arm,,,"[29.2, 35.2]",,Ground Pass,,18.018879,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,From Keeper,Gianluigi Donnarumma,7036.0,Goalkeeper,8,Paris Saint-Germain,131,['52ba80c9-0941-4cfe-8cae-aa8dd5dc9a82'],19,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:02:19.246,Pass,
,,,,,,,,,,,,,,,,,,2.741906,,,,,,,,,,,,08d1056f-06f7-4a20-b65b-8da52d1a3429,114,,,"[28.1, 27.1]",3802809,2,,True,,,-1.8793026,,Left Foot,,,"[22.3, 8.9]",,Low Pass,,19.101831,,,,Marco Verratti,3166.0,,,,,,,1,From Keeper,Lionel Andrés Messi Cuccittini,5503.0,Center Attacking Midfield,8,Paris Saint-Germain,131,['007b4cb3-b71b-4942-b11b-46ca22f10454'],23,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:02:23.191,Pass,
,,,,,,,,,,,,,,,,,,1.446911,,,,,,,,,,,,046acb3f-a3c3-4047-943b-a819d3dcb5b1,117,,,"[23.4, 8.7]",3802809,2,,,,,-0.38460472,,Left Foot,,,"[36.0, 3.6]",,Ground Pass,,13.593013,,,,Nuno Mendes,41092.0,,,,,,,1,From Keeper,Marco Verratti,3166.0,Left Defensive Midfield,8,Paris Saint-Germain,131,"['2d774053-be34-43f3-a250-7355c4eda39e', '57e8f75e-76f3-4b14-98cc-2553ba8d2ae6']",25,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:02:25.933,Pass,True
,,,,,,,,,,,,,,,,,,0.744277,,,,,,,,,,,,b6e44ff6-e4cb-464c-9b55-728a9108d948,120,,,"[36.0, 3.1]",3802809,2,,,,,2.8809903,,Left Foot,,,"[28.5, 5.1]",,Ground Pass,,7.7620873,,,,Marco Verratti,3166.0,,,,,,,1,From Keeper,Nuno Mendes,41092.0,Left Back,8,Paris Saint-Germain,131,['23157e82-f182-4c6f-9c05-862853be8653'],28,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:02:28.406,Pass,
,,,,,,,,,,,,,,,,,,1.997238,,,,,,,,,,,,3323848b-ea4e-4326-9731-24c91c7fec30,124,,,"[27.4, 10.0]",3802809,2,,,,,1.7470648,,Right Foot,,,"[20.4, 49.3]",,Low Pass,,39.91854,,,,Marcos Aoás Corrêa,4372.0,,,,,,,1,From Keeper,Marco Verratti,3166.0,Left Defensive Midfield,8,Paris Saint-Germain,131,['02ef9f73-e293-4f87-a4da-95a83b0fd743'],33,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:02:33.602,Pass,
