bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0c1a1b1b-d6d9-43de-8005-c9da16da4848,1,,,,3802930,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Paris Saint-Germain,131,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 5597, 'name': 'Keylor Navas Gamboa'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 5245, 'name': 'Achraf Hakimi Mouh'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 4372, 'name': 'Marcos Aoás Corrêa'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 2999, 'name': 'Presnel Kimpembe'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 41092, 'name': 'Nuno Mendes'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 25}, {'player': {'id': 13621, 'name': 'Danilo Luís Hélio Pereira'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 15}, {'player': {'id': 3166, 'name': 'Marco Verratti'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 2995, 'name': 'Ángel Fabián Di María Hernández'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 30}, {'player': {'id': 4320, 'name': 'Neymar da Silva Santos Junior'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 3009, 'name': 'Kylian Mbappé Lottin'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 7}]}",Paris Saint-Germain,131,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,9b575d4b-7efd-458f-8e55-40f76762d9bd,2,,,,3802930,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Paris Saint-Germain,131,,0,,,,,,,,,,,,,,,,"{'formation': 343, 'lineup': [{'player': {'id': 3419, 'name': 'Jessy Moulin'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 40}, {'player': {'id': 22073, 'name': 'Giulian Biancone'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 16078, 'name': 'Erik Palmer-Brown'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 2}, {'player': {'id': 31015, 'name': 'Abdu Conté'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 12}, {'player': {'id': 35471, 'name': 'Issa Kabore'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 29}, {'player': {'id': 34793, 'name': 'Yasser Larouci'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 22}, {'player': {'id': 4378, 'name': ""Rominigue Kouamé N''Guessan""}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 7219, 'name': 'Florian Tardieu'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 10}, {'player': {'id': 7505, 'name': 'Renaud Ripart'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 20}, {'player': {'id': 7364, 'name': 'Xavier Chavalerin'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 24}, {'player': {'id': 4106, 'name': 'Ike Ugbo'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 13}]}",Troyes,133,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,4f0d7c59-a211-4b65-8501-18b2b8174400,3,,,,3802930,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Paris Saint-Germain,131,['74d3b072-e43a-4969-b2d0-6bc6ffb9b859'],0,,,,,,,,,,,,,,,,,Troyes,133,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,74d3b072-e43a-4969-b2d0-6bc6ffb9b859,4,,,,3802930,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Paris Saint-Germain,131,['4f0d7c59-a211-4b65-8501-18b2b8174400'],0,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,042047d8-fdd2-4898-bb32-944b68606fb9,2018,,,,3802930,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,84,Paris Saint-Germain,131,['2621ff2c-7325-44e4-97ce-6f624d9ea419'],0,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,2621ff2c-7325-44e4-97ce-6f624d9ea419,2019,,,,3802930,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,84,Paris Saint-Germain,131,['042047d8-fdd2-4898-bb32-944b68606fb9'],0,,,,,,,,,,,,,,,,,Troyes,133,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.947916,,,,,,,,,,,,,,,,76ba00b2-3aab-4a23-bd76-fac5e0490392,5,,,"[60.0, 40.0]",3802930,0,,,,,2.7906725,,Right Foot,,,,"[48.8, 44.1]",,Ground Pass,,11.926861,,,,Danilo Luís Hélio Pereira,13621.0,,,,,Kick Off,1,From Kick Off,Kylian Mbappé Lottin,3009.0,Center Forward,2,Paris Saint-Germain,131,['c7c1d234-966d-42e5-8f3b-48d5ac27425c'],0,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:00.628,Pass,
,,,,,,,,,,,,,,,,,1.275107,,,,,,,,,,,,,,,,d7c0f13c-69f0-4253-baa8-55217a575b2c,8,,,"[50.0, 45.8]",3802930,0,,,,,2.0783718,,Right Foot,,,,"[40.1, 63.6]",,Ground Pass,,20.367867,,,,Achraf Hakimi Mouh,5245.0,,,,,,1,From Kick Off,Danilo Luís Hélio Pereira,13621.0,Right Defensive Midfield,2,Paris Saint-Germain,131,['bb97ec1f-7e61-4999-877c-ca0a5c566a1a'],3,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:03.238,Pass,
,,,,,,,,,,,,,,,,,1.126055,,,,,,,,,,,,,,,,7d734a08-0d37-4e92-8666-072323a26713,11,,,"[40.1, 67.1]",3802930,0,,,,,0.5760747,,Right Foot,,,,"[51.8, 74.7]",,Ground Pass,,13.951702,,,,Ángel Fabián Di María Hernández,2995.0,,,,,,1,From Kick Off,Achraf Hakimi Mouh,5245.0,Right Back,2,Paris Saint-Germain,131,['f3a20bb5-878e-42f4-b666-26128d8abc8f'],6,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:06.214,Pass,
,,,,,,,,,,,,,,,,,1.67179,,,,,,,,,,,,,,,,04091999-26af-40e4-8a3a-c1109e33e430,14,,,"[51.8, 74.7]",3802930,0,,,,,-2.7724638,,Left Foot,,,,"[38.1, 69.4]",,Ground Pass,,14.689452,,,,Achraf Hakimi Mouh,5245.0,,,,,,1,From Kick Off,Ángel Fabián Di María Hernández,2995.0,Right Wing,2,Paris Saint-Germain,131,['21785a32-3d87-488f-a07e-d8e3d91c97be'],7,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:07.420,Pass,
,,,,,,,,,,,,,,,,,1.320771,,,,,,,,,,,,,,,,5db6de3e-4174-4053-98f8-92ce48edc707,17,,,"[38.7, 65.9]",3802930,0,,,,,-2.0211115,,Right Foot,,,,"[31.4, 50.8]",,Ground Pass,,16.772001,,,,Marcos Aoás Corrêa,4372.0,,,,,,1,From Kick Off,Achraf Hakimi Mouh,5245.0,Right Back,2,Paris Saint-Germain,131,['52616840-d689-42ff-8e97-0c78aaa5b26b'],9,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:09.445,Pass,
,,,,,,,,,,,,,,,,,1.368007,,,,,,,,,,,,,,,,c615b602-6187-449d-8a79-3d1626113486,20,,,"[38.1, 46.8]",3802930,0,,,,,-1.5707964,,Right Foot,,,,"[38.1, 27.3]",,Ground Pass,,19.5,,,,Presnel Kimpembe,2999.0,,,,,,1,From Kick Off,Marcos Aoás Corrêa,4372.0,Right Center Back,2,Paris Saint-Germain,131,['5c2bfa5a-8a60-442c-b3a5-145525d919d2'],13,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:13.677,Pass,
,,,,,,,,,,,,,,,,,1.759759,,,,,,,,,,,,,,,,572d6393-c3eb-4940-ba77-b1f3c4d6bc26,23,,,"[39.5, 29.9]",3802930,0,,,,,1.6788642,,Left Foot,,,,"[37.2, 51.1]",,Ground Pass,,21.3244,,,,Marcos Aoás Corrêa,4372.0,,,,,,1,From Kick Off,Presnel Kimpembe,2999.0,Left Center Back,2,Paris Saint-Germain,131,['421e04fc-8422-4b76-bb7f-4fbae11dfd9b'],15,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:15.931,Pass,
,,,,,,,,,,,,,,,,,1.213917,,,,,,,,,,,,,,,,e39d6921-2bab-437c-92f0-550be3821822,26,,,"[40.4, 51.4]",3802930,0,,,,,-1.1583859,,Right Foot,,,,"[48.8, 32.2]",,Ground Pass,,20.9571,,,,Marco Verratti,3166.0,,,,,,1,From Kick Off,Marcos Aoás Corrêa,4372.0,Right Center Back,2,Paris Saint-Germain,131,['5f92bf45-8b4c-4255-8bb5-9460e309dce3'],19,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:19.809,Pass,
,,,,,,,,,,,,,,,,,1.695928,,,,,,,,,,,,,,,,4174a959-7d66-455a-b584-4101e633695e,29,,,"[45.1, 29.0]",3802930,0,,,,,-2.3811893,,Left Foot,,,,"[36.9, 21.2]",,Ground Pass,,11.317244,,,,Presnel Kimpembe,2999.0,,,,,,1,From Kick Off,Marco Verratti,3166.0,Left Defensive Midfield,2,Paris Saint-Germain,131,['43dc3004-e994-4547-8b8d-c287b28fe0b2'],21,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:21.705,Pass,
,,,,,,,,,,,,,,,,,1.374465,,,,,,,,,,,,,,,,cf99e5aa-ed32-4988-8e32-e0978ad21dd2,32,,,"[38.9, 17.9]",3802930,0,,,,,-1.2379761,,Left Foot,,,,"[44.5, 1.7]",,Ground Pass,,17.140594,,,,Nuno Mendes,41092.0,,,,,,1,From Kick Off,Presnel Kimpembe,2999.0,Left Center Back,2,Paris Saint-Germain,131,['40abe1b1-44e7-421f-a631-1e0629e2384b'],23,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:23.763,Pass,
,,,,,,,,,,,,,,,,,1.342745,,,,,,,,,,,,,,,,6559a379-579c-4b11-83f0-53e169f8a45f,35,,,"[44.5, 1.7]",3802930,0,,,,,2.226492,,Left Foot,,,,"[35.5, 13.4]",,Ground Pass,,14.761098,,,,Presnel Kimpembe,2999.0,,,,,,1,From Kick Off,Nuno Mendes,41092.0,Left Back,2,Paris Saint-Germain,131,['dbbecf28-61e9-4eb0-96ae-f9140a308f8c'],26,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:26.003,Pass,
