50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,df878449-5a9f-49a3-a2da-00784c458e9a,1,,,,3802690,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Lorient,165,,0,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 24021, 'name': 'Paul Nardi'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 30}, {'player': {'id': 9361, 'name': 'Houboulang Mendes'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 17}, {'player': {'id': 7570, 'name': 'Julien Laporte'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 15}, {'player': {'id': 48500, 'name': 'Moritz Jenz'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 7199, 'name': 'Vincent Le Goff'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 25}, {'player': {'id': 3770, 'name': 'Thomas Monconduit'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 23}, {'player': {'id': 7260, 'name': 'Laurent Abergel'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 95042, 'name': 'Dango Aboubacar Faissal Ouattara'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 38}, {'player': {'id': 24959, 'name': 'Enzo Le Fée'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 10}, {'player': {'id': 34335, 'name': 'Terem Igobor Moffi'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 13}, {'player': {'id': 10688, 'name': 'Armand Lauriente'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 28}]}",Lorient,165,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,c22d1c5e-cdb9-48c0-bb7b-1d4aaa708eb6,2,,,,3802690,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Lorient,165,,0,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 5597, 'name': 'Keylor Navas Gamboa'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 5245, 'name': 'Achraf Hakimi Mouh'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 4372, 'name': 'Marcos Aoás Corrêa'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 2999, 'name': 'Presnel Kimpembe'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 41092, 'name': 'Nuno Mendes'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 25}, {'player': {'id': 3606, 'name': 'Ander Herrera Agüera'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 3436, 'name': 'Idrissa Gana Gueye'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 27}, {'player': {'id': 2995, 'name': 'Ángel Fabián Di María Hernández'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 11}, {'player': {'id': 3567, 'name': 'Georginio Wijnaldum'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 18}, {'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 30}, {'player': {'id': 6987, 'name': 'Mauro Emanuel Icardi Rivero'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 9}]}",Paris Saint-Germain,131,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,5bc52727-495c-45d8-a73e-a5a643f65e98,3,,,,3802690,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Lorient,165,['91ccdc70-4f4b-4162-8fa8-2f7665ccc1db'],0,,,,,,,,,,,,,,,,,Lorient,165,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,91ccdc70-4f4b-4162-8fa8-2f7665ccc1db,4,,,,3802690,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Lorient,165,['5bc52727-495c-45d8-a73e-a5a643f65e98'],0,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,69aab661-e10e-4b2a-a696-ec4721fe9bf4,1957,,,,3802690,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,75,Lorient,165,['ad9326d1-4439-4954-abb7-9dc020fa3c6c'],0,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,ad9326d1-4439-4954-abb7-9dc020fa3c6c,1958,,,,3802690,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,75,Lorient,165,['69aab661-e10e-4b2a-a696-ec4721fe9bf4'],0,,,,,,,,,,,,,,,,,Lorient,165,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.849462,,,,,,,,,,,80e446e1-0ff4-41d9-99e7-bdc4c58768eb,5,,,"[60.0, 40.0]",3802690,0,,,,2.753274,,Left Foot,,,,"[51.2, 43.6]",,Ground Pass,,9.507892,,,,Ander Herrera Agüera,3606.0,,,,,Kick Off,1,From Kick Off,Mauro Emanuel Icardi Rivero,6987.0,Left Center Forward,2,Paris Saint-Germain,131,['3457a129-ee13-44e2-9728-f4b9d5e4cf24'],0,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:00.451,Pass,
,,,,,,,,,,,,,,,,,,,1.166425,,,,,,,,,,,1f7d81a3-75b9-4014-a6af-0f43aa7ea526,8,,,"[50.1, 43.6]",3802690,0,,,,-2.4227626,,Right Foot,,,,"[37.3, 32.4]",,Ground Pass,,17.008234,,,,Presnel Kimpembe,2999.0,,,,,,1,From Kick Off,Ander Herrera Agüera,3606.0,Right Defensive Midfield,2,Paris Saint-Germain,131,['23a2c959-5640-4952-a5ee-fed504f15248'],2,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:02.056,Pass,
,,,,,,,,,,,,,,,,,,,1.872089,,,,,,,,,,,14148c2d-bda9-4562-b3f1-c953a5a832c1,11,,,"[40.3, 23.9]",3802690,0,,,,1.5963721,,Left Foot,,,,"[39.2, 66.9]",,Ground Pass,,43.01407,,,,Achraf Hakimi Mouh,5245.0,,True,,,,1,From Kick Off,Presnel Kimpembe,2999.0,Left Center Back,2,Paris Saint-Germain,131,['52964e54-0286-4b87-9631-0e8f0271cce1'],4,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:04.291,Pass,
,,,,,,,,,,,,,,,,,,,1.415373,,,,,,,,,,,ef77fd58-7361-4602-b5bc-97cf4e7ab42a,14,,,"[42.0, 68.6]",3802690,0,,,,0.3083585,,Right Foot,,,,"[55.5, 72.9]",,Ground Pass,,14.168275,,,,Ángel Fabián Di María Hernández,2995.0,,,,,,1,From Kick Off,Achraf Hakimi Mouh,5245.0,Right Back,2,Paris Saint-Germain,131,['4ecbb314-2d7e-4147-b252-a34bed195eb0'],7,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:07.461,Pass,
